date_obj,Grimy%20kwuarm price
2019-03-26,1028
2019-03-27,1005
2019-03-28,998
2019-03-29,1016
2019-03-30,1022
2019-03-31,1024
2019-04-01,1019
2019-04-02,1037
2019-04-03,1042
2019-04-04,1055
2019-04-05,1061
2019-04-06,1053
2019-04-07,1062
2019-04-08,1078
2019-04-09,1087
2019-04-10,1072
2019-04-11,1065
2019-04-12,1052
2019-04-13,1057
2019-04-14,1063
2019-04-15,1082
2019-04-16,1094
2019-04-17,1089
2019-04-18,1070
2019-04-19,1072
2019-04-20,1100
2019-04-21,1123
2019-04-22,1136
2019-04-23,1145
2019-04-24,1142
2019-04-25,1115
2019-04-26,1091
2019-04-27,1087
2019-04-28,1062
2019-04-29,1064
2019-04-30,1075
2019-05-01,1081
2019-05-02,1083
2019-05-03,1065
2019-05-04,1064
2019-05-05,1081
2019-05-06,1081
2019-05-07,1108
2019-05-08,1113
2019-05-09,1115
2019-05-10,1116
2019-05-11,1124
2019-05-12,1126
2019-05-13,1119
2019-05-14,1139
2019-05-15,1148
2019-05-16,1099
2019-05-17,1106
2019-05-18,1112
2019-05-19,1112
2019-05-20,1137
2019-05-21,1154
2019-05-22,1178
2019-05-23,1213
2019-05-24,1212
2019-05-25,1210
2019-05-26,1219
2019-05-27,1196
2019-05-28,1205
2019-05-29,1232
2019-05-30,1249
2019-05-31,1257
2019-06-01,1237
2019-06-02,1203
2019-06-03,1177
2019-06-04,1176
2019-06-05,1193
2019-06-06,1159
2019-06-07,1173
2019-06-08,1195
2019-06-09,1205
2019-06-10,1207
2019-06-11,1218
2019-06-12,1207
2019-06-13,1200
2019-06-14,1204
2019-06-15,1193
2019-06-16,1163
2019-06-17,1185
2019-06-18,1215
2019-06-19,1265
2019-06-20,1300
2019-06-21,1314
2019-06-22,1288
2019-06-23,1259
2019-06-24,1269
2019-06-25,1246
2019-06-26,1229
2019-06-27,1234
2019-06-28,1243
2019-06-29,1249
2019-06-30,1271
2019-07-01,1295
2019-07-02,1331
2019-07-03,1379
2019-07-04,1387
2019-07-05,1364
2019-07-06,1343
2019-07-07,1315
2019-07-08,1325
2019-07-09,1316
2019-07-10,1312
2019-07-11,1308
2019-07-12,1327
2019-07-13,1321
2019-07-14,1330
2019-07-15,1347
2019-07-16,1361
2019-07-17,1349
2019-07-18,1385
2019-07-19,1442
2019-07-20,1474
2019-07-21,1518
2019-07-22,1520
2019-07-23,1519
2019-07-24,1528
2019-07-25,1585
2019-07-26,1665
2019-07-27,1749
2019-07-28,1837
2019-07-29,1929
2019-07-30,1945
2019-07-31,1887
2019-08-01,1838
2019-08-02,1784
2019-08-03,1702
2019-08-04,1619
2019-08-05,1553
2019-08-06,1486
2019-08-07,1432
2019-08-08,1364
2019-08-09,1299
2019-08-10,1245
2019-08-11,1254
2019-08-12,1264
2019-08-13,1259
2019-08-14,1269
2019-08-15,1273
2019-08-16,1239
2019-08-17,1241
2019-08-18,1252
2019-08-19,1266
2019-08-20,1248
2019-08-21,1239
2019-08-22,1244
2019-08-23,1196
2019-08-24,1192
2019-08-24,1192
2019-08-25,1193
2019-08-25,1193
2019-08-26,1185
2019-08-26,1185
2019-08-27,1168
2019-08-27,1168
2019-08-28,1160
2019-08-29,1159
2019-08-30,1146
2019-08-31,1133
2019-09-01,1127
2019-09-02,1127
2019-09-03,1139
2019-09-04,1163
2019-09-05,1159
2019-09-06,1163
2019-09-07,1178
2019-09-08,1192
2019-09-09,1195
2019-09-10,1178
2019-09-11,1181
2019-09-12,1177
2019-09-13,1188
2019-09-14,1194
2019-09-15,1199
2019-09-16,1208
2019-09-17,1212
2019-09-18,1235
2019-09-19,1285
2019-09-20,1331
2019-09-21,1362
2019-09-22,1382
2019-09-23,1411
2019-09-24,1454
2019-09-25,1434
2019-09-26,1367
2019-09-27,1340
2019-09-28,1293
2019-09-29,1254
2019-09-30,1267
2019-10-01,1278
2019-10-02,1290
2019-10-03,1285
2019-10-04,1278
2019-10-05,1259
2019-10-06,1257
2019-10-07,1258
2019-10-08,1260
2019-10-09,1272
2019-10-10,1275
2019-10-11,1276
2019-10-12,1266
2019-10-13,1281
2019-10-14,1272
2019-10-15,1271
2019-10-16,1254
2019-10-17,1217
2019-10-18,1222
2019-10-19,1246
2019-10-20,1270
2019-10-21,1270
2019-10-22,1296
2019-10-23,1313
2019-10-24,1289
2019-10-25,1324
2019-10-26,1317
2019-10-27,1299
2019-10-28,1286
2019-10-29,1279
2019-10-30,1277
2019-10-31,1266
2019-11-01,1264
2019-11-02,1278
2019-11-03,1274
2019-11-04,1268
2019-11-05,1287
2019-11-06,1307
2019-11-07,1319
2019-11-08,1328
2019-11-09,1333
2019-11-10,1288
2019-11-11,1249
2019-11-12,1266
2019-11-13,1261
2019-11-14,1226
2019-11-15,1220
2019-11-16,1226
2019-11-17,1246
2019-11-18,1242
2019-11-19,1273
2019-11-20,1252
2019-11-21,1247
2019-11-22,1260
2019-11-23,1257
2019-11-24,1255
2019-11-25,1243
2019-11-26,1266
2019-11-27,1297
2019-11-28,1315
2019-11-29,1299
2019-11-30,1286
2019-12-01,1272
2019-12-02,1311
2019-12-03,1329
2019-12-04,1327
2019-12-05,1291
2019-12-06,1295
2019-12-07,1300
2019-12-08,1288
2019-12-09,1286
2019-12-10,1322
2019-12-11,1308
2019-12-12,1275
2019-12-13,1275
2019-12-14,1289
2019-12-15,1274
2019-12-16,1267
2019-12-17,1268
2019-12-18,1257
2019-12-19,1242
2019-12-20,1223
2019-12-21,1209
2019-12-22,1183
2019-12-23,1207
2019-12-24,1244
2019-12-25,1287
2019-12-26,1336
2019-12-27,1377
2019-12-28,1414
2019-12-29,1447
2019-12-30,1457
2019-12-31,1430
2020-01-01,1416
2020-01-02,1406
2020-01-03,1426
2020-01-04,1391
2020-01-05,1379
2020-01-06,1423
2020-01-07,1471
2020-01-08,1467
2020-01-09,1485
2020-01-10,1498
2020-01-11,1517
2020-01-12,1500
2020-01-13,1480
2020-01-14,1489
2020-01-15,1518
2020-01-16,1475
2020-01-17,1441
2020-01-18,1424
2020-01-19,1420
2020-01-20,1422
2020-01-21,1427
2020-01-22,1410
2020-01-23,1373
2020-01-24,1365
2020-01-25,1324
2020-01-26,1291
2020-01-27,1303
2020-01-28,1325
2020-01-29,1345
2020-01-30,1339
2020-01-31,1330
2020-02-01,1350
2020-02-02,1368
2020-02-03,1370
2020-02-04,1371
2020-02-05,1317
2020-02-06,1281
2020-02-07,1248
2020-02-08,1199
2020-02-09,1211
2020-02-10,1214
2020-02-11,1227
2020-02-12,1221
2020-02-13,1201
2020-02-14,1183
2020-02-15,1210
2020-02-16,1241
2020-02-17,1244
2020-02-18,1264
2020-02-19,1263
2020-02-20,1276
2020-02-21,1277
2020-02-22,1250
2020-02-23,1249
2020-02-24,1274
2020-02-25,1292
2020-02-26,1276
2020-02-27,1258
2020-02-28,1244
2020-02-29,1248
2020-03-01,1238
2020-03-02,1219
2020-03-03,1219
2020-03-04,1214
2020-03-05,1210
2020-03-06,1219
2020-03-07,1209
2020-03-08,1209
2020-03-09,1210
2020-03-10,1209
2020-03-11,1193
2020-03-12,1174
2020-03-13,1162
2020-03-14,1142
2020-03-15,1161
2020-03-16,1166
2020-03-17,1172
2020-03-18,1170
2020-03-19,1180
2020-03-20,1181
2020-03-21,1202
2020-03-22,1210
2020-03-23,1198
2020-03-24,1204
2020-03-25,1217
2020-03-26,1240
2020-03-27,1277
2020-03-28,1263
2020-03-29,1240
2020-03-30,1249
2020-03-31,1279
2020-04-01,1296
2020-04-02,1297
2020-04-03,1302
2020-04-04,1312
2020-04-05,1354
2020-04-06,1373
2020-04-07,1365
2020-04-08,1352
2020-04-09,1331
2020-04-10,1330
2020-04-11,1295
2020-04-12,1277
2020-04-13,1278
2020-04-14,1295
2020-04-15,1303
2020-04-16,1306
2020-04-17,1288
2020-04-18,1293
2020-04-19,1320
2020-04-20,1326
2020-04-21,1327
2020-04-22,1308
2020-04-23,1287
2020-04-24,1264
2020-04-25,1262
2020-04-26,1259
2020-04-27,1242
2020-04-28,1249
2020-04-29,1240
2020-04-30,1241
2020-05-01,1250
2020-05-02,1272
2020-05-03,1279
2020-05-04,1268
2020-05-05,1265
2020-05-06,1257
2020-05-07,1272
2020-05-08,1289
2020-05-09,1269
2020-05-10,1241
2020-05-11,1237
2020-05-12,1235
2020-05-13,1246
