date_obj,Granite%20longsword price
2018-03-14,239685
2018-03-15,239668
2018-03-16,241862
2018-03-17,242775
2018-03-18,242506
2018-03-19,242250
2018-03-20,241199
2018-03-21,236639
2018-03-23,239121
2018-03-24,236037
2018-03-25,232875
2018-03-26,231695
2018-03-27,229333
2018-03-28,234343
2018-03-29,232191
2018-03-30,228545
2018-03-31,221871
2018-04-01,212007
2018-04-02,205803
2018-04-03,211767
2018-04-04,221349
2018-04-05,221349
2018-04-06,228763
2018-04-07,232564
2018-04-08,231431
2018-04-09,238742
2018-04-10,248202
2018-04-11,255228
2018-04-12,265977
2018-04-13,279276
2018-04-14,288431
2018-04-15,300335
2018-04-16,300335
2018-04-17,311448
2018-04-18,311448
2018-04-19,308361
2018-04-20,306602
2018-04-21,292049
2018-04-22,278622
2018-04-23,270179
2018-04-24,273761
2018-04-25,264367
2018-04-26,264367
2018-04-27,255896
2018-04-28,247293
2018-04-29,239052
2018-04-30,242854
2018-05-01,240648
2018-05-03,234551
2018-05-04,239288
2018-05-05,246771
2018-05-06,246771
2018-05-07,250332
2018-05-08,243396
2018-05-09,240019
2018-05-10,235969
2018-05-11,239484
2018-05-12,243992
2018-05-13,243992
2018-05-14,238934
2018-05-15,237733
2018-05-16,237868
2018-05-17,239322
2018-05-18,247871
2018-05-19,260265
2018-05-20,272984
2018-05-21,286538
2018-05-22,286538
2018-05-23,288056
2018-05-24,287824
2018-05-25,288171
2018-05-26,281726
2018-05-27,284035
2018-05-28,290567
2018-05-29,289067
2018-05-30,287442
2018-05-31,287794
2018-06-01,276574
2018-06-02,270747
2018-06-03,264285
2018-06-04,267671
2018-06-05,262798
2018-06-06,257188
2018-06-07,253372
2018-06-08,246509
2018-06-09,238647
2018-06-10,233508
2018-06-11,228404
2018-06-12,220426
2018-06-13,212609
2018-06-14,207618
2018-06-15,198139
2018-06-16,192283
2018-06-17,185752
2018-06-18,184665
2018-06-19,188786
2018-06-20,188786
2018-06-21,197409
2018-06-22,199640
2018-06-23,196124
2018-06-24,188920
2018-06-25,185666
2018-06-26,193811
2018-06-27,197919
2018-06-28,198508
2018-06-29,204954
2018-06-30,215202
2018-07-01,218457
2018-07-02,222143
2018-07-03,221457
2018-07-04,213828
2018-07-05,206618
2018-07-06,200174
2018-07-07,195626
2018-07-08,194794
2018-07-09,201610
2018-07-10,205806
2018-07-11,205165
2018-07-12,204467
2018-07-13,202170
2018-07-14,194826
2018-07-15,189444
2018-07-16,189866
2018-07-17,185097
2018-07-18,187966
2018-07-19,191215
2018-07-20,191920
2018-07-21,199626
2018-07-22,201342
2018-07-23,205449
2018-07-24,210886
2018-07-25,219239
2018-07-26,227037
2018-07-27,228295
2018-07-28,238492
2018-07-29,248030
2018-07-30,260432
2018-07-31,273370
2018-08-01,285289
2018-08-02,295086
2018-08-03,300333
2018-08-04,310735
2018-08-05,303879
2018-08-06,300802
2018-08-07,293477
2018-08-08,295282
2018-08-09,302997
2018-08-10,310658
2018-08-11,308078
2018-08-12,303013
2018-08-14,287594
2018-08-16,266085
2018-08-17,259906
2018-08-18,256100
2018-08-19,256068
2018-08-20,261796
2018-08-21,258177
2018-08-22,260963
2018-08-23,273037
2018-08-24,279704
2018-08-25,276973
2018-08-26,282189
2018-08-27,280714
2018-08-28,286876
2018-08-29,299392
2018-08-30,312405
2018-08-31,315035
2018-09-01,328443
2018-09-02,323740
2018-09-03,316720
2018-09-04,308553
2018-09-05,307741
2018-09-06,317799
2018-09-07,327000
2018-09-08,329689
2018-09-09,332786
2018-09-10,322087
2018-09-11,316008
2018-09-12,310059
2018-09-13,302489
2018-09-14,303108
2018-09-15,315400
2018-09-16,328155
2018-09-17,320300
2018-09-18,314584
2018-09-19,316852
2018-09-20,316008
2018-09-21,315116
2018-09-22,317679
2018-09-23,319326
2018-09-24,322098
2018-09-25,322316
2018-09-26,325374
2018-09-27,327672
2018-09-28,330082
2018-09-29,341151
2018-09-30,353852
2018-10-02,366919
2018-10-03,352857
2018-10-04,347454
2018-10-05,338510
2018-10-06,328971
2018-10-07,327202
2018-10-08,321026
2018-10-09,313455
2018-10-10,305413
2018-10-11,298820
2018-10-12,290407
2018-10-13,289280
2018-10-14,282366
2018-10-15,277821
2018-10-16,278843
2018-10-17,283214
2018-10-18,289623
2018-10-19,291921
2018-10-20,294661
2018-10-21,300556
2018-10-22,301802
2018-10-23,302855
2018-10-24,301462
2018-10-25,296413
2018-10-26,294019
2018-10-27,295865
2018-10-28,292321
2018-10-29,284543
2018-10-30,280018
2018-10-31,276121
2018-11-01,280216
2018-11-03,300581
2018-11-04,305332
2018-11-05,312577
2018-11-06,327627
2018-11-07,344009
2018-11-08,361210
2018-11-09,379212
2018-11-10,398173
2018-11-11,418082
2018-11-12,438987
2018-11-13,460902
2018-11-14,483948
2018-11-15,508146
2018-11-16,533554
2018-11-17,560167
2018-11-18,588176
2018-11-19,617585
2018-11-20,648465
2018-11-21,680889
2018-11-22,714226
2018-11-23,738780
2018-11-24,774768
2018-11-25,811196
2018-11-26,843248
2018-11-27,870670
2018-11-28,872497
2018-11-29,861575
2018-12-01,841772
2018-12-02,814163
2018-12-03,773459
2018-12-04,738870
2018-12-05,712632
2018-12-07,652669
2018-12-09,591912
2018-12-10,580304
2018-12-11,559277
2018-12-12,537648
2018-12-13,515896
2018-12-14,508018
2018-12-15,497883
2018-12-16,481725
2018-12-17,476695
2018-12-18,466236
2018-12-19,459432
2018-12-20,459770
2018-12-21,468079
2018-12-22,467016
2018-12-23,463501
2018-12-24,457730
2018-12-25,468476
2018-12-26,484797
2018-12-27,480121
2018-12-28,476360
2018-12-29,474384
2018-12-30,471264
2018-12-31,467833
2019-01-01,464864
2019-01-02,465039
2019-01-03,457818
2019-01-04,454814
2019-01-05,455112
2019-01-06,444787
2019-01-08,430565
2019-01-10,410778
2019-01-11,401593
2019-01-12,384141
2019-01-13,372373
2019-01-14,368713
2019-01-15,364624
2019-01-16,355656
2019-01-17,341078
2019-01-18,324098
2019-01-19,308079
2019-01-20,299120
2019-01-22,289361
2019-01-23,287969
2019-01-24,290312
2019-01-25,289797
2019-01-26,281699
2019-01-27,282248
2019-01-28,289947
2019-01-29,294139
2019-01-30,290503
2019-01-31,290295
2019-02-01,297193
2019-02-02,298475
2019-02-03,296541
2019-02-04,295155
2019-02-05,291618
2019-02-06,291487
2019-02-07,286826
2019-02-08,283858
2019-02-09,279911
2019-02-10,276809
2019-02-11,275547
2019-02-12,275267
2019-02-13,271957
2019-02-14,265763
2019-02-15,262546
2019-02-16,257369
2019-02-17,252263
2019-02-18,245530
2019-02-19,243116
2019-02-20,238446
2019-02-21,231322
2019-02-22,222985
2019-02-23,214717
2019-02-24,204527
2019-02-25,196268
2019-02-26,189449
2019-02-27,180461
2019-02-28,172062
2019-03-01,167681
2019-03-02,160654
2019-03-03,166495
2019-03-04,174820
2019-03-05,183539
2019-03-06,189579
2019-03-07,195238
2019-03-08,192820
2019-03-09,190518
2019-03-10,183440
2019-03-11,174902
2019-03-12,166831
2019-03-13,158489
2019-03-14,152250
2019-03-15,151835
2019-03-16,151738
2019-03-17,146589
2019-03-18,147169
2019-03-19,153928
2019-03-20,157187
2019-03-21,157697
2019-03-22,151260
2019-03-23,145484
2019-03-24,138209
2019-03-25,131378
2019-03-26,125487
2019-03-27,120755
2019-03-28,124950
2019-03-29,125029
2019-03-30,119423
2019-03-31,117698
2019-04-01,112953
2019-04-02,110286
2019-04-03,113961
2019-04-04,113235
2019-04-05,112608
2019-04-06,112525
2019-04-07,111532
2019-04-08,112412
2019-04-09,114695
2019-04-10,114599
2019-04-11,113636
2019-04-12,118609
2019-04-13,119755
2019-04-14,115193
2019-04-15,109433
2019-04-16,104066
2019-04-17,99211
2019-04-18,95628
2019-04-19,95168
2019-04-20,94853
2019-04-21,97246
2019-04-22,99019
2019-04-23,102451
2019-04-24,104742
2019-04-25,102531
2019-04-26,99489
2019-04-27,94975
2019-04-28,90475
2019-04-29,87407
2019-04-30,84394
2019-05-01,82048
2019-05-02,78739
2019-05-03,77064
2019-05-04,76295
2019-05-05,80095
2019-05-06,83763
2019-05-07,87952
2019-05-08,92350
2019-05-09,95583
2019-05-10,94510
2019-05-11,93584
2019-05-12,96153
2019-05-13,100856
2019-05-14,105756
2019-05-15,111020
2019-05-16,116571
2019-05-17,122350
2019-05-18,128447
2019-05-19,134282
2019-05-20,140060
2019-05-21,147063
2019-05-22,152383
2019-05-23,151269
2019-05-24,149748
2019-05-25,152468
2019-05-26,153527
2019-05-27,148696
2019-05-28,146136
2019-05-29,142340
2019-05-30,136218
2019-05-31,133220
2019-06-01,134169
2019-06-02,134397
2019-06-03,132776
2019-06-04,130440
2019-06-05,128479
2019-06-06,127053
2019-06-07,126027
2019-06-08,129714
2019-06-09,129227
2019-06-10,125979
2019-06-11,125626
2019-06-12,122642
2019-06-13,123703
2019-06-14,129094
2019-06-15,131981
2019-06-16,129269
2019-06-17,125741
2019-06-18,122569
2019-06-19,121115
2019-06-20,118088
2019-06-21,117332
2019-06-22,117307
2019-06-23,115223
2019-06-24,116622
2019-06-25,117880
2019-06-26,118351
2019-06-27,115708
2019-06-28,114200
2019-06-29,110634
2019-06-30,105262
2019-07-01,100581
2019-07-02,97357
2019-07-03,96174
2019-07-04,94705
2019-07-05,95518
2019-07-06,97133
2019-07-07,95842
2019-07-08,96391
2019-07-09,96256
2019-07-10,95002
2019-07-11,92906
2019-07-12,93227
2019-07-13,92634
2019-07-14,91954
2019-07-15,91740
2019-07-16,92750
2019-07-17,92194
2019-07-18,90432
2019-07-19,88614
2019-07-20,86447
2019-07-21,84861
2019-07-22,82227
2019-07-23,80339
2019-07-24,78499
2019-07-25,76772
2019-07-26,76229
2019-07-27,75410
2019-07-28,73496
2019-07-29,71855
2019-07-30,69959
2019-07-31,72186
2019-08-01,71644
2019-08-02,71093
2019-08-03,71578
2019-08-04,71443
2019-08-05,70236
2019-08-06,73300
2019-08-07,76351
2019-08-08,76451
2019-08-09,75652
2019-08-10,75121
2019-08-11,73820
2019-08-12,76118
2019-08-13,79864
2019-08-14,83156
2019-08-15,81486
2019-08-16,79157
2019-08-17,78159
2019-08-18,77953
2019-08-19,80320
2019-08-20,84336
2019-08-21,88509
2019-08-22,89616
2019-08-23,85330
2019-08-24,82774
2019-08-24,82774
2019-08-25,80894
2019-08-25,80894
2019-08-26,82564
2019-08-27,85145
2019-08-27,85145
2019-08-28,86312
2019-08-29,86858
2019-08-30,88707
2019-08-31,93143
2019-09-01,92918
2019-09-02,91125
2019-09-03,88359
2019-09-04,88274
2019-09-05,88547
2019-09-06,89337
2019-09-07,88882
2019-09-08,89170
2019-09-09,86244
2019-09-10,85077
2019-09-11,85315
2019-09-12,85555
2019-09-13,84219
2019-09-14,81423
2019-09-15,80341
2019-09-16,77446
2019-09-17,80456
2019-09-18,80622
2019-09-19,80592
2019-09-20,80607
2019-09-21,81433
2019-09-22,81842
2019-09-23,84813
2019-09-24,83450
2019-09-25,80425
2019-09-26,77447
2019-09-27,73574
2019-09-28,70570
2019-09-29,72045
2019-09-30,74603
2019-10-01,75428
2019-10-02,71656
2019-10-03,68424
2019-10-04,69593
2019-10-05,71415
2019-10-06,70684
2019-10-07,70020
2019-10-08,72978
2019-10-09,75108
2019-10-10,76435
2019-10-11,75095
2019-10-12,73386
2019-10-13,71112
2019-10-14,67915
2019-10-15,64628
2019-10-16,67077
2019-10-17,66158
2019-10-18,63539
2019-10-19,65512
2019-10-20,68692
2019-10-21,72127
2019-10-22,71176
2019-10-23,67813
2019-10-24,64869
2019-10-25,64267
2019-10-26,65747
2019-10-27,65784
2019-10-28,64014
2019-10-29,62167
2019-10-30,62743
2019-10-31,62223
2019-11-01,60173
2019-11-02,57447
2019-11-03,56031
2019-11-04,53229
2019-11-05,50732
2019-11-06,49495
2019-11-07,47311
2019-11-08,45679
2019-11-09,45361
2019-11-10,44014
2019-11-11,43199
2019-11-12,41654
2019-11-13,40648
2019-11-14,39728
2019-11-15,38186
2019-11-16,36316
2019-11-17,35420
2019-11-18,35320
2019-11-19,35030
2019-11-20,34968
2019-11-21,34968
2019-11-22,34433
2019-11-23,34234
2019-11-24,33851
2019-11-25,32481
2019-11-26,31016
2019-11-27,29796
2019-11-28,28469
2019-11-29,27750
2019-11-30,26895
2019-12-01,27393
2019-12-02,28578
2019-12-03,29385
2019-12-04,30855
2019-12-05,31373
2019-12-06,31290
2019-12-07,30792
2019-12-08,29841
2019-12-09,28934
2019-12-10,28909
2019-12-11,28964
2019-12-12,28908
2019-12-13,29194
2019-12-14,29195
2019-12-15,29406
2019-12-16,28963
2019-12-17,28027
2019-12-18,26845
2019-12-19,25533
2019-12-20,24352
2019-12-21,23134
2019-12-22,21980
2019-12-23,21421
2019-12-24,20886
2019-12-25,20481
2019-12-26,20299
2019-12-27,20064
2019-12-28,20119
2019-12-29,20673
2019-12-30,21245
2019-12-31,21542
2020-01-01,21924
2020-01-02,21851
2020-01-03,21621
2020-01-04,21432
2020-01-05,21708
2020-01-06,21842
2020-01-07,21576
2020-01-08,21084
2020-01-09,20524
2020-01-10,20271
2020-01-11,20256
2020-01-12,20886
2020-01-13,21906
2020-01-14,22244
2020-01-15,22364
2020-01-16,23370
2020-01-17,24390
2020-01-18,24244
2020-01-19,24403
2020-01-20,25279
2020-01-21,25885
2020-01-22,25787
2020-01-23,25662
2020-01-24,25453
2020-01-25,24613
2020-01-26,24453
2020-01-27,23556
2020-01-28,22807
2020-01-29,22599
2020-01-30,22817
2020-01-31,22715
2020-02-01,22770
2020-02-02,22561
2020-02-03,22650
2020-02-04,22496
2020-02-05,22631
2020-02-06,23515
2020-02-07,24594
2020-02-08,25824
2020-02-09,27113
2020-02-10,28469
2020-02-11,29127
2020-02-12,29344
2020-02-13,28642
2020-02-14,28267
2020-02-15,29681
2020-02-16,31166
2020-02-17,32377
2020-02-18,32666
2020-02-19,34274
2020-02-20,35614
2020-02-21,35614
2020-02-22,35262
2020-02-23,35029
2020-02-24,34409
2020-02-25,33126
2020-02-26,31975
2020-02-27,31459
2020-02-28,30836
2020-02-29,29972
2020-03-01,28789
2020-03-02,28152
2020-03-03,27078
2020-03-04,26309
2020-03-05,25803
2020-03-06,25542
2020-03-07,24953
2020-03-08,24972
2020-03-09,24464
2020-03-10,24438
2020-03-11,24557
2020-03-12,24280
2020-03-13,23479
2020-03-14,23059
2020-03-15,23759
2020-03-16,23142
2020-03-17,22626
2020-03-18,22418
2020-03-19,22144
2020-03-20,21961
2020-03-21,22109
2020-03-22,21921
2020-03-23,22202
2020-03-24,22248
2020-03-25,22006
2020-03-26,22152
2020-03-27,21943
2020-03-28,22317
2020-03-29,22223
2020-03-30,22740
2020-03-31,23125
2020-04-01,23809
2020-04-02,24880
2020-04-03,26016
2020-04-04,27175
2020-04-05,27887
2020-04-06,29142
2020-04-07,29442
2020-04-08,28866
2020-04-09,28066
2020-04-10,26799
2020-04-11,26022
2020-04-12,25277
2020-04-13,25139
2020-04-14,24967
2020-04-15,24350
2020-04-16,23884
2020-04-17,23389
2020-04-18,23398
2020-04-19,23571
2020-04-20,23358
2020-04-21,23694
2020-04-22,23391
2020-04-23,22939
2020-04-24,23187
2020-04-25,23066
2020-04-26,22301
2020-04-27,22237
2020-04-28,21756
2020-04-29,21373
2020-04-30,20897
2020-05-01,20946
2020-05-02,21354
2020-05-03,21752
2020-05-04,21853
2020-05-05,21883
2020-05-06,22018
2020-05-07,21994
2020-05-08,21639
2020-05-09,21344
2020-05-10,21097
2020-05-11,20848
2020-05-12,20501
2020-05-13,20246
