date_obj,Dragon%20axe price
2015-12-25,142407
2015-12-26,142465
2015-12-27,138231
2015-12-28,138233
2015-12-29,133408
2015-12-30,131559
2015-12-31,135981
2016-01-01,138776
2016-01-02,132750
2016-01-03,133741
2016-01-04,137806
2016-01-05,141770
2016-01-06,141194
2016-01-07,138083
2016-01-08,135373
2016-01-09,135592
2016-01-10,136642
2016-01-11,136886
2016-01-12,135276
2016-01-13,134627
2016-01-14,132940
2016-01-15,131849
2016-01-16,130169
2016-01-17,127093
2016-01-18,121643
2016-01-19,115560
2016-01-20,110042
2016-01-21,106412
2016-01-22,102243
2016-01-23,101300
2016-01-24,103849
2016-01-25,107172
2016-01-26,112344
2016-01-27,117941
2016-01-28,123839
2016-01-29,129559
2016-01-30,135994
2016-01-31,141049
2016-02-01,139208
2016-02-02,132499
2016-02-03,126950
2016-02-04,122530
2016-02-05,117307
2016-02-06,117208
2016-02-07,122977
2016-02-08,125598
2016-02-09,124053
2016-02-10,122707
2016-02-11,121705
2016-02-12,119731
2016-02-13,118247
2016-02-14,117921
2016-02-15,116309
2016-02-16,116630
2016-02-17,117371
2016-02-18,117172
2016-02-19,116430
2016-02-20,113425
2016-02-21,111853
2016-02-22,116521
2016-02-23,116721
2016-02-24,115179
2016-02-25,111867
2016-02-26,109020
2016-02-27,111240
2016-02-28,113036
2016-02-29,114038
2016-03-01,114409
2016-03-02,112196
2016-03-03,110484
2016-03-04,112570
2016-03-05,112155
2016-03-06,110066
2016-03-07,109834
2016-03-08,109060
2016-03-09,106996
2016-03-10,109710
2016-03-11,114829
2016-03-12,113156
2016-03-13,107742
2016-03-14,102658
2016-03-15,101458
2016-03-16,99513
2016-03-17,101788
2016-03-18,97160
2016-03-19,93218
2016-03-20,97305
2016-03-21,101221
2016-03-22,103020
2016-03-23,99106
2016-03-24,97509
2016-03-25,96351
2016-03-26,96796
2016-03-27,100511
2016-03-28,101706
2016-03-29,101838
2016-03-30,101757
2016-03-31,102366
2016-04-01,101669
2016-04-02,101744
2016-04-03,98206
2016-04-04,96172
2016-04-05,94841
2016-04-06,95122
2016-04-07,92506
2016-04-08,93458
2016-04-09,96242
2016-04-10,96773
2016-04-11,96773
2016-04-12,95344
2016-04-13,96459
2016-04-14,92752
2016-04-15,93152
2016-04-16,95993
2016-04-17,96162
2016-04-18,93405
2016-04-19,92330
2016-04-20,89982
2016-04-21,90485
2016-04-22,85960
2016-04-23,85371
2016-04-24,87597
2016-04-25,90012
2016-04-26,88317
2016-04-27,92065
2016-04-28,94417
2016-04-29,94980
2016-04-30,91872
2016-05-01,92356
2016-05-02,93430
2016-05-03,91817
2016-05-04,92022
2016-05-05,89554
2016-05-06,87975
2016-05-07,88643
2016-05-08,87180
2016-05-09,89975
2016-05-10,90520
2016-05-11,91313
2016-05-12,95373
2016-05-13,100140
2016-05-14,104219
2016-05-15,109429
2016-05-16,114899
2016-05-17,120499
2016-05-18,116960
2016-05-19,114137
2016-05-22,117264
2016-05-23,120768
2016-05-24,115638
2016-05-25,109892
2016-05-26,107530
2016-05-27,110702
2016-05-28,115992
2016-05-29,115291
2016-05-30,115228
2016-05-31,115715
2016-06-01,119836
2016-06-02,116875
2016-06-03,111031
2016-06-04,105479
2016-06-05,100205
2016-06-06,98711
2016-06-07,97500
2016-06-08,101195
2016-06-09,104432
2016-06-10,100906
2016-06-11,97634
2016-06-12,97546
2016-06-13,96683
2016-06-14,98039
2016-06-15,101258
2016-06-16,103211
2016-06-17,101496
2016-06-18,101984
2016-06-19,104654
2016-06-20,109604
2016-06-21,105052
2016-06-22,103931
2016-06-23,102634
2016-06-24,105694
2016-06-25,106769
2016-06-26,108119
2016-06-27,109028
2016-06-28,108554
2016-06-29,107928
2016-06-30,106795
2016-07-01,104434
2016-07-02,101793
2016-07-03,98958
2016-07-04,99682
2016-07-05,98751
2016-07-06,98472
2016-07-07,98619
2016-07-08,97893
2016-07-09,97088
2016-07-10,97984
2016-07-11,100118
2016-07-12,102268
2016-07-13,102499
2016-07-14,101310
2016-07-15,103810
2016-07-16,107863
2016-07-17,110119
2016-07-18,110201
2016-07-23,132533
2016-07-24,130696
2016-07-25,124161
2016-07-26,117989
2016-07-27,112310
2016-07-28,110264
2016-07-29,112510
2016-07-30,115697
2016-07-31,116131
2016-08-01,115401
2016-08-02,112189
2016-08-03,113642
2016-08-04,110825
2016-08-05,110313
2016-08-06,113317
2016-08-07,112977
2016-08-08,111520
2016-08-09,116399
2016-08-10,121815
2016-08-11,121132
2016-08-12,118110
2016-08-13,114788
2016-08-14,111075
2016-08-15,108929
2016-08-16,110974
2016-08-17,110379
2016-08-18,110532
2016-08-19,111079
2016-08-20,113254
2016-08-21,112584
2016-08-22,109209
2016-08-23,112133
2016-08-24,111768
2016-08-25,111576
2016-08-26,111067
2016-08-28,112485
2016-08-31,103994
2016-09-01,98806
2016-09-02,95126
2016-09-03,94307
2016-09-04,96690
2016-09-05,98577
2016-09-06,96182
2016-09-07,100719
2016-09-08,105723
2016-09-09,111010
2016-09-10,116561
2016-09-11,122384
2016-09-12,128504
2016-09-13,134930
2016-09-14,141662
2016-09-15,144556
2016-09-16,137614
2016-09-17,130873
2016-09-18,124376
2016-09-19,118322
2016-09-20,112405
2016-09-21,106784
2016-09-22,102117
2016-09-23,102402
2016-09-24,103383
2016-09-25,103235
2016-09-26,103337
2016-09-27,102597
2016-09-28,100836
2016-09-29,97955
2016-09-30,96786
2016-10-01,95259
2016-10-02,97354
2016-10-03,97643
2016-10-04,96832
2016-10-05,98110
2016-10-06,101318
2016-10-07,100743
2016-10-08,100819
2016-10-09,101923
2016-10-10,101321
2016-10-11,101448
2016-10-12,100295
2016-10-13,100233
2016-10-14,102250
2016-10-15,101364
2016-10-16,100469
2016-10-17,102291
2016-10-18,102222
2016-10-19,101238
2016-10-20,103475
2016-10-21,101381
2016-10-22,101280
2016-10-23,103257
2016-10-24,104354
2016-10-25,104532
2016-10-26,103666
2016-10-27,103032
2016-10-28,102408
2016-10-29,102771
2016-10-30,103613
2016-10-31,101422
2016-11-01,101727
2016-11-02,100188
2016-11-03,96699
2016-11-04,92805
2016-11-05,90215
2016-11-06,92276
2016-11-07,94858
2016-11-08,93121
2016-11-09,91518
2016-11-10,91589
2016-11-11,90197
2016-11-12,87374
2016-11-13,85881
2016-11-14,86882
2016-11-15,88052
2016-12-07,92798
2016-12-08,92779
2016-12-09,92489
2016-12-10,94493
2016-12-11,95401
2016-12-12,92085
2016-12-13,89790
2016-12-14,89137
2016-12-15,88622
2016-12-16,88690
2016-12-17,88490
2016-12-18,88062
2016-12-19,86951
2016-12-20,85525
2016-12-21,86041
2016-12-22,85584
2016-12-23,86604
2016-12-24,87455
2016-12-25,88879
2016-12-26,87486
2016-12-27,86802
2016-12-28,86212
2016-12-29,84560
2016-12-30,86527
2016-12-31,88857
2017-01-01,91312
2017-01-02,92731
2017-01-03,95247
2017-01-04,98499
2017-01-05,93912
2017-01-06,90821
2017-01-07,88979
2017-01-08,87950
2017-01-09,86081
2017-01-10,85542
2017-01-11,89046
2017-01-12,88502
2017-01-13,87504
2017-01-14,86904
2017-01-15,87471
2017-01-16,88166
2017-01-17,87433
2017-01-18,86736
2017-01-19,86671
2017-01-20,85574
2017-01-21,83834
2017-01-22,82807
2017-01-23,82407
2017-01-27,78878
2017-01-28,74934
2017-01-29,71462
2017-01-30,72003
2017-01-31,71322
2017-02-01,69658
2017-02-02,69083
2017-02-03,67825
2017-02-04,68111
2017-02-05,66114
2017-02-06,65097
2017-02-07,64501
2017-02-08,64528
2017-02-09,67257
2017-02-10,68501
2017-02-11,67277
2017-02-12,66769
2017-02-13,66326
2017-02-14,64707
2017-02-15,62155
2017-02-16,61975
2017-02-18,60326
2017-02-19,57929
2017-02-20,57643
2017-02-21,56760
2017-02-22,56487
2017-02-23,57441
2017-02-24,55803
2017-02-25,53941
2017-02-26,53592
2017-02-27,53050
2017-02-28,52409
2017-03-01,53019
2017-03-02,53296
2017-03-03,52896
2017-03-04,51665
2017-03-05,51675
2017-03-06,52213
2017-03-07,52168
2017-03-08,52047
2017-03-09,51648
2017-03-10,52030
2017-03-11,50888
2017-03-12,49275
2017-03-13,49196
2017-03-14,48296
2017-03-15,46844
2017-03-16,45124
2017-03-17,43061
2017-03-18,41280
2017-03-19,41408
2017-03-20,41731
2017-03-21,43782
2017-03-22,45347
2017-03-23,46971
2017-03-24,49308
2017-03-25,51522
2017-03-26,52735
2017-03-27,52997
2017-03-28,51724
2017-03-29,50500
2017-03-30,50629
2017-03-31,49582
2017-04-01,48278
2017-04-02,46541
2017-04-03,45495
2017-04-04,46638
2017-04-12,47991
2017-04-13,49219
2017-04-14,47410
2017-04-15,46898
2017-04-16,46408
2017-04-17,46095
2017-04-18,46646
2017-04-19,47351
2017-04-20,47648
2017-04-21,47362
2017-04-22,46531
2017-04-23,45154
2017-04-24,46072
2017-04-25,47593
2017-04-26,48414
2017-04-27,49358
2017-04-28,50576
2017-04-29,50980
2017-04-30,49806
2017-05-01,50635
2017-05-02,51712
2017-05-03,52498
2017-05-04,52019
2017-05-05,50232
2017-05-06,50280
2017-05-07,48931
2017-05-08,46578
2017-05-09,44351
2017-05-10,42300
2017-05-11,40927
2017-05-12,41652
2017-05-13,43004
2017-05-14,44188
2017-05-15,44841
2017-05-16,46049
2017-05-17,45899
2017-05-18,44994
2017-05-19,43779
2017-05-20,45242
2017-05-21,44376
2017-05-22,44121
2017-05-23,44059
2017-05-24,43440
2017-05-25,44367
2017-05-26,43507
2017-05-27,42291
2017-05-28,41072
2017-05-29,41094
2017-05-30,40029
2017-05-31,41456
2017-06-01,40959
2017-06-02,41439
2017-06-03,42329
2017-06-04,42738
2017-06-05,43571
2017-06-06,43663
2017-06-07,45735
2017-06-08,48022
2017-06-09,49959
2017-06-10,49485
2017-06-11,50623
2017-06-12,53006
2017-06-13,54619
2017-06-14,53410
2017-06-15,54425
2017-06-16,53699
2017-06-17,51810
2017-06-18,52223
2017-06-19,52107
2017-06-20,52893
2017-06-21,54111
2017-06-22,54375
2017-06-23,55952
2017-06-24,55640
2017-06-25,56502
2017-06-26,55768
2017-06-27,54524
2017-06-28,54692
2017-06-29,52553
2017-06-30,50197
2017-07-01,49676
2017-07-02,49044
2017-07-03,47702
2017-07-04,45511
2017-07-05,44145
2017-07-06,42039
2017-07-07,39958
2017-07-08,38507
2017-07-13,39569
2017-07-14,39159
2017-07-15,39406
2017-07-16,39225
2017-07-17,40092
2017-07-18,39550
2017-07-19,40123
2017-07-20,41004
2017-07-21,41182
2017-07-22,42522
2017-07-23,44622
2017-07-24,46850
2017-07-25,49193
2017-07-26,51485
2017-07-27,53225
2017-07-28,55884
2017-07-29,58677
2017-07-30,61584
2017-07-31,64299
2017-08-01,66617
2017-08-02,67376
2017-08-03,66616
2017-08-04,65960
2017-08-05,64180
2017-08-06,61466
2017-08-09,55844
2017-08-10,53663
2017-08-11,53487
2017-08-12,53432
2017-08-13,52954
2017-08-14,54006
2017-08-15,53911
2017-08-16,54072
2017-08-17,53635
2017-08-18,53832
2017-08-19,52865
2017-08-20,52253
2017-08-21,52222
2017-08-22,52015
2017-08-23,51406
2017-08-24,50671
2017-08-25,51094
2017-08-26,50471
2017-08-27,50323
2017-08-28,49086
2017-08-29,50807
2017-08-30,52146
2017-08-31,51716
2017-09-01,51083
2017-09-03,52369
2017-09-04,51500
2017-09-05,50724
2017-09-06,50020
2017-09-07,48918
2017-09-08,48220
2017-09-09,49034
2017-09-10,49374
2017-09-11,49717
2017-09-12,49203
2017-09-13,49957
2017-09-14,49868
2017-09-15,49667
2017-09-16,49067
2017-09-17,48989
2017-09-18,49191
2017-09-19,48265
2017-09-20,46961
2017-09-21,46650
2017-09-22,46423
2017-09-23,47008
2017-09-24,47684
2017-09-25,46913
2017-09-26,46852
2017-09-27,46238
2017-09-28,46759
2017-09-29,47192
2017-09-30,48091
2017-10-01,47961
2017-10-02,47333
2017-10-03,46836
2017-10-04,48355
2017-10-05,49426
2017-10-06,49116
2017-10-07,49341
2017-10-08,48843
2017-10-09,49581
2017-10-10,51474
2017-10-11,51807
2017-10-12,51759
2017-10-13,53065
2017-10-14,53732
2017-10-15,52877
2017-10-16,50456
2017-10-17,49069
2017-10-18,50687
2017-10-19,52527
2017-10-20,53497
2017-10-21,54109
2017-10-22,53175
2017-10-23,53682
2017-10-24,54042
2017-10-25,53581
2017-10-26,53385
2017-10-27,53095
2017-10-28,53282
2017-10-29,53903
2017-10-30,52890
2017-10-31,52657
2017-11-01,53648
2017-11-02,55925
2017-11-03,58689
2017-11-04,60798
2017-11-05,60600
2017-11-06,58344
2017-11-07,56158
2017-11-08,53363
2017-11-09,52346
2017-11-10,53593
2017-11-11,55611
2017-11-12,58392
2017-11-13,60851
2017-11-14,63849
2017-11-15,67042
2017-11-16,70395
2017-11-17,72758
2017-11-18,72230
2017-11-19,68901
2017-11-20,65695
2017-11-21,63217
2017-11-22,60889
2017-11-23,59450
2017-11-24,58523
2017-11-25,56553
2017-11-26,57948
2017-11-27,59027
2017-11-28,59344
2017-11-29,59567
2017-11-30,60022
2017-12-01,59424
2017-12-02,61178
2017-12-03,62395
2017-12-04,63447
2017-12-05,66204
2017-12-06,64579
2017-12-07,62433
2017-12-08,62232
2017-12-09,60979
2017-12-10,62240
2017-12-11,62970
2017-12-12,63775
2017-12-13,62648
2017-12-14,59697
2017-12-15,57051
2017-12-16,56045
2017-12-17,56513
2017-12-18,57335
2017-12-19,57817
2017-12-20,58503
2017-12-21,58954
2017-12-22,58773
2017-12-23,60605
2017-12-24,61857
2017-12-25,63759
2017-12-26,64766
2017-12-27,64607
2017-12-28,64727
2017-12-29,63495
2017-12-30,61001
2017-12-31,59565
2018-01-01,56854
2018-01-02,56671
2018-01-03,55904
2018-01-04,55576
2018-01-05,57178
2018-01-06,58436
2018-01-07,59305
2018-01-08,58727
2018-01-09,58771
2018-01-10,59717
2018-01-11,59965
2018-01-12,59087
2018-01-13,59188
2018-01-14,57755
2018-01-15,57331
2018-01-16,57501
2018-01-17,58167
2018-01-18,59924
2018-01-19,60391
2018-01-20,59641
2018-01-21,58337
2018-01-22,59596
2018-01-23,60253
2018-01-25,59029
2018-01-26,60375
2018-01-27,60489
2018-01-28,59803
2018-01-29,61275
2018-01-30,62349
2018-01-31,59446
2018-02-01,60919
2018-02-02,63662
2018-02-03,64784
2018-02-04,65601
2018-02-05,62859
2018-02-06,63316
2018-02-07,63653
2018-02-08,62634
2018-02-09,63266
2018-02-10,63267
2018-02-11,63012
2018-02-12,62214
2018-02-13,61592
2018-02-14,62278
2018-02-15,60799
2018-02-16,60838
2018-02-17,60062
2018-02-18,57472
2018-02-19,57450
2018-02-20,57700
2018-02-21,58086
2018-02-22,58051
2018-02-23,59945
2018-02-24,60635
2018-02-25,61109
2018-02-26,61145
2018-02-27,60198
2018-02-28,60392
2018-03-01,59670
2018-03-02,59083
2018-03-03,59253
2018-03-04,57508
2018-03-05,58991
2018-03-06,59027
2018-03-07,58939
2018-03-08,59434
2018-03-09,58434
2018-03-10,57793
2018-03-11,58022
2018-03-12,58735
2018-03-13,59432
2018-03-14,60360
2018-03-15,61210
2018-03-16,61970
2018-03-17,60952
2018-03-18,59763
2018-03-19,57769
2018-03-20,56716
2018-03-21,57377
2018-03-23,58077
2018-03-24,57697
2018-03-25,56674
2018-03-26,55860
2018-03-27,54694
2018-03-28,55983
2018-03-29,57173
2018-03-30,57722
2018-03-31,58776
2018-04-01,58633
2018-04-02,58974
2018-04-03,58645
2018-04-04,59107
2018-04-05,58834
2018-04-06,58461
2018-04-07,57797
2018-04-08,58188
2018-04-09,58146
2018-04-10,59205
2018-04-11,58304
2018-04-12,59649
2018-04-13,59908
2018-04-14,58700
2018-04-15,59467
2018-04-16,60239
2018-04-17,61584
2018-04-18,62709
2018-04-19,63559
2018-04-20,63186
2018-04-21,62334
2018-04-22,61442
2018-04-23,61168
2018-04-24,60994
2018-04-25,60487
2018-04-26,58145
2018-04-27,58441
2018-04-28,60040
2018-04-29,60021
2018-04-30,60643
2018-05-01,59695
2018-05-03,58905
2018-05-04,58652
2018-05-05,58394
2018-05-07,57691
2018-05-08,57351
2018-05-09,56258
2018-05-10,54642
2018-05-11,53564
2018-05-12,54609
2018-05-13,54246
2018-05-14,53908
2018-05-15,54663
2018-05-16,56037
2018-05-17,57083
2018-05-18,56038
2018-05-19,56372
2018-05-20,56649
2018-05-21,53871
2018-05-22,53877
2018-05-23,55079
2018-05-24,54662
2018-05-25,53550
2018-05-26,52688
2018-05-27,50678
2018-05-28,49360
2018-05-29,49955
2018-05-30,50602
2018-05-31,50383
2018-06-01,50043
2018-06-02,50549
2018-06-03,51321
2018-06-04,52057
2018-06-05,51910
2018-06-06,50455
2018-06-07,48550
2018-06-08,47495
2018-06-09,45765
2018-06-10,44262
2018-06-11,42894
2018-06-12,41635
2018-06-13,41277
2018-06-14,41892
2018-06-15,42478
2018-06-16,41863
2018-06-17,42179
2018-06-18,41891
2018-06-19,41263
2018-06-20,40944
2018-06-21,41464
2018-06-22,41704
2018-06-23,41834
2018-06-24,42306
2018-06-25,42330
2018-06-26,41659
2018-06-27,40651
2018-06-28,40924
2018-06-29,41860
2018-06-30,42635
2018-07-01,42538
2018-07-02,42764
2018-07-03,43371
2018-07-04,44168
2018-07-05,46019
2018-07-06,46801
2018-07-07,46189
2018-07-08,44456
2018-07-09,43764
2018-07-10,43962
2018-07-11,44505
2018-07-12,44131
2018-07-13,45008
2018-07-14,46731
2018-07-15,47493
2018-07-16,47708
2018-07-17,48969
2018-07-18,51069
2018-07-19,51237
2018-07-20,50338
2018-07-21,48656
2018-07-22,46320
2018-07-23,45921
2018-07-24,46621
2018-07-25,47296
2018-07-26,47225
2018-07-27,46456
2018-07-28,46441
2018-07-29,45876
2018-07-30,46932
2018-07-31,46558
2018-08-01,45994
2018-08-02,44731
2018-08-03,43558
2018-08-04,44054
2018-08-05,44835
2018-08-06,45134
2018-08-07,44425
2018-08-08,43078
2018-08-09,43457
2018-08-10,43336
2018-08-11,43557
2018-08-12,42691
2018-08-14,42161
2018-08-16,42070
2018-08-17,42377
2018-08-18,42580
2018-08-19,42936
2018-08-20,43289
2018-08-21,43777
2018-08-22,44061
2018-08-23,44299
2018-08-24,44750
2018-08-25,44305
2018-08-26,42457
2018-08-27,43196
2018-08-28,43744
2018-08-29,44659
2018-08-30,45155
2018-08-31,45933
2018-09-01,47238
2018-09-02,48284
2018-09-03,48564
2018-09-04,48529
2018-09-05,47381
2018-09-06,48397
2018-09-07,50438
2018-09-08,52120
2018-09-09,52897
2018-09-10,51420
2018-09-11,50971
2018-09-12,50079
2018-09-13,49110
2018-09-14,50364
2018-09-15,49025
2018-09-16,48518
2018-09-17,48792
2018-09-18,48156
2018-09-19,47908
2018-09-20,48971
2018-09-21,50863
2018-09-22,52794
2018-09-23,53572
2018-09-24,53103
2018-09-25,53746
2018-09-26,54177
2018-09-27,53669
2018-09-28,54603
2018-09-29,55287
2018-09-30,55814
2018-10-01,54833
2018-10-02,54817
2018-10-03,57107
2018-10-04,59326
2018-10-05,59849
2018-10-06,62369
2018-10-07,65488
2018-10-08,68763
2018-10-09,72190
2018-10-10,75186
2018-10-11,77554
2018-10-12,77414
2018-10-13,77930
2018-10-14,74044
2018-10-15,70991
2018-10-16,68555
2018-10-17,66432
2018-10-18,66760
2018-10-19,67440
2018-10-20,65464
2018-10-21,66578
2018-10-22,67659
2018-10-23,68164
2018-10-24,67892
2018-10-25,68107
2018-10-26,68586
2018-10-27,68753
2018-10-28,67949
2018-10-29,67791
2018-10-30,67539
2018-10-31,67324
2018-11-01,65482
2018-11-03,61452
2018-11-04,61421
2018-11-05,61656
2018-11-06,62847
2018-11-07,63331
2018-11-08,63965
2018-11-09,65979
2018-11-10,64786
2018-11-11,63428
2018-11-12,64581
2018-11-13,64981
2018-11-14,65438
2018-11-15,64806
2018-11-16,65215
2018-11-17,65261
2018-11-18,64397
2018-11-19,64043
2018-11-20,63939
2018-11-21,63179
2018-11-22,61589
2018-11-23,61156
2018-11-24,62591
2018-11-25,62589
2018-11-26,61766
2018-11-27,61269
2018-11-28,63193
2018-11-29,63192
2018-12-01,60690
2018-12-02,58963
2018-12-03,59114
2018-12-04,58943
2018-12-05,56136
2018-12-07,52650
2018-12-09,51492
2018-12-10,52773
2018-12-11,52270
2018-12-12,51150
2018-12-13,50365
2018-12-14,50943
2018-12-15,51094
2018-12-16,51426
2018-12-17,51736
2018-12-18,52580
2018-12-19,52828
2018-12-20,53210
2018-12-21,54170
2018-12-22,53642
2018-12-23,53801
2018-12-24,52755
2018-12-25,53084
2018-12-26,52262
2018-12-27,52688
2018-12-28,52936
2018-12-29,53764
2018-12-30,54121
2018-12-31,53978
2019-01-01,53928
2019-01-02,54496
2019-01-03,55641
2019-01-04,55704
2019-01-05,55187
2019-01-06,54859
2019-01-08,51764
2019-01-10,50253
2019-01-11,49249
2019-01-12,49016
2019-01-13,49467
2019-01-14,50385
2019-01-15,50583
2019-01-16,51098
2019-01-17,52963
2019-01-18,52710
2019-01-19,52055
2019-01-20,51241
2019-01-21,51422
2019-01-22,50929
2019-01-23,51149
2019-01-24,52491
2019-01-25,52422
2019-01-26,51303
2019-01-27,49633
2019-01-28,51332
2019-01-29,53899
2019-01-30,56594
2019-01-31,59424
2019-02-01,62396
2019-02-02,65514
2019-02-03,68516
2019-02-04,71859
2019-02-05,75289
2019-02-06,79031
2019-02-07,82728
2019-02-08,83984
2019-02-09,85995
2019-02-10,87986
2019-02-11,90610
2019-02-12,91893
2019-02-13,94550
2019-02-14,98538
2019-02-15,103170
2019-02-16,108288
2019-02-17,105522
2019-02-18,100298
2019-02-19,95283
2019-02-20,90518
2019-02-21,86016
2019-02-22,82315
2019-02-23,78204
2019-02-24,75988
2019-02-25,78470
2019-02-26,82027
2019-02-27,85533
2019-02-28,88804
2019-03-01,86644
2019-03-02,84972
2019-03-03,81160
2019-03-04,78288
2019-03-05,79766
2019-03-06,76566
2019-03-07,72935
2019-03-08,69301
2019-03-09,66969
2019-03-10,63632
2019-03-11,61029
2019-03-12,58078
2019-03-13,55601
2019-03-14,55603
2019-03-15,55170
2019-03-16,55443
2019-03-17,56675
2019-03-18,57824
2019-03-19,57921
2019-03-20,59215
2019-03-21,61530
2019-03-22,61561
2019-03-23,60548
2019-03-24,59853
2019-03-25,59614
2019-03-26,59227
2019-03-27,57917
2019-03-28,55976
