date_obj,Dragonfire%20ward price
2020-04-30,27477203
2020-05-01,27415138
2020-05-02,27821103
2020-05-03,28515246
2020-05-04,28213353
2020-05-05,27950273
2020-05-06,27748216
2020-05-07,27715494
2020-05-08,27580030
2020-05-09,27278488
2020-05-10,26936420
2020-05-11,26756302
2020-05-12,26726103
2020-05-13,26610309
