date_obj,Ancient%20statuette price
2018-08-18,1961862
2018-08-19,1967644
2018-08-20,1970575
2018-08-21,1973533
2018-08-22,1977787
2018-08-23,1980194
2018-08-24,1969009
2018-08-25,1933113
2018-08-26,1954605
2018-08-27,1962010
2018-08-28,1968806
2018-08-29,1973058
2018-08-30,1976633
2018-08-31,1977804
2018-09-01,1978629
2018-09-02,1979757
2018-09-03,1980344
2018-09-04,1980689
2018-09-05,1980748
2018-09-06,1980813
2018-09-07,1981267
2018-09-08,1934701
2018-09-09,1931824
2018-09-10,1940610
2018-09-11,1947402
2018-09-12,1950887
2018-09-13,1964127
2018-09-14,1980067
2018-09-15,1975646
2018-09-16,1938444
2018-09-17,1974263
2018-09-18,1998823
2018-09-19,1998939
2018-09-20,1999378
2018-09-21,1998560
2018-09-22,1927764
2018-09-23,1933718
2018-09-24,1941108
2018-09-25,1941158
2018-09-26,1943514
2018-09-27,1948976
2018-09-28,1946203
2018-09-29,1951146
2018-09-30,1951961
2018-10-02,1952634
2018-10-03,1954379
2018-10-04,1955430
2018-10-05,1957318
2018-10-06,1959359
2018-10-07,1960591
2018-10-08,1962588
2018-10-09,1983557
2018-10-10,1967211
2018-10-11,1967326
2018-10-12,1968221
2018-10-13,1970243
2018-10-14,1971143
2018-10-15,1971393
2018-10-16,1945143
2018-10-17,1949073
2018-10-18,1960028
2018-10-19,1963793
2018-10-20,1964505
2018-10-21,1965548
2018-10-22,1973537
2018-10-23,1999010
2018-10-24,1994486
2018-10-25,1982807
2018-10-26,1922079
2018-10-27,1932990
2018-10-28,1993167
2018-10-29,2000429
2018-10-30,1999950
2018-10-31,1972575
2018-11-01,1968839
2018-11-03,1975707
2018-11-04,1979763
2018-11-05,1994076
2018-11-06,1974552
2018-11-07,1970990
2018-11-08,1953601
2018-11-09,1955652
2018-11-10,1977226
2018-11-11,1996286
2018-11-12,1983812
2018-11-13,1988271
2018-11-14,1913181
2018-11-15,1928091
2018-11-16,1931278
2018-11-17,1933348
2018-11-18,1938298
2018-11-19,1949755
2018-11-20,1963401
2018-11-21,1966166
2018-11-22,1980706
2018-11-23,1940878
2018-11-24,1934826
2018-11-25,1972116
2018-11-26,1997500
2018-11-27,1997681
2018-11-28,1982589
2018-11-29,1957637
2018-12-01,1960545
2018-12-02,1984439
2018-12-03,1998722
2018-12-04,1995499
2018-12-05,1939983
2018-12-07,1949103
2018-12-09,1964709
2018-12-10,1996933
2018-12-11,1972151
2018-12-12,1979237
2018-12-13,1981083
2018-12-14,1956572
2018-12-15,1963409
2018-12-16,1967277
2018-12-17,1967901
2018-12-18,1979519
2018-12-19,1984675
2018-12-20,1986282
2018-12-21,1975039
2018-12-22,1969972
2018-12-23,1981350
2018-12-24,1976452
2018-12-25,1974877
2018-12-26,1971853
2018-12-27,1992640
2018-12-28,1981212
2018-12-29,1933801
2018-12-30,1940550
2018-12-31,1958476
2019-01-01,1955470
2019-01-02,1971946
2019-01-03,1994969
2019-01-04,1995010
2019-01-05,1993840
2019-01-06,1969859
2019-01-08,1969331
2019-01-10,1975247
2019-01-11,1989128
2019-01-12,1979633
2019-01-13,1976840
2019-01-14,1995520
2019-01-15,1995777
2019-01-16,1995455
2019-01-17,1998669
2019-01-18,2000468
2019-01-19,1999988
2019-01-20,2001455
2019-01-21,2001581
2019-01-22,1999944
2019-01-23,1983602
2019-01-24,1927315
2019-01-25,1965641
2019-01-26,1976897
2019-01-27,1971873
2019-01-28,1984900
2019-01-29,1986163
2019-01-30,1986387
2019-01-31,1986344
2019-02-01,1987344
2019-02-02,1986865
2019-02-03,1987118
2019-02-04,1987385
2019-02-05,1988181
2019-02-06,1990013
2019-02-07,1979785
2019-02-08,1981942
2019-02-09,1985434
2019-02-10,1987192
2019-02-11,1987139
2019-02-12,1987601
2019-02-13,1970843
2019-02-14,1972197
2019-02-15,1971712
2019-02-16,1971616
2019-02-17,1977931
2019-02-18,1978170
2019-02-19,1979090
2019-02-20,1980742
2019-02-21,1958700
2019-02-22,1958686
2019-02-23,1970660
2019-02-24,1978260
2019-02-25,1981309
2019-02-26,1984836
2019-02-27,1984843
2019-02-28,1985236
2019-03-01,1986026
2019-03-02,1987527
2019-03-03,1988819
2019-03-04,1989003
2019-03-05,1956972
2019-03-06,1981886
2019-03-07,1980446
2019-03-08,1985185
2019-03-09,1987544
2019-03-10,1987628
2019-03-11,1990138
2019-03-12,1979347
2019-03-13,1990719
2019-03-14,1985216
2019-03-15,1984701
2019-03-16,1986341
2019-03-17,1987326
2019-03-18,1988230
2019-03-19,1989373
2019-03-20,1990364
2019-03-21,1974664
2019-03-22,1962342
2019-03-23,1982850
2019-03-24,1990984
2019-03-25,1990589
2019-03-26,1991537
2019-03-27,1991550
2019-03-28,1978309
2019-03-29,1982625
2019-03-30,1982625
2019-03-31,1984742
2019-04-01,1986059
2019-04-02,1985199
2019-04-03,1986516
2019-04-04,1987235
2019-04-05,1988226
2019-04-06,1990043
2019-04-07,1991206
2019-04-08,1991802
2019-04-09,1992191
2019-04-10,1992998
2019-04-11,1993501
2019-04-12,1993602
2019-04-13,1993977
2019-04-14,1994069
2019-04-15,1994556
2019-04-16,1993576
2019-04-17,1990416
2019-04-18,1982586
2019-04-19,1984744
2019-04-20,1987220
2019-04-21,1988597
2019-04-22,1989447
2019-04-23,1990202
2019-04-24,1990452
2019-04-25,1977390
2019-04-26,1942664
2019-04-27,1979171
2019-04-28,1975664
2019-04-29,1984232
2019-04-30,1984036
2019-05-01,1985214
2019-05-02,1986350
2019-05-03,1988824
2019-05-04,1989073
2019-05-05,1990719
2019-05-06,1990767
2019-05-07,1968393
2019-05-08,1969231
2019-05-09,1973253
2019-05-10,1973110
2019-05-11,1979115
2019-05-12,1985287
2019-05-13,1986305
2019-05-14,1982425
2019-05-15,1978981
2019-05-16,1983866
2019-05-17,1985410
2019-05-18,1987491
2019-05-19,1985251
2019-05-20,1984408
2019-05-21,1984368
2019-05-22,1984985
2019-05-23,1987711
2019-05-24,1992121
2019-05-25,1987398
2019-05-26,1988839
2019-05-27,1987583
2019-05-28,1988997
2019-05-29,1990765
2019-05-30,1989262
2019-05-31,1987758
2019-06-01,1968944
2019-06-02,1971768
2019-06-03,1980069
2019-06-04,1996578
2019-06-05,1995903
2019-06-06,1995117
2019-06-07,1995682
2019-06-08,1993235
2019-06-09,1994209
2019-06-10,2000826
2019-06-11,1994793
2019-06-12,1995766
2019-06-13,1995707
2019-06-14,1992760
2019-06-15,1959470
2019-06-16,1993448
2019-06-17,1985513
2019-06-18,1991342
2019-06-19,1990597
2019-06-20,1974217
2019-06-21,1972766
2019-06-22,1985320
2019-06-23,1991368
2019-06-24,1975699
2019-06-25,1986938
2019-06-26,1991490
2019-06-27,1993048
2019-06-28,1991935
2019-06-29,1987222
2019-06-30,1991518
2019-07-01,1997158
2019-07-02,1992593
2019-07-03,1993981
2019-07-04,1981420
2019-07-05,1974597
2019-07-06,1983718
2019-07-07,1985869
2019-07-08,1991328
2019-07-09,1989556
2019-07-10,1989530
2019-07-11,1989419
2019-07-12,1981702
2019-07-13,1955231
2019-07-14,1972263
2019-07-15,1989728
2019-07-16,1988987
2019-07-17,1984163
2019-07-18,1990901
2019-07-19,1987661
2019-07-20,1987942
2019-07-21,1991966
2019-07-22,1970979
2019-07-23,1985841
2019-07-24,1971044
2019-07-25,1957253
2019-07-26,1980929
2019-07-27,1983560
2019-07-28,1989605
2019-07-29,1991863
2019-07-30,1983108
2019-07-31,1978526
2019-08-01,1984215
2019-08-02,1988915
2019-08-03,1987303
2019-08-04,1988289
2019-08-05,1994612
2019-08-06,1994162
2019-08-07,1979060
2019-08-08,1986913
2019-08-09,1989941
2019-08-10,1995332
2019-08-11,1996261
2019-08-12,1983934
2019-08-13,1984082
2019-08-14,1983069
2019-08-15,1984830
2019-08-16,1983379
2019-08-17,1986155
2019-08-18,1981815
2019-08-19,1987754
2019-08-20,1990818
2019-08-21,1993273
2019-08-22,1946853
2019-08-23,1969113
2019-08-24,1986949
2019-08-24,1986949
2019-08-25,1994242
2019-08-25,1994242
2019-08-26,1975494
2019-08-27,1965999
2019-08-27,1965999
2019-08-28,1987768
2019-08-29,1991422
2019-08-30,1988570
2019-08-31,1982495
2019-09-01,1984993
2019-09-02,1984132
2019-09-03,1992348
2019-09-04,1991639
2019-09-05,1992097
2019-09-06,1988873
2019-09-07,1991001
2019-09-08,1993685
2019-09-09,1993128
2019-09-10,1993726
2019-09-11,1996166
2019-09-12,1965566
2019-09-13,1984401
2019-09-14,1989249
2019-09-15,1992963
2019-09-16,1988177
2019-09-17,1988424
2019-09-18,1990215
2019-09-19,1989330
2019-09-20,1989065
2019-09-21,1989227
2019-09-22,1991973
2019-09-23,1998144
2019-09-24,1987808
2019-09-25,1982046
2019-09-26,1983126
2019-09-27,1985071
2019-09-28,1985973
2019-09-29,1989774
2019-09-30,1988134
2019-10-01,1987860
2019-10-02,1985167
2019-10-03,1986037
2019-10-04,1987944
2019-10-05,1986452
2019-10-06,1995534
2019-10-07,1972905
2019-10-08,1971888
2019-10-09,1977201
2019-10-10,1979764
2019-10-11,1981279
2019-10-12,1978672
2019-10-13,1981628
2019-10-14,1982900
2019-10-15,1981897
2019-10-16,1958632
2019-10-17,1920690
2019-10-18,1874951
2019-10-19,1856186
2019-10-20,1933019
2019-10-21,1971287
2019-10-22,1975608
2019-10-23,1981870
2019-10-24,1980881
2019-10-25,1976794
2019-10-26,1982524
2019-10-27,1988013
2019-10-28,1980919
2019-10-29,1963510
2019-10-30,1985588
2019-10-31,1986728
2019-11-01,1979375
2019-11-02,1986430
2019-11-03,1990036
2019-11-04,1995211
2019-11-05,1995192
2019-11-06,1989087
2019-11-07,1989088
2019-11-08,1990108
2019-11-09,1992173
2019-11-10,1996928
2019-11-11,1996636
2019-11-12,1992715
2019-11-13,1994488
2019-11-14,1996266
2019-11-15,1986330
2019-11-16,1983179
2019-11-17,1985997
2019-11-18,1989004
2019-11-19,1991071
2019-11-20,1993067
2019-11-21,1994989
2019-11-22,1990840
2019-11-23,1983587
2019-11-24,1981913
2019-11-25,1982996
2019-11-26,1972230
2019-11-27,1981370
2019-11-28,1981113
2019-11-29,1984829
2019-11-30,1969400
2019-12-01,1942862
2019-12-02,1969373
2019-12-03,1971369
2019-12-04,1983247
2019-12-05,1992939
2019-12-06,1990771
2019-12-07,1991756
2019-12-08,1985801
2019-12-09,1958502
2019-12-10,1987738
2019-12-11,1983655
2019-12-12,1989124
2019-12-13,1975755
2019-12-14,1990585
2019-12-15,1980746
2019-12-16,1980578
2019-12-17,1984912
2019-12-18,1989564
2019-12-19,1991552
2019-12-20,1988546
2019-12-21,1981756
2019-12-22,1970083
2019-12-23,1991287
2019-12-24,1963514
2019-12-25,1980198
2019-12-26,1986462
2019-12-27,1989526
2019-12-28,1984244
2019-12-29,1992749
2019-12-30,1989540
2019-12-31,1991053
2020-01-01,1978094
2020-01-02,1964522
2020-01-03,1969566
2020-01-04,1971157
2020-01-05,1986541
2020-01-06,1993371
2020-01-07,1989032
2020-01-08,1971045
2020-01-09,1980886
2020-01-10,1984912
2020-01-11,1985385
2020-01-12,1985372
2020-01-13,1986631
2020-01-14,1989162
2020-01-15,1990018
2020-01-16,1987387
2020-01-17,1987296
2020-01-18,1987762
2020-01-19,1991118
2020-01-20,1992610
2020-01-21,1996227
2020-01-22,1988946
2020-01-23,1987857
2020-01-24,1944248
2020-01-25,1916817
2020-01-26,1890775
2020-01-27,1916631
2020-01-28,1929281
2020-01-29,1985783
2020-01-30,1997354
2020-01-31,1989323
2020-02-01,1958568
2020-02-02,1972858
2020-02-03,1978427
2020-02-04,1982907
2020-02-05,1988050
2020-02-06,1987198
2020-02-07,1991312
2020-02-08,1990685
2020-02-09,1990726
2020-02-10,1991772
2020-02-11,1992378
2020-02-12,1971169
2020-02-13,1966366
2020-02-14,1989078
2020-02-15,1987427
2020-02-16,1976364
2020-02-17,1977782
2020-02-18,1986906
2020-02-19,1995578
2020-02-20,1981758
2020-02-21,1981032
2020-02-22,1990178
2020-02-23,1994528
2020-02-24,1987146
2020-02-25,1987613
2020-02-26,1988504
2020-02-27,1991578
2020-02-28,1991854
2020-02-29,1986350
2020-03-01,1987013
2020-03-02,1990867
2020-03-03,1962909
2020-03-04,1992013
2020-03-05,1993623
2020-03-06,1994074
2020-03-07,1976517
2020-03-08,1986202
2020-03-09,1979484
2020-03-10,1980908
2020-03-11,1985505
2020-03-12,1986481
2020-03-13,1986936
2020-03-14,1989993
2020-03-15,1996140
2020-03-16,1996301
2020-03-17,1996656
2020-03-18,1988425
2020-03-19,1983759
2020-03-20,1966172
2020-03-21,1992385
2020-03-22,1984957
2020-03-23,1969290
2020-03-24,1973687
2020-03-25,1988380
2020-03-26,1993952
2020-03-27,1966598
2020-03-28,1974357
2020-03-29,1985736
2020-03-30,1991967
2020-03-31,1991077
2020-04-01,1983808
2020-04-02,1988506
2020-04-03,1989794
2020-04-04,1983946
2020-04-05,1997341
2020-04-06,1990536
2020-04-07,1989521
2020-04-08,1992702
2020-04-09,1993212
2020-04-10,1988912
2020-04-11,1989167
2020-04-12,1994655
2020-04-13,1994060
2020-04-14,1974247
2020-04-15,1988190
2020-04-16,1987236
2020-04-17,1989773
2020-04-18,1988823
2020-04-19,1990628
2020-04-20,1990879
2020-04-21,1991472
2020-04-22,1996555
2020-04-23,1957770
2020-04-24,1985167
2020-04-25,1981490
2020-04-26,1984037
2020-04-27,1991809
2020-04-28,1977015
2020-04-29,1987029
2020-04-30,1981164
2020-05-01,1979065
2020-05-02,1979672
2020-05-03,1988632
2020-05-04,1985791
2020-05-05,1988405
2020-05-06,1990283
2020-05-07,1990269
2020-05-08,1991933
2020-05-09,1991636
2020-05-10,1992868
2020-05-11,1969413
2020-05-12,1987305
2020-05-13,1990505
