date_obj,Mithril%20scimitar price
2019-09-05,409
2019-09-06,409
2019-09-07,413
2019-09-08,415
2019-09-09,402
2019-09-10,406
2019-09-11,405
2019-09-12,404
2019-09-13,405
2019-09-14,406
2019-09-15,405
2019-09-16,407
2019-09-17,399
2019-09-18,402
2019-09-19,406
2019-09-20,403
2019-09-21,404
2019-09-22,401
2019-09-23,400
2019-09-24,387
2019-09-25,389
2019-09-26,392
2019-09-27,395
2019-09-28,407
2019-09-29,392
2019-09-30,384
2019-10-01,379
2019-10-02,383
2019-10-03,396
2019-10-04,392
2019-10-05,386
2019-10-06,381
2019-10-07,385
2019-10-08,378
2019-10-09,368
2019-10-10,377
2019-10-11,372
2019-10-12,372
2019-10-13,378
2019-10-14,366
2019-10-15,376
2019-10-16,382
2019-10-17,385
2019-10-18,383
2019-10-19,377
2019-10-20,376
2019-10-21,370
2019-10-22,385
2019-10-23,387
2019-10-24,397
2019-10-25,404
2019-10-26,401
2019-10-27,389
2019-10-28,387
2019-10-29,374
2019-10-30,381
2019-10-31,386
2019-11-01,380
2019-11-02,372
2019-11-03,369
2019-11-04,381
2019-11-05,379
2019-11-06,381
2019-11-07,379
2019-11-08,383
2019-11-09,381
2019-11-10,382
2019-11-11,387
2019-11-12,391
2019-11-13,383
2019-11-14,392
2019-11-15,397
2019-11-16,394
2019-11-17,396
2019-11-18,399
2019-11-19,395
2019-11-20,398
2019-11-21,387
2019-11-22,388
2019-11-23,381
2019-11-24,372
2019-11-25,372
2019-11-26,382
2019-11-27,383
2019-11-28,392
2019-11-29,381
2019-11-30,381
2019-12-01,384
2019-12-02,385
2019-12-03,381
2019-12-04,389
2019-12-05,385
2019-12-06,396
2019-12-07,400
2019-12-08,394
2019-12-09,397
2019-12-10,401
2019-12-11,402
2019-12-12,406
2019-12-13,412
2019-12-14,400
2019-12-15,399
2019-12-16,410
2019-12-17,408
2019-12-18,408
2019-12-19,413
2019-12-20,410
2019-12-21,401
2019-12-22,399
2019-12-23,388
2019-12-24,394
2019-12-25,399
2019-12-26,387
2019-12-27,386
2019-12-28,380
2019-12-29,368
2019-12-30,363
2019-12-31,355
2020-01-01,355
2020-01-02,364
2020-01-03,371
2020-01-04,365
2020-01-05,358
2020-01-06,355
2020-01-07,361
2020-01-08,351
2020-01-09,343
2020-01-10,335
2020-01-11,334
2020-01-12,336
2020-01-13,350
2020-01-14,362
2020-01-15,372
2020-01-16,379
2020-01-17,377
2020-01-18,381
2020-01-19,387
2020-01-20,380
2020-01-21,378
2020-01-22,383
2020-01-23,380
2020-01-24,381
2020-01-25,388
2020-01-26,385
2020-01-27,380
2020-01-28,387
2020-01-29,377
2020-01-30,372
2020-01-31,368
2020-02-01,363
2020-02-02,363
2020-02-03,362
2020-02-04,371
2020-02-05,384
2020-02-06,391
2020-02-07,386
2020-02-08,377
2020-02-09,374
2020-02-10,361
2020-02-11,355
2020-02-12,360
2020-02-13,361
2020-02-14,365
2020-02-15,371
2020-02-16,363
2020-02-17,355
2020-02-18,359
2020-02-19,363
2020-02-20,369
2020-02-21,373
2020-02-22,370
2020-02-23,364
2020-02-24,364
2020-02-25,362
2020-02-26,362
2020-02-27,365
2020-02-28,377
2020-02-29,374
2020-03-01,377
2020-03-02,381
2020-03-03,394
2020-03-04,389
2020-03-05,384
2020-03-06,376
2020-03-07,375
2020-03-08,373
2020-03-09,374
2020-03-10,380
2020-03-11,388
2020-03-12,384
2020-03-13,383
2020-03-14,377
2020-03-15,371
2020-03-16,380
2020-03-17,388
2020-03-18,396
2020-03-19,405
2020-03-20,403
2020-03-21,392
2020-03-22,390
2020-03-23,392
2020-03-24,381
2020-03-25,373
2020-03-26,363
2020-03-27,354
2020-03-28,356
2020-03-29,351
2020-03-30,352
2020-03-31,349
2020-04-01,352
2020-04-02,351
2020-04-03,347
2020-04-04,350
2020-04-05,346
2020-04-06,345
2020-04-07,352
2020-04-08,351
2020-04-09,346
2020-04-10,342
2020-04-11,345
2020-04-12,341
2020-04-13,344
2020-04-14,351
2020-04-15,350
2020-04-16,350
2020-04-17,344
2020-04-18,340
2020-04-19,345
2020-04-20,348
2020-04-21,353
2020-04-22,357
2020-04-23,356
2020-04-24,360
2020-04-25,358
2020-04-26,358
2020-04-27,360
2020-04-28,362
2020-04-29,367
2020-04-30,367
2020-05-01,358
2020-05-02,355
2020-05-03,359
2020-05-04,362
2020-05-05,370
2020-05-06,371
2020-05-07,376
2020-05-08,370
2020-05-09,382
2020-05-10,382
2020-05-11,387
2020-05-12,378
2020-05-13,376
