date_obj,Adamantite%20bar price
2019-03-16,2061
2019-03-17,2073
2019-03-18,2070
2019-03-19,2084
2019-03-20,2096
2019-03-21,2102
2019-03-22,2100
2019-03-23,2098
2019-03-24,2084
2019-03-25,2086
2019-03-26,2100
2019-03-27,2096
2019-03-28,2088
2019-03-29,2091
2019-03-30,2095
2019-03-31,2099
2019-04-01,2101
2019-04-02,2104
2019-04-03,2110
2019-04-04,2108
2019-04-05,2106
2019-04-06,2097
2019-04-07,2097
2019-04-08,2108
2019-04-09,2121
2019-04-10,2122
2019-04-11,2116
2019-04-12,2112
2019-04-13,2107
2019-04-14,2105
2019-04-15,2093
2019-04-16,2081
2019-04-17,2068
2019-04-18,2073
2019-04-19,2080
2019-04-20,2072
2019-04-21,2051
2019-04-22,2083
2019-04-23,2084
2019-04-24,2078
2019-04-25,2081
2019-04-26,2084
2019-04-27,2087
2019-04-28,2085
2019-04-29,2088
2019-04-30,2091
2019-05-01,2093
2019-05-02,2101
2019-05-03,2101
2019-05-04,2087
2019-05-05,2084
2019-05-06,2069
2019-05-07,2059
2019-05-08,2055
2019-05-09,2058
2019-05-10,2052
2019-05-11,2045
2019-05-12,2044
2019-05-13,2052
2019-05-14,2054
2019-05-15,2059
2019-05-16,2068
2019-05-17,2073
2019-05-18,2068
2019-05-19,2073
2019-05-20,2075
2019-05-21,2075
2019-05-22,2072
2019-05-23,2071
2019-05-24,2072
2019-05-25,2065
2019-05-26,2062
2019-05-27,2069
2019-05-28,2076
2019-05-29,2074
2019-05-30,2076
2019-05-31,2063
2019-06-01,2049
2019-06-02,2039
2019-06-03,2042
2019-06-04,2051
2019-06-05,2058
2019-06-06,2066
2019-06-07,2063
2019-06-08,2062
2019-06-09,2061
2019-06-10,2061
2019-06-11,2060
2019-06-12,2066
2019-06-13,2066
2019-06-14,2061
2019-06-15,2058
2019-06-16,2057
2019-06-17,2058
2019-06-18,2054
2019-06-19,2055
2019-06-20,2057
2019-06-21,2039
2019-06-22,2036
2019-06-23,2039
2019-06-24,2037
2019-06-25,2038
2019-06-26,2036
2019-06-27,2033
2019-06-28,2027
2019-06-29,2017
2019-06-30,2007
2019-07-01,2008
2019-07-02,2011
2019-07-03,2013
2019-07-04,2016
2019-07-05,2018
2019-07-06,2001
2019-07-07,2011
2019-07-08,2027
2019-07-09,2027
2019-07-10,2028
2019-07-11,2031
2019-07-12,2029
2019-07-13,2033
2019-07-14,2028
2019-07-15,2013
2019-07-16,2025
2019-07-17,2038
2019-07-18,2043
2019-07-19,2036
2019-07-20,2022
2019-07-21,2033
2019-07-22,2043
2019-07-23,2054
2019-07-24,2058
2019-07-25,2050
2019-07-26,2029
2019-07-27,2020
2019-07-28,2009
2019-07-29,2014
2019-07-30,2019
2019-07-31,2024
2019-08-01,2022
2019-08-02,2017
2019-08-03,2015
2019-08-04,2014
2019-08-05,2015
2019-08-06,2013
2019-08-07,1999
2019-08-08,2017
2019-08-09,2019
2019-08-10,2015
2019-08-11,2011
2019-08-12,2010
2019-08-13,2009
2019-08-14,2008
2019-08-15,2009
2019-08-16,2003
2019-08-17,1986
2019-08-18,1989
2019-08-19,2000
2019-08-20,2007
2019-08-21,2012
2019-08-22,2012
2019-08-23,2004
2019-08-24,2000
2019-08-24,2000
2019-08-25,2004
2019-08-25,2004
2019-08-26,2006
2019-08-27,2010
2019-08-27,2010
2019-08-28,2022
2019-08-29,2018
2019-08-30,1994
2019-08-31,1990
2019-09-01,1992
2019-09-02,2000
2019-09-03,2006
2019-09-04,2006
2019-09-05,2005
2019-09-06,2004
2019-09-07,2007
2019-09-08,2009
2019-09-09,2019
2019-09-10,2012
2019-09-11,2006
2019-09-12,2002
2019-09-13,2003
2019-09-14,1999
2019-09-15,2002
2019-09-16,2004
2019-09-17,2007
2019-09-18,2012
2019-09-19,2014
2019-09-20,2014
2019-09-21,2015
2019-09-22,2014
2019-09-23,2020
2019-09-24,2012
2019-09-25,2009
2019-09-26,2007
2019-09-27,1992
2019-09-28,1984
2019-09-29,1993
2019-09-30,1993
2019-10-01,1997
2019-10-02,1998
2019-10-03,1999
2019-10-04,1990
2019-10-05,1985
2019-10-06,1985
2019-10-07,1979
2019-10-08,1978
2019-10-09,1979
2019-10-10,1974
2019-10-11,1965
2019-10-12,1940
2019-10-13,1955
2019-10-14,1967
2019-10-15,1963
2019-10-16,1962
2019-10-17,1947
2019-10-18,1937
2019-10-19,1944
2019-10-20,1943
2019-10-21,1952
2019-10-22,1949
2019-10-23,1947
2019-10-24,1939
2019-10-25,1922
2019-10-26,1917
2019-10-27,1927
2019-10-28,1930
2019-10-29,1920
2019-10-30,1924
2019-10-31,1924
2019-11-01,1922
2019-11-02,1918
2019-11-03,1925
2019-11-04,1929
2019-11-05,1924
2019-11-06,1926
2019-11-07,1926
2019-11-08,1928
2019-11-09,1924
2019-11-10,1932
2019-11-11,1937
2019-11-12,1944
2019-11-13,1943
2019-11-14,1939
2019-11-15,1930
2019-11-16,1922
2019-11-17,1924
2019-11-18,1927
2019-11-19,1924
2019-11-20,1917
2019-11-21,1912
2019-11-22,1915
2019-11-23,1916
2019-11-24,1915
2019-11-25,1917
2019-11-26,1921
2019-11-27,1920
2019-11-28,1924
2019-11-29,1924
2019-11-30,1925
2019-12-01,1930
2019-12-02,1935
2019-12-03,1939
2019-12-04,1936
2019-12-05,1937
2019-12-06,1933
2019-12-07,1928
2019-12-08,1936
2019-12-09,1944
2019-12-10,1938
2019-12-11,1936
2019-12-12,1931
2019-12-13,1928
2019-12-14,1921
2019-12-15,1918
2019-12-16,1912
2019-12-17,1903
2019-12-18,1887
2019-12-19,1885
2019-12-20,1892
2019-12-21,1899
2019-12-22,1903
2019-12-23,1907
2019-12-24,1914
2019-12-25,1916
2019-12-26,1911
2019-12-27,1909
2019-12-28,1909
2019-12-29,1901
2019-12-30,1902
2019-12-31,1926
2020-01-01,1962
2020-01-02,1975
2020-01-03,1980
2020-01-04,1974
2020-01-05,1984
2020-01-06,1981
2020-01-07,1960
2020-01-08,1935
2020-01-09,1928
2020-01-10,1926
2020-01-11,1922
2020-01-12,1925
2020-01-13,1925
2020-01-14,1927
2020-01-15,1926
2020-01-16,1919
2020-01-17,1912
2020-01-18,1915
2020-01-19,1920
2020-01-20,1924
2020-01-21,1926
2020-01-22,1923
2020-01-23,1917
2020-01-24,1911
2020-01-25,1910
2020-01-26,1914
2020-01-27,1915
2020-01-28,1912
2020-01-29,1915
2020-01-30,1914
2020-01-31,1912
2020-02-01,1913
2020-02-02,1915
2020-02-03,1918
2020-02-04,1919
2020-02-05,1913
2020-02-06,1887
2020-02-07,1878
2020-02-08,1884
2020-02-09,1886
2020-02-10,1891
2020-02-11,1897
2020-02-12,1904
2020-02-13,1905
2020-02-14,1904
2020-02-15,1904
2020-02-16,1907
2020-02-17,1911
2020-02-18,1914
2020-02-19,1917
2020-02-20,1924
2020-02-21,1923
2020-02-22,1927
2020-02-23,1931
2020-02-24,1943
2020-02-25,1954
2020-02-26,1963
2020-02-27,1970
2020-02-28,1978
2020-02-29,1980
2020-03-01,1982
2020-03-02,1985
2020-03-03,1985
2020-03-04,1982
2020-03-05,1978
2020-03-06,1968
2020-03-07,1973
2020-03-08,1974
2020-03-09,1960
2020-03-10,1959
2020-03-11,1950
2020-03-12,1943
2020-03-13,1942
2020-03-14,1952
2020-03-15,1958
2020-03-16,1968
2020-03-17,1976
2020-03-18,1987
2020-03-19,2001
2020-03-20,2002
2020-03-21,2008
2020-03-22,2005
2020-03-23,2007
2020-03-24,2016
2020-03-25,2027
2020-03-26,2036
2020-03-27,2034
2020-03-28,2034
2020-03-29,2036
2020-03-30,2041
2020-03-31,2046
2020-04-01,2047
2020-04-02,2035
2020-04-03,2022
2020-04-04,2008
2020-04-05,2002
2020-04-06,2008
2020-04-07,2012
2020-04-08,2011
2020-04-09,2013
2020-04-10,2014
2020-04-11,2018
2020-04-12,2018
2020-04-13,2023
2020-04-14,2024
2020-04-15,2035
2020-04-16,2039
2020-04-17,2044
2020-04-18,2034
2020-04-19,2029
2020-04-20,2041
2020-04-21,2045
2020-04-22,2049
2020-04-23,2051
2020-04-24,2056
2020-04-25,2046
2020-04-26,2036
2020-04-27,2024
2020-04-28,2019
2020-04-29,2028
2020-04-30,2029
2020-05-01,2024
2020-05-02,2020
2020-05-03,2011
2020-05-04,2012
2020-05-05,2016
2020-05-06,2023
2020-05-07,2027
2020-05-08,2016
2020-05-09,2004
2020-05-10,1996
2020-05-11,1992
2020-05-12,1998
2020-05-13,2002
