date_obj,Enchanted%20hat price
2019-03-31,12041
2019-04-01,11805
2019-04-02,11684
2019-04-03,11667
2019-04-04,11351
2019-04-05,11491
2019-04-06,11675
2019-04-07,11943
2019-04-08,11809
2019-04-09,11585
2019-04-10,11542
2019-04-11,11303
2019-04-12,11114
2019-04-13,10918
2019-04-14,10743
2019-04-15,10656
2019-04-16,10564
2019-04-17,10746
2019-04-18,10621
2019-04-19,10334
2019-04-20,9970
2019-04-21,9615
2019-04-22,9478
2019-04-23,9319
2019-04-24,9091
2019-04-25,9310
2019-04-26,9549
2019-04-27,9894
2019-04-28,9833
2019-04-29,10016
2019-04-30,10133
2019-05-01,10279
2019-05-02,10555
2019-05-03,10547
2019-05-04,10601
2019-05-05,10682
2019-05-06,11075
2019-05-07,11387
2019-05-08,11330
2019-05-09,11737
2019-05-10,11915
2019-05-11,11659
2019-05-12,11781
2019-05-13,12212
2019-05-14,12633
2019-05-15,13028
2019-05-16,13346
2019-05-17,13880
2019-05-18,13984
2019-05-19,13894
2019-05-20,13720
2019-05-21,13141
2019-05-22,12887
2019-05-23,12464
2019-05-24,12249
2019-05-25,12258
2019-05-26,12137
2019-05-27,11957
2019-05-28,11770
2019-05-29,12085
2019-05-30,12148
2019-05-31,12201
2019-06-01,12456
2019-06-02,12695
2019-06-03,13010
2019-06-04,13178
2019-06-05,13333
2019-06-06,13629
2019-06-07,13936
2019-06-08,14022
2019-06-09,13863
2019-06-10,13863
2019-06-11,13997
2019-06-12,14093
2019-06-13,13946
2019-06-14,13737
2019-06-15,13912
2019-06-16,13926
2019-06-17,14129
2019-06-18,14270
2019-06-19,14175
2019-06-20,14081
2019-06-21,13958
2019-06-22,14090
2019-06-23,14239
2019-06-24,14314
2019-06-25,14228
2019-06-26,14076
2019-06-27,13889
2019-06-28,14055
2019-06-29,13831
2019-06-30,13592
2019-07-01,13463
2019-07-02,13286
2019-07-03,12794
2019-07-04,12516
2019-07-05,12403
2019-07-06,12759
2019-07-07,12810
2019-07-08,12845
2019-07-09,12614
2019-07-10,12156
2019-07-11,11937
2019-07-12,11865
2019-07-13,11804
2019-07-14,11780
2019-07-15,11539
2019-07-16,11581
2019-07-17,11539
2019-07-18,11226
2019-07-19,10998
2019-07-20,10930
2019-07-21,10995
2019-07-22,10827
2019-07-23,10955
2019-07-24,10800
2019-07-25,11083
2019-07-26,11439
2019-07-27,11204
2019-07-28,11042
2019-07-29,11082
2019-07-30,11203
2019-07-31,11263
2019-08-01,11201
2019-08-02,11043
2019-08-03,10853
2019-08-04,10601
2019-08-05,10532
2019-08-06,10462
2019-08-07,10329
2019-08-08,10435
2019-08-09,10547
2019-08-10,10503
2019-08-11,10311
2019-08-12,10395
2019-08-13,10398
2019-08-14,10687
2019-08-15,10482
2019-08-16,10256
2019-08-17,10256
2019-08-18,10226
2019-08-19,9978
2019-08-20,9827
2019-08-21,10026
2019-08-22,10161
2019-08-23,10072
2019-08-24,10307
2019-08-24,10307
2019-08-25,10156
2019-08-25,10156
2019-08-26,9741
2019-08-26,9741
2019-08-27,9824
2019-08-27,9824
2019-08-28,9933
2019-08-29,9739
2019-08-30,9781
2019-08-31,9781
2019-09-01,9951
2019-09-02,9951
2019-09-03,10142
2019-09-04,10435
2019-09-05,10495
2019-09-06,10462
2019-09-07,10500
2019-09-08,10265
2019-09-09,10130
2019-09-10,9770
2019-09-11,9889
2019-09-12,10000
2019-09-13,9760
2019-09-14,9441
2019-09-15,9501
2019-09-16,9579
2019-09-17,9640
2019-09-18,9486
2019-09-19,9567
2019-09-20,9887
2019-09-21,9938
2019-09-22,10048
2019-09-23,9934
2019-09-24,9934
2019-09-25,9856
2019-09-26,9782
2019-09-27,9618
2019-09-28,9611
2019-09-29,9611
2019-09-30,9579
2019-10-01,9821
2019-10-02,9857
2019-10-03,9961
2019-10-04,10271
2019-10-05,10297
2019-10-06,10416
2019-10-07,10208
2019-10-08,10232
2019-10-09,10232
2019-10-10,10410
2019-10-11,10615
2019-10-12,10900
2019-10-13,11287
2019-10-14,11370
2019-10-15,11590
2019-10-16,11515
2019-10-17,11739
2019-10-18,12195
2019-10-19,12653
2019-10-20,12865
2019-10-21,12704
2019-10-22,12445
2019-10-23,12124
2019-10-24,11910
2019-10-25,11846
2019-10-26,11856
2019-10-27,11840
2019-10-28,11758
2019-10-29,11758
2019-10-30,11704
2019-10-31,11196
2019-11-01,10877
2019-11-02,10817
2019-11-03,10718
2019-11-04,10850
2019-11-05,10850
2019-11-06,10901
2019-11-07,10973
2019-11-08,10880
2019-11-09,10640
2019-11-10,10557
2019-11-11,10548
2019-11-12,10811
2019-11-13,10845
2019-11-14,10655
2019-11-15,10322
2019-11-16,10336
2019-11-17,10336
2019-11-18,10335
2019-11-19,10335
2019-11-20,10303
2019-11-21,10303
2019-11-22,10220
2019-11-23,9873
2019-11-24,9604
2019-11-25,9380
2019-11-26,9327
2019-11-27,9327
2019-11-28,9172
2019-11-29,9016
2019-11-30,9000
2019-12-01,9236
2019-12-02,9096
2019-12-03,9058
2019-12-04,8964
2019-12-05,8964
2019-12-06,9107
2019-12-07,9431
2019-12-08,9379
2019-12-09,9194
2019-12-10,9141
2019-12-11,9350
2019-12-12,9373
2019-12-13,9599
2019-12-14,9637
2019-12-15,9666
2019-12-16,9646
2019-12-17,9475
2019-12-18,9311
2019-12-19,9357
2019-12-20,9363
2019-12-21,9254
2019-12-22,9047
2019-12-23,9131
2019-12-24,9066
2019-12-25,9066
2019-12-26,9060
2019-12-27,9030
2019-12-28,9137
2019-12-29,9054
2019-12-30,9275
2019-12-31,9334
2020-01-01,9427
2020-01-02,9126
2020-01-03,8984
2020-01-04,8967
2020-01-05,9070
2020-01-06,9303
2020-01-07,9422
2020-01-08,9422
2020-01-09,9624
2020-01-10,9720
2020-01-11,9712
2020-01-12,9894
2020-01-13,9967
2020-01-14,10086
2020-01-15,10130
2020-01-16,9886
2020-01-17,9661
2020-01-18,9473
2020-01-19,9372
2020-01-20,9361
2020-01-21,9361
2020-01-22,9404
2020-01-23,9292
2020-01-24,9152
2020-01-25,9354
2020-01-26,9375
2020-01-27,9245
2020-01-28,9162
2020-01-29,9238
2020-01-30,9255
2020-01-31,9137
2020-02-01,9091
2020-02-02,9359
2020-02-03,9394
2020-02-04,9510
2020-02-05,9563
2020-02-06,9712
2020-02-07,9875
2020-02-08,9991
2020-02-09,9757
2020-02-10,9714
2020-02-11,9639
2020-02-12,9589
2020-02-13,9806
2020-02-14,9953
2020-02-15,10267
2020-02-16,10382
2020-02-17,10637
2020-02-18,10920
2020-02-19,11275
2020-02-20,11326
2020-02-21,11326
2020-02-22,11495
2020-02-23,11782
2020-02-24,11682
2020-02-25,11761
2020-02-26,11721
2020-02-27,12160
2020-02-28,12537
2020-02-29,12537
2020-03-01,12186
2020-03-02,11923
2020-03-03,11555
2020-03-04,11681
2020-03-05,11221
2020-03-06,11048
2020-03-07,10642
2020-03-08,10548
2020-03-09,10503
2020-03-10,10090
2020-03-11,9667
2020-03-12,9374
2020-03-13,9126
2020-03-14,8904
2020-03-15,8917
2020-03-16,9329
2020-03-17,9697
2020-03-18,9864
2020-03-19,10133
2020-03-20,10111
2020-03-21,10021
2020-03-22,9950
2020-03-23,9619
2020-03-24,9451
2020-03-25,9243
2020-03-26,9430
2020-03-27,9341
2020-03-28,9275
2020-03-29,9491
2020-03-30,9634
2020-03-31,9987
2020-04-01,10264
2020-04-02,10328
2020-04-03,10328
2020-04-04,10673
2020-04-05,10800
2020-04-06,11144
2020-04-07,10938
2020-04-08,10896
2020-04-09,11075
2020-04-10,11091
2020-04-11,10872
2020-04-12,10666
2020-04-13,10551
2020-04-14,10285
2020-04-15,10079
2020-04-16,9694
2020-04-17,9577
2020-04-18,9639
2020-04-19,9559
2020-04-20,9453
2020-04-21,9445
2020-04-22,9314
2020-04-23,9255
2020-04-24,9269
2020-04-25,9251
2020-04-26,9487
2020-04-27,9294
2020-04-28,8943
2020-04-29,8762
2020-04-30,8901
2020-05-01,9102
2020-05-02,9349
2020-05-03,9602
2020-05-04,9694
2020-05-05,9619
2020-05-06,9683
2020-05-07,9674
2020-05-08,9399
2020-05-09,9228
2020-05-10,9190
2020-05-11,8814
2020-05-12,8668
2020-05-13,8885
