date_obj,Ensouled%20dragon%20head price
2017-04-17,10357
2017-04-18,10401
2017-04-19,10582
2017-04-20,10499
2017-04-21,10451
2017-04-22,10490
2017-04-23,10472
2017-04-24,10417
2017-04-25,10372
2017-04-26,10457
2017-04-27,10432
2017-04-28,10444
2017-04-29,10504
2017-04-30,10808
2017-05-01,10586
2017-05-02,10385
2017-05-03,10411
2017-05-04,10337
2017-05-05,10331
2017-05-06,10304
2017-05-07,10305
2017-05-08,10238
2017-05-09,10119
2017-05-10,10115
2017-05-11,10066
2017-05-12,9969
2017-05-13,10302
2017-05-14,10224
2017-05-15,10300
2017-05-16,10199
2017-05-17,10245
2017-05-18,10312
2017-05-19,10289
2017-05-20,10279
2017-05-21,10259
2017-05-22,10259
2017-05-23,10437
2017-05-24,10307
2017-05-25,10269
2017-05-26,10366
2017-05-27,10717
2017-05-28,10842
2017-05-29,10784
2017-05-30,10750
2017-05-31,10661
2017-06-01,10471
2017-06-02,10310
2017-06-03,10505
2017-06-04,10858
2017-06-05,11252
2017-06-06,11007
2017-06-07,10828
2017-06-08,10652
2017-06-09,10600
2017-06-10,10429
2017-06-11,10356
2017-06-12,10356
2017-06-13,10340
2017-06-14,10305
2017-06-15,10453
2017-06-16,10525
2017-06-17,10474
2017-06-18,10369
2017-06-19,10323
2017-06-20,10241
2017-06-21,10092
2017-06-22,10063
2017-06-23,10111
2017-06-24,10190
2017-06-25,10142
2017-06-26,10147
2017-06-27,10018
2017-06-28,9916
2017-06-29,10046
2017-06-30,10057
2017-07-01,10057
2017-07-02,9994
2017-07-03,10026
2017-07-04,10003
2017-07-05,10000
2017-07-06,10112
2017-07-07,9989
2017-07-08,10034
2017-07-13,10189
2017-07-14,10037
2017-07-15,10013
2017-07-16,10029
2017-07-17,10078
2017-07-18,9992
2017-07-19,9969
2017-07-20,9957
2017-07-21,10098
2017-07-22,10067
2017-07-23,10084
2017-07-24,10095
2017-07-25,10077
2017-07-26,10043
2017-07-27,10018
2017-07-28,9962
2017-07-29,9988
2017-07-30,9967
2017-07-31,9985
2017-08-01,9917
2017-08-02,10001
2017-08-03,10016
2017-08-04,10057
2017-08-05,10011
2017-08-06,9963
2017-08-09,9725
2017-08-10,9702
2017-08-11,9613
2017-08-12,9405
2017-08-13,9424
2017-08-14,9410
2017-08-15,9280
2017-08-16,9359
2017-08-17,9378
2017-08-18,9528
2017-08-19,9770
2017-08-20,9774
2017-08-21,9580
2017-08-22,9534
2017-08-23,9499
2017-08-24,9418
2017-08-25,9441
2017-08-26,9386
2017-08-27,9322
2017-08-28,9433
2017-08-29,9409
2017-08-30,9325
2017-08-31,9388
2017-09-01,9275
2017-09-03,9316
2017-09-04,9344
2017-09-05,9279
2017-09-06,9242
2017-09-07,9243
2017-09-08,9261
2017-09-09,9327
2017-09-10,9315
2017-09-11,9273
2017-09-12,9292
2017-09-13,9250
2017-09-14,9450
2017-09-15,9425
2017-09-16,9398
2017-09-17,9232
2017-09-18,9258
2017-09-19,9206
2017-09-20,9206
2017-09-21,9127
2017-09-22,9098
2017-09-23,8981
2017-09-24,8944
2017-09-25,8985
2017-09-26,8948
2017-09-27,8872
2017-09-28,9068
2017-09-29,9083
2017-09-30,8913
2017-10-01,8853
2017-10-02,8862
2017-10-03,8701
2017-10-04,8570
2017-10-05,8574
2017-10-06,8532
2017-10-07,8524
2017-10-08,8387
2017-10-09,8559
2017-10-10,8616
2017-10-11,8586
2017-10-12,8741
2017-10-13,8691
2017-10-14,8733
2017-10-15,8681
2017-10-16,8934
2017-10-17,8825
2017-10-18,8723
2017-10-19,8694
2017-10-20,8642
2017-10-21,8658
2017-10-22,8666
2017-10-23,8546
2017-10-24,8560
2017-10-25,8572
2017-10-26,8569
2017-10-27,8707
2017-10-28,8841
2017-10-29,8908
2017-10-30,8779
2017-10-31,8819
2017-11-01,8914
2017-11-02,8997
2017-11-03,9254
2017-11-04,9438
2017-11-05,9709
2017-11-06,9448
2017-11-07,9106
2017-11-08,8802
2017-11-09,8868
2017-11-10,8625
2017-11-11,8505
2017-11-12,8466
2017-11-13,8560
2017-11-14,8620
2017-11-15,8627
2017-11-16,8730
2017-11-17,8469
2017-11-18,8304
2017-11-19,8225
2017-11-20,8159
2017-11-21,8288
2017-11-22,8276
2017-11-23,8096
2017-11-24,8075
2017-11-25,7883
2017-11-26,7954
2017-11-27,8167
2017-11-28,8389
2017-11-29,8600
2017-11-30,8450
2017-12-01,8389
2017-12-02,8291
2017-12-03,8251
2017-12-04,8149
2017-12-05,8087
2017-12-06,8027
2017-12-07,7945
2017-12-08,7739
2017-12-09,7805
2017-12-10,7840
2017-12-11,7759
2017-12-12,7675
2017-12-13,7593
2017-12-14,7559
2017-12-15,7476
2017-12-16,7320
2017-12-17,7279
2017-12-18,7219
2017-12-19,7242
2017-12-20,7223
2017-12-21,7392
2017-12-22,7507
2017-12-23,7608
2017-12-24,7686
2017-12-25,7602
2017-12-26,7740
2017-12-27,7708
2017-12-28,7666
2017-12-29,7555
2017-12-30,7483
2017-12-31,7391
2018-01-01,7361
2018-01-02,7468
2018-01-03,7455
2018-01-04,7292
2018-01-05,7357
2018-01-06,7481
2018-01-07,7396
2018-01-08,7507
2018-01-09,7293
2018-01-10,7397
2018-01-11,7342
2018-01-12,7416
2018-01-13,7473
2018-01-14,7394
2018-01-15,7540
2018-01-16,7794
2018-01-17,8097
2018-01-18,8351
2018-01-19,8693
2018-01-20,8676
2018-01-21,8910
2018-01-22,8970
2018-01-23,8866
2018-01-25,9182
2018-01-26,9071
2018-01-27,9125
2018-01-28,8883
2018-01-29,8704
2018-01-30,8518
2018-01-31,8249
2018-02-01,8257
2018-02-02,8227
2018-02-03,8299
2018-02-04,8682
2018-02-05,8817
2018-02-06,8520
2018-02-07,8369
2018-02-08,8188
2018-02-09,8150
2018-02-10,8197
2018-02-11,8125
2018-02-12,8090
2018-02-13,8059
2018-02-14,8120
2018-02-15,8387
2018-02-16,8407
2018-02-17,8413
2018-02-18,8526
2018-02-19,8776
2018-02-20,8680
2018-02-21,8634
2018-02-22,8701
2018-02-23,8679
2018-02-24,8725
2018-02-25,8750
2018-02-26,8875
2018-02-27,9153
2018-02-28,9246
2018-03-01,9483
2018-03-02,9532
2018-03-03,9620
2018-03-04,9617
2018-03-05,9610
2018-03-06,9366
2018-03-07,9219
2018-03-08,9529
2018-03-09,9438
2018-03-10,9383
2018-03-11,9365
2018-03-12,9343
2018-03-13,9532
2018-03-14,9718
2018-03-15,9820
2018-03-16,9796
2018-03-17,9985
2018-03-18,10010
2018-03-20,9975
2018-03-21,10049
2018-03-23,9930
2018-03-24,9914
2018-03-25,9805
2018-03-26,9864
2018-03-27,9785
2018-03-28,9789
2018-03-29,9574
2018-03-30,9529
2018-03-31,9453
2018-04-01,9445
2018-04-02,9440
2018-04-03,9375
2018-04-04,9392
2018-04-05,9403
2018-04-06,9508
2018-04-07,9404
2018-04-08,9430
2018-04-09,9287
2018-04-10,9230
2018-04-11,9302
2018-04-12,9219
2018-04-13,8869
2018-04-14,9071
2018-04-15,9132
2018-04-16,9257
2018-04-17,9406
2018-04-18,9329
2018-04-19,9235
2018-04-20,9183
2018-04-21,9270
2018-04-22,9254
2018-04-23,9240
2018-04-24,9120
2018-04-25,9121
2018-04-26,9111
2018-04-27,9023
2018-04-28,9015
2018-04-29,9013
2018-04-30,8957
2018-05-01,8917
2018-05-03,9072
2018-05-04,9060
2018-05-05,9094
2018-05-07,9132
2018-05-08,9117
2018-05-09,9230
2018-05-10,9396
2018-05-11,9375
2018-05-12,9525
2018-05-13,9756
2018-05-14,9867
2018-05-15,9647
2018-05-16,9389
2018-05-17,9431
2018-05-18,9297
2018-05-19,9133
2018-05-20,9169
2018-05-21,9173
2018-05-22,9146
2018-05-23,9202
2018-05-24,9180
2018-05-25,9202
2018-05-26,9265
2018-05-27,9427
2018-05-28,9508
2018-05-29,9641
2018-05-30,9698
2018-05-31,9746
2018-06-01,9759
2018-06-02,9573
2018-06-03,9284
2018-06-04,9205
2018-06-05,9191
2018-06-06,9232
2018-06-07,9089
2018-06-08,8963
2018-06-09,8942
2018-06-10,8990
2018-06-11,9022
2018-06-12,9124
2018-06-13,9120
2018-06-14,9219
2018-06-15,9134
2018-06-16,8952
2018-06-17,8824
2018-06-18,8697
2018-06-19,8920
2018-06-20,9106
2018-06-21,9074
2018-06-22,8854
2018-06-23,8956
2018-06-24,8801
2018-06-25,8669
2018-06-26,8454
2018-06-27,8347
2018-06-28,8449
2018-06-29,8821
2018-06-30,8868
2018-07-01,8925
2018-07-02,9039
2018-07-03,8947
2018-07-04,8697
2018-07-05,8763
2018-07-06,8756
2018-07-07,8940
2018-07-08,9053
2018-07-09,9081
2018-07-10,9037
2018-07-11,9074
2018-07-12,8839
2018-07-13,8648
2018-07-14,8674
2018-07-15,8694
2018-07-16,8663
2018-07-17,8649
2018-07-18,8604
2018-07-19,8646
2018-07-20,8541
2018-07-21,8459
2018-07-22,8472
2018-07-23,8655
2018-07-24,8800
2018-07-25,8697
2018-07-26,8553
2018-07-27,8568
2018-07-28,8721
2018-07-29,8855
2018-07-30,8815
2018-07-31,8831
2018-08-01,8894
2018-08-02,8863
2018-08-03,8934
2018-08-04,9108
2018-08-05,8880
2018-08-06,8823
2018-08-07,8924
2018-08-08,8894
2018-08-09,8926
2018-08-10,9039
2018-08-11,9198
2018-08-12,9590
2018-08-14,9329
2018-08-16,9188
2018-08-17,9056
2018-08-18,8980
2018-08-19,9010
2018-08-20,8974
2018-08-21,8991
2018-08-22,8913
2018-08-23,8725
2018-08-24,8640
2018-08-25,8635
2018-08-26,8642
2018-08-27,8590
2018-08-28,8630
2018-08-29,8709
2018-08-30,8726
2018-08-31,8724
2018-09-01,9057
2018-09-02,9172
2018-09-03,9031
2018-09-04,8876
2018-09-05,8873
2018-09-06,9087
2018-09-07,9181
2018-09-08,9101
2018-09-09,9178
2018-09-10,9096
2018-09-11,9164
2018-09-12,9022
2018-09-13,8949
2018-09-14,8951
2018-09-15,8982
2018-09-16,8965
2018-09-17,8840
2018-09-18,8895
2018-09-19,8854
2018-09-20,8940
2018-09-21,8942
2018-09-22,8940
2018-09-23,8870
2018-09-24,8671
2018-09-25,8624
2018-09-26,8468
2018-09-27,8639
2018-09-28,8682
2018-09-29,8622
2018-09-30,8614
2018-10-01,8687
2018-10-02,8640
2018-10-03,8629
2018-10-04,8680
2018-10-05,8649
2018-10-06,8653
2018-10-07,8691
2018-10-08,8720
2018-10-09,8712
2018-10-10,8821
2018-10-11,8827
2018-10-12,8860
2018-10-13,8841
2018-10-14,8858
2018-10-15,8853
2018-10-16,8924
2018-10-17,8790
2018-10-18,8652
2018-10-19,8565
2018-10-20,8591
2018-10-21,8566
2018-10-22,8646
2018-10-23,8685
2018-10-24,8685
2018-10-25,8654
2018-10-26,8667
2018-10-27,8695
2018-10-28,8635
2018-10-29,8562
2018-10-30,8625
2018-10-31,8662
2018-11-01,8656
2018-11-03,8676
2018-11-04,8797
2018-11-05,8642
2018-11-06,8577
2018-11-07,8430
2018-11-08,8488
2018-11-09,8565
2018-11-10,8549
2018-11-11,8606
2018-11-12,8599
2018-11-13,8544
2018-11-14,8478
2018-11-15,8468
2018-11-16,8408
2018-11-17,8298
2018-11-18,8296
2018-11-19,8236
2018-11-20,8253
2018-11-21,8333
2018-11-22,8314
2018-11-23,8237
2018-11-24,8347
2018-11-25,8488
2018-11-26,8486
2018-11-27,8463
2018-11-28,8430
2018-11-29,8458
2018-12-01,8568
2018-12-02,8614
2018-12-03,8547
2018-12-04,8539
2018-12-05,8468
2018-12-07,8452
2018-12-09,8419
2018-12-10,8350
2018-12-11,8313
2018-12-12,8235
2018-12-13,8152
2018-12-14,8293
2018-12-15,8357
2018-12-16,8248
2018-12-17,8128
2018-12-18,8080
2018-12-19,7955
2018-12-20,8007
2018-12-21,7951
2018-12-22,7895
2018-12-23,7777
2018-12-24,7699
2018-12-25,7717
2018-12-26,7710
2018-12-27,7946
2018-12-28,8147
2018-12-29,8184
2018-12-30,8050
2018-12-31,8079
2019-01-01,7978
2019-01-02,7974
2019-01-03,8190
2019-01-04,8269
2019-01-05,8157
2019-01-06,8117
2019-01-08,7985
2019-01-10,7742
2019-01-11,7648
2019-01-12,7587
2019-01-13,7637
2019-01-14,7747
2019-01-15,7711
2019-01-16,7664
2019-01-17,7649
2019-01-18,7607
2019-01-19,7717
2019-01-20,7789
2019-01-21,7874
2019-01-22,8045
2019-01-23,8009
2019-01-24,7963
2019-01-25,7899
2019-01-26,7910
2019-01-27,7975
2019-01-28,8009
2019-01-29,7969
2019-01-30,8002
2019-01-31,8179
2019-02-01,8009
2019-02-02,7990
2019-02-03,7947
2019-02-04,8098
2019-02-05,8111
2019-02-06,8225
2019-02-07,8154
2019-02-08,8163
2019-02-09,8132
2019-02-10,8042
2019-02-11,7989
2019-02-12,8058
2019-02-13,7893
2019-02-14,7962
2019-02-15,7974
2019-02-16,8000
2019-02-17,8022
2019-02-18,7998
2019-02-19,8122
2019-02-20,8121
2019-02-21,8115
2019-02-22,8098
2019-02-23,8216
2019-02-24,8228
2019-02-25,8215
2019-02-26,8188
2019-02-27,8182
2019-02-28,8204
2019-03-01,8207
2019-03-02,8168
2019-03-03,8173
2019-03-04,8200
2019-03-05,8155
2019-03-06,8164
2019-03-07,8204
2019-03-08,8169
2019-03-09,8180
2019-03-10,8154
2019-03-11,8142
2019-03-12,8131
2019-03-13,8132
2019-03-14,7897
2019-03-15,7961
2019-03-16,8018
2019-03-17,8042
2019-03-18,8071
2019-03-19,8000
2019-03-20,7977
2019-03-21,7949
2019-03-22,7961
2019-03-23,7994
2019-03-24,7957
2019-03-25,7958
2019-03-26,7983
2019-03-27,8006
2019-03-28,8014
2019-03-29,8030
2019-03-30,8101
2019-03-31,8029
2019-04-01,8050
2019-04-02,8094
2019-04-03,8085
2019-04-04,8114
2019-04-05,8175
2019-04-06,8232
2019-04-07,8192
2019-04-08,8262
2019-04-09,8533
2019-04-10,8653
2019-04-11,8856
2019-04-12,8641
2019-04-13,8322
2019-04-14,8217
2019-04-15,8030
2019-04-16,7972
2019-04-17,7918
2019-04-18,7895
2019-04-19,7977
2019-04-20,7976
2019-04-21,8040
2019-04-22,7997
2019-04-23,7967
2019-04-24,7984
2019-04-25,7944
2019-04-26,7936
2019-04-27,7985
2019-04-28,7995
2019-04-29,7945
2019-04-30,7882
2019-05-01,7756
2019-05-02,7763
2019-05-03,7883
2019-05-04,7915
2019-05-05,7991
2019-05-06,8053
2019-05-07,7977
2019-05-08,7970
2019-05-09,7984
2019-05-10,8010
2019-05-11,8088
2019-05-12,8102
2019-05-13,8196
2019-05-14,8056
2019-05-15,8041
2019-05-16,8129
2019-05-17,8491
2019-05-18,8560
2019-05-19,8524
2019-05-20,8329
2019-05-21,8159
2019-05-22,7905
2019-05-23,7927
2019-05-24,7996
2019-05-25,8022
2019-05-26,8059
2019-05-27,8007
2019-05-28,8001
2019-05-29,7957
2019-05-30,7769
2019-05-31,7829
2019-06-01,7857
2019-06-02,7896
2019-06-03,7892
2019-06-04,7902
2019-06-05,7863
2019-06-06,7929
2019-06-07,7882
2019-06-08,7929
2019-06-09,7923
2019-06-10,7935
2019-06-11,7946
2019-06-12,7954
2019-06-13,7970
2019-06-14,7919
2019-06-15,7926
2019-06-16,7840
2019-06-17,7925
2019-06-18,7950
2019-06-19,7946
2019-06-20,7907
2019-06-21,7860
2019-06-22,7860
2019-06-23,7793
2019-06-24,7857
2019-06-25,7892
2019-06-26,7911
2019-06-27,7956
2019-06-28,8000
2019-06-29,7996
2019-06-30,8006
2019-07-01,7976
2019-07-02,7974
2019-07-03,7929
2019-07-04,7883
2019-07-05,7897
2019-07-06,7898
2019-07-07,7888
2019-07-08,7880
2019-07-09,7918
2019-07-10,7950
2019-07-11,7968
2019-07-12,7967
2019-07-13,7960
2019-07-14,7955
2019-07-15,7999
2019-07-16,7964
2019-07-17,7982
2019-07-18,7970
2019-07-19,7982
2019-07-20,7965
2019-07-21,7985
2019-07-22,8133
2019-07-23,8091
2019-07-24,8029
2019-07-25,7973
2019-07-26,7964
2019-07-27,7919
2019-07-28,7862
2019-07-29,7905
2019-07-30,7927
2019-07-31,7923
2019-08-01,7952
2019-08-02,7892
2019-08-03,7906
2019-08-04,7935
2019-08-05,7938
2019-08-06,7928
2019-08-07,7909
2019-08-08,7913
2019-08-09,7926
2019-08-10,7933
2019-08-11,7937
2019-08-12,7933
2019-08-13,7957
2019-08-14,7946
2019-08-15,7950
2019-08-16,7943
2019-08-17,7944
2019-08-18,7943
2019-08-19,7938
2019-08-20,7925
2019-08-21,7940
2019-08-22,7944
2019-08-23,7945
2019-08-24,7944
2019-08-24,7944
2019-08-25,7967
2019-08-25,7967
2019-08-26,7958
2019-08-27,7955
2019-08-27,7955
2019-08-28,7938
2019-08-29,7883
2019-08-30,7848
2019-08-31,7894
2019-09-01,7933
2019-09-02,7945
2019-09-03,7932
2019-09-04,7937
2019-09-05,7952
2019-09-06,7884
2019-09-07,7862
2019-09-08,7924
2019-09-09,7887
2019-09-10,7942
2019-09-11,7911
2019-09-12,7777
2019-09-13,7838
2019-09-14,7903
2019-09-15,7918
2019-09-16,7918
2019-09-17,7906
2019-09-18,7918
2019-09-19,7933
2019-09-20,7848
2019-09-21,7725
2019-09-22,7740
2019-09-23,7825
2019-09-24,7820
2019-09-25,7826
2019-09-26,7690
2019-09-27,7605
2019-09-28,7579
2019-09-29,7756
2019-09-30,7708
2019-10-01,7609
2019-10-02,7571
2019-10-03,7640
2019-10-04,7654
2019-10-05,7571
2019-10-06,7508
2019-10-07,7505
2019-10-08,7484
2019-10-09,7492
2019-10-10,7512
2019-10-11,7455
2019-10-12,7541
2019-10-13,7642
2019-10-14,7702
2019-10-15,7677
2019-10-16,7646
2019-10-17,7656
2019-10-18,7705
2019-10-19,7741
2019-10-20,7760
2019-10-21,7744
2019-10-22,7760
2019-10-23,7780
2019-10-24,7809
2019-10-25,7782
2019-10-26,7828
2019-10-27,7847
2019-10-28,7893
2019-10-29,7882
2019-10-30,7927
2019-10-31,7907
2019-11-01,7935
2019-11-02,7941
2019-11-03,7949
2019-11-04,7964
2019-11-05,7970
2019-11-06,7955
2019-11-07,7960
2019-11-08,7950
2019-11-09,7956
2019-11-10,7976
2019-11-11,8085
2019-11-12,8302
2019-11-13,8681
2019-11-14,9116
2019-11-15,9365
2019-11-16,9420
2019-11-17,9285
2019-11-18,9126
2019-11-19,9061
2019-11-20,9023
2019-11-21,8955
2019-11-22,8958
2019-11-23,8851
2019-11-24,8707
2019-11-25,8799
2019-11-26,9074
2019-11-27,9315
2019-11-28,9590
2019-11-29,9893
2019-11-30,10247
2019-12-01,10708
2019-12-02,11186
2019-12-03,11086
2019-12-04,10923
2019-12-05,10547
2019-12-06,10126
2019-12-07,9844
2019-12-08,9836
2019-12-09,9961
2019-12-10,10290
2019-12-11,10805
2019-12-12,11293
2019-12-13,11336
2019-12-14,11254
2019-12-15,11230
2019-12-16,11172
2019-12-17,10986
2019-12-18,10796
2019-12-19,10683
2019-12-20,10238
2019-12-21,10031
2019-12-22,9885
2019-12-23,9844
2019-12-24,9771
2019-12-25,9509
2019-12-26,9599
2019-12-27,9439
2019-12-28,9496
2019-12-29,9570
2019-12-30,9572
2019-12-31,9663
