date_obj,Grey%20robe%20bottoms price
2019-04-04,860
2019-04-05,860
2019-04-06,860
2019-04-07,872
2019-04-08,872
2019-04-09,872
2019-04-10,872
2019-04-11,872
2019-04-12,872
2019-04-13,872
2019-04-14,880
2019-04-15,880
2019-04-16,880
2019-04-17,880
2019-04-18,880
2019-04-19,880
2019-04-20,880
2019-04-21,880
2019-04-22,867
2019-04-23,867
2019-04-24,867
2019-04-25,867
2019-04-26,867
2019-04-27,867
2019-04-28,867
2019-04-29,867
2019-04-30,867
2019-05-01,885
2019-05-02,885
2019-05-03,885
2019-05-04,885
2019-05-05,885
2019-05-06,885
2019-05-07,885
2019-05-08,885
2019-05-09,878
2019-05-10,878
2019-05-11,878
2019-05-12,878
2019-05-13,878
2019-05-14,878
2019-05-15,878
2019-05-16,878
2019-05-17,878
2019-05-18,894
2019-05-19,894
2019-05-20,894
2019-05-21,894
2019-05-22,894
2019-05-23,894
2019-05-24,894
2019-05-25,894
2019-05-26,894
2019-05-27,894
2019-05-28,896
2019-05-29,896
2019-05-30,896
2019-05-31,896
2019-06-01,896
2019-06-02,896
2019-06-03,896
2019-06-04,896
2019-06-05,896
2019-06-06,896
2019-06-07,896
2019-06-08,894
2019-06-09,894
2019-06-10,894
2019-06-11,894
2019-06-12,894
2019-06-13,894
2019-06-14,894
2019-06-15,894
2019-06-16,894
2019-06-17,894
2019-06-18,894
2019-06-19,876
2019-06-20,876
2019-06-21,876
2019-06-22,876
2019-06-23,876
2019-06-24,876
2019-06-25,876
2019-06-26,876
2019-06-27,876
2019-06-28,876
2019-06-29,876
2019-06-30,879
2019-07-01,879
2019-07-02,879
2019-07-03,879
2019-07-04,879
2019-07-05,879
2019-07-06,879
2019-07-07,879
2019-07-08,879
2019-07-09,879
2019-07-10,879
2019-07-11,878
2019-07-12,878
2019-07-13,878
2019-07-14,878
2019-07-15,878
2019-07-16,878
2019-07-17,878
2019-07-18,878
2019-07-19,878
2019-07-20,878
2019-07-21,878
2019-07-22,878
2019-07-23,878
2019-07-24,855
2019-07-25,855
2019-07-26,855
2019-07-27,855
2019-07-28,855
2019-07-29,855
2019-07-30,855
2019-07-31,855
2019-08-01,855
2019-08-02,855
2019-08-03,855
2019-08-04,855
2019-08-05,865
2019-08-06,865
2019-08-07,865
2019-08-08,865
2019-08-09,865
2019-08-10,865
2019-08-11,865
2019-08-12,865
2019-08-13,865
2019-08-14,865
2019-08-15,865
2019-08-16,874
2019-08-17,874
2019-08-18,874
2019-08-19,874
2019-08-20,874
2019-08-21,874
2019-08-22,874
2019-08-23,874
2019-08-24,874
2019-08-24,874
2019-08-25,874
2019-08-25,874
2019-08-26,874
2019-08-26,874
2019-08-27,874
2019-08-27,874
2019-08-28,874
2019-08-29,874
2019-08-30,888
2019-08-31,888
2019-09-01,888
2019-09-02,888
2019-09-03,888
2019-09-04,888
2019-09-05,888
2019-09-06,888
2019-09-07,888
2019-09-08,888
2019-09-09,888
2019-09-10,888
2019-09-11,888
2019-09-12,891
2019-09-13,891
2019-09-14,891
2019-09-15,891
2019-09-16,891
2019-09-17,891
2019-09-18,891
2019-09-19,891
2019-09-20,891
2019-09-21,891
2019-09-22,891
2019-09-23,891
2019-09-24,891
2019-09-25,874
2019-09-26,874
2019-09-27,874
2019-09-28,874
2019-09-29,874
2019-09-30,874
2019-10-01,874
2019-10-02,874
2019-10-03,874
2019-10-04,874
2019-10-05,874
2019-10-06,874
2019-10-07,874
2019-10-08,874
2019-10-09,874
2019-10-10,874
2019-10-11,874
2019-10-12,871
2019-10-13,871
2019-10-14,871
2019-10-15,871
2019-10-16,871
2019-10-17,871
2019-10-18,871
2019-10-19,871
2019-10-20,871
2019-10-21,871
2019-10-22,871
2019-10-23,871
2019-10-24,871
2019-10-25,871
2019-10-26,871
2019-10-27,878
2019-10-28,878
2019-10-29,878
2019-10-30,878
2019-10-31,878
2019-11-01,878
2019-11-02,878
2019-11-03,878
2019-11-04,878
2019-11-05,878
2019-11-06,878
2019-11-07,878
2019-11-08,878
2019-11-09,878
2019-11-10,881
2019-11-11,881
2019-11-12,881
2019-11-13,881
2019-11-14,881
2019-11-15,881
2019-11-16,881
2019-11-17,881
2019-11-18,881
2019-11-19,881
2019-11-20,881
2019-11-21,881
2019-11-22,881
2019-11-23,890
2019-11-24,890
2019-11-25,890
2019-11-26,890
2019-11-27,890
2019-11-28,890
2019-11-29,890
2019-11-30,890
2019-12-01,890
2019-12-02,890
2019-12-03,890
2019-12-04,890
2019-12-05,890
2019-12-06,890
2019-12-07,890
2019-12-08,890
2019-12-09,890
2019-12-10,905
2019-12-11,905
2019-12-12,905
2019-12-13,905
2019-12-14,905
2019-12-15,905
2019-12-16,905
2019-12-17,905
2019-12-18,905
2019-12-19,905
2019-12-20,905
2019-12-21,905
2019-12-22,905
2019-12-23,905
2019-12-24,905
2019-12-25,905
2019-12-26,905
2019-12-27,919
2019-12-28,919
2019-12-29,919
2019-12-30,919
2019-12-31,919
2020-01-01,919
2020-01-02,919
2020-01-03,919
2020-01-04,919
2020-01-05,919
2020-01-06,919
2020-01-07,919
2020-01-08,935
2020-01-09,935
2020-01-10,935
2020-01-11,935
2020-01-12,935
2020-01-13,935
2020-01-14,935
2020-01-15,935
2020-01-16,935
2020-01-17,935
2020-01-18,935
2020-01-19,935
2020-01-20,935
2020-01-21,935
2020-01-22,963
2020-01-23,963
2020-01-24,963
2020-01-25,963
2020-01-26,963
2020-01-27,963
2020-01-28,963
2020-01-29,963
2020-01-30,963
2020-01-31,963
2020-02-01,963
2020-02-02,963
2020-02-03,963
2020-02-04,980
2020-02-05,980
2020-02-06,980
2020-02-07,980
2020-02-08,980
2020-02-09,980
2020-02-10,980
2020-02-11,980
2020-02-12,980
2020-02-13,980
2020-02-14,980
2020-02-15,980
2020-02-16,980
2020-02-17,980
2020-02-18,983
2020-02-19,983
2020-02-20,983
2020-02-21,983
2020-02-22,983
2020-02-23,983
2020-02-24,983
2020-02-25,983
2020-02-26,983
2020-02-27,983
2020-02-28,983
2020-02-29,983
2020-03-01,967
2020-03-02,967
2020-03-03,967
2020-03-04,967
2020-03-05,967
2020-03-06,967
2020-03-07,967
2020-03-08,967
2020-03-09,967
2020-03-10,967
2020-03-11,967
2020-03-12,950
2020-03-13,950
2020-03-14,950
2020-03-15,950
2020-03-16,950
2020-03-17,950
2020-03-18,950
2020-03-19,950
2020-03-20,950
2020-03-21,950
2020-03-22,972
2020-03-23,972
2020-03-24,972
2020-03-25,972
2020-03-26,972
2020-03-27,972
2020-03-28,972
2020-03-29,972
2020-03-30,987
2020-03-31,987
2020-04-01,987
2020-04-02,987
2020-04-03,987
2020-04-04,987
2020-04-05,987
2020-04-06,987
2020-04-07,947
2020-04-08,947
2020-04-09,947
2020-04-10,947
2020-04-11,947
2020-04-12,947
2020-04-13,947
2020-04-14,947
2020-04-15,954
2020-04-16,954
2020-04-17,954
2020-04-18,954
2020-04-19,954
2020-04-20,954
2020-04-21,954
2020-04-22,954
2020-04-23,954
2020-04-24,954
2020-04-25,957
2020-04-26,957
2020-04-27,957
2020-04-28,957
2020-04-29,957
2020-04-30,957
2020-05-01,957
2020-05-02,957
2020-05-03,957
2020-05-04,944
2020-05-05,944
2020-05-06,944
2020-05-07,944
2020-05-08,944
2020-05-09,944
2020-05-10,944
2020-05-11,944
2020-05-12,944
2020-05-13,956
