date_obj,Bronze%20platelegs price
2019-08-25,121
2019-08-26,123
2019-08-26,123
2019-08-27,123
2019-08-27,123
2019-08-28,125
2019-08-29,126
2019-08-30,130
2019-08-31,130
2019-09-01,134
2019-09-02,137
2019-09-03,142
2019-09-04,147
2019-09-05,149
2019-09-06,149
2019-09-07,149
2019-09-08,148
2019-09-09,151
2019-09-10,150
2019-09-11,154
2019-09-12,160
2019-09-13,165
2019-09-14,170
2019-09-15,167
2019-09-16,170
2019-09-17,166
2019-09-18,169
2019-09-19,165
2019-09-20,161
2019-09-21,157
2019-09-22,151
2019-09-23,151
2019-09-24,151
2019-09-25,152
2019-09-26,150
2019-09-27,150
2019-09-28,156
2019-09-29,158
2019-09-30,158
2019-10-01,160
2019-10-02,159
2019-10-03,153
2019-10-04,151
2019-10-05,154
2019-10-06,155
2019-10-07,159
2019-10-08,161
2019-10-09,161
2019-10-10,160
2019-10-11,163
2019-10-12,165
2019-10-13,167
2019-10-14,168
2019-10-15,162
2019-10-16,159
2019-10-17,159
2019-10-18,161
2019-10-19,154
2019-10-20,152
2019-10-21,153
2019-10-22,152
2019-10-23,150
2019-10-24,151
2019-10-25,147
2019-10-26,143
2019-10-27,136
2019-10-28,136
2019-10-29,136
2019-10-30,137
2019-10-31,140
2019-11-01,142
2019-11-02,145
2019-11-03,144
2019-11-04,142
2019-11-05,142
2019-11-06,146
2019-11-07,148
2019-11-08,150
2019-11-09,154
2019-11-10,151
2019-11-11,152
2019-11-12,152
2019-11-13,151
2019-11-14,151
2019-11-15,153
2019-11-16,155
2019-11-17,155
2019-11-18,151
2019-11-19,151
2019-11-20,157
2019-11-21,157
2019-11-22,161
2019-11-23,164
2019-11-24,164
2019-11-25,163
2019-11-26,172
2019-11-27,172
2019-11-28,165
2019-11-29,165
2019-11-30,157
2019-12-01,153
2019-12-02,155
2019-12-03,156
2019-12-04,156
2019-12-05,156
2019-12-06,163
2019-12-07,169
2019-12-08,169
2019-12-09,171
2019-12-10,172
2019-12-11,177
2019-12-12,177
2019-12-13,180
2019-12-14,181
2019-12-15,177
2019-12-16,182
2019-12-17,182
2019-12-18,182
2019-12-19,181
2019-12-20,178
2019-12-21,177
2019-12-22,181
2019-12-23,181
2019-12-24,179
2019-12-25,175
2019-12-26,175
2019-12-27,175
2019-12-28,178
2019-12-29,178
2019-12-30,179
2019-12-31,186
2020-01-01,187
2020-01-02,187
2020-01-03,189
2020-01-04,183
2020-01-05,183
2020-01-06,178
2020-01-07,174
2020-01-08,174
2020-01-09,175
2020-01-10,174
2020-01-11,166
2020-01-12,157
2020-01-13,157
2020-01-14,158
2020-01-15,165
2020-01-16,167
2020-01-17,170
2020-01-18,170
2020-01-19,172
2020-01-20,169
2020-01-21,169
2020-01-22,168
2020-01-23,171
2020-01-24,175
2020-01-25,173
2020-01-26,175
2020-01-27,179
2020-01-28,180
2020-01-29,180
2020-01-30,181
2020-01-31,175
2020-02-01,175
2020-02-02,180
2020-02-03,189
2020-02-04,199
2020-02-05,206
2020-02-06,214
2020-02-07,206
2020-02-08,202
2020-02-09,193
2020-02-10,192
2020-02-11,189
2020-02-12,187
2020-02-13,187
2020-02-14,190
2020-02-15,199
2020-02-16,196
2020-02-17,193
2020-02-18,191
2020-02-19,196
2020-02-20,196
2020-02-21,196
2020-02-22,196
2020-02-23,198
2020-02-24,196
2020-02-25,201
2020-02-26,201
2020-02-27,198
2020-02-28,193
2020-02-29,193
2020-03-01,183
2020-03-02,173
2020-03-03,164
2020-03-04,157
2020-03-05,153
2020-03-06,150
2020-03-07,154
2020-03-08,156
2020-03-09,156
2020-03-10,163
2020-03-11,171
2020-03-12,167
2020-03-13,175
2020-03-14,181
2020-03-15,182
2020-03-16,177
2020-03-17,175
2020-03-18,173
2020-03-19,169
2020-03-20,166
2020-03-21,160
2020-03-22,160
2020-03-23,157
2020-03-24,158
2020-03-25,159
2020-03-26,164
2020-03-27,169
2020-03-28,168
2020-03-29,167
2020-03-30,168
2020-03-31,171
2020-04-01,169
2020-04-02,170
2020-04-03,170
2020-04-04,179
2020-04-05,183
2020-04-06,182
2020-04-07,185
2020-04-08,183
2020-04-09,181
2020-04-10,181
2020-04-11,179
2020-04-12,182
2020-04-13,182
2020-04-14,180
2020-04-15,180
2020-04-16,181
2020-04-17,183
2020-04-18,186
2020-04-19,184
2020-04-20,185
2020-04-21,188
2020-04-22,186
2020-04-23,184
2020-04-24,186
2020-04-25,187
2020-04-26,186
2020-04-27,183
2020-04-28,187
2020-04-29,190
2020-04-30,199
2020-05-01,200
2020-05-02,204
2020-05-03,198
2020-05-04,199
2020-05-05,198
2020-05-06,202
2020-05-07,204
2020-05-08,205
2020-05-09,208
2020-05-10,200
2020-05-11,191
2020-05-12,191
2020-05-13,186
