date_obj,Iron%20kiteshield%20(g) price
2015-11-24,305308
2015-11-25,308907
2015-11-26,308907
2015-11-27,306431
2015-11-28,306431
2015-11-29,299263
2015-11-30,294166
2015-12-01,294166
2015-12-02,294456
2015-12-03,299930
2015-12-04,299930
2015-12-05,303352
2015-12-06,305563
2015-12-07,305563
2015-12-08,309978
2015-12-10,317089
2015-12-11,317089
2015-12-12,311282
2015-12-13,302189
2015-12-14,302189
2015-12-15,293055
2015-12-16,292486
2015-12-17,292486
2015-12-18,292202
2015-12-19,292202
2015-12-20,291491
2015-12-21,291491
2015-12-22,291480
2015-12-23,291480
2015-12-24,290727
2015-12-25,290727
2015-12-26,294380
2015-12-27,291352
2015-12-28,291352
2015-12-29,289338
2015-12-30,296437
2015-12-31,296437
2016-01-01,299286
2016-01-02,299286
2016-01-03,294269
2016-01-04,301779
2016-01-05,301779
2016-01-06,305338
2016-01-07,305338
2016-01-08,309848
2016-01-09,309848
2016-01-10,310042
2016-01-11,310042
2016-01-12,307095
2016-01-13,307095
2016-01-14,303108
2016-01-15,303108
2016-01-16,299680
2016-01-17,299680
2016-01-18,294298
2016-01-19,294298
2016-01-20,291717
2016-01-21,291717
2016-01-22,295350
2016-01-23,295350
2016-01-24,297998
2016-01-25,302317
2016-01-26,302317
2016-01-27,308850
2016-01-28,308850
2016-01-29,311652
2016-01-30,311652
2016-01-31,316010
2016-02-01,321109
2016-02-02,321109
2016-02-03,324495
2016-02-04,324495
2016-02-05,326866
2016-02-06,334622
2016-02-07,334622
2016-02-08,338993
2016-02-09,338993
2016-02-10,346844
2016-02-11,346844
2016-02-12,351866
2016-02-13,357334
2016-02-14,357334
2016-02-15,360448
2016-02-16,369514
2016-02-17,379137
2016-02-18,379137
2016-02-19,386221
2016-02-20,386370
2016-02-21,386115
2016-02-22,386115
2016-02-23,379106
2016-02-24,379106
2016-02-25,386347
2016-02-26,386347
2016-02-27,384200
2016-02-28,384200
2016-02-29,377634
2016-03-01,381261
2016-03-02,381261
2016-03-03,389930
2016-03-04,389930
2016-03-05,385169
2016-03-06,377327
2016-03-07,377327
2016-03-08,374884
2016-03-09,375512
2016-03-10,386940
2016-03-11,395985
2016-03-12,397018
2016-03-13,397018
2016-03-14,399724
2016-03-15,404607
2016-03-16,400456
2016-03-17,400456
2016-03-18,396474
2016-03-19,396474
2016-03-20,402600
2016-03-21,402600
2016-03-22,407905
2016-03-23,406080
2016-03-24,406080
2016-03-25,398087
2016-03-26,392978
2016-03-27,392978
2016-03-28,395161
2016-03-29,395161
2016-03-30,403438
2016-03-31,403127
2016-04-01,403127
2016-04-02,400307
2016-04-03,396232
2016-04-04,396514
2016-04-05,396514
2016-04-06,389851
2016-04-07,389851
2016-04-08,379098
2016-04-09,371078
2016-04-10,359626
2016-04-11,359626
2016-04-12,348506
2016-04-13,348506
2016-04-14,341803
2016-04-15,342160
2016-04-16,342160
2016-04-17,344698
2016-04-18,345409
2016-04-19,345409
2016-04-20,352917
2016-04-21,352917
2016-04-22,358170
2016-04-23,363948
2016-04-24,370566
2016-04-25,371586
2016-04-26,371586
2016-04-27,363600
2016-04-28,361538
2016-04-29,361538
2016-04-30,352118
2016-05-01,352118
2016-05-02,350755
2016-05-03,343375
2016-05-04,343375
2016-05-05,343873
2016-05-06,343873
2016-05-07,341834
2016-05-08,341834
2016-05-09,330526
2016-05-10,320374
2016-05-11,320374
2016-05-12,309355
2016-05-13,302366
2016-05-14,298618
2016-05-15,295873
2016-05-16,295873
2016-05-17,296203
2016-05-18,298657
2016-05-19,298657
2016-05-22,295458
2016-05-23,281521
2016-05-24,270413
2016-05-25,260432
2016-05-26,258920
2016-05-27,261894
2016-05-28,261894
2016-05-29,263769
2016-05-30,263769
2016-05-31,264849
2016-06-01,266373
2016-06-02,270519
2016-06-03,270519
2016-06-04,278579
2016-06-05,278579
2016-06-06,280880
2016-06-07,280880
2016-06-08,281397
2016-06-09,284957
2016-06-10,290966
2016-06-11,290966
2016-06-12,296129
2016-06-13,296129
2016-06-14,285596
2016-06-15,285596
2016-06-16,279750
2016-06-17,275863
2016-06-18,275863
2016-06-19,278566
2016-06-20,272925
2016-06-21,268828
2016-06-22,265080
2016-06-23,256453
2016-06-24,252234
2016-06-25,249105
2016-06-26,249105
2016-06-27,245022
2016-06-28,242139
2016-06-29,245545
2016-06-30,244745
2016-07-01,242983
2016-07-02,242983
2016-07-03,243435
2016-07-04,241102
2016-07-05,241102
2016-07-06,237006
2016-07-07,225266
2016-07-08,214002
2016-07-09,203336
2016-07-10,193169
2016-07-11,184306
2016-07-12,182584
2016-07-13,180017
2016-07-14,175621
2016-07-15,170892
2016-07-16,167405
2016-07-17,166693
2016-07-18,160121
2016-07-23,126789
2016-07-24,120623
2016-07-25,116789
2016-07-26,111251
2016-07-27,109122
2016-07-28,105445
2016-07-29,104935
2016-07-30,103498
2016-07-31,103498
2016-08-01,105693
2016-08-02,109065
2016-08-03,114491
2016-08-04,119564
2016-08-05,119564
2016-08-06,125373
2016-08-07,128507
2016-08-08,128507
2016-08-09,133610
2016-08-10,136138
2016-08-11,136138
2016-08-12,133855
2016-08-13,133855
2016-08-14,130409
2016-08-15,127729
2016-08-16,122908
2016-08-17,122908
2016-08-18,125609
2016-08-19,125335
2016-08-20,121987
2016-08-21,121987
2016-08-22,117691
2016-08-23,115504
2016-08-24,115504
2016-08-25,112712
2016-08-26,112712
2016-08-28,109750
2016-08-31,105622
2016-09-01,104587
2016-09-02,104587
2016-09-03,103148
2016-09-04,101210
2016-09-05,99948
2016-09-06,98499
2016-09-07,96590
2016-09-08,96590
2016-09-09,97325
2016-09-10,96979
2016-09-11,96979
2016-09-12,98316
2016-09-13,102208
2016-09-14,102208
2016-09-15,106730
2016-09-16,106730
2016-09-17,109072
2016-09-18,111583
2016-09-19,115929
2016-09-20,115929
2016-09-21,121490
2016-09-22,126708
2016-09-23,131313
2016-09-24,131313
2016-09-25,134745
2016-09-26,134745
2016-09-27,137374
2016-09-28,134916
2016-09-29,134916
2016-09-30,131000
2016-10-01,129930
2016-10-02,129930
2016-10-03,129141
2016-10-04,130369
2016-10-05,129972
2016-10-06,129258
2016-10-07,129258
2016-10-08,129867
2016-10-09,129867
2016-10-10,130586
2016-10-11,132963
2016-10-12,132963
2016-10-13,136493
2016-10-14,138723
2016-10-15,141839
2016-10-16,145143
2016-10-17,148239
2016-10-18,148239
2016-10-19,153644
2016-10-20,153644
2016-10-21,161185
2016-10-22,161185
2016-10-23,169245
2016-10-24,175318
2016-10-25,175318
2016-10-26,181038
2016-10-27,181038
2016-10-28,184024
2016-10-29,187753
2016-10-30,186166
2016-10-31,184586
2016-11-01,184586
2016-11-02,180476
2016-11-03,180476
2016-11-04,176279
2016-11-05,176279
2016-11-06,176526
2016-11-07,179297
2016-11-08,179525
2016-11-09,176113
2016-11-10,174604
2016-11-11,174604
2016-11-12,173291
2016-11-13,173291
2016-11-14,171141
2016-12-07,164505
2016-12-08,163922
2016-12-09,166631
2016-12-10,166631
2016-12-11,169449
2016-12-12,169750
2016-12-13,165297
2016-12-14,165369
2016-12-15,165369
2016-12-16,164282
2016-12-17,158134
2016-12-18,158134
2016-12-19,153134
2016-12-20,150170
2016-12-21,149298
2016-12-22,149298
2016-12-23,148242
2016-12-24,148242
2016-12-25,143271
2016-12-26,140663
2016-12-27,139673
2016-12-28,140122
2016-12-29,137961
2016-12-30,135468
2016-12-31,133917
2017-01-01,132267
2017-01-02,128115
2017-01-03,126435
2017-01-04,123242
2017-01-05,120880
2017-01-06,119637
2017-01-07,120547
2017-01-08,122582
2017-01-09,125184
2017-01-10,127788
2017-01-11,130636
2017-01-12,130817
2017-01-13,128341
2017-01-14,128016
2017-01-15,127412
2017-01-16,126299
2017-01-17,128594
2017-01-18,133751
2017-01-19,139554
2017-01-20,146198
2017-01-21,152708
2017-01-22,158721
2017-01-27,197411
2017-01-28,200673
2017-01-29,202249
2017-01-30,202249
2017-01-31,203593
2017-02-01,209850
2017-02-02,212787
2017-02-03,208375
2017-02-04,200105
2017-02-05,192674
2017-02-06,189127
2017-02-07,193909
2017-02-08,195764
2017-02-09,195764
2017-02-10,191740
2017-02-11,187606
2017-02-12,187606
2017-02-13,184901
2017-02-14,180873
2017-02-15,179263
2017-02-16,178089
2017-02-18,177392
2017-02-19,178644
2017-02-20,176996
2017-02-21,175932
2017-02-22,175334
2017-02-23,174635
2017-02-24,174635
2017-02-25,176747
2017-02-26,180782
2017-02-27,187289
2017-02-28,191844
2017-03-01,197865
2017-03-02,203267
2017-03-03,210438
2017-03-04,215985
2017-03-05,219511
2017-03-06,225294
2017-03-07,229572
2017-03-08,229572
2017-03-09,236110
2017-03-10,232785
2017-03-11,226608
2017-03-12,225956
2017-03-13,217611
2017-03-14,211545
2017-03-15,208423
2017-03-16,203540
2017-03-17,201214
2017-03-18,202706
2017-03-19,202265
2017-03-20,204010
2017-03-21,200804
2017-03-22,204147
2017-03-23,202682
2017-03-24,198510
2017-03-25,198510
2017-03-26,197633
2017-03-27,196392
2017-03-28,200598
2017-03-29,206387
2017-03-30,208054
2017-03-31,210526
2017-04-01,213355
2017-04-02,215943
2017-04-03,216646
2017-04-04,213450
2017-04-12,179962
2017-04-13,176245
2017-04-14,173574
2017-04-15,171403
2017-04-16,170763
2017-04-17,169112
2017-04-18,169409
2017-04-19,167078
2017-04-20,167078
2017-04-21,169723
2017-04-22,174256
2017-04-23,177459
2017-04-24,180721
2017-04-25,181022
2017-04-26,181022
2017-04-27,178379
2017-04-28,176231
2017-04-29,174482
2017-04-30,174248
2017-05-01,174248
2017-05-02,176283
2017-05-03,179805
2017-05-04,183631
2017-05-05,185045
2017-05-06,185045
2017-05-07,183645
2017-05-08,183866
2017-05-09,182936
2017-05-10,182150
2017-05-11,182150
2017-05-12,179461
2017-05-13,180507
2017-05-14,180507
2017-05-15,183708
2017-05-16,182861
2017-05-17,182861
2017-05-18,185010
2017-05-19,185010
2017-05-20,181823
2017-05-21,181823
2017-05-22,180397
2017-05-23,180397
2017-05-24,181458
2017-05-25,181765
2017-05-26,177761
2017-05-27,176147
2017-05-28,176147
2017-05-29,177192
2017-05-30,175973
2017-05-31,174875
2017-06-01,175554
2017-06-02,174363
2017-06-03,174363
2017-06-04,171058
2017-06-06,165387
2017-06-07,164107
2017-06-08,164107
2017-06-09,160240
2017-06-10,156893
2017-06-11,150918
2017-06-12,144920
2017-06-13,140570
2017-06-14,139252
2017-06-15,133502
2017-06-16,127653
2017-06-17,123827
2017-06-18,125797
2017-06-19,125797
2017-06-20,127881
2017-06-21,127769
2017-06-22,127769
2017-06-23,128588
2017-06-24,129344
2017-06-25,130075
2017-06-26,128757
2017-06-27,129230
2017-06-28,132347
2017-06-29,134717
2017-06-30,136533
2017-07-01,136533
2017-07-02,139512
2017-07-03,141285
2017-07-04,143884
2017-07-05,143884
2017-07-06,146971
2017-07-07,146971
2017-07-08,150554
2017-07-13,159347
2017-07-14,163128
2017-07-15,163128
2017-07-16,163919
2017-07-17,162157
2017-07-18,159216
2017-07-19,159372
2017-07-20,160468
2017-07-21,160755
2017-07-22,155894
2017-07-23,150480
2017-07-24,150480
2017-07-25,148526
2017-07-26,146053
2017-07-27,148579
2017-07-28,148579
2017-07-29,150223
2017-07-30,152798
2017-07-31,152798
2017-08-01,158170
2017-08-02,162342
2017-08-03,160873
2017-08-04,160873
2017-08-05,162513
2017-08-06,162513
2017-08-09,173329
2017-08-10,174461
2017-08-11,178006
2017-08-12,177168
2017-08-13,177242
2017-08-14,177242
2017-08-15,178530
2017-08-16,182793
2017-08-17,185431
2017-08-18,185431
2017-08-19,188610
2017-08-20,188630
2017-08-21,189290
2017-08-22,181875
2017-08-23,178588
2017-08-24,178588
2017-08-25,177245
2017-08-26,171903
2017-08-27,173355
2017-08-28,173519
2017-08-29,173519
2017-08-30,174368
2017-08-31,174368
2017-09-01,172516
2017-09-02,170915
2017-09-03,170915
2017-09-04,173657
2017-09-05,176255
2017-09-06,178215
2017-09-07,180925
2017-09-08,180925
2017-09-09,184551
2017-09-10,186520
2017-09-11,186520
2017-09-12,187036
2017-09-13,190165
2017-09-14,191374
2017-09-15,191374
2017-09-16,194891
2017-09-17,193085
2017-09-19,192991
2017-09-20,194246
2017-09-21,194246
2017-09-22,196695
2017-09-23,196695
2017-09-24,199762
2017-09-25,199762
2017-09-26,202083
2017-09-27,202083
2017-09-28,203282
2017-09-29,201748
2017-09-30,196839
2017-10-01,195209
2017-10-02,194269
2017-10-03,194269
2017-10-04,190183
2017-10-05,183839
2017-10-06,179823
2017-10-07,174107
2017-10-08,173491
2017-10-09,170117
2017-10-10,172171
2017-10-11,172171
2017-10-12,176735
2017-10-13,180367
2017-10-14,179285
2017-10-15,179285
2017-10-16,179704
2017-10-17,179704
2017-10-18,180950
2017-10-19,180950
2017-10-20,182137
2017-10-21,182137
2017-10-22,176049
2017-10-23,171754
2017-10-24,169838
2017-10-25,165794
2017-10-26,163912
2017-10-27,166076
2017-10-28,166076
2017-10-29,162481
2017-10-30,157234
2017-10-31,152967
2017-11-01,152967
2017-11-02,148778
2017-11-03,147212
2017-11-04,147433
2017-11-05,147433
2017-11-06,149058
2017-11-07,149058
2017-11-08,153440
2017-11-09,156949
2017-11-10,156949
2017-11-11,161034
2017-11-12,163700
2017-11-13,160272
2017-11-14,160272
2017-11-15,158709
2017-11-16,157114
2017-11-17,161445
2017-11-18,161445
2017-11-19,162408
2017-11-20,165701
2017-11-21,164749
2017-11-22,164749
2017-11-23,165806
2017-11-24,161779
2017-11-25,160010
2017-11-26,160997
2017-11-27,160997
2017-11-28,160042
2017-11-29,157468
2017-11-30,157468
2017-12-01,159867
2017-12-02,159867
2017-12-03,157579
2017-12-04,157579
2017-12-05,160250
2017-12-06,161503
2017-12-07,163193
2017-12-08,163193
2017-12-09,165622
2017-12-10,167032
2017-12-11,170854
2017-12-12,170854
2017-12-13,171315
2017-12-14,171315
2017-12-15,172734
2017-12-16,172734
2017-12-17,175444
2017-12-18,176979
2017-12-19,176979
2017-12-20,176274
2017-12-21,174902
2017-12-22,174902
2017-12-23,174617
2017-12-24,173155
2017-12-25,172665
2017-12-26,174548
2017-12-27,177826
2017-12-28,177826
2017-12-29,179931
2017-12-30,182925
2017-12-31,182925
2018-01-01,183501
2018-01-02,184576
2018-01-03,184231
2018-01-04,184231
2018-01-05,179934
2018-01-06,173713
2018-01-07,170595
2018-01-08,166259
2018-01-09,163081
2018-01-10,163081
2018-01-11,162401
2018-01-12,162555
2018-01-13,162345
2018-01-14,161364
2018-01-15,165404
2018-01-16,163497
2018-01-17,163257
2018-01-18,163714
2018-01-19,163714
2018-01-20,164043
2018-01-21,165292
2018-01-22,169318
2018-01-23,169907
2018-01-25,172526
2018-01-26,171823
2018-01-27,169410
2018-01-28,170137
2018-01-29,170890
2018-01-30,169704
2018-01-31,171798
2018-02-01,171798
2018-02-02,169442
2018-02-03,163450
2018-02-04,161213
2018-02-05,161213
2018-02-06,161068
2018-02-07,160217
2018-02-08,160217
2018-02-09,158826
2018-02-10,158826
2018-02-11,157781
2018-02-12,158058
2018-02-13,158058
2018-02-14,159618
2018-02-15,158534
2018-02-16,158534
2018-02-17,157684
2018-02-18,157866
2018-02-19,157936
2018-02-20,158083
2018-02-21,160131
2018-02-22,160131
2018-02-23,162728
2018-02-24,162728
2018-02-25,166197
2018-02-26,171918
2018-02-27,172327
2018-02-28,172327
2018-03-01,173728
2018-03-02,177784
2018-03-03,180773
2018-03-04,180773
2018-03-05,183056
2018-03-06,184304
2018-03-07,186088
2018-03-08,186088
2018-03-09,184019
2018-03-10,182246
2018-03-11,178719
2018-03-12,175782
2018-03-13,175782
2018-03-14,174410
2018-03-15,174410
2018-03-16,175576
2018-03-17,176501
2018-03-18,176501
2018-03-19,182432
2018-03-20,180528
2018-03-21,180528
2018-03-23,179612
2018-03-24,179720
2018-03-25,184161
2018-03-26,184161
2018-03-27,193069
2018-03-28,193069
2018-03-29,197518
2018-03-30,193659
2018-03-31,193659
2018-04-01,193249
2018-04-02,193835
2018-04-03,192184
2018-04-04,190770
2018-04-05,190770
2018-04-06,186699
2018-04-07,186699
2018-04-08,184138
2018-04-09,179507
2018-04-10,179507
2018-04-11,178661
2018-04-12,178278
2018-04-13,178278
2018-04-14,173777
2018-04-15,173471
2018-04-16,173471
2018-04-17,173583
2018-04-18,173583
2018-04-19,178668
2018-04-20,181889
2018-04-21,184235
2018-04-22,184235
2018-04-23,185847
2018-04-24,185847
2018-04-25,184441
2018-04-26,184441
2018-04-27,184186
2018-04-28,190492
2018-04-29,190452
2018-04-30,197927
2018-05-01,200487
2018-05-04,204454
2018-05-05,207997
2018-05-06,207997
2018-05-07,206128
2018-05-08,206128
2018-05-09,210068
2018-05-10,210030
2018-05-11,210030
2018-05-12,209797
2018-05-13,209797
2018-05-14,209159
2018-05-15,209159
2018-05-16,205550
2018-05-17,205550
2018-05-18,206658
2018-05-19,206351
2018-05-20,206351
2018-05-21,204911
2018-05-22,204911
2018-05-23,204522
2018-05-24,204522
2018-05-25,205053
2018-05-26,206704
2018-05-27,206704
2018-05-28,212123
2018-05-29,216603
2018-05-30,216603
2018-05-31,217716
2018-06-01,218674
2018-06-02,219030
2018-06-03,219030
2018-06-04,223092
2018-06-05,218180
2018-06-06,217855
2018-06-07,217855
2018-06-08,213015
2018-06-09,213015
2018-06-10,212265
2018-06-11,212265
2018-06-12,211950
2018-06-13,210786
2018-06-14,202342
2018-06-15,202342
2018-06-16,193643
2018-06-17,184912
2018-06-18,176730
2018-06-19,174842
2018-06-20,174842
2018-06-21,171052
2018-06-22,165647
2018-06-23,165647
2018-06-24,159600
2018-06-25,154205
2018-06-26,154205
2018-06-27,150385
2018-06-28,150385
2018-06-29,150167
2018-06-30,150167
2018-07-01,149475
2018-07-02,149475
2018-07-03,153271
2018-07-04,153271
2018-07-05,159950
2018-07-06,164490
2018-07-07,159393
2018-07-08,156608
2018-07-09,157434
2018-07-10,160352
2018-07-11,163410
2018-07-12,163410
2018-07-13,164329
2018-07-14,168909
2018-07-15,168909
2018-07-16,171152
2018-07-17,173212
2018-07-18,173212
2018-07-19,176748
2018-07-20,177776
2018-07-21,180650
2018-07-22,184418
2018-07-23,187705
2018-07-24,188628
2018-07-25,188628
2018-07-26,189691
2018-07-27,191562
2018-07-28,191562
2018-07-29,190381
2018-07-30,190381
2018-07-31,192293
2018-08-01,192293
2018-08-02,196853
2018-08-03,196853
2018-08-04,199995
2018-08-05,206945
2018-08-06,213410
2018-08-07,213410
2018-08-08,218715
2018-08-09,218715
2018-08-10,226162
2018-08-11,228816
2018-08-12,234333
2018-08-14,228850
2018-08-16,223490
2018-08-17,225821
2018-08-18,225821
2018-08-19,226882
2018-08-20,230755
2018-08-21,230755
2018-08-22,228683
2018-08-23,232933
2018-08-24,236926
2018-08-25,237360
2018-08-26,234081
2018-08-27,229663
2018-08-28,228542
2018-08-29,226037
2018-08-30,225891
2018-08-31,228815
2018-09-01,226303
2018-09-02,226277
2018-09-03,229131
2018-09-04,228453
2018-09-05,225787
2018-09-06,225787
2018-09-07,225322
2018-09-08,222303
2018-09-09,217247
2018-09-10,214805
2018-09-11,214805
2018-09-12,216277
2018-09-13,216576
2018-09-14,218811
2018-09-15,221323
2018-09-16,221323
2018-09-17,230078
2018-09-18,236092
2018-09-19,236092
2018-09-20,243020
2018-09-21,245891
2018-09-22,250358
2018-09-23,250358
2018-09-24,257487
2018-09-25,257487
2018-09-26,256192
2018-09-27,256192
2018-09-28,261492
2018-09-29,268015
2018-09-30,268824
2018-10-02,273310
2018-10-03,277577
2018-10-04,277577
2018-10-05,278408
2018-10-06,284434
2018-10-07,284434
2018-10-08,287817
2018-10-09,291261
2018-10-10,291781
2018-10-11,294632
2018-10-12,294632
2018-10-13,295289
2018-10-14,295289
2018-10-15,294660
2018-10-16,294660
2018-10-17,297377
2018-10-18,300405
2018-10-19,302104
2018-10-20,302104
2018-10-21,303698
2018-10-22,304564
2018-10-23,304564
2018-10-24,305461
2018-10-25,302735
2018-10-26,302735
2018-10-27,302502
2018-10-28,299896
2018-10-29,299896
2018-10-30,294090
2018-10-31,294404
2018-11-01,301760
2018-11-03,330800
2018-11-04,346811
2018-11-05,364152
2018-11-06,382016
2018-11-07,401117
2018-11-08,421173
2018-11-09,442232
2018-11-10,464344
2018-11-11,487475
2018-11-12,511076
2018-11-13,533247
2018-11-14,553782
2018-11-15,569998
2018-11-16,590179
2018-11-17,603210
2018-11-18,625472
2018-11-19,646507
2018-11-20,651607
2018-11-21,652306
2018-11-22,670805
2018-11-23,658332
2018-11-24,634573
2018-11-25,602974
2018-11-26,585451
2018-11-27,571930
2018-11-28,555747
2018-11-29,536951
2018-12-01,497808
2018-12-02,473732
2018-12-03,454968
2018-12-04,432466
2018-12-05,412723
2018-12-07,381570
2018-12-09,356631
2018-12-10,348942
2018-12-11,345423
2018-12-13,339779
2018-12-14,332097
2018-12-15,323799
2018-12-16,317059
2018-12-17,314767
2018-12-18,311231
2018-12-19,298539
2018-12-20,290297
2018-12-21,283265
2018-12-22,278782
2018-12-23,271237
2018-12-24,266186
2018-12-25,268445
2018-12-26,266000
2018-12-27,270107
2018-12-28,271437
2018-12-29,276412
2018-12-30,278683
2018-12-31,279228
2019-01-01,280965
2019-01-02,280387
2019-01-03,275738
2019-01-04,268988
2019-01-05,267647
2019-01-06,272287
2019-01-08,285024
2019-01-10,292629
2019-01-11,303996
2019-01-12,318958
2019-01-13,334787
2019-01-14,348118
2019-01-15,348567
2019-01-16,336217
2019-01-17,324495
2019-01-18,314526
2019-01-19,308722
2019-01-20,308720
2019-01-21,316739
2019-01-22,324661
2019-01-23,320374
2019-01-24,314295
2019-01-25,315941
2019-01-26,323004
2019-01-27,327845
2019-01-28,331755
2019-01-29,337492
2019-01-30,344459
2019-01-31,343771
2019-02-01,334831
2019-02-02,319155
2019-02-03,313312
2019-02-04,302858
2019-02-05,293349
2019-02-06,282709
2019-02-07,273959
2019-02-08,264475
2019-02-09,252823
2019-02-10,243033
2019-02-11,233974
2019-02-12,229914
2019-02-13,223975
2019-02-14,224422
2019-02-15,218187
2019-02-16,211913
2019-02-17,212181
2019-02-18,210864
2019-02-19,207029
2019-02-20,205643
2019-02-21,206968
2019-02-22,206271
2019-02-23,204802
2019-02-24,205667
2019-02-25,207004
2019-02-26,213465
2019-02-27,214919
2019-02-28,214919
2019-03-01,217148
2019-03-02,223073
2019-03-03,223860
2019-03-04,219201
2019-03-05,215065
2019-03-06,216193
2019-03-07,217199
2019-03-08,217199
2019-03-09,216626
2019-03-10,220005
2019-03-11,224252
2019-03-12,224983
2019-03-13,224983
2019-03-14,227473
2019-03-15,221817
2019-03-16,221623
2019-03-17,222533
2019-03-18,223177
2019-03-19,226889
2019-03-20,231394
2019-03-21,235042
2019-03-22,240096
2019-03-23,243248
2019-03-24,247024
2019-03-25,251023
2019-03-26,253901
2019-03-27,253901
2019-03-28,253565
2019-03-29,251363
2019-03-30,251363
2019-03-31,249642
2019-04-01,253216
