date_obj,Iron%20plateskirt%20(g) price
2015-11-09,9487
2015-11-10,9487
2015-11-11,9911
2015-11-12,9911
2015-11-13,9911
2015-11-14,9911
2015-11-15,10102
2015-11-16,10102
2015-11-17,10102
2015-11-18,10257
2015-11-19,10257
2015-11-20,10213
2015-11-21,10213
2015-11-22,10213
2015-11-23,10213
2015-11-24,9953
2015-11-25,9953
2015-11-26,9953
2015-11-27,9641
2015-11-28,9641
2015-11-29,9424
2015-11-30,9424
2015-12-01,9424
2015-12-02,9031
2015-12-03,9031
2015-12-04,9031
2015-12-05,8809
2015-12-06,8809
2015-12-07,8534
2015-12-08,8534
2015-12-09,8528
2015-12-10,8528
2015-12-11,8528
2015-12-12,8595
2015-12-13,8595
2015-12-14,8595
2015-12-15,8545
2015-12-16,8545
2015-12-17,8545
2015-12-18,8436
2015-12-19,8436
2015-12-20,8436
2015-12-21,8254
2015-12-22,8254
2015-12-23,8059
2015-12-24,8059
2015-12-25,8059
2015-12-26,7937
2015-12-27,7937
2015-12-28,7817
2015-12-29,7817
2015-12-30,7635
2015-12-31,7635
2016-01-01,7635
2016-01-02,7675
2016-01-03,7675
2016-01-04,7826
2016-01-05,7826
2016-01-06,7826
2016-01-07,7782
2016-01-08,7782
2016-01-09,7782
2016-01-10,7976
2016-01-11,7976
2016-01-12,7720
2016-01-13,7720
2016-01-14,7529
2016-01-15,7529
2016-01-16,7529
2016-01-17,7334
2016-01-18,7334
2016-01-19,7334
2016-01-20,7134
2016-01-21,7134
2016-01-22,7134
2016-01-23,7147
2016-01-24,7147
2016-01-25,7147
2016-01-26,7039
2016-01-27,7039
2016-01-28,7039
2016-01-29,7130
2016-01-30,7130
2016-01-31,7130
2016-02-01,7165
2016-02-02,7165
2016-02-03,7165
2016-02-04,7441
2016-02-05,7441
2016-02-06,7441
2016-02-07,7390
2016-02-08,7390
2016-02-09,7390
2016-02-10,7597
2016-02-11,7597
2016-02-12,7597
2016-02-13,7630
2016-02-14,7630
2016-02-15,7630
2016-02-16,7571
2016-02-17,7571
2016-02-18,7571
2016-02-19,7864
2016-02-20,7864
2016-02-21,7897
2016-02-22,7897
2016-02-23,7897
2016-02-24,7897
2016-02-25,7995
2016-02-26,7995
2016-02-27,8161
2016-02-28,8161
2016-02-29,8392
2016-03-01,8392
2016-03-02,8392
2016-03-03,8657
2016-03-04,8657
2016-03-05,8657
2016-03-06,8991
2016-03-07,8991
2016-03-08,8991
2016-03-09,9364
2016-03-10,9364
2016-03-11,9364
2016-03-12,9244
2016-03-13,9244
2016-03-14,9244
2016-03-15,9200
2016-03-16,9200
2016-03-17,9389
2016-03-18,9389
2016-03-19,9784
2016-03-20,9784
2016-03-21,9784
2016-03-22,9832
2016-03-23,9832
2016-03-24,10297
2016-03-25,10297
2016-03-26,10670
2016-03-27,10670
2016-03-28,11152
2016-03-29,11152
2016-03-30,11152
2016-03-31,11451
2016-04-01,11451
2016-04-02,11451
2016-04-03,11401
2016-04-04,11401
2016-04-05,11401
2016-04-06,11279
2016-04-07,11279
2016-04-08,11279
2016-04-09,11175
2016-04-10,11175
2016-04-11,11175
2016-04-12,11337
2016-04-13,11337
2016-04-14,11337
2016-04-15,11499
2016-04-16,11499
2016-04-17,11499
2016-04-18,11164
2016-04-19,11164
2016-04-20,11164
2016-04-21,11134
2016-04-22,11134
2016-04-23,11134
2016-04-24,11089
2016-04-25,11089
2016-04-26,11271
2016-04-27,11271
2016-04-28,11271
2016-04-29,11807
2016-04-30,11807
2016-05-01,11807
2016-05-02,12213
2016-05-03,12213
2016-05-04,12213
2016-05-05,12743
2016-05-06,12743
2016-05-07,12743
2016-05-08,12743
2016-05-09,12979
2016-05-10,12979
2016-05-11,12979
2016-05-12,13310
2016-05-13,13310
2016-05-14,13457
2016-05-15,13457
2016-05-16,13559
2016-05-17,13559
2016-05-18,14080
2016-05-19,14080
2016-05-22,14464
2016-05-23,14938
2016-05-24,14938
2016-05-25,14938
2016-05-26,14830
2016-05-27,14830
2016-05-28,14830
2016-05-29,14913
2016-05-30,14913
2016-05-31,14913
2016-06-01,14776
2016-06-02,14776
2016-06-03,14776
2016-06-04,15115
2016-06-05,15115
2016-06-06,15115
2016-06-07,15849
2016-06-08,15849
2016-06-09,15849
2016-06-10,16391
2016-06-11,16391
2016-06-12,16391
2016-06-13,16391
2016-06-14,17173
2016-06-15,17173
2016-06-16,17173
2016-06-17,17937
2016-06-18,17937
2016-06-19,17937
2016-06-20,17937
2016-06-21,18117
2016-06-22,18117
2016-06-23,18117
2016-06-24,18448
2016-06-25,18448
2016-06-26,18448
2016-06-27,19324
2016-06-28,19324
2016-06-29,19324
2016-06-30,19232
2016-07-01,19232
2016-07-02,19232
2016-07-03,18704
2016-07-04,18704
2016-07-05,18704
2016-07-06,18330
2016-07-07,18330
2016-07-08,17413
2016-07-09,16597
2016-07-10,16597
2016-07-11,15800
2016-07-12,15086
2016-07-13,15086
2016-07-14,14331
2016-07-15,14331
2016-07-16,13699
2016-07-17,13699
2016-07-18,13014
2016-07-23,11991
2016-07-24,11483
2016-07-25,11483
2016-07-26,11178
2016-07-27,11178
2016-07-28,10808
2016-07-29,10808
2016-07-30,10367
2016-07-31,10367
2016-08-01,10367
2016-08-02,9848
2016-08-03,9848
2016-08-04,9416
2016-08-05,9416
2016-08-06,9367
2016-08-07,9367
2016-08-08,9367
2016-08-09,9189
2016-08-10,9189
2016-08-11,9189
2016-08-12,9189
2016-08-13,8805
2016-08-14,8805
2016-08-15,8805
2016-08-16,8483
2016-08-17,8483
2016-08-18,8483
2016-08-19,8588
2016-08-20,8588
2016-08-21,8588
2016-08-22,8505
2016-08-23,8505
2016-08-24,8685
2016-08-25,8685
2016-08-26,8685
2016-08-28,8587
2016-08-31,8475
2016-09-01,8475
2016-09-02,8300
2016-09-03,8300
2016-09-04,8449
2016-09-05,8449
2016-09-06,8449
2016-09-07,8659
2016-09-08,8659
2016-09-09,8659
2016-09-10,8659
2016-09-11,8758
2016-09-12,8758
2016-09-13,8758
2016-09-14,8708
2016-09-15,8708
2016-09-16,8708
2016-09-17,8708
2016-09-18,8783
2016-09-19,8783
2016-09-20,8783
2016-09-21,8719
2016-09-22,8719
2016-09-23,8719
2016-09-24,8719
2016-09-25,8526
2016-09-26,8526
2016-09-27,8526
2016-09-28,8541
2016-09-29,8541
2016-09-30,8572
2016-10-01,8572
2016-10-02,8572
2016-10-03,8572
2016-10-04,8149
2016-10-05,8149
2016-10-06,8116
2016-10-07,8116
2016-10-08,8116
2016-10-09,8355
2016-10-10,8355
2016-10-11,8541
2016-10-12,8541
2016-10-13,8541
2016-10-14,8345
2016-10-15,8345
2016-10-16,8345
2016-10-17,8134
2016-10-18,8134
2016-10-19,8134
2016-10-20,8004
2016-10-21,8004
2016-10-22,8004
2016-10-23,8004
2016-10-24,8004
2016-10-25,8004
2016-10-26,7886
2016-10-27,7886
2016-10-28,7886
2016-10-29,7967
2016-10-30,7967
2016-10-31,7954
2016-11-01,7954
2016-11-02,7954
2016-11-03,7850
2016-11-04,7850
2016-11-05,7850
2016-11-06,7896
2016-11-07,7896
2016-11-08,7896
2016-11-09,7977
2016-11-10,7977
2016-11-11,7977
2016-11-12,7941
2016-11-13,7941
2016-11-14,7941
2016-12-07,9009
2016-12-08,9139
2016-12-09,9139
2016-12-10,9139
2016-12-11,9203
2016-12-12,9203
2016-12-13,9203
2016-12-14,9161
2016-12-15,9161
2016-12-16,9161
2016-12-17,9148
2016-12-18,9148
2016-12-19,9148
2016-12-20,9228
2016-12-21,9228
2016-12-22,9228
2016-12-23,9570
2016-12-24,9570
2016-12-25,9570
2016-12-26,9821
2016-12-27,9821
2016-12-28,9806
2016-12-29,9806
2016-12-30,9806
2016-12-31,9611
2017-01-01,9611
2017-01-02,9611
2017-01-03,9625
2017-01-04,9625
2017-01-05,9625
2017-01-06,9389
2017-01-07,9389
2017-01-08,9389
2017-01-09,9336
2017-01-10,9336
2017-01-11,9336
2017-01-12,9534
2017-01-13,9534
2017-01-14,9920
2017-01-15,9920
2017-01-16,10243
2017-01-17,10243
2017-01-18,10515
2017-01-19,10515
2017-01-20,10515
2017-01-21,10821
2017-01-22,10821
2017-01-27,11060
2017-01-28,11060
2017-01-29,10782
2017-01-30,10782
2017-01-31,10782
2017-02-01,10903
2017-02-02,10903
2017-02-03,10903
2017-02-04,10880
2017-02-05,10880
2017-02-06,10880
2017-02-07,11265
2017-02-08,11265
2017-02-09,11265
2017-02-10,10793
2017-02-11,10278
2017-02-12,9819
2017-02-13,9349
2017-02-14,8920
2017-02-15,8512
2017-02-16,8086
2017-02-18,7701
2017-02-19,7358
2017-02-20,7012
2017-02-21,6686
2017-02-22,6686
2017-02-23,6351
2017-02-24,6351
2017-02-25,6108
2017-02-26,6108
2017-02-27,5837
2017-02-28,5596
2017-03-01,5596
2017-03-02,5316
2017-03-03,5316
2017-03-04,5056
2017-03-05,5056
2017-03-06,4859
2017-03-07,4859
2017-03-08,4740
2017-03-09,4740
2017-03-10,4503
2017-03-11,4329
2017-03-12,4329
2017-03-13,4191
2017-03-14,4373
2017-03-15,4373
2017-03-16,4268
2017-03-17,4268
2017-03-18,4069
2017-03-19,4069
2017-03-20,4092
2017-03-21,4092
2017-03-22,4297
2017-03-23,4297
2017-03-24,4512
2017-03-25,4512
2017-03-26,4512
2017-03-27,4622
2017-03-28,4622
2017-03-29,4698
2017-03-30,4698
2017-03-31,4593
2017-04-01,4593
2017-04-02,4593
2017-04-03,4520
2017-04-04,4520
2017-04-12,4696
2017-04-13,4852
2017-04-14,4852
2017-04-15,4852
2017-04-16,4757
2017-04-17,4757
2017-04-18,4777
2017-04-19,4777
2017-04-20,4632
2017-04-21,4632
2017-04-22,4632
2017-04-23,4508
2017-04-24,4508
2017-04-25,4352
2017-04-26,4352
2017-04-27,4416
2017-04-28,4416
2017-04-29,4447
2017-04-30,4447
2017-05-01,4447
2017-05-02,4369
2017-05-03,4369
2017-05-04,4356
2017-05-05,4356
2017-05-06,4356
2017-05-07,4415
2017-05-08,4415
2017-05-09,4337
2017-05-10,4337
2017-05-11,4337
2017-05-12,4238
2017-05-13,4238
2017-05-14,4103
2017-05-15,4103
2017-05-16,4059
2017-05-17,4059
2017-05-18,4145
2017-05-19,4145
2017-05-20,4226
2017-05-21,4226
2017-05-22,4226
2017-05-23,4162
2017-05-24,4162
2017-05-25,4162
2017-05-26,4313
2017-05-27,4313
2017-05-28,4476
2017-05-29,4476
2017-05-30,4476
2017-05-31,4650
2017-06-01,4650
2017-06-02,4650
2017-06-03,4860
2017-06-04,4860
2017-06-06,4828
2017-06-07,4828
2017-06-08,4828
2017-06-09,4823
2017-06-10,4823
2017-06-11,4659
2017-06-12,4659
2017-06-13,4623
2017-06-14,4623
2017-06-15,4820
2017-06-16,4820
2017-06-17,4820
2017-06-18,4864
2017-06-19,4864
2017-06-20,4632
2017-06-21,4632
2017-06-22,4632
2017-06-23,4454
2017-06-24,4454
2017-06-25,4366
2017-06-26,4366
2017-06-27,4272
2017-06-28,4272
2017-06-29,4385
2017-06-30,4385
2017-07-01,4385
2017-07-02,4249
2017-07-03,4249
2017-07-04,4066
2017-07-05,4066
2017-07-06,4066
2017-07-07,4192
2017-07-08,4192
2017-07-13,4151
2017-07-14,4068
2017-07-15,4068
2017-07-16,4068
2017-07-17,4037
2017-07-18,4037
2017-07-19,3923
2017-07-20,3923
2017-07-21,3877
2017-07-22,3877
2017-07-23,3755
2017-07-24,3755
2017-07-25,3755
2017-07-26,3711
2017-07-27,3711
2017-07-28,3730
2017-07-29,3730
2017-07-30,3630
2017-07-31,3630
2017-08-01,3630
2017-08-02,3667
2017-08-03,3667
2017-08-04,3667
2017-08-05,3660
2017-08-06,3660
2017-08-09,3508
2017-08-10,3394
2017-08-11,3394
2017-08-12,3298
2017-08-13,3298
2017-08-14,3298
2017-08-15,3134
2017-08-16,3134
2017-08-17,3217
2017-08-18,3217
2017-08-19,3217
2017-08-20,3332
2017-08-21,3332
2017-08-22,3407
2017-08-23,3407
2017-08-24,3407
2017-08-25,3264
2017-08-26,3264
2017-08-27,3312
2017-08-28,3312
2017-08-29,3312
2017-08-30,3391
2017-08-31,3391
2017-09-01,3391
2017-09-02,3358
2017-09-03,3358
2017-09-04,3358
2017-09-05,3327
2017-09-06,3327
2017-09-07,3344
2017-09-08,3344
2017-09-09,3445
2017-09-10,3445
2017-09-11,3599
2017-09-12,3599
2017-09-13,3592
2017-09-14,3592
2017-09-15,3592
2017-09-16,3668
2017-09-17,3668
2017-09-19,3732
2017-09-20,3723
2017-09-21,3723
2017-09-22,3844
2017-09-23,3844
2017-09-24,3844
2017-09-25,3892
2017-09-26,3892
2017-09-27,3892
2017-09-28,3980
2017-09-29,3980
2017-09-30,3963
2017-10-01,3963
2017-10-02,4018
2017-10-03,4018
2017-10-04,4018
2017-10-05,4202
2017-10-06,4202
2017-10-07,4384
2017-10-08,4384
2017-10-09,4600
2017-10-10,4600
2017-10-11,4600
2017-10-12,4811
2017-10-13,4811
2017-10-14,4811
2017-10-15,5040
2017-10-16,5040
2017-10-17,5040
2017-10-18,5208
2017-10-19,5208
2017-10-20,5208
2017-10-21,5137
2017-10-22,5137
2017-10-23,5111
2017-10-24,5111
2017-10-25,5111
2017-10-26,5211
2017-10-27,5211
2017-10-28,5211
2017-10-29,5308
2017-10-30,5308
2017-10-31,5308
2017-11-01,5567
2017-11-02,5567
2017-11-03,5567
2017-11-04,5688
2017-11-05,5688
2017-11-06,5688
2017-11-07,5751
2017-11-08,5751
2017-11-09,5751
2017-11-10,5851
2017-11-11,5851
2017-11-12,5802
2017-11-13,5802
2017-11-14,5802
2017-11-15,5913
2017-11-16,5913
2017-11-17,5913
2017-11-18,6119
2017-11-19,6119
2017-11-20,6300
2017-11-21,6300
2017-11-22,6300
2017-11-23,6335
2017-11-24,6335
2017-11-25,6335
2017-11-26,6135
2017-11-27,6135
2017-11-28,6135
2017-11-29,5986
2017-11-30,5986
2017-12-01,5986
2017-12-02,5918
2017-12-03,5918
2017-12-04,5918
2017-12-05,5821
2017-12-06,5821
2017-12-07,5821
2017-12-08,5747
2017-12-09,5747
2017-12-10,5757
2017-12-11,5757
2017-12-12,5757
2017-12-13,5512
2017-12-14,5512
2017-12-15,5512
2017-12-16,5658
2017-12-17,5658
2017-12-18,5509
2017-12-19,5509
2017-12-20,5509
2017-12-21,5296
2017-12-22,5296
2017-12-23,5085
2017-12-24,5085
2017-12-25,5085
2017-12-26,4914
2017-12-27,4914
2017-12-28,4689
2017-12-29,4689
2017-12-30,4560
2017-12-31,4560
2018-01-01,4560
2018-01-02,4332
2018-01-03,4332
2018-01-04,4115
2018-01-05,4115
2018-01-06,3936
2018-01-07,3936
2018-01-08,3936
2018-01-09,3869
2018-01-10,3869
2018-01-11,3869
2018-01-12,3709
2018-01-13,3709
2018-01-14,3630
2018-01-15,3630
2018-01-16,3542
2018-01-17,3542
2018-01-18,3403
2018-01-19,3403
2018-01-20,3403
2018-01-21,3358
2018-01-22,3358
2018-01-23,3282
2018-01-25,3282
2018-01-26,3195
2018-01-27,3195
2018-01-28,3307
2018-01-29,3307
2018-01-30,3307
2018-01-31,3374
2018-02-01,3374
2018-02-02,3374
2018-02-03,3395
2018-02-04,3395
2018-02-05,3395
2018-02-06,3307
2018-02-07,3307
2018-02-08,3307
2018-02-09,3343
2018-02-10,3343
2018-02-11,3343
2018-02-12,3389
2018-02-13,3389
2018-02-14,3389
2018-02-15,3477
2018-02-16,3477
2018-02-17,3426
2018-02-18,3426
2018-02-19,3318
2018-02-20,3318
2018-02-21,3318
2018-02-22,3442
2018-02-23,3442
2018-02-24,3442
2018-02-25,3436
2018-02-26,3436
2018-02-27,3436
2018-02-28,3352
2018-03-01,3352
2018-03-02,3263
2018-03-03,3263
2018-03-04,3263
2018-03-05,3287
2018-03-06,3287
2018-03-07,3299
2018-03-08,3299
2018-03-09,3299
2018-03-10,3337
2018-03-11,3337
2018-03-12,3279
2018-03-13,3279
2018-03-14,3279
2018-03-15,3230
2018-03-16,3230
2018-03-17,3083
2018-03-18,3083
2018-03-19,3083
2018-03-20,2941
2018-03-21,2941
2018-03-23,2851
2018-03-24,2851
2018-03-25,2979
2018-03-26,2979
2018-03-27,2979
2018-03-28,3057
2018-03-29,3057
2018-03-30,3057
2018-03-31,3113
2018-04-01,3113
2018-04-02,3113
2018-04-03,3045
2018-04-04,3045
2018-04-05,3045
2018-04-06,3134
2018-04-07,3134
2018-04-08,3134
2018-04-09,3168
2018-04-10,3168
2018-04-11,3168
2018-04-12,3141
2018-04-13,3141
2018-04-14,3141
2018-04-15,3141
2018-04-16,3057
2018-04-17,3057
2018-04-18,3057
2018-04-19,3057
2018-04-20,3194
2018-04-21,3194
2018-04-22,3194
2018-04-23,3194
2018-04-24,3274
2018-04-25,3274
2018-04-26,3274
2018-04-27,3274
2018-04-28,3390
2018-04-29,3390
2018-04-30,3390
2018-05-01,3417
2018-05-04,3417
2018-05-05,3492
2018-05-06,3492
2018-05-07,3492
2018-05-08,3550
2018-05-09,3550
2018-05-10,3550
2018-05-11,3672
2018-05-12,3672
2018-05-13,3672
2018-05-14,3794
2018-05-15,3794
2018-05-16,3794
2018-05-17,3750
2018-05-18,3750
2018-05-19,3755
2018-05-20,3755
2018-05-21,3755
2018-05-22,3754
2018-05-23,3754
2018-05-24,3798
2018-05-25,3798
2018-05-26,3798
2018-05-27,3720
2018-05-28,3720
2018-05-29,3748
2018-05-30,3748
2018-05-31,3748
2018-06-01,3846
2018-06-02,3846
2018-06-03,3991
2018-06-04,3991
2018-06-05,3956
2018-06-06,3956
2018-06-07,3956
2018-06-08,3971
2018-06-09,3971
2018-06-10,3971
2018-06-11,3971
2018-06-12,3910
2018-06-13,3910
2018-06-14,3910
2018-06-15,4061
2018-06-16,4061
2018-06-17,4061
2018-06-18,4206
2018-06-19,4206
2018-06-20,4206
2018-06-21,4206
2018-06-22,4278
2018-06-23,4278
2018-06-24,4278
2018-06-25,4278
2018-06-26,4453
2018-06-27,4453
2018-06-28,4453
2018-06-29,4621
2018-06-30,4621
2018-07-01,4621
2018-07-02,4725
2018-07-03,4725
2018-07-04,4725
2018-07-05,4833
2018-07-06,4833
2018-07-07,4833
2018-07-08,4718
2018-07-09,4718
2018-07-10,4718
2018-07-11,4718
2018-07-12,4718
2018-07-13,4718
2018-07-14,4812
2018-07-15,4812
2018-07-16,4812
2018-07-17,4643
2018-07-18,4643
2018-07-19,4643
2018-07-20,4428
2018-07-21,4428
2018-07-22,4262
2018-07-23,4262
2018-07-24,4195
2018-07-25,4195
2018-07-26,4195
2018-07-27,4267
2018-07-28,4267
2018-07-29,4267
2018-07-30,4127
2018-07-31,4127
2018-08-01,4127
2018-08-02,4058
2018-08-03,4058
2018-08-04,4058
2018-08-05,4002
2018-08-06,4002
2018-08-07,4002
2018-08-08,3998
2018-08-09,3998
2018-08-10,3998
2018-08-11,3883
2018-08-12,3883
2018-08-14,4005
2018-08-16,4005
2018-08-17,4123
2018-08-18,4123
2018-08-19,4123
2018-08-20,4311
2018-08-21,4311
2018-08-22,4311
2018-08-23,4506
2018-08-24,4506
2018-08-25,4656
2018-08-26,4656
2018-08-27,4656
2018-08-28,4754
2018-08-29,4754
2018-08-30,4754
2018-08-31,4826
2018-09-01,4826
2018-09-02,4893
2018-09-03,4893
2018-09-04,5036
2018-09-05,5036
2018-09-06,5036
2018-09-07,5185
2018-09-08,5185
2018-09-09,5185
2018-09-10,5245
2018-09-11,5245
2018-09-12,5245
2018-09-13,5408
2018-09-14,5408
2018-09-15,5512
2018-09-16,5512
2018-09-17,5512
2018-09-18,5419
2018-09-19,5419
2018-09-20,5419
2018-09-21,5404
2018-09-22,5404
2018-09-23,5481
2018-09-24,5481
2018-09-25,5481
2018-09-26,5567
2018-09-27,5567
2018-09-28,5567
2018-09-29,5623
2018-09-30,5623
2018-10-01,5623
2018-10-02,5669
2018-10-03,5669
2018-10-04,5669
2018-10-05,5835
2018-10-06,5835
2018-10-07,5835
2018-10-08,5739
2018-10-09,5739
2018-10-10,5739
2018-10-11,5703
2018-10-12,5703
2018-10-13,5703
2018-10-14,5473
2018-10-15,5473
2018-10-16,5473
2018-10-17,5366
2018-10-18,5366
2018-10-19,5507
2018-10-20,5507
2018-10-21,5507
2018-10-22,5656
2018-10-23,5656
2018-10-24,5656
2018-10-25,5653
2018-10-26,5653
2018-10-27,5653
2018-10-28,5401
2018-10-29,5401
2018-10-30,5401
2018-10-31,5447
2018-11-01,5447
2018-11-03,5497
2018-11-04,5382
2018-11-05,5329
2018-11-06,5365
2018-11-07,5365
2018-11-08,5445
2018-11-09,5445
2018-11-10,5482
2018-11-11,5482
2018-11-12,5617
2018-11-13,5664
2018-11-14,5664
2018-11-15,5698
2018-11-16,5774
2018-11-17,5774
2018-11-18,5985
2018-11-19,5985
2018-11-20,6222
2018-11-21,6222
2018-11-22,6325
2018-11-23,6325
2018-11-24,6379
2018-11-25,6160
2018-11-26,6160
2018-11-27,6153
2018-11-28,6250
2018-11-29,6284
2018-12-01,6180
2018-12-02,6180
2018-12-03,5992
2018-12-04,5992
2018-12-05,6095
2018-12-07,6099
2018-12-09,6234
2018-12-10,6035
2018-12-11,6035
2018-12-12,6081
2018-12-13,6081
2018-12-14,6104
2018-12-15,6104
2018-12-16,5992
2018-12-17,5992
2018-12-18,5826
2018-12-19,5826
2018-12-20,5815
2018-12-21,5815
2018-12-22,5863
2018-12-23,6096
2018-12-24,6096
2018-12-25,6130
2018-12-26,6130
2018-12-27,5872
2018-12-28,5872
2018-12-29,5991
2018-12-30,5991
2018-12-31,6110
2019-01-01,6110
2019-01-02,6231
2019-01-03,6231
2019-01-04,6178
2019-01-05,6051
2019-01-06,6091
2019-01-08,5820
2019-01-10,5848
2019-01-11,5848
2019-01-12,5903
2019-01-13,5903
2019-01-14,5733
2019-01-15,5733
2019-01-16,5557
2019-01-17,5557
2019-01-18,5485
2019-01-19,5431
2019-01-20,5212
2019-01-21,5212
2019-01-22,5100
2019-01-23,5100
2019-01-24,4952
2019-01-25,4952
2019-01-26,4968
2019-01-28,4955
2019-01-29,4883
2019-01-30,4967
2019-01-31,4967
2019-02-01,5168
2019-02-02,5168
2019-02-03,5260
2019-02-04,5260
2019-02-05,5322
2019-02-06,5322
2019-02-07,5222
2019-02-08,5222
2019-02-09,5020
2019-02-10,5020
2019-02-11,4902
2019-02-12,4902
2019-02-13,4815
2019-02-14,4815
2019-02-15,4764
2019-02-16,4764
2019-02-17,4784
2019-02-18,4784
2019-02-19,4852
2019-02-20,4852
2019-02-21,4956
2019-02-22,4956
2019-02-23,5102
2019-02-24,5117
2019-02-25,5117
2019-02-26,5367
2019-02-27,5367
2019-02-28,5367
2019-03-01,5255
2019-03-02,5255
2019-03-03,5039
2019-03-04,5039
2019-03-05,5057
2019-03-06,5057
2019-03-07,5103
2019-03-08,5103
2019-03-09,4979
2019-03-10,4979
2019-03-11,4773
2019-03-12,4773
2019-03-13,4702
2019-03-14,4735
2019-03-15,4735
2019-03-16,4796
2019-03-17,4869
2019-03-18,4869
2019-03-19,4869
2019-03-20,4912
2019-03-21,4912
2019-03-22,4885
2019-03-23,4885
2019-03-24,4902
2019-03-25,4902
2019-03-26,5089
2019-03-27,5089
2019-03-28,5249
2019-03-29,5249
2019-03-30,5258
