date_obj,Yew%20seed price
2019-04-05,85878
2019-04-06,85485
2019-04-07,85098
2019-04-08,83967
2019-04-09,83876
2019-04-10,83330
2019-04-11,82995
2019-04-12,81628
2019-04-13,79091
2019-04-14,75861
2019-04-15,74937
2019-04-16,74186
2019-04-17,73889
2019-04-18,73962
2019-04-19,75059
2019-04-20,75350
2019-04-21,75466
2019-04-22,76797
2019-04-23,77698
2019-04-24,78174
2019-04-25,79071
2019-04-26,79650
2019-04-27,78967
2019-04-28,78932
2019-04-29,78319
2019-04-30,78517
2019-05-01,79726
2019-05-02,80656
2019-05-03,80888
2019-05-04,79942
2019-05-05,78913
2019-05-06,78893
2019-05-07,79107
2019-05-08,78904
2019-05-09,78327
2019-05-10,78073
2019-05-11,77516
2019-05-12,77400
2019-05-13,77898
2019-05-14,77869
2019-05-15,78624
2019-05-16,79229
2019-05-17,78910
2019-05-18,78553
2019-05-19,78350
2019-05-20,78085
2019-05-21,78024
2019-05-22,77806
2019-05-23,78028
2019-05-24,78100
2019-05-25,77999
2019-05-26,75992
2019-05-27,75152
2019-05-28,74746
2019-05-29,74572
2019-05-30,75295
2019-05-31,75760
2019-06-01,75655
2019-06-02,74159
2019-06-03,73363
2019-06-04,72477
2019-06-05,72411
2019-06-06,72317
2019-06-07,72180
2019-06-08,73085
2019-06-09,73350
2019-06-10,73222
2019-06-11,72853
2019-06-12,74139
2019-06-13,74041
2019-06-14,73891
2019-06-15,72504
2019-06-16,73334
2019-06-17,73524
2019-06-18,73071
2019-06-19,72389
2019-06-20,72017
2019-06-21,70553
2019-06-22,70100
2019-06-23,70310
2019-06-24,70260
2019-06-25,71055
2019-06-26,70642
2019-06-27,69108
2019-06-28,69207
2019-06-29,69308
2019-06-30,68497
2019-07-01,68032
2019-07-02,68088
2019-07-03,69036
2019-07-04,69038
2019-07-05,69529
2019-07-06,69799
2019-07-07,69693
2019-07-08,69299
2019-07-09,70289
2019-07-10,72733
2019-07-11,72853
2019-07-12,72780
2019-07-13,75762
2019-07-14,77512
2019-07-15,77200
2019-07-16,78308
2019-07-17,77147
2019-07-18,76514
2019-07-19,76533
2019-07-20,76672
2019-07-21,77002
2019-07-22,78731
2019-07-23,82371
2019-07-24,83423
2019-07-25,87113
2019-07-26,91010
2019-07-27,93000
2019-07-28,93303
2019-07-29,92850
2019-07-30,91586
2019-07-31,91219
2019-08-01,89617
2019-08-02,89261
2019-08-03,86162
2019-08-04,84416
2019-08-05,82018
2019-08-06,80225
2019-08-07,78922
2019-08-08,78779
2019-08-09,78043
2019-08-10,76853
2019-08-11,75345
2019-08-12,73191
2019-08-13,72508
2019-08-14,71506
2019-08-15,70604
2019-08-16,69788
2019-08-17,68804
2019-08-18,69017
2019-08-19,68862
2019-08-20,70580
2019-08-21,71043
2019-08-22,71545
2019-08-23,71296
2019-08-24,71307
2019-08-24,71307
2019-08-25,71857
2019-08-25,71857
2019-08-26,72007
2019-08-26,72007
2019-08-27,72214
2019-08-27,72214
2019-08-28,72966
2019-08-29,73623
2019-08-30,74817
2019-08-31,74554
2019-09-01,77217
2019-09-02,80265
2019-09-03,79414
2019-09-04,76401
2019-09-05,74848
2019-09-06,74590
2019-09-07,74375
2019-09-08,73607
2019-09-09,73972
2019-09-10,74040
2019-09-11,73851
2019-09-12,73244
2019-09-13,72632
2019-09-14,71745
2019-09-15,71067
2019-09-16,70961
2019-09-17,71193
2019-09-18,70584
2019-09-19,70746
2019-09-20,70910
2019-09-21,69904
2019-09-22,69481
2019-09-23,69651
2019-09-24,69953
2019-09-25,71655
2019-09-26,72664
2019-09-27,72451
2019-09-28,72027
2019-09-29,72289
2019-09-30,73959
2019-10-01,76010
2019-10-02,79340
2019-10-03,81933
2019-10-04,85538
2019-10-05,83993
2019-10-06,83300
2019-10-07,83358
2019-10-08,83587
2019-10-09,83875
2019-10-10,86204
2019-10-11,85903
2019-10-12,86432
2019-10-13,85980
2019-10-14,87105
2019-10-15,86979
2019-10-16,87470
2019-10-17,87431
2019-10-18,86894
2019-10-19,85312
2019-10-20,81643
2019-10-21,82081
2019-10-22,82401
2019-10-23,81380
2019-10-24,80665
2019-10-25,80319
2019-10-26,79300
2019-10-27,76968
2019-10-28,77286
2019-10-29,77679
2019-10-30,77946
2019-10-31,77146
2019-11-01,76363
2019-11-02,77604
2019-11-03,78108
2019-11-04,78712
2019-11-05,81262
2019-11-06,83707
2019-11-07,84445
2019-11-08,84307
2019-11-09,85231
2019-11-10,84781
2019-11-11,83520
2019-11-12,82960
2019-11-13,82914
2019-11-14,82675
2019-11-15,81582
2019-11-16,79595
2019-11-17,79078
2019-11-18,78896
2019-11-19,78191
2019-11-20,78429
2019-11-21,78325
2019-11-22,77897
2019-11-23,77396
2019-11-24,77248
2019-11-25,77257
2019-11-26,77813
2019-11-27,77299
2019-11-28,77447
2019-11-29,78046
2019-11-30,78225
2019-12-01,78516
2019-12-02,78770
2019-12-03,79807
2019-12-04,82307
2019-12-05,82658
2019-12-06,82943
2019-12-07,81440
2019-12-08,81102
2019-12-09,80513
2019-12-10,80640
2019-12-11,79909
2019-12-12,80521
2019-12-13,80077
2019-12-14,79209
2019-12-15,78766
2019-12-16,78557
2019-12-17,78804
2019-12-18,78661
2019-12-19,78320
2019-12-20,77483
2019-12-21,77291
2019-12-22,76846
2019-12-23,75668
2019-12-24,76131
2019-12-25,76262
2019-12-26,74921
2019-12-27,75137
2019-12-28,74980
2019-12-29,74507
2019-12-30,73099
2019-12-31,73333
2020-01-01,73763
2020-01-02,74357
2020-01-03,74479
2020-01-04,74124
2020-01-05,74308
2020-01-06,73537
2020-01-07,73100
2020-01-08,73131
2020-01-09,73602
2020-01-10,73758
2020-01-11,74002
2020-01-12,73946
2020-01-13,74519
2020-01-14,75923
2020-01-15,76953
2020-01-16,77130
2020-01-17,76312
2020-01-18,74844
2020-01-19,74389
2020-01-20,74535
2020-01-21,75150
2020-01-22,75711
2020-01-23,75431
2020-01-24,75448
2020-01-25,73877
2020-01-26,72932
2020-01-27,73153
2020-01-28,72790
2020-01-29,73036
2020-01-30,72870
2020-01-31,72105
2020-02-01,72850
2020-02-02,71139
2020-02-03,70161
2020-02-04,70305
2020-02-05,70838
2020-02-06,68406
2020-02-07,66884
2020-02-08,63963
2020-02-09,60831
2020-02-10,59818
2020-02-11,60808
2020-02-12,62016
2020-02-13,62914
2020-02-14,63818
2020-02-15,63471
2020-02-16,62146
2020-02-17,62018
2020-02-18,61443
2020-02-19,62060
2020-02-20,62270
2020-02-21,62455
2020-02-22,61724
2020-02-23,61294
2020-02-24,61255
2020-02-25,61630
2020-02-26,62685
2020-02-27,63319
2020-02-28,64000
2020-02-29,63926
2020-03-01,63140
2020-03-02,62708
2020-03-03,62821
2020-03-04,63705
2020-03-05,63426
2020-03-06,62837
2020-03-07,62020
2020-03-08,62539
2020-03-09,63150
2020-03-10,65271
2020-03-11,68153
2020-03-12,69123
2020-03-13,69514
2020-03-14,68339
2020-03-15,67553
2020-03-16,66890
2020-03-17,66940
2020-03-18,66404
2020-03-19,66774
2020-03-20,67174
2020-03-21,67808
2020-03-22,67731
2020-03-23,66739
2020-03-24,67054
2020-03-25,67364
2020-03-26,68682
2020-03-27,69315
2020-03-28,69446
2020-03-29,68783
2020-03-30,69932
2020-03-31,71160
2020-04-01,71818
2020-04-02,73564
2020-04-03,73639
2020-04-04,73699
2020-04-05,73956
2020-04-06,74522
2020-04-07,75233
2020-04-08,77516
2020-04-09,77406
2020-04-10,77964
2020-04-11,78587
2020-04-12,77092
2020-04-13,77600
2020-04-14,77449
2020-04-15,77057
2020-04-16,77103
2020-04-17,76609
2020-04-18,76254
2020-04-19,75687
2020-04-20,76738
2020-04-21,80470
2020-04-22,82799
2020-04-23,84822
2020-04-24,85294
2020-04-25,83443
2020-04-26,81436
2020-04-27,81803
2020-04-28,82056
2020-04-29,79684
2020-04-30,80114
2020-05-01,78698
2020-05-02,78079
2020-05-03,77615
2020-05-04,77529
2020-05-05,77644
2020-05-06,76456
2020-05-07,76333
2020-05-08,76914
2020-05-09,76112
2020-05-10,76470
2020-05-11,76884
2020-05-12,77104
2020-05-13,78860
