date_obj,Grimy%20tarromin price
2015-10-05,52
2015-10-06,53
2015-10-07,53
2015-10-08,54
2015-10-09,53
2015-10-10,53
2015-10-11,52
2015-10-12,54
2015-10-13,54
2015-10-14,54
2015-10-15,53
2015-10-16,52
2015-10-17,52
2015-10-18,52
2015-10-19,54
2015-10-20,53
2015-10-22,53
2015-10-23,54
2015-10-24,54
2015-10-25,54
2015-10-26,56
2015-10-27,56
2015-10-29,56
2015-10-30,56
2015-10-31,56
2015-11-01,56
2015-11-02,57
2015-11-03,59
2015-11-04,59
2015-11-05,60
2015-11-06,60
2015-11-07,61
2015-11-08,61
2015-11-09,63
2015-11-10,63
2015-11-11,64
2015-11-12,64
2015-11-13,60
2015-11-14,58
2015-11-15,57
2015-11-16,57
2015-11-17,56
2015-11-18,56
2015-11-19,56
2015-11-20,58
2015-11-21,58
2015-11-22,61
2015-11-23,61
2015-11-24,65
2015-11-25,68
2015-11-26,68
2015-11-27,72
2015-11-28,75
2015-11-29,76
2015-11-30,79
2015-12-01,79
2015-12-02,79
2015-12-03,82
2015-12-04,82
2015-12-05,84
2015-12-06,86
2015-12-07,88
2015-12-08,89
2015-12-09,91
2015-12-10,90
2015-12-11,88
2015-12-12,87
2015-12-13,84
2015-12-14,84
2015-12-15,83
2015-12-16,80
2015-12-17,80
2015-12-18,79
2015-12-19,78
2015-12-20,78
2015-12-21,79
2015-12-22,80
2015-12-23,83
2015-12-24,88
2015-12-25,87
2015-12-26,88
2015-12-27,86
2015-12-28,85
2015-12-29,83
2015-12-30,81
2015-12-31,79
2016-01-01,79
2016-01-02,81
2016-01-03,84
2016-01-04,85
2016-01-05,85
2016-01-06,87
2016-01-07,87
2016-01-08,84
2016-01-09,82
2016-01-10,80
2016-01-11,79
2016-01-12,79
2016-01-13,79
2016-01-14,81
2016-01-15,81
2016-01-16,81
2016-01-17,81
2016-01-18,79
2016-01-19,77
2016-01-20,77
2016-01-21,76
2016-01-22,76
2016-01-23,74
2016-01-24,76
2016-01-25,77
2016-01-26,80
2016-01-27,79
2016-01-28,79
2016-01-29,78
2016-01-30,78
2016-01-31,78
2016-02-01,80
2016-02-02,82
2016-02-03,82
2016-02-04,81
2016-02-05,82
2016-02-06,79
2016-02-07,76
2016-02-08,72
2016-02-09,71
2016-02-10,73
2016-02-11,73
2016-02-12,73
2016-02-13,73
2016-02-14,72
2016-02-15,73
2016-02-16,77
2016-02-17,81
2016-02-18,82
2016-02-19,83
2016-02-20,87
2016-02-21,90
2016-02-22,90
2016-02-23,92
2016-02-24,91
2016-02-25,90
2016-02-26,90
2016-02-27,91
2016-02-28,91
2016-02-29,88
2016-03-01,88
2016-03-02,90
2016-03-03,93
2016-03-04,94
2016-03-05,93
2016-03-06,91
2016-03-07,88
2016-03-08,84
2016-03-09,81
2016-03-10,85
2016-03-11,88
2016-03-12,88
2016-03-13,88
2016-03-14,86
2016-03-15,86
2016-03-16,90
2016-03-17,86
2016-03-18,85
2016-03-19,84
2016-03-20,83
2016-03-21,79
2016-03-22,77
2016-03-23,74
2016-03-24,77
2016-03-25,79
2016-03-26,81
2016-03-27,78
2016-03-28,79
2016-03-29,81
2016-03-30,81
2016-03-31,82
2016-04-01,80
2016-04-02,80
2016-04-03,77
2016-04-04,77
2016-04-05,77
2016-04-06,77
2016-04-07,77
2016-04-08,78
2016-04-09,78
2016-04-10,78
2016-04-11,78
2016-04-12,79
2016-04-13,81
2016-04-14,81
2016-04-15,80
2016-04-16,79
2016-04-17,77
2016-04-18,77
2016-04-19,75
2016-04-20,73
2016-04-21,73
2016-04-22,73
2016-04-23,71
2016-04-24,69
2016-04-25,69
2016-04-26,70
2016-04-27,71
2016-04-28,69
2016-04-29,68
2016-04-30,66
2016-05-01,64
2016-05-02,63
2016-05-03,63
2016-05-04,61
2016-05-05,60
2016-05-06,60
2016-05-07,58
2016-05-08,56
2016-05-09,55
2016-05-10,54
2016-05-11,54
2016-05-12,53
2016-05-13,52
2016-05-14,53
2016-05-15,53
2016-05-16,51
2016-05-17,52
2016-05-18,52
2016-05-19,52
2016-05-22,52
2016-05-23,53
2016-05-24,54
2016-05-25,55
2016-05-26,56
2016-05-27,59
2016-05-28,62
2016-05-29,63
2016-05-30,65
2016-05-31,66
2016-06-01,63
2016-06-02,61
2016-06-03,59
2016-06-04,59
2016-06-05,57
2016-06-06,58
2016-06-07,60
2016-06-08,62
2016-06-09,62
2016-06-10,63
2016-06-11,60
2016-06-12,57
2016-06-13,56
2016-06-14,56
2016-06-15,58
2016-06-16,59
2016-06-17,61
2016-06-18,63
2016-06-19,63
2016-06-20,65
2016-06-21,65
2016-06-22,64
2016-06-23,62
2016-06-24,62
2016-06-25,61
2016-06-26,60
2016-06-27,59
2016-06-28,57
2016-06-29,56
2016-06-30,55
2016-07-01,53
2016-07-02,51
2016-07-03,49
2016-07-04,50
2016-07-05,52
2016-07-06,54
2016-07-07,56
2016-07-08,55
2016-07-09,56
2016-07-10,58
2016-07-11,60
2016-07-12,60
2016-07-13,60
2016-07-14,61
2016-07-15,61
2016-07-16,61
2016-07-17,62
2016-07-18,62
2016-07-23,63
2016-07-24,63
2016-07-25,60
2016-07-26,58
2016-07-27,60
2016-07-28,62
2016-07-29,63
2016-07-30,63
2016-07-31,62
2016-08-01,64
2016-08-02,63
2016-08-03,66
2016-08-04,66
2016-08-05,66
2016-08-06,67
2016-08-07,67
2016-08-08,67
2016-08-09,64
2016-08-10,64
2016-08-11,65
2016-08-12,64
2016-08-13,64
2016-08-14,64
2016-08-15,65
2016-08-16,68
2016-08-17,69
2016-08-18,72
2016-08-19,76
2016-08-20,77
2016-08-21,77
2016-08-22,79
2016-08-23,82
2016-08-24,83
2016-08-25,83
2016-08-26,83
2016-08-28,81
2016-08-31,71
2016-09-01,70
2016-09-02,70
2016-09-03,71
2016-09-04,72
2016-09-05,71
2016-09-06,69
2016-09-07,69
2016-09-08,73
2016-09-09,77
2016-09-10,74
2016-09-11,71
2016-09-12,67
2016-09-13,65
2016-09-14,65
2016-09-15,63
2016-09-16,63
2016-09-17,61
2016-09-18,57
2016-09-19,55
2016-09-20,53
2016-09-21,51
2016-09-22,50
2016-09-23,49
2016-09-24,49
2016-09-25,47
2016-09-26,45
2016-09-27,44
2016-09-28,47
2016-09-29,49
2016-09-30,50
2016-10-01,51
2016-10-02,51
2016-10-03,51
2016-10-04,53
2016-10-05,55
2016-10-06,58
2016-10-07,61
2016-10-08,64
2016-10-09,66
2016-10-10,69
2016-10-11,69
2016-10-12,68
2016-10-13,67
2016-10-14,64
2016-10-15,65
2016-10-16,64
2016-10-17,63
2016-10-18,66
2016-10-19,68
2016-10-20,70
2016-10-21,70
2016-10-22,70
2016-10-23,69
2016-10-24,70
2016-10-25,70
2016-10-26,73
2016-10-27,73
2016-10-28,72
2016-10-29,72
2016-10-30,72
2016-10-31,71
2016-11-01,71
2016-11-02,69
2016-11-03,69
2016-11-04,69
2016-11-05,69
2016-11-06,71
2016-11-07,72
2016-11-08,74
2016-11-09,78
2016-11-10,80
2016-11-11,79
2016-11-12,79
2016-11-13,81
2016-11-14,83
2016-11-15,83
2016-12-07,87
2016-12-08,91
2016-12-09,95
2016-12-10,100
2016-12-11,102
2016-12-12,107
2016-12-13,106
2016-12-14,107
2016-12-15,109
2016-12-16,112
2016-12-17,115
2016-12-18,110
2016-12-19,104
2016-12-20,100
2016-12-21,96
2016-12-22,94
2016-12-23,93
2016-12-24,92
2016-12-25,90
2016-12-26,91
2016-12-27,96
2016-12-28,100
2016-12-29,103
2016-12-30,102
2016-12-31,107
2017-01-01,106
2017-01-02,105
2017-01-03,106
2017-01-04,106
2017-01-05,108
2017-01-06,112
2017-01-07,117
2017-01-08,123
2017-01-09,130
2017-01-10,137
2017-01-11,144
2017-01-12,152
2017-01-13,148
2017-01-14,147
2017-01-15,146
2017-01-16,143
2017-01-17,138
2017-01-18,143
2017-01-19,145
2017-01-20,146
2017-01-21,141
2017-01-22,134
2017-01-23,128
2017-01-27,119
2017-01-28,114
2017-01-29,109
2017-01-30,107
2017-01-31,104
2017-02-01,102
2017-02-02,102
2017-02-03,101
2017-02-04,97
2017-02-05,95
2017-02-06,95
2017-02-07,97
2017-02-08,99
2017-02-09,99
2017-02-10,102
2017-02-11,105
2017-02-12,103
2017-02-13,105
2017-02-14,104
2017-02-15,104
2017-02-16,105
2017-02-18,101
2017-02-19,98
2017-02-20,98
2017-02-21,101
2017-02-22,104
2017-02-23,103
2017-02-24,101
2017-02-25,101
2017-02-26,103
2017-02-27,106
2017-02-28,109
2017-03-01,112
2017-03-02,111
2017-03-03,112
2017-03-04,113
2017-03-05,110
2017-03-06,111
2017-03-07,115
2017-03-08,116
2017-03-09,115
2017-03-10,114
2017-03-11,115
2017-03-12,114
2017-03-13,115
2017-03-14,115
2017-03-15,116
2017-03-16,114
2017-03-17,112
2017-03-18,109
2017-03-19,110
2017-03-20,112
2017-03-21,116
2017-03-22,115
2017-03-23,115
2017-03-24,118
2017-03-25,119
2017-03-26,116
2017-03-27,113
2017-03-28,113
2017-03-29,109
2017-03-30,105
2017-03-31,104
2017-04-01,103
2017-04-02,100
2017-04-03,100
2017-04-04,103
2017-04-12,115
2017-04-13,118
2017-04-14,119
2017-04-15,115
2017-04-16,110
2017-04-17,105
2017-04-18,101
2017-04-19,103
2017-04-20,106
2017-04-21,102
2017-04-22,98
2017-04-23,99
2017-04-24,99
2017-04-25,103
2017-04-26,109
2017-04-27,111
2017-04-28,114
2017-04-29,114
2017-04-30,115
2017-05-01,116
2017-05-02,120
2017-05-03,126
2017-05-04,133
2017-05-05,140
2017-05-06,143
2017-05-07,144
2017-05-08,145
2017-05-09,146
2017-05-10,146
2017-05-11,148
2017-05-12,144
2017-05-13,139
2017-05-14,136
2017-05-15,133
2017-05-16,128
2017-05-17,123
2017-05-18,125
2017-05-19,125
2017-05-20,126
2017-05-21,127
2017-05-22,129
2017-05-23,134
2017-05-24,137
2017-05-25,136
2017-05-26,134
2017-05-27,132
2017-05-28,130
2017-05-29,130
2017-05-30,133
2017-05-31,137
2017-06-01,139
2017-06-02,139
2017-06-03,134
2017-06-04,134
2017-06-05,137
2017-06-06,137
2017-06-07,134
2017-06-08,131
2017-06-09,133
2017-06-10,132
2017-06-11,129
2017-06-12,126
2017-06-13,128
2017-06-14,133
2017-06-15,134
2017-06-16,131
2017-06-17,130
2017-06-18,127
2017-06-19,123
2017-06-20,120
2017-06-21,121
2017-06-22,121
2017-06-23,122
2017-06-24,122
2017-06-25,122
2017-06-26,123
2017-06-27,122
2017-06-28,118
2017-06-29,114
2017-06-30,110
2017-07-01,107
2017-07-02,105
2017-07-03,102
2017-07-04,97
2017-07-05,97
2017-07-06,99
2017-07-07,100
2017-07-08,96
2017-07-13,99
2017-07-14,102
2017-07-15,106
2017-07-16,107
2017-07-17,109
2017-07-18,112
2017-07-19,113
2017-07-20,116
2017-07-21,119
2017-07-22,123
2017-07-23,125
2017-07-24,127
2017-07-25,128
2017-07-26,127
2017-07-27,130
2017-07-28,130
2017-07-29,130
2017-07-30,131
2017-07-31,135
2017-08-01,136
2017-08-02,139
2017-08-03,141
2017-08-04,147
2017-08-05,147
2017-08-06,143
2017-08-09,153
2017-08-10,157
2017-08-11,156
2017-08-12,157
2017-08-13,157
2017-08-14,158
2017-08-15,158
2017-08-16,155
2017-08-17,154
2017-08-18,152
2017-08-19,152
2017-08-20,152
2017-08-21,149
2017-08-22,150
2017-08-23,149
2017-08-24,141
2017-08-25,134
2017-08-26,133
2017-08-27,134
2017-08-28,134
2017-08-29,130
2017-08-30,128
2017-08-31,127
2017-09-01,130
2017-09-02,129
2017-09-03,127
2017-09-04,123
2017-09-05,122
2017-09-06,119
2017-09-07,122
2017-09-08,119
2017-09-09,119
2017-09-10,120
2017-09-11,121
2017-09-12,122
2017-09-13,126
2017-09-14,126
2017-09-15,124
2017-09-16,118
2017-09-17,115
2017-09-18,114
2017-09-19,111
2017-09-20,112
2017-09-21,110
2017-09-22,110
2017-09-23,107
2017-09-24,106
2017-09-25,108
2017-09-26,111
2017-09-27,113
2017-09-28,113
2017-09-29,115
2017-09-30,116
2017-10-01,114
2017-10-02,111
2017-10-03,110
2017-10-04,110
2017-10-05,109
2017-10-06,106
2017-10-07,104
2017-10-08,104
2017-10-09,103
2017-10-10,107
2017-10-11,110
2017-10-12,114
2017-10-13,119
2017-10-14,121
2017-10-15,121
2017-10-16,123
2017-10-17,118
2017-10-18,118
2017-10-19,121
2017-10-20,125
2017-10-21,127
2017-10-22,124
2017-10-23,123
2017-10-24,129
2017-10-25,130
2017-10-26,132
2017-10-27,131
2017-10-28,131
2017-10-29,126
2017-10-30,125
2017-10-31,125
2017-11-01,122
2017-11-02,119
2017-11-03,119
2017-11-04,117
2017-11-05,115
2017-11-06,116
2017-11-07,116
2017-11-08,116
2017-11-09,119
2017-11-10,119
2017-11-11,118
2017-11-12,116
2017-11-13,115
2017-11-14,113
2017-11-15,114
2017-11-16,117
2017-11-17,118
2017-11-18,121
2017-11-19,122
2017-11-20,119
2017-11-21,120
2017-11-22,122
2017-11-23,120
2017-11-24,121
2017-11-25,121
2017-11-26,117
2017-11-27,119
2017-11-28,120
2017-11-29,118
2017-11-30,116
2017-12-01,117
2017-12-02,120
2017-12-03,119
2017-12-04,120
2017-12-05,121
2017-12-06,123
2017-12-07,124
2017-12-08,120
2017-12-09,121
2017-12-10,121
2017-12-11,122
2017-12-12,122
2017-12-13,122
2017-12-14,121
2017-12-15,122
2017-12-16,121
2017-12-17,122
2017-12-18,122
2017-12-19,121
2017-12-20,119
2017-12-21,118
2017-12-22,115
2017-12-23,111
2017-12-24,107
2017-12-25,105
2017-12-26,107
2017-12-27,109
2017-12-28,111
2017-12-29,114
2017-12-30,116
2017-12-31,117
2018-01-01,117
2018-01-02,115
2018-01-03,114
2018-01-04,113
2018-01-05,111
2018-01-06,110
2018-01-07,108
2018-01-08,109
2018-01-09,112
2018-01-10,112
2018-01-11,111
2018-01-12,108
2018-01-13,107
2018-01-14,104
2018-01-15,103
2018-01-16,105
2018-01-17,104
2018-01-18,102
2018-01-19,101
2018-01-20,100
2018-01-21,97
2018-01-22,100
2018-01-23,100
2018-01-25,102
2018-01-26,102
2018-01-27,104
2018-01-28,105
2018-01-29,107
2018-01-30,108
2018-01-31,107
2018-02-01,106
2018-02-02,105
2018-02-03,108
2018-02-04,110
2018-02-05,110
2018-02-06,113
2018-02-07,117
2018-02-08,117
2018-02-09,117
2018-02-10,118
2018-02-11,118
2018-02-12,118
2018-02-13,117
2018-02-14,117
2018-02-15,117
2018-02-16,118
2018-02-17,119
2018-02-18,118
2018-02-19,117
2018-02-20,114
2018-02-21,115
2018-02-22,117
2018-02-23,117
2018-02-24,117
2018-02-25,117
2018-02-26,118
2018-02-27,118
2018-02-28,119
2018-03-01,121
2018-03-02,118
2018-03-03,117
2018-03-04,115
2018-03-05,117
2018-03-06,119
2018-03-07,117
2018-03-08,119
2018-03-09,120
2018-03-10,121
2018-03-11,125
2018-03-12,128
2018-03-13,129
2018-03-14,128
2018-03-15,127
2018-03-16,124
2018-03-17,124
2018-03-18,121
2018-03-19,120
2018-03-20,122
2018-03-21,122
2018-03-23,121
2018-03-24,119
2018-03-25,121
2018-03-26,127
2018-03-27,133
2018-03-28,139
2018-03-29,146
2018-03-30,153
2018-03-31,159
2018-04-01,162
2018-04-02,167
2018-04-03,173
2018-04-04,177
2018-04-05,178
2018-04-06,180
2018-04-07,174
2018-04-08,168
2018-04-09,159
2018-04-10,153
2018-04-11,150
2018-04-12,150
2018-04-13,150
2018-04-14,145
2018-04-15,143
2018-04-16,142
2018-04-17,144
2018-04-18,143
2018-04-19,146
2018-04-20,147
2018-04-21,149
2018-04-22,150
2018-04-23,151
2018-04-24,154
2018-04-25,157
2018-04-26,157
2018-04-27,157
2018-04-28,157
2018-04-29,161
2018-04-30,158
2018-05-01,158
2018-05-03,156
2018-05-04,157
2018-05-05,156
2018-05-06,156
2018-05-07,159
2018-05-08,156
2018-05-09,158
2018-05-10,154
2018-05-11,147
2018-05-12,146
2018-05-13,142
2018-05-14,138
2018-05-15,134
2018-05-16,135
2018-05-17,138
2018-05-18,139
2018-05-19,137
2018-05-20,136
2018-05-21,141
2018-05-22,145
2018-05-23,149
2018-05-24,152
2018-05-25,155
2018-05-26,159
2018-05-27,158
2018-05-28,158
2018-05-29,156
2018-05-30,159
2018-05-31,164
2018-06-01,170
2018-06-02,172
2018-06-03,175
2018-06-04,172
2018-06-05,165
2018-06-06,159
2018-06-07,154
2018-06-08,152
2018-06-09,152
2018-06-10,152
2018-06-11,149
2018-06-12,145
2018-06-13,147
2018-06-14,150
2018-06-15,149
2018-06-16,150
2018-06-17,148
2018-06-18,149
2018-06-19,144
2018-06-20,139
2018-06-21,144
2018-06-22,146
2018-06-23,142
2018-06-24,146
2018-06-25,146
2018-06-26,146
2018-06-27,148
2018-06-28,147
2018-06-29,148
2018-06-30,141
2018-07-01,135
2018-07-02,129
2018-07-03,123
2018-07-04,121
2018-07-05,123
2018-07-06,123
2018-07-07,124
2018-07-08,119
2018-07-09,117
2018-07-10,118
2018-07-11,121
2018-07-12,119
2018-07-13,117
2018-07-14,112
2018-07-15,109
2018-07-16,113
2018-07-17,114
2018-07-18,115
2018-07-19,118
2018-07-20,122
2018-07-21,124
2018-07-22,122
2018-07-23,126
2018-07-24,129
2018-07-25,133
2018-07-26,135
2018-07-27,140
2018-07-28,143
2018-07-29,148
2018-07-30,150
2018-07-31,147
2018-08-01,148
2018-08-02,147
2018-08-03,144
2018-08-04,141
2018-08-05,143
2018-08-06,145
2018-08-07,148
2018-08-08,147
2018-08-09,144
2018-08-10,140
2018-08-11,139
2018-08-12,138
2018-08-14,135
2018-08-16,123
2018-08-17,120
2018-08-18,122
2018-08-19,124
2018-08-20,126
2018-08-21,128
2018-08-22,131
2018-08-23,132
2018-08-24,133
2018-08-25,137
2018-08-26,143
2018-08-27,145
2018-08-28,142
2018-08-29,141
2018-08-30,140
2018-08-31,144
2018-09-01,147
2018-09-02,149
2018-09-03,146
2018-09-04,142
2018-09-05,138
2018-09-06,136
2018-09-07,130
2018-09-08,124
2018-09-09,119
2018-09-10,118
2018-09-11,122
2018-09-12,124
2018-09-13,125
2018-09-14,124
2018-09-15,124
2018-09-16,121
2018-09-17,122
2018-09-18,123
2018-09-19,121
2018-09-20,124
2018-09-21,125
2018-09-22,125
2018-09-23,127
2018-09-24,124
2018-09-25,121
2018-09-26,122
2018-09-27,122
2018-09-28,123
2018-09-29,128
2018-09-30,128
2018-10-01,127
2018-10-02,123
2018-10-03,122
2018-10-04,122
2018-10-05,121
2018-10-06,122
2018-10-07,124
2018-10-08,126
2018-10-09,122
2018-10-10,121
2018-10-11,120
2018-10-12,119
2018-10-13,117
2018-10-14,117
2018-10-15,119
2018-10-16,118
2018-10-17,116
2018-10-18,115
2018-10-19,113
2018-10-20,114
2018-10-21,111
2018-10-22,114
2018-10-23,118
2018-10-24,122
2018-10-25,119
2018-10-26,121
2018-10-27,120
2018-10-28,121
2018-10-29,121
2018-10-30,120
2018-10-31,121
2018-11-01,124
2018-11-03,134
2018-11-04,139
2018-11-05,142
2018-11-06,143
2018-11-07,145
2018-11-08,146
2018-11-09,141
2018-11-10,138
2018-11-11,138
2018-11-12,140
2018-11-13,143
2018-11-14,145
2018-11-15,143
2018-11-16,139
2018-11-17,136
2018-11-18,133
2018-11-19,137
2018-11-20,139
2018-11-21,143
2018-11-22,149
2018-11-23,149
2018-11-24,145
2018-11-25,145
2018-11-26,150
2018-11-27,155
2018-11-28,158
2018-11-29,165
2018-12-01,176
2018-12-02,175
2018-12-03,179
2018-12-04,188
2018-12-05,194
2018-12-07,189
2018-12-09,173
2018-12-10,165
2018-12-11,158
2018-12-12,151
2018-12-13,147
2018-12-14,151
2018-12-15,157
2018-12-16,160
2018-12-17,163
2018-12-18,163
2018-12-19,166
2018-12-20,169
2018-12-21,174
2018-12-22,177
2018-12-23,180
2018-12-24,185
2018-12-25,189
2018-12-26,191
2018-12-27,196
2018-12-28,198
2018-12-29,194
2018-12-30,188
2018-12-31,183
2019-01-01,182
2019-01-02,179
2019-01-03,178
2019-01-04,178
2019-01-05,182
2019-01-06,183
2019-01-08,194
2019-01-10,198
2019-01-11,189
2019-01-12,179
2019-01-13,170
2019-01-14,161
2019-01-15,152
2019-01-16,145
2019-01-17,138
2019-01-18,136
2019-01-19,136
2019-01-20,133
2019-01-21,130
2019-01-22,129
2019-01-23,132
2019-01-24,133
2019-01-25,134
2019-01-26,138
2019-01-27,142
2019-01-28,139
2019-01-29,137
2019-01-30,140
2019-01-31,143
2019-02-01,146
2019-02-02,145
2019-02-03,147
2019-02-04,150
2019-02-05,147
2019-02-06,148
2019-02-07,145
2019-02-08,146
2019-02-09,147
2019-02-10,148
2019-02-11,155
2019-02-12,162
2019-02-13,170
2019-02-14,172
2019-02-15,174
2019-02-16,175
2019-02-17,168
2019-02-18,161
2019-02-19,153
2019-02-20,150
2019-02-21,154
2019-02-22,159
2019-02-23,162
2019-02-24,165
2019-02-25,168
2019-02-26,170
2019-02-27,172
2019-02-28,174
2019-03-01,177
2019-03-02,179
2019-03-03,176
2019-03-04,173
2019-03-05,170
2019-03-06,170
2019-03-07,171
2019-03-08,176
2019-03-09,177
2019-03-10,176
2019-03-11,180
2019-03-12,181
2019-03-13,184
2019-03-14,181
2019-03-15,176
2019-03-16,173
2019-03-17,165
2019-03-18,156
2019-03-19,152
2019-03-20,153
2019-03-21,153
2019-03-22,153
2019-03-23,156
2019-03-24,159
2019-03-25,161
2019-03-26,166
2019-03-27,168
2019-03-28,168
2019-03-29,166
2019-03-30,162
2019-03-31,161
2019-04-01,158
2019-04-02,154
2019-04-03,148
2019-04-04,142
2019-04-05,137
2019-04-06,134
2019-04-07,130
2019-04-08,130
2019-04-09,131
2019-04-10,134
2019-04-11,138
2019-04-12,138
2019-04-13,139
2019-04-14,137
2019-04-15,139
2019-04-16,140
2019-04-17,138
2019-04-18,138
2019-04-19,137
2019-04-20,136
2019-04-21,133
2019-04-22,133
2019-04-23,130
2019-04-24,127
2019-04-25,124
2019-04-26,126
2019-04-27,124
2019-04-28,128
2019-04-29,132
2019-04-30,138
2019-05-01,141
2019-05-02,138
2019-05-03,137
2019-05-04,135
2019-05-05,134
2019-05-06,132
2019-05-07,130
2019-05-08,130
2019-05-09,129
2019-05-10,129
2019-05-11,128
2019-05-12,123
2019-05-13,122
2019-05-14,122
2019-05-15,118
2019-05-16,116
2019-05-17,114
2019-05-18,116
2019-05-19,117
2019-05-20,118
2019-05-21,120
2019-05-22,121
2019-05-23,123
2019-05-24,120
2019-05-25,121
2019-05-26,116
2019-05-27,115
2019-05-28,117
2019-05-29,115
2019-05-30,113
2019-05-31,113
2019-06-01,113
2019-06-02,113
2019-06-03,113
2019-06-04,112
2019-06-05,114
2019-06-06,115
2019-06-07,115
2019-06-08,116
2019-06-09,116
2019-06-10,115
2019-06-11,116
2019-06-12,116
2019-06-13,115
2019-06-14,112
2019-06-15,109
2019-06-16,108
2019-06-17,108
2019-06-18,108
2019-06-19,110
2019-06-20,109
2019-06-21,111
2019-06-22,113
2019-06-23,112
2019-06-24,110
2019-06-25,109
2019-06-26,108
2019-06-27,111
2019-06-28,112
2019-06-29,112
2019-06-30,111
2019-07-01,114
2019-07-02,118
2019-07-03,120
2019-07-04,122
2019-07-05,119
2019-07-06,115
2019-07-07,114
2019-07-08,116
2019-07-09,120
2019-07-10,124
2019-07-11,124
2019-07-12,124
2019-07-13,122
2019-07-14,125
2019-07-15,125
2019-07-16,128
2019-07-17,130
2019-07-18,134
2019-07-19,137
2019-07-20,139
2019-07-21,142
2019-07-22,145
2019-07-23,149
2019-07-24,153
2019-07-25,158
2019-07-26,166
2019-07-27,173
2019-07-28,181
2019-07-29,190
2019-07-30,191
2019-07-31,197
2019-08-01,206
2019-08-02,209
2019-08-03,210
2019-08-04,210
2019-08-05,206
2019-08-06,206
2019-08-07,199
2019-08-08,189
2019-08-09,182
2019-08-10,175
2019-08-11,171
2019-08-12,171
2019-08-13,177
2019-08-14,183
2019-08-15,192
2019-08-16,193
2019-08-17,190
2019-08-18,183
2019-08-19,179
2019-08-20,176
2019-08-21,181
2019-08-22,182
2019-08-23,179
2019-08-24,179
2019-08-24,179
2019-08-25,177
2019-08-25,177
