date_obj,Adamant%20med%20helm price
2015-10-06,995
2015-10-07,1005
2015-10-08,1004
2015-10-09,1000
2015-10-10,1000
2015-10-11,992
2015-10-12,976
2015-10-13,976
2015-10-14,991
2015-10-15,978
2015-10-16,969
2015-10-17,969
2015-10-18,967
2015-10-19,978
2015-10-20,973
2015-10-22,975
2015-10-23,962
2015-10-24,953
2015-10-25,955
2015-10-26,962
2015-10-27,962
2015-10-28,962
2015-10-29,971
2015-10-30,976
2015-10-31,988
2015-11-01,988
2015-11-02,983
2015-11-03,990
2015-11-04,983
2015-11-05,985
2015-11-06,985
2015-11-07,995
2015-11-08,995
2015-11-09,1006
2015-11-10,1032
2015-11-11,994
2015-11-12,1004
2015-11-13,1002
2015-11-14,986
2015-11-15,973
2015-11-16,990
2015-11-17,991
2015-11-18,1001
2015-11-19,1001
2015-11-20,1001
2015-11-21,1001
2015-11-22,1011
2015-11-23,1011
2015-11-24,1020
2015-11-25,1028
2015-11-26,1028
2015-11-27,1016
2015-11-28,990
2015-11-29,1003
2015-11-30,1006
2015-12-01,1010
2015-12-02,1001
2015-12-03,1003
2015-12-04,1003
2015-12-05,1003
2015-12-06,1006
2015-12-07,1007
2015-12-08,1007
2015-12-09,1007
2015-12-10,1006
2015-12-11,1017
2015-12-12,1017
2015-12-13,1025
2015-12-14,1025
2015-12-15,1023
2015-12-16,1014
2015-12-17,1012
2015-12-18,1017
2015-12-19,1049
2015-12-20,1023
2015-12-21,1011
2015-12-22,1005
2015-12-23,1019
2015-12-24,1011
2015-12-25,988
2015-12-26,978
2015-12-27,988
2015-12-28,966
2015-12-29,955
2015-12-30,959
2015-12-31,958
2016-01-01,967
2016-01-02,971
2016-01-03,979
2016-01-04,993
2016-01-05,977
2016-01-06,976
2016-01-07,985
2016-01-08,983
2016-01-09,991
2016-01-10,1001
2016-01-11,1007
2016-01-12,1010
2016-01-13,998
2016-01-14,1006
2016-01-15,1019
2016-01-16,1018
2016-01-17,1023
2016-01-18,1029
2016-01-19,1026
2016-01-20,1012
2016-01-21,999
2016-01-22,1016
2016-01-23,1015
2016-01-24,1021
2016-01-25,1033
2016-01-26,1022
2016-01-27,1023
2016-01-28,1023
2016-01-29,1002
2016-01-30,992
2016-01-31,996
2016-02-01,1017
2016-02-02,1019
2016-02-03,1040
2016-02-04,1029
2016-02-05,1012
2016-02-06,989
2016-02-07,1006
2016-02-08,987
2016-02-09,981
2016-02-10,993
2016-02-11,1004
2016-02-12,1005
2016-02-13,1001
2016-02-14,1006
2016-02-15,994
2016-02-16,988
2016-02-17,961
2016-02-18,1003
2016-02-19,1013
2016-02-20,1005
2016-02-21,1008
2016-02-22,1008
2016-02-23,1023
2016-02-24,1054
2016-02-25,1063
2016-02-26,1063
2016-02-27,1018
2016-02-28,987
2016-02-29,997
2016-03-01,1027
2016-03-02,1029
2016-03-03,1012
2016-03-04,990
2016-03-05,964
2016-03-06,948
2016-03-07,953
2016-03-08,963
2016-03-09,973
2016-03-10,995
2016-03-11,992
2016-03-12,990
2016-03-13,969
2016-03-14,955
2016-03-15,976
2016-03-16,969
2016-03-17,968
2016-03-18,963
2016-03-19,960
2016-03-20,944
2016-03-21,962
2016-03-22,966
2016-03-23,991
2016-03-24,996
2016-03-25,1000
2016-03-26,1008
2016-03-27,972
2016-03-28,959
2016-03-29,985
2016-03-30,985
2016-03-31,989
2016-04-01,1015
2016-04-02,980
2016-04-03,969
2016-04-04,964
2016-04-05,967
2016-04-06,971
2016-04-07,957
2016-04-08,982
2016-04-09,977
2016-04-10,956
2016-04-11,956
2016-04-12,975
2016-04-13,987
2016-04-14,991
2016-04-15,1014
2016-04-16,1014
2016-04-17,981
2016-04-18,998
2016-04-19,999
2016-04-20,1007
2016-04-21,976
2016-04-22,966
2016-04-23,975
2016-04-24,969
2016-04-25,966
2016-04-26,971
2016-04-27,981
2016-04-28,977
2016-04-29,973
2016-04-30,961
2016-05-01,973
2016-05-02,999
2016-05-03,1008
2016-05-04,994
2016-05-05,989
2016-05-06,1004
2016-05-07,996
2016-05-08,985
2016-05-09,962
2016-05-10,979
2016-05-11,980
2016-05-12,999
2016-05-13,996
2016-05-14,976
2016-05-15,972
2016-05-16,988
2016-05-17,983
2016-05-18,986
2016-05-19,989
2016-05-21,996
2016-05-22,992
2016-05-23,984
2016-05-24,967
2016-05-25,944
2016-05-26,919
2016-05-27,950
2016-05-28,973
2016-05-29,965
2016-05-30,962
2016-05-31,966
2016-06-01,977
2016-06-02,975
2016-06-03,985
2016-06-04,978
2016-06-05,970
2016-06-06,978
2016-06-07,954
2016-06-08,954
2016-06-09,956
2016-06-10,965
2016-06-11,971
2016-06-12,979
2016-06-13,996
2016-06-14,991
2016-06-15,973
2016-06-16,991
2016-06-17,971
2016-06-18,982
2016-06-19,975
2016-06-20,978
2016-06-21,977
2016-06-22,990
2016-06-23,965
2016-06-24,958
2016-06-25,957
2016-06-26,961
2016-06-27,963
2016-06-28,971
2016-06-29,987
2016-06-30,988
2016-07-01,1010
2016-07-02,1025
2016-07-03,1031
2016-07-04,1011
2016-07-05,1023
2016-07-06,1009
2016-07-07,992
2016-07-08,978
2016-07-09,1005
2016-07-10,1011
2016-07-11,988
2016-07-12,975
2016-07-13,979
2016-07-14,961
2016-07-15,975
2016-07-16,978
2016-07-17,987
2016-07-18,983
2016-07-23,980
2016-07-24,977
2016-07-25,980
2016-07-26,992
2016-07-27,984
2016-07-28,1021
2016-07-29,1051
2016-07-30,1059
2016-07-31,1059
2016-08-01,1059
2016-08-02,1036
2016-08-03,1031
2016-08-04,1041
2016-08-05,1056
2016-08-06,1054
2016-08-07,1052
2016-08-08,1059
2016-08-09,1068
2016-08-10,1060
2016-08-11,1016
2016-08-12,987
2016-08-13,975
2016-08-14,971
2016-08-15,965
2016-08-16,964
2016-08-17,973
2016-08-18,972
2016-08-19,979
2016-08-20,974
2016-08-21,975
2016-08-22,983
2016-08-23,1001
2016-08-24,995
2016-08-25,989
2016-08-26,989
2016-08-28,976
2016-08-31,943
2016-09-01,957
2016-09-02,957
2016-09-03,949
2016-09-04,953
2016-09-05,960
2016-09-06,954
2016-09-07,962
2016-09-08,958
2016-09-09,959
2016-09-10,977
2016-09-11,977
2016-09-12,956
2016-09-13,996
2016-09-14,996
2016-09-15,987
2016-09-16,987
2016-09-17,999
2016-09-18,961
2016-09-19,984
2016-09-20,984
2016-09-21,988
2016-09-22,985
2016-09-23,958
2016-09-24,958
2016-09-25,966
2016-09-26,966
2016-09-27,948
2016-09-28,963
2016-09-29,963
2016-09-30,967
2016-10-01,967
2016-10-02,928
2016-10-03,938
2016-10-04,967
2016-10-05,977
2016-10-06,979
2016-10-07,973
2016-10-08,977
2016-10-09,977
2016-10-10,974
2016-10-11,988
2016-10-12,1002
2016-10-13,996
2016-10-14,977
2016-10-15,959
2016-10-16,959
2016-10-17,959
2016-10-18,961
2016-10-19,967
2016-10-20,989
2016-10-21,1002
2016-10-22,1002
2016-10-23,1019
2016-10-24,994
2016-10-25,994
2016-10-26,996
2016-10-27,989
2016-10-28,959
2016-10-29,960
2016-10-30,972
2016-10-31,998
2016-11-01,998
2016-11-02,973
2016-11-03,948
2016-11-04,950
2016-11-05,950
2016-11-06,962
2016-11-07,952
2016-11-08,964
2016-11-09,966
2016-11-10,978
2016-11-11,979
2016-11-12,987
2016-11-13,960
2016-11-14,951
2016-11-15,950
2016-12-07,1014
2016-12-08,1002
2016-12-09,989
2016-12-10,990
2016-12-11,973
2016-12-12,974
2016-12-13,985
2016-12-14,989
2016-12-15,989
2016-12-16,977
2016-12-17,1007
2016-12-18,999
2016-12-19,989
2016-12-20,999
2016-12-21,1000
2016-12-22,995
2016-12-23,988
2016-12-24,988
2016-12-25,983
2016-12-26,984
2016-12-27,986
2016-12-28,1001
2016-12-29,1004
2016-12-30,1007
2016-12-31,993
2017-01-01,964
2017-01-02,952
2017-01-03,944
2017-01-04,928
2017-01-05,925
2017-01-06,935
2017-01-07,936
2017-01-08,945
2017-01-09,964
2017-01-10,955
2017-01-11,957
2017-01-12,961
2017-01-13,953
2017-01-14,954
2017-01-15,964
2017-01-16,962
2017-01-17,967
2017-01-18,975
2017-01-19,973
2017-01-20,971
2017-01-21,962
2017-01-22,956
2017-01-23,970
2017-01-27,981
2017-01-28,982
2017-01-29,978
2017-01-30,986
2017-01-31,981
2017-02-01,990
2017-02-02,974
2017-02-03,980
2017-02-04,986
2017-02-05,981
2017-02-06,981
2017-02-07,971
2017-02-08,961
2017-02-09,971
2017-02-10,963
2017-02-11,964
2017-02-12,936
2017-02-13,959
2017-02-14,951
2017-02-15,940
2017-02-16,933
2017-02-17,933
2017-02-18,934
2017-02-19,938
2017-02-20,950
2017-02-21,957
2017-02-22,949
2017-02-23,943
2017-02-24,929
2017-02-25,931
2017-02-26,943
2017-02-27,954
2017-02-28,966
2017-03-01,961
2017-03-02,973
2017-03-03,953
2017-03-04,972
2017-03-05,968
2017-03-06,967
2017-03-07,953
2017-03-08,955
2017-03-09,966
2017-03-10,972
2017-03-11,971
2017-03-12,965
2017-03-13,970
2017-03-14,972
2017-03-15,964
2017-03-16,961
2017-03-17,942
2017-03-18,932
2017-03-19,942
2017-03-20,957
2017-03-21,953
2017-03-22,954
2017-03-23,956
2017-03-24,959
2017-03-25,957
2017-03-26,966
2017-03-27,962
2017-03-28,961
2017-03-29,960
2017-03-30,966
2017-03-31,939
2017-04-01,958
2017-04-02,961
2017-04-03,971
2017-04-04,977
2017-04-05,971
2017-04-12,977
2017-04-13,975
2017-04-14,967
2017-04-15,965
2017-04-16,967
2017-04-17,973
2017-04-18,974
2017-04-19,963
2017-04-20,963
2017-04-21,958
2017-04-22,962
2017-04-23,965
2017-04-24,964
2017-04-25,967
2017-04-26,963
2017-04-27,975
2017-04-28,975
2017-04-29,980
2017-04-30,978
2017-05-01,976
2017-05-02,974
2017-05-03,967
2017-05-04,974
2017-05-05,974
2017-05-06,972
2017-05-07,958
2017-05-08,968
2017-05-09,968
2017-05-10,978
2017-05-11,950
2017-05-12,966
2017-05-13,956
2017-05-14,943
2017-05-15,955
2017-05-16,958
2017-05-17,951
2017-05-18,974
2017-05-19,944
2017-05-20,950
2017-05-21,950
2017-05-22,954
2017-05-23,981
2017-05-24,1013
2017-05-25,1003
2017-05-26,958
2017-05-27,943
2017-05-28,941
2017-05-29,956
2017-05-30,968
2017-05-31,938
2017-06-01,945
2017-06-02,947
2017-06-03,950
2017-06-04,958
2017-06-05,955
2017-06-06,966
2017-06-07,953
2017-06-08,952
2017-06-09,958
2017-06-10,951
2017-06-11,956
2017-06-12,957
2017-06-13,967
2017-06-14,966
2017-06-15,964
2017-06-16,942
2017-06-17,973
2017-06-18,972
2017-06-19,972
2017-06-20,964
2017-06-21,980
2017-06-22,997
2017-06-23,1016
2017-06-24,991
2017-06-25,976
2017-06-26,961
2017-06-27,959
2017-06-28,935
2017-06-29,931
2017-06-30,948
2017-07-01,948
2017-07-02,947
2017-07-03,954
2017-07-04,956
2017-07-05,956
2017-07-06,966
2017-07-07,960
2017-07-08,950
2017-07-09,964
2017-07-13,984
2017-07-14,982
2017-07-15,967
2017-07-16,972
2017-07-17,979
2017-07-18,948
2017-07-19,952
2017-07-20,964
2017-07-21,966
2017-07-22,968
2017-07-23,965
2017-07-24,960
2017-07-25,964
2017-07-26,984
2017-07-27,994
2017-07-28,991
2017-07-29,979
2017-07-30,971
2017-07-31,971
2017-08-01,972
2017-08-02,975
2017-08-03,968
2017-08-04,970
2017-08-05,954
2017-08-06,959
2017-08-07,963
2017-08-08,970
2017-08-09,982
2017-08-10,971
2017-08-11,965
2017-08-12,962
2017-08-13,948
2017-08-14,959
2017-08-15,959
2017-08-16,962
2017-08-17,961
2017-08-18,961
2017-08-19,959
2017-08-20,958
2017-08-21,959
2017-08-22,960
2017-08-23,950
2017-08-24,963
2017-08-25,950
2017-08-26,963
2017-08-27,984
2017-08-28,981
2017-08-29,971
2017-08-30,976
2017-08-31,974
2017-09-01,962
2017-09-02,965
2017-09-03,973
2017-09-04,973
2017-09-05,967
2017-09-06,943
2017-09-07,961
2017-09-08,970
2017-09-09,971
2017-09-10,1002
2017-09-11,986
2017-09-12,987
2017-09-13,980
2017-09-14,986
2017-09-15,986
2017-09-16,986
2017-09-17,971
2017-09-18,987
2017-09-19,979
2017-09-20,966
2017-09-21,949
2017-09-22,946
2017-09-23,975
2017-09-24,976
2017-09-25,975
2017-09-26,957
2017-09-27,988
2017-09-28,969
2017-09-29,955
2017-09-30,953
2017-10-01,948
2017-10-02,956
2017-10-03,944
2017-10-04,931
2017-10-05,946
2017-10-06,950
2017-10-07,959
2017-10-08,961
2017-10-09,953
2017-10-10,954
2017-10-11,954
2017-10-12,957
2017-10-13,971
2017-10-14,949
2017-10-15,949
2017-10-16,943
2017-10-17,943
2017-10-18,949
2017-10-19,969
2017-10-20,970
2017-10-21,954
2017-10-22,950
2017-10-23,962
2017-10-24,979
2017-10-25,972
2017-10-26,963
2017-10-27,962
2017-10-28,962
2017-10-29,956
2017-10-30,956
2017-10-31,942
2017-11-01,942
2017-11-02,939
2017-11-03,951
2017-11-04,954
2017-11-05,933
2017-11-06,954
2017-11-07,946
2017-11-08,948
2017-11-09,962
2017-11-10,959
2017-11-11,969
2017-11-12,969
2017-11-13,988
2017-11-14,984
2017-11-15,953
2017-11-16,958
2017-11-17,965
2017-11-18,974
2017-11-19,948
2017-11-20,956
2017-11-21,964
2017-11-22,949
2017-11-23,984
2017-11-24,964
2017-11-25,961
2017-11-26,965
2017-11-27,965
2017-11-28,955
2017-11-29,942
2017-11-30,966
2017-12-01,951
2017-12-02,967
2017-12-03,953
2017-12-04,964
2017-12-05,970
2017-12-06,943
2017-12-07,952
2017-12-08,955
2017-12-09,958
2017-12-10,960
2017-12-11,970
2017-12-12,963
2017-12-13,965
2017-12-14,966
2017-12-15,952
2017-12-16,948
2017-12-17,939
2017-12-18,935
2017-12-19,933
2017-12-20,953
2017-12-21,957
2017-12-22,954
2017-12-23,971
2017-12-24,984
2017-12-25,980
2017-12-26,970
2017-12-27,964
2017-12-28,963
2017-12-29,956
2017-12-30,976
2017-12-31,985
2018-01-01,984
2018-01-02,954
2018-01-03,935
2018-01-04,920
2018-01-05,937
2018-01-06,936
2018-01-07,932
2018-01-08,937
2018-01-09,941
2018-01-10,946
2018-01-11,945
2018-01-12,939
2018-01-13,943
2018-01-14,923
2018-01-15,927
2018-01-16,941
2018-01-17,951
2018-01-18,979
2018-01-19,979
2018-01-20,942
2018-01-21,947
2018-01-22,945
2018-01-23,948
2018-01-24,939
2018-01-25,941
2018-01-26,944
2018-01-27,947
2018-01-28,943
2018-01-29,947
2018-01-30,956
2018-01-31,951
2018-02-01,946
2018-02-02,957
2018-02-03,957
2018-02-04,960
2018-02-05,970
2018-02-06,977
2018-02-07,966
2018-02-08,978
2018-02-09,977
2018-02-10,955
2018-02-11,971
2018-02-12,932
2018-02-13,971
2018-02-14,994
2018-02-15,968
2018-02-16,966
2018-02-17,991
2018-02-18,974
2018-02-19,982
2018-02-20,961
2018-02-21,952
2018-02-22,971
2018-02-23,975
2018-02-24,952
2018-02-25,938
2018-02-26,932
2018-02-27,941
2018-02-28,927
2018-03-01,937
2018-03-02,950
2018-03-03,950
2018-03-04,948
2018-03-05,947
2018-03-06,964
2018-03-07,955
2018-03-08,953
2018-03-09,951
2018-03-10,946
2018-03-11,952
2018-03-12,965
2018-03-13,968
2018-03-14,958
2018-03-15,959
2018-03-16,941
2018-03-17,958
2018-03-18,960
2018-03-19,955
2018-03-20,950
2018-03-21,965
2018-03-22,974
2018-03-23,966
2018-03-24,958
2018-03-25,970
2018-03-26,976
2018-03-27,964
2018-03-28,942
2018-03-29,916
2018-03-30,942
2018-03-31,955
2018-04-01,955
2018-04-02,942
2018-04-03,950
2018-04-04,946
2018-04-05,945
2018-04-06,954
2018-04-07,971
2018-04-08,951
2018-04-09,952
2018-04-10,958
2018-04-11,958
2018-04-12,955
2018-04-13,943
2018-04-14,948
2018-04-15,950
2018-04-16,929
2018-04-17,943
2018-04-18,947
2018-04-19,956
2018-04-20,958
2018-04-21,970
2018-04-22,958
2018-04-23,983
2018-04-24,998
2018-04-25,999
2018-04-26,981
2018-04-27,956
2018-04-28,944
2018-04-29,952
2018-04-30,939
2018-05-01,962
2018-05-02,973
2018-05-03,950
2018-05-04,918
2018-05-05,946
2018-05-06,952
2018-05-07,963
2018-05-08,959
2018-05-09,952
2018-05-10,963
2018-05-11,969
2018-05-12,955
2018-05-13,958
2018-05-14,973
2018-05-15,958
2018-05-16,953
2018-05-17,944
2018-05-18,970
2018-05-19,968
2018-05-20,963
2018-05-21,973
2018-05-22,976
2018-05-23,973
2018-05-24,967
2018-05-25,967
2018-05-26,967
2018-05-27,961
2018-05-28,967
2018-05-29,972
2018-05-30,983
2018-05-31,969
2018-06-01,969
2018-06-02,970
2018-06-03,967
2018-06-04,963
2018-06-05,948
2018-06-06,946
2018-06-07,933
2018-06-08,957
2018-06-09,954
2018-06-10,960
2018-06-11,960
2018-06-12,980
2018-06-13,982
2018-06-14,982
2018-06-15,972
2018-06-16,966
2018-06-17,956
2018-06-18,964
2018-06-19,980
2018-06-20,977
2018-06-21,983
2018-06-22,982
2018-06-23,991
2018-06-24,987
2018-06-25,985
2018-06-26,985
2018-06-27,956
2018-06-28,970
2018-06-29,973
2018-06-30,989
2018-07-01,959
2018-07-02,986
2018-07-03,991
2018-07-04,980
2018-07-05,989
2018-07-06,973
2018-07-07,962
2018-07-08,968
2018-07-09,966
2018-07-10,957
2018-07-11,967
2018-07-12,961
2018-07-13,963
2018-07-14,971
2018-07-15,972
2018-07-16,972
2018-07-17,962
2018-07-18,973
2018-07-19,968
2018-07-20,964
2018-07-21,966
2018-07-22,965
2018-07-23,965
2018-07-24,975
2018-07-25,955
2018-07-26,948
2018-07-27,964
2018-07-28,970
2018-07-29,956
2018-07-30,958
2018-07-31,965
2018-08-01,969
2018-08-02,980
2018-08-03,998
2018-08-04,979
2018-08-05,967
2018-08-06,955
2018-08-07,957
2018-08-08,955
2018-08-09,953
2018-08-10,931
2018-08-11,932
2018-08-12,943
2018-08-14,906
2018-08-16,917
2018-08-17,932
2018-08-18,937
2018-08-19,930
2018-08-20,932
2018-08-21,932
2018-08-22,945
2018-08-23,941
2018-08-24,946
2018-08-25,926
2018-08-26,945
2018-08-27,952
2018-08-28,956
2018-08-29,955
2018-08-30,966
2018-08-31,959
2018-09-01,958
2018-09-02,954
2018-09-03,943
2018-09-04,925
2018-09-05,915
2018-09-06,910
2018-09-07,914
2018-09-08,929
2018-09-09,934
2018-09-10,928
2018-09-11,915
2018-09-12,914
2018-09-13,933
2018-09-14,939
2018-09-15,941
2018-09-16,945
2018-09-17,923
2018-09-18,920
2018-09-19,919
2018-09-20,923
2018-09-21,933
2018-09-22,925
2018-09-23,933
2018-09-24,941
2018-09-25,931
2018-09-26,954
2018-09-27,933
2018-09-28,942
2018-09-29,926
2018-09-30,924
2018-10-01,919
2018-10-02,922
2018-10-03,927
2018-10-04,922
2018-10-05,902
2018-10-06,912
2018-10-07,913
2018-10-08,932
2018-10-09,939
2018-10-10,938
2018-10-11,941
2018-10-12,931
2018-10-13,934
2018-10-14,933
2018-10-15,933
2018-10-16,924
2018-10-17,929
2018-10-18,936
2018-10-19,952
2018-10-20,932
2018-10-21,944
2018-10-22,957
2018-10-23,969
2018-10-24,969
2018-10-25,961
2018-10-26,944
2018-10-27,959
2018-10-28,945
2018-10-29,941
2018-10-30,949
2018-10-31,953
2018-11-01,958
2018-11-03,953
2018-11-04,950
2018-11-05,924
2018-11-06,930
2018-11-07,928
2018-11-08,925
2018-11-09,915
2018-11-10,920
2018-11-11,900
2018-11-12,905
2018-11-13,906
2018-11-14,910
2018-11-15,897
2018-11-16,893
2018-11-17,885
2018-11-18,871
2018-11-19,881
2018-11-20,899
2018-11-21,888
2018-11-22,891
2018-11-23,897
2018-11-24,900
2018-11-25,905
2018-11-26,901
2018-11-27,911
2018-11-28,916
2018-11-29,923
2018-12-01,912
2018-12-02,901
2018-12-03,884
2018-12-04,904
2018-12-05,907
2018-12-07,903
2018-12-09,903
2018-12-10,908
2018-12-11,917
2018-12-12,924
2018-12-13,925
2018-12-14,932
2018-12-15,945
2018-12-16,932
2018-12-17,912
2018-12-18,916
2018-12-19,929
2018-12-20,916
2018-12-21,922
2018-12-22,924
2018-12-23,919
2018-12-24,917
2018-12-25,914
2018-12-26,901
2018-12-27,907
2018-12-28,911
2018-12-29,906
2018-12-30,905
2018-12-31,909
2019-01-01,912
2019-01-02,894
2019-01-03,906
2019-01-04,901
2019-01-05,888
2019-01-06,892
2019-01-08,905
2019-01-10,900
2019-01-11,911
2019-01-12,912
2019-01-13,904
2019-01-14,918
2019-01-15,923
2019-01-16,922
2019-01-17,919
2019-01-18,924
2019-01-19,915
2019-01-20,903
2019-01-21,898
2019-01-22,900
2019-01-23,904
2019-01-24,909
2019-01-25,904
2019-01-26,908
2019-01-27,912
2019-01-28,906
2019-01-29,915
2019-01-30,918
2019-01-31,928
2019-02-01,919
2019-02-02,895
2019-02-03,914
2019-02-04,919
2019-02-05,926
2019-02-06,927
2019-02-07,934
2019-02-08,924
2019-02-09,937
2019-02-10,944
2019-02-11,947
2019-02-12,951
2019-02-13,941
2019-02-14,966
2019-02-15,955
2019-02-16,952
2019-02-17,945
2019-02-18,944
2019-02-19,974
2019-02-20,975
2019-02-21,971
2019-02-22,960
2019-02-23,949
2019-02-24,948
2019-02-25,946
2019-02-26,956
2019-02-27,958
2019-02-28,930
2019-03-01,941
2019-03-02,949
2019-03-03,955
2019-03-04,953
2019-03-05,962
2019-03-06,963
2019-03-07,954
2019-03-08,945
2019-03-09,945
2019-03-10,923
2019-03-11,943
2019-03-12,959
2019-03-13,957
2019-03-14,961
2019-03-15,973
2019-03-16,1000
2019-03-17,974
2019-03-18,951
2019-03-19,946
2019-03-20,959
2019-03-21,955
2019-03-22,971
2019-03-23,956
2019-03-24,937
2019-03-25,942
2019-03-26,957
2019-03-27,958
2019-03-28,956
2019-03-29,952
2019-03-30,940
2019-03-31,944
2019-04-01,938
2019-04-02,948
2019-04-03,949
2019-04-04,945
2019-04-05,964
2019-04-06,944
2019-04-07,929
2019-04-08,935
2019-04-09,927
2019-04-10,920
2019-04-11,913
2019-04-12,921
2019-04-13,930
2019-04-14,923
2019-04-15,916
2019-04-16,906
2019-04-17,920
2019-04-18,929
2019-04-19,936
2019-04-20,933
2019-04-21,933
2019-04-22,943
2019-04-23,950
2019-04-24,955
2019-04-25,977
2019-04-26,975
2019-04-27,955
2019-04-28,940
2019-04-29,952
2019-04-30,931
2019-05-01,926
2019-05-02,935
2019-05-03,938
2019-05-04,936
2019-05-05,939
2019-05-06,957
2019-05-07,958
2019-05-08,960
2019-05-09,981
2019-05-10,968
2019-05-11,967
2019-05-12,941
2019-05-13,931
2019-05-14,938
2019-05-15,940
2019-05-16,938
2019-05-17,938
2019-05-18,922
2019-05-19,916
2019-05-20,920
2019-05-21,946
2019-05-22,948
2019-05-23,942
2019-05-24,953
2019-05-25,949
2019-05-26,972
2019-05-27,959
2019-05-28,965
2019-05-29,970
2019-05-30,961
2019-05-31,965
2019-06-01,946
2019-06-02,960
2019-06-03,962
2019-06-04,960
2019-06-05,942
2019-06-06,968
2019-06-07,972
2019-06-08,956
2019-06-09,946
2019-06-10,952
2019-06-11,953
2019-06-12,963
2019-06-13,957
2019-06-14,934
2019-06-15,929
2019-06-16,926
2019-06-17,928
2019-06-18,925
2019-06-19,912
2019-06-20,906
2019-06-21,926
2019-06-22,939
2019-06-23,941
2019-06-24,915
2019-06-25,918
2019-06-26,936
2019-06-27,954
2019-06-28,959
2019-06-29,960
2019-06-30,940
2019-07-01,942
2019-07-02,943
2019-07-03,938
2019-07-04,930
2019-07-05,963
2019-07-06,965
2019-07-07,956
2019-07-08,955
2019-07-09,931
2019-07-10,952
2019-07-11,946
2019-07-12,941
2019-07-13,942
2019-07-14,938
2019-07-15,958
2019-07-16,966
2019-07-17,974
2019-07-18,960
2019-07-19,977
2019-07-20,967
2019-07-21,993
2019-07-22,1008
2019-07-23,968
2019-07-24,963
2019-07-25,949
2019-07-26,915
2019-07-27,905
2019-07-28,898
2019-07-29,921
2019-07-30,947
2019-07-31,943
