date_obj,Mist%20battlestaff price
2017-03-28,135026
2017-03-29,137132
2017-03-30,137132
2017-03-31,132986
2017-04-01,132986
2017-04-02,134422
2017-04-03,135251
2017-04-04,135251
2017-04-12,141097
2017-04-13,134090
2017-04-14,134090
2017-04-15,127385
2017-04-16,121015
2017-04-17,114964
2017-04-18,114964
2017-04-19,112843
2017-04-20,112843
2017-04-21,112497
2017-04-22,112497
2017-04-23,114116
2017-04-24,114116
2017-04-25,115294
2017-04-26,115294
2017-04-27,115544
2017-04-28,115544
2017-04-29,117631
2017-04-30,117631
2017-05-01,121331
2017-05-02,125973
2017-05-03,125973
2017-05-04,128535
2017-05-05,128535
2017-05-06,129518
2017-05-07,129518
2017-05-08,127550
2017-05-09,125468
2017-05-10,125468
2017-05-11,121240
2017-05-12,121240
2017-05-13,119207
2017-05-14,119207
2017-05-15,121616
2017-05-16,124671
2017-05-17,124671
2017-05-18,128934
2017-05-19,128934
2017-05-20,131875
2017-05-21,131875
2017-05-22,128660
2017-05-23,128660
2017-05-24,126474
2017-05-25,126474
2017-05-26,121340
2017-05-27,116801
2017-05-28,116801
2017-05-29,111070
2017-05-30,111070
2017-05-31,106069
2017-06-01,101835
2017-06-02,96743
2017-06-03,96743
2017-06-06,87362
2017-06-07,82993
2017-06-08,82993
2017-06-09,78843
2017-06-10,75823
2017-06-11,72266
2017-06-12,72266
2017-06-13,70389
2017-06-14,70389
2017-06-15,70318
2017-06-16,71280
2017-06-17,71280
2017-06-18,72872
2017-06-19,72872
2017-06-20,76353
2017-06-21,79634
2017-06-22,79634
2017-06-23,83342
2017-06-24,87291
2017-06-25,87291
2017-06-26,91266
2017-06-27,94208
2017-06-28,94208
2017-06-29,96611
2017-06-30,96611
2017-07-01,97029
2017-07-02,97029
2017-07-03,99034
2017-07-04,99034
2017-07-05,101334
2017-07-06,103193
2017-07-07,103193
2017-07-08,104779
2017-07-13,103194
2017-07-14,101057
2017-07-15,101057
2017-07-16,100376
2017-07-17,99560
2017-07-18,99560
2017-07-19,98221
2017-07-20,98221
2017-07-21,96453
2017-07-22,96453
2017-07-23,96825
2017-07-24,96825
2017-07-25,98030
2017-07-26,97597
2017-07-27,98088
2017-07-28,98088
2017-07-29,97453
2017-07-30,98608
2017-07-31,98608
2017-08-01,97406
2017-08-02,97236
2017-08-03,97236
2017-08-04,100329
2017-08-05,100606
2017-08-06,100606
2017-08-09,100478
2017-08-10,101252
2017-08-11,101252
2017-08-12,100970
2017-08-13,100970
2017-08-14,99912
2017-08-15,95628
2017-08-16,95628
2017-08-17,95852
2017-08-18,95852
2017-08-19,97657
2017-08-20,101506
2017-08-21,101506
2017-08-22,104655
2017-08-23,104655
2017-08-24,103453
2017-08-25,103453
2017-08-26,108060
2017-08-27,110192
2017-08-28,110192
2017-08-29,112521
2017-08-30,113499
2017-08-31,113499
2017-09-01,116440
2017-09-02,117204
2017-09-03,117204
2017-09-04,118704
2017-09-05,118645
2017-09-06,118645
2017-09-07,118243
2017-09-08,118243
2017-09-09,115067
2017-09-10,113972
2017-09-11,113972
2017-09-12,113795
2017-09-13,114142
2017-09-14,112894
2017-09-15,112894
2017-09-16,113319
2017-09-17,111522
2017-09-19,112372
2017-09-20,112075
2017-09-21,112075
2017-09-22,112254
2017-09-23,112254
2017-09-24,114132
2017-09-25,114981
2017-09-26,114981
2017-09-27,115935
2017-09-28,118081
2017-09-29,117476
2017-09-30,117476
2017-10-01,118710
2017-10-02,119610
2017-10-03,119610
2017-10-04,120543
2017-10-05,120546
2017-10-06,120546
2017-10-07,117431
2017-10-08,117431
2017-10-09,119772
2017-10-10,119229
2017-10-11,119229
2017-10-12,119741
2017-10-13,117527
2017-10-14,117527
2017-10-15,116572
2017-10-16,115218
2017-10-17,115218
2017-10-18,113446
2017-10-19,113446
2017-10-20,111855
2017-10-21,111855
2017-10-22,109293
2017-10-23,109293
2017-10-24,103926
2017-10-25,99122
2017-10-26,99122
2017-10-27,94612
2017-10-28,94612
2017-10-29,91366
2017-10-30,91591
2017-10-31,94117
2017-11-02,95398
2017-11-03,95398
2017-11-04,93297
2017-11-05,93297
2017-11-06,94695
2017-11-07,94695
2017-11-08,92473
2017-11-09,89466
2017-11-10,89466
2017-11-11,88168
2017-11-12,85482
2017-11-13,85482
2017-11-14,82194
2017-11-15,82194
2017-11-16,78819
2017-11-17,78819
2017-11-18,75332
2017-11-19,71784
2017-11-20,68582
2017-11-21,65800
2017-11-22,65800
2017-11-23,62891
2017-11-24,62891
2017-11-25,63595
2017-11-26,66481
2017-11-27,66481
2017-11-28,67092
2017-11-29,67092
2017-11-30,67360
2017-12-01,67166
2017-12-02,67166
2017-12-03,67576
2017-12-04,67576
2017-12-05,69652
2017-12-06,69652
2017-12-07,72512
2017-12-08,72512
2017-12-09,75040
2017-12-10,77965
2017-12-11,77965
2017-12-12,76175
2017-12-14,76238
2017-12-15,75190
2017-12-17,76022
2017-12-18,77396
2017-12-19,77396
2017-12-20,77308
2017-12-21,77171
2017-12-22,77171
2017-12-23,77076
2017-12-24,77076
2017-12-25,77437
2017-12-26,77423
2017-12-27,78772
2017-12-28,78772
2017-12-29,80874
2017-12-30,84382
2017-12-31,84382
2018-01-01,85829
2018-01-02,85829
2018-01-03,87261
2018-01-04,87261
2018-01-05,89311
2018-01-06,89626
2018-01-07,89115
2018-01-08,91550
2018-01-09,92712
2018-01-10,92712
2018-01-11,92424
2018-01-12,91945
2018-01-13,91862
2018-01-14,94299
2018-01-15,95719
2018-01-16,95389
2018-01-17,95397
2018-01-18,97112
2018-01-19,97112
2018-01-20,100966
2018-01-21,105509
2018-01-22,109806
2018-01-23,112287
2018-01-25,115792
2018-01-26,116083
2018-01-27,114879
2018-01-28,112293
2018-01-29,110625
2018-01-31,111320
2018-02-01,113348
2018-02-02,117393
2018-02-03,118401
2018-02-04,118075
2018-02-05,115937
2018-02-06,115768
2018-02-07,114966
2018-02-08,111678
2018-02-09,110590
2018-02-10,110660
2018-02-11,109768
2018-02-12,108651
2018-02-13,110527
2018-02-14,112476
2018-02-15,113950
2018-02-16,114950
2018-02-17,115062
2018-02-18,114879
2018-02-19,115180
2018-02-20,114477
2018-02-21,113306
2018-02-22,110990
2018-02-23,107953
2018-02-24,106513
2018-02-25,107728
2018-02-26,108918
2018-02-27,108256
2018-03-01,111471
2018-03-02,110300
2018-03-03,108864
2018-03-04,108864
2018-03-05,108592
2018-03-06,106041
2018-03-07,102351
2018-03-08,99276
2018-03-09,96007
2018-03-10,95297
2018-03-11,95993
2018-03-12,97344
2018-03-13,97845
2018-03-14,98709
2018-03-15,98468
2018-03-16,98995
2018-03-17,98762
2018-03-18,100718
2018-03-19,101379
2018-03-20,101208
2018-03-21,103173
2018-03-23,102496
2018-03-24,102848
2018-03-26,102476
2018-03-27,102434
2018-03-28,102003
2018-03-29,100418
2018-03-30,100189
2018-03-31,99963
2018-04-01,99144
2018-04-02,99063
2018-04-03,100434
2018-04-04,102925
2018-04-05,102925
2018-04-06,102814
2018-04-07,101332
2018-04-08,101482
2018-04-09,100890
2018-04-10,102034
2018-04-11,101881
2018-04-12,101191
2018-04-13,100103
2018-04-14,101396
2018-04-15,100570
2018-04-16,100458
2018-04-17,99852
2018-04-18,99325
2018-04-19,96310
2018-04-20,95632
2018-04-21,94380
2018-04-22,93624
2018-04-23,92896
2018-04-24,92740
2018-04-25,91913
2018-04-26,93076
2018-04-27,92570
2018-04-28,94871
2018-04-29,95354
2018-04-30,94542
2018-05-01,93538
2018-05-04,88130
2018-05-05,87225
2018-05-06,87225
2018-05-07,85845
2018-05-08,85070
2018-05-09,84003
2018-05-10,83647
2018-05-11,85280
2018-05-12,85740
2018-05-13,88420
2018-05-14,89556
2018-05-15,89369
2018-05-16,89832
2018-05-17,89335
2018-05-18,89479
2018-05-19,89063
2018-05-20,89598
2018-05-21,89828
2018-05-22,88722
2018-05-23,90886
2018-05-24,91796
2018-05-25,94637
2018-05-26,97549
2018-05-27,100292
2018-05-28,103244
2018-05-29,104006
2018-05-30,107505
2018-05-31,110671
2018-06-01,112509
2018-06-02,111666
2018-06-03,112966
2018-06-04,114054
2018-06-05,110476
2018-06-06,105182
2018-06-07,100441
2018-06-08,96350
2018-06-09,94113
2018-06-10,93204
2018-06-11,90987
2018-06-12,90051
2018-06-13,85878
2018-06-14,82376
2018-06-15,84387
2018-06-16,86409
2018-06-17,87087
2018-06-18,87480
2018-06-19,88296
2018-06-20,88296
2018-06-21,90179
2018-06-22,92701
2018-06-23,94133
2018-06-24,94453
2018-06-25,94798
2018-06-26,95543
2018-06-27,94651
2018-06-28,94062
2018-06-29,96887
2018-06-30,97001
2018-07-01,98177
2018-07-02,99217
2018-07-03,99804
2018-07-04,98199
2018-07-05,97277
2018-07-06,97157
2018-07-07,99624
2018-07-08,99049
2018-07-09,101653
2018-07-10,102767
2018-07-11,104278
2018-07-12,104338
2018-07-13,103957
2018-07-14,105248
2018-07-15,105769
2018-07-16,105766
2018-07-17,105652
2018-07-18,105870
2018-07-19,107477
2018-07-20,108158
2018-07-21,109271
2018-07-22,111602
2018-07-23,113891
2018-07-24,115645
2018-07-25,116132
2018-07-26,116774
2018-07-27,117208
2018-07-28,119217
2018-07-29,121814
2018-07-30,123753
2018-07-31,125619
2018-08-01,127131
2018-08-02,124521
2018-08-03,118518
2018-08-04,116384
2018-08-05,114889
2018-08-06,111937
2018-08-07,108557
2018-08-08,106146
2018-08-09,105289
2018-08-10,105695
2018-08-11,108134
2018-08-12,110432
2018-08-14,111014
2018-08-16,111578
2018-08-17,111833
2018-08-18,111746
2018-08-19,112917
2018-08-20,115070
2018-08-21,117252
2018-08-22,117977
2018-08-23,118743
2018-08-24,116561
2018-08-25,113091
2018-08-26,111127
2018-08-27,110766
2018-08-28,111424
2018-08-29,113052
2018-08-30,115093
2018-08-31,117700
2018-09-01,121973
2018-09-02,124923
2018-09-03,127662
2018-09-04,129927
2018-09-05,130608
2018-09-06,130608
2018-09-07,128958
2018-09-08,129030
2018-09-09,129308
2018-09-10,129310
2018-09-11,129363
2018-09-12,128790
2018-09-13,130487
2018-09-14,132389
2018-09-15,132772
2018-09-16,132643
2018-09-17,133382
2018-09-18,137244
2018-09-19,139079
2018-09-20,139464
2018-09-21,138262
2018-09-22,136999
2018-09-23,136191
2018-09-24,136093
2018-09-25,135854
2018-09-26,135470
2018-09-27,137245
2018-09-28,137638
2018-09-29,136588
2018-09-30,132971
2018-10-02,131321
2018-10-03,132547
2018-10-04,132932
2018-10-05,133557
2018-10-06,133418
2018-10-07,131970
2018-10-08,132858
2018-10-09,134041
2018-10-10,132840
2018-10-11,131611
2018-10-12,132376
2018-10-13,132294
2018-10-14,131190
2018-10-15,132824
2018-10-16,133111
2018-10-17,134817
2018-10-18,133983
2018-10-19,135060
2018-10-20,135771
2018-10-21,137505
2018-10-22,139267
2018-10-23,138594
2018-10-24,139303
2018-10-25,140762
2018-10-26,139379
2018-10-27,139255
2018-10-28,140499
2018-10-29,142741
2018-10-30,141816
2018-10-31,143406
2018-11-01,145277
2018-11-03,146190
2018-11-04,145009
2018-11-05,147095
2018-11-06,144959
2018-11-07,144174
2018-11-08,146194
2018-11-09,149363
2018-11-10,152341
2018-11-11,154131
2018-11-12,160210
2018-11-13,166479
2018-11-14,172299
2018-11-15,176203
2018-11-16,181428
2018-11-17,186728
2018-11-18,192993
2018-11-19,200356
2018-11-20,207052
2018-11-21,211201
2018-11-22,215326
2018-11-23,223918
2018-11-24,225079
2018-11-25,226886
2018-11-26,228562
2018-11-27,230727
2018-11-28,234853
2018-11-29,239833
2018-12-01,254172
2018-12-02,256318
2018-12-03,260239
2018-12-04,254427
2018-12-05,254414
2018-12-07,246484
2018-12-09,230499
2018-12-10,226416
2018-12-11,222191
2018-12-12,222530
2018-12-13,219457
2018-12-14,215057
2018-12-15,213634
2018-12-16,213350
2018-12-17,213988
2018-12-18,210065
2018-12-19,203541
2018-12-20,193391
2018-12-21,185692
2018-12-22,182754
2018-12-23,176638
2018-12-24,169220
2018-12-25,164788
2018-12-26,159762
2018-12-27,157830
2018-12-28,153431
2018-12-29,156652
2018-12-30,162004
2018-12-31,167608
2019-01-01,168380
2019-01-02,167930
2019-01-03,172544
2019-01-04,174256
2019-01-05,178883
2019-01-06,179453
2019-01-08,182307
2019-01-10,180430
2019-01-11,174370
2019-01-12,167083
2019-01-13,158738
2019-01-14,150801
2019-01-15,143295
2019-01-16,136172
2019-01-17,130600
2019-01-18,127210
2019-01-19,126158
2019-01-20,123714
2019-01-21,122174
2019-01-22,124109
2019-01-23,125370
2019-01-24,125517
2019-01-25,127592
2019-01-26,129338
2019-01-27,129585
2019-01-28,129946
2019-01-29,132329
2019-01-30,133106
2019-01-31,136128
2019-02-01,138160
2019-02-02,141238
2019-02-03,142873
2019-02-04,144377
2019-02-05,143557
2019-02-06,144151
2019-02-07,141168
2019-02-08,139410
2019-02-09,138399
2019-02-10,137669
2019-02-11,136429
2019-02-12,136414
2019-02-13,135785
2019-02-14,132809
2019-02-15,133068
2019-02-16,135373
2019-02-17,137585
2019-02-18,141153
2019-02-19,143754
2019-02-20,144129
2019-02-21,145967
2019-02-22,147568
2019-02-23,148106
2019-02-24,147965
2019-02-25,149182
2019-02-26,148042
2019-02-27,148633
2019-02-28,147232
2019-03-01,149774
2019-03-02,151539
2019-03-03,152438
2019-03-04,154139
2019-03-05,156727
2019-03-06,156008
2019-03-07,156095
2019-03-08,155568
2019-03-09,156699
2019-03-10,156232
2019-03-11,155271
2019-03-12,154648
2019-03-13,153205
2019-03-14,150206
2019-03-15,147255
2019-03-16,144447
2019-03-17,141123
2019-03-18,137626
2019-03-19,136873
2019-03-20,136058
2019-03-21,134720
2019-03-22,133277
2019-03-23,129299
2019-03-24,124989
2019-03-25,121684
2019-03-26,120151
2019-03-27,117984
2019-03-28,117179
2019-03-29,115927
2019-03-30,112635
2019-03-31,112152
2019-04-01,113074
2019-04-02,114179
2019-04-03,113856
2019-04-04,113572
2019-04-05,115548
2019-04-06,116446
2019-04-07,118391
2019-04-08,120604
2019-04-09,123028
2019-04-10,125197
2019-04-11,126245
2019-04-12,126326
2019-04-13,128527
2019-04-14,130126
2019-04-15,131847
2019-04-16,133892
2019-04-17,134221
2019-04-18,134383
2019-04-19,134326
2019-04-20,133221
2019-04-21,134627
2019-04-22,134151
2019-04-23,132463
2019-04-24,128859
2019-04-25,125583
2019-04-26,122011
2019-04-27,119300
2019-04-28,117538
2019-04-29,114588
2019-04-30,112337
2019-05-01,110612
2019-05-02,108516
2019-05-03,106124
2019-05-04,106741
2019-05-05,107657
2019-05-06,108685
2019-05-07,108132
2019-05-08,109242
2019-05-09,109935
2019-05-10,111042
2019-05-11,111450
2019-05-12,110713
2019-05-13,109772
2019-05-14,107460
2019-05-15,104781
2019-05-16,103439
2019-05-17,103014
2019-05-18,103936
2019-05-19,105040
2019-05-20,105664
2019-05-21,103845
2019-05-22,104661
2019-05-23,103543
2019-05-24,103381
2019-05-25,103249
2019-05-26,104317
2019-05-27,104438
2019-05-28,104207
2019-05-29,103340
2019-05-30,101470
2019-05-31,100001
2019-06-01,98719
2019-06-02,96716
2019-06-03,94485
2019-06-04,93509
2019-06-05,93247
2019-06-06,91714
2019-06-07,89990
2019-06-08,88296
2019-06-09,87806
2019-06-10,86398
2019-06-11,86618
2019-06-12,89175
2019-06-13,88898
2019-06-14,88327
2019-06-15,88123
2019-06-16,87960
2019-06-17,87922
2019-06-18,87758
2019-06-19,86908
2019-06-20,86884
2019-06-21,88378
2019-06-22,87417
2019-06-23,87352
2019-06-24,86930
2019-06-25,86422
2019-06-26,85510
2019-06-27,85691
2019-06-28,87579
2019-06-29,86757
2019-06-30,84880
2019-07-01,84057
2019-07-02,81742
2019-07-03,79305
2019-07-04,77739
2019-07-05,76585
2019-07-06,76635
2019-07-07,75859
2019-07-08,75159
2019-07-09,75135
2019-07-10,78255
2019-07-11,81164
2019-07-12,82510
2019-07-13,83515
2019-07-14,82294
2019-07-15,81249
2019-07-16,80562
2019-07-17,81004
2019-07-18,83131
2019-07-19,85136
2019-07-20,87924
2019-07-21,89571
2019-07-22,91279
2019-07-23,93398
2019-07-24,94389
2019-07-25,94123
2019-07-26,92260
2019-07-27,90525
2019-07-28,88163
2019-07-29,87957
2019-07-30,87399
2019-07-31,86334
2019-08-01,86243
2019-08-02,85636
2019-08-03,84008
2019-08-04,83287
2019-08-05,83341
2019-08-06,83431
2019-08-07,85201
2019-08-08,85871
2019-08-09,86477
2019-08-10,87258
2019-08-11,86450
2019-08-12,86257
2019-08-13,88150
2019-08-14,88346
2019-08-15,89879
2019-08-16,90861
2019-08-17,91794
2019-08-18,92070
2019-08-19,94196
2019-08-20,95467
2019-08-21,95529
2019-08-22,95488
2019-08-23,95917
2019-08-24,98480
2019-08-24,98480
2019-08-25,99253
2019-08-25,99253
2019-08-26,98971
2019-08-26,98971
2019-08-27,102392
2019-08-27,102392
2019-08-28,103648
2019-08-29,104783
2019-08-30,104989
2019-08-31,103720
2019-09-01,103902
2019-09-02,103261
2019-09-03,102562
2019-09-04,101658
2019-09-05,100280
2019-09-06,97374
2019-09-07,94865
2019-09-08,92482
2019-09-09,90065
2019-09-10,89369
2019-09-11,90553
2019-09-12,90316
2019-09-13,89547
2019-09-14,90410
2019-09-15,91852
2019-09-16,92096
2019-09-17,90778
2019-09-18,89090
2019-09-19,88505
2019-09-20,87132
2019-09-21,85267
2019-09-22,83996
2019-09-23,83555
2019-09-24,84353
2019-09-25,82706
2019-09-26,86412
2019-09-27,90286
2019-09-28,94037
2019-09-29,98739
2019-09-30,103676
2019-10-01,108860
2019-10-02,114303
2019-10-03,118964
2019-10-04,124021
2019-10-05,122430
2019-10-06,120272
2019-10-07,116527
2019-10-08,112743
2019-10-09,110540
2019-10-10,108168
2019-10-11,104889
2019-10-12,103188
2019-10-13,101660
2019-10-14,99891
2019-10-15,96699
2019-10-16,94037
2019-10-17,91105
2019-10-18,87845
2019-10-19,84966
2019-10-20,82181
2019-10-21,79181
2019-10-22,77263
2019-10-23,75237
2019-10-24,74305
2019-10-25,73419
2019-10-26,73762
2019-10-27,73699
2019-10-28,75281
2019-10-29,78000
2019-10-30,79272
2019-10-31,79778
2019-11-01,80407
2019-11-02,80877
2019-11-03,80175
2019-11-04,80308
2019-11-05,78791
2019-11-06,79724
2019-11-07,80983
2019-11-08,80088
2019-11-09,80753
2019-11-10,81868
2019-11-11,83025
2019-11-12,84004
2019-11-13,86012
2019-11-14,86309
2019-11-15,86430
2019-11-16,87682
2019-11-17,91078
2019-11-18,92135
2019-11-19,92345
2019-11-20,92098
2019-11-21,91246
2019-11-22,90935
2019-11-23,92219
2019-11-24,92472
2019-11-25,93752
2019-11-26,94761
2019-11-27,95718
2019-11-28,96231
2019-11-29,96508
2019-11-30,96425
2019-12-01,96751
2019-12-02,96493
2019-12-03,96883
2019-12-04,96418
2019-12-05,96418
2019-12-06,96367
2019-12-07,95960
2019-12-08,95719
2019-12-09,95907
2019-12-10,94287
2019-12-11,92739
2019-12-12,90806
2019-12-13,86943
2019-12-14,84190
2019-12-15,81911
2019-12-16,81530
2019-12-17,78471
2019-12-18,76014
2019-12-19,73874
2019-12-20,71139
2019-12-21,69949
2019-12-22,67582
2019-12-23,66127
2019-12-24,66273
2019-12-25,66913
2019-12-26,69322
2019-12-27,69801
2019-12-28,69307
2019-12-29,68131
2019-12-30,67485
2019-12-31,67600
2020-01-01,68758
2020-01-02,69696
2020-01-03,70520
2020-01-04,72430
2020-01-05,73165
2020-01-06,73581
2020-01-07,72477
2020-01-08,72539
2020-01-09,72305
2020-01-10,73060
2020-01-11,72379
2020-01-12,72715
2020-01-13,71572
2020-01-14,72878
2020-01-15,74100
2020-01-16,76154
2020-01-17,77717
2020-01-18,78937
2020-01-19,79394
2020-01-20,78409
2020-01-21,78499
2020-01-22,78130
2020-01-23,76633
2020-01-24,75568
2020-01-25,73794
2020-01-26,72701
2020-01-27,71526
2020-01-28,69089
2020-01-29,67692
2020-01-30,65817
2020-01-31,66064
2020-02-01,65754
2020-02-02,65004
2020-02-03,64684
2020-02-04,63182
2020-02-05,61727
2020-02-06,60219
2020-02-07,58472
2020-02-08,57506
2020-02-09,56331
2020-02-10,56151
2020-02-11,57308
2020-02-12,57622
2020-02-13,57534
2020-02-14,57715
2020-02-15,56682
2020-02-16,56347
2020-02-17,57742
2020-02-18,59098
2020-02-19,60984
2020-02-20,62497
2020-02-21,64001
2020-02-22,66005
2020-02-23,67284
2020-02-24,68873
2020-02-25,70266
2020-02-26,72478
2020-02-27,74435
2020-02-28,76713
2020-02-29,77968
2020-03-01,78525
2020-03-02,80379
2020-03-03,82604
2020-03-04,83791
2020-03-05,85365
2020-03-06,85189
2020-03-07,86089
2020-03-08,87033
2020-03-09,87330
2020-03-10,87559
2020-03-11,87859
2020-03-12,89247
2020-03-13,89507
2020-03-14,90311
2020-03-15,90612
2020-03-16,92216
2020-03-17,92763
2020-03-18,92388
2020-03-19,91847
2020-03-20,92303
2020-03-21,93284
2020-03-22,95163
2020-03-23,96500
2020-03-24,97567
2020-03-25,100171
2020-03-26,100368
2020-03-27,101124
2020-03-28,100512
2020-03-29,100225
2020-03-30,101792
2020-03-31,102255
2020-04-01,101821
2020-04-02,102046
2020-04-03,102801
2020-04-04,102949
2020-04-05,103584
2020-04-06,105324
2020-04-07,105375
2020-04-08,106142
2020-04-09,107055
2020-04-10,107756
2020-04-11,104438
2020-04-12,101290
2020-04-13,97890
2020-04-14,95045
2020-04-15,95415
2020-04-16,94172
2020-04-17,94352
2020-04-18,95399
2020-04-19,97522
2020-04-20,99418
2020-04-21,101726
2020-04-22,102248
2020-04-23,101158
2020-04-24,101360
2020-04-25,100271
2020-04-26,101625
2020-04-27,104635
2020-04-28,107358
2020-04-29,107928
2020-04-30,107243
2020-05-01,106822
2020-05-02,108520
2020-05-03,109598
2020-05-04,110208
2020-05-05,110336
2020-05-06,109061
2020-05-07,107268
2020-05-08,105286
2020-05-09,103663
2020-05-10,102257
2020-05-11,100546
2020-05-12,97320
2020-05-13,94863
