date_obj,Blue%20d'hide%20chaps%20(g) price
2016-06-08,9680
2016-06-09,9587
2016-06-10,9456
2016-06-11,9546
2016-06-12,9541
2016-06-13,9478
2016-06-14,9259
2016-06-15,9258
2016-06-16,9199
2016-06-17,9073
2016-06-18,9041
2016-06-19,9147
2016-06-20,9316
2016-06-21,9483
2016-06-22,9341
2016-06-23,9184
2016-06-24,8748
2016-06-25,8694
2016-06-26,8681
2016-06-27,8640
2016-06-28,8727
2016-06-29,8785
2016-06-30,8726
2016-07-01,8816
2016-07-02,8878
2016-07-03,8695
2016-07-04,8592
2016-07-05,8509
2016-07-06,8560
2016-07-07,8298
2016-07-08,8207
2016-07-09,8197
2016-07-10,8305
2016-07-11,8336
2016-07-12,8393
2016-07-13,8397
2016-07-14,8362
2016-07-15,8446
2016-07-16,8340
2016-07-17,8362
2016-07-18,8422
2016-07-23,8613
2016-07-24,8777
2016-07-25,8874
2016-07-26,9034
2016-07-27,9142
2016-07-28,9158
2016-07-29,9204
2016-07-30,9289
2016-07-31,9365
2016-08-01,9567
2016-08-02,9978
2016-08-03,10270
2016-08-04,10499
2016-08-05,10768
2016-08-06,11049
2016-08-07,11139
2016-08-08,11185
2016-08-09,11532
2016-08-10,11769
2016-08-11,12028
2016-08-12,12245
2016-08-13,12463
2016-08-14,12914
2016-08-15,13109
2016-08-16,13417
2016-08-17,13984
2016-08-18,14236
2016-08-19,14218
2016-08-20,14165
2016-08-21,13898
2016-08-22,13485
2016-08-23,13152
2016-08-24,12642
2016-08-25,12009
2016-08-26,11427
2016-08-28,10312
2016-08-31,9345
2016-09-01,8986
2016-09-02,8986
2016-09-03,8651
2016-09-04,8464
2016-09-05,8328
2016-09-06,8223
2016-09-07,8112
2016-09-08,7793
2016-09-09,7591
2016-09-10,7213
2016-09-11,6996
2016-09-12,6923
2016-09-13,6874
2016-09-14,6715
2016-09-15,6806
2016-09-16,6883
2016-09-17,6898
2016-09-18,6948
2016-09-19,6927
2016-09-20,6715
2016-09-21,6604
2016-09-22,6571
2016-09-23,6573
2016-09-24,6573
2016-09-25,6542
2016-09-26,6501
2016-09-27,6499
2016-09-28,6518
2016-09-29,6509
2016-09-30,6483
2016-10-01,6691
2016-10-02,6584
2016-10-03,6502
2016-10-04,6348
2016-10-05,6282
2016-10-06,6155
2016-10-07,6135
2016-10-08,6024
2016-10-09,6014
2016-10-10,6011
2016-10-11,5950
2016-10-12,6027
2016-10-13,5970
2016-10-14,5989
2016-10-15,5892
2016-10-16,5906
2016-10-17,5818
2016-10-18,5725
2016-10-19,5633
2016-10-20,5609
2016-10-21,5491
2016-10-22,5216
2016-10-23,5236
2016-10-24,5243
2016-10-25,5142
2016-10-26,5166
2016-10-27,5200
2016-10-28,5104
2016-10-29,5079
2016-10-30,5000
2016-10-31,5060
2016-11-01,5094
2016-11-02,5025
2016-11-03,4901
2016-11-04,4935
2016-11-05,4989
2016-11-06,5095
2016-11-07,5186
2016-11-08,5139
2016-11-09,5173
2016-11-10,5232
2016-11-11,5181
2016-11-12,5078
2016-11-13,5125
2016-11-14,5171
2016-11-15,5135
2016-12-07,6472
2016-12-08,6592
2016-12-09,6685
2016-12-10,6731
2016-12-11,6780
2016-12-12,6782
2016-12-13,6928
2016-12-14,6948
2016-12-15,6805
2016-12-16,7013
2016-12-17,6911
2016-12-18,6901
2016-12-19,6989
2016-12-20,7009
2016-12-21,6950
2016-12-22,6832
2016-12-23,6906
2016-12-24,6939
2016-12-25,7137
2016-12-26,7134
2016-12-27,7168
2016-12-28,7527
2016-12-29,7850
2016-12-30,8243
2016-12-31,8543
2017-01-01,8732
2017-01-02,8904
2017-01-03,8778
2017-01-04,8476
2017-01-05,8433
2017-01-06,8347
2017-01-07,8469
2017-01-08,8466
2017-01-09,8440
2017-01-10,8394
2017-01-11,8540
2017-01-12,8574
2017-01-13,8615
2017-01-14,8511
2017-01-15,8579
2017-01-16,8533
2017-01-17,8557
2017-01-18,8675
2017-01-19,8770
2017-01-20,8925
2017-01-21,9145
2017-01-22,9167
2017-01-23,9262
2017-01-27,9527
2017-01-28,9439
2017-01-29,9359
2017-01-30,9391
2017-01-31,9507
2017-02-01,9409
2017-02-02,9411
2017-02-03,9383
2017-02-04,9395
2017-02-05,9178
2017-02-06,9005
2017-02-07,8991
2017-02-08,9056
2017-02-09,9156
2017-02-10,9238
2017-02-11,9219
2017-02-12,9250
2017-02-13,9289
2017-02-14,9298
2017-02-15,9355
2017-02-16,9365
2017-02-18,9300
2017-02-19,9336
2017-02-20,9494
2017-02-21,9516
2017-02-22,9454
2017-02-23,9393
2017-02-24,9143
2017-02-25,9092
2017-02-26,8980
2017-02-27,8950
2017-02-28,8977
2017-03-01,8969
2017-03-02,8845
2017-03-03,8678
2017-03-04,8491
2017-03-05,8364
2017-03-06,8156
2017-03-07,7896
2017-03-08,7638
2017-03-09,7376
2017-03-10,7386
2017-03-11,7425
2017-03-12,7444
2017-03-13,7379
2017-03-14,7257
2017-03-15,7246
2017-03-16,6919
2017-03-17,6898
2017-03-18,6871
2017-03-19,6887
2017-03-20,6870
2017-03-21,6701
2017-03-22,6412
2017-03-23,6272
2017-03-24,6322
2017-03-25,6314
2017-03-26,6268
2017-03-27,6261
2017-03-28,6203
2017-03-29,6071
2017-03-30,5948
2017-03-31,5849
2017-04-01,5845
2017-04-02,5839
2017-04-03,5749
2017-04-04,5699
2017-04-12,5671
2017-04-13,5784
2017-04-14,5854
2017-04-15,5906
2017-04-16,5970
2017-04-17,6005
2017-04-18,6256
2017-04-19,6524
2017-04-20,6771
2017-04-21,6912
2017-04-22,6979
2017-04-23,6904
2017-04-24,6953
2017-04-25,6994
2017-04-26,6989
2017-04-27,7026
2017-04-28,7178
2017-04-29,7216
2017-04-30,7325
2017-05-01,7404
2017-05-02,7530
2017-05-03,7755
2017-05-04,7965
2017-05-05,8194
2017-05-06,7967
2017-05-07,7807
2017-05-08,7868
2017-05-09,7958
2017-05-10,7909
2017-05-11,7921
2017-05-12,7727
2017-05-13,7600
2017-05-14,7420
2017-05-15,7076
2017-05-16,6996
2017-05-17,6936
2017-05-18,6868
2017-05-19,6741
2017-05-20,6770
2017-05-21,6877
2017-05-22,6962
2017-05-23,7096
2017-05-24,7214
2017-05-25,7341
2017-05-26,7451
2017-05-27,7660
2017-05-28,7921
2017-05-29,7858
2017-05-30,7713
2017-05-31,7780
2017-06-01,7957
2017-06-02,8113
2017-06-03,8115
2017-06-04,8251
2017-06-05,8615
2017-06-06,9032
2017-06-07,9274
2017-06-08,9540
2017-06-09,9811
2017-06-10,9948
2017-06-11,9864
2017-06-12,9938
2017-06-13,10081
2017-06-14,10359
2017-06-15,10588
2017-06-16,10929
2017-06-17,11079
2017-06-18,11330
2017-06-19,11705
2017-06-20,12099
2017-06-21,12596
2017-06-22,12745
2017-06-23,12923
2017-06-24,13281
2017-06-25,13417
2017-06-26,13441
2017-06-27,13341
2017-06-28,13168
2017-06-29,13316
2017-06-30,12931
2017-07-01,12782
2017-07-02,12986
2017-07-03,12987
2017-07-04,13051
2017-07-05,12914
2017-07-06,13081
2017-07-07,12872
2017-07-08,12580
2017-07-13,10514
2017-07-14,9992
2017-07-15,9655
2017-07-16,9364
2017-07-17,8895
2017-07-18,8453
2017-07-19,8030
2017-07-20,7628
2017-07-21,7246
2017-07-22,6910
2017-07-23,6585
2017-07-24,6329
2017-07-25,6023
2017-07-26,5721
2017-07-27,5434
2017-07-28,5162
2017-07-29,4929
2017-07-30,4682
2017-07-31,4447
2017-08-01,4224
2017-08-02,4232
2017-08-03,4340
2017-08-04,4465
2017-08-05,4443
2017-08-06,4454
2017-08-09,4446
2017-08-10,4525
2017-08-11,4515
2017-08-12,4493
2017-08-13,4467
2017-08-14,4287
2017-08-15,4091
2017-08-16,3994
2017-08-17,3907
2017-08-18,3936
2017-08-19,3970
2017-08-20,4012
2017-08-21,3982
2017-08-22,4070
2017-08-23,4197
2017-08-24,4191
2017-08-25,4255
2017-08-26,4317
2017-08-27,4441
2017-08-28,4515
2017-08-29,4509
2017-08-30,4533
2017-08-31,4424
2017-09-01,4457
2017-09-02,4410
2017-09-03,4391
2017-09-04,4457
2017-09-05,4345
2017-09-06,4263
2017-09-07,4274
2017-09-08,4132
2017-09-09,4077
2017-09-10,3938
2017-09-11,3940
2017-09-12,4108
2017-09-13,4169
2017-09-14,4190
2017-09-15,4223
2017-09-16,4317
2017-09-17,4311
2017-09-18,4392
2017-09-19,4577
2017-09-20,4710
2017-09-22,5092
2017-09-23,5269
2017-09-24,5372
2017-09-25,5385
2017-09-26,5452
2017-09-27,5551
2017-09-28,5540
2017-09-29,5508
2017-09-30,5549
2017-10-01,5599
2017-10-02,5659
2017-10-03,5872
2017-10-04,6016
2017-10-05,6093
2017-10-06,6207
2017-10-07,6056
2017-10-08,5954
2017-10-09,5959
2017-10-10,5872
2017-10-11,5690
2017-10-12,5704
2017-10-13,5643
2017-10-14,5511
2017-10-15,5572
2017-10-16,5699
2017-10-17,5716
2017-10-18,5869
2017-10-19,5978
2017-10-20,5803
2017-10-21,5889
2017-10-22,6070
2017-10-23,6231
2017-10-24,6341
2017-10-25,6469
2017-10-26,6645
2017-10-27,6678
2017-10-28,6513
2017-10-29,6612
2017-10-30,6618
2017-10-31,6554
2017-11-01,6605
2017-11-02,6652
2017-11-03,6669
2017-11-04,6743
2017-11-05,6784
2017-11-06,6919
2017-11-07,6989
2017-11-08,6891
2017-11-09,6874
2017-11-10,6718
2017-11-11,6631
2017-11-12,6748
2017-11-13,6823
2017-11-14,6907
2017-11-15,7059
2017-11-16,7193
2017-11-17,7382
2017-11-18,7463
2017-11-19,7578
2017-11-20,7709
2017-11-21,7783
2017-11-22,7911
2017-11-23,8080
2017-11-24,8295
2017-11-25,8396
2017-11-26,8519
2017-11-27,8925
2017-11-28,9294
2017-11-29,9602
2017-11-30,9964
2017-12-01,10040
2017-12-02,9555
2017-12-03,9411
2017-12-04,9464
2017-12-05,9487
2017-12-06,9237
2017-12-07,8973
2017-12-08,8603
2017-12-09,8663
2017-12-10,8385
2017-12-11,8451
2017-12-12,8475
2017-12-13,8591
2017-12-14,8785
2017-12-15,8892
2017-12-16,8615
2017-12-17,8391
2017-12-18,8152
2017-12-19,7794
2017-12-20,7605
2017-12-21,7488
2017-12-22,7388
2017-12-23,7263
2017-12-24,7050
2017-12-25,7008
2017-12-26,6935
2017-12-27,6799
2017-12-28,6708
2017-12-29,6653
2017-12-30,6639
2017-12-31,6671
2018-01-01,6658
2018-01-02,6796
2018-01-03,6588
2018-01-04,6498
2018-01-05,6487
2018-01-06,6478
2018-01-07,6477
2018-01-08,6339
2018-01-09,6281
2018-01-10,6420
2018-01-11,6492
2018-01-12,6765
2018-01-13,6906
2018-01-14,6784
2018-01-15,6717
2018-01-16,6650
2018-01-17,6421
2018-01-18,6215
2018-01-19,6153
2018-01-20,5996
2018-01-21,5876
2018-01-22,5729
2018-01-23,5644
2018-01-24,5544
2018-01-25,5421
2018-01-26,5338
2018-01-27,5166
2018-01-28,5016
2018-01-29,4765
2018-01-30,4595
2018-01-31,4496
2018-02-01,4483
2018-02-02,4381
2018-02-03,4246
2018-02-04,4222
2018-02-05,4108
2018-02-06,3979
2018-02-07,3930
2018-02-08,3896
2018-02-09,3821
2018-02-10,3763
2018-02-11,3744
2018-02-12,3738
2018-02-13,3692
2018-02-14,3738
2018-02-15,3846
2018-02-16,3950
2018-02-17,4070
2018-02-18,4176
2018-02-19,4340
2018-02-20,4557
2018-02-21,4770
2018-02-22,4949
2018-02-23,5082
2018-02-24,5255
2018-02-25,5276
2018-02-26,5235
2018-02-27,5241
2018-02-28,5251
2018-03-01,5280
2018-03-02,5291
2018-03-03,5249
2018-03-04,5264
2018-03-05,5378
2018-03-06,5514
2018-03-07,5612
2018-03-08,5752
2018-03-09,5905
2018-03-10,6052
2018-03-11,6069
2018-03-12,6006
2018-03-13,6033
2018-03-14,6010
2018-03-15,6086
2018-03-16,6168
2018-03-17,6124
2018-03-18,6104
2018-03-20,5974
2018-03-21,6002
2018-03-22,5983
2018-03-23,5990
2018-03-24,6050
2018-03-25,6002
2018-03-26,5982
2018-03-27,5995
2018-03-28,5954
2018-03-29,5933
2018-03-30,5916
2018-03-31,5804
2018-04-01,5662
2018-04-02,5682
2018-04-03,5888
2018-04-04,5995
2018-04-05,6079
2018-04-06,6027
2018-04-07,6095
2018-04-08,6113
2018-04-09,6221
2018-04-10,6159
2018-04-11,6121
2018-04-12,6065
2018-04-13,6120
2018-04-14,6187
2018-04-15,6271
2018-04-16,6396
2018-04-17,6606
2018-04-18,6756
2018-04-19,6826
2018-04-20,6995
2018-04-21,7043
2018-04-22,7260
2018-04-23,7173
2018-04-24,6858
2018-04-25,6969
2018-04-26,7081
2018-04-27,7192
2018-04-28,7157
2018-04-29,7169
2018-04-30,7167
2018-05-01,7305
2018-05-02,7430
2018-05-03,7347
2018-05-04,7267
2018-05-05,7290
2018-05-06,7290
2018-05-07,7293
2018-05-08,7269
2018-05-09,7197
2018-05-10,7234
2018-05-11,7074
2018-05-12,7087
2018-05-13,7156
2018-05-14,7119
2018-05-15,7239
2018-05-16,7194
2018-05-17,7186
2018-05-18,7158
2018-05-19,7095
2018-05-20,7093
2018-05-21,7074
2018-05-22,7046
2018-05-23,7043
2018-05-24,6939
2018-05-25,6817
2018-05-26,6929
2018-05-27,7026
2018-05-28,7017
2018-05-29,7007
2018-05-30,6885
2018-05-31,6994
2018-06-01,6878
2018-06-02,6851
2018-06-03,6764
2018-06-04,6728
2018-06-05,6563
2018-06-06,6528
2018-06-07,6422
2018-06-08,6440
2018-06-09,6467
2018-06-10,6376
2018-06-11,6285
2018-06-12,6157
2018-06-13,6092
2018-06-14,6134
2018-06-15,6219
2018-06-16,6330
2018-06-17,6210
2018-06-18,5996
2018-06-19,5896
2018-06-20,5896
2018-06-21,5770
2018-06-22,5645
2018-06-23,5371
2018-06-24,5222
2018-06-25,5276
2018-06-26,5211
2018-06-27,5199
2018-06-28,5145
2018-06-29,5063
2018-06-30,4933
2018-07-01,4937
2018-07-02,4942
2018-07-03,4940
2018-07-04,4916
2018-07-05,4716
2018-07-06,4631
2018-07-07,4623
2018-07-08,4547
2018-07-09,4532
2018-07-10,4395
2018-07-11,4281
2018-07-12,4226
2018-07-13,4318
2018-07-14,4371
2018-07-15,4302
2018-07-16,4242
2018-07-17,4260
2018-07-18,4386
2018-07-19,4540
2018-07-20,4589
2018-07-21,4767
2018-07-22,4799
2018-07-23,4811
2018-07-24,4816
2018-07-25,4748
2018-07-26,4646
2018-07-27,4642
2018-07-28,4687
2018-07-29,4829
2018-07-30,4910
2018-07-31,4935
2018-08-01,4838
2018-08-02,4896
2018-08-03,5026
2018-08-04,5138
2018-08-05,5267
2018-08-06,5362
2018-08-07,5488
2018-08-08,5691
2018-08-09,5804
2018-08-10,5941
2018-08-11,5961
2018-08-12,6010
2018-08-14,6230
2018-08-16,6366
2018-08-17,6326
2018-08-18,6388
2018-08-19,6362
2018-08-20,6440
2018-08-21,6403
2018-08-22,6473
2018-08-23,6408
2018-08-24,6306
2018-08-25,6307
2018-08-26,6372
2018-08-27,6384
2018-08-28,6312
2018-08-29,6302
2018-08-30,6291
2018-08-31,6345
2018-09-01,6248
2018-09-02,6203
2018-09-03,6145
2018-09-04,6192
2018-09-05,6070
2018-09-06,6045
2018-09-07,6061
2018-09-08,5999
2018-09-09,6020
2018-09-10,5981
2018-09-11,6060
2018-09-12,6029
2018-09-13,5884
2018-09-14,5794
2018-09-15,5824
2018-09-16,5780
2018-09-17,5915
2018-09-18,6054
2018-09-19,6214
2018-09-20,6392
2018-09-21,6396
2018-09-22,6378
2018-09-23,6485
2018-09-24,6596
2018-09-25,6547
2018-09-26,6748
2018-09-27,6881
2018-09-28,6999
2018-09-29,7072
2018-09-30,6787
2018-10-01,6589
2018-10-02,6322
2018-10-03,6301
2018-10-04,6361
2018-10-05,6388
2018-10-06,6420
2018-10-07,6485
2018-10-08,6424
2018-10-09,6446
2018-10-10,6573
2018-10-11,6728
2018-10-12,6925
2018-10-13,6993
2018-10-14,6862
2018-10-15,6973
2018-10-16,7017
2018-10-17,6842
2018-10-18,6837
2018-10-19,6732
2018-10-20,6696
2018-10-21,6621
2018-10-22,6560
2018-10-23,6655
2018-10-24,6678
2018-10-25,6690
2018-10-26,6672
2018-10-27,6711
2018-10-28,6728
2018-10-29,6639
2018-10-30,6520
2018-10-31,6417
2018-11-01,6426
2018-11-03,6594
2018-11-04,6709
2018-11-05,6781
2018-11-06,6885
2018-11-07,6999
2018-11-08,7078
2018-11-09,7217
2018-11-10,7512
2018-11-11,7702
2018-11-12,7734
2018-11-13,7995
2018-11-15,8672
2018-11-16,9106
2018-11-17,9552
2018-11-18,10030
2018-11-19,10532
2018-11-20,11041
2018-11-21,11561
2018-11-22,12110
2018-11-23,12629
2018-11-24,13116
2018-11-25,13616
2018-11-26,14283
2018-11-27,14971
2018-11-28,15628
2018-11-29,16001
2018-12-01,17430
2018-12-02,17920
2018-12-03,18609
2018-12-04,18750
2018-12-05,19126
2018-12-07,19552
2018-12-09,20690
2018-12-10,21718
2018-12-11,22654
2018-12-12,23457
2018-12-13,24627
2018-12-14,25509
2018-12-15,25972
2018-12-16,27001
2018-12-17,27692
2018-12-18,28241
2018-12-19,26953
2018-12-20,25866
2018-12-21,24763
2018-12-22,23696
2018-12-23,22629
2018-12-24,21497
2018-12-25,20422
2018-12-26,19400
2018-12-27,18461
2018-12-28,17672
2018-12-29,16916
2018-12-30,16359
2018-12-31,15967
2019-01-01,15454
2019-01-02,15381
2019-01-03,14757
2019-01-04,14114
2019-01-05,13631
2019-01-06,13355
2019-01-08,12866
2019-01-10,12325
2019-01-11,12288
2019-01-12,12012
2019-01-13,11608
2019-01-14,11156
2019-01-15,10821
2019-01-16,10531
2019-01-17,10123
2019-01-18,9796
2019-01-19,9503
2019-01-20,9220
2019-01-21,8930
2019-01-22,8635
2019-01-23,8355
2019-01-24,8172
2019-01-25,8024
2019-01-26,7622
2019-01-27,7240
2019-01-28,6888
2019-01-29,6643
2019-01-30,6471
2019-01-31,6270
2019-02-01,6116
2019-02-02,5978
2019-02-03,5948
2019-02-04,5708
2019-02-05,5591
2019-02-06,5415
2019-02-07,5348
2019-02-08,5485
2019-02-09,5497
2019-02-10,5528
2019-02-11,5532
2019-02-12,5580
2019-02-13,5574
2019-02-14,5515
2019-02-15,5575
2019-02-16,5603
2019-02-17,5590
2019-02-18,5661
2019-02-19,5630
2019-02-20,5620
2019-02-21,5558
2019-02-22,5600
2019-02-23,5504
2019-02-24,5322
2019-02-25,5515
2019-02-26,5614
2019-02-27,5779
2019-02-28,5649
2019-03-01,5659
2019-03-02,5749
2019-03-03,5871
2019-03-04,5988
2019-03-05,6101
2019-03-06,6157
2019-03-07,6101
2019-03-08,6222
2019-03-09,6222
2019-03-10,6264
2019-03-11,6181
2019-03-12,6073
2019-03-13,6063
2019-03-14,6017
2019-03-15,6074
2019-03-16,6094
2019-03-17,6120
2019-03-18,6250
2019-03-19,6214
2019-03-20,6242
2019-03-21,6177
2019-03-22,6026
2019-03-23,6059
