date_obj,Armadyl%20mitre price
2016-01-18,65917
2016-01-19,66301
2016-01-20,66128
2016-01-21,65880
2016-01-22,64003
2016-01-23,62695
2016-01-24,60969
2016-01-25,59685
2016-01-26,59413
2016-01-27,58948
2016-01-28,58948
2016-01-29,59629
2016-01-30,59629
2016-01-31,61142
2016-02-01,62421
2016-02-02,60191
2016-02-03,58110
2016-02-04,55355
2016-02-05,52587
2016-02-06,50480
2016-02-07,50799
2016-02-08,49491
2016-02-09,50864
2016-02-10,51695
2016-02-11,53362
2016-02-12,55761
2016-02-13,57275
2016-02-14,58531
2016-02-15,58847
2016-02-16,58978
2016-02-17,60042
2016-02-18,60042
2016-02-19,58435
2016-02-20,56773
2016-02-21,54193
2016-02-22,52372
2016-02-23,51501
2016-02-24,52281
2016-02-25,54695
2016-02-26,54695
2016-02-27,55331
2016-02-28,55910
2016-02-29,54856
2016-03-01,52979
2016-03-02,51665
2016-03-03,51291
2016-03-04,52815
2016-03-05,54130
2016-03-06,55383
2016-03-07,56274
2016-03-08,55230
2016-03-09,54074
2016-03-10,53304
2016-03-11,53296
2016-03-12,53551
2016-03-13,53495
2016-03-14,54175
2016-03-15,52840
2016-03-16,52198
2016-03-17,50352
2016-03-18,49782
2016-03-19,50315
2016-03-20,51018
2016-03-21,53280
2016-03-22,54427
2016-03-23,54619
2016-03-24,55668
2016-03-25,55679
2016-03-26,55097
2016-03-27,55000
2016-03-28,55024
2016-03-29,54679
2016-03-30,54679
2016-03-31,52029
2016-04-01,49486
2016-04-02,47436
2016-04-03,46441
2016-04-04,46268
2016-04-05,47050
2016-04-06,47841
2016-04-07,47504
2016-04-08,47826
2016-04-09,47163
2016-04-10,46562
2016-04-11,46562
2016-04-12,47780
2016-04-13,49985
2016-04-14,51552
2016-04-15,51618
2016-04-16,52392
2016-04-17,51632
2016-04-18,50534
2016-04-19,49552
2016-04-20,49299
2016-04-21,47746
2016-04-22,46199
2016-04-23,45636
2016-04-24,46125
2016-04-25,45448
2016-04-26,45245
2016-04-27,46656
2016-04-28,48513
2016-04-29,50939
2016-04-30,52731
2016-05-01,52089
2016-05-02,52721
2016-05-03,54381
2016-05-04,56290
2016-05-05,57908
2016-05-06,57908
2016-05-07,59838
2016-05-08,60725
2016-05-09,62044
2016-05-10,62621
2016-05-11,64048
2016-05-12,64054
2016-05-13,64176
2016-05-14,64802
2016-05-15,64938
2016-05-16,63842
2016-05-17,63898
2016-05-18,63182
2016-05-19,62827
2016-05-22,63254
2016-05-23,63456
2016-05-24,61912
2016-05-25,61181
2016-05-26,60047
2016-05-27,59167
2016-05-28,59167
2016-05-29,57817
2016-05-30,57817
2016-05-31,55509
2016-06-01,54995
2016-06-02,55036
2016-06-03,54982
2016-06-04,55017
2016-06-05,53614
2016-06-06,54336
2016-06-07,54336
2016-06-08,53481
2016-06-09,53627
2016-06-10,54706
2016-06-11,54452
2016-06-12,53988
2016-06-13,54174
2016-06-14,54088
2016-06-15,55103
2016-06-16,55173
2016-06-17,54875
2016-06-18,55202
2016-06-19,55827
2016-06-20,55473
2016-06-21,54884
2016-06-22,55604
2016-06-23,56860
2016-06-24,58186
2016-06-25,59278
2016-06-26,58956
2016-06-27,58445
2016-06-28,57212
2016-06-29,56285
2016-06-30,55694
2016-07-01,54736
2016-07-02,53096
2016-07-03,52192
2016-07-04,51640
2016-07-05,51496
2016-07-06,51503
2016-07-07,51480
2016-07-08,50580
2016-07-09,49378
2016-07-10,46938
2016-07-11,44866
2016-07-12,43210
2016-07-13,43193
2016-07-14,43329
2016-07-15,42040
2016-07-16,42390
2016-07-17,42991
2016-07-18,43805
2016-07-23,41116
2016-07-24,41587
2016-07-25,41694
2016-07-26,41694
2016-07-27,42125
2016-07-28,42599
2016-07-29,43643
2016-07-30,44960
2016-07-31,44960
2016-08-01,45754
2016-08-02,46572
2016-08-03,46833
2016-08-04,46404
2016-08-05,45751
2016-08-06,45578
2016-08-07,45065
2016-08-08,45065
2016-08-09,45257
2016-08-10,45116
2016-08-11,45096
2016-08-12,46155
2016-08-13,46103
2016-08-14,45612
2016-08-15,46054
2016-08-16,46408
2016-08-17,48149
2016-08-18,47505
2016-08-19,46343
2016-08-20,45620
2016-08-21,45620
2016-08-22,46154
2016-08-23,46353
2016-08-24,45270
2016-08-25,45028
2016-08-26,45028
2016-08-28,44489
2016-08-31,43888
2016-09-01,43491
2016-09-02,43491
2016-09-03,43675
2016-09-04,43998
2016-09-05,43455
2016-09-06,43791
2016-09-07,43869
2016-09-08,43819
2016-09-09,43913
2016-09-10,43026
2016-09-11,43026
2016-09-12,43098
2016-09-13,43224
2016-09-14,43224
2016-09-15,42681
2016-09-16,42681
2016-09-17,42220
2016-09-18,42180
2016-09-19,41505
2016-09-20,41505
2016-09-21,40713
2016-09-22,39919
2016-09-23,38881
2016-09-24,38881
2016-09-25,38134
2016-09-26,38134
2016-09-27,37530
2016-09-28,37661
2016-09-29,37661
2016-09-30,37619
2016-10-01,38708
2016-10-02,38708
2016-10-03,39533
2016-10-04,38732
2016-10-05,37831
2016-10-06,37564
2016-10-07,37564
2016-10-08,38628
2016-10-09,39923
2016-10-10,41754
2016-10-11,43451
2016-10-12,45032
2016-10-13,45272
2016-10-14,46185
2016-10-15,47676
2016-10-16,49966
2016-10-17,51529
2016-10-18,53048
2016-10-19,54398
2016-10-20,55436
2016-10-21,56729
2016-10-22,56729
2016-10-23,59245
2016-10-24,61746
2016-10-25,61746
2016-10-26,62914
2016-10-27,64932
2016-10-28,64932
2016-10-29,63523
2016-10-30,61495
2016-10-31,60131
2016-11-01,60131
2016-11-02,58052
2016-11-03,59111
2016-11-04,59212
2016-11-05,59212
2016-11-06,58020
2016-11-07,58020
2016-11-08,55859
2016-11-09,53135
2016-11-10,51047
2016-11-11,50325
2016-11-12,51531
2016-11-13,51531
2016-11-14,49708
2016-11-15,48426
2016-12-07,43531
2016-12-08,43072
2016-12-09,43547
2016-12-10,45058
2016-12-11,46261
2016-12-12,46813
2016-12-13,47476
2016-12-14,47218
2016-12-15,47218
2016-12-16,47060
2016-12-17,46088
2016-12-18,45348
2016-12-19,45053
2016-12-20,44513
2016-12-21,44738
2016-12-22,44738
2016-12-23,45762
2016-12-24,46467
2016-12-25,47263
2016-12-26,48360
2016-12-27,48318
2016-12-28,48710
2016-12-29,48340
2016-12-30,47682
2016-12-31,47702
2017-01-01,47385
2017-01-02,46823
2017-01-03,46649
2017-01-04,47070
2017-01-05,46990
2017-01-06,47858
2017-01-07,47771
2017-01-08,47478
2017-01-09,46895
2017-01-10,45815
2017-01-11,44890
2017-01-12,44372
2017-01-13,44566
2017-01-14,44208
2017-01-15,44762
2017-01-16,46425
2017-01-17,47632
2017-01-18,48378
2017-01-19,48580
2017-01-20,49694
2017-01-21,50074
2017-01-22,49682
2017-01-23,49712
2017-01-27,43601
2017-01-28,42814
2017-01-29,44955
2017-01-30,44955
2017-01-31,46765
2017-02-01,46420
2017-02-02,45904
2017-02-03,45371
2017-02-04,44935
2017-02-05,44892
2017-02-06,44856
2017-02-07,45997
2017-02-08,47198
2017-02-09,47198
2017-02-10,47218
2017-02-11,46443
2017-02-12,46789
2017-02-13,46311
2017-02-14,45245
2017-02-15,45854
2017-02-16,44869
2017-02-18,46158
2017-02-19,47217
2017-02-20,48820
2017-02-21,49457
2017-02-22,49457
2017-02-23,49382
2017-02-24,49239
2017-02-25,49129
2017-02-26,47923
2017-02-27,46952
2017-02-28,45080
2017-03-01,43504
2017-03-02,43714
2017-03-03,44798
2017-03-04,45113
2017-03-05,43314
2017-03-06,43170
2017-03-07,44175
2017-03-08,44499
2017-03-09,44499
2017-03-10,43502
2017-03-11,42458
2017-03-12,40723
2017-03-13,39310
2017-03-14,39289
2017-03-15,39341
2017-03-16,38938
2017-03-17,38382
2017-03-18,37411
2017-03-19,36851
2017-03-20,35351
2017-03-21,34400
2017-03-22,33412
2017-03-23,31829
2017-03-24,31486
2017-03-25,31486
2017-03-26,32400
2017-03-27,33295
2017-03-28,34227
2017-03-29,35123
2017-03-30,35735
2017-03-31,37078
2017-04-01,38009
2017-04-02,39080
2017-04-03,39297
2017-04-04,40737
2017-04-05,41970
2017-04-12,43430
2017-04-13,44442
2017-04-14,45312
2017-04-15,45101
2017-04-16,44275
2017-04-17,44349
2017-04-18,42863
2017-04-19,42115
2017-04-20,42289
2017-04-21,41436
2017-04-22,42333
2017-04-23,43099
2017-04-24,43629
2017-04-25,44823
2017-04-26,44823
2017-04-27,45665
2017-04-28,46043
2017-04-29,47916
2017-04-30,49367
2017-05-01,49213
2017-05-02,47556
2017-05-03,46300
2017-05-04,44424
2017-05-05,42901
2017-05-06,42389
2017-05-07,42524
2017-05-08,43139
2017-05-09,43965
2017-05-10,45190
2017-05-11,45462
2017-05-12,43965
2017-05-13,42973
2017-05-14,42447
2017-05-15,42738
2017-05-16,41889
2017-05-17,41889
2017-05-18,41046
2017-05-19,41046
2017-05-20,41432
2017-05-21,41432
2017-05-22,42518
2017-05-23,41640
2017-05-24,41078
2017-05-25,41451
2017-05-26,40712
2017-05-27,40155
2017-05-28,39505
2017-05-29,38575
2017-05-30,37954
2017-05-31,37863
2017-06-01,38004
2017-06-02,37606
2017-06-03,36369
2017-06-04,35562
2017-06-05,34464
2017-06-06,33398
2017-06-07,32579
2017-06-08,32579
2017-06-09,32498
2017-06-10,32187
2017-06-11,30604
2017-06-12,31493
2017-06-13,31950
2017-06-14,32461
2017-06-15,32461
2017-06-16,33396
2017-06-17,33082
2017-06-18,32157
2017-06-19,32157
2017-06-20,31227
2017-06-21,31777
2017-06-22,32151
2017-06-23,32151
2017-06-24,32863
2017-06-25,33374
2017-06-26,33797
2017-06-27,34597
2017-06-28,34879
2017-06-29,35700
2017-06-30,36997
2017-07-01,36997
2017-07-02,37975
2017-07-03,39874
2017-07-04,41230
2017-07-05,41230
2017-07-06,42484
2017-07-07,42484
2017-07-08,43657
2017-07-09,43556
2017-07-13,41933
2017-07-14,40747
2017-07-15,40747
2017-07-16,39993
2017-07-17,39045
2017-07-18,37737
2017-07-19,36595
2017-07-20,35218
2017-07-21,34312
2017-07-22,34140
2017-07-23,33414
2017-07-24,34066
2017-07-25,34761
2017-07-26,35365
2017-07-27,36364
2017-07-28,36168
2017-07-29,36056
2017-07-30,34277
2017-07-31,34277
2017-08-01,33281
2017-08-02,32594
2017-08-03,33464
2017-08-04,34560
2017-08-05,35100
2017-08-06,35423
2017-08-07,36049
2017-08-08,36234
2017-08-09,36670
2017-08-10,36932
2017-08-11,37239
2017-08-12,37647
2017-08-13,37441
2017-08-14,37779
2017-08-15,38032
2017-08-16,37385
2017-08-17,37745
2017-08-18,37821
2017-08-19,38165
2017-08-20,39047
2017-08-21,39575
2017-08-22,39164
2017-08-23,39215
2017-08-24,39070
2017-08-25,38645
2017-08-26,38011
2017-08-27,38456
2017-08-28,39417
2017-08-29,41049
2017-08-30,42434
2017-08-31,43175
2017-09-01,43488
2017-09-02,44037
2017-09-03,44371
2017-09-04,43784
2017-09-05,42800
2017-09-06,41889
2017-09-07,41920
2017-09-08,42268
2017-09-09,41910
2017-09-10,42697
2017-09-11,43346
2017-09-12,44107
2017-09-13,44572
2017-09-14,44319
2017-09-15,44319
2017-09-16,44189
2017-09-17,43153
2017-09-18,43969
2017-09-19,44506
2017-09-20,44984
2017-09-22,44918
2017-09-23,45681
2017-09-24,46340
2017-09-25,47545
2017-09-26,47843
2017-09-27,48915
2017-09-28,49635
2017-09-29,50239
2017-09-30,50002
2017-10-01,49888
2017-10-02,50001
2017-10-03,50001
2017-10-04,49231
2017-10-05,48830
2017-10-06,48241
2017-10-07,47093
2017-10-08,45738
2017-10-09,45230
2017-10-10,44032
2017-10-11,44032
2017-10-12,42579
2017-10-13,42116
2017-10-14,41107
2017-10-15,41107
2017-10-16,42061
2017-10-17,42061
2017-10-18,42681
2017-10-19,43195
2017-10-20,43830
2017-10-21,44065
2017-10-22,45303
2017-10-23,45586
2017-10-24,46260
2017-10-25,45320
2017-10-26,45766
2017-10-27,46180
2017-10-28,46180
2017-10-29,45077
2017-10-30,46075
2017-10-31,47815
2017-11-01,47815
2017-11-02,49340
2017-11-03,48169
2017-11-04,47532
2017-11-05,45901
2017-11-06,44377
2017-11-07,44377
2017-11-08,42621
2017-11-09,41377
2017-11-10,40638
2017-11-11,40536
2017-11-12,41049
2017-11-13,40602
2017-11-14,40114
2017-11-15,39188
2017-11-16,38353
2017-11-17,37762
2017-11-18,37208
2017-11-19,36645
2017-11-20,37221
2017-11-21,37983
2017-11-22,38279
2017-11-23,38306
2017-11-24,38934
2017-11-25,39330
2017-11-26,38670
2017-11-27,38670
2017-11-28,37719
2017-11-29,37319
2017-11-30,36872
2017-12-01,37455
2017-12-02,37455
2017-12-03,37454
2017-12-04,38211
2017-12-05,39020
2017-12-06,38843
2017-12-07,39627
2017-12-08,39627
2017-12-09,40185
2017-12-10,40200
2017-12-11,40808
2017-12-12,41177
2017-12-13,41303
2017-12-14,41347
2017-12-15,41190
2017-12-16,41273
2017-12-17,40248
2017-12-18,39280
2017-12-19,38443
2017-12-20,37145
2017-12-21,35457
2017-12-22,34676
2017-12-23,34194
2017-12-24,33931
2017-12-25,33286
2017-12-26,34293
2017-12-27,34883
2017-12-28,35165
2017-12-29,35253
2017-12-30,35537
2017-12-31,36303
2018-01-01,36104
2018-01-02,35154
2018-01-03,34310
2018-01-04,33098
2018-01-05,33160
2018-01-06,32779
2018-01-07,32287
2018-01-08,31269
2018-01-09,30925
2018-01-10,30925
2018-01-11,31077
2018-01-12,31299
2018-01-13,31368
2018-01-14,31794
2018-01-15,32182
2018-01-16,33075
2018-01-17,34008
2018-01-18,34297
2018-01-19,34297
2018-01-20,34862
2018-01-21,34861
2018-01-22,34859
2018-01-23,34236
2018-01-24,33881
2018-01-25,32876
2018-01-26,32283
2018-01-27,31267
2018-01-29,29222
2018-01-30,28634
2018-01-31,28290
2018-02-01,27815
2018-02-02,27385
2018-02-03,27724
2018-02-04,27290
2018-02-05,27023
2018-02-06,27069
2018-02-07,27174
2018-02-08,27174
2018-02-09,26549
2018-02-10,26549
2018-02-11,26219
2018-02-12,25820
2018-02-13,25035
2018-02-14,23936
2018-02-15,23297
2018-02-16,23198
2018-02-17,23067
2018-02-18,22864
2018-02-19,22673
2018-02-20,23415
2018-02-21,23509
2018-02-22,23602
2018-02-23,23761
2018-02-24,23761
2018-02-25,23810
2018-02-26,23713
2018-02-27,23219
2018-02-28,22149
2018-03-01,21055
2018-03-02,20682
2018-03-03,20381
2018-03-04,20381
2018-03-05,20394
2018-03-06,21025
2018-03-07,21038
2018-03-08,21186
2018-03-09,21045
2018-03-10,20986
2018-03-11,21216
2018-03-12,21366
2018-03-13,21595
2018-03-14,21797
2018-03-15,21743
2018-03-16,22096
2018-03-17,22659
2018-03-18,23155
2018-03-20,23409
2018-03-22,22888
2018-03-23,23087
2018-03-24,23434
2018-03-25,23390
2018-03-26,23507
2018-03-27,23442
2018-03-28,23664
2018-03-29,23976
2018-03-30,23503
2018-03-31,23257
2018-04-01,22743
2018-04-02,22287
2018-04-03,22903
2018-04-04,23242
2018-04-05,23609
2018-04-06,23799
2018-04-07,24776
2018-04-08,25624
2018-04-09,25241
2018-04-10,24828
2018-04-11,24761
2018-04-12,25111
2018-04-13,25401
2018-04-14,25847
2018-04-15,25634
2018-04-16,25850
2018-04-17,25875
2018-04-18,25526
2018-04-19,26245
2018-04-20,26544
2018-04-21,26476
2018-04-22,25815
2018-04-23,25990
2018-04-24,25527
2018-04-25,25815
2018-04-26,25815
2018-04-27,26479
2018-04-28,26501
2018-04-29,26781
2018-04-30,26855
2018-05-01,27512
2018-05-02,27993
2018-05-03,28438
2018-05-04,29032
2018-05-05,29171
2018-05-06,29171
2018-05-07,30007
2018-05-08,31132
2018-05-09,32086
2018-05-10,32235
2018-05-11,32752
2018-05-12,32752
2018-05-13,32752
2018-05-14,32621
2018-05-15,33304
2018-05-16,33672
2018-05-17,33925
2018-05-18,34392
2018-05-19,33537
2018-05-20,33159
2018-05-21,32113
2018-05-22,31977
2018-05-23,31994
2018-05-24,32434
2018-05-25,33265
2018-05-26,33482
2018-05-27,33737
2018-05-28,33885
2018-05-29,33003
2018-05-30,32935
2018-05-31,33047
2018-06-01,33670
2018-06-02,33781
2018-06-03,33554
2018-06-04,33360
2018-06-05,32904
2018-06-06,33035
2018-06-07,33035
2018-06-08,33367
2018-06-09,32807
2018-06-10,31892
2018-06-11,30696
2018-06-12,29893
2018-06-13,29450
2018-06-14,29104
2018-06-15,29551
2018-06-16,29588
2018-06-17,30159
2018-06-18,30568
2018-06-19,30316
2018-06-20,30316
2018-06-21,30670
2018-06-22,30685
2018-06-23,30257
2018-06-24,30154
2018-06-25,29671
2018-06-26,28811
2018-06-27,28546
2018-06-28,27953
2018-06-29,27043
2018-06-30,27269
2018-07-01,27378
2018-07-02,27378
2018-07-03,27116
2018-07-04,26359
2018-07-05,26062
2018-07-06,26605
2018-07-07,26482
2018-07-08,26209
2018-07-09,25454
2018-07-10,24633
2018-07-11,24897
2018-07-12,24677
2018-07-13,24558
2018-07-14,24204
2018-07-15,23711
2018-07-16,24044
2018-07-17,24437
2018-07-18,24383
2018-07-19,24923
2018-07-20,25056
2018-07-21,25396
2018-07-22,25135
2018-07-23,24377
2018-07-24,24028
2018-07-25,24218
2018-07-26,24877
2018-07-27,25842
2018-07-28,26520
2018-07-29,27171
2018-07-30,28340
2018-07-31,29500
2018-08-01,30555
2018-08-02,30811
2018-08-03,31630
2018-08-04,31864
2018-08-05,32442
2018-08-06,33419
2018-08-07,34465
2018-08-08,34755
2018-08-09,34006
2018-08-10,33950
2018-08-11,34444
2018-08-12,35547
2018-08-14,35358
2018-08-16,35590
2018-08-17,35828
2018-08-18,35582
2018-08-19,35383
2018-08-20,34940
2018-08-21,33847
2018-08-22,33326
2018-08-23,32324
2018-08-24,31817
2018-08-25,30829
2018-08-26,30457
2018-08-27,30230
2018-08-28,30101
2018-08-29,29087
2018-08-30,28944
2018-08-31,28912
2018-09-01,28978
2018-09-02,28418
2018-09-03,27835
2018-09-04,27347
2018-09-05,26974
2018-09-06,26974
2018-09-07,27197
2018-09-08,27356
2018-09-09,27292
2018-09-10,27130
2018-09-11,27432
2018-09-12,27770
2018-09-13,27848
2018-09-14,28216
2018-09-15,28838
2018-09-16,29104
2018-09-17,28877
2018-09-18,28980
2018-09-19,29120
2018-09-20,29417
2018-09-21,29310
2018-09-22,29978
2018-09-23,30427
2018-09-24,29946
2018-09-25,30351
2018-09-26,30660
2018-09-27,30604
2018-09-28,31033
2018-09-29,31211
2018-09-30,31297
2018-10-01,31884
2018-10-02,32288
2018-10-03,32667
2018-10-04,32907
2018-10-05,32990
2018-10-06,33093
2018-10-07,33406
2018-10-08,33337
2018-10-09,34221
2018-10-10,35070
2018-10-11,35371
2018-10-12,35561
2018-10-13,35830
2018-10-14,35439
2018-10-15,35402
2018-10-16,34668
2018-10-17,33399
2018-10-18,32942
2018-10-19,32825
2018-10-20,33108
2018-10-21,33414
2018-10-22,33571
2018-10-23,33511
2018-10-24,33301
2018-10-25,33327
2018-10-26,33311
2018-10-27,33406
2018-10-28,33012
2018-10-29,33259
2018-10-30,33429
2018-10-31,33420
2018-11-01,33155
2018-11-03,31679
2018-11-04,30930
2018-11-05,30187
2018-11-06,29761
2018-11-07,28851
2018-11-08,27993
2018-11-09,27694
2018-11-10,27181
2018-11-11,26307
2018-11-12,25885
2018-11-13,25981
2018-11-14,25872
2018-11-15,25256
2018-11-16,24944
2018-11-17,24257
2018-11-18,23954
2018-11-19,23552
2018-11-20,23117
2018-11-21,23163
2018-11-22,23229
2018-11-23,22537
2018-11-24,22412
2018-11-25,22792
2018-11-26,22615
2018-11-27,23057
2018-11-28,23648
2018-11-29,24473
2018-12-01,25950
2018-12-02,25979
2018-12-03,26286
2018-12-04,26803
2018-12-05,26915
2018-12-07,27388
2018-12-09,27507
2018-12-10,27524
2018-12-11,27848
2018-12-12,27725
2018-12-13,26988
2018-12-14,27433
2018-12-15,27288
2018-12-16,27314
2018-12-17,26971
2018-12-18,27340
2018-12-19,27276
2018-12-20,27151
2018-12-21,27542
2018-12-22,27672
2018-12-23,27399
2018-12-24,26845
2018-12-25,26320
2018-12-26,25939
2018-12-27,25726
2018-12-28,26247
2018-12-29,26371
2018-12-30,26555
2018-12-31,26791
2019-01-01,26729
2019-01-02,26832
2019-01-03,27275
2019-01-04,27221
2019-01-05,27267
2019-01-06,27296
2019-01-08,28007
2019-01-10,27592
2019-01-11,27706
2019-01-12,27561
2019-01-13,27844
2019-01-14,27584
2019-01-15,27578
2019-01-16,28044
2019-01-17,28168
2019-01-18,28552
2019-01-19,28462
2019-01-20,28397
2019-01-21,28463
2019-01-22,28360
2019-01-23,28304
2019-01-24,28162
2019-01-25,28111
2019-01-26,28152
2019-01-27,27887
2019-01-28,27446
2019-01-29,27000
2019-01-30,26929
2019-01-31,26597
2019-02-01,25956
2019-02-02,25635
2019-02-03,25392
2019-02-04,24967
2019-02-05,24562
2019-02-06,24637
2019-02-07,24614
2019-02-08,24593
2019-02-09,24323
2019-02-10,24290
2019-02-11,23598
2019-02-12,23251
2019-02-13,22311
2019-02-14,21308
2019-02-15,20837
2019-02-16,20587
2019-02-17,20228
2019-02-18,19951
2019-02-19,19642
2019-02-20,19065
2019-02-21,18828
2019-02-22,19464
2019-02-23,19954
2019-02-24,19808
2019-02-25,19992
2019-02-26,19808
2019-02-27,19702
2019-02-28,19677
2019-03-01,19809
2019-03-02,19753
2019-03-03,19641
2019-03-04,19714
2019-03-05,20049
2019-03-06,20427
2019-03-07,20482
2019-03-08,20290
2019-03-09,20357
2019-03-10,20581
2019-03-11,20244
2019-03-12,20340
2019-03-13,20021
2019-03-14,20389
2019-03-15,20397
2019-03-16,20041
2019-03-17,19891
2019-03-18,20029
2019-03-19,19965
2019-03-20,19908
2019-03-21,20152
