date_obj,Boots%20of%20darkness price
2016-12-24,2179736
2016-12-25,2179736
2016-12-26,2179736
2016-12-27,2072914
2016-12-28,2072914
2016-12-29,2072914
2016-12-30,2072914
2016-12-31,1971705
2017-01-01,1971705
2017-01-02,1971705
2017-01-03,1971705
2017-01-04,1874994
2017-01-05,1874994
2017-01-06,1874994
2017-01-07,1874994
2017-01-08,1782153
2017-01-09,1782153
2017-01-10,1782153
2017-01-11,1782153
2017-01-12,1694346
2017-01-13,1694346
2017-01-14,1694346
2017-01-15,1694346
2017-01-16,1694346
2017-01-17,1610941
2017-01-18,1610941
2017-01-19,1610941
2017-01-20,1610941
2017-01-21,1531627
2017-01-22,1531627
2017-01-23,1531627
2017-01-27,1455908
2017-01-28,1455908
2017-01-29,1455908
2017-01-30,1455908
2017-01-31,1384280
2017-02-01,1384280
2017-02-02,1384280
2017-02-03,1384280
2017-02-04,1316379
2017-02-05,1316379
2017-02-06,1316379
2017-02-07,1316379
2017-02-08,1254464
2017-02-09,1254464
2017-02-10,1254464
2017-02-11,1254464
2017-02-12,1254464
2017-02-13,1192627
2017-02-14,1192627
2017-02-15,1192627
2017-02-16,1192627
2017-02-18,1133923
2017-02-19,1133923
2017-02-20,1133923
2017-02-21,1133923
2017-02-22,1133923
2017-02-23,1078263
2017-02-24,1078263
2017-02-25,1078263
2017-02-26,1078263
2017-02-27,1078263
2017-02-28,1025169
2017-03-01,1025169
2017-03-02,1025169
2017-03-03,1025169
2017-03-04,1025169
2017-03-05,975247
2017-03-06,975247
2017-03-07,975247
2017-03-08,975247
2017-03-09,975247
2017-03-10,975247
2017-03-11,928000
2017-03-12,928000
2017-03-13,928000
2017-03-14,928000
2017-03-15,928000
2017-03-16,882308
2017-03-17,882308
2017-03-18,882308
2017-03-19,882308
2017-03-20,838874
2017-03-21,838874
2017-03-22,838874
2017-03-23,838874
2017-03-24,798018
2017-03-25,798018
2017-03-26,798018
2017-03-27,798018
2017-03-28,798018
2017-03-29,798018
2017-03-30,759158
2017-03-31,759158
2017-04-01,759158
2017-04-02,759158
2017-04-03,759158
2017-04-04,759158
2017-04-12,56996
2017-04-13,56996
2017-04-14,56996
2017-04-15,56996
2017-04-16,59162
2017-04-17,59162
2017-04-18,59162
2017-04-19,59162
2017-04-20,59162
2017-04-21,61923
2017-04-22,61923
2017-04-23,61923
2017-04-24,61923
2017-04-25,61923
2017-04-26,64935
2017-04-27,64935
2017-04-28,64935
2017-04-29,64935
2017-04-30,64935
2017-05-01,68073
2017-05-02,68073
2017-05-03,68073
2017-05-04,68073
2017-05-05,68073
2017-05-06,71181
2017-05-07,71181
2017-05-08,71181
2017-05-09,71181
2017-05-10,71181
2017-05-11,74520
2017-05-12,74520
2017-05-13,74520
2017-05-14,74520
2017-05-15,74520
2017-05-16,77733
2017-05-17,77733
2017-05-18,77733
2017-05-19,77733
2017-05-20,77733
2017-05-21,78447
2017-05-22,78447
2017-05-23,78447
2017-05-24,78447
2017-05-25,78447
2017-05-26,78148
2017-05-27,78148
2017-05-28,78148
2017-05-29,78148
2017-05-30,78148
2017-05-31,78131
2017-06-01,78131
2017-06-02,78131
2017-06-03,78131
2017-06-04,78131
2017-06-05,79963
2017-06-06,79963
2017-06-07,79963
2017-06-08,79963
2017-06-09,79963
2017-06-10,83624
2017-06-11,83624
2017-06-12,83624
2017-06-13,86810
2017-06-14,86810
2017-06-15,86810
2017-06-16,86810
2017-06-17,86810
2017-06-18,90357
2017-06-19,90357
2017-06-20,90357
2017-06-21,90357
2017-06-22,90357
2017-06-23,90357
2017-06-24,88108
2017-06-25,88108
2017-06-26,88108
2017-06-27,88108
2017-06-28,88108
2017-06-29,88108
2017-06-30,85340
2017-07-01,85340
2017-07-02,85340
2017-07-03,85340
2017-07-04,85340
2017-07-05,85340
2017-07-06,81989
2017-07-07,81989
2017-07-08,81989
2017-07-13,81281
2017-07-14,81281
2017-07-15,81281
2017-07-16,81281
2017-07-17,81281
2017-07-18,81281
2017-07-19,81731
2017-07-20,81731
2017-07-21,81731
2017-07-22,81731
2017-07-23,81731
2017-07-24,81731
2017-07-25,84457
2017-07-26,84457
2017-07-27,84457
2017-07-28,84457
2017-07-29,84457
2017-07-30,86797
2017-07-31,86797
2017-08-01,86797
2017-08-02,86797
2017-08-03,86797
2017-08-04,86797
2017-08-05,90228
2017-08-06,90228
2017-08-09,90228
2017-08-10,90228
2017-08-11,94274
2017-08-12,94274
2017-08-13,94274
2017-08-14,94274
2017-08-15,94274
2017-08-16,94274
2017-08-17,95384
2017-08-18,95384
2017-08-19,95384
2017-08-20,95384
2017-08-21,95384
2017-08-22,95384
2017-08-23,91839
2017-08-24,91839
2017-08-25,91839
2017-08-26,91839
2017-08-27,91839
2017-08-28,87965
2017-08-29,87965
2017-08-30,87965
2017-08-31,87965
2017-09-01,87965
2017-09-02,87965
2017-09-03,84220
2017-09-04,84220
2017-09-05,84220
2017-09-06,84220
2017-09-07,84220
2017-09-08,84220
2017-09-09,80773
2017-09-10,80773
2017-09-11,80773
2017-09-12,80773
2017-09-13,80773
2017-09-14,77226
2017-09-15,77226
2017-09-16,77226
2017-09-17,77226
2017-09-18,77226
2017-09-19,77226
2017-09-20,73732
2017-09-21,73732
2017-09-22,73732
2017-09-23,73732
2017-09-24,73732
2017-09-25,71204
2017-09-26,71204
2017-09-27,71204
2017-09-28,71204
2017-09-29,71204
2017-09-30,69776
2017-10-01,69776
2017-10-02,69776
2017-10-03,69776
2017-10-04,69776
2017-10-05,69776
2017-10-06,71553
2017-10-07,71553
2017-10-08,71553
2017-10-09,71553
2017-10-10,71553
2017-10-11,71553
2017-10-12,72882
2017-10-13,72882
2017-10-14,72882
2017-10-15,72882
2017-10-16,72882
2017-10-17,72882
2017-10-18,73015
2017-10-19,73015
2017-10-20,73015
2017-10-21,73015
2017-10-22,73015
2017-10-23,71663
2017-10-24,71663
2017-10-25,71663
2017-10-26,71663
2017-10-27,71663
2017-10-28,71455
2017-10-29,71455
2017-10-30,71455
2017-10-31,71455
2017-11-01,71455
2017-11-02,73322
2017-11-03,73322
2017-11-04,73322
2017-11-05,73322
2017-11-06,73322
2017-11-07,73322
2017-11-08,72414
2017-11-09,72414
2017-11-10,72414
2017-11-11,72414
2017-11-12,72414
2017-11-13,72414
2017-11-14,72757
2017-11-15,72757
2017-11-16,72757
2017-11-17,72757
2017-11-18,72757
2017-11-19,72757
2017-11-20,69308
2017-11-21,69308
2017-11-22,69308
2017-11-23,69308
2017-11-24,69308
2017-11-25,69308
2017-11-26,66396
2017-11-27,66396
2017-11-28,66396
2017-11-29,66396
2017-11-30,66396
2017-12-01,66396
2017-12-02,63238
2017-12-03,63238
2017-12-04,63238
2017-12-05,63238
2017-12-06,63238
2017-12-07,61012
2017-12-08,61012
2017-12-09,61012
2017-12-10,61012
2017-12-11,61012
2017-12-12,61012
2017-12-13,59107
2017-12-14,59107
2017-12-15,59107
2017-12-16,59107
2017-12-17,59107
2017-12-18,57292
2017-12-19,57292
2017-12-20,57292
2017-12-21,57292
2017-12-22,57292
2017-12-23,57292
2017-12-24,57151
2017-12-25,57151
2017-12-26,57151
2017-12-27,57151
2017-12-28,57151
2017-12-29,57151
2017-12-30,57943
2017-12-31,57943
2018-01-01,57943
2018-01-02,57943
2018-01-03,57943
2018-01-04,60744
2018-01-05,60744
2018-01-06,60744
2018-01-07,60744
2018-01-08,61698
2018-01-09,61698
2018-01-10,61698
2018-01-11,61698
2018-01-12,61698
2018-01-13,63705
2018-01-14,63705
2018-01-15,63705
2018-01-16,63705
2018-01-17,66783
2018-01-18,66783
2018-01-19,66783
2018-01-20,66783
2018-01-21,66783
2018-01-22,69999
2018-01-23,69999
2018-01-24,73109
2018-01-25,73109
2018-01-26,73109
2018-01-27,73352
2018-01-28,73352
2018-01-29,71708
2018-01-30,71708
2018-01-31,68466
2018-02-01,68466
2018-02-02,68466
2018-02-03,65042
2018-02-04,65042
2018-02-05,62037
2018-02-06,62037
2018-02-07,59955
2018-02-08,59955
2018-02-09,59955
2018-02-10,59905
2018-02-11,60086
2018-02-12,60086
2018-02-13,60086
2018-02-14,58809
2018-02-15,58809
2018-02-16,58809
2018-02-17,56859
2018-02-18,56859
2018-02-19,54389
2018-02-20,54389
2018-02-21,52938
2018-02-22,52938
2018-02-23,52938
2018-02-24,52228
2018-02-25,52228
2018-02-26,50078
2018-02-27,50078
2018-02-28,50078
2018-03-01,48763
2018-03-02,48763
2018-03-03,49326
2018-03-04,49326
2018-03-05,51018
2018-03-06,51018
2018-03-07,50241
2018-03-08,50241
2018-03-09,50241
2018-03-10,50524
2018-03-11,50524
2018-03-12,50267
2018-03-13,50267
2018-03-14,49716
2018-03-15,49716
2018-03-16,49716
2018-03-17,48669
2018-03-18,48669
2018-03-19,48669
2018-03-20,46560
2018-03-21,46560
2018-03-23,45985
2018-03-24,45985
2018-03-25,44730
2018-03-26,44730
2018-03-27,45018
2018-03-28,45018
2018-03-29,45018
2018-03-30,45722
2018-03-31,45722
2018-04-01,45722
2018-04-02,47868
2018-04-03,47868
2018-04-04,49921
2018-04-05,49921
2018-04-06,49921
2018-04-07,52252
2018-04-08,52252
2018-04-09,54491
2018-04-10,54491
2018-04-11,54491
2018-04-12,56806
2018-04-13,56806
2018-04-14,56806
2018-04-15,58072
2018-04-16,58072
2018-04-17,55758
2018-04-18,55758
2018-04-19,55758
2018-04-20,54203
2018-04-21,54203
2018-04-22,54203
2018-04-23,53931
2018-04-24,53931
2018-04-25,53931
2018-04-26,54432
2018-04-27,54432
2018-04-28,54432
2018-04-29,56221
2018-04-30,56221
2018-05-01,56833
2018-05-02,56833
2018-05-03,56833
2018-05-04,55599
2018-05-05,55599
2018-05-06,55599
2018-05-07,56856
2018-05-08,56856
2018-05-09,56856
2018-05-10,58736
2018-05-11,58736
2018-05-12,61505
2018-05-13,61505
2018-05-14,61505
2018-05-15,64505
2018-05-16,64505
2018-05-17,64505
2018-05-18,67731
2018-05-19,67731
2018-05-20,67731
2018-05-21,71118
2018-05-22,71118
2018-05-23,74563
2018-05-24,74563
2018-05-25,74563
2018-05-26,77666
2018-05-27,77666
2018-05-28,81490
2018-05-29,81490
2018-05-30,85357
2018-05-31,85357
2018-06-01,85357
2018-06-02,89625
2018-06-03,89625
2018-06-04,89625
2018-06-05,94008
2018-06-06,94008
2018-06-07,94008
2018-06-08,98709
2018-06-09,98709
2018-06-10,103062
2018-06-11,103062
2018-06-12,103062
2018-06-13,106823
2018-06-14,106823
2018-06-15,106823
2018-06-16,108452
2018-06-17,108452
2018-06-18,105615
2018-06-19,105615
2018-06-20,105615
2018-06-21,103072
2018-06-22,103072
2018-06-23,103072
2018-06-24,98238
2018-06-25,98238
2018-06-26,98238
2018-06-27,94797
2018-06-28,94797
2018-06-29,91433
2018-06-30,91433
2018-07-01,89291
2018-07-02,89291
2018-07-03,89291
2018-07-04,88827
2018-07-05,88827
2018-07-06,87716
2018-07-07,87716
2018-07-08,87076
2018-07-09,87076
2018-07-10,89092
2018-07-11,89092
2018-07-12,89092
2018-07-13,89007
2018-07-14,89007
2018-07-15,92749
2018-07-16,92749
2018-07-17,97387
2018-07-18,97387
2018-07-19,97387
2018-07-20,102164
2018-07-21,102164
2018-07-22,105154
2018-07-23,105154
2018-07-24,107998
2018-07-25,107998
2018-07-26,110417
2018-07-27,110417
2018-07-28,113742
2018-07-29,113742
2018-07-30,117048
2018-07-31,117048
2018-08-01,119972
2018-08-02,119972
2018-08-03,121446
2018-08-04,121446
2018-08-05,119492
2018-08-06,119492
2018-08-07,119492
2018-08-08,114293
2018-08-09,114293
2018-08-10,114293
2018-08-11,110959
2018-08-12,110959
2018-08-14,107226
2018-08-16,104013
2018-08-17,103740
2018-08-18,103740
2018-08-19,103740
2018-08-20,102493
2018-08-21,102493
2018-08-22,106743
2018-08-23,106743
2018-08-24,111772
2018-08-25,111772
2018-08-26,112737
2018-08-27,112737
2018-08-28,112764
2018-08-29,112764
2018-08-30,112749
2018-08-31,112749
2018-09-01,116646
2018-09-02,116646
2018-09-03,120558
2018-09-04,120558
2018-09-05,121377
2018-09-06,121377
2018-09-07,120702
2018-09-08,120702
2018-09-09,117384
2018-09-10,117384
2018-09-11,114836
2018-09-12,114836
2018-09-13,111156
2018-09-14,111156
2018-09-15,109767
2018-09-16,109767
2018-09-17,109767
2018-09-18,109571
2018-09-19,109571
2018-09-20,113823
2018-09-21,113823
2018-09-22,119191
2018-09-23,119191
2018-09-24,124093
2018-09-25,124093
2018-09-26,129264
2018-09-27,129264
2018-09-28,129264
2018-09-29,135438
2018-09-30,135438
2018-10-01,135081
2018-10-02,135081
2018-10-03,136167
2018-10-04,136167
2018-10-05,136167
2018-10-06,131426
2018-10-07,131426
2018-10-08,131426
2018-10-09,132967
2018-10-10,132967
2018-10-11,130744
2018-10-12,130744
2018-10-13,129916
2018-10-14,129916
2018-10-15,134136
2018-10-16,134136
2018-10-17,139360
2018-10-18,139360
2018-10-19,139906
2018-10-20,139906
2018-10-21,139906
2018-10-22,134392
2018-10-23,134392
2018-10-24,140160
2018-10-25,140160
2018-10-26,144032
2018-10-27,144032
2018-10-28,150598
2018-10-29,150598
2018-10-30,154272
2018-10-31,154272
2018-11-01,159059
2018-11-03,165059
2018-11-04,165059
2018-11-05,173049
2018-11-06,180629
2018-11-07,180629
2018-11-08,189661
2018-11-09,189661
2018-11-10,199145
2018-11-11,207882
2018-11-12,217563
2018-11-13,227462
2018-11-15,238836
2018-11-16,249738
2018-11-17,261079
2018-11-18,273554
2018-11-19,273554
2018-11-20,287232
2018-11-21,287232
2018-11-22,301594
2018-11-23,314147
2018-11-24,329275
2018-11-25,344646
2018-11-26,344646
2018-11-27,361746
2018-11-28,372003
2018-11-29,385136
2018-12-01,392662
2018-12-02,392662
2018-12-03,397771
2018-12-04,396742
2018-12-05,397067
2018-12-07,405421
2018-12-09,405348
2018-12-10,387712
2018-12-11,387712
2018-12-12,375658
2018-12-13,366709
2018-12-14,357366
2018-12-15,348123
2018-12-16,345767
2018-12-17,345767
2018-12-18,337723
2018-12-19,336681
2018-12-20,336681
2018-12-21,341991
2018-12-22,341991
2018-12-23,355617
2018-12-24,363809
2018-12-25,363809
2018-12-26,353356
2018-12-27,342761
2018-12-28,342761
2018-12-29,335203
2018-12-30,335203
2018-12-31,323577
2019-01-01,323577
2019-01-02,307681
2019-01-03,294119
2019-01-04,294119
2019-01-05,284251
2019-01-06,279705
2019-01-08,269222
2019-01-10,260843
2019-01-11,248657
2019-01-12,238151
2019-01-13,226687
2019-01-14,218706
2019-01-15,213423
2019-01-16,211785
2019-01-17,205571
2019-01-18,205571
2019-01-19,202551
2019-01-20,198403
2019-01-21,198403
2019-01-22,191780
2019-01-23,187809
2019-01-24,187809
2019-01-25,187351
2019-01-26,187351
2019-01-27,182503
2019-01-28,182503
2019-01-29,176544
2019-01-30,176544
2019-01-31,173298
2019-02-01,169487
2019-02-02,169487
2019-02-03,166383
2019-02-04,166383
2019-02-05,162783
2019-02-06,162783
2019-02-07,157083
2019-02-08,157083
2019-02-09,152581
2019-02-10,152581
2019-02-11,147433
2019-02-12,147433
2019-02-13,148981
2019-02-14,148981
2019-02-15,146032
2019-02-16,146032
2019-02-17,142025
2019-02-18,142025
2019-02-19,138047
2019-02-20,138047
2019-02-21,133382
2019-02-22,133382
2019-02-23,131880
2019-02-24,131880
2019-02-25,131361
2019-02-26,131361
2019-02-27,130618
2019-02-28,130618
2019-03-01,130564
2019-03-02,130564
2019-03-03,132096
2019-03-04,137836
2019-03-05,137836
2019-03-06,139687
2019-03-07,139687
2019-03-08,141640
2019-03-09,141640
2019-03-10,143831
2019-03-11,143831
2019-03-12,143179
2019-03-13,143179
2019-03-14,139896
2019-03-15,139896
2019-03-16,136708
2019-03-17,137992
2019-03-18,137992
2019-03-19,141035
2019-03-20,141035
2019-03-21,142920
2019-03-22,142920
2019-03-23,137215
2019-03-24,137215
2019-03-25,131240
2019-03-26,131240
2019-03-27,127464
2019-03-28,127464
2019-03-29,124479
2019-03-30,124479
2019-03-31,124479
2019-04-01,118997
2019-04-02,118997
2019-04-03,113914
2019-04-04,113914
2019-04-05,111112
2019-04-06,111112
2019-04-07,107924
2019-04-08,107924
2019-04-09,106286
2019-04-10,106286
2019-04-11,103962
2019-04-12,102965
2019-04-13,105742
2019-04-14,103625
2019-04-15,103625
2019-04-16,99767
2019-04-17,99767
2019-04-18,95988
2019-04-19,95988
2019-04-20,93505
2019-04-21,93505
2019-04-22,91015
2019-04-23,90089
2019-04-24,90089
2019-04-25,87724
2019-04-26,87724
2019-04-27,86061
2019-04-28,86061
2019-04-29,84073
2019-04-30,84073
2019-05-01,83332
2019-05-02,83332
2019-05-03,81372
2019-05-04,80695
2019-05-05,80695
2019-05-06,83736
2019-05-07,83736
2019-05-08,86689
2019-05-09,86689
2019-05-10,88234
2019-05-11,88234
2019-05-12,90796
2019-05-13,90796
2019-05-14,93505
2019-05-15,93505
2019-05-16,95774
2019-05-17,95774
2019-05-18,98965
2019-05-19,98965
2019-05-20,101609
2019-05-21,101609
2019-05-22,103367
2019-05-23,103367
2019-05-24,105652
2019-05-25,105652
2019-05-26,110517
2019-05-27,112883
2019-05-28,112883
2019-05-29,114540
2019-05-30,114540
2019-05-31,114135
2019-06-01,114135
2019-06-02,113552
2019-06-03,113552
2019-06-04,118755
2019-06-05,118755
2019-06-06,124143
2019-06-07,124143
2019-06-08,128271
2019-06-09,128271
2019-06-10,131506
2019-06-11,131506
2019-06-12,133287
2019-06-13,133287
2019-06-14,132114
2019-06-15,132114
2019-06-16,131061
2019-06-17,131061
2019-06-18,128167
2019-06-19,128167
2019-06-20,122278
2019-06-21,122278
2019-06-22,116164
2019-06-23,116164
2019-06-24,111071
2019-06-25,111071
2019-06-26,107397
2019-06-27,104048
2019-06-28,104048
2019-06-29,99613
2019-06-30,98591
2019-07-01,98591
2019-07-02,95434
2019-07-03,95434
2019-07-04,97301
2019-07-05,97301
2019-07-06,99858
2019-07-07,99858
2019-07-08,102808
2019-07-09,102808
2019-07-10,103589
2019-07-11,103589
2019-07-12,101583
2019-07-13,101583
2019-07-14,100704
2019-07-15,100704
2019-07-16,100704
2019-07-17,102015
2019-07-18,102015
2019-07-19,104222
2019-07-20,104222
2019-07-21,104765
2019-07-22,104765
2019-07-23,105829
2019-07-24,105829
2019-07-25,105829
2019-07-26,105187
2019-07-27,105187
2019-07-28,104682
2019-07-29,104682
2019-07-30,103815
2019-07-31,103815
2019-08-01,103671
2019-08-02,103671
2019-08-03,104075
2019-08-04,104075
2019-08-05,103208
2019-08-06,103208
2019-08-07,104917
2019-08-08,104917
2019-08-09,104917
2019-08-10,110163
2019-08-11,110163
2019-08-12,114682
2019-08-13,114682
2019-08-14,118906
2019-08-15,118906
2019-08-16,123044
2019-08-17,123044
2019-08-18,126067
2019-08-19,126067
2019-08-20,129684
2019-08-21,129684
2019-08-22,131902
2019-08-23,131902
2019-08-24,134447
2019-08-24,134447
2019-08-25,134447
2019-08-25,134447
2019-08-26,134447
2019-08-27,134402
2019-08-27,134402
2019-08-28,134402
2019-08-29,133585
2019-08-30,133585
2019-08-31,133335
2019-09-01,130713
2019-09-02,130713
2019-09-03,127703
2019-09-04,127703
2019-09-05,122547
2019-09-06,122547
2019-09-07,120146
2019-09-08,120146
2019-09-09,117166
2019-09-10,117166
2019-09-11,114238
2019-09-12,114238
2019-09-13,114238
2019-09-14,112363
2019-09-15,112363
2019-09-16,111675
2019-09-17,111675
2019-09-18,107790
2019-09-19,107790
2019-09-20,107790
2019-09-21,104517
2019-09-22,104517
2019-09-23,100376
2019-09-24,100376
2019-09-25,96915
2019-09-26,96915
2019-09-27,92965
2019-09-28,92965
2019-09-29,92965
2019-09-30,89952
2019-10-01,86543
2019-10-02,86543
2019-10-03,86543
2019-10-04,84886
2019-10-05,84886
2019-10-06,84298
2019-10-07,84298
2019-10-08,86497
2019-10-09,86497
2019-10-10,86497
2019-10-11,88121
2019-10-12,88121
2019-10-13,89531
2019-10-14,89531
2019-10-15,88862
2019-10-16,88862
2019-10-17,88862
2019-10-18,86147
2019-10-19,86147
2019-10-20,83621
2019-10-21,83621
2019-10-22,83621
2019-10-23,79730
2019-10-24,79730
2019-10-25,76522
2019-10-26,74529
2019-10-27,74529
2019-10-28,72106
2019-10-29,72106
2019-10-30,72106
2019-10-31,69709
2019-11-01,69709
2019-11-02,70715
2019-11-03,70715
2019-11-04,73923
2019-11-05,73923
2019-11-06,73923
2019-11-07,74185
2019-11-08,74185
2019-11-09,75889
2019-11-10,75889
2019-11-11,75645
2019-11-12,75645
2019-11-13,75645
2019-11-14,74021
2019-11-15,74021
2019-11-16,71836
2019-11-17,71836
2019-11-18,70676
2019-11-19,70676
2019-11-20,68373
2019-11-21,68373
2019-11-22,68373
2019-11-23,67195
2019-11-24,67195
2019-11-25,67621
2019-11-26,67621
2019-11-27,67621
2019-11-28,70704
2019-11-29,70704
2019-11-30,72367
2019-12-01,72367
2019-12-02,74956
2019-12-03,74956
2019-12-04,75710
2019-12-05,75710
2019-12-06,75710
2019-12-07,77313
2019-12-08,77313
2019-12-09,79333
2019-12-10,79333
2019-12-11,78826
2019-12-12,78826
2019-12-13,78826
2019-12-14,78868
2019-12-15,78868
2019-12-16,78572
2019-12-17,78572
2019-12-18,80876
2019-12-19,80876
2019-12-20,84771
2019-12-21,84771
2019-12-22,88397
2019-12-23,88397
2019-12-24,91773
2019-12-25,91773
2019-12-26,95313
2019-12-27,95313
2019-12-28,95294
2019-12-29,95294
2019-12-30,93156
2019-12-31,93156
2020-01-01,90800
2020-01-02,90800
2020-01-03,86387
2020-01-04,86387
2020-01-05,82938
2020-01-06,82938
2020-01-07,78791
2020-01-08,78791
2020-01-09,78791
2020-01-10,75065
2020-01-11,75065
2020-01-12,71472
2020-01-13,71472
2020-01-14,71472
2020-01-15,68907
2020-01-16,68907
2020-01-17,66104
2020-01-18,66104
2020-01-19,63660
2020-01-20,63660
2020-01-21,61200
2020-01-22,61200
2020-01-23,58422
2020-01-24,58422
2020-01-25,57808
2020-01-26,57808
2020-01-27,57082
2020-01-28,57082
2020-01-29,58293
2020-01-30,58293
2020-01-31,60334
2020-02-01,60334
2020-02-02,61538
2020-02-03,61538
2020-02-04,61076
2020-02-05,61076
2020-02-06,59571
2020-02-07,59571
2020-02-08,57488
2020-02-09,57488
2020-02-10,55939
2020-02-11,55939
2020-02-12,53934
2020-02-13,53934
2020-02-14,53519
2020-02-15,53519
2020-02-16,53888
2020-02-17,53802
2020-02-18,53802
2020-02-19,52566
2020-02-20,52566
2020-02-21,50206
2020-02-22,48080
2020-02-23,48080
2020-02-24,46761
2020-02-25,46761
2020-02-26,45983
2020-02-27,45983
2020-02-28,45552
2020-02-29,45552
2020-03-01,45027
2020-03-02,45027
2020-03-03,43453
2020-03-04,43453
2020-03-05,42913
2020-03-06,42667
2020-03-07,42667
2020-03-08,40774
2020-03-09,40774
2020-03-10,39597
2020-03-11,39597
2020-03-12,39380
2020-03-13,39380
2020-03-14,38593
2020-03-15,38593
2020-03-16,37612
2020-03-17,37612
2020-03-18,37149
2020-03-19,37149
2020-03-20,36987
2020-03-21,36987
2020-03-22,36717
2020-03-23,36717
2020-03-24,38035
2020-03-25,38035
2020-03-26,39937
2020-03-27,41749
2020-03-28,41749
2020-03-29,42911
2020-03-30,44992
2020-03-31,44992
2020-04-01,46574
2020-04-02,47047
2020-04-03,47047
2020-04-04,47170
2020-04-05,47170
2020-04-06,46693
2020-04-07,46693
2020-04-08,47545
2020-04-09,45764
2020-04-10,45764
2020-04-11,45529
2020-04-12,47559
2020-04-13,49895
2020-04-14,52042
2020-04-15,53436
2020-04-16,53436
2020-04-17,55806
2020-04-18,56800
2020-04-19,59562
2020-04-20,61272
2020-04-21,61272
2020-04-22,63726
2020-04-23,63474
2020-04-24,63474
2020-04-25,63038
2020-04-26,64163
2020-04-27,65155
2020-04-28,65105
2020-04-29,67408
2020-04-30,68832
2020-05-01,68832
2020-05-02,68150
2020-05-03,68320
2020-05-04,68320
2020-05-05,67922
2020-05-06,67193
2020-05-07,66732
2020-05-08,66732
2020-05-09,65275
2020-05-10,64252
2020-05-11,64252
2020-05-12,62749
2020-05-13,60438
