date_obj,Honourable%20blessing price
2017-06-15,5302
2017-06-16,5447
2017-06-17,5610
2017-06-18,5722
2017-06-19,5722
2017-06-20,5716
2017-06-21,5764
2017-06-22,5764
2017-06-23,5896
2017-06-24,6026
2017-06-25,6067
2017-06-26,6066
2017-06-27,6099
2017-06-28,6096
2017-06-29,6209
2017-06-30,6230
2017-07-01,6230
2017-07-02,6183
2017-07-03,6114
2017-07-04,6118
2017-07-05,6118
2017-07-06,6108
2017-07-07,6108
2017-07-08,6200
2017-07-13,6151
2017-07-14,6095
2017-07-15,6095
2017-07-16,6086
2017-07-17,6043
2017-07-18,6010
2017-07-19,5962
2017-07-20,5896
2017-07-21,5851
2017-07-22,5777
2017-07-23,5666
2017-07-24,5666
2017-07-25,5597
2017-07-26,5523
2017-07-27,5503
2017-07-28,5524
2017-07-29,5649
2017-07-30,5624
2017-07-31,5624
2017-08-01,5657
2017-08-02,5642
2017-08-03,5657
2017-08-04,5657
2017-08-05,5662
2017-08-06,5656
2017-08-09,5466
2017-08-10,5417
2017-08-11,5418
2017-08-12,5458
2017-08-13,5439
2017-08-14,5402
2017-08-15,5389
2017-08-16,5349
2017-08-17,5365
2017-08-18,5365
2017-08-19,5410
2017-08-20,5565
2017-08-21,5658
2017-08-22,5722
2017-08-23,5822
2017-08-24,6009
2017-08-25,6009
2017-08-26,6090
2017-08-27,6169
2017-08-28,6113
2017-08-29,6113
2017-08-30,6140
2017-08-31,6228
2017-09-01,6383
2017-09-02,6357
2017-09-03,6357
2017-09-04,6480
2017-09-05,6519
2017-09-06,6630
2017-09-07,6785
2017-09-08,6785
2017-09-09,6867
2017-09-10,6922
2017-09-11,7105
2017-09-12,7105
2017-09-13,7342
2017-09-14,7532
2017-09-15,7532
2017-09-16,7705
2017-09-17,7724
2017-09-18,7806
2017-09-19,7904
2017-09-20,8008
2017-09-21,7985
2017-09-22,8110
2017-09-23,8110
2017-09-24,8172
2017-09-25,8129
2017-09-26,8105
2017-09-27,8105
2017-09-28,8112
2017-09-29,8158
2017-09-30,8080
2017-10-01,8053
2017-10-02,7935
2017-10-03,8034
2017-10-04,8034
2017-10-05,7971
2017-10-06,7887
2017-10-07,7811
2017-10-08,7670
2017-10-09,7637
2017-10-10,7621
2017-10-11,7621
2017-10-12,7519
2017-10-13,7509
2017-10-14,7369
2017-10-15,7369
2017-10-16,7260
2017-10-17,7260
2017-10-18,7143
2017-10-19,7043
2017-10-20,6942
2017-10-21,6903
2017-10-22,6811
2017-10-23,6716
2017-10-24,6648
2017-10-25,6601
2017-10-26,6574
2017-10-27,6575
2017-10-28,6575
2017-10-29,6610
2017-10-30,6554
2017-10-31,6553
2017-11-01,6553
2017-11-02,6662
2017-11-03,6754
2017-11-04,6719
2017-11-05,6872
2017-11-06,6981
2017-11-07,6987
2017-11-08,6990
2017-11-09,6894
2017-11-10,6811
2017-11-11,6791
2017-11-12,6773
2017-11-13,6682
2017-11-14,6585
2017-11-15,6491
2017-11-16,6364
2017-11-17,6334
2017-11-18,6326
2017-11-19,6181
2017-11-20,6036
2017-11-21,5871
2017-11-22,5812
2017-11-23,5813
2017-11-24,5941
2017-11-25,6002
2017-11-26,5982
2017-11-27,5982
2017-11-28,5976
2017-11-29,6090
2017-11-30,6226
2017-12-01,6450
2017-12-02,6528
2017-12-03,6716
2017-12-04,6859
2017-12-05,7082
2017-12-06,7317
2017-12-07,7410
2017-12-08,7410
2017-12-09,7412
2017-12-10,7424
2017-12-11,7391
2017-12-12,7415
2017-12-13,7519
2017-12-14,7585
2017-12-15,7718
2017-12-16,7810
2017-12-17,7660
2017-12-18,7598
2017-12-19,7567
2017-12-20,7585
2017-12-21,7582
2017-12-22,7544
2017-12-23,7597
2017-12-24,7564
2017-12-25,7537
2017-12-26,7645
2017-12-27,7296
2017-12-28,6998
2017-12-29,6755
2017-12-30,6701
2017-12-31,6686
2018-01-01,6696
2018-01-02,6658
2018-01-03,6672
2018-01-04,6533
2018-01-05,6428
2018-01-06,6406
2018-01-07,6400
2018-01-08,6174
2018-01-09,6034
2018-01-10,6036
2018-01-11,5990
2018-01-12,6045
2018-01-13,6107
2018-01-14,6193
2018-01-15,6197
2018-01-16,6175
2018-01-17,6220
2018-01-18,6298
2018-01-19,6298
2018-01-20,6330
2018-01-21,6404
2018-01-22,6431
2018-01-23,6419
2018-01-25,6668
2018-01-26,6763
2018-01-27,6722
2018-01-28,6743
2018-01-29,6717
2018-01-30,6706
2018-01-31,6767
2018-02-01,6714
2018-02-02,6711
2018-02-03,6537
2018-02-04,6476
2018-02-05,6337
2018-02-06,6223
2018-02-07,6158
2018-02-08,6165
2018-02-09,6276
2018-02-10,6290
2018-02-11,6421
2018-02-12,6632
2018-02-13,6848
2018-02-14,7004
2018-02-15,7182
2018-02-16,7270
2018-02-17,7442
2018-02-18,7483
2018-02-19,7630
2018-02-20,7881
2018-02-21,7904
2018-02-22,7899
2018-02-23,7892
2018-02-24,7918
2018-02-25,7878
2018-02-26,7891
2018-02-27,7904
2018-02-28,7983
2018-03-01,7922
2018-03-02,7926
2018-03-03,7746
2018-03-04,7829
2018-03-05,7769
2018-03-06,7658
2018-03-07,7491
2018-03-08,7281
2018-03-09,7086
2018-03-10,6864
2018-03-11,6820
2018-03-12,6768
2018-03-13,6627
2018-03-14,6642
2018-03-15,6600
2018-03-16,6642
2018-03-17,6483
2018-03-18,6475
2018-03-19,6328
2018-03-20,6300
2018-03-21,6289
2018-03-23,5894
2018-03-24,5836
2018-03-25,5857
2018-03-26,5939
2018-03-27,6028
2018-03-28,5991
2018-03-29,5974
2018-03-30,5898
2018-03-31,5847
2018-04-01,5713
2018-04-02,5528
2018-04-03,5390
2018-04-04,5173
2018-04-05,5038
2018-04-06,4935
2018-04-07,4899
2018-04-08,4870
2018-04-09,4807
2018-04-10,4770
2018-04-11,4893
2018-04-12,5005
2018-04-13,4992
2018-04-14,5037
2018-04-15,5052
2018-04-16,5197
2018-04-17,5340
2018-04-18,5350
2018-04-19,5394
2018-04-20,5442
2018-04-21,5377
2018-04-22,5139
2018-04-23,5142
2018-04-24,5253
2018-04-25,5292
2018-04-26,5380
2018-04-27,5384
2018-04-28,5429
2018-04-29,5515
2018-04-30,5558
2018-05-01,5584
2018-05-03,5686
2018-05-04,5693
2018-05-05,5672
2018-05-06,5588
2018-05-07,5771
2018-05-08,5949
2018-05-09,6114
2018-05-10,6231
2018-05-11,6439
2018-05-12,6701
2018-05-13,6951
2018-05-14,7239
2018-05-15,7433
2018-05-16,7683
2018-05-17,7829
2018-05-18,7812
2018-05-19,7799
2018-05-20,7976
2018-05-21,8050
2018-05-22,8139
2018-05-23,8149
2018-05-24,8206
2018-05-25,7869
2018-05-26,7725
2018-05-27,7703
2018-05-28,7714
2018-05-29,7735
2018-05-30,7618
2018-05-31,7629
2018-06-01,7642
2018-06-02,7527
2018-06-03,7383
2018-06-04,7148
2018-06-05,6961
2018-06-06,6856
2018-06-07,6762
2018-06-08,6743
2018-06-09,6705
2018-06-10,6653
2018-06-11,6589
2018-06-12,6531
2018-06-13,6553
2018-06-14,6535
2018-06-15,6583
2018-06-16,6653
2018-06-17,6738
2018-06-18,6763
2018-06-19,6811
2018-06-20,6860
2018-06-21,6923
2018-06-22,6948
2018-06-23,7087
2018-06-24,7195
2018-06-25,7218
2018-06-26,7034
2018-06-27,6994
2018-06-28,7036
2018-06-29,7088
2018-06-30,6992
2018-07-01,6898
2018-07-02,6758
2018-07-03,6731
2018-07-04,6728
2018-07-05,6784
2018-07-06,6856
2018-07-07,6879
2018-07-08,6857
2018-07-09,6884
2018-07-10,6857
2018-07-11,6812
2018-07-12,6745
2018-07-13,6756
2018-07-14,6756
2018-07-15,6758
2018-07-16,6926
2018-07-17,7071
2018-07-18,7230
2018-07-19,7306
2018-07-20,7238
2018-07-21,7199
2018-07-22,7198
2018-07-23,7170
2018-07-24,7184
2018-07-25,7202
2018-07-26,7176
2018-07-27,7246
2018-07-28,7333
2018-07-29,7482
2018-07-30,7583
2018-07-31,7722
2018-08-01,7863
2018-08-02,7986
2018-08-03,8082
2018-08-04,8178
2018-08-05,8128
2018-08-06,8157
2018-08-07,8125
2018-08-08,8188
2018-08-09,8287
2018-08-10,8342
2018-08-11,8491
2018-08-12,8600
2018-08-14,8718
2018-08-16,8848
2018-08-17,8876
2018-08-18,8891
2018-08-19,8885
2018-08-20,9004
2018-08-21,9270
2018-08-22,9336
2018-08-23,9318
2018-08-24,9395
2018-08-25,9290
2018-08-26,9262
2018-08-27,9145
2018-08-28,9013
2018-08-29,8985
2018-08-30,8968
2018-08-31,9111
2018-09-01,9131
2018-09-02,9360
2018-09-03,9575
2018-09-04,9702
2018-09-05,9847
2018-09-06,10103
2018-09-07,10112
2018-09-08,10303
2018-09-09,10441
2018-09-10,10499
2018-09-11,10364
2018-09-12,10277
2018-09-13,10175
2018-09-14,10130
2018-09-15,10239
2018-09-16,10236
2018-09-17,9991
2018-09-18,9946
2018-09-19,10206
2018-09-20,9862
2018-09-21,9679
2018-09-22,9499
2018-09-23,9388
2018-09-24,9421
2018-09-25,9283
2018-09-26,9153
2018-09-27,9028
2018-09-28,8936
2018-09-29,8953
2018-09-30,8882
2018-10-01,8957
2018-10-02,8892
2018-10-03,8939
2018-10-04,8963
2018-10-05,9003
2018-10-06,8920
2018-10-07,8724
2018-10-08,8678
2018-10-09,8605
2018-10-10,8564
2018-10-11,8539
2018-10-12,8468
2018-10-13,8497
2018-10-14,8614
2018-10-15,8734
2018-10-16,8736
2018-10-17,8916
2018-10-18,9109
2018-10-19,9219
2018-10-20,9263
2018-10-21,9356
2018-10-22,9280
2018-10-23,9079
2018-10-24,8960
2018-10-25,8787
2018-10-26,8686
2018-10-27,8701
2018-10-28,8657
2018-10-29,8733
2018-10-30,8710
2018-10-31,8617
2018-11-01,8630
2018-11-03,8587
2018-11-04,8609
2018-11-05,8661
2018-11-06,8661
2018-11-07,8694
2018-11-08,8756
2018-11-09,8735
2018-11-10,8706
2018-11-11,8761
2018-11-12,8767
2018-11-13,8929
2018-11-14,8936
2018-11-15,9141
2018-11-16,9287
2018-11-17,9367
2018-11-18,9434
2018-11-19,9613
2018-11-20,9731
2018-11-21,9792
2018-11-22,9755
2018-11-23,9712
2018-11-24,9884
2018-11-25,9922
2018-11-26,9929
2018-11-27,10004
2018-11-28,9894
2018-11-29,9772
2018-12-01,9697
2018-12-02,9549
2018-12-03,9441
2018-12-04,9392
2018-12-05,9417
2018-12-07,9384
2018-12-09,9361
2018-12-10,9372
2018-12-11,9642
2018-12-12,9905
2018-12-13,9914
2018-12-14,10072
2018-12-15,10329
2018-12-16,10472
2018-12-17,10681
2018-12-18,10898
2018-12-19,10914
2018-12-20,11116
2018-12-21,11319
2018-12-22,11370
2018-12-23,11502
2018-12-24,11621
2018-12-25,11560
2018-12-26,11316
2018-12-27,11211
2018-12-28,11283
2018-12-29,11302
2018-12-30,11185
2018-12-31,11147
2019-01-01,11150
2019-01-02,11136
2019-01-03,10966
2019-01-04,10886
2019-01-05,10739
2019-01-06,10526
2019-01-08,10260
2019-01-10,9697
2019-01-11,9295
2019-01-12,8936
2019-01-13,8542
2019-01-14,8117
2019-01-15,7711
2019-01-16,7325
2019-01-17,6958
2019-01-18,6655
2019-01-19,6329
2019-01-20,6027
2019-01-21,5802
2019-01-22,5607
2019-01-23,5435
2019-01-24,5278
2019-01-25,5228
2019-01-26,5175
2019-01-27,5183
2019-01-28,5237
2019-01-29,5370
2019-01-30,5412
2019-01-31,5440
2019-02-01,5544
2019-02-02,5673
2019-02-03,5766
2019-02-04,5923
2019-02-05,6110
2019-02-06,6212
2019-02-07,6301
2019-02-08,6348
2019-02-09,6478
2019-02-10,6571
2019-02-11,6684
2019-02-12,6745
2019-02-13,6765
2019-02-14,6789
2019-02-15,6798
2019-02-16,6735
2019-02-17,6783
2019-02-18,6811
2019-02-19,6860
2019-02-20,6970
2019-02-21,6995
2019-02-22,7044
2019-02-23,7157
2019-02-24,7125
2019-02-25,7097
2019-02-26,7014
2019-02-27,6956
2019-02-28,6855
2019-03-01,6689
2019-03-02,6628
2019-03-03,6614
2019-03-04,6608
2019-03-05,6606
2019-03-06,6578
2019-03-07,6603
2019-03-08,6719
2019-03-09,6772
2019-03-10,6801
2019-03-11,6858
2019-03-12,6978
2019-03-13,7038
2019-03-14,7064
2019-03-15,7100
2019-03-16,7011
2019-03-17,7095
2019-03-18,7071
2019-03-19,7032
2019-03-20,7016
2019-03-21,7081
2019-03-22,7157
2019-03-23,7154
2019-03-24,7088
2019-03-25,7047
2019-03-26,7055
2019-03-27,7034
2019-03-28,7023
2019-03-29,7108
2019-03-30,7072
2019-03-31,7033
2019-04-01,7101
2019-04-02,7197
2019-04-03,7284
2019-04-04,7393
2019-04-05,7495
2019-04-06,7575
2019-04-07,7709
2019-04-08,7863
2019-04-09,8119
2019-04-10,8360
2019-04-11,8359
2019-04-12,8291
2019-04-13,8123
2019-04-14,7947
2019-04-15,7695
2019-04-16,7465
2019-04-17,7315
2019-04-18,7079
2019-04-19,6868
2019-04-20,6535
2019-04-21,6208
2019-04-22,5937
2019-04-23,5749
2019-04-24,5679
2019-04-25,5626
2019-04-26,5489
2019-04-27,5483
2019-04-28,5370
2019-04-29,5362
2019-04-30,5400
2019-05-01,5355
2019-05-02,5293
2019-05-03,5215
2019-05-04,5083
2019-05-05,4894
2019-05-06,4836
2019-05-07,4769
2019-05-08,4804
2019-05-09,4767
2019-05-10,4840
2019-05-11,4836
2019-05-12,4886
2019-05-13,4986
2019-05-14,5016
2019-05-15,5065
2019-05-16,5112
2019-05-17,5214
2019-05-18,5246
2019-05-19,5340
2019-05-20,5466
2019-05-21,5554
2019-05-22,5671
2019-05-23,5816
2019-05-24,5954
2019-05-25,6040
2019-05-26,6193
2019-05-27,6366
2019-05-28,6538
2019-05-29,6748
2019-05-30,7037
2019-05-31,7267
2019-06-01,7449
2019-06-02,7617
2019-06-03,7798
2019-06-04,7994
2019-06-05,8177
2019-06-06,8228
2019-06-07,8256
2019-06-08,8299
2019-06-09,8383
2019-06-10,8353
2019-06-11,8527
2019-06-12,8564
2019-06-13,8551
2019-06-14,8561
2019-06-15,8438
2019-06-16,8302
2019-06-17,7937
2019-06-18,7815
2019-06-19,7689
2019-06-20,7623
2019-06-21,7497
2019-06-22,7420
2019-06-23,7322
2019-06-24,7309
2019-06-25,7236
2019-06-26,7221
2019-06-27,7283
2019-06-28,7322
2019-06-29,7394
2019-06-30,7438
2019-07-01,7378
2019-07-02,7386
2019-07-03,7388
2019-07-04,7438
2019-07-05,7442
2019-07-06,7396
2019-07-07,7327
2019-07-08,7235
2019-07-09,6998
2019-07-10,6888
2019-07-11,6681
2019-07-12,6671
2019-07-13,6523
2019-07-14,6449
2019-07-15,6378
2019-07-16,6358
2019-07-17,6297
2019-07-18,6344
2019-07-19,6416
2019-07-20,6453
2019-07-21,6564
2019-07-22,6765
2019-07-23,6923
2019-07-24,7011
2019-07-25,7006
2019-07-26,7107
2019-07-27,7252
2019-07-28,7259
2019-07-29,7319
2019-07-30,7372
2019-07-31,7347
2019-08-01,7359
2019-08-02,7428
2019-08-03,7391
2019-08-04,7456
2019-08-05,7431
2019-08-06,7296
2019-08-07,7184
2019-08-08,7026
2019-08-09,7026
2019-08-10,7072
2019-08-11,6952
2019-08-12,6940
2019-08-13,6873
2019-08-14,6890
2019-08-15,6943
2019-08-16,6975
2019-08-17,7077
2019-08-18,7164
2019-08-19,7244
2019-08-20,7436
2019-08-21,7468
2019-08-22,7502
2019-08-23,7495
2019-08-24,7486
2019-08-24,7486
2019-08-25,7423
2019-08-25,7423
2019-08-26,7353
2019-08-26,7353
2019-08-27,7236
2019-08-27,7236
2019-08-28,7051
2019-08-29,6808
2019-08-30,6640
2019-08-31,6427
2019-09-01,6285
2019-09-02,6242
2019-09-03,6115
2019-09-04,6115
2019-09-05,6091
2019-09-06,6138
2019-09-07,6110
2019-09-08,6076
2019-09-09,6072
2019-09-10,5805
2019-09-11,5786
2019-09-12,5792
2019-09-13,5783
2019-09-14,5795
2019-09-15,5759
2019-09-16,5769
2019-09-17,5736
2019-09-18,5776
2019-09-19,5821
2019-09-20,5772
2019-09-21,5780
2019-09-22,5778
2019-09-23,5790
2019-09-24,5779
2019-09-25,5753
2019-09-26,5819
2019-09-27,5799
2019-09-28,5801
2019-09-29,5733
2019-09-30,5685
2019-10-01,5813
2019-10-02,5920
2019-10-03,6034
2019-10-04,6119
2019-10-05,6122
2019-10-06,6109
2019-10-07,6052
2019-10-08,6002
2019-10-09,5771
2019-10-10,5703
2019-10-11,5670
2019-10-12,5577
2019-10-13,5524
2019-10-14,5549
2019-10-15,5501
2019-10-16,5482
2019-10-17,5609
2019-10-18,5629
2019-10-19,5639
2019-10-20,5731
2019-10-21,5722
2019-10-22,5835
2019-10-23,5921
2019-10-24,5948
2019-10-25,6048
2019-10-26,6070
2019-10-27,5950
2019-10-28,5957
2019-10-29,5910
2019-10-30,5870
2019-10-31,5884
2019-11-01,5845
2019-11-02,5774
2019-11-03,5731
2019-11-04,5714
2019-11-05,5715
2019-11-06,5717
2019-11-07,5680
2019-11-08,5665
2019-11-09,5631
2019-11-10,5572
2019-11-11,5477
2019-11-12,5496
2019-11-13,5493
2019-11-14,5573
2019-11-15,5632
2019-11-16,5655
2019-11-17,5688
2019-11-18,5734
2019-11-19,5764
2019-11-20,5851
2019-11-21,6013
2019-11-22,6059
2019-11-23,6076
2019-11-24,6154
2019-11-25,6298
2019-11-26,6400
2019-11-27,6472
2019-11-28,6599
2019-11-29,6860
2019-11-30,7025
2019-12-01,6956
2019-12-02,7116
2019-12-03,7272
2019-12-04,7415
2019-12-05,7479
2019-12-06,7476
2019-12-07,7464
2019-12-08,7418
2019-12-09,7351
2019-12-10,7358
2019-12-11,7311
2019-12-12,7107
2019-12-13,6888
2019-12-14,6813
2019-12-15,6705
2019-12-16,6601
2019-12-17,6442
2019-12-18,6354
2019-12-19,6352
2019-12-20,6330
2019-12-21,6250
2019-12-22,6119
2019-12-23,5824
2019-12-24,5855
2019-12-25,5723
2019-12-26,5668
2019-12-27,5693
2019-12-28,5658
2019-12-29,5702
2019-12-30,5701
2019-12-31,5845
2020-01-01,5852
2020-01-02,6003
2020-01-03,6035
2020-01-04,6147
2020-01-05,6216
2020-01-06,6335
2020-01-07,6394
2020-01-08,6542
2020-01-09,6645
2020-01-10,6601
2020-01-11,6489
2020-01-12,6589
2020-01-13,6647
2020-01-14,6662
2020-01-15,6653
2020-01-16,6746
2020-01-17,6636
2020-01-18,6617
2020-01-19,6523
2020-01-20,6508
2020-01-21,6425
2020-01-22,6342
2020-01-23,6320
2020-01-24,6253
2020-01-25,6123
2020-01-26,6067
2020-01-27,6109
2020-01-28,6127
2020-01-29,6112
2020-01-30,6031
2020-01-31,5988
2020-02-01,5982
2020-02-02,5925
2020-02-03,5862
2020-02-04,5879
2020-02-05,5834
2020-02-06,5727
2020-02-07,5585
2020-02-08,5509
2020-02-09,5469
2020-02-10,5485
2020-02-11,5577
2020-02-12,5609
2020-02-13,5664
2020-02-14,5674
2020-02-15,5680
2020-02-16,5533
2020-02-17,5354
2020-02-18,5219
2020-02-19,5192
2020-02-20,5165
2020-02-21,5162
2020-02-22,5162
2020-02-23,5087
2020-02-24,5104
2020-02-25,5084
2020-02-26,4944
2020-02-27,4845
2020-02-28,4873
2020-02-29,4874
2020-03-01,4862
2020-03-02,4860
2020-03-03,4939
2020-03-04,4931
2020-03-05,5053
2020-03-06,5097
2020-03-07,5018
2020-03-08,5026
2020-03-09,5104
2020-03-10,5344
2020-03-11,5512
2020-03-12,5558
2020-03-13,5674
2020-03-14,5791
2020-03-15,5869
2020-03-16,5961
2020-03-17,6034
2020-03-18,6183
2020-03-19,6324
2020-03-20,6439
2020-03-21,6320
2020-03-22,6330
2020-03-23,6262
2020-03-24,6282
2020-03-25,6236
2020-03-26,6235
2020-03-27,6229
2020-03-28,6138
2020-03-29,6101
2020-03-30,6051
2020-03-31,6148
2020-04-01,6127
2020-04-02,6077
2020-04-03,6164
2020-04-04,6190
2020-04-05,6085
2020-04-06,5992
2020-04-07,5954
2020-04-08,5942
2020-04-09,5906
2020-04-10,5798
2020-04-11,5762
2020-04-12,5616
2020-04-13,5459
2020-04-14,5439
2020-04-15,5433
2020-04-16,5292
2020-04-17,5250
2020-04-18,5302
2020-04-19,5308
2020-04-20,5344
2020-04-21,5389
2020-04-22,5380
2020-04-23,5339
2020-04-24,5288
2020-04-25,5313
2020-04-26,5309
2020-04-27,5364
2020-04-28,5418
2020-04-29,5417
2020-04-30,5464
2020-05-01,5492
2020-05-02,5492
2020-05-03,5558
2020-05-04,5530
2020-05-05,5528
2020-05-06,5512
2020-05-07,5497
2020-05-08,5470
2020-05-09,5439
2020-05-10,5342
2020-05-11,5297
2020-05-12,5306
2020-05-13,5327
