date_obj,Plant%20cure price
2019-09-09,231
2019-09-10,229
2019-09-11,224
2019-09-12,221
2019-09-13,221
2019-09-14,221
2019-09-15,228
2019-09-16,227
2019-09-17,233
2019-09-18,231
2019-09-19,225
2019-09-20,222
2019-09-21,226
2019-09-22,227
2019-09-23,217
2019-09-24,213
2019-09-25,207
2019-09-26,212
2019-09-27,219
2019-09-28,220
2019-09-29,218
2019-09-30,217
2019-10-01,212
2019-10-02,202
2019-10-03,203
2019-10-04,207
2019-10-05,202
2019-10-06,201
2019-10-07,202
2019-10-08,198
2019-10-09,198
2019-10-10,201
2019-10-11,199
2019-10-12,204
2019-10-13,206
2019-10-14,215
2019-10-15,224
2019-10-16,230
2019-10-17,242
2019-10-18,251
2019-10-19,245
2019-10-20,243
2019-10-21,255
2019-10-22,242
2019-10-23,248
2019-10-24,246
2019-10-25,246
2019-10-26,234
2019-10-27,227
2019-10-28,219
2019-10-29,219
2019-10-30,210
2019-10-31,206
2019-11-01,201
2019-11-02,207
2019-11-03,207
2019-11-04,204
2019-11-05,204
2019-11-06,205
2019-11-07,207
2019-11-08,197
2019-11-09,204
2019-11-10,211
2019-11-11,213
2019-11-12,224
2019-11-13,234
2019-11-14,237
2019-11-15,239
2019-11-16,235
2019-11-17,235
2019-11-18,233
2019-11-19,238
2019-11-20,236
2019-11-21,236
2019-11-22,239
2019-11-23,233
2019-11-24,234
2019-11-25,234
2019-11-26,226
2019-11-27,226
2019-11-28,227
2019-11-29,224
2019-11-30,218
2019-12-01,221
2019-12-02,214
2019-12-03,215
2019-12-04,216
2019-12-05,216
2019-12-06,214
2019-12-07,216
2019-12-08,218
2019-12-09,219
2019-12-10,216
2019-12-11,217
2019-12-12,217
2019-12-13,208
2019-12-14,207
2019-12-15,214
2019-12-16,210
2019-12-17,216
2019-12-18,209
2019-12-19,202
2019-12-20,213
2019-12-21,221
2019-12-22,232
2019-12-23,239
2019-12-24,239
2019-12-25,237
2019-12-26,242
2019-12-27,243
2019-12-28,246
2019-12-29,245
2019-12-30,245
2019-12-31,233
2020-01-01,237
2020-01-02,237
2020-01-03,231
2020-01-04,232
2020-01-05,232
2020-01-06,231
2020-01-07,236
2020-01-08,241
2020-01-09,244
2020-01-10,252
2020-01-11,259
2020-01-12,258
2020-01-13,258
2020-01-14,264
2020-01-15,264
2020-01-16,267
2020-01-17,271
2020-01-18,267
2020-01-19,264
2020-01-20,250
2020-01-21,243
2020-01-22,233
2020-01-23,230
2020-01-24,231
2020-01-25,242
2020-01-26,246
2020-01-27,245
2020-01-28,238
2020-01-29,243
2020-01-30,244
2020-01-31,238
2020-02-01,226
2020-02-02,214
2020-02-03,210
2020-02-04,210
2020-02-05,207
2020-02-06,199
2020-02-07,198
2020-02-08,191
2020-02-09,194
2020-02-10,192
2020-02-11,189
2020-02-12,189
2020-02-13,189
2020-02-14,187
2020-02-15,189
2020-02-16,193
2020-02-17,201
2020-02-18,203
2020-02-19,198
2020-02-20,200
2020-02-21,200
2020-02-22,208
2020-02-23,216
2020-02-24,225
2020-02-25,237
2020-02-26,234
2020-02-27,232
2020-02-28,238
2020-02-29,247
2020-03-01,256
2020-03-02,263
2020-03-03,270
2020-03-04,269
2020-03-05,256
2020-03-06,247
2020-03-07,237
2020-03-08,237
2020-03-09,232
2020-03-10,223
2020-03-11,211
2020-03-12,200
2020-03-13,200
2020-03-14,207
2020-03-15,205
2020-03-16,208
2020-03-17,214
2020-03-18,221
2020-03-19,231
2020-03-20,234
2020-03-21,242
2020-03-22,247
2020-03-23,248
2020-03-24,246
2020-03-25,250
2020-03-26,259
2020-03-27,253
2020-03-28,250
2020-03-29,257
2020-03-30,266
2020-03-31,273
2020-04-01,287
2020-04-02,301
2020-04-03,305
2020-04-04,309
2020-04-05,322
2020-04-06,326
2020-04-07,328
2020-04-08,325
2020-04-09,314
2020-04-10,301
2020-04-11,291
2020-04-12,280
2020-04-13,276
2020-04-14,269
2020-04-15,258
2020-04-16,245
2020-04-17,239
2020-04-18,236
2020-04-19,233
2020-04-20,228
2020-04-21,219
2020-04-22,215
2020-04-23,210
2020-04-24,199
2020-04-25,198
2020-04-26,206
2020-04-27,208
2020-04-28,213
2020-04-29,218
2020-04-30,224
2020-05-01,220
2020-05-02,226
2020-05-03,230
2020-05-04,226
2020-05-05,225
2020-05-06,228
2020-05-07,230
2020-05-08,227
2020-05-09,223
2020-05-10,227
2020-05-11,216
2020-05-12,212
2020-05-13,215
