date_obj,Diamond%20bracelet price
2019-03-29,2115
2019-03-30,2104
2019-03-31,2084
2019-04-01,2117
2019-04-02,2107
2019-04-03,2096
2019-04-04,2087
2019-04-05,2067
2019-04-06,2064
2019-04-07,2067
2019-04-08,2092
2019-04-09,2101
2019-04-10,2107
2019-04-11,2075
2019-04-12,2073
2019-04-13,2062
2019-04-14,2057
2019-04-15,2063
2019-04-16,2060
2019-04-17,2085
2019-04-18,2074
2019-04-19,2086
2019-04-20,2067
2019-04-21,2067
2019-04-22,2077
2019-04-23,2074
2019-04-24,2067
2019-04-25,2098
2019-04-26,2088
2019-04-27,2084
2019-04-28,2074
2019-04-29,2091
2019-04-30,2123
2019-05-01,2118
2019-05-02,2080
2019-05-03,2081
2019-05-04,2078
2019-05-05,2076
2019-05-06,2060
2019-05-07,2083
2019-05-08,2110
2019-05-09,2097
2019-05-10,2102
2019-05-11,2079
2019-05-12,2079
2019-05-13,2084
2019-05-14,2081
2019-05-15,2090
2019-05-16,2100
2019-05-17,2093
2019-05-18,2083
2019-05-19,2074
2019-05-20,2078
2019-05-21,2086
2019-05-22,2096
2019-05-23,2103
2019-05-24,2093
2019-05-25,2089
2019-05-26,2093
2019-05-27,2098
2019-05-28,2091
2019-05-29,2091
2019-05-30,2102
2019-05-31,2123
2019-06-01,2107
2019-06-02,2100
2019-06-03,2097
2019-06-04,2115
2019-06-05,2104
2019-06-06,2094
2019-06-07,2103
2019-06-08,2115
2019-06-09,2123
2019-06-10,2123
2019-06-11,2114
2019-06-12,2103
2019-06-13,2087
2019-06-14,2084
2019-06-15,2115
2019-06-16,2118
2019-06-17,2128
2019-06-18,2135
2019-06-19,2123
2019-06-20,2084
2019-06-21,2070
2019-06-22,2082
2019-06-23,2132
2019-06-24,2140
2019-06-25,2108
2019-06-26,2099
2019-06-27,2136
2019-06-28,2136
2019-06-29,2149
2019-06-30,2131
2019-07-01,2123
2019-07-02,2110
2019-07-03,2107
2019-07-04,2145
2019-07-05,2132
2019-07-06,2117
2019-07-07,2098
2019-07-08,2085
2019-07-09,2078
2019-07-10,2113
2019-07-11,2097
2019-07-12,2100
2019-07-13,2100
2019-07-14,2096
2019-07-15,2096
2019-07-16,2106
2019-07-17,2115
2019-07-18,2114
2019-07-19,2107
2019-07-20,2090
2019-07-21,2078
2019-07-22,2078
2019-07-23,2077
2019-07-24,2080
2019-07-25,2081
2019-07-26,2086
2019-07-27,2080
2019-07-28,2065
2019-07-29,2074
2019-07-30,2083
2019-07-31,2081
2019-08-01,2086
2019-08-02,2099
2019-08-03,2073
2019-08-04,2062
2019-08-05,2049
2019-08-06,2059
2019-08-07,2072
2019-08-08,2045
2019-08-09,2019
2019-08-10,2037
2019-08-11,2030
2019-08-12,2030
2019-08-13,2044
2019-08-14,2061
2019-08-15,2052
2019-08-16,2059
2019-08-17,2059
2019-08-18,2053
2019-08-19,2049
2019-08-20,2037
2019-08-21,2049
2019-08-22,2040
2019-08-23,2036
2019-08-24,2049
2019-08-24,2049
2019-08-25,2046
2019-08-25,2046
2019-08-26,2050
2019-08-27,2068
2019-08-27,2068
2019-08-28,2083
2019-08-29,2090
2019-08-30,2063
2019-08-31,2063
2019-09-01,2057
2019-09-02,2057
2019-09-03,2064
2019-09-04,2083
2019-09-05,2074
2019-09-06,2074
2019-09-07,2072
2019-09-08,2051
2019-09-09,2050
2019-09-10,2075
2019-09-11,2083
2019-09-12,2086
2019-09-13,2097
2019-09-14,2086
2019-09-15,2075
2019-09-16,2071
2019-09-17,2070
2019-09-18,2074
2019-09-19,2068
2019-09-20,2066
2019-09-21,2077
2019-09-22,2084
2019-09-23,2096
2019-09-24,2096
2019-09-25,2063
2019-09-26,2041
2019-09-27,2068
2019-09-28,2065
2019-09-29,2076
2019-09-30,2055
2019-10-01,2052
2019-10-02,2055
2019-10-03,2056
2019-10-04,2061
2019-10-05,2048
2019-10-06,2048
2019-10-07,2045
2019-10-08,2042
2019-10-09,2042
2019-10-10,2043
2019-10-11,2041
2019-10-12,2033
2019-10-13,2030
2019-10-14,2038
2019-10-15,2044
2019-10-16,2036
2019-10-17,2036
2019-10-18,2020
2019-10-19,2027
2019-10-20,2023
2019-10-21,2016
2019-10-22,2027
2019-10-23,2039
2019-10-24,2043
2019-10-25,2043
2019-10-26,2044
2019-10-27,2025
2019-10-28,2028
2019-10-29,2028
2019-10-30,2038
2019-10-31,2039
2019-11-01,2029
2019-11-02,2043
2019-11-03,2050
2019-11-04,2069
2019-11-05,2069
2019-11-06,2024
2019-11-07,2015
2019-11-08,2052
2019-11-09,2050
2019-11-10,2038
2019-11-11,2039
2019-11-12,2033
2019-11-13,2024
2019-11-14,2035
2019-11-15,2019
2019-11-16,2024
2019-11-17,2024
2019-11-18,2029
2019-11-19,2029
2019-11-20,2024
2019-11-21,2024
2019-11-22,1990
2019-11-23,2019
2019-11-24,2013
2019-11-25,2015
2019-11-26,2007
2019-11-27,2007
2019-11-28,2027
2019-11-29,2027
2019-11-30,2028
2019-12-01,2013
2019-12-02,2036
2019-12-03,2066
2019-12-04,2031
2019-12-05,2031
2019-12-06,2000
2019-12-07,2018
2019-12-08,2022
2019-12-09,2037
2019-12-10,2037
2019-12-11,2041
2019-12-12,2041
2019-12-13,2043
2019-12-14,2034
2019-12-15,2024
2019-12-16,2021
2019-12-17,2033
2019-12-18,2018
2019-12-19,2024
2019-12-20,2023
2019-12-21,2025
2019-12-22,2018
2019-12-23,2023
2019-12-24,2029
2019-12-25,2018
2019-12-26,2034
2019-12-27,2020
2019-12-28,2023
2019-12-29,2035
2019-12-30,2022
2019-12-31,2048
2020-01-01,2018
2020-01-02,2017
2020-01-03,2021
2020-01-04,2034
2020-01-05,2068
2020-01-06,2072
2020-01-07,2031
2020-01-08,2031
2020-01-09,2013
2020-01-10,2045
2020-01-11,2060
2020-01-12,2045
2020-01-13,2045
2020-01-14,2029
2020-01-15,2049
2020-01-16,2037
2020-01-17,2043
2020-01-18,2061
2020-01-19,2030
2020-01-20,2018
2020-01-21,2018
2020-01-22,2038
2020-01-23,2021
2020-01-24,2020
2020-01-25,2029
2020-01-26,2018
2020-01-27,2023
2020-01-28,2015
2020-01-29,2021
2020-01-30,2029
2020-01-31,2023
2020-02-01,2011
2020-02-02,2026
2020-02-03,2031
2020-02-04,2055
2020-02-05,2036
2020-02-06,2025
2020-02-07,2013
2020-02-08,2008
2020-02-09,1997
2020-02-10,2014
2020-02-11,2034
2020-02-12,2011
2020-02-13,1998
2020-02-14,2019
2020-02-15,2039
2020-02-16,2032
2020-02-17,2021
2020-02-18,2018
2020-02-19,2011
2020-02-20,2003
2020-02-21,2003
2020-02-22,2009
2020-02-23,2012
2020-02-24,1996
2020-02-25,2000
2020-02-26,2019
2020-02-27,2013
2020-02-28,2018
2020-02-29,2018
2020-03-01,2011
2020-03-02,2011
2020-03-03,2032
2020-03-04,2020
2020-03-05,2041
2020-03-06,2041
2020-03-07,2029
2020-03-08,2032
2020-03-09,2024
2020-03-10,2030
2020-03-11,2052
2020-03-12,2054
2020-03-13,2037
2020-03-14,2029
2020-03-15,2026
2020-03-16,2020
2020-03-17,2011
2020-03-18,2019
2020-03-19,2019
2020-03-20,2022
2020-03-21,2023
2020-03-22,2022
2020-03-23,2024
2020-03-24,2027
2020-03-25,2029
2020-03-26,2022
2020-03-27,2028
2020-03-28,2001
2020-03-29,2007
2020-03-30,2023
2020-03-31,2021
2020-04-01,2033
2020-04-02,2031
2020-04-03,2016
2020-04-04,2019
2020-04-05,2011
2020-04-06,2020
2020-04-07,2012
2020-04-08,2016
2020-04-09,2020
2020-04-10,2010
2020-04-11,2019
2020-04-12,2014
2020-04-13,2011
2020-04-14,2018
2020-04-15,2033
2020-04-16,2023
2020-04-17,2034
2020-04-18,2041
2020-04-19,2031
2020-04-20,2036
2020-04-21,2040
2020-04-22,2046
2020-04-23,2043
2020-04-24,2049
2020-04-25,2054
2020-04-26,2039
2020-04-27,2036
2020-04-28,2019
2020-04-29,2039
2020-04-30,2038
2020-05-01,2036
2020-05-02,2044
2020-05-03,2054
2020-05-04,2045
2020-05-05,2058
2020-05-06,2056
2020-05-07,2061
2020-05-08,2057
2020-05-09,2055
2020-05-10,2058
2020-05-11,2065
2020-05-12,2067
2020-05-13,2059
