date_obj,Rune%20platelegs%20(g) price
2019-04-03,87654
2019-04-04,86401
2019-04-05,86497
2019-04-06,86040
2019-04-07,85881
2019-04-08,85341
2019-04-09,84250
2019-04-10,82762
2019-04-11,81750
2019-04-12,82444
2019-04-13,82848
2019-04-14,81175
2019-04-15,79983
2019-04-16,80421
2019-04-17,80457
2019-04-18,79881
2019-04-19,79470
2019-04-20,79264
2019-04-21,80481
2019-04-22,80789
2019-04-23,80578
2019-04-24,78625
2019-04-25,78393
2019-04-26,77541
2019-04-27,76584
2019-04-28,76386
2019-04-29,75336
2019-04-30,74886
2019-05-01,73174
2019-05-02,71949
2019-05-03,72082
2019-05-04,70374
2019-05-05,68620
2019-05-06,67569
2019-05-07,67064
2019-05-08,67726
2019-05-09,66875
2019-05-10,66710
2019-05-11,66460
2019-05-12,68821
2019-05-13,69740
2019-05-14,70948
2019-05-15,71153
2019-05-16,70839
2019-05-17,69784
2019-05-18,70393
2019-05-19,71354
2019-05-20,73461
2019-05-21,74740
2019-05-22,74166
2019-05-23,73020
2019-05-24,72937
2019-05-25,71354
2019-05-26,71033
2019-05-27,72918
2019-05-28,76564
2019-05-29,80393
2019-05-30,84413
2019-05-31,88634
2019-06-01,93066
2019-06-02,97613
2019-06-03,102494
2019-06-04,107619
2019-06-05,112981
2019-06-06,118631
2019-06-07,124563
2019-06-08,130746
2019-06-09,137095
2019-06-10,137095
2019-06-11,142915
2019-06-12,147641
2019-06-13,150451
2019-06-14,150262
2019-06-15,147589
2019-06-16,147029
2019-06-17,148437
2019-06-18,150338
2019-06-19,148107
2019-06-20,152367
2019-06-21,158564
2019-06-22,157824
2019-06-23,161328
2019-06-24,163479
2019-06-25,166320
2019-06-26,166931
2019-06-27,164527
2019-06-28,166030
2019-06-29,174332
2019-06-30,183049
2019-07-01,190846
2019-07-02,195079
2019-07-03,200308
2019-07-04,198926
2019-07-05,195532
2019-07-06,192374
2019-07-07,186787
2019-07-08,186891
2019-07-09,193496
2019-07-10,201209
2019-07-11,200229
2019-07-12,196258
2019-07-13,192048
2019-07-14,195679
2019-07-15,198519
2019-07-16,199383
2019-07-17,209353
2019-07-18,208174
2019-07-19,208036
2019-07-20,211408
2019-07-21,214999
2019-07-22,216710
2019-07-23,219745
2019-07-24,222000
2019-07-25,222117
2019-07-26,225182
2019-07-27,226442
2019-07-28,223809
2019-07-29,222152
2019-07-30,222667
2019-07-31,225511
2019-08-01,221230
2019-08-02,219333
2019-08-03,211595
2019-08-04,209203
2019-08-05,206159
2019-08-06,201525
2019-08-07,199426
2019-08-08,197443
2019-08-09,196475
2019-08-10,197772
2019-08-11,198709
2019-08-12,198316
2019-08-13,199624
2019-08-14,202481
2019-08-15,201843
2019-08-16,198833
2019-08-17,198833
2019-08-18,198909
2019-08-19,204266
2019-08-20,208786
2019-08-21,210379
2019-08-22,208586
2019-08-23,205329
2019-08-24,203247
2019-08-24,203247
2019-08-25,196054
2019-08-25,196054
2019-08-26,194150
2019-08-26,194150
2019-08-27,193681
2019-08-27,193681
2019-08-28,192122
2019-08-29,192615
2019-08-30,193241
2019-08-31,187931
2019-09-01,180868
2019-09-02,173475
2019-09-03,164801
2019-09-04,156560
2019-09-05,148732
2019-09-06,142194
2019-09-07,135084
2019-09-08,128348
2019-09-09,121930
2019-09-10,115833
2019-09-11,110041
2019-09-12,104538
2019-09-13,99311
2019-09-14,94345
2019-09-15,89674
2019-09-16,87234
2019-09-17,87898
2019-09-18,87654
2019-09-19,88859
2019-09-20,88198
2019-09-21,87864
2019-09-22,88865
2019-09-23,89253
2019-09-24,88727
2019-09-25,87567
2019-09-26,85879
2019-09-27,86077
2019-09-28,84095
2019-09-29,83592
2019-09-30,82823
2019-10-01,82414
2019-10-02,81350
2019-10-03,80922
2019-10-04,80793
2019-10-05,82186
2019-10-06,79917
2019-10-07,76626
2019-10-08,74282
2019-10-09,72291
2019-10-10,69171
2019-10-11,67718
2019-10-12,65944
2019-10-13,66732
2019-10-14,66740
2019-10-15,66680
2019-10-16,68124
2019-10-17,70664
2019-10-18,72550
2019-10-19,74832
2019-10-20,74945
2019-10-21,76260
2019-10-22,77562
2019-10-23,80414
2019-10-24,80146
2019-10-25,78573
2019-10-26,76707
2019-10-27,77497
2019-10-28,77196
2019-10-29,77261
2019-10-30,77941
2019-10-31,77799
2019-11-01,75936
2019-11-02,75050
2019-11-03,74425
2019-11-04,74877
2019-11-05,74731
2019-11-06,74031
2019-11-07,75123
2019-11-08,74734
2019-11-09,74079
2019-11-10,74340
2019-11-11,74010
2019-11-12,72995
2019-11-13,71645
2019-11-14,72468
2019-11-15,73177
2019-11-16,75319
2019-11-17,76319
2019-11-18,77035
2019-11-19,79028
2019-11-20,78898
2019-11-21,79624
2019-11-22,79605
2019-11-23,77949
2019-11-24,78969
2019-11-25,80993
2019-11-26,81266
2019-11-27,81191
2019-11-28,79463
2019-11-29,79566
2019-11-30,78416
2019-12-01,77336
2019-12-02,75604
2019-12-03,75811
2019-12-04,74850
2019-12-05,73369
2019-12-06,73879
2019-12-07,73848
2019-12-08,74368
2019-12-09,74007
2019-12-10,75570
2019-12-11,75635
2019-12-12,75297
2019-12-13,75968
2019-12-14,76714
2019-12-15,77320
2019-12-16,76464
2019-12-17,74519
2019-12-18,74180
2019-12-19,72280
2019-12-20,71379
2019-12-21,70300
2019-12-22,69817
2019-12-23,71369
2019-12-24,72064
2019-12-25,72333
2019-12-26,71431
2019-12-27,72231
2019-12-28,71550
2019-12-29,71655
2019-12-30,71650
2019-12-31,72097
2020-01-01,72274
2020-01-02,72813
2020-01-03,72608
2020-01-04,72765
2020-01-05,72951
2020-01-06,73696
2020-01-07,72992
2020-01-08,73193
2020-01-09,73087
2020-01-10,73147
2020-01-11,73279
2020-01-12,72992
2020-01-13,72602
2020-01-14,72321
2020-01-15,71815
2020-01-16,71806
2020-01-17,71042
2020-01-18,71304
2020-01-19,71027
2020-01-20,70937
2020-01-21,70043
2020-01-22,70009
2020-01-23,69946
2020-01-24,70852
2020-01-25,70541
2020-01-26,70713
2020-01-27,71593
2020-01-28,71940
2020-01-29,70714
2020-01-30,70308
2020-01-31,69483
2020-02-01,68065
2020-02-02,67549
2020-02-03,67494
2020-02-04,66125
2020-02-05,65727
2020-02-06,66045
2020-02-07,65399
2020-02-08,63025
2020-02-09,61789
2020-02-10,60937
2020-02-11,59983
2020-02-12,60114
2020-02-13,59571
2020-02-14,59493
2020-02-15,59293
2020-02-16,58658
2020-02-17,58697
2020-02-18,59142
2020-02-19,59863
2020-02-20,59370
2020-02-21,59200
2020-02-22,59094
2020-02-23,58556
2020-02-24,58509
2020-02-25,59662
2020-02-26,59468
2020-02-27,60592
2020-02-28,60929
2020-02-29,59496
2020-03-01,58921
2020-03-02,59722
2020-03-03,59628
2020-03-04,59989
2020-03-05,60152
2020-03-06,61145
2020-03-07,60654
2020-03-08,59510
2020-03-09,57167
2020-03-10,56518
2020-03-11,56336
2020-03-12,56862
2020-03-13,56310
2020-03-14,56895
2020-03-15,56819
2020-03-16,56654
2020-03-17,55894
2020-03-18,55877
2020-03-19,55991
2020-03-20,57517
2020-03-21,56697
2020-03-22,56201
2020-03-23,56286
2020-03-24,57137
2020-03-25,57459
2020-03-26,55693
2020-03-27,54618
2020-03-28,54255
2020-03-29,54272
2020-03-30,54708
2020-03-31,56497
2020-04-01,57924
2020-04-02,60085
2020-04-03,61613
2020-04-04,62214
2020-04-05,63118
2020-04-06,63415
2020-04-07,63513
2020-04-08,63629
2020-04-09,62695
2020-04-10,62605
2020-04-11,62883
2020-04-12,63205
2020-04-13,63704
2020-04-14,63782
2020-04-15,61955
2020-04-16,61183
2020-04-17,60284
2020-04-18,59361
2020-04-19,59860
2020-04-20,58400
2020-04-21,57805
2020-04-22,57367
2020-04-23,56341
2020-04-24,55855
2020-04-25,54840
2020-04-26,54462
2020-04-27,55407
2020-04-28,56074
2020-04-29,56049
2020-04-30,57524
2020-05-01,58531
2020-05-02,58570
2020-05-03,59219
2020-05-04,59809
2020-05-05,59659
2020-05-06,57318
2020-05-07,54670
2020-05-08,52878
2020-05-09,52572
2020-05-10,52436
2020-05-11,52565
2020-05-12,53384
2020-05-13,52778
