date_obj,Gold%20elegant%20shirt price
2019-03-25,1836
2019-03-26,1801
2019-03-27,1801
2019-03-28,1718
2019-03-29,1641
2019-03-30,1641
2019-03-31,1641
2019-04-01,1595
2019-04-02,1595
2019-04-03,1551
2019-04-04,1551
2019-04-05,1514
2019-04-06,1514
2019-04-07,1515
2019-04-08,1515
2019-04-09,1497
2019-04-10,1497
2019-04-11,1492
2019-04-12,1449
2019-04-13,1449
2019-04-14,1461
2019-04-15,1461
2019-04-16,1450
2019-04-17,1450
2019-04-18,1418
2019-04-19,1418
2019-04-20,1399
2019-04-21,1399
2019-04-22,1399
2019-04-23,1375
2019-04-24,1375
2019-04-25,1333
2019-04-26,1333
2019-04-27,1298
2019-04-28,1298
2019-04-29,1299
2019-04-30,1347
2019-05-01,1347
2019-05-02,1389
2019-05-03,1398
2019-05-04,1398
2019-05-05,1410
2019-05-06,1410
2019-05-07,1428
2019-05-08,1428
2019-05-09,1457
2019-05-10,1457
2019-05-11,1436
2019-05-12,1436
2019-05-13,1392
2019-05-14,1392
2019-05-15,1351
2019-05-16,1351
2019-05-17,1357
2019-05-18,1334
2019-05-19,1334
2019-05-20,1329
2019-05-21,1329
2019-05-22,1329
2019-05-23,1317
2019-05-24,1317
2019-05-25,1318
2019-05-26,1318
2019-05-27,1322
2019-05-28,1322
2019-05-29,1277
2019-05-30,1277
2019-05-31,1315
2019-06-01,1315
2019-06-02,1301
2019-06-03,1301
2019-06-04,1341
2019-06-05,1341
2019-06-06,1376
2019-06-07,1376
2019-06-08,1414
2019-06-09,1414
2019-06-10,1429
2019-06-11,1429
2019-06-12,1456
2019-06-13,1456
2019-06-14,1483
2019-06-15,1483
2019-06-16,1528
2019-06-17,1528
2019-06-18,1577
2019-06-19,1577
2019-06-20,1655
2019-06-21,1655
2019-06-22,1677
2019-06-23,1677
2019-06-24,1722
2019-06-25,1722
2019-06-26,1778
2019-06-27,1753
2019-06-28,1753
2019-06-29,1837
2019-06-30,1837
2019-07-01,1926
2019-07-02,1926
2019-07-03,1965
2019-07-04,1965
2019-07-05,1963
2019-07-06,1963
2019-07-07,1963
2019-07-08,2016
2019-07-09,2016
2019-07-10,2055
2019-07-11,2055
2019-07-12,2141
2019-07-13,2141
2019-07-14,2212
2019-07-15,2212
2019-07-16,2212
2019-07-17,2317
2019-07-18,2317
2019-07-19,2417
2019-07-20,2417
2019-07-21,2505
2019-07-22,2505
2019-07-23,2574
2019-07-24,2574
2019-07-25,2574
2019-07-26,2659
2019-07-27,2659
2019-07-28,2762
2019-07-29,2762
2019-07-30,2783
2019-07-31,2783
2019-08-01,2813
2019-08-02,2813
2019-08-03,2906
2019-08-04,2906
2019-08-05,2951
2019-08-06,2951
2019-08-07,3099
2019-08-08,3099
2019-08-09,3099
2019-08-10,3217
2019-08-11,3217
2019-08-12,3180
2019-08-13,3180
2019-08-14,3310
2019-08-15,3310
2019-08-16,3305
2019-08-17,3305
2019-08-18,3305
2019-08-19,3433
2019-08-20,3433
2019-08-21,3433
2019-08-22,3575
2019-08-23,3575
2019-08-24,3654
2019-08-24,3654
2019-08-25,3654
2019-08-25,3654
2019-08-26,3654
2019-08-26,3654
2019-08-27,3801
2019-08-27,3801
2019-08-28,3801
2019-08-29,3836
2019-08-30,3836
2019-08-31,3847
2019-09-01,3847
2019-09-02,3786
2019-09-03,3786
2019-09-04,3769
2019-09-05,3769
2019-09-06,3769
2019-09-07,3834
2019-09-08,3834
2019-09-09,3834
2019-09-10,3773
2019-09-11,3773
2019-09-12,3629
2019-09-13,3629
2019-09-14,3477
2019-09-15,3477
2019-09-16,3309
2019-09-17,3309
2019-09-18,3247
2019-09-19,3247
2019-09-20,3247
2019-09-21,3096
2019-09-22,3096
2019-09-23,2956
2019-09-24,2956
2019-09-25,2956
2019-09-26,2881
2019-09-27,2881
2019-09-28,2773
2019-09-29,2773
2019-09-30,2773
2019-10-01,2716
2019-10-02,2716
2019-10-03,2716
2019-10-04,2608
2019-10-05,2608
2019-10-06,2486
2019-10-07,2486
2019-10-08,2486
2019-10-09,2373
2019-10-10,2373
2019-10-11,2274
2019-10-12,2274
2019-10-13,2285
2019-10-14,2285
2019-10-15,2320
2019-10-16,2320
2019-10-17,2338
2019-10-18,2338
2019-10-19,2332
2019-10-20,2332
2019-10-21,2332
2019-10-22,2288
2019-10-23,2288
2019-10-24,2249
2019-10-25,2249
2019-10-26,2166
2019-10-27,2166
2019-10-28,2099
2019-10-29,2099
2019-10-30,2099
2019-10-31,2017
2019-11-01,2017
2019-11-02,1996
2019-11-03,1996
2019-11-04,1989
2019-11-05,1989
2019-11-06,1989
2019-11-07,2026
2019-11-08,2026
2019-11-09,2068
2019-11-10,2068
2019-11-11,2078
2019-11-12,2078
2019-11-13,2078
2019-11-14,1998
2019-11-15,1998
2019-11-16,1938
2019-11-17,1938
2019-11-18,1938
2019-11-19,1938
2019-11-20,1927
2019-11-21,1927
2019-11-22,1927
2019-11-23,1880
2019-11-24,1880
2019-11-25,1880
2019-11-26,1814
2019-11-27,1814
2019-11-28,1814
2019-11-29,1770
2019-11-30,1770
2019-12-01,1709
2019-12-02,1709
2019-12-03,1744
2019-12-04,1744
2019-12-05,1744
2019-12-06,1712
2019-12-07,1712
2019-12-08,1712
2019-12-09,1751
2019-12-10,1751
2019-12-11,1751
2019-12-12,1823
2019-12-13,1823
2019-12-14,1823
2019-12-15,1846
2019-12-16,1846
2019-12-17,1846
2019-12-18,1839
2019-12-19,1839
2019-12-20,1839
2019-12-21,1879
2019-12-22,1879
2019-12-23,1879
2019-12-24,1936
2019-12-25,1936
2019-12-26,1936
2019-12-27,1986
2019-12-28,1986
2019-12-29,2043
2019-12-30,2043
2019-12-31,2043
2020-01-01,2135
2020-01-02,2135
2020-01-03,2101
2020-01-04,2101
2020-01-05,2071
2020-01-06,2071
2020-01-07,2059
2020-01-08,2059
2020-01-09,2059
2020-01-10,2137
2020-01-11,2137
2020-01-12,2230
2020-01-13,2230
2020-01-14,2230
2020-01-15,2243
2020-01-16,2243
2020-01-17,2277
2020-01-18,2277
2020-01-19,2321
2020-01-20,2321
2020-01-21,2321
2020-01-22,2278
2020-01-23,2278
2020-01-24,2215
2020-01-25,2215
2020-01-26,2104
2020-01-27,2104
2020-01-28,2009
2020-01-29,2009
2020-01-30,1908
2020-01-31,1908
2020-02-01,1855
2020-02-02,1855
2020-02-03,1866
2020-02-04,1866
2020-02-05,1879
2020-02-06,1879
2020-02-07,1880
2020-02-08,1880
2020-02-09,1903
2020-02-10,1903
2020-02-11,1881
2020-02-12,1881
2020-02-13,1865
2020-02-14,1865
2020-02-15,1865
2020-02-16,1861
2020-02-17,1861
2020-02-18,1861
2020-02-19,1861
2020-02-20,1887
2020-02-21,1887
2020-02-22,1887
2020-02-23,1953
2020-02-24,1953
2020-02-25,1953
2020-02-26,2005
2020-02-27,2005
2020-02-28,2075
2020-02-29,2075
2020-03-01,2038
2020-03-02,2038
2020-03-03,1989
2020-03-04,1989
2020-03-05,1989
2020-03-06,1942
2020-03-07,1942
2020-03-08,1863
2020-03-09,1863
2020-03-10,1809
2020-03-11,1809
2020-03-12,1835
2020-03-13,1835
2020-03-14,1794
2020-03-15,1794
2020-03-16,1862
2020-03-17,1862
2020-03-18,1862
2020-03-19,1870
2020-03-20,1870
2020-03-21,1878
2020-03-22,1878
2020-03-23,1918
2020-03-24,1918
2020-03-25,1833
2020-03-26,1882
2020-03-27,1882
2020-03-28,1924
2020-03-29,1956
2020-03-30,1905
2020-03-31,1905
2020-04-01,1901
2020-04-02,1901
2020-04-03,1874
2020-04-04,1872
2020-04-05,1872
2020-04-06,1836
2020-04-07,1836
2020-04-08,1833
2020-04-09,1833
2020-04-10,1850
2020-04-11,1852
2020-04-12,1852
2020-04-13,1781
2020-04-14,1781
2020-04-15,1730
2020-04-16,1730
2020-04-17,1707
2020-04-18,1649
2020-04-19,1572
2020-04-20,1572
2020-04-21,1514
2020-04-22,1492
2020-04-23,1492
2020-04-24,1489
2020-04-25,1489
2020-04-26,1485
2020-04-27,1529
2020-04-28,1529
2020-04-29,1511
2020-04-30,1461
2020-05-01,1461
2020-05-02,1399
2020-05-03,1367
2020-05-04,1367
2020-05-05,1317
2020-05-06,1251
2020-05-07,1251
2020-05-08,1192
2020-05-09,1151
2020-05-10,1151
2020-05-11,1094
2020-05-12,1094
2020-05-13,1053
