date_obj,Ancestral%20hat price
2017-05-29,35398031
2017-05-30,34580959
2017-05-31,33507297
2017-06-01,32469811
2017-06-02,30846911
2017-06-03,29304565
2017-06-04,27914120
2017-06-05,27517401
2017-06-06,27277901
2017-06-07,26729203
2017-06-08,26432468
2017-06-09,25146716
2017-06-10,24068836
2017-06-11,22872062
2017-06-12,22009148
2017-06-13,22670010
2017-06-14,23188866
2017-06-15,23722895
2017-06-16,24884321
2017-06-17,25428403
2017-06-18,25254861
2017-06-19,25041522
2017-06-20,24640446
2017-06-21,24109798
2017-06-22,24298881
2017-06-23,24554556
2017-06-24,24151831
2017-06-25,22967305
2017-06-26,21883161
2017-06-27,21254622
2017-06-28,21775104
2017-06-29,21062986
2017-06-30,20745043
2017-07-01,20587011
2017-07-02,20419611
2017-07-03,20492111
2017-07-04,20132950
2017-07-05,19865029
2017-07-06,19500105
2017-07-07,19558583
2017-07-08,19679080
2017-07-09,19715297
2017-07-13,17201908
2017-07-14,17725249
2017-07-15,17469241
2017-07-16,17306960
2017-07-17,17939329
2017-07-18,17702794
2017-07-19,17539869
2017-07-20,17665578
2017-07-21,17327393
2017-07-22,17023070
2017-07-23,17708103
2017-07-24,18589150
2017-07-25,18085371
2017-07-26,17609146
2017-07-27,17217479
2017-07-28,16661258
2017-07-29,16874063
2017-07-30,17657244
2017-07-31,18450792
2017-08-01,19337638
2017-08-02,20281649
2017-08-03,21117629
2017-08-04,21465538
2017-08-05,20639791
2017-08-06,19607801
2017-08-07,18627410
2017-08-08,17696039
2017-08-09,17127776
2017-08-10,16921946
2017-08-11,17022007
2017-08-12,17039900
2017-08-13,16930669
2017-08-14,17090379
2017-08-15,16979385
2017-08-16,16903309
2017-08-17,16854497
2017-08-18,16934240
2017-08-19,16866888
2017-08-20,16702183
2017-08-21,16608304
2017-08-22,16475389
2017-08-23,16227908
2017-08-24,16066691
2017-08-25,15971043
2017-08-26,15821268
2017-08-27,15552102
2017-08-28,15448947
2017-08-29,15468324
2017-08-30,15033617
2017-08-31,14806761
2017-09-01,14709025
2017-09-02,14777742
2017-09-03,14780044
2017-09-04,14806738
2017-09-05,14560967
2017-09-06,14502588
2017-09-07,14591355
2017-09-08,14545140
2017-09-09,14846851
2017-09-10,14530135
2017-09-11,14513634
2017-09-12,14576852
2017-09-13,14519882
2017-09-14,14452194
2017-09-15,14385416
2017-09-16,14317626
2017-09-17,14378897
2017-09-18,14366277
2017-09-19,14318097
2017-09-20,14255538
2017-09-22,14338756
2017-09-23,14307151
2017-09-24,14508752
2017-09-25,14362213
2017-09-26,14318973
2017-09-27,14249148
2017-09-28,14252279
2017-09-29,14310137
2017-09-30,14303093
2017-10-01,14275590
2017-10-02,14240048
2017-10-03,14054904
2017-10-04,13931025
2017-10-05,13394769
2017-10-06,12863650
2017-10-07,12847087
2017-10-08,13147491
2017-10-09,13462321
2017-10-10,13399622
2017-10-11,13463226
2017-10-12,13489478
2017-10-13,13531404
2017-10-14,13405475
2017-10-15,13341425
2017-10-16,13276613
2017-10-17,13215172
2017-10-18,13224561
2017-10-19,13271659
2017-10-20,13283296
2017-10-21,13329885
2017-10-22,13163802
2017-10-23,13090378
2017-10-24,13052000
2017-10-25,12736667
2017-10-26,12624141
2017-10-27,12565524
2017-10-28,12510946
2017-10-29,12483439
2017-10-30,12319962
2017-10-31,12151130
2017-11-01,12023937
2017-11-02,12102504
2017-11-03,12239490
2017-11-04,12532579
2017-11-05,12564494
2017-11-06,12439519
2017-11-07,12357064
2017-11-08,12222658
2017-11-09,12014150
2017-11-10,11862939
2017-11-11,11827166
2017-11-12,11795168
2017-11-13,11719976
2017-11-14,11522800
2017-11-15,11400693
2017-11-16,11274772
2017-11-17,11385162
2017-11-18,11672276
2017-11-19,12116572
2017-11-20,11993145
2017-11-21,12023288
2017-11-22,12440219
2017-11-23,13062230
2017-11-24,13715342
2017-11-25,14401110
2017-11-26,15083961
2017-11-27,15838160
2017-11-28,16628773
2017-11-29,17455562
2017-11-30,18021451
2017-12-01,18214875
2017-12-02,18508612
2017-12-03,18593880
2017-12-04,18877035
2017-12-05,18579654
2017-12-06,18440315
2017-12-07,18671739
2017-12-08,18853027
2017-12-09,19302774
2017-12-10,20049688
2017-12-11,20391596
2017-12-12,20355586
2017-12-13,19876392
2017-12-14,19554769
2017-12-15,19243515
2017-12-16,19542431
2017-12-17,19539229
2017-12-18,19510559
2017-12-19,19562916
2017-12-20,19801309
2017-12-21,19668402
2017-12-22,19719331
2017-12-23,19810085
2017-12-24,19801650
2017-12-25,20028601
2017-12-26,20881189
2017-12-27,20512407
2017-12-28,20328542
2017-12-29,20259143
2017-12-30,20216122
2017-12-31,20280223
2018-01-01,20592098
2018-01-02,20445423
2018-01-03,20640364
2018-01-04,19640450
2018-01-05,18658427
2018-01-06,18272321
2018-01-07,18586262
2018-01-08,18041531
2018-01-09,17850229
2018-01-10,17725435
2018-01-11,17607190
2018-01-12,17878534
2018-01-13,17748355
2018-01-14,17715557
2018-01-15,17593533
2018-01-16,17487462
2018-01-17,17257986
2018-01-18,17339173
2018-01-19,17283846
2018-01-20,17181758
2018-01-21,17344349
2018-01-22,17319193
2018-01-23,17474260
2018-01-24,18063054
2018-01-25,18042201
2018-01-26,18014103
2018-01-27,18040038
2018-01-28,17831491
2018-01-29,17705661
2018-01-30,17494966
2018-01-31,17348906
2018-02-01,17225281
2018-02-02,17213373
2018-02-03,17430346
2018-02-04,17323442
2018-02-05,17267003
2018-02-06,17388098
2018-02-07,17514068
2018-02-08,17954875
2018-02-09,17550756
2018-02-10,17200557
2018-02-11,16873312
2018-02-12,16937100
2018-02-13,16844407
2018-02-14,16748566
2018-02-15,16702910
2018-02-16,16644772
2018-02-17,16624680
2018-02-18,16723758
2018-02-19,17080991
2018-02-20,17555287
2018-02-21,17420450
2018-02-22,17406130
2018-02-23,17836235
2018-02-24,18171323
2018-02-25,18709550
2018-02-26,18604675
2018-02-27,19169733
2018-02-28,18755904
2018-03-01,18661201
2018-03-02,18729972
2018-03-03,18778898
2018-03-04,18666679
2018-03-05,18652615
2018-03-06,18655102
2018-03-07,18698103
2018-03-08,18647582
2018-03-09,18592904
2018-03-10,18690095
2018-03-11,18723669
2018-03-12,18896673
2018-03-13,18996628
2018-03-14,18984722
2018-03-15,19160594
2018-03-16,19313460
2018-03-17,19820502
2018-03-18,19809824
2018-03-19,19812153
2018-03-20,20148511
2018-03-21,20114481
2018-03-22,20595205
2018-03-23,20961738
2018-03-24,21926790
2018-03-25,21799195
2018-03-26,21392791
2018-03-27,20834471
2018-03-28,20465409
2018-03-29,20569446
2018-03-30,20898998
2018-03-31,20734103
2018-04-01,21146386
2018-04-02,21359691
2018-04-03,21444428
2018-04-04,21948889
2018-04-05,21532685
2018-04-06,21350322
2018-04-07,21173291
2018-04-08,20965031
2018-04-09,20818306
2018-04-10,20591315
2018-04-11,20464435
2018-04-12,20221725
2018-04-13,20168930
2018-04-14,20117312
2018-04-15,20050005
2018-04-16,20071103
2018-04-17,20102033
2018-04-18,20480905
2018-04-19,20927400
2018-04-20,21703554
2018-04-21,22304243
2018-04-22,22444203
2018-04-23,22147288
2018-04-24,22130729
2018-04-25,21934627
2018-04-26,21819864
2018-04-27,22225687
2018-04-28,22636337
2018-04-29,22747818
2018-04-30,23209557
2018-05-01,23587782
2018-05-02,23390579
2018-05-03,23218338
2018-05-04,23392668
2018-05-05,24133160
2018-05-06,23708989
2018-05-07,23848874
2018-05-08,23790004
2018-05-09,23587197
2018-05-10,22606244
2018-05-11,21619228
2018-05-12,22300733
2018-05-13,22317433
2018-05-14,23052808
2018-05-15,23343726
2018-05-16,23352006
2018-05-17,23794216
2018-05-18,24076566
2018-05-19,25143909
2018-05-20,24855690
2018-05-21,24789734
2018-05-22,24615000
2018-05-23,24183449
2018-05-24,23523799
2018-05-25,23375265
2018-05-26,23261247
2018-05-27,23218370
2018-05-28,23416840
2018-05-29,23627911
2018-05-30,24485146
2018-05-31,24863127
2018-06-01,24908056
2018-06-02,25597961
2018-06-03,25888855
2018-06-04,25912375
2018-06-05,25429769
2018-06-06,24484120
2018-06-07,23259914
2018-06-08,22097612
2018-06-09,21084086
2018-06-10,20030970
2018-06-11,19029421
2018-06-12,18077949
2018-06-13,17174430
2018-06-14,16507769
2018-06-15,17333158
2018-06-16,18197720
2018-06-17,17960410
2018-06-18,17247335
2018-06-19,17254695
2018-06-20,17272776
2018-06-21,17097539
2018-06-22,16924068
2018-06-23,17211519
2018-06-24,17111434
2018-06-25,17106076
2018-06-26,17013688
2018-06-27,16997770
2018-06-28,16728410
2018-06-29,17104058
2018-06-30,17563597
2018-07-01,17311818
2018-07-02,17496189
2018-07-03,17487077
2018-07-04,17510757
2018-07-05,17376807
2018-07-06,17625091
2018-07-07,18171105
2018-07-08,18001384
2018-07-09,17928997
2018-07-10,17924808
2018-07-11,18736087
2018-07-12,19331943
2018-07-13,19348383
2018-07-14,19741146
2018-07-15,20019896
2018-07-16,20219168
2018-07-17,20308646
2018-07-18,20506752
2018-07-19,20578227
2018-07-20,20595730
2018-07-21,20682530
2018-07-22,21320885
2018-07-23,20659360
2018-07-24,20866749
2018-07-25,20966208
2018-07-26,20729042
2018-07-27,19763288
2018-07-28,19752841
2018-07-29,19471658
2018-07-30,19008094
2018-07-31,18739650
2018-08-01,18920554
2018-08-02,18903804
2018-08-03,19101915
2018-08-04,18859366
2018-08-05,18632512
2018-08-06,18467571
2018-08-07,18164716
2018-08-08,17598491
2018-08-09,16990262
2018-08-10,17017946
2018-08-11,17113975
2018-08-12,17322192
2018-08-14,17855306
2018-08-16,17005651
2018-08-17,17255893
2018-08-18,17976386
2018-08-19,17809018
2018-08-20,17862315
2018-08-21,17755837
2018-08-22,17693649
2018-08-23,18341874
2018-08-24,18454562
2018-08-25,19000706
2018-08-26,18818321
2018-08-27,18847163
2018-08-28,18704968
2018-08-29,18797214
2018-08-30,18836133
2018-08-31,19351202
2018-09-01,19274939
2018-09-02,19222049
2018-09-03,18934909
2018-09-04,18504621
2018-09-05,18158293
2018-09-06,18072915
2018-09-07,17937950
2018-09-08,17473571
2018-09-09,17318469
2018-09-10,17091984
2018-09-11,16804868
2018-09-12,16895424
2018-09-13,17051101
2018-09-14,16853864
2018-09-15,17643672
2018-09-16,17800156
2018-09-17,17689899
2018-09-18,17466218
2018-09-19,17327308
2018-09-20,17369316
2018-09-21,17285828
2018-09-22,17195477
2018-09-23,17118549
2018-09-24,17135808
2018-09-25,17230061
2018-09-26,17517474
2018-09-27,17177098
2018-09-28,17088898
2018-09-29,17165409
2018-09-30,17086290
2018-10-01,17351980
2018-10-02,17181364
2018-10-03,17224029
2018-10-04,17264723
2018-10-05,17252543
2018-10-06,17176229
2018-10-07,17074743
2018-10-08,17026039
2018-10-09,17016104
2018-10-10,16965445
2018-10-11,16912832
2018-10-12,16841487
2018-10-13,16826943
2018-10-14,16771490
2018-10-15,16938474
2018-10-16,17447334
2018-10-17,17657990
2018-10-18,17575258
2018-10-19,17512604
2018-10-20,17460138
2018-10-21,17241301
2018-10-22,17203600
2018-10-23,17168599
2018-10-24,17442643
2018-10-25,17741616
2018-10-26,17762475
2018-10-27,17436683
2018-10-28,17399633
2018-10-29,17483857
2018-10-30,17278729
2018-10-31,17039506
2018-11-01,17171221
2018-11-03,17151428
2018-11-04,16986960
2018-11-05,16933813
2018-11-06,16727819
2018-11-07,16720029
2018-11-08,16720882
2018-11-09,16404618
2018-11-10,16128372
2018-11-11,15709664
2018-11-12,15132044
2018-11-13,14740493
2018-11-14,14779688
2018-11-15,14908883
2018-11-16,15183371
2018-11-17,14902975
2018-11-18,14745474
2018-11-19,14641775
2018-11-20,14629806
2018-11-21,14464151
2018-11-22,14010318
2018-11-23,13326493
2018-11-24,13623764
2018-11-25,13762375
2018-11-26,13838763
2018-11-27,14159170
2018-11-28,14186231
2018-11-29,14123285
2018-12-01,14187971
2018-12-02,14108976
2018-12-03,14077934
2018-12-04,14091760
2018-12-05,13998943
2018-12-07,13762979
2018-12-09,13609325
2018-12-10,13821025
2018-12-11,13732526
2018-12-12,13882088
2018-12-13,13833508
2018-12-14,13739200
2018-12-15,13725780
2018-12-16,13767413
2018-12-17,13725898
2018-12-18,13981989
2018-12-19,13914757
2018-12-20,13847428
2018-12-21,13833947
2018-12-22,13766044
2018-12-23,13698751
2018-12-24,13727566
2018-12-25,13753064
2018-12-26,13729432
2018-12-27,13666321
2018-12-28,13711345
2018-12-29,13641155
2018-12-30,13495709
2018-12-31,13413196
2019-01-01,13454319
2019-01-02,13303937
2019-01-03,13360089
2019-01-04,13476017
2019-01-05,13515980
2019-01-06,13533339
2019-01-08,13433827
2019-01-10,12855240
2019-01-11,12215595
2019-01-12,11887944
2019-01-13,11666731
2019-01-14,11499349
2019-01-15,11479532
2019-01-16,11598597
2019-01-17,12138609
2019-01-18,12175462
2019-01-19,12499197
2019-01-20,12634139
2019-01-21,12548578
2019-01-22,12600610
2019-01-23,12880187
2019-01-24,12932807
2019-01-25,13517083
2019-01-26,13733419
2019-01-27,14253841
2019-01-28,14529375
2019-01-29,14460458
2019-01-30,14252754
2019-01-31,14341857
2019-02-01,14526782
2019-02-02,15248841
2019-02-03,15807643
2019-02-04,15709135
2019-02-05,16031652
2019-02-06,16225691
2019-02-07,17022697
2019-02-08,17515394
2019-02-09,16976260
2019-02-10,16823851
2019-02-11,16237953
2019-02-12,15512241
2019-02-13,14847051
2019-02-14,14744170
2019-02-15,14467495
2019-02-16,14448343
2019-02-17,14496288
2019-02-18,14168182
2019-02-19,13979502
2019-02-20,13998388
2019-02-21,14121680
2019-02-22,14164245
2019-02-23,14697718
2019-02-24,14608290
2019-02-25,14588936
2019-02-26,14618913
2019-02-27,14975994
2019-02-28,14873860
2019-03-01,15186833
2019-03-02,15187194
2019-03-03,15075147
2019-03-04,15018724
2019-03-05,15272492
2019-03-06,15627047
2019-03-07,15632023
2019-03-08,15943599
2019-03-09,16185226
2019-03-10,15910054
2019-03-11,15519129
2019-03-12,15519793
2019-03-13,15434873
2019-03-14,15470883
2019-03-15,15831112
2019-03-16,16263543
2019-03-17,15755552
2019-03-18,15791938
2019-03-19,15490536
2019-03-20,15208423
2019-03-21,15139358
2019-03-22,15061918
2019-03-23,15054410
2019-03-24,14837878
2019-03-25,14500133
2019-03-26,14410782
2019-03-27,14209330
2019-03-28,14156439
2019-03-29,14084662
2019-03-30,14031738
2019-03-31,14296213
2019-04-01,14159809
2019-04-02,14185295
2019-04-03,14263666
2019-04-04,14401370
2019-04-05,14219779
2019-04-06,14283576
2019-04-07,14380988
2019-04-08,14992494
2019-04-09,14857366
2019-04-10,15030667
2019-04-11,15056211
2019-04-12,15459595
2019-04-13,15603320
2019-04-14,15441196
2019-04-15,15308195
2019-04-16,15180659
2019-04-17,15201129
2019-04-18,15894803
2019-04-19,15767331
2019-04-20,15748109
2019-04-21,15717943
2019-04-22,15787191
2019-04-23,15939412
2019-04-24,15958050
2019-04-25,16166260
2019-04-26,16111347
2019-04-27,16258916
2019-04-28,16197428
2019-04-29,16242194
2019-04-30,16172060
2019-05-01,16199946
2019-05-02,16148669
2019-05-03,16060929
2019-05-04,15992873
2019-05-05,15959901
2019-05-06,15945898
2019-05-07,15839244
2019-05-08,15782265
2019-05-09,15711007
2019-05-10,15362589
2019-05-11,15314017
2019-05-12,15246548
2019-05-13,15204501
2019-05-14,15087285
2019-05-15,15032394
2019-05-16,14959787
2019-05-17,14861082
2019-05-18,14936505
2019-05-19,15070762
2019-05-20,14802378
2019-05-21,14870657
2019-05-22,14808361
2019-05-23,15085707
2019-05-24,15004518
2019-05-25,15534699
2019-05-26,15290135
2019-05-27,14997135
2019-05-28,14692900
2019-05-29,14621527
2019-05-30,14596289
2019-05-31,14729248
2019-06-01,14739901
2019-06-02,15130085
2019-06-03,15081456
2019-06-04,15106289
2019-06-05,14826688
2019-06-06,14534870
2019-06-07,14343936
2019-06-08,14189561
2019-06-09,13993663
2019-06-10,13837985
2019-06-11,13817900
2019-06-12,13828152
2019-06-13,14046446
2019-06-14,13912925
2019-06-15,14034147
2019-06-16,14256439
2019-06-17,14300541
2019-06-18,14087019
2019-06-19,13760629
2019-06-20,13193589
2019-06-21,12878392
2019-06-22,12762912
2019-06-23,12235395
2019-06-24,12555871
2019-06-25,13066403
2019-06-26,13600028
2019-06-27,14152203
2019-06-28,14305909
2019-06-29,14225556
2019-06-30,14206259
2019-07-01,14267260
2019-07-02,14435401
2019-07-03,14558733
2019-07-04,14410918
2019-07-05,14277383
2019-07-06,14242279
2019-07-07,14357244
2019-07-08,14249984
2019-07-09,14231813
2019-07-10,14208800
2019-07-11,14032563
2019-07-12,13882279
2019-07-13,13824244
2019-07-14,13874095
2019-07-15,13920188
2019-07-16,14136875
2019-07-17,14228725
2019-07-18,14226413
2019-07-19,14151281
2019-07-20,14228560
2019-07-21,14151266
2019-07-22,14461605
2019-07-23,15160393
2019-07-24,15392398
2019-07-25,15914532
2019-07-26,16696415
2019-07-27,16763321
2019-07-28,17574741
2019-07-29,16895665
2019-07-30,16612744
2019-07-31,16404316
2019-08-01,16390498
2019-08-02,16466346
2019-08-03,16082121
2019-08-04,15750528
2019-08-05,15535166
2019-08-06,15448111
2019-08-07,15442955
2019-08-08,15625602
2019-08-09,15536953
2019-08-10,15627502
2019-08-11,15568305
2019-08-12,15311461
2019-08-13,15084592
2019-08-14,15195527
2019-08-15,15171216
2019-08-16,15366735
2019-08-17,15339843
2019-08-18,15242026
2019-08-19,15077374
2019-08-20,14968583
2019-08-21,14874374
2019-08-22,14788230
2019-08-23,14719500
2019-08-24,14610148
2019-08-24,14610148
2019-08-25,14504731
2019-08-25,14504731
2019-08-26,14424276
2019-08-27,14478281
2019-08-27,14478281
2019-08-28,14431469
2019-08-29,14258613
2019-08-30,14586271
2019-08-31,14526221
2019-09-01,14767966
2019-09-02,14755925
2019-09-03,14709742
2019-09-04,14718489
2019-09-05,14634888
2019-09-06,14550886
2019-09-07,14370890
2019-09-08,14422181
2019-09-09,14328923
2019-09-10,14239423
2019-09-11,14233664
2019-09-12,14505250
2019-09-13,14860433
2019-09-14,14826970
2019-09-15,14957204
2019-09-16,14865123
2019-09-17,14536758
2019-09-18,14326242
2019-09-19,14263599
2019-09-20,14388584
2019-09-21,14378806
2019-09-22,14343915
2019-09-23,14254435
2019-09-24,14241265
2019-09-25,14467241
2019-09-26,14343543
2019-09-27,14270732
2019-09-28,14190486
2019-09-29,14191569
2019-09-30,14173469
2019-10-01,14164575
2019-10-02,14187439
2019-10-03,14183123
2019-10-04,14217675
2019-10-05,14164359
2019-10-06,14114820
2019-10-07,14113423
2019-10-08,14090769
2019-10-09,14142732
2019-10-10,14194651
2019-10-11,14164292
2019-10-12,14188357
2019-10-13,14135098
2019-10-14,14095949
2019-10-15,14083846
2019-10-16,14083091
2019-10-17,14113567
2019-10-18,14200369
2019-10-19,14138937
2019-10-20,14115590
2019-10-21,14029268
2019-10-22,13962408
2019-10-23,13939394
2019-10-24,13855332
2019-10-25,13788043
2019-10-26,13660608
2019-10-27,13625929
2019-10-28,13594470
2019-10-29,13481282
2019-10-30,13532166
2019-10-31,13669134
2019-11-01,13632911
2019-11-02,13607584
2019-11-03,13532633
2019-11-04,13486016
2019-11-05,13486012
2019-11-06,13535592
2019-11-07,13753548
2019-11-08,13639511
2019-11-09,13709277
2019-11-10,13802221
2019-11-11,13499665
2019-11-12,13531666
2019-11-13,13452653
2019-11-14,13368082
2019-11-15,13292618
2019-11-16,13150241
2019-11-17,13016333
2019-11-18,12854494
2019-11-19,12722837
2019-11-20,12494456
2019-11-21,12213916
2019-11-22,12182819
2019-11-23,12115485
2019-11-24,12092866
2019-11-25,12136577
2019-11-26,12262845
2019-11-27,12438285
2019-11-28,12724230
2019-11-29,12699487
2019-11-30,12792931
2019-12-01,12851813
2019-12-02,12796331
2019-12-03,12773332
2019-12-04,12636885
2019-12-05,12661914
2019-12-06,12630603
2019-12-07,12636055
2019-12-08,12774281
2019-12-09,12843334
2019-12-10,12848479
2019-12-11,13043236
2019-12-12,13122389
2019-12-13,13240122
2019-12-14,13344331
2019-12-15,13245342
2019-12-16,13060496
2019-12-17,12919366
2019-12-18,12772081
2019-12-19,12713819
2019-12-20,12677438
2019-12-21,12595582
2019-12-22,12513482
2019-12-23,12480665
2019-12-24,12405939
2019-12-25,12266941
2019-12-26,12186756
2019-12-27,12236398
2019-12-28,12177231
2019-12-29,12183572
2019-12-30,12462156
2019-12-31,12615387
2020-01-01,12722835
2020-01-02,12961152
2020-01-03,12791135
2020-01-04,12825120
2020-01-05,12725195
2020-01-06,12673119
2020-01-07,12569827
2020-01-08,12478692
2020-01-09,12438870
2020-01-10,12461606
2020-01-11,12446139
2020-01-12,12523636
2020-01-13,12547813
2020-01-14,12652739
2020-01-15,12784119
2020-01-16,12636840
2020-01-17,12625944
2020-01-18,12573731
2020-01-19,12575410
2020-01-20,12592526
2020-01-21,12784697
2020-01-22,12857043
2020-01-23,13067827
2020-01-24,13187535
2020-01-25,13201968
2020-01-26,13069923
2020-01-27,13052070
2020-01-28,13011706
2020-01-29,12924643
2020-01-30,12853979
2020-01-31,12836260
2020-02-01,12847628
2020-02-02,13075176
2020-02-03,13576461
2020-02-04,13754408
2020-02-05,13451000
2020-02-06,12874994
2020-02-07,12231244
2020-02-08,11841257
2020-02-09,11951072
2020-02-10,11912143
2020-02-11,11892908
2020-02-12,11919638
2020-02-13,12043760
2020-02-14,12028980
2020-02-15,11988631
2020-02-16,12020742
2020-02-17,12309697
2020-02-18,12273361
2020-02-19,12230809
2020-02-20,12145845
2020-02-21,12141185
2020-02-22,12164959
2020-02-23,12397230
2020-02-24,12311712
2020-02-25,12260283
2020-02-26,12267410
2020-02-27,12265727
2020-02-28,12232843
2020-02-29,12210099
2020-03-01,12197008
2020-03-02,12135536
2020-03-03,12067696
2020-03-04,11984843
2020-03-05,11942968
2020-03-06,11896537
2020-03-07,11877764
2020-03-08,11916810
2020-03-09,11946998
2020-03-10,11940967
2020-03-11,11997327
2020-03-12,12131616
2020-03-13,12113736
2020-03-14,12180113
2020-03-15,12335000
2020-03-16,12424688
2020-03-17,12424560
2020-03-18,12390853
2020-03-19,12444948
2020-03-20,12449427
2020-03-21,12571378
2020-03-22,12712871
2020-03-23,12720322
2020-03-24,12705285
2020-03-25,12763146
2020-03-26,13217914
2020-03-27,13054786
2020-03-28,13004402
2020-03-29,12983075
2020-03-30,12988826
2020-03-31,13311170
2020-04-01,13286399
2020-04-02,13296510
2020-04-03,13280643
2020-04-04,13635025
2020-04-05,13347188
2020-04-06,13272385
2020-04-07,13291486
2020-04-08,13172729
2020-04-09,13113063
2020-04-10,13092995
2020-04-11,13474358
2020-04-12,13617841
2020-04-13,13601058
2020-04-14,14148705
2020-04-15,14284045
2020-04-16,14318272
2020-04-17,14265567
2020-04-18,14235331
2020-04-19,13980897
2020-04-20,13920792
2020-04-21,13876066
2020-04-22,13780334
2020-04-23,13636952
2020-04-24,13759029
2020-04-25,14359514
2020-04-26,14721968
2020-04-27,14045056
2020-04-28,13860526
2020-04-29,13690678
2020-04-30,13645666
2020-05-01,13705889
2020-05-02,13467066
2020-05-03,13464400
2020-05-04,13567267
2020-05-05,13555726
2020-05-06,13787186
2020-05-07,13656012
2020-05-08,14153733
2020-05-09,14353325
2020-05-10,14216352
2020-05-11,14230904
2020-05-12,14290162
2020-05-13,14205129
