date_obj,Jar%20of%20sand price
2015-12-03,613796
2015-12-04,613796
2015-12-05,613796
2015-12-06,613796
2015-12-07,613796
2015-12-08,613796
2015-12-09,613796
2015-12-10,613796
2015-12-11,613796
2015-12-12,613796
2015-12-13,613796
2015-12-14,613796
2015-12-15,613796
2015-12-16,613796
2015-12-17,613796
2015-12-18,613796
2015-12-19,613796
2015-12-20,613796
2015-12-21,613796
2015-12-22,613796
2015-12-23,613796
2015-12-24,613796
2015-12-25,613796
2015-12-26,613796
2015-12-27,613796
2015-12-28,613796
2015-12-29,613796
2015-12-30,613796
2015-12-31,613796
2016-01-01,613796
2016-01-02,640237
2016-01-03,640237
2016-01-04,640237
2016-01-05,640237
2016-01-06,640237
2016-01-07,640237
2016-01-08,640237
2016-01-09,640237
2016-01-10,640237
2016-01-11,640237
2016-01-12,640237
2016-01-13,640237
2016-01-14,640237
2016-01-15,640237
2016-01-16,640237
2016-01-17,640237
2016-01-18,640237
2016-01-19,640237
2016-01-20,640237
2016-01-21,640237
2016-01-22,640237
2016-01-23,640237
2016-01-24,640237
2016-01-25,640237
2016-01-26,640237
2016-01-27,640237
2016-01-28,640237
2016-01-29,640237
2016-01-30,640237
2016-01-31,640237
2016-02-01,640237
2016-02-02,640237
2016-02-03,640237
2016-02-04,640237
2016-02-05,640237
2016-02-06,640237
2016-02-07,640237
2016-02-08,640237
2016-02-09,640237
2016-02-10,640237
2016-02-11,640237
2016-02-12,640237
2016-02-13,640237
2016-02-14,640237
2016-02-15,640237
2016-02-16,640237
2016-02-17,640237
2016-02-18,640237
2016-02-19,640237
2016-02-20,640237
2016-02-21,640237
2016-02-22,640237
2016-02-23,640237
2016-02-24,640237
2016-02-25,640237
2016-02-26,640237
2016-02-27,640237
2016-02-28,640237
2016-02-29,640237
2016-03-01,640237
2016-03-02,640237
2016-03-03,668568
2016-03-04,668568
2016-03-05,668568
2016-03-06,668568
2016-03-07,668568
2016-03-08,668568
2016-03-09,668568
2016-03-10,668568
2016-03-11,668568
2016-03-12,668568
2016-03-13,668568
2016-03-14,668568
2016-03-15,668568
2016-03-16,668568
2016-03-17,668568
2016-03-18,668568
2016-03-19,668568
2016-03-20,668568
2016-03-21,668568
2016-03-22,668568
2016-03-23,668568
2016-03-24,668568
2016-03-25,668568
2016-03-26,668568
2016-03-27,668568
2016-03-28,668568
2016-03-29,668568
2016-03-30,668568
2016-03-31,668568
2016-04-01,668568
2016-04-02,668568
2016-04-03,668568
2016-04-04,668568
2016-04-05,668568
2016-04-06,668568
2016-04-07,668568
2016-04-08,668568
2016-04-09,668568
2016-04-10,668568
2016-04-11,668568
2016-04-12,668568
2016-04-13,668568
2016-04-14,668568
2016-04-15,668568
2016-04-16,668568
2016-04-17,668568
2016-04-18,668568
2016-04-19,668568
2016-04-20,668568
2016-04-21,668568
2016-04-22,668568
2016-04-23,668568
2016-04-24,668568
2016-04-25,668568
2016-04-26,668568
2016-04-27,668568
2016-04-28,668568
2016-04-29,668568
2016-04-30,668568
2016-05-01,698357
2016-05-02,698357
2016-05-03,698357
2016-05-04,698357
2016-05-05,698357
2016-05-06,698357
2016-05-07,698357
2016-05-08,698357
2016-05-09,698357
2016-05-10,698357
2016-05-11,698357
2016-05-12,698357
2016-05-13,698357
2016-05-14,698357
2016-05-15,698357
2016-05-16,698357
2016-05-17,698357
2016-05-18,698357
2016-05-19,698357
2016-05-22,698357
2016-05-23,698357
2016-05-24,698357
2016-05-25,698357
2016-05-26,698357
2016-05-27,698357
2016-05-28,698357
2016-05-29,698357
2016-05-30,698357
2016-05-31,698357
2016-06-01,698357
2016-06-02,698357
2016-06-03,698357
2016-06-04,698357
2016-06-05,698357
2016-06-06,698357
2016-06-07,698357
2016-06-08,698357
2016-06-09,698357
2016-06-10,698357
2016-06-11,698357
2016-06-12,698357
2016-06-13,698357
2016-06-14,698357
2016-06-15,698357
2016-06-16,698357
2016-06-17,723922
2016-06-18,723922
2016-06-19,723922
2016-06-20,723922
2016-06-21,723922
2016-06-22,723922
2016-06-23,723922
2016-06-24,723922
2016-06-25,723922
2016-06-26,723922
2016-06-27,723922
2016-06-28,723922
2016-06-29,723922
2016-06-30,723922
2016-07-01,723922
2016-07-02,723922
2016-07-03,723922
2016-07-04,723922
2016-07-05,723922
2016-07-06,723922
2016-07-07,723922
2016-07-08,723922
2016-07-09,723922
2016-07-10,723922
2016-07-11,723922
2016-07-12,723922
2016-07-13,723922
2016-07-14,723922
2016-07-15,755250
2016-07-16,755250
2016-07-17,755250
2016-07-18,755250
2016-07-23,755250
2016-07-24,755250
2016-07-25,755250
2016-07-26,755250
2016-07-27,755250
2016-07-28,755250
2016-07-29,755250
2016-07-30,755250
2016-07-31,755250
2016-08-01,755250
2016-08-02,755250
2016-08-03,755250
2016-08-04,755250
2016-08-05,755250
2016-08-06,755250
2016-08-07,755250
2016-08-08,755250
2016-08-09,755250
2016-08-10,755250
2016-08-11,755250
2016-08-12,755250
2016-08-13,755250
2016-08-14,790307
2016-08-15,790307
2016-08-16,790307
2016-08-17,790307
2016-08-18,790307
2016-08-19,790307
2016-08-20,790307
2016-08-21,790307
2016-08-22,790307
2016-08-23,790307
2016-08-24,824723
2016-08-25,824723
2016-08-26,824723
2016-08-28,824723
2016-08-31,858377
2016-09-01,858377
2016-09-02,858377
2016-09-03,858377
2016-09-04,858377
2016-09-05,858377
2016-09-06,858377
2016-09-07,858377
2016-09-08,858377
2016-09-09,858377
2016-09-10,858377
2016-09-11,858377
2016-09-12,858377
2016-09-13,858377
2016-09-14,858377
2016-09-15,858377
2016-09-16,858377
2016-09-17,858377
2016-09-18,867611
2016-09-19,867611
2016-09-20,867611
2016-09-21,867611
2016-09-22,867611
2016-09-23,867611
2016-09-24,867611
2016-09-25,867611
2016-09-26,867611
2016-09-27,867611
2016-09-28,867611
2016-09-29,867611
2016-09-30,867611
2016-10-01,867611
2016-10-02,867611
2016-10-03,867611
2016-10-04,867611
2016-10-05,867611
2016-10-06,867611
2016-10-07,867611
2016-10-08,867611
2016-10-09,867611
2016-10-10,867611
2016-10-11,867611
2016-10-12,895076
2016-10-13,895076
2016-10-14,895076
2016-10-15,895076
2016-10-16,895076
2016-10-17,895076
2016-10-18,895076
2016-10-19,895076
2016-10-20,895076
2016-10-21,895076
2016-10-22,895076
2016-10-23,895076
2016-10-24,895076
2016-10-25,895076
2016-10-26,895076
2016-10-27,895076
2016-10-28,895076
2016-10-29,895076
2016-10-30,895076
2016-10-31,895076
2016-11-01,895076
2016-11-02,895076
2016-11-03,895076
2016-11-04,895076
2016-11-05,895076
2016-11-06,895076
2016-11-07,895076
2016-11-08,895076
2016-11-09,895076
2016-11-10,926100
2016-11-11,926100
2016-11-12,926100
2016-11-13,926100
2016-11-14,926100
2016-12-07,926100
2016-12-08,926100
2016-12-09,926100
2016-12-10,926100
2016-12-11,926100
2016-12-12,926100
2016-12-13,926100
2016-12-14,926100
2016-12-15,959375
2016-12-16,959375
2016-12-17,959375
2016-12-18,959375
2016-12-19,959375
2016-12-20,959375
2016-12-21,959375
2016-12-22,959375
2016-12-23,959375
2016-12-24,959375
2016-12-25,959375
2016-12-26,959375
2016-12-27,959375
2016-12-28,959375
2016-12-29,959375
2016-12-30,959375
2016-12-31,959375
2017-01-01,959375
2017-01-02,959375
2017-01-03,959375
2017-01-04,959375
2017-01-05,959375
2017-01-06,959375
2017-01-07,959375
2017-01-08,959375
2017-01-09,959375
2017-01-10,959375
2017-01-11,959375
2017-01-12,959375
2017-01-13,959375
2017-01-14,959375
2017-01-15,959375
2017-01-16,959375
2017-01-17,1001636
2017-01-18,1001636
2017-01-19,1001636
2017-01-20,1001636
2017-01-21,1001636
2017-01-22,1001636
2017-01-27,1001636
2017-01-28,1001636
2017-01-29,1001636
2017-01-30,1001636
2017-01-31,1001636
2017-02-01,1001636
2017-02-02,1001636
2017-02-03,1001636
2017-02-04,1001636
2017-02-05,1001636
2017-02-06,1001636
2017-02-07,1001636
2017-02-08,1001636
2017-02-09,1001636
2017-02-10,1001636
2017-02-11,1001636
2017-02-12,1047319
2017-02-13,1047319
2017-02-14,1047319
2017-02-15,1047319
2017-02-16,1047319
2017-02-18,1047319
2017-02-19,1047319
2017-02-20,1047319
2017-02-21,1047319
2017-02-22,1047319
2017-02-23,1047319
2017-02-24,1047319
2017-02-25,1047319
2017-02-26,1047319
2017-02-27,1047319
2017-02-28,1047319
2017-03-01,1047319
2017-03-02,1047319
2017-03-03,1047319
2017-03-04,1047319
2017-03-05,1047319
2017-03-06,1047319
2017-03-07,1047319
2017-03-08,1047319
2017-03-09,1047319
2017-03-10,1047319
2017-03-11,1047319
2017-03-12,1047319
2017-03-13,1047319
2017-03-14,1047319
2017-03-15,1047319
2017-03-16,1084544
2017-03-17,1084544
2017-03-18,1084544
2017-03-19,1084544
2017-03-20,1084544
2017-03-21,1084544
2017-03-22,1084544
2017-03-23,1084544
2017-03-24,1084544
2017-03-25,1084544
2017-03-26,1084544
2017-03-27,1084544
2017-03-28,1084544
2017-03-29,1084544
2017-03-30,1084544
2017-03-31,1084544
2017-04-01,1084544
2017-04-02,1084544
2017-04-03,1084544
2017-04-04,1084544
2017-04-12,1084544
2017-04-13,1084544
2017-04-14,1099674
2017-04-15,1099674
2017-04-16,1099674
2017-04-17,1099674
2017-04-18,1099674
2017-04-19,1099674
2017-04-20,1099674
2017-04-21,1099674
2017-04-22,1099674
2017-04-23,1099674
2017-04-24,1099674
2017-04-25,1099674
2017-04-26,1099674
2017-04-27,1099674
2017-04-28,1099674
2017-04-29,1099674
2017-04-30,1099674
2017-05-01,1099674
2017-05-02,1099674
2017-05-03,1099674
2017-05-04,1099674
2017-05-05,1099674
2017-05-06,1099674
2017-05-07,1099674
2017-05-08,1099674
2017-05-09,1129034
2017-05-10,1129034
2017-05-11,1129034
2017-05-12,1129034
2017-05-13,1129034
2017-05-14,1129034
2017-05-15,1129034
2017-05-16,1129034
2017-05-17,1129034
2017-05-18,1129034
2017-05-19,1129034
2017-05-20,1129034
2017-05-21,1129034
2017-05-22,1129034
2017-05-23,1129034
2017-05-24,1129034
2017-05-25,1129034
2017-05-26,1129034
2017-05-27,1129034
2017-05-28,1129034
2017-05-29,1129034
2017-05-30,1129034
2017-05-31,1129034
2017-06-01,1129034
2017-06-02,1129034
2017-06-03,1137571
2017-06-04,1137571
2017-06-06,1137571
2017-06-07,1137571
2017-06-08,1137571
2017-06-09,1137571
2017-06-10,1137571
2017-06-11,1137571
2017-06-12,1137571
2017-06-13,1137571
2017-06-14,1137571
2017-06-15,1137571
2017-06-16,1137571
2017-06-17,1137571
2017-06-18,1137571
2017-06-19,1137571
2017-06-20,1137571
2017-06-21,1137571
2017-06-22,1137571
2017-06-23,1137571
2017-06-24,1137571
2017-06-25,1137571
2017-06-26,1137571
2017-06-27,1109040
2017-06-28,1109040
2017-06-29,1109040
2017-06-30,1109040
2017-07-01,1109040
2017-07-02,1109040
2017-07-03,1109040
2017-07-04,1109040
2017-07-05,1109040
2017-07-06,1109040
2017-07-07,1109040
2017-07-08,1109040
2017-07-13,1109040
2017-07-14,1109040
2017-07-15,1109040
2017-07-16,1109040
2017-07-17,1109040
2017-07-18,1109040
2017-07-19,1109040
2017-07-20,1109040
2017-07-21,1109040
2017-07-22,1109040
2017-07-23,1109040
2017-07-24,1109040
2017-07-25,1054989
2017-07-26,1054989
2017-07-27,1054989
2017-07-28,1054989
2017-07-29,1054989
2017-07-30,1054989
2017-07-31,1054989
2017-08-01,1054989
2017-08-02,1054989
2017-08-03,1054989
2017-08-04,1054989
2017-08-05,1054989
2017-08-06,1054989
2017-08-09,1054989
2017-08-10,1054989
2017-08-11,1054989
2017-08-12,1054989
2017-08-13,1054989
2017-08-14,1054989
2017-08-15,1054989
2017-08-16,1054989
2017-08-17,1054989
2017-08-18,1054989
2017-08-19,1054989
2017-08-20,1002994
2017-08-21,1002994
2017-08-22,1002994
2017-08-23,1002994
2017-08-24,1002994
2017-08-25,1002994
2017-08-26,1002994
2017-08-27,1002994
2017-08-28,1002994
2017-08-29,1002994
2017-08-30,1002994
2017-08-31,1002994
2017-09-01,1002994
2017-09-02,1002994
2017-09-03,1002994
2017-09-04,1002994
2017-09-05,1002994
2017-09-06,1002994
2017-09-07,1002994
2017-09-08,1002994
2017-09-09,1002994
2017-09-10,1002994
2017-09-11,1002994
2017-09-12,1002994
2017-09-13,1002994
2017-09-14,1002994
2017-09-15,1002994
2017-09-16,964058
2017-09-17,964058
2017-09-19,964058
2017-09-20,964058
2017-09-21,964058
2017-09-22,964058
2017-09-23,964058
2017-09-24,964058
2017-09-25,964058
2017-09-26,964058
2017-09-27,964058
2017-09-28,964058
2017-09-29,964058
2017-09-30,964058
2017-10-01,964058
2017-10-02,964058
2017-10-03,964058
2017-10-04,964058
2017-10-05,964058
2017-10-06,964058
2017-10-07,964058
2017-10-08,964058
2017-10-09,964058
2017-10-10,964058
2017-10-11,964058
2017-10-12,964058
2017-10-13,964058
2017-10-14,955558
2017-10-15,955558
2017-10-16,955558
2017-10-17,955558
2017-10-18,955558
2017-10-19,955558
2017-10-20,955558
2017-10-21,955558
2017-10-22,955558
2017-10-23,955558
2017-10-24,955558
2017-10-25,955558
2017-10-26,955558
2017-10-27,955558
2017-10-28,955558
2017-10-29,955558
2017-10-30,955558
2017-10-31,955558
2017-11-01,955558
2017-11-02,955558
2017-11-03,955558
2017-11-04,955558
2017-11-05,955558
2017-11-06,955558
2017-11-07,955558
2017-11-08,958313
2017-11-09,958313
2017-11-10,958313
2017-11-11,958313
2017-11-12,958313
2017-11-13,958313
2017-11-14,958313
2017-11-15,958313
2017-11-16,958313
2017-11-17,958313
2017-11-18,958313
2017-11-19,958313
2017-11-20,958313
2017-11-21,958313
2017-11-22,958313
2017-11-23,958313
2017-11-24,958313
2017-11-25,958313
2017-11-26,958313
2017-11-27,958313
2017-11-28,958313
2017-11-29,958313
2017-11-30,958313
2017-12-01,958313
2017-12-02,958313
2017-12-03,958313
2017-12-04,958313
2017-12-05,958313
2017-12-06,958313
2017-12-07,932553
2017-12-08,932553
2017-12-09,932553
2017-12-10,932553
2017-12-11,932553
2017-12-12,932553
2017-12-14,932553
2017-12-15,932553
2017-12-16,932553
2017-12-17,932553
2017-12-18,932553
2017-12-19,932553
2017-12-20,932553
2017-12-21,932553
2017-12-22,932553
2017-12-23,932553
2017-12-24,932553
2017-12-25,932553
2017-12-26,932553
2017-12-27,932553
2017-12-28,932553
2017-12-29,932553
2017-12-30,929598
2017-12-31,929598
2018-01-01,929598
2018-01-02,929598
2018-01-03,929598
2018-01-04,929598
2018-01-05,929598
2018-01-06,929598
2018-01-07,929598
2018-01-08,929598
2018-01-09,929598
2018-01-10,929598
2018-01-11,929598
2018-01-12,929598
2018-01-13,929598
2018-01-14,929598
2018-01-15,929598
2018-01-16,929598
2018-01-17,929598
2018-01-18,929598
2018-01-19,929598
2018-01-20,929598
2018-01-21,929598
2018-01-22,929598
2018-01-23,920108
2018-01-25,920108
2018-01-26,920108
2018-01-27,920108
2018-01-28,920108
2018-01-29,920108
2018-01-30,920108
2018-01-31,920108
2018-02-01,920108
2018-02-02,920108
2018-02-03,920108
2018-02-04,895790
2018-02-05,895790
2018-02-06,895790
2018-02-07,895790
2018-02-08,895790
2018-02-09,895790
2018-02-10,895790
2018-02-11,895790
2018-02-12,895790
2018-02-13,895790
2018-02-14,895790
2018-02-15,852417
2018-02-16,852417
2018-02-17,852417
2018-02-18,852417
2018-02-19,852417
2018-02-20,852417
2018-02-21,852417
2018-02-22,852417
2018-02-23,852417
2018-02-24,852417
2018-02-25,852417
2018-02-26,852417
2018-02-27,821472
2018-02-28,821472
2018-03-01,821472
2018-03-02,821472
2018-03-03,821472
2018-03-04,821472
2018-03-05,821472
2018-03-06,821472
2018-03-07,821472
2018-03-08,821472
2018-03-09,791453
2018-03-10,791453
2018-03-11,791453
2018-03-12,791453
2018-03-13,791453
2018-03-14,791453
2018-03-15,791453
2018-03-16,791453
2018-03-17,791453
2018-03-18,791453
2018-03-19,791453
2018-03-20,791453
2018-03-21,791453
2018-03-23,762023
2018-03-24,762023
2018-03-25,762023
2018-03-26,762023
2018-03-27,762023
2018-03-28,762023
2018-03-29,762023
2018-03-30,762023
2018-03-31,762023
2018-04-01,762023
2018-04-02,762023
2018-04-03,762023
2018-04-04,762023
2018-04-05,762023
2018-04-06,726581
2018-04-07,726581
2018-04-08,726581
2018-04-09,726581
2018-04-10,726581
2018-04-11,726581
2018-04-12,726581
2018-04-13,726581
2018-04-14,726581
2018-04-15,726581
2018-04-16,726581
2018-04-17,726581
2018-04-18,726581
2018-04-19,726581
2018-04-20,708130
2018-04-21,708130
2018-04-22,708130
2018-04-23,708130
2018-04-24,708130
2018-04-25,708130
2018-04-26,708130
2018-04-27,708130
2018-04-28,708130
2018-04-29,708130
2018-04-30,708130
2018-05-01,708130
2018-05-04,725387
2018-05-05,725387
2018-05-06,725387
2018-05-07,725387
2018-05-08,725387
2018-05-09,725387
2018-05-10,725387
2018-05-11,725387
2018-05-12,725387
2018-05-13,725387
2018-05-14,725387
2018-05-15,725387
2018-05-16,726650
2018-05-17,726650
2018-05-18,726650
2018-05-19,726650
2018-05-20,726650
2018-05-21,726650
2018-05-22,726650
2018-05-23,726650
2018-05-24,726650
2018-05-25,726650
2018-05-26,726650
2018-05-27,726650
2018-05-28,742615
2018-05-29,742615
2018-05-30,742615
2018-05-31,742615
2018-06-01,742615
2018-06-02,742615
2018-06-03,742615
2018-06-04,742615
2018-06-05,742615
2018-06-06,742615
2018-06-07,742615
2018-06-08,742615
2018-06-09,742615
2018-06-10,758543
2018-06-11,758543
2018-06-12,758543
2018-06-13,758543
2018-06-14,758543
2018-06-15,758543
2018-06-16,758543
2018-06-17,758543
2018-06-18,758543
2018-06-19,758543
2018-06-20,758543
2018-06-21,758543
2018-06-22,758543
2018-06-23,758543
2018-06-24,743422
2018-06-25,743422
2018-06-26,743422
2018-06-27,743422
2018-06-28,743422
2018-06-29,743422
2018-06-30,743422
2018-07-01,743422
2018-07-02,743422
2018-07-03,743422
2018-07-04,743422
2018-07-05,743422
2018-07-06,743422
2018-07-07,743422
2018-07-08,743422
2018-07-09,742056
2018-07-10,742056
2018-07-11,742056
2018-07-12,742056
2018-07-13,742056
2018-07-14,742056
2018-07-15,742056
2018-07-16,742056
2018-07-17,742056
2018-07-18,742056
2018-07-19,742056
2018-07-20,742056
2018-07-21,742056
2018-07-22,742056
2018-07-23,742056
2018-07-24,761486
2018-07-25,761486
2018-07-26,761486
2018-07-27,761486
2018-07-28,761486
2018-07-29,761486
2018-07-30,761486
2018-07-31,761486
2018-08-01,761486
2018-08-02,761486
2018-08-03,761486
2018-08-04,761486
2018-08-05,761486
2018-08-06,761486
2018-08-07,754071
2018-08-08,754071
2018-08-09,754071
2018-08-10,754071
2018-08-11,754071
2018-08-12,754071
2018-08-14,754071
2018-08-16,754071
2018-08-17,754071
2018-08-18,754071
2018-08-19,754071
2018-08-20,754071
2018-08-21,772404
2018-08-22,772404
2018-08-23,772404
2018-08-24,772404
2018-08-25,772404
2018-08-26,772404
2018-08-27,772404
2018-08-28,772404
2018-08-29,772404
2018-08-30,772404
2018-08-31,772404
2018-09-01,772404
2018-09-02,772404
2018-09-03,772404
2018-09-04,777785
2018-09-05,777785
2018-09-06,777785
2018-09-07,777785
2018-09-08,777785
2018-09-09,777785
2018-09-10,777785
2018-09-11,777785
2018-09-12,777785
2018-09-13,777785
2018-09-14,777785
2018-09-15,777785
2018-09-16,777785
2018-09-17,777785
2018-09-18,777785
2018-09-19,777785
2018-09-20,778655
2018-09-21,778655
2018-09-22,778655
2018-09-23,778655
2018-09-24,778655
2018-09-25,778655
2018-09-26,778655
2018-09-27,778655
2018-09-28,778655
2018-09-29,778655
2018-09-30,778655
2018-10-02,778655
2018-10-03,778655
2018-10-04,782650
2018-10-05,782650
2018-10-06,782650
2018-10-07,782650
2018-10-08,782650
2018-10-09,782650
2018-10-10,782650
2018-10-11,782650
2018-10-12,782650
2018-10-13,782650
2018-10-14,782650
2018-10-15,782650
2018-10-16,782650
2018-10-17,782650
2018-10-18,782650
2018-10-19,782650
2018-10-20,782650
2018-10-21,785555
2018-10-22,785555
2018-10-23,785555
2018-10-24,785555
2018-10-25,785555
2018-10-26,785555
2018-10-27,785555
2018-10-28,785555
2018-10-29,785555
2018-10-30,785555
2018-10-31,785555
2018-11-01,785555
2018-11-03,785555
2018-11-04,785555
2018-11-05,793346
2018-11-06,793346
2018-11-07,793346
2018-11-08,793346
2018-11-09,793346
2018-11-10,793346
2018-11-11,793346
2018-11-12,793346
2018-11-13,793346
2018-11-14,793346
2018-11-15,826206
2018-11-16,826206
2018-11-17,826206
2018-11-18,826206
2018-11-19,826206
2018-11-20,826206
2018-11-21,826206
2018-11-22,826206
2018-11-23,826206
2018-11-24,826206
2018-11-25,826206
2018-11-26,826206
2018-11-27,860380
2018-11-28,860380
2018-11-29,860380
2018-12-01,860380
2018-12-02,860380
2018-12-03,860380
2018-12-04,860380
2018-12-05,860380
2018-12-07,860380
2018-12-09,860380
2018-12-10,893670
2018-12-11,893670
2018-12-12,893670
2018-12-13,893670
2018-12-14,893670
2018-12-15,893670
2018-12-16,893670
2018-12-17,893670
2018-12-18,893670
2018-12-19,893670
2018-12-20,893670
2018-12-21,893670
2018-12-22,893670
2018-12-23,893670
2018-12-24,894519
2018-12-25,894519
2018-12-26,894519
2018-12-27,894519
2018-12-28,894519
2018-12-29,894519
2018-12-30,894519
2018-12-31,894519
2019-01-01,894519
2019-01-02,894519
2019-01-03,894519
2019-01-04,894519
2019-01-05,894519
2019-01-06,882646
2019-01-08,882646
2019-01-10,882646
2019-01-11,882646
2019-01-12,882646
2019-01-13,882646
2019-01-14,882646
2019-01-15,882646
2019-01-16,882646
2019-01-17,882646
2019-01-18,882646
2019-01-19,853284
2019-01-20,853284
2019-01-21,853284
2019-01-22,853284
2019-01-23,853284
2019-01-24,853284
2019-01-25,853284
2019-01-26,853284
2019-01-27,853284
2019-01-28,853284
2019-01-29,853284
2019-01-30,853284
2019-01-31,822191
2019-02-01,822191
2019-02-02,822191
2019-02-03,822191
2019-02-04,822191
2019-02-05,822191
2019-02-06,822191
2019-02-07,822191
2019-02-08,822191
2019-02-09,822191
2019-02-10,822191
2019-02-11,817304
2019-02-12,817304
2019-02-13,817304
2019-02-14,817304
2019-02-15,817304
2019-02-16,817304
2019-02-17,817304
2019-02-18,817304
2019-02-19,817304
2019-02-20,817304
2019-02-21,848465
2019-02-22,848465
2019-02-23,848465
2019-02-24,848465
2019-02-25,848465
2019-02-26,848465
2019-02-27,848465
2019-02-28,848465
2019-03-01,848465
2019-03-02,848465
2019-03-03,848465
2019-03-04,848465
2019-03-05,848465
2019-03-06,848465
2019-03-07,848465
2019-03-08,848465
2019-03-09,848465
2019-03-10,848465
