date_obj,Verac's%20plateskirt price
2016-02-09,1678990
2016-02-10,1670758
2016-02-11,1657779
2016-02-12,1677993
2016-02-13,1747444
2016-02-14,1754901
2016-02-15,1754220
2016-02-16,1783284
2016-02-17,1796989
2016-02-18,1762357
2016-02-19,1756699
2016-02-20,1735927
2016-02-21,1697307
2016-02-22,1685422
2016-02-23,1675283
2016-02-24,1657181
2016-02-25,1614867
2016-02-26,1601953
2016-02-27,1610808
2016-02-28,1593885
2016-02-29,1604361
2016-03-01,1632884
2016-03-02,1634246
2016-03-03,1625664
2016-03-04,1604135
2016-03-05,1590111
2016-03-06,1583841
2016-03-07,1587118
2016-03-08,1614877
2016-03-09,1620272
2016-03-10,1612503
2016-03-11,1614996
2016-03-12,1598617
2016-03-13,1584532
2016-03-14,1591929
2016-03-15,1576451
2016-03-16,1565210
2016-03-17,1538438
2016-03-18,1528594
2016-03-19,1537744
2016-03-20,1556068
2016-03-21,1551083
2016-03-22,1523834
2016-03-23,1509426
2016-03-24,1510327
2016-03-25,1512122
2016-03-26,1509758
2016-03-27,1512271
2016-03-28,1487376
2016-03-29,1476450
2016-03-30,1454237
2016-03-31,1431230
2016-04-01,1374793
2016-04-02,1336675
2016-04-03,1290817
2016-04-04,1307511
2016-04-05,1353391
2016-04-06,1340920
2016-04-07,1365866
2016-04-08,1390461
2016-04-09,1420634
2016-04-10,1446283
2016-04-11,1465700
2016-04-12,1442753
2016-04-13,1412097
2016-04-14,1395412
2016-04-15,1400229
2016-04-16,1403743
2016-04-17,1455912
2016-04-18,1463878
2016-04-19,1474588
2016-04-20,1446587
2016-04-21,1444628
2016-04-22,1445032
2016-04-23,1466681
2016-04-24,1512386
2016-04-25,1560988
2016-04-26,1559800
2016-04-27,1608235
2016-04-28,1686291
2016-04-29,1709482
2016-04-30,1723540
2016-05-01,1789275
2016-05-02,1865077
2016-05-03,1842998
2016-05-04,1869318
2016-05-05,1849703
2016-05-06,1915618
2016-05-07,1936289
2016-05-08,1957044
2016-05-09,1943861
2016-05-10,1924873
2016-05-11,1921861
2016-05-12,1879031
2016-05-13,1809612
2016-05-14,1733387
2016-05-15,1654334
2016-05-16,1575837
2016-05-17,1540391
2016-05-18,1491070
2016-05-19,1493802
2016-05-22,1581335
2016-05-23,1588300
2016-05-24,1582981
2016-05-25,1561407
2016-05-26,1497229
2016-05-27,1495069
2016-05-28,1475267
2016-05-29,1506071
2016-05-30,1527813
2016-05-31,1485555
2016-06-01,1487442
2016-06-02,1504237
2016-06-03,1514290
2016-06-04,1456006
2016-06-05,1454444
2016-06-06,1467818
2016-06-07,1460902
2016-06-08,1454304
2016-06-09,1441456
2016-06-10,1487190
2016-06-11,1493460
2016-06-12,1500884
2016-06-13,1481049
2016-06-14,1457848
2016-06-15,1464642
2016-06-16,1468872
2016-06-17,1455138
2016-06-18,1440805
2016-06-19,1431625
2016-06-20,1452065
2016-06-21,1459592
2016-06-22,1460482
2016-06-23,1521473
2016-06-24,1554743
2016-06-25,1567642
2016-06-26,1606261
2016-06-27,1595994
2016-06-28,1592409
2016-06-29,1604887
2016-06-30,1628536
2016-07-01,1694886
2016-07-02,1703783
2016-07-03,1749703
2016-07-04,1738000
2016-07-05,1708244
2016-07-06,1643563
2016-07-07,1596853
2016-07-08,1518612
2016-07-09,1442709
2016-07-10,1379021
2016-07-11,1352614
2016-07-12,1340022
2016-07-13,1333364
2016-07-14,1280699
2016-07-15,1298434
2016-07-16,1325984
2016-07-17,1346782
2016-07-18,1356099
2016-07-24,1194410
2016-07-25,1207236
2016-07-26,1218803
2016-07-27,1231571
2016-07-28,1189112
2016-07-29,1190128
2016-07-30,1178020
2016-07-31,1213118
2016-08-01,1201600
2016-08-02,1205023
2016-08-03,1215543
2016-08-04,1261824
2016-08-05,1238913
2016-08-06,1196444
2016-08-07,1184664
2016-08-08,1195675
2016-08-09,1231879
2016-08-10,1271798
2016-08-11,1310373
2016-08-12,1279619
2016-08-13,1277699
2016-08-14,1262788
2016-08-15,1249893
2016-08-16,1237807
2016-08-17,1248519
2016-08-18,1295629
2016-08-19,1271469
2016-08-20,1249926
2016-08-21,1240418
2016-08-22,1244455
2016-08-23,1232190
2016-08-24,1191942
2016-08-25,1143977
2016-08-26,1124021
2016-08-28,1140136
2016-08-31,1149182
2016-09-01,1094799
2016-09-02,1090312
2016-09-03,1073069
2016-09-04,1054329
2016-09-05,1091957
2016-09-06,1125569
2016-09-07,1149902
2016-09-08,1152577
2016-09-09,1170579
2016-09-10,1167285
2016-09-11,1164134
2016-09-12,1173834
2016-09-13,1142049
2016-09-14,1111651
2016-09-15,1091205
2016-09-16,1132109
2016-09-17,1119892
2016-09-18,1168992
2016-09-19,1211707
2016-09-20,1238009
2016-09-21,1263786
2016-09-22,1296868
2016-09-23,1284117
2016-09-24,1281460
2016-09-25,1252701
2016-09-26,1223145
2016-09-27,1179917
2016-09-28,1135445
2016-09-29,1102720
2016-09-30,1076411
2016-10-01,1051185
2016-10-02,1050889
2016-10-03,1049275
2016-10-04,1030630
2016-10-05,1011156
2016-10-06,1008975
2016-10-07,1018001
2016-10-08,1038213
2016-10-09,1047671
2016-10-10,1052438
2016-10-11,1066824
2016-10-12,1074273
2016-10-13,1050627
2016-10-14,1076078
2016-10-15,1119977
2016-10-16,1175924
2016-10-17,1221807
2016-10-18,1251916
2016-10-19,1239864
2016-10-20,1204092
2016-10-21,1208885
2016-10-22,1243802
2016-10-23,1275698
2016-10-24,1300148
2016-10-25,1293062
2016-10-26,1275786
2016-10-27,1314221
2016-10-28,1359632
2016-10-29,1421522
2016-10-30,1490307
2016-10-31,1483686
2016-11-01,1470089
2016-11-02,1439457
2016-11-03,1413419
2016-11-04,1382108
2016-11-05,1381746
2016-11-06,1409751
2016-11-07,1393658
2016-11-08,1354799
2016-11-09,1330013
2016-11-10,1275779
2016-11-11,1238234
2016-11-12,1240178
2016-11-13,1256040
2016-11-14,1236091
2016-12-08,1260831
2016-12-09,1253785
2016-12-10,1282714
2016-12-11,1311093
2016-12-12,1337708
2016-12-13,1370394
2016-12-14,1416651
2016-12-15,1453534
2016-12-16,1483938
2016-12-17,1547065
2016-12-18,1596646
2016-12-19,1578103
2016-12-20,1639136
2016-12-21,1660492
2016-12-22,1737377
2016-12-23,1777139
2016-12-24,1761770
2016-12-25,1769372
2016-12-26,1848250
2016-12-27,1935083
2016-12-28,1918487
2016-12-29,1926987
2016-12-30,1946564
2016-12-31,2000812
2017-01-01,1968208
2017-01-02,2006785
2017-01-03,2043822
2017-01-04,2058174
2017-01-05,2038099
2017-01-06,2026892
2017-01-07,2071269
2017-01-08,1968524
2017-01-09,1870278
2017-01-10,1776819
2017-01-11,1697383
2017-01-12,1613883
2017-01-13,1578926
2017-01-14,1624420
2017-01-15,1586759
2017-01-16,1514545
2017-01-17,1439236
2017-01-18,1381189
2017-01-19,1327222
2017-01-20,1267852
2017-01-21,1233338
2017-01-22,1256758
2017-01-27,1245184
2017-01-28,1214993
2017-01-29,1222209
2017-01-30,1260431
2017-01-31,1267681
2017-02-01,1254409
2017-02-02,1195451
2017-02-03,1166747
2017-02-04,1178184
2017-02-05,1215558
2017-02-06,1205620
2017-02-07,1189233
2017-02-08,1160802
2017-02-09,1146547
2017-02-10,1167937
2017-02-11,1194349
2017-02-12,1171318
2017-02-13,1161606
2017-02-14,1174728
2017-02-15,1176764
2017-02-16,1195537
2017-02-18,1258542
2017-02-19,1290068
2017-02-20,1269487
2017-02-21,1258096
2017-02-22,1220261
2017-02-23,1179375
2017-02-24,1158388
2017-02-25,1158789
2017-02-26,1147160
2017-02-27,1129229
2017-02-28,1142387
2017-03-01,1143873
2017-03-02,1144099
2017-03-03,1146826
2017-03-04,1145381
2017-03-05,1137777
2017-03-06,1135238
2017-03-07,1130010
2017-03-08,1122525
2017-03-09,1119672
2017-03-10,1129245
2017-03-11,1162019
2017-03-12,1185157
2017-03-13,1154250
2017-03-14,1127894
2017-03-15,1099212
2017-03-16,1063010
2017-03-17,1028467
2017-03-18,1040598
2017-03-19,1023066
2017-03-20,1009165
2017-03-21,993313
2017-03-22,986677
2017-03-23,1003052
2017-03-24,1019635
2017-03-25,987371
2017-03-26,991249
2017-03-27,1005591
2017-03-28,996265
2017-03-29,1037269
2017-03-30,1088785
2017-03-31,1140065
2017-04-01,1109775
2017-04-02,1060229
2017-04-03,1051255
2017-04-04,1066198
2017-04-12,1033584
2017-04-13,1058702
2017-04-14,1091862
2017-04-15,1086171
2017-04-16,1110344
2017-04-17,1065521
2017-04-18,1062093
2017-04-19,1052200
2017-04-20,1068838
2017-04-21,1091947
2017-04-22,1089403
2017-04-23,1118596
2017-04-24,1170453
2017-04-25,1207999
2017-04-26,1218628
2017-04-27,1230755
2017-04-28,1233606
2017-04-29,1295189
2017-04-30,1346113
2017-05-01,1339104
2017-05-02,1311841
2017-05-03,1298011
2017-05-04,1312169
2017-05-05,1306284
2017-05-06,1297044
2017-05-07,1340816
2017-05-08,1339896
2017-05-09,1315564
2017-05-10,1294723
2017-05-11,1290762
2017-05-12,1271656
2017-05-13,1299331
2017-05-14,1277617
2017-05-15,1247741
2017-05-16,1210832
2017-05-17,1213960
2017-05-18,1210720
2017-05-19,1217741
2017-05-20,1262668
2017-05-21,1292194
2017-05-22,1288915
2017-05-23,1280601
2017-05-24,1261347
2017-05-25,1224544
2017-05-26,1264128
2017-05-27,1316765
2017-05-28,1307911
2017-05-29,1283566
2017-05-30,1304491
2017-05-31,1356600
2017-06-01,1365026
2017-06-02,1333914
2017-06-03,1322034
2017-06-06,1344920
2017-06-07,1310217
2017-06-08,1299981
2017-06-09,1266098
2017-06-10,1205853
2017-06-11,1150899
2017-06-12,1093358
2017-06-13,1038691
2017-06-14,992520
2017-06-15,1037664
2017-06-16,1088490
2017-06-17,1091106
2017-06-18,1110624
2017-06-19,1126329
2017-06-20,1104716
2017-06-21,1077838
2017-06-22,1058196
2017-06-23,1049316
2017-06-24,1040757
2017-06-25,1051415
2017-06-26,1060805
2017-06-27,1080495
2017-06-28,1114230
2017-06-29,1122638
2017-06-30,1098295
2017-07-01,1101103
2017-07-02,1120907
2017-07-03,1134926
2017-07-04,1126019
2017-07-05,1085333
2017-07-06,1082404
2017-07-07,1087893
2017-07-08,1088140
2017-07-13,1043137
2017-07-14,1042536
2017-07-15,1034977
2017-07-16,1027237
2017-07-17,1063330
2017-07-18,1061263
2017-07-19,1041671
2017-07-20,1040340
2017-07-21,1067868
2017-07-22,1087038
2017-07-23,1114442
2017-07-24,1152027
2017-07-25,1126117
2017-07-26,1129602
2017-07-27,1118572
2017-07-28,1146489
2017-07-29,1151229
2017-07-30,1165199
2017-07-31,1150188
2017-08-01,1140566
2017-08-02,1110457
2017-08-03,1099555
2017-08-04,1081770
2017-08-05,1089178
2017-08-06,1093057
2017-08-09,1132630
2017-08-10,1157910
2017-08-11,1145429
2017-08-12,1179569
2017-08-13,1161082
2017-08-14,1149558
2017-08-15,1151261
2017-08-16,1134195
2017-08-17,1106825
2017-08-18,1088918
2017-08-19,1073672
2017-08-20,1089640
2017-08-21,1115057
2017-08-22,1108024
2017-08-23,1102412
2017-08-24,1093659
2017-08-25,1072147
2017-08-26,1060807
2017-08-27,1057973
2017-08-28,1064667
2017-08-29,1076597
2017-08-30,1092567
2017-08-31,1130367
2017-09-01,1183142
2017-09-02,1234497
2017-09-03,1263285
2017-09-04,1303524
2017-09-05,1367673
2017-09-06,1433707
2017-09-07,1469515
2017-09-08,1513522
2017-09-09,1461434
2017-09-10,1445641
2017-09-11,1424627
2017-09-12,1406693
2017-09-13,1369346
2017-09-14,1312468
2017-09-15,1272486
2017-09-16,1236882
2017-09-17,1203418
2017-09-18,1156507
2017-09-19,1126719
2017-09-20,1118300
2017-09-21,1111012
2017-09-22,1098852
2017-09-23,1100172
2017-09-24,1094566
2017-09-25,1089767
2017-09-26,1100912
2017-09-27,1095740
2017-09-28,1060360
2017-09-29,1056630
2017-09-30,1039182
2017-10-01,1053208
2017-10-02,1036199
2017-10-03,1015292
2017-10-04,998907
2017-10-05,986500
2017-10-06,977629
2017-10-07,1015809
2017-10-08,1031648
2017-10-09,1046004
2017-10-10,1059088
2017-10-11,1061933
2017-10-12,1078920
2017-10-13,1087450
2017-10-14,1106290
2017-10-15,1134356
2017-10-16,1150974
2017-10-17,1167039
2017-10-18,1138675
2017-10-19,1096369
2017-10-20,1089103
2017-10-21,1106484
2017-10-22,1121097
2017-10-23,1120715
2017-10-24,1139505
2017-10-25,1117351
2017-10-26,1143370
2017-10-27,1135210
2017-10-28,1146007
2017-10-29,1165274
2017-10-30,1176814
2017-10-31,1164821
2017-11-01,1150699
2017-11-02,1118469
2017-11-03,1111675
2017-11-04,1109905
2017-11-05,1111197
2017-11-06,1101265
2017-11-07,1089618
2017-11-08,1048545
2017-11-09,1038964
2017-11-10,1036035
2017-11-11,1044243
2017-11-12,1061674
2017-11-13,1099145
2017-11-14,1079530
2017-11-15,1063041
2017-11-16,1052993
2017-11-17,1053148
2017-11-18,1060660
2017-11-19,1053653
2017-11-20,1036615
2017-11-21,1017267
2017-11-22,988593
2017-11-23,969924
2017-11-24,945195
2017-11-25,917186
2017-11-26,898620
2017-11-27,899665
2017-11-28,882198
2017-11-29,880132
2017-11-30,871097
2017-12-01,876174
2017-12-02,884296
2017-12-03,922059
2017-12-04,927821
2017-12-05,925095
2017-12-06,928212
2017-12-07,933339
2017-12-08,926722
2017-12-09,913030
2017-12-10,905018
2017-12-11,913635
2017-12-12,914801
2017-12-13,917752
2017-12-14,918619
2017-12-15,911515
2017-12-16,910418
2017-12-17,916801
2017-12-18,918717
2017-12-19,927661
2017-12-20,954966
2017-12-21,969559
2017-12-22,956713
2017-12-23,962707
2017-12-24,966236
2017-12-25,971345
2017-12-26,974167
2017-12-27,1008657
2017-12-28,1031713
2017-12-29,1065547
2017-12-30,1057449
2017-12-31,1046023
2018-01-01,1038044
2018-01-02,1043756
2018-01-03,1083576
2018-01-04,1042826
2018-01-05,990723
2018-01-06,968950
2018-01-07,965326
2018-01-08,971624
2018-01-09,975503
2018-01-10,995043
2018-01-11,995968
2018-01-12,1007291
2018-01-13,992713
2018-01-14,979371
2018-01-15,960532
2018-01-16,933111
2018-01-17,925865
2018-01-18,929699
2018-01-19,934330
2018-01-20,953044
2018-01-21,982175
2018-01-22,980597
2018-01-23,977088
2018-01-24,948832
2018-01-25,943237
2018-01-26,939210
2018-01-27,951628
2018-01-28,969677
2018-01-29,951759
2018-01-30,962533
2018-02-01,969549
2018-02-02,985943
2018-02-03,974728
2018-02-04,968780
2018-02-05,968064
2018-02-06,969531
2018-02-07,956979
2018-02-08,945816
2018-02-09,938971
2018-02-10,924384
2018-02-11,897588
2018-02-12,895832
2018-02-13,887673
2018-02-14,903215
2018-02-15,915991
2018-02-16,927791
2018-02-17,935922
2018-02-18,946102
2018-02-19,955738
2018-02-20,968301
2018-02-21,961862
2018-02-22,953925
2018-02-23,960156
2018-02-24,956057
2018-02-25,954045
2018-02-26,944678
2018-02-27,940441
2018-02-28,933992
2018-03-01,945968
2018-03-02,981867
2018-03-03,1018133
2018-03-04,995714
2018-03-05,967846
2018-03-06,944047
2018-03-07,926505
2018-03-08,913459
2018-03-09,905989
2018-03-10,914290
2018-03-11,923450
2018-03-12,927800
2018-03-13,917467
2018-03-14,912564
2018-03-15,916144
2018-03-16,919722
2018-03-17,922684
2018-03-18,918351
2018-03-19,919435
2018-03-20,922214
2018-03-21,923268
2018-03-23,921772
2018-03-24,933923
2018-03-26,961827
2018-03-27,950421
2018-03-28,947998
2018-03-29,943342
2018-03-30,939575
2018-03-31,936007
2018-04-01,941525
2018-04-02,935581
2018-04-03,932644
2018-04-04,928248
2018-04-05,930848
2018-04-06,928404
2018-04-08,927590
2018-04-09,925809
2018-04-10,926983
2018-04-11,927739
2018-04-12,926449
2018-04-13,928046
2018-04-14,934660
2018-04-16,958693
2018-04-17,958779
2018-04-18,946251
2018-04-19,934927
2018-04-20,939053
2018-04-21,937829
2018-04-22,935288
2018-04-23,937043
2018-04-24,958304
2018-04-25,980804
2018-04-26,998336
2018-04-27,993598
2018-04-28,995523
2018-04-29,993294
2018-04-30,986383
2018-05-02,978143
2018-05-03,1002271
2018-05-04,1005660
2018-05-05,1036680
2018-05-06,1085019
2018-05-07,1136052
2018-05-08,1180327
2018-05-09,1152803
2018-05-10,1103560
2018-05-11,1062670
2018-05-12,1053997
2018-05-13,1040051
2018-05-14,1047269
2018-05-15,1063833
2018-05-16,1062889
2018-05-17,1080150
2018-05-18,1101075
2018-05-19,1112442
2018-05-20,1134695
2018-05-21,1158615
2018-05-22,1146247
2018-05-23,1158426
2018-05-24,1155968
2018-05-25,1149120
2018-05-26,1145219
2018-05-27,1193850
2018-05-28,1242385
2018-05-29,1286541
2018-05-30,1295185
2018-05-31,1277837
2018-06-01,1292565
2018-06-02,1278191
2018-06-03,1269756
2018-06-04,1256037
2018-06-05,1236168
2018-06-06,1226549
2018-06-07,1165221
2018-06-08,1106959
2018-06-09,1051611
2018-06-10,999030
2018-06-11,959992
2018-06-12,917875
2018-06-13,873983
2018-06-14,830685
2018-06-15,821626
2018-06-16,829218
2018-06-17,824458
2018-06-18,823057
2018-06-19,814726
2018-06-20,814831
2018-06-21,816966
2018-06-22,824532
2018-06-23,829507
2018-06-24,833601
2018-06-25,840476
2018-06-26,835019
2018-06-27,829858
2018-06-28,819948
2018-06-29,820543
2018-06-30,822523
2018-07-01,832303
2018-07-02,838801
2018-07-03,842524
2018-07-04,858565
2018-07-05,881467
2018-07-06,887853
2018-07-07,916070
2018-07-08,919132
2018-07-09,909965
2018-07-10,920676
2018-07-11,924977
2018-07-12,933744
2018-07-13,961911
2018-07-14,997749
2018-07-15,1025914
2018-07-16,1065619
2018-07-17,1056651
2018-07-18,1047059
2018-07-19,1041326
2018-07-20,1036329
2018-07-21,1035109
2018-07-22,1037429
2018-07-23,1062507
2018-07-24,1047187
2018-07-25,1042697
2018-07-26,1026159
2018-07-27,988886
2018-07-28,969454
2018-07-29,953567
2018-07-30,942929
2018-07-31,947500
2018-08-01,946614
2018-08-02,938035
2018-08-03,935769
2018-08-04,946311
2018-08-05,976456
2018-08-06,986635
2018-08-07,1024701
2018-08-08,1051977
2018-08-09,1044461
2018-08-10,1027751
2018-08-11,1031533
2018-08-12,1017761
2018-08-14,980412
2018-08-16,956417
2018-08-17,935682
2018-08-18,933705
2018-08-19,933929
2018-08-20,937515
2018-08-21,933654
2018-08-22,929006
2018-08-23,922879
2018-08-24,922700
2018-08-25,930289
2018-08-26,927600
2018-08-27,924451
2018-08-28,921191
2018-08-29,916091
2018-08-30,913946
2018-08-31,914271
2018-09-01,912918
2018-09-02,922812
2018-09-03,921273
2018-09-04,924392
2018-09-05,925014
2018-09-06,918573
2018-09-07,919369
2018-09-08,923449
2018-09-09,921632
2018-09-10,925255
2018-09-11,924909
2018-09-12,925908
2018-09-13,923515
2018-09-14,926230
2018-09-15,928743
2018-09-16,928169
2018-09-17,931773
2018-09-18,930801
2018-09-19,925975
2018-09-20,921832
2018-09-21,935010
2018-09-22,948923
2018-09-23,984485
2018-09-24,998632
2018-09-25,1012767
2018-09-26,1019856
2018-09-27,1018434
2018-09-28,1028149
2018-09-29,1035880
2018-09-30,1031965
2018-10-02,1016341
2018-10-03,1003531
2018-10-04,988026
2018-10-05,973521
2018-10-06,964020
2018-10-07,958107
2018-10-08,948589
2018-10-09,942697
2018-10-10,934807
2018-10-11,929801
2018-10-12,928925
2018-10-13,917349
2018-10-14,909979
2018-10-15,903018
2018-10-16,900392
2018-10-17,890758
2018-10-18,895523
2018-10-19,899226
2018-10-20,926686
2018-10-21,949861
2018-10-22,964515
2018-10-23,937450
2018-10-24,924293
2018-10-25,918674
2018-10-26,918981
2018-10-27,918120
2018-10-28,911151
2018-10-29,905579
2018-10-30,904249
2018-10-31,902042
2018-11-01,906152
2018-11-03,939009
2018-11-04,951955
2018-11-05,988825
2018-11-06,980766
2018-11-07,996578
2018-11-08,1014953
2018-11-09,1020248
2018-11-10,1011506
2018-11-11,1026672
2018-11-12,1028592
2018-11-13,1046412
2018-11-14,1032373
2018-11-15,1038119
2018-11-16,1058192
2018-11-17,1091244
2018-11-18,1109163
2018-11-19,1117563
2018-11-20,1107866
2018-11-21,1081861
2018-11-22,1061009
2018-11-23,1053600
2018-11-24,1045561
2018-11-25,1045193
2018-11-26,1029605
2018-11-27,1023258
2018-11-28,1016306
2018-11-29,1003711
2018-12-01,1020299
2018-12-02,1056475
2018-12-03,1103458
2018-12-04,1098410
2018-12-05,1103637
2018-12-07,1117508
2018-12-09,1162769
2018-12-10,1150167
2018-12-11,1141820
2018-12-12,1135278
2018-12-13,1120735
2018-12-14,1111665
2018-12-15,1091731
2018-12-16,1077716
2018-12-17,1087909
2018-12-18,1082163
2018-12-19,1073785
2018-12-20,1062035
2018-12-21,1048419
2018-12-22,1040675
