date_obj,Red%20dragon%20mask price
2016-04-28,8528
2016-04-29,8527
2016-04-30,8513
2016-05-01,8421
2016-05-02,8365
2016-05-03,8199
2016-05-04,8332
2016-05-05,8319
2016-05-06,8319
2016-05-07,8153
2016-05-08,7782
2016-05-09,7744
2016-05-10,7609
2016-05-11,7609
2016-05-12,7547
2016-05-13,7422
2016-05-14,7424
2016-05-15,7277
2016-05-16,7332
2016-05-17,7356
2016-05-18,7455
2016-05-19,7459
2016-05-22,7498
2016-05-23,7494
2016-05-24,7506
2016-05-25,7498
2016-05-26,7585
2016-05-27,7556
2016-05-28,7272
2016-05-29,7241
2016-05-30,7241
2016-05-31,7222
2016-06-01,7123
2016-06-02,7244
2016-06-03,7368
2016-06-04,7402
2016-06-05,7444
2016-06-06,7486
2016-06-07,7419
2016-06-08,7368
2016-06-09,7121
2016-06-10,7064
2016-06-11,6812
2016-06-12,6769
2016-06-13,6731
2016-06-14,6568
2016-06-15,6619
2016-06-16,6483
2016-06-17,6213
2016-06-18,6176
2016-06-19,6298
2016-06-20,6271
2016-06-21,6331
2016-06-22,6422
2016-06-23,6447
2016-06-24,6535
2016-06-25,6554
2016-06-26,6703
2016-06-27,6458
2016-06-28,6507
2016-06-29,6547
2016-06-30,6616
2016-07-01,6567
2016-07-02,6709
2016-07-03,6809
2016-07-04,6877
2016-07-05,6845
2016-07-06,6849
2016-07-07,6999
2016-07-08,6860
2016-07-09,6852
2016-07-10,6772
2016-07-11,6915
2016-07-12,7088
2016-07-13,7195
2016-07-14,7257
2016-07-15,7077
2016-07-16,7038
2016-07-17,6902
2016-07-18,6963
2016-07-23,6837
2016-07-24,6794
2016-07-25,6716
2016-07-26,6716
2016-07-27,6775
2016-07-28,6668
2016-07-29,6837
2016-07-30,6873
2016-07-31,6873
2016-08-01,6852
2016-08-02,6814
2016-08-03,6637
2016-08-04,6662
2016-08-05,6662
2016-08-06,6649
2016-08-07,6666
2016-08-08,6666
2016-08-09,6609
2016-08-10,6556
2016-08-11,6556
2016-08-12,6712
2016-08-13,6770
2016-08-14,6728
2016-08-15,6563
2016-08-16,6370
2016-08-17,6370
2016-08-18,6385
2016-08-19,6451
2016-08-20,6499
2016-08-21,6499
2016-08-22,6476
2016-08-23,6465
2016-08-24,6465
2016-08-25,6637
2016-08-26,6637
2016-08-28,6576
2016-08-31,6860
2016-09-01,6959
2016-09-02,6959
2016-09-03,6968
2016-09-04,7066
2016-09-05,7146
2016-09-06,7145
2016-09-07,7145
2016-09-08,7131
2016-09-09,7131
2016-09-10,6941
2016-09-11,6941
2016-09-12,6686
2016-09-13,6566
2016-09-14,6566
2016-09-15,6359
2016-09-16,6359
2016-09-17,6262
2016-09-18,6227
2016-09-19,6054
2016-09-20,6054
2016-09-21,5941
2016-09-22,5806
2016-09-23,5716
2016-09-24,5716
2016-09-25,5719
2016-09-26,5719
2016-09-27,5663
2016-09-28,5654
2016-09-29,5654
2016-09-30,5700
2016-10-01,5630
2016-10-02,5630
2016-10-03,5591
2016-10-04,5528
2016-10-05,5528
2016-10-06,5671
2016-10-07,5671
2016-10-08,5773
2016-10-09,5773
2016-10-10,5894
2016-10-11,5878
2016-10-12,5878
2016-10-13,5918
2016-10-14,5982
2016-10-15,5982
2016-10-16,5917
2016-10-17,5880
2016-10-18,5880
2016-10-19,5880
2016-10-20,5880
2016-10-21,5971
2016-10-22,5971
2016-10-23,5919
2016-10-24,5933
2016-10-25,5933
2016-10-26,5901
2016-10-27,5901
2016-10-28,5932
2016-10-29,6010
2016-10-30,6010
2016-10-31,6013
2016-11-01,6013
2016-11-02,5935
2016-11-03,5935
2016-11-04,5934
2016-11-05,5934
2016-11-06,6012
2016-11-07,5961
2016-11-08,6088
2016-11-09,6088
2016-11-10,6110
2016-11-11,6110
2016-11-12,5900
2016-11-13,5900
2016-11-14,5785
2016-12-08,6424
2016-12-09,6507
2016-12-10,6507
2016-12-11,6444
2016-12-12,6513
2016-12-13,6497
2016-12-14,6527
2016-12-15,6527
2016-12-16,6520
2016-12-17,6544
2016-12-18,6544
2016-12-19,6447
2016-12-20,6461
2016-12-21,6496
2016-12-22,6496
2016-12-23,6508
2016-12-24,6508
2016-12-25,6559
2016-12-26,6559
2016-12-27,6656
2016-12-28,6803
2016-12-29,6803
2016-12-30,6719
2016-12-31,6632
2017-01-01,6578
2017-01-02,6423
2017-01-03,6252
2017-01-04,6134
2017-01-05,6134
2017-01-06,6075
2017-01-07,6011
2017-01-08,5903
2017-01-09,5793
2017-01-10,5807
2017-01-11,5839
2017-01-12,5909
2017-01-13,5909
2017-01-14,5894
2017-01-15,5861
2017-01-16,5943
2017-01-17,5950
2017-01-18,6055
2017-01-19,6055
2017-01-20,6157
2017-01-21,6096
2017-01-22,6024
2017-01-27,6006
2017-01-28,6040
2017-01-29,6038
2017-01-30,6038
2017-01-31,5922
2017-02-01,5971
2017-02-02,5976
2017-02-03,5938
2017-02-04,6029
2017-02-05,6124
2017-02-06,6090
2017-02-07,6348
2017-02-08,6325
2017-02-09,6325
2017-02-10,6397
2017-02-11,6476
2017-02-12,6476
2017-02-13,6457
2017-02-14,6498
2017-02-15,6406
2017-02-16,6355
2017-02-18,6297
2017-02-19,6326
2017-02-20,6491
2017-02-21,6376
2017-02-22,6376
2017-02-23,6302
2017-02-24,6302
2017-02-25,6301
2017-02-26,6233
2017-02-27,6244
2017-02-28,6309
2017-03-01,6391
2017-03-02,6374
2017-03-03,6420
2017-03-04,6371
2017-03-05,6521
2017-03-06,6743
2017-03-07,6669
2017-03-08,6644
2017-03-09,6715
2017-03-10,6663
2017-03-11,6612
2017-03-12,6674
2017-03-13,6630
2017-03-14,6484
2017-03-15,6408
2017-03-16,6375
2017-03-17,6233
2017-03-18,6123
2017-03-19,5943
2017-03-20,5885
2017-03-21,6013
2017-03-22,6162
2017-03-23,6125
2017-03-24,6021
2017-03-25,6021
2017-03-26,6120
2017-03-27,6105
2017-03-28,6015
2017-03-29,6122
2017-03-30,6220
2017-03-31,6361
2017-04-01,6466
2017-04-02,6466
2017-04-03,6563
2017-04-04,6726
2017-04-12,7033
2017-04-13,7072
2017-04-14,7096
2017-04-15,7065
2017-04-16,6978
2017-04-17,6868
2017-04-18,6807
2017-04-19,6863
2017-04-20,7002
2017-04-21,7087
2017-04-22,7087
2017-04-23,7157
2017-04-24,7324
2017-04-25,7146
2017-04-26,7146
2017-04-27,6956
2017-04-28,6848
2017-04-29,6699
2017-04-30,6617
2017-05-01,6620
2017-05-02,6469
2017-05-03,6516
2017-05-04,6440
2017-05-05,6380
2017-05-06,6309
2017-05-07,6333
2017-05-08,6321
2017-05-09,6378
2017-05-10,6161
2017-05-11,6218
2017-05-12,6123
2017-05-13,6094
2017-05-14,6094
2017-05-15,6030
2017-05-16,6054
2017-05-17,5988
2017-05-18,6044
2017-05-19,6044
2017-05-20,6174
2017-05-21,6174
2017-05-22,6144
2017-05-23,6077
2017-05-24,6002
2017-05-25,6002
2017-05-26,5897
2017-05-27,5912
2017-05-28,5912
2017-05-29,5775
2017-05-30,5869
2017-05-31,5873
2017-06-01,5981
2017-06-02,5885
2017-06-03,5891
2017-06-06,5934
2017-06-07,5966
2017-06-08,5966
2017-06-09,5956
2017-06-10,5994
2017-06-11,6018
2017-06-12,6018
2017-06-13,5932
2017-06-14,5846
2017-06-15,5872
2017-06-16,5895
2017-06-17,5938
2017-06-18,5867
2017-06-19,5867
2017-06-20,5974
2017-06-21,6034
2017-06-22,6034
2017-06-23,6101
2017-06-24,6141
2017-06-25,6194
2017-06-26,6162
2017-06-27,6069
2017-06-28,6069
2017-06-29,5990
2017-06-30,5944
2017-07-01,5944
2017-07-02,5944
2017-07-03,5857
2017-07-04,5852
2017-07-05,5852
2017-07-06,5920
2017-07-07,5920
2017-07-08,5902
2017-07-13,6057
2017-07-14,6066
2017-07-15,6066
2017-07-16,6048
2017-07-17,6173
2017-07-18,6092
2017-07-19,6057
2017-07-20,6031
2017-07-21,5750
2017-07-22,5812
2017-07-23,5828
2017-07-24,5828
2017-07-25,5848
2017-07-26,5859
2017-07-27,5878
2017-07-28,5831
2017-07-29,5831
2017-07-30,5830
2017-07-31,5830
2017-08-01,5830
2017-08-02,5809
2017-08-03,5809
2017-08-04,5809
2017-08-05,5808
2017-08-06,5852
2017-08-09,5928
2017-08-10,5913
2017-08-11,5939
2017-08-12,5892
2017-08-13,5892
2017-08-14,5843
2017-08-15,5869
2017-08-16,6040
2017-08-17,6212
2017-08-18,6212
2017-08-19,6378
2017-08-20,6523
2017-08-22,6803
2017-08-23,6931
2017-08-24,6931
2017-08-25,6971
2017-08-26,7202
2017-08-27,7020
2017-08-28,6910
2017-08-29,6860
2017-08-30,6761
2017-08-31,6751
2017-09-01,6751
2017-09-02,6615
2017-09-03,6615
2017-09-04,6465
2017-09-05,6555
2017-09-06,6649
2017-09-07,6732
2017-09-08,6732
2017-09-09,6914
2017-09-10,7015
2017-09-11,6988
2017-09-12,6988
2017-09-13,6939
2017-09-14,6682
2017-09-15,6682
2017-09-16,6593
2017-09-17,6526
2017-09-19,6403
2017-09-20,6307
2017-09-21,6336
2017-09-22,6416
2017-09-23,6416
2017-09-24,6332
2017-09-25,6216
2017-09-26,6154
2017-09-27,6154
2017-09-28,6122
2017-09-29,6336
2017-09-30,6522
2017-10-01,6569
2017-10-02,6684
2017-10-03,6684
2017-10-04,6869
2017-10-05,7017
2017-10-06,7162
2017-10-07,7177
2017-10-08,7439
2017-10-09,7475
2017-10-10,7537
2017-10-11,7537
2017-10-12,7504
2017-10-13,7543
2017-10-14,7451
2017-10-15,7451
2017-10-16,7474
2017-10-17,7474
2017-10-18,7450
2017-10-19,7450
2017-10-20,7359
2017-10-21,7268
2017-10-22,7317
2017-10-23,7317
2017-10-24,7247
2017-10-25,7326
2017-10-26,7326
2017-10-27,7431
2017-10-28,7431
2017-10-29,7490
2017-10-30,7532
2017-10-31,7528
2017-11-01,7528
2017-11-02,7595
2017-11-03,7595
2017-11-04,7560
2017-11-05,7423
2017-11-06,7451
2017-11-07,7296
2017-11-08,7296
2017-11-09,7263
2017-11-10,7263
2017-11-11,7160
2017-11-12,6817
2017-11-13,6476
2017-11-14,6175
2017-11-15,5899
2017-11-16,5751
2017-11-17,5751
2017-11-18,5685
2017-11-19,5712
2017-11-20,5750
2017-11-21,5726
2017-11-22,5726
2017-11-23,5705
2017-11-24,5705
2017-11-25,5707
2017-11-26,5707
2017-11-27,5707
2017-11-28,5673
2017-11-29,5718
2017-11-30,5745
2017-12-01,5734
2017-12-02,5734
2017-12-03,5665
2017-12-04,5665
2017-12-05,5759
2017-12-06,5829
2017-12-07,5924
2017-12-08,5924
2017-12-09,5921
2017-12-10,6002
2017-12-11,6116
2017-12-12,6142
2017-12-14,6117
2017-12-15,6261
2017-12-16,6290
2017-12-17,6307
2017-12-18,6234
2017-12-19,6234
2017-12-20,6173
2017-12-21,6064
2017-12-22,6024
2017-12-23,6024
2017-12-24,5912
2017-12-25,5912
2017-12-26,5782
2017-12-27,5781
2017-12-28,5781
2017-12-29,5719
2017-12-30,5719
2017-12-31,5719
2018-01-01,5923
2018-01-02,6140
2018-01-03,6226
2018-01-04,6228
2018-01-05,6137
2018-01-06,6093
2018-01-07,6207
2018-01-08,6031
2018-01-09,6020
2018-01-10,6020
2018-01-11,5996
2018-01-12,6102
2018-01-13,6020
2018-01-14,6032
2018-01-15,6168
2018-01-16,6070
2018-01-17,5945
2018-01-18,5926
2018-01-19,5926
2018-01-20,5908
2018-01-21,6121
2018-01-22,6107
2018-01-23,6082
2018-01-24,6160
2018-01-25,6160
2018-01-26,6062
2018-01-27,6023
2018-01-28,6111
2018-01-29,6206
2018-01-31,6742
2018-02-01,6742
2018-02-02,6798
2018-02-03,6933
2018-02-04,6939
2018-02-05,6939
2018-02-06,6916
2018-02-07,6923
2018-02-08,6923
2018-02-09,6928
2018-02-10,6928
2018-02-11,7011
2018-02-12,7008
2018-02-13,6939
2018-02-14,7164
2018-02-15,7299
2018-02-16,7090
2018-02-17,7050
2018-02-18,7142
2018-02-19,7234
2018-02-20,7473
2018-02-21,7688
2018-02-22,7688
2018-02-23,7741
2018-02-24,7741
2018-02-25,7584
2018-02-26,7515
2018-02-27,7466
2018-02-28,7466
2018-03-01,7274
2018-03-02,7123
2018-03-03,6862
2018-03-04,6862
2018-03-05,6830
2018-03-06,6949
2018-03-07,7122
2018-03-08,7151
2018-03-09,7011
2018-03-10,6901
2018-03-11,6901
2018-03-12,7120
2018-03-13,7135
2018-03-14,6913
2018-03-15,6868
2018-03-16,6889
2018-03-17,6889
2018-03-18,6821
2018-03-19,6821
2018-03-20,6902
2018-03-21,6902
2018-03-23,6999
2018-03-24,7045
2018-03-26,7064
2018-03-27,7031
2018-03-28,7031
2018-03-29,7165
2018-03-30,7158
2018-03-31,7213
2018-04-01,7213
2018-04-02,7174
2018-04-03,7148
2018-04-04,7082
2018-04-05,7082
2018-04-06,7007
2018-04-08,6898
2018-04-09,6709
2018-04-10,6709
2018-04-11,6576
2018-04-12,6432
2018-04-13,6432
2018-04-14,6356
2018-04-15,6374
2018-04-16,6374
2018-04-17,6249
2018-04-18,6249
2018-04-19,6092
2018-04-20,6183
2018-04-21,6118
2018-04-22,6118
2018-04-23,6112
2018-04-24,6112
2018-04-25,6215
2018-04-26,6215
2018-04-27,6138
2018-04-28,6158
2018-04-29,6360
2018-04-30,6554
2018-05-01,6626
2018-05-02,6626
2018-05-03,6736
2018-05-04,6736
2018-05-05,6808
2018-05-06,6808
2018-05-07,6990
2018-05-08,6990
2018-05-09,7017
2018-05-10,6979
2018-05-11,6946
2018-05-12,7038
2018-05-13,7038
2018-05-14,7244
2018-05-15,7244
2018-05-16,7192
2018-05-17,7345
2018-05-18,7423
2018-05-19,7483
2018-05-20,7483
2018-05-21,7630
2018-05-22,7630
2018-05-23,7710
2018-05-24,7710
2018-05-25,7939
2018-05-26,7949
2018-05-27,7949
2018-05-28,7808
2018-05-29,7505
2018-05-30,7505
2018-05-31,7386
2018-06-01,7452
2018-06-02,7216
2018-06-03,7216
2018-06-04,7120
2018-06-05,6910
2018-06-06,6684
2018-06-07,6684
2018-06-08,6416
2018-06-09,6416
2018-06-10,6337
2018-06-11,6337
2018-06-12,6240
2018-06-13,6312
2018-06-14,6130
2018-06-15,6130
2018-06-16,6081
2018-06-17,6127
2018-06-18,6327
2018-06-19,6511
2018-06-20,6511
2018-06-21,6483
2018-06-22,6574
2018-06-23,6574
2018-06-24,6626
2018-06-25,6679
2018-06-26,6679
2018-06-27,6784
2018-06-28,6865
2018-06-29,6864
2018-06-30,6864
2018-07-01,6950
2018-07-02,6950
2018-07-03,7023
2018-07-04,7076
2018-07-05,7076
2018-07-06,7078
2018-07-07,7078
2018-07-08,7000
2018-07-09,6959
2018-07-10,6670
2018-07-11,6622
2018-07-12,6622
2018-07-13,6705
2018-07-14,6606
2018-07-15,6606
2018-07-16,6537
2018-07-17,6488
2018-07-18,6408
2018-07-19,6560
2018-07-20,6579
2018-07-21,6461
2018-07-22,6590
2018-07-23,6634
2018-07-24,6486
2018-07-25,6486
2018-07-26,6386
2018-07-27,6314
2018-07-28,6613
2018-07-29,6683
2018-07-30,6775
2018-07-31,6885
2018-08-01,6885
2018-08-02,6934
2018-08-03,7025
2018-08-04,7114
2018-08-05,7314
2018-08-06,7217
2018-08-07,7274
2018-08-08,7169
2018-08-09,7169
2018-08-10,7286
2018-08-11,7050
2018-08-12,6963
2018-08-14,6698
2018-08-16,6774
2018-08-17,6766
2018-08-18,7071
2018-08-19,7279
2018-08-20,7552
2018-08-21,7765
2018-08-22,7843
2018-08-23,7807
2018-08-24,7888
2018-08-25,8026
2018-08-26,8153
2018-08-27,8254
2018-08-28,8445
2018-08-29,8614
2018-08-30,8767
2018-08-31,8982
2018-09-01,9098
2018-09-02,9261
2018-09-03,9455
2018-09-04,9557
2018-09-05,9714
2018-09-06,9714
2018-09-07,9931
2018-09-08,10178
2018-09-09,10072
2018-09-10,10001
2018-09-11,10001
2018-09-12,9901
2018-09-13,9699
2018-09-14,9570
2018-09-15,9481
2018-09-16,9521
2018-09-17,9361
2018-09-18,9153
2018-09-19,9036
2018-09-20,8893
2018-09-21,9074
2018-09-22,9166
2018-09-23,9087
2018-09-24,9407
2018-09-25,9407
2018-09-26,9399
2018-09-27,9420
2018-09-28,9450
2018-09-29,9365
2018-09-30,9281
2018-10-02,9346
2018-10-03,9387
2018-10-04,9724
2018-10-05,9737
2018-10-06,9934
2018-10-07,9854
2018-10-08,9847
2018-10-09,9749
2018-10-10,9662
2018-10-11,9743
2018-10-12,9743
2018-10-13,9775
2018-10-14,9908
2018-10-15,9886
2018-10-16,9853
2018-10-17,10014
2018-10-18,9836
2018-10-19,9924
2018-10-20,9924
2018-10-21,10091
2018-10-22,10321
2018-10-23,10321
2018-10-24,10319
2018-10-25,10425
2018-10-26,10345
2018-10-27,10451
2018-10-28,10652
2018-10-29,10652
2018-10-30,10630
2018-10-31,10359
2018-11-01,10498
2018-11-03,10758
2018-11-04,10998
2018-11-05,11058
2018-11-06,11165
2018-11-07,11241
2018-11-08,11420
2018-11-09,11644
2018-11-10,11653
2018-11-11,11697
2018-11-12,11650
2018-11-13,11851
2018-11-14,12189
2018-11-15,12665
2018-11-16,12543
2018-11-17,12576
2018-11-18,13006
2018-11-19,12805
2018-11-20,13198
2018-11-21,13376
2018-11-22,13525
2018-11-23,13409
2018-11-24,13222
2018-11-25,13250
2018-11-26,13331
2018-11-27,13465
2018-11-28,13331
2018-11-29,13233
2018-12-01,13488
2018-12-02,13534
2018-12-03,13692
2018-12-04,13888
2018-12-05,14237
2018-12-07,14358
2018-12-09,14961
2018-12-10,15088
2018-12-11,15310
2018-12-12,15567
2018-12-13,15559
2018-12-14,15408
2018-12-15,15209
2018-12-16,15082
2018-12-17,14795
2018-12-18,14612
2018-12-19,14629
2018-12-20,14846
2018-12-21,14612
2018-12-22,14763
2018-12-23,14765
2018-12-24,14737
2018-12-25,14741
2018-12-26,14593
2018-12-27,14644
2018-12-28,14711
2018-12-29,14804
2018-12-30,14945
2018-12-31,15057
2019-01-01,14495
2019-01-02,14392
2019-01-03,14562
2019-01-04,15074
2019-01-05,14921
2019-01-06,14951
2019-01-08,15231
2019-01-10,15480
2019-01-11,15520
2019-01-12,15658
2019-01-13,15017
2019-01-14,14503
2019-01-15,14223
2019-01-16,13785
2019-01-17,13259
2019-01-18,12909
2019-01-19,12520
2019-01-20,12156
2019-01-21,11751
2019-01-22,11455
2019-01-23,11110
2019-01-24,10924
2019-01-25,10708
2019-01-26,10508
2019-01-27,10353
2019-01-28,10296
2019-01-29,10475
2019-01-30,10414
2019-01-31,10551
2019-02-01,10757
2019-02-02,10817
2019-02-03,10796
2019-02-04,11065
2019-02-05,11118
2019-02-06,11117
2019-02-07,11154
2019-02-08,11118
2019-02-09,11095
2019-02-10,11134
2019-02-11,11106
2019-02-12,11145
2019-02-13,11049
2019-02-14,11049
2019-02-15,11129
2019-02-16,11175
2019-02-17,11062
2019-02-18,10997
2019-02-19,10778
2019-02-20,10622
2019-02-21,10382
2019-02-22,9932
2019-02-23,9504
2019-02-24,9156
2019-02-25,8859
2019-02-26,8910
2019-02-27,8634
2019-02-28,8535
2019-03-01,8393
2019-03-02,8300
2019-03-03,8274
2019-03-04,8257
2019-03-05,8069
2019-03-06,7967
2019-03-07,7827
2019-03-08,7827
2019-03-09,7612
2019-03-10,7383
2019-03-11,7286
2019-03-12,7248
2019-03-13,7114
2019-03-14,7271
2019-03-15,7359
2019-03-16,7265
2019-03-17,7319
2019-03-18,7145
2019-03-19,7152
2019-03-20,7111
2019-03-21,7146
2019-03-22,7049
2019-03-23,6858
2019-03-24,6817
2019-03-25,6838
2019-03-26,6764
2019-03-27,6764
2019-03-28,6732
2019-03-29,6583
2019-03-30,6583
2019-03-31,6651
2019-04-01,6716
2019-04-02,6906
2019-04-03,7020
2019-04-04,7027
2019-04-05,7053
