date_obj,Wildblood%20seed price
2016-01-09,8
2016-01-10,9
2016-01-11,9
2016-01-12,10
2016-01-13,10
2016-01-14,10
2016-01-15,10
2016-01-16,10
2016-01-17,9
2016-01-18,9
2016-01-19,10
2016-01-20,10
2016-01-21,10
2016-01-22,10
2016-01-23,9
2016-01-24,9
2016-01-25,8
2016-01-26,8
2016-01-27,8
2016-01-28,8
2016-01-29,7
2016-01-30,7
2016-01-31,6
2016-02-01,6
2016-02-02,6
2016-02-03,6
2016-02-04,6
2016-02-05,6
2016-02-06,5
2016-02-07,5
2016-02-08,5
2016-02-09,5
2016-02-10,4
2016-02-11,4
2016-02-12,3
2016-02-13,3
2016-02-14,3
2016-02-15,3
2016-02-16,3
2016-02-17,4
2016-02-18,4
2016-02-19,4
2016-02-20,5
2016-02-21,5
2016-02-22,5
2016-02-23,5
2016-02-24,4
2016-02-25,4
2016-02-26,4
2016-02-27,4
2016-02-28,3
2016-02-29,3
2016-03-01,3
2016-03-02,3
2016-03-03,4
2016-03-04,4
2016-03-05,4
2016-03-06,4
2016-03-07,5
2016-03-08,5
2016-03-09,5
2016-03-10,5
2016-03-11,5
2016-03-12,5
2016-03-13,5
2016-03-14,5
2016-03-15,5
2016-03-16,5
2016-03-17,4
2016-03-18,4
2016-03-19,4
2016-03-20,4
2016-03-21,4
2016-03-22,4
2016-03-23,4
2016-03-24,4
2016-03-25,3
2016-03-26,3
2016-03-27,2
2016-03-28,2
2016-03-29,2
2016-03-30,2
2016-03-31,3
2016-04-01,3
2016-04-02,3
2016-04-03,3
2016-04-04,4
2016-04-05,4
2016-04-06,4
2016-04-07,5
2016-04-08,5
2016-04-09,5
2016-04-10,5
2016-04-11,5
2016-04-12,6
2016-04-13,6
2016-04-14,6
2016-04-15,6
2016-04-16,6
2016-04-17,6
2016-04-18,5
2016-04-19,5
2016-04-20,5
2016-04-21,5
2016-04-22,5
2016-04-23,5
2016-04-24,4
2016-04-25,4
2016-04-26,3
2016-04-27,3
2016-04-28,3
2016-04-29,3
2016-04-30,3
2016-05-01,3
2016-05-02,3
2016-05-03,3
2016-05-04,3
2016-05-05,3
2016-05-06,3
2016-05-07,3
2016-05-08,3
2016-05-09,3
2016-05-10,3
2016-05-11,3
2016-05-12,3
2016-05-13,3
2016-05-14,3
2016-05-15,4
2016-05-16,4
2016-05-17,4
2016-05-18,4
2016-05-19,4
2016-05-22,4
2016-05-23,4
2016-05-24,3
2016-05-25,3
2016-05-26,3
2016-05-27,3
2016-05-28,2
2016-05-29,3
2016-05-30,3
2016-05-31,3
2016-06-01,4
2016-06-02,4
2016-06-03,4
2016-06-04,4
2016-06-05,4
2016-06-06,5
2016-06-07,5
2016-06-08,5
2016-06-09,5
2016-06-10,5
2016-06-11,5
2016-06-12,5
2016-06-13,5
2016-06-14,5
2016-06-15,5
2016-06-16,5
2016-06-17,6
2016-06-18,6
2016-06-19,6
2016-06-20,6
2016-06-21,7
2016-06-22,7
2016-06-23,8
2016-06-24,8
2016-06-25,9
2016-06-26,9
2016-06-27,9
2016-06-28,9
2016-06-29,9
2016-06-30,9
2016-07-01,9
2016-07-02,9
2016-07-03,9
2016-07-04,9
2016-07-05,9
2016-07-06,9
2016-07-07,9
2016-07-08,9
2016-07-09,9
2016-07-10,10
2016-07-11,10
2016-07-12,10
2016-07-13,10
2016-07-14,10
2016-07-15,10
2016-07-16,10
2016-07-17,10
2016-07-18,10
2016-07-24,11
2016-07-25,11
2016-07-26,11
2016-07-27,12
2016-07-28,12
2016-07-29,13
2016-07-30,13
2016-07-31,13
2016-08-01,13
2016-08-02,13
2016-08-03,13
2016-08-04,13
2016-08-05,13
2016-08-06,13
2016-08-07,13
2016-08-08,13
2016-08-09,13
2016-08-10,12
2016-08-11,12
2016-08-12,12
2016-08-13,12
2016-08-14,12
2016-08-15,12
2016-08-16,12
2016-08-17,12
2016-08-18,12
2016-08-19,12
2016-08-20,12
2016-08-21,12
2016-08-22,12
2016-08-23,12
2016-08-24,12
2016-08-25,12
2016-08-26,12
2016-08-28,12
2016-08-31,13
2016-09-01,14
2016-09-02,14
2016-09-03,14
2016-09-04,14
2016-09-05,14
2016-09-06,14
2016-09-07,14
2016-09-08,14
2016-09-09,13
2016-09-10,13
2016-09-11,13
2016-09-12,13
2016-09-13,13
2016-09-14,13
2016-09-15,13
2016-09-16,13
2016-09-17,13
2016-09-18,12
2016-09-19,12
2016-09-20,13
2016-09-21,13
2016-09-22,14
2016-09-23,14
2016-09-24,14
2016-09-25,15
2016-09-26,15
2016-09-27,16
2016-09-28,16
2016-09-29,17
2016-09-30,18
2016-10-01,18
2016-10-02,19
2016-10-03,19
2016-10-04,20
2016-10-05,20
2016-10-06,21
2016-10-07,21
2016-10-08,23
2016-10-09,23
2016-10-10,23
2016-10-11,25
2016-10-12,25
2016-10-13,27
2016-10-14,27
2016-10-15,27
2016-10-16,27
2016-10-17,29
2016-10-18,29
2016-10-19,31
2016-10-20,31
2016-10-21,33
2016-10-22,33
2016-10-23,35
2016-10-24,35
2016-10-25,35
2016-10-26,36
2016-10-27,36
2016-10-28,36
2016-10-29,37
2016-10-30,37
2016-10-31,39
2016-11-01,39
2016-11-02,39
2016-11-03,40
2016-11-04,40
2016-11-05,40
2016-11-06,42
2016-11-07,42
2016-11-08,42
2016-11-09,43
2016-11-10,43
2016-11-11,45
2016-11-12,45
2016-11-13,48
2016-11-14,48
2016-12-08,73
2016-12-09,73
2016-12-10,72
2016-12-11,72
2016-12-12,76
2016-12-13,76
2016-12-14,79
2016-12-15,79
2016-12-16,79
2016-12-17,79
2016-12-18,79
2016-12-19,78
2016-12-20,78
2016-12-21,78
2016-12-22,78
2016-12-23,75
2016-12-24,75
2016-12-25,72
2016-12-26,72
2016-12-27,72
2016-12-28,72
2016-12-29,71
2016-12-30,71
2016-12-31,72
2017-01-01,72
2017-01-02,72
2017-01-03,72
2017-01-04,75
2017-01-05,75
2017-01-06,77
2017-01-07,81
2017-01-08,81
2017-01-09,85
2017-01-10,85
2017-01-11,84
2017-01-12,82
2017-01-13,82
2017-01-14,78
2017-01-15,78
2017-01-16,76
2017-01-17,72
2017-01-18,68
2017-01-19,68
2017-01-20,65
2017-01-21,62
2017-01-22,62
2017-01-27,58
2017-01-28,58
2017-01-29,58
2017-01-30,58
2017-01-31,59
2017-02-01,59
2017-02-02,59
2017-02-03,61
2017-02-04,61
2017-02-05,61
2017-02-06,61
2017-02-07,65
2017-02-08,68
2017-02-09,68
2017-02-10,65
2017-02-11,65
2017-02-12,65
2017-02-13,65
2017-02-14,65
2017-02-15,63
2017-02-16,63
2017-02-18,64
2017-02-19,65
2017-02-20,65
2017-02-21,66
2017-02-22,66
2017-02-23,69
2017-02-24,69
2017-02-25,70
2017-02-26,70
2017-02-27,71
2017-02-28,71
2017-03-01,69
2017-03-02,69
2017-03-03,68
2017-03-04,68
2017-03-05,66
2017-03-06,62
2017-03-07,62
2017-03-08,58
2017-03-09,58
2017-03-10,58
2017-03-11,58
2017-03-12,58
2017-03-13,58
2017-03-14,58
2017-03-15,58
2017-03-16,59
2017-03-17,59
2017-03-18,57
2017-03-19,57
2017-03-20,57
2017-03-21,57
2017-03-22,57
2017-03-23,57
2017-03-24,57
2017-03-25,57
2017-03-26,55
2017-03-27,55
2017-03-28,54
2017-03-29,54
2017-03-30,53
2017-03-31,53
2017-04-01,53
2017-04-02,53
2017-04-03,54
2017-04-04,54
2017-04-12,57
2017-04-13,57
2017-04-14,57
2017-04-15,57
2017-04-16,56
2017-04-17,56
2017-04-18,57
2017-04-19,57
2017-04-20,58
2017-04-21,58
2017-04-22,57
2017-04-23,57
2017-04-24,56
2017-04-25,57
2017-04-26,57
2017-04-27,60
2017-04-28,60
2017-04-29,61
2017-04-30,61
2017-05-01,63
2017-05-02,63
2017-05-03,62
2017-05-04,62
2017-05-05,65
2017-05-06,65
2017-05-07,67
2017-05-08,67
2017-05-09,69
2017-05-10,69
2017-05-11,68
2017-05-12,68
2017-05-13,68
2017-05-14,68
2017-05-15,71
2017-05-16,71
2017-05-17,71
2017-05-18,71
2017-05-19,70
2017-05-20,73
2017-05-21,73
2017-05-22,71
2017-05-23,71
2017-05-24,69
2017-05-25,69
2017-05-26,72
2017-05-27,72
2017-05-28,73
2017-05-29,73
2017-05-30,75
2017-05-31,75
2017-06-01,76
2017-06-02,76
2017-06-03,76
2017-06-06,71
2017-06-07,71
2017-06-08,68
2017-06-09,68
2017-06-10,66
2017-06-11,62
2017-06-12,62
2017-06-13,61
2017-06-14,61
2017-06-15,59
2017-06-16,59
2017-06-17,61
2017-06-18,61
2017-06-19,61
2017-06-20,62
2017-06-21,62
2017-06-22,62
2017-06-23,62
2017-06-24,62
2017-06-25,62
2017-06-26,65
2017-06-27,65
2017-06-28,68
2017-06-29,68
2017-06-30,68
2017-07-01,68
2017-07-02,68
2017-07-03,70
2017-07-04,70
2017-07-05,72
2017-07-06,72
2017-07-07,75
2017-07-08,75
2017-07-13,78
2017-07-14,76
2017-07-15,76
2017-07-16,78
2017-07-17,78
2017-07-18,79
2017-07-19,79
2017-07-20,79
2017-07-21,79
2017-07-22,79
2017-07-23,79
2017-07-24,77
2017-07-25,77
2017-07-26,77
2017-07-27,77
2017-07-28,80
2017-07-29,80
2017-07-30,83
2017-07-31,83
2017-08-01,87
2017-08-02,86
2017-08-03,86
2017-08-04,84
2017-08-05,84
2017-08-06,84
2017-08-09,83
2017-08-10,83
2017-08-11,81
2017-08-12,81
2017-08-13,80
2017-08-14,80
2017-08-15,83
2017-08-16,83
2017-08-17,85
2017-08-18,85
2017-08-19,87
2017-08-20,92
2017-08-21,92
2017-08-22,94
2017-08-23,94
2017-08-24,94
2017-08-25,94
2017-08-26,96
2017-08-27,96
2017-08-28,96
2017-08-29,96
2017-08-30,96
2017-08-31,96
2017-09-01,97
2017-09-02,97
2017-09-03,97
2017-09-04,95
2017-09-05,98
2017-09-06,103
2017-09-07,108
2017-09-08,108
2017-09-09,108
2017-09-10,104
2017-09-11,104
2017-09-12,102
2017-09-13,101
2017-09-14,103
2017-09-15,103
2017-09-16,105
2017-09-17,106
2017-09-18,106
2017-09-19,105
2017-09-20,101
2017-09-21,101
2017-09-22,99
2017-09-23,99
2017-09-24,100
2017-09-25,100
2017-09-26,99
2017-09-27,99
2017-09-28,103
2017-09-29,103
2017-09-30,105
2017-10-01,105
2017-10-02,100
2017-10-03,100
2017-10-04,96
2017-10-05,92
2017-10-06,90
2017-10-07,90
2017-10-08,88
2017-10-09,88
2017-10-10,84
2017-10-11,84
2017-10-12,80
2017-10-13,80
2017-10-14,76
2017-10-15,76
2017-10-16,73
2017-10-17,73
2017-10-18,71
2017-10-19,71
2017-10-20,71
2017-10-21,70
2017-10-22,70
2017-10-23,68
2017-10-24,68
2017-10-25,66
2017-10-26,66
2017-10-27,66
2017-10-28,66
2017-10-29,65
2017-10-30,65
2017-10-31,66
2017-11-01,66
2017-11-02,66
2017-11-03,63
2017-11-04,62
2017-11-05,62
2017-11-06,60
2017-11-07,60
2017-11-08,60
2017-11-09,57
2017-11-10,57
2017-11-11,54
2017-11-12,54
2017-11-13,52
2017-11-14,52
2017-11-15,49
2017-11-16,49
2017-11-17,47
2017-11-18,47
2017-11-19,48
2017-11-20,48
2017-11-21,45
2017-11-22,45
2017-11-23,44
2017-11-24,44
2017-11-25,44
2017-11-26,44
2017-11-27,44
2017-11-28,43
2017-11-29,43
2017-11-30,43
2017-12-01,43
2017-12-02,43
2017-12-03,40
2017-12-04,40
2017-12-05,40
2017-12-06,40
2017-12-07,38
2017-12-08,38
2017-12-09,36
2017-12-10,36
2017-12-11,34
2017-12-12,34
2017-12-13,33
2017-12-14,33
2017-12-15,34
2017-12-16,34
2017-12-17,35
2017-12-18,36
2017-12-19,36
2017-12-20,35
2017-12-21,35
2017-12-22,34
2017-12-23,34
2017-12-24,34
2017-12-25,34
2017-12-26,34
2017-12-27,34
2017-12-28,35
2017-12-29,35
2017-12-30,36
2017-12-31,36
2018-01-01,36
2018-01-02,36
2018-01-03,36
2018-01-04,36
2018-01-05,37
2018-01-06,37
2018-01-07,36
2018-01-08,36
2018-01-09,34
2018-01-10,34
2018-01-11,33
2018-01-12,33
2018-01-13,32
2018-01-14,32
2018-01-15,31
2018-01-16,31
2018-01-17,31
2018-01-18,33
2018-01-19,33
2018-01-20,34
2018-01-21,34
2018-01-22,36
2018-01-23,37
2018-01-24,37
2018-01-25,39
2018-01-26,41
2018-01-27,44
2018-01-28,45
2018-01-29,44
2018-01-30,44
2018-02-01,46
2018-02-02,46
2018-02-03,46
2018-02-04,47
2018-02-05,49
2018-02-06,49
2018-02-07,51
2018-02-08,51
2018-02-09,52
2018-02-10,52
2018-02-11,53
2018-02-12,54
2018-02-13,54
2018-02-14,56
2018-02-15,59
2018-02-16,59
2018-02-17,60
2018-02-18,61
2018-02-19,59
2018-02-20,60
2018-02-21,62
2018-02-22,63
2018-02-23,62
2018-02-24,62
2018-02-25,65
2018-02-26,65
2018-02-27,65
2018-02-28,64
2018-03-01,61
2018-03-02,62
2018-03-03,64
2018-03-04,64
2018-03-05,67
2018-03-06,70
2018-03-07,74
2018-03-08,77
2018-03-09,80
2018-03-10,84
2018-03-11,87
2018-03-12,91
2018-03-13,94
2018-03-14,95
2018-03-15,99
2018-03-16,104
2018-03-17,107
2018-03-18,110
2018-03-19,106
2018-03-20,107
2018-03-21,109
2018-03-23,119
2018-03-24,122
2018-03-26,135
2018-03-27,141
2018-03-28,146
2018-03-29,154
2018-03-30,161
2018-03-31,168
2018-04-01,167
2018-04-02,173
2018-04-03,175
2018-04-04,182
2018-04-05,186
2018-04-06,195
2018-04-08,204
2018-04-09,211
2018-04-10,222
2018-04-11,231
2018-04-12,241
2018-04-13,252
2018-04-14,265
2018-04-16,286
2018-04-17,297
2018-04-18,305
2018-04-19,321
2018-04-20,330
2018-04-21,343
2018-04-22,353
2018-04-23,370
2018-04-24,383
2018-04-25,393
2018-04-26,398
2018-04-27,405
2018-04-28,402
2018-04-29,414
2018-04-30,429
2018-05-02,427
2018-05-03,419
2018-05-04,426
2018-05-05,437
2018-05-06,431
2018-05-08,448
2018-05-09,461
2018-05-10,473
2018-05-11,471
2018-05-12,486
2018-05-13,476
2018-05-14,483
2018-05-15,489
2018-05-16,473
2018-05-17,467
2018-05-18,448
2018-05-19,443
2018-05-20,448
2018-05-21,458
2018-05-22,475
2018-05-23,494
2018-05-24,493
2018-05-25,495
2018-05-26,507
2018-05-27,489
2018-05-28,513
2018-05-29,530
2018-05-30,542
2018-05-31,564
2018-06-01,566
2018-06-02,565
2018-06-03,573
2018-06-04,571
2018-06-05,595
2018-06-06,594
2018-06-07,568
2018-06-08,555
2018-06-09,531
2018-06-10,506
2018-06-11,481
2018-06-12,469
2018-06-13,450
2018-06-14,433
2018-06-15,417
2018-06-16,404
2018-06-17,402
2018-06-18,405
2018-06-19,405
2018-06-20,405
2018-06-21,402
2018-06-22,397
2018-06-23,379
2018-06-24,376
2018-06-25,383
2018-06-26,384
2018-06-27,389
2018-06-28,391
2018-06-29,394
2018-06-30,398
2018-07-01,391
2018-07-02,404
2018-07-03,405
2018-07-04,413
2018-07-05,415
2018-07-06,404
2018-07-07,389
2018-07-08,388
2018-07-09,386
2018-07-10,393
2018-07-11,396
2018-07-12,393
2018-07-13,399
2018-07-14,405
2018-07-15,405
2018-07-16,398
2018-07-17,399
2018-07-18,395
2018-07-19,413
2018-07-20,401
2018-07-21,405
2018-07-22,400
2018-07-23,401
2018-07-24,395
2018-07-25,389
2018-07-26,396
2018-07-27,398
2018-07-28,394
2018-07-29,377
2018-07-30,387
2018-07-31,376
2018-08-01,366
2018-08-02,378
2018-08-03,389
2018-08-04,385
2018-08-05,402
2018-08-06,422
2018-08-07,432
2018-08-08,432
2018-08-09,436
2018-08-10,446
2018-08-11,462
2018-08-12,459
2018-08-14,457
2018-08-16,462
2018-08-17,453
2018-08-18,434
2018-08-19,443
2018-08-20,448
2018-08-21,446
2018-08-22,458
2018-08-23,444
2018-08-24,451
2018-08-25,459
2018-08-26,462
2018-08-27,476
2018-08-28,489
2018-08-29,498
2018-08-30,504
2018-08-31,524
2018-09-01,538
2018-09-02,553
2018-09-03,577
2018-09-04,591
2018-09-05,604
2018-09-06,612
2018-09-07,596
2018-09-08,581
2018-09-09,557
2018-09-10,560
2018-09-11,541
2018-09-12,535
2018-09-13,528
2018-09-14,540
2018-09-15,538
2018-09-16,536
2018-09-17,522
2018-09-18,503
2018-09-19,480
2018-09-20,456
2018-09-21,443
2018-09-22,425
2018-09-23,403
2018-09-24,405
2018-09-25,423
2018-09-26,437
2018-09-27,445
2018-09-28,458
2018-09-29,474
2018-09-30,478
2018-10-02,477
2018-10-03,495
2018-10-04,507
2018-10-05,521
2018-10-06,540
2018-10-07,546
2018-10-08,561
2018-10-09,570
2018-10-10,581
2018-10-11,599
2018-10-12,623
2018-10-13,650
2018-10-14,673
2018-10-15,694
2018-10-16,716
2018-10-17,737
2018-10-18,738
2018-10-19,746
2018-10-20,772
2018-10-21,788
2018-10-22,808
2018-10-23,808
2018-10-24,820
2018-10-25,791
2018-10-26,777
2018-10-27,765
2018-10-28,766
2018-10-29,738
2018-10-30,739
2018-10-31,759
2018-11-01,768
2018-11-03,750
2018-11-04,748
2018-11-05,724
2018-11-06,725
2018-11-07,715
2018-11-08,707
2018-11-09,696
2018-11-10,673
2018-11-11,671
2018-11-12,657
2018-11-13,641
2018-11-14,612
2018-11-15,581
2018-11-16,564
2018-11-17,540
2018-11-18,517
2018-11-19,501
2018-11-20,481
2018-11-21,462
2018-11-22,452
2018-11-23,443
2018-11-24,428
2018-11-25,406
2018-11-26,385
2018-11-27,365
2018-11-28,346
2018-11-29,332
2018-12-01,304
2018-12-02,292
2018-12-03,277
2018-12-04,263
2018-12-05,256
2018-12-07,247
2018-12-09,240
2018-12-11,235
2018-12-12,243
2018-12-13,235
2018-12-14,224
2018-12-15,219
2018-12-16,217
2018-12-17,218
2018-12-18,208
2018-12-19,199
2018-12-20,192
2018-12-21,187
2018-12-22,186
2018-12-23,188
2018-12-24,182
2018-12-25,183
2018-12-26,190
2018-12-27,191
2018-12-28,183
2018-12-29,181
2018-12-30,186
2018-12-31,188
2019-01-01,186
2019-01-02,190
2019-01-03,196
2019-01-04,203
2019-01-05,198
2019-01-06,198
2019-01-08,193
2019-01-10,187
2019-01-11,180
2019-01-12,183
2019-01-13,184
2019-01-14,178
2019-01-15,172
2019-01-16,166
2019-01-17,159
2019-01-18,153
2019-01-19,146
2019-01-20,144
2019-01-21,142
2019-01-22,137
2019-01-23,133
2019-01-24,129
2019-01-25,127
2019-01-26,124
2019-01-27,117
2019-01-28,112
2019-01-29,110
2019-01-30,105
2019-01-31,100
2019-02-01,95
2019-02-02,90
2019-02-03,88
2019-02-04,83
2019-02-05,78
2019-02-06,75
2019-02-07,74
2019-02-08,72
2019-02-09,68
2019-02-10,65
2019-02-11,61
2019-02-12,58
2019-02-13,56
2019-02-14,56
2019-02-15,54
2019-02-16,52
2019-02-17,51
2019-02-18,52
2019-02-19,54
2019-02-20,56
2019-02-21,56
2019-02-22,55
2019-02-23,57
2019-02-24,56
2019-02-25,58
2019-02-26,60
2019-02-27,60
2019-02-28,60
2019-03-01,61
2019-03-02,61
2019-03-03,63
2019-03-04,65
2019-03-05,68
2019-03-06,67
2019-03-07,69
2019-03-08,73
2019-03-09,72
2019-03-10,72
2019-03-11,75
2019-03-12,72
2019-03-13,71
2019-03-14,74
2019-03-15,77
2019-03-16,78
2019-03-17,80
2019-03-18,78
2019-03-19,79
2019-03-20,80
2019-03-21,83
2019-03-22,84
2019-03-23,85
2019-03-24,88
2019-03-25,84
2019-03-26,89
2019-03-27,91
2019-03-28,93
2019-03-29,97
2019-03-30,101
2019-03-31,104
2019-04-01,106
2019-04-02,107
2019-04-03,104
2019-04-04,105
2019-04-05,104
2019-04-06,100
2019-04-07,97
2019-04-08,100
2019-04-09,102
2019-04-10,104
2019-04-11,108
2019-04-12,112
2019-04-13,112
2019-04-14,110
2019-04-15,115
2019-04-16,118
2019-04-17,118
2019-04-18,123
2019-04-19,129
2019-04-20,127
2019-04-21,126
2019-04-22,125
2019-04-23,129
2019-04-24,132
2019-04-25,135
2019-04-26,135
2019-04-27,132
2019-04-28,131
2019-04-29,134
2019-04-30,134
2019-05-01,130
2019-05-02,135
2019-05-03,138
2019-05-04,139
2019-05-05,143
2019-05-06,142
2019-05-07,147
2019-05-08,151
2019-05-09,147
2019-05-10,152
2019-05-11,156
2019-05-12,156
2019-05-13,158
2019-05-14,159
2019-05-15,165
2019-05-16,171
2019-05-17,168
2019-05-18,159
2019-05-19,157
2019-05-20,155
2019-05-21,147
2019-05-22,140
2019-05-23,138
2019-05-24,133
2019-05-25,126
2019-05-26,119
2019-05-27,113
2019-05-28,109
2019-05-29,104
2019-05-30,98
2019-05-31,93
2019-06-01,88
2019-06-02,83
2019-06-03,78
2019-06-04,75
2019-06-05,74
2019-06-06,74
2019-06-07,78
2019-06-08,77
2019-06-09,75
2019-06-10,77
2019-06-11,77
2019-06-12,78
2019-06-13,76
2019-06-14,75
2019-06-15,74
2019-06-16,77
2019-06-17,79
2019-06-18,82
2019-06-19,86
2019-06-20,89
2019-06-21,92
2019-06-22,94
2019-06-23,97
2019-06-24,97
2019-06-25,99
2019-06-26,103
2019-06-27,108
2019-06-28,111
2019-06-29,116
2019-06-30,117
2019-07-01,123
2019-07-02,129
2019-07-03,135
2019-07-04,141
2019-07-05,143
2019-07-06,147
2019-07-07,152
2019-07-08,158
2019-07-09,162
2019-07-10,166
2019-07-11,162
2019-07-12,167
2019-07-13,165
2019-07-14,162
2019-07-15,170
2019-07-16,166
2019-07-17,175
2019-07-18,182
2019-07-19,184
2019-07-20,189
2019-07-21,191
2019-07-22,184
2019-07-23,186
2019-07-24,192
2019-07-25,188
2019-07-26,193
2019-07-27,192
2019-07-28,192
2019-07-29,197
2019-07-30,197
2019-07-31,194
2019-08-01,196
2019-08-02,202
2019-08-03,207
2019-08-04,212
2019-08-05,204
2019-08-06,193
2019-08-07,190
2019-08-08,197
2019-08-09,200
2019-08-10,203
2019-08-11,205
2019-08-12,206
2019-08-13,203
2019-08-14,195
2019-08-15,195
2019-08-16,201
2019-08-17,197
2019-08-18,200
2019-08-19,191
2019-08-20,188
2019-08-21,185
2019-08-22,193
2019-08-23,199
2019-08-24,204
2019-08-24,204
2019-08-25,211
2019-08-25,211
2019-08-26,218
2019-08-26,218
2019-08-27,225
2019-08-27,225
2019-08-28,230
2019-08-29,231
2019-08-30,235
2019-08-31,227
2019-09-01,222
