date_obj,Unicorn%20horn price
2019-09-02,242
2019-09-03,251
2019-09-04,262
2019-09-05,269
2019-09-06,269
2019-09-07,266
2019-09-08,268
2019-09-09,256
2019-09-10,251
2019-09-11,252
2019-09-12,254
2019-09-13,260
2019-09-14,264
2019-09-15,260
2019-09-16,256
2019-09-17,259
2019-09-18,263
2019-09-19,263
2019-09-20,264
2019-09-21,258
2019-09-22,256
2019-09-23,259
2019-09-24,259
2019-09-25,252
2019-09-26,240
2019-09-27,240
2019-09-28,233
2019-09-29,233
2019-09-30,226
2019-10-01,218
2019-10-02,218
2019-10-03,216
2019-10-04,216
2019-10-05,217
2019-10-06,215
2019-10-07,215
2019-10-08,223
2019-10-09,223
2019-10-10,223
2019-10-11,223
2019-10-12,219
2019-10-13,225
2019-10-14,232
2019-10-15,232
2019-10-16,239
2019-10-17,239
2019-10-18,243
2019-10-19,240
2019-10-20,233
2019-10-21,241
2019-10-22,236
2019-10-23,230
2019-10-24,226
2019-10-25,218
2019-10-26,219
2019-10-27,227
2019-10-28,237
2019-10-29,237
2019-10-30,242
2019-10-31,254
2019-11-01,259
2019-11-02,249
2019-11-03,236
2019-11-04,230
2019-11-05,230
2019-11-06,238
2019-11-07,246
2019-11-08,241
2019-11-09,239
2019-11-10,229
2019-11-11,224
2019-11-12,224
2019-11-13,232
2019-11-14,232
2019-11-15,230
2019-11-16,219
2019-11-17,219
2019-11-18,214
2019-11-19,214
2019-11-20,209
2019-11-21,209
2019-11-22,211
2019-11-23,217
2019-11-24,223
2019-11-25,223
2019-11-26,217
2019-11-27,217
2019-11-28,214
2019-11-29,214
2019-11-30,209
2019-12-01,206
2019-12-02,206
2019-12-03,212
2019-12-04,215
2019-12-05,215
2019-12-06,214
2019-12-07,210
2019-12-08,210
2019-12-09,211
2019-12-10,210
2019-12-11,210
2019-12-12,208
2019-12-13,213
2019-12-14,214
2019-12-15,215
2019-12-16,215
2019-12-17,218
2019-12-18,218
2019-12-19,220
2019-12-20,228
2019-12-21,236
2019-12-22,245
2019-12-23,245
2019-12-24,254
2019-12-25,266
2019-12-26,266
2019-12-27,279
2019-12-28,284
2019-12-29,284
2019-12-30,277
2019-12-31,274
2020-01-01,282
2020-01-02,272
2020-01-03,259
2020-01-04,257
2020-01-05,245
2020-01-06,236
2020-01-07,234
2020-01-08,234
2020-01-09,230
2020-01-10,230
2020-01-11,232
2020-01-12,235
2020-01-13,235
2020-01-14,246
2020-01-15,257
2020-01-16,260
2020-01-17,257
2020-01-18,257
2020-01-19,262
2020-01-20,262
2020-01-21,262
2020-01-22,261
2020-01-23,258
2020-01-24,257
2020-01-25,252
2020-01-26,239
2020-01-27,227
2020-01-28,218
2020-01-29,222
2020-01-30,221
2020-01-31,217
2020-02-01,213
2020-02-02,203
2020-02-03,200
2020-02-04,205
2020-02-05,210
2020-02-06,219
2020-02-07,225
2020-02-08,223
2020-02-09,212
2020-02-10,213
2020-02-11,204
2020-02-12,199
2020-02-13,199
2020-02-14,204
2020-02-15,211
2020-02-16,216
2020-02-17,217
2020-02-18,226
2020-02-19,231
2020-02-20,242
2020-02-21,242
2020-02-22,249
2020-02-23,252
2020-02-24,257
2020-02-25,255
2020-02-26,260
2020-02-27,257
2020-02-28,251
2020-02-29,251
2020-03-01,242
2020-03-02,236
2020-03-03,234
2020-03-04,225
2020-03-05,216
2020-03-06,208
2020-03-07,202
2020-03-08,203
2020-03-09,211
2020-03-10,219
2020-03-11,221
2020-03-12,217
2020-03-13,215
2020-03-14,214
2020-03-15,207
2020-03-16,201
2020-03-17,202
2020-03-18,204
2020-03-19,208
2020-03-20,204
2020-03-21,199
2020-03-22,201
2020-03-23,200
2020-03-24,205
2020-03-25,213
2020-03-26,214
2020-03-27,214
2020-03-28,214
2020-03-29,217
2020-03-30,221
2020-03-31,224
2020-04-01,216
2020-04-02,216
2020-04-03,216
2020-04-04,216
2020-04-05,219
2020-04-06,222
2020-04-07,222
2020-04-08,221
2020-04-09,215
2020-04-10,210
2020-04-11,211
2020-04-12,215
2020-04-13,214
2020-04-14,213
2020-04-15,213
2020-04-16,221
2020-04-17,224
2020-04-18,225
2020-04-19,219
2020-04-20,221
2020-04-21,230
2020-04-22,231
2020-04-23,229
2020-04-24,235
2020-04-25,233
2020-04-26,232
2020-04-27,236
2020-04-28,241
2020-04-29,234
2020-04-30,227
2020-05-01,222
2020-05-02,221
2020-05-03,221
2020-05-04,224
2020-05-05,231
2020-05-06,238
2020-05-07,244
2020-05-08,239
2020-05-09,246
2020-05-10,249
2020-05-11,251
2020-05-12,244
2020-05-13,240
