date_obj,Dharok's%20platelegs price
2015-08-21,471140
2015-08-22,457596
2015-08-23,451197
2015-08-24,439906
2015-08-25,447009
2015-08-26,447414
2015-08-27,433786
2015-08-28,453054
2015-08-29,465630
2015-08-30,451007
2015-08-31,459861
2015-09-01,473036
2015-09-02,458618
2015-09-03,446844
2015-09-04,444926
2015-09-05,449137
2015-09-06,453739
2015-09-07,464950
2015-09-08,470293
2015-09-09,487346
2015-09-10,508609
2015-09-11,532648
2015-09-12,533703
2015-09-13,543658
2015-09-14,570761
2015-09-15,577015
2015-09-16,554917
2015-09-17,567344
2015-09-18,589783
2015-09-19,572998
2015-09-20,545354
2015-09-21,550774
2015-09-22,577370
2015-09-23,571297
2015-09-24,543056
2015-09-25,521462
2015-09-27,513496
2015-09-28,492569
2015-09-29,508955
2015-09-30,522044
2015-10-05,530752
2015-10-06,518711
2015-10-07,526948
2015-10-08,512515
2015-10-09,509137
2015-10-10,509137
2015-10-11,515503
2015-10-12,515872
2015-10-13,535692
2015-10-14,560377
2015-10-15,553505
2015-10-16,572970
2015-10-17,572970
2015-10-18,580443
2015-10-19,571878
2015-10-20,577065
2015-10-22,566834
2015-10-23,565903
2015-10-24,561076
2015-10-25,574201
2015-10-26,556177
2015-10-27,579386
2015-10-29,615109
2015-10-30,611783
2015-10-31,619637
2015-11-01,619637
2015-11-02,599758
2015-11-03,588842
2015-11-04,594355
2015-11-05,584215
2015-11-06,603426
2015-11-07,601249
2015-11-08,601249
2015-11-09,582459
2015-11-10,602739
2015-11-11,602011
2015-11-12,624098
2015-11-13,616786
2015-11-14,614515
2015-11-15,630425
2015-11-16,621142
2015-11-17,609817
2015-11-18,601870
2015-11-19,605435
2015-11-20,604418
2015-11-21,604418
2015-11-22,610644
2015-11-23,610644
2015-11-24,598969
2015-11-25,602117
2015-11-26,602117
2015-11-27,611229
2015-11-28,633440
2015-11-29,642617
2015-11-30,642805
2015-12-01,657132
2015-12-02,660411
2015-12-03,667833
2015-12-04,673106
2015-12-05,650144
2015-12-06,646208
2015-12-07,638246
2015-12-08,631125
2015-12-09,650923
2015-12-10,671417
2015-12-11,653507
2015-12-12,644854
2015-12-13,646870
2015-12-14,646870
2015-12-15,670008
2015-12-16,692078
2015-12-17,695789
2015-12-18,680680
2015-12-19,662739
2015-12-20,647174
2015-12-21,629933
2015-12-22,609747
2015-12-23,605601
2015-12-24,619188
2015-12-25,642895
2015-12-26,673522
2015-12-27,692652
2015-12-28,693482
2015-12-29,688265
2015-12-30,676052
2015-12-31,684888
2016-01-01,680474
2016-01-02,682333
2016-01-03,679716
2016-01-04,676218
2016-01-05,670235
2016-01-06,673024
2016-01-07,647558
2016-01-08,647927
2016-01-09,649414
2016-01-10,648456
2016-01-11,635416
2016-01-12,629716
2016-01-13,627455
2016-01-14,622446
2016-01-15,628384
2016-01-16,639192
2016-01-17,627556
2016-01-18,636687
2016-01-19,641273
2016-01-20,642261
2016-01-21,656942
2016-01-22,677050
2016-01-23,703750
2016-01-24,722202
2016-01-25,689998
2016-01-26,672814
2016-01-27,673497
2016-01-28,673497
2016-01-29,690530
2016-01-30,716618
2016-01-31,750944
2016-02-01,741031
2016-02-02,720104
2016-02-03,705073
2016-02-04,689081
2016-02-05,679992
2016-02-06,701732
2016-02-07,712750
2016-02-08,698080
2016-02-09,696866
2016-02-10,699249
2016-02-11,707713
2016-02-12,717982
2016-02-13,737291
2016-02-14,726263
2016-02-15,719991
2016-02-16,727944
2016-02-17,761415
2016-02-18,781730
2016-02-19,794247
2016-02-20,827816
2016-02-21,848010
2016-02-22,848010
2016-02-23,885172
2016-02-24,913305
2016-02-25,889354
2016-02-26,879532
2016-02-27,865398
2016-02-28,853137
2016-02-29,848702
2016-03-01,832487
2016-03-02,821173
2016-03-03,798008
2016-03-04,808910
2016-03-05,825443
2016-03-06,810908
2016-03-07,810687
2016-03-08,815645
2016-03-09,831353
2016-03-10,849243
2016-03-11,827215
2016-03-12,831853
2016-03-13,838894
2016-03-14,866315
2016-03-15,853543
2016-03-16,857091
2016-03-17,843032
2016-03-18,842291
2016-03-19,872596
2016-03-20,884895
2016-03-21,882131
2016-03-22,892103
2016-03-23,895791
2016-03-24,857562
2016-03-25,848358
2016-03-26,824636
2016-03-27,809562
2016-03-28,807630
2016-03-29,775361
2016-03-30,775361
2016-03-31,794577
2016-04-01,793739
2016-04-02,780001
2016-04-03,778997
2016-04-04,802438
2016-04-05,810141
2016-04-06,789772
2016-04-07,783096
2016-04-08,772510
2016-04-09,766283
2016-04-10,749829
2016-04-11,749829
2016-04-12,712813
2016-04-13,705162
2016-04-14,703989
2016-04-15,706004
2016-04-16,709184
2016-04-17,704521
2016-04-18,716763
2016-04-19,741986
2016-04-20,757762
2016-04-21,750119
2016-04-22,775634
2016-04-23,782950
2016-04-24,778710
2016-04-25,801645
2016-04-26,815914
2016-04-27,801760
2016-04-28,783286
2016-04-29,749846
2016-04-30,767196
2016-05-01,800739
2016-05-02,836834
2016-05-03,840076
2016-05-04,852869
2016-05-05,835487
2016-05-06,809490
2016-05-07,816266
2016-05-08,827846
2016-05-09,834659
2016-05-10,850304
2016-05-11,842926
2016-05-12,831323
2016-05-13,825564
2016-05-14,826508
2016-05-15,823178
2016-05-16,802540
2016-05-17,799197
2016-05-18,772946
2016-05-19,779774
2016-05-22,777026
2016-05-23,798406
2016-05-24,766299
2016-05-25,771813
2016-05-26,770138
2016-05-27,775185
2016-05-28,780470
2016-05-29,811357
2016-05-30,837848
2016-05-31,815286
2016-06-01,807472
2016-06-02,812424
2016-06-03,829150
2016-06-04,795863
2016-06-05,770706
2016-06-06,776283
2016-06-07,776283
2016-06-08,754899
2016-06-09,756531
2016-06-10,766786
2016-06-11,772751
2016-06-12,777804
2016-06-13,779737
2016-06-14,773692
2016-06-15,777022
2016-06-16,772273
2016-06-17,772848
2016-06-18,793995
2016-06-19,795509
2016-06-20,788245
2016-06-21,793477
2016-06-22,794576
2016-06-23,808884
2016-06-24,813089
2016-06-25,790694
2016-06-26,791742
2016-06-27,829643
2016-06-28,851558
2016-06-29,872586
2016-06-30,850332
2016-07-01,835213
2016-07-02,821167
2016-07-03,835226
2016-07-04,833315
2016-07-05,828394
2016-07-06,792558
2016-07-07,776200
2016-07-08,770541
2016-07-09,779553
2016-07-10,788181
2016-07-11,768132
2016-07-12,730148
2016-07-13,713294
2016-07-14,723094
2016-07-15,730819
2016-07-16,708979
2016-07-17,738465
2016-07-18,726551
2016-07-23,722986
2016-07-24,728162
2016-07-25,730512
2016-07-26,722214
2016-07-27,703023
2016-07-28,693244
2016-07-29,698915
2016-07-30,709601
2016-07-31,701090
2016-08-01,700887
2016-08-02,706134
2016-08-03,705664
2016-08-04,715652
2016-08-05,699693
2016-08-06,675062
2016-08-07,655575
2016-08-08,657571
2016-08-09,668028
2016-08-10,665505
2016-08-11,673840
2016-08-12,670850
2016-08-13,663176
2016-08-14,664322
2016-08-15,677580
2016-08-16,703008
2016-08-17,705247
2016-08-18,703354
2016-08-19,686976
2016-08-20,712557
2016-08-21,726277
2016-08-22,700692
2016-08-23,666263
2016-08-24,686420
2016-08-25,689007
2016-08-26,689007
2016-08-28,703920
2016-08-31,732423
2016-09-01,724864
2016-09-02,724864
2016-09-03,691313
2016-09-04,657497
2016-09-05,665138
2016-09-06,684054
2016-09-07,700785
2016-09-08,706985
2016-09-09,685834
2016-09-10,704201
2016-09-11,704201
2016-09-12,717431
2016-09-13,704522
2016-09-14,704522
2016-09-15,709583
2016-09-16,709583
2016-09-17,709160
2016-09-18,731734
2016-09-19,722761
2016-09-20,722761
2016-09-21,717811
2016-09-22,715921
2016-09-23,708249
2016-09-24,708249
2016-09-25,729984
2016-09-26,718255
2016-09-27,732077
2016-09-28,740735
2016-09-29,723333
2016-09-30,742499
2016-10-01,767958
2016-10-02,766687
2016-10-03,769327
2016-10-04,786704
2016-10-05,795473
2016-10-06,804694
2016-10-07,828012
2016-10-08,853446
2016-10-09,855550
2016-10-10,829515
2016-10-11,821052
2016-10-12,857481
2016-10-13,845076
2016-10-14,861862
2016-10-15,842721
2016-10-16,804430
2016-10-17,814848
2016-10-18,833760
2016-10-19,850132
2016-10-20,836589
2016-10-21,823597
2016-10-22,823597
2016-10-23,835288
2016-10-24,846548
2016-10-25,846548
2016-10-26,843891
2016-10-27,816143
2016-10-28,799704
2016-10-29,798883
2016-10-30,796077
2016-10-31,813026
2016-11-01,813026
2016-11-02,836274
2016-11-03,846300
2016-11-04,822522
2016-11-05,810498
2016-11-06,815914
2016-11-07,820564
2016-11-08,822064
2016-11-09,829609
2016-11-10,843549
2016-11-11,813886
2016-11-12,806889
2016-11-13,797123
2016-11-14,801912
2016-11-15,808875
2016-12-07,819794
2016-12-08,826410
2016-12-09,814109
2016-12-10,810586
2016-12-11,818948
2016-12-12,824101
2016-12-13,801330
2016-12-14,799509
2016-12-15,808445
2016-12-16,832710
2016-12-17,838431
2016-12-18,832569
2016-12-19,805894
2016-12-20,795489
2016-12-21,789650
2016-12-22,790626
2016-12-23,788523
2016-12-24,783003
2016-12-25,782211
2016-12-26,787505
2016-12-27,796084
2016-12-28,788816
2016-12-29,779106
2016-12-30,792659
2016-12-31,802067
2017-01-01,811823
2017-01-02,790038
2017-01-03,792330
2017-01-04,784070
2017-01-05,778271
2017-01-06,747545
2017-01-07,735411
2017-01-08,727782
2017-01-09,723841
2017-01-10,721856
2017-01-11,720175
2017-01-12,720441
2017-01-13,732745
2017-01-14,742817
2017-01-15,729151
2017-01-16,725779
2017-01-17,736669
2017-01-18,738682
2017-01-19,727097
2017-01-20,724666
2017-01-21,730198
2017-01-22,738830
2017-01-23,729531
2017-01-27,713653
2017-01-28,714988
2017-01-29,712070
2017-01-30,714541
2017-01-31,717454
2017-02-01,714436
2017-02-02,717344
2017-02-03,723809
2017-02-04,720189
2017-02-05,714863
2017-02-06,718422
2017-02-07,716567
2017-02-08,712206
2017-02-09,712206
2017-02-10,713385
2017-02-11,712792
2017-02-12,709022
2017-02-13,708343
2017-02-14,714870
2017-02-15,702191
2017-02-16,669848
2017-02-18,682740
2017-02-19,702553
2017-02-20,689912
2017-02-21,689586
2017-02-22,683542
2017-02-23,662526
2017-02-24,634283
2017-02-25,613063
2017-02-26,605511
2017-02-27,610023
2017-02-28,613126
2017-03-01,617081
2017-03-02,630013
2017-03-03,649977
2017-03-04,654597
2017-03-05,649810
2017-03-06,648745
2017-03-07,647657
2017-03-08,647128
2017-03-09,646865
2017-03-10,647867
2017-03-11,648914
2017-03-12,649173
2017-03-13,648550
2017-03-14,648484
2017-03-15,648080
2017-03-16,648858
2017-03-17,650642
2017-03-18,648643
2017-03-19,648604
2017-03-20,648525
2017-03-21,648018
2017-03-22,644624
2017-03-23,642944
2017-03-24,641426
2017-03-25,640594
2017-03-26,640417
2017-03-27,640761
2017-03-28,640683
2017-03-29,641087
2017-03-30,641550
2017-03-31,641930
2017-04-01,642341
2017-04-02,642516
2017-04-03,647608
2017-04-04,643739
2017-04-12,621869
2017-04-13,622845
2017-04-14,625571
2017-04-15,628497
2017-04-16,627022
2017-04-17,626316
2017-04-18,627030
2017-04-19,629151
2017-04-20,632488
2017-04-21,639468
2017-04-22,640042
2017-04-23,649021
2017-04-24,664144
2017-04-25,691964
2017-04-26,701445
2017-04-27,680431
2017-04-28,690045
2017-04-29,699524
2017-04-30,708551
2017-05-01,720929
2017-05-02,725834
2017-05-03,739723
2017-05-04,774591
2017-05-05,779128
2017-05-06,801488
2017-05-07,811789
2017-05-08,824309
2017-05-09,821000
2017-05-10,818354
2017-05-11,816666
2017-05-12,815723
2017-05-13,816609
2017-05-14,816633
2017-05-15,816842
2017-05-16,817466
2017-05-17,817622
2017-05-18,816452
2017-05-19,817840
2017-05-20,816661
2017-05-21,816661
2017-05-22,816244
2017-05-23,816115
2017-05-24,816209
2017-05-25,817303
2017-05-26,819116
2017-05-27,816802
2017-05-28,816645
2017-05-29,816129
2017-05-30,816181
2017-05-31,816108
2017-06-01,817991
2017-06-02,818181
2017-06-03,816624
2017-06-04,815861
2017-06-05,815689
2017-06-06,816347
2017-06-07,817337
2017-06-08,817337
2017-06-09,814085
2017-06-10,811292
2017-06-11,810781
2017-06-12,803572
2017-06-13,801600
2017-06-14,800850
2017-06-15,800610
2017-06-16,800776
2017-06-17,800547
2017-06-18,800418
2017-06-19,800418
2017-06-20,801052
2017-06-21,801278
2017-06-22,801342
2017-06-23,801717
2017-06-24,805569
2017-06-25,802755
2017-06-26,801749
2017-06-27,801030
2017-06-28,801324
2017-06-29,801316
2017-06-30,800897
2017-07-01,800897
2017-07-02,801208
2017-07-03,800757
2017-07-04,801101
2017-07-05,801101
2017-07-06,800585
2017-07-07,800704
2017-07-08,801356
2017-07-13,809832
2017-07-14,800610
2017-07-15,800287
2017-07-16,801286
2017-07-17,801091
2017-07-18,801681
2017-07-19,802480
2017-07-20,802637
2017-07-21,803240
2017-07-22,803403
2017-07-23,802985
2017-07-24,802266
2017-07-25,802644
2017-07-26,802576
2017-07-27,802305
2017-07-28,802243
2017-07-29,800827
2017-07-30,804767
2017-07-31,804767
2017-08-01,808291
2017-08-02,808982
2017-08-03,807456
2017-08-04,808029
2017-08-05,809122
2017-08-06,808252
2017-08-09,808424
2017-08-10,808476
2017-08-11,806473
2017-08-12,806160
2017-08-13,806696
2017-08-14,806971
2017-08-15,806968
2017-08-16,806787
2017-08-17,806973
2017-08-18,806973
2017-08-19,806558
2017-08-20,803624
2017-08-21,812040
2017-08-22,810730
2017-08-23,810510
2017-08-24,812989
2017-08-25,809847
2017-08-26,810679
2017-08-27,820168
2017-08-28,854637
2017-08-29,897369
2017-08-30,942100
2017-08-31,958531
2017-09-01,965630
2017-09-03,961419
2017-09-04,959112
2017-09-05,956769
2017-09-06,956604
2017-09-07,956486
2017-09-08,956160
2017-09-09,956874
2017-09-10,957722
2017-09-11,956711
2017-09-12,956549
2017-09-13,956660
2017-09-14,957829
2017-09-15,957829
2017-09-16,957552
2017-09-17,965211
2017-09-18,966344
2017-09-19,968248
2017-09-20,986655
2017-09-21,1019108
2017-09-22,1039528
2017-09-23,1039528
2017-09-24,1027120
2017-09-25,1026762
2017-09-26,1027196
2017-09-27,1026571
2017-09-28,1035181
2017-09-29,1069161
2017-09-30,1058249
2017-10-01,1080990
2017-10-02,1106726
2017-10-03,1114667
2017-10-04,1111332
2017-10-05,1112432
2017-10-06,1111705
2017-10-07,1125034
2017-10-08,1113267
2017-10-09,1111707
2017-10-10,1111421
2017-10-11,1111421
2017-10-12,1111615
2017-10-13,1111521
2017-10-14,1111389
2017-10-15,1111389
2017-10-16,1111578
2017-10-17,1111578
2017-10-18,1111476
2017-10-19,1111568
2017-10-20,1111535
2017-10-21,1111531
2017-10-22,1111578
2017-10-23,1113239
2017-10-24,1113212
2017-10-25,1107681
2017-10-26,1104479
2017-10-27,1104094
2017-10-28,1104094
2017-10-29,1103760
2017-10-30,1103362
2017-10-31,1103264
2017-11-01,1103264
2017-11-02,1103643
2017-11-03,1103557
2017-11-04,1103187
2017-11-05,1103131
2017-11-06,1103375
2017-11-07,1104179
2017-11-08,1103558
2017-11-09,1102913
2017-11-10,1103172
2017-11-11,1103025
2017-11-12,1103191
2017-11-13,1103782
2017-11-14,1103542
2017-11-15,1103400
2017-11-16,1103142
2017-11-17,1103082
2017-11-18,1103186
2017-11-19,1103345
2017-11-20,1102474
2017-11-21,1103670
2017-11-22,1104591
2017-11-23,1106166
2017-11-24,1103804
2017-11-25,1103961
2017-11-26,1104116
2017-11-27,1104116
2017-11-28,1104277
2017-11-29,1103518
2017-11-30,1103924
2017-12-01,1104575
2017-12-02,1105278
2017-12-03,1104146
2017-12-04,1104299
2017-12-05,1104213
2017-12-06,1103727
2017-12-07,1103958
2017-12-08,1103958
2017-12-09,1105016
2017-12-10,1105133
2017-12-11,1104824
2017-12-12,1104629
2017-12-13,1104112
2017-12-14,1106778
2017-12-15,1119622
2017-12-16,1137084
2017-12-17,1147651
2017-12-18,1182773
2017-12-19,1202519
2017-12-20,1202479
2017-12-21,1197077
2017-12-22,1185554
2017-12-23,1176516
2017-12-24,1176924
2017-12-25,1176824
2017-12-26,1177303
2017-12-27,1189988
2017-12-28,1191320
2017-12-29,1190340
2017-12-30,1188691
2017-12-31,1186949
2018-01-01,1186447
2018-01-02,1182243
2018-01-03,1182074
2018-01-04,1182532
2018-01-05,1178183
2018-01-06,1183701
2018-01-07,1194358
2018-01-08,1243213
2018-01-09,1250762
2018-01-10,1247724
2018-01-11,1245772
2018-01-12,1243823
2018-01-13,1245382
2018-01-14,1274526
2018-01-15,1302079
2018-01-16,1301560
2018-01-17,1299782
2018-01-18,1299104
2018-01-19,1299104
2018-01-20,1298050
2018-01-21,1299190
2018-01-22,1300826
2018-01-23,1298833
2018-01-25,1300410
2018-01-26,1300529
2018-01-27,1300525
2018-01-28,1299179
2018-01-29,1300763
2018-01-30,1299342
2018-01-31,1300160
2018-02-01,1300074
2018-02-02,1300143
2018-02-03,1300905
2018-02-04,1300654
2018-02-05,1299128
2018-02-06,1298933
2018-02-07,1300100
2018-02-08,1300103
2018-02-09,1296655
2018-02-10,1298265
2018-02-11,1300321
2018-02-12,1299923
2018-02-13,1301140
2018-02-14,1299777
2018-02-15,1300957
2018-02-16,1296972
2018-02-17,1296688
2018-02-18,1295762
2018-02-19,1299503
2018-02-20,1299078
2018-02-21,1300544
2018-02-22,1300206
2018-02-23,1298647
2018-02-24,1296663
2018-02-25,1298890
2018-02-26,1299084
2018-02-27,1298658
2018-02-28,1298791
2018-03-01,1300027
2018-03-02,1299520
2018-03-03,1297571
2018-03-04,1265788
2018-03-05,1256533
2018-03-06,1256129
2018-03-07,1257620
2018-03-08,1257690
2018-03-09,1256133
2018-03-10,1256438
2018-03-11,1257095
2018-03-12,1257170
2018-03-13,1258438
2018-03-14,1257740
2018-03-15,1258063
2018-03-16,1256901
2018-03-17,1257627
2018-03-18,1258293
2018-03-19,1258418
2018-03-20,1258303
2018-03-21,1258302
2018-03-23,1257401
2018-03-24,1257352
2018-03-25,1257726
2018-03-26,1258362
2018-03-27,1257787
2018-03-28,1257987
2018-03-29,1256326
2018-03-30,1257062
2018-03-31,1257650
2018-04-01,1257610
2018-04-02,1258325
2018-04-03,1259378
2018-04-04,1257859
2018-04-05,1258255
2018-04-06,1259117
2018-04-07,1259745
2018-04-08,1260506
2018-04-09,1259979
2018-04-10,1259720
2018-04-11,1259995
2018-04-12,1259615
2018-04-13,1260101
2018-04-14,1258773
2018-04-15,1258651
2018-04-16,1258488
2018-04-17,1259473
2018-04-18,1258319
2018-04-19,1257901
2018-04-20,1259247
2018-04-21,1259471
2018-04-22,1258765
2018-04-23,1257995
2018-04-24,1258980
2018-04-25,1259099
2018-04-26,1260030
2018-04-27,1259569
2018-04-28,1258975
2018-04-29,1258944
2018-04-30,1259399
2018-05-01,1258333
2018-05-03,1229080
2018-05-04,1229153
2018-05-05,1229060
2018-05-07,1229549
2018-05-08,1230299
2018-05-09,1229121
2018-05-10,1229415
2018-05-11,1228538
2018-05-12,1229374
2018-05-13,1228891
2018-05-14,1229531
2018-05-15,1228577
2018-05-16,1229514
2018-05-17,1230701
2018-05-18,1230931
2018-05-19,1230372
2018-05-20,1229830
2018-05-21,1229314
2018-05-22,1229563
2018-05-23,1230299
2018-05-24,1229033
2018-05-25,1229711
2018-05-26,1206905
2018-05-27,1156579
2018-05-28,1154903
2018-05-29,1156481
2018-05-30,1156308
2018-05-31,1154565
2018-06-01,1155349
2018-06-02,1160715
2018-06-03,1162550
2018-06-04,1162248
2018-06-05,1162297
2018-06-06,1141329
2018-06-07,1131335
2018-06-08,1107918
2018-06-09,1106460
2018-06-10,1104292
2018-06-11,1104375
2018-06-12,1105390
2018-06-13,1104202
2018-06-14,1092701
2018-06-15,1102793
2018-06-16,1102301
2018-06-17,1102479
2018-06-18,1102640
2018-06-19,1102956
2018-06-20,1101297
2018-06-21,1102044
2018-06-22,1102410
2018-06-23,1101976
2018-06-24,1103097
2018-06-25,1102903
2018-06-26,1102963
2018-06-27,1103182
2018-06-28,1102883
2018-06-29,1134735
2018-06-30,1134929
2018-07-01,1132683
2018-07-02,1131559
2018-07-03,1131100
2018-07-04,1130782
2018-07-05,1130753
2018-07-06,1131731
2018-07-07,1132485
2018-07-08,1132796
2018-07-09,1132752
2018-07-10,1165097
2018-07-11,1177840
2018-07-12,1175891
2018-07-13,1174693
2018-07-14,1174633
2018-07-15,1174908
2018-07-16,1174603
2018-07-17,1175079
2018-07-18,1176844
2018-07-19,1179075
2018-07-20,1180312
2018-07-21,1179831
2018-07-22,1179396
2018-07-23,1180173
2018-07-24,1181422
2018-07-25,1181238
2018-07-26,1151186
2018-07-27,1143141
2018-07-28,1142673
2018-07-29,1111368
2018-07-30,1104257
2018-07-31,1103043
2018-08-01,1103479
2018-08-02,1102882
2018-08-03,1103393
2018-08-04,1101506
2018-08-05,1110167
2018-08-06,1164118
2018-08-07,1172837
2018-08-08,1203899
2018-08-09,1246495
2018-08-10,1298474
2018-08-11,1360028
2018-08-12,1418513
2018-08-14,1428094
2018-08-16,1296014
2018-08-17,1231213
2018-08-18,1169652
2018-08-19,1117756
2018-08-20,1138660
2018-08-21,1147132
2018-08-22,1146753
2018-08-23,1148938
2018-08-24,1147590
2018-08-25,1148469
2018-08-26,1148583
2018-08-27,1149010
2018-08-28,1167066
2018-08-29,1177088
2018-08-30,1177804
2018-08-31,1177431
2018-09-01,1178797
2018-09-02,1181740
2018-09-03,1181642
2018-09-04,1181406
2018-09-05,1212436
2018-09-06,1244020
2018-09-07,1273325
2018-09-08,1276164
2018-09-09,1274214
2018-09-10,1276546
2018-09-11,1275976
2018-09-12,1277862
2018-09-13,1263278
2018-09-14,1245634
2018-09-15,1246536
2018-09-16,1249653
2018-09-17,1246837
2018-09-18,1226344
2018-09-19,1218879
2018-09-20,1218501
2018-09-21,1182042
2018-09-22,1163539
2018-09-23,1162894
2018-09-24,1186447
2018-09-25,1194685
2018-09-26,1197468
2018-09-27,1236141
2018-09-28,1249409
2018-09-29,1230674
2018-09-30,1228746
2018-10-01,1234495
2018-10-02,1237870
2018-10-03,1238144
2018-10-04,1238329
2018-10-05,1238697
2018-10-06,1234223
2018-10-07,1221514
2018-10-08,1219012
2018-10-09,1221776
2018-10-10,1221652
2018-10-11,1221564
2018-10-12,1221620
2018-10-13,1221663
2018-10-14,1221419
2018-10-15,1221353
2018-10-16,1221394
2018-10-17,1221295
2018-10-18,1221758
2018-10-19,1221447
2018-10-20,1221660
2018-10-21,1221992
2018-10-22,1227263
2018-10-23,1222347
2018-10-24,1222143
2018-10-25,1222451
2018-10-26,1254992
2018-10-27,1268881
2018-10-28,1270341
2018-10-29,1281467
2018-10-30,1281780
2018-10-31,1282128
2018-11-01,1302460
2018-11-03,1322240
2018-11-04,1314873
2018-11-05,1314154
2018-11-06,1349058
2018-11-07,1360236
2018-11-08,1360905
2018-11-09,1357557
2018-11-10,1352715
2018-11-11,1356490
2018-11-12,1372226
2018-11-13,1386087
2018-11-14,1386306
2018-11-15,1386945
2018-11-16,1394616
2018-11-17,1416466
2018-11-18,1442924
2018-11-19,1461948
2018-11-20,1505874
2018-11-21,1525388
2018-11-22,1524237
2018-11-23,1522803
2018-11-24,1521407
2018-11-25,1515505
2018-11-26,1516462
2018-11-27,1498289
2018-11-28,1495521
2018-11-29,1487396
2018-12-01,1425121
2018-12-02,1406249
2018-12-03,1404482
2018-12-04,1429107
2018-12-05,1439063
2018-12-07,1416465
2018-12-09,1399822
2018-12-10,1395578
2018-12-11,1434597
2018-12-12,1438838
2018-12-13,1396784
2018-12-14,1354621
2018-12-15,1346957
2018-12-16,1356218
2018-12-17,1366745
2018-12-18,1358620
2018-12-19,1361834
2018-12-20,1352426
2018-12-21,1361128
2018-12-22,1369092
2018-12-23,1364973
2018-12-24,1363343
2018-12-25,1365588
2018-12-26,1358785
2018-12-27,1364258
2018-12-28,1365840
2018-12-29,1401268
2018-12-30,1403428
2018-12-31,1369025
2019-01-01,1361876
2019-01-02,1365017
2019-01-03,1371442
2019-01-04,1371582
2019-01-05,1371507
2019-01-06,1371603
2019-01-08,1371498
2019-01-10,1371367
2019-01-11,1371330
2019-01-12,1371188
2019-01-13,1371392
2019-01-14,1371228
2019-01-15,1371268
2019-01-16,1370882
2019-01-17,1351524
2019-01-18,1341131
2019-01-19,1325879
2019-01-20,1286878
2019-01-21,1281051
2019-01-22,1280896
2019-01-23,1280853
2019-01-24,1280848
2019-01-25,1280924
2019-01-26,1281112
2019-01-27,1308351
2019-01-28,1310946
2019-01-29,1331902
2019-01-30,1340880
2019-01-31,1340368
2019-02-01,1340812
2019-02-02,1340938
2019-02-03,1340865
2019-02-04,1340718
2019-02-05,1340798
2019-02-06,1340853
