date_obj,Studded%20chaps%20(g) price
2015-08-28,40867
2015-08-29,40681
2015-08-30,40681
2015-08-31,40568
2015-09-01,40197
2015-09-02,40197
2015-09-03,40050
2015-09-04,41288
2015-09-05,41288
2015-09-06,42627
2015-09-07,42562
2015-09-08,42372
2015-09-09,42875
2015-09-10,43354
2015-09-11,44169
2015-09-12,44651
2015-09-13,44831
2015-09-14,46549
2015-09-15,47996
2015-09-16,47996
2015-09-17,48972
2015-09-18,48972
2015-09-19,48523
2015-09-20,48523
2015-09-21,47955
2015-09-22,47633
2015-09-23,46685
2015-09-24,46685
2015-09-25,46329
2015-09-27,45869
2015-09-28,45522
2015-09-29,45522
2015-09-30,46524
2015-10-05,46701
2015-10-06,46660
2015-10-07,46660
2015-10-08,46041
2015-10-09,44897
2015-10-10,44897
2015-10-11,43895
2015-10-12,43590
2015-10-13,43590
2015-10-14,43259
2015-10-15,43514
2015-10-16,44641
2015-10-17,44641
2015-10-18,45243
2015-10-19,46246
2015-10-20,47437
2015-10-22,47029
2015-10-23,47259
2015-10-24,47259
2015-10-25,48621
2015-10-26,49834
2015-10-27,49834
2015-10-29,50829
2015-10-30,50806
2015-10-31,50648
2015-11-01,50648
2015-11-02,50804
2015-11-03,52013
2015-11-04,52013
2015-11-05,53320
2015-11-06,53320
2015-11-07,54647
2015-11-08,54647
2015-11-09,56685
2015-11-10,58755
2015-11-11,60341
2015-11-12,60341
2015-11-13,61587
2015-11-14,61587
2015-11-15,61600
2015-11-16,63239
2015-11-17,63239
2015-11-18,65412
2015-11-19,66598
2015-11-20,67476
2015-11-21,67476
2015-11-22,69009
2015-11-23,69009
2015-11-24,70444
2015-11-25,72822
2015-11-26,72822
2015-11-27,73167
2015-11-28,73987
2015-11-29,75365
2015-11-30,73909
2015-12-01,73909
2015-12-02,71576
2015-12-03,69463
2015-12-04,69463
2015-12-05,68326
2015-12-06,67372
2015-12-07,67116
2015-12-08,67116
2015-12-09,66828
2015-12-10,66865
2015-12-11,66553
2015-12-13,66317
2015-12-14,66317
2015-12-15,65636
2015-12-16,64805
2015-12-17,64805
2015-12-18,63552
2015-12-19,63552
2015-12-20,62866
2015-12-21,63174
2015-12-22,63233
2015-12-23,64768
2015-12-24,64768
2015-12-25,64216
2015-12-26,64207
2015-12-27,63475
2015-12-28,64260
2015-12-29,62681
2015-12-30,62633
2015-12-31,63480
2016-01-01,63480
2016-01-02,64291
2016-01-03,65495
2016-01-04,67012
2016-01-05,68451
2016-01-06,69581
2016-01-07,69581
2016-01-08,68833
2016-01-09,68833
2016-01-10,68306
2016-01-11,68306
2016-01-12,68788
2016-01-13,68788
2016-01-14,68868
2016-01-15,68868
2016-01-16,68120
2016-01-17,68120
2016-01-18,67601
2016-01-19,67601
2016-01-20,67153
2016-01-21,67153
2016-01-22,66958
2016-01-23,66958
2016-01-24,65899
2016-01-25,64756
2016-01-26,64756
2016-01-27,64061
2016-01-28,64061
2016-01-29,63646
2016-01-30,63646
2016-01-31,62023
2016-02-01,60017
2016-02-02,58943
2016-02-03,57758
2016-02-04,57758
2016-02-05,56928
2016-02-06,55596
2016-02-07,55596
2016-02-08,54893
2016-02-09,54348
2016-02-10,53953
2016-02-11,53953
2016-02-12,53388
2016-02-13,52404
2016-02-14,52404
2016-02-15,51641
2016-02-16,50599
2016-02-17,49828
2016-02-18,49828
2016-02-19,49212
2016-02-20,48347
2016-02-21,48353
2016-02-22,48353
2016-02-23,47908
2016-02-24,48922
2016-02-25,51099
2016-02-26,51099
2016-02-27,52320
2016-02-28,54473
2016-02-29,56886
2016-03-01,57604
2016-03-02,57949
2016-03-03,56766
2016-03-04,55704
2016-03-05,54777
2016-03-06,53179
2016-03-07,52554
2016-03-08,52745
2016-03-09,52079
2016-03-10,50818
2016-03-11,50818
2016-03-12,49050
2016-03-13,47461
2016-03-14,47057
2016-03-15,46894
2016-03-16,45491
2016-03-17,44038
2016-03-18,42824
2016-03-19,41956
2016-03-20,41431
2016-03-21,41764
2016-03-22,42418
2016-03-23,42313
2016-03-24,42310
2016-03-25,42715
2016-03-26,42437
2016-03-27,41876
2016-03-28,42185
2016-03-29,42122
2016-03-30,42122
2016-03-31,42283
2016-04-01,42548
2016-04-02,42441
2016-04-03,41305
2016-04-04,43071
2016-04-05,44437
2016-04-06,45291
2016-04-07,46411
2016-04-08,46621
2016-04-09,47358
2016-04-10,47934
2016-04-11,47934
2016-04-12,48729
2016-04-13,49241
2016-04-14,49990
2016-04-15,50506
2016-04-16,51893
2016-04-17,53221
2016-04-18,53931
2016-04-19,53931
2016-04-20,53414
2016-04-21,53162
2016-04-22,53162
2016-04-23,53572
2016-04-24,52641
2016-04-25,52299
2016-04-26,52864
2016-04-27,54070
2016-04-28,56124
2016-04-29,56124
2016-04-30,57633
2016-05-01,58590
2016-05-02,60657
2016-05-03,61376
2016-05-04,64176
2016-05-05,66625
2016-05-06,66625
2016-05-07,67618
2016-05-08,67618
2016-05-09,68643
2016-05-10,68584
2016-05-11,68584
2016-05-12,66324
2016-05-13,63377
2016-05-14,60208
2016-05-15,57197
2016-05-16,55405
2016-05-17,53090
2016-05-18,50495
2016-05-19,48749
2016-05-22,48890
2016-05-23,48073
2016-05-24,46282
2016-05-25,45838
2016-05-26,45418
2016-05-27,45703
2016-05-28,45703
2016-05-29,46474
2016-05-30,46474
2016-05-31,46276
2016-06-01,47797
2016-06-02,49601
2016-06-03,49601
2016-06-04,51265
2016-06-05,51265
2016-06-06,53528
2016-06-07,53528
2016-06-08,55920
2016-06-09,57092
2016-06-10,58922
2016-06-11,58922
2016-06-12,60506
2016-06-13,62130
2016-06-14,63365
2016-06-15,63365
2016-06-16,63475
2016-06-17,60948
2016-06-18,60948
2016-06-19,59289
2016-06-20,59066
2016-06-21,58549
2016-06-22,58492
2016-06-23,57997
2016-06-24,55794
2016-06-25,55169
2016-06-26,55169
2016-06-27,54729
2016-06-28,54072
2016-06-29,52552
2016-06-30,51318
2016-07-01,49489
2016-07-02,50894
2016-07-03,51709
2016-07-04,49849
2016-07-05,48576
2016-07-06,46623
2016-07-07,44652
2016-07-08,42815
2016-07-09,41940
2016-07-10,41615
2016-07-11,41296
2016-07-12,41562
2016-07-13,42147
2016-07-14,42741
2016-07-15,42629
2016-07-16,43233
2016-07-17,41938
2016-07-18,41686
2016-07-24,40598
2016-07-25,39686
2016-07-26,39686
2016-07-27,39181
2016-07-28,39499
2016-07-29,39366
2016-07-30,39225
2016-07-31,39225
2016-08-01,39257
2016-08-02,39054
2016-08-03,39147
2016-08-04,39147
2016-08-05,38971
2016-08-06,39135
2016-08-07,38529
2016-08-08,38529
2016-08-09,38430
2016-08-10,37564
2016-08-11,36998
2016-08-12,36998
2016-08-13,36407
2016-08-14,35469
2016-08-15,35359
2016-08-16,35191
2016-08-17,34968
2016-08-18,35075
2016-08-19,34896
2016-08-20,34830
2016-08-21,34224
2016-08-22,34086
2016-08-23,33462
2016-08-24,33739
2016-08-25,33938
2016-08-26,33938
2016-08-28,34230
2016-08-31,35036
2016-09-01,35809
2016-09-02,35809
2016-09-03,36611
2016-09-04,37581
2016-09-05,38968
2016-09-06,40210
2016-09-07,41736
2016-09-08,41736
2016-09-09,43704
2016-09-10,45737
2016-09-11,45737
2016-09-12,47998
2016-09-13,49892
2016-09-14,49892
2016-09-15,51811
2016-09-16,51811
2016-09-17,53941
2016-09-18,53941
2016-09-19,56233
2016-09-20,56233
2016-09-21,57942
2016-09-22,59646
2016-09-23,58377
2016-09-24,58377
2016-09-25,57487
2016-09-26,57487
2016-09-27,55888
2016-09-28,54790
2016-09-29,54790
2016-09-30,54206
2016-10-01,54322
2016-10-02,54322
2016-10-03,53696
2016-10-04,52337
2016-10-05,52337
2016-10-06,52019
2016-10-07,52019
2016-10-08,52234
2016-10-09,52234
2016-10-10,52973
2016-10-11,53183
2016-10-12,53183
2016-10-13,52140
2016-10-14,51485
2016-10-15,50080
2016-10-16,49907
2016-10-17,48987
2016-10-18,48398
2016-10-19,48137
2016-10-20,48029
2016-10-21,47634
2016-10-22,47634
2016-10-23,47134
2016-10-24,46047
2016-10-25,46047
2016-10-26,45505
2016-10-27,45505
2016-10-28,45649
2016-10-29,45194
2016-10-30,45194
2016-10-31,44075
2016-11-01,44075
2016-11-02,44730
2016-11-03,44730
2016-11-04,46187
2016-11-05,46187
2016-11-06,45199
2016-11-07,45189
2016-11-08,44925
2016-11-09,44453
2016-11-10,44154
2016-11-11,43734
2016-11-12,43251
2016-11-13,44257
2016-11-14,45437
2016-12-08,43280
2016-12-09,44869
2016-12-10,44869
2016-12-11,46709
2016-12-12,48847
2016-12-13,50960
2016-12-14,51125
2016-12-15,51125
2016-12-16,51431
2016-12-17,50639
2016-12-18,49864
2016-12-19,49711
2016-12-20,50429
2016-12-21,50599
2016-12-22,50599
2016-12-23,50649
2016-12-24,50649
2016-12-25,50337
2016-12-26,50723
2016-12-27,50414
2016-12-28,49868
2016-12-29,49474
2016-12-30,48532
2016-12-31,48198
2017-01-01,47534
2017-01-02,47160
2017-01-03,47160
2017-01-04,46463
2017-01-05,46463
2017-01-06,45825
2017-01-07,46250
2017-01-08,46443
2017-01-09,46528
2017-01-10,48202
2017-01-11,50423
2017-01-12,52149
2017-01-13,52149
2017-01-14,51496
2017-01-15,51399
2017-01-16,50358
2017-01-17,49586
2017-01-18,49267
2017-01-19,48924
2017-01-20,48392
2017-01-21,48404
2017-01-22,48165
2017-01-27,52869
2017-01-28,52319
2017-01-29,52556
2017-01-30,53205
2017-01-31,53778
2017-02-01,54314
2017-02-02,54268
2017-02-03,54711
2017-02-04,55270
2017-02-05,54647
2017-02-06,54442
2017-02-07,54691
2017-02-08,54734
2017-02-09,54734
2017-02-10,54444
2017-02-11,54194
2017-02-12,54194
2017-02-13,53835
2017-02-14,53473
2017-02-15,53473
2017-02-16,52908
2017-02-18,52703
2017-02-19,52677
2017-02-20,52834
2017-02-21,53108
2017-02-22,53108
2017-02-23,53189
2017-02-24,53189
2017-02-25,52121
2017-02-26,53252
2017-02-27,53853
2017-02-28,53014
2017-03-01,52534
2017-03-02,51603
2017-03-03,51402
2017-03-04,51976
2017-03-05,52917
2017-03-06,53056
2017-03-07,53777
2017-03-08,53777
2017-03-09,54605
2017-03-10,54470
2017-03-11,54216
2017-03-12,54216
2017-03-13,53034
2017-03-14,52049
2017-03-15,51951
2017-03-16,51632
2017-03-17,51991
2017-03-18,51510
2017-03-19,50852
2017-03-20,50477
2017-03-21,50972
2017-03-22,51049
2017-03-23,50681
2017-03-24,50813
2017-03-25,50813
2017-03-26,51148
2017-03-27,50551
2017-03-28,52898
2017-03-29,53523
2017-03-30,54351
2017-03-31,54329
2017-04-01,54027
2017-04-02,54027
2017-04-03,54687
2017-04-04,55288
2017-04-12,54406
2017-04-13,55409
2017-04-14,56237
2017-04-15,57150
2017-04-16,57101
2017-04-17,57002
2017-04-18,56897
2017-04-19,58435
2017-04-20,60838
2017-04-21,62289
2017-04-22,62289
2017-04-23,62684
2017-04-24,62998
2017-04-25,62710
2017-04-26,62710
2017-04-27,62714
2017-04-28,62383
2017-04-29,61631
2017-04-30,61276
2017-05-01,61497
2017-05-02,62060
2017-05-03,62839
2017-05-04,63319
2017-05-05,62502
2017-05-06,62502
2017-05-07,61654
2017-05-08,61162
2017-05-09,60649
2017-05-10,60758
2017-05-11,60864
2017-05-12,59015
2017-05-13,60026
2017-05-14,60026
2017-05-15,62535
2017-05-16,64017
2017-05-17,64017
2017-05-18,66592
2017-05-19,66592
2017-05-20,69161
2017-05-21,69161
2017-05-22,70285
2017-05-23,70285
2017-05-24,67993
2017-05-25,64661
2017-05-26,61427
2017-05-27,59012
2017-05-28,58793
2017-05-29,56751
2017-05-30,57972
2017-05-31,58443
2017-06-01,59104
2017-06-02,59486
2017-06-03,59486
2017-06-06,60688
2017-06-07,59840
2017-06-08,59840
2017-06-09,59285
2017-06-10,58186
2017-06-11,58108
2017-06-12,58665
2017-06-13,58412
2017-06-14,58564
2017-06-15,58078
2017-06-16,57324
2017-06-17,57558
2017-06-18,58043
2017-06-19,58043
2017-06-20,58450
2017-06-21,58314
2017-06-22,58314
2017-06-23,58555
2017-06-24,59481
2017-06-25,60295
2017-06-26,61502
2017-06-27,63807
2017-06-28,63807
2017-06-29,64608
2017-06-30,66428
2017-07-01,66428
2017-07-02,67784
2017-07-03,69194
2017-07-04,70762
2017-07-05,70762
2017-07-06,71514
2017-07-07,71514
2017-07-08,71613
2017-07-13,69750
2017-07-14,69182
2017-07-15,69182
2017-07-16,68030
2017-07-17,66985
2017-07-18,66900
2017-07-19,66723
2017-07-20,65987
2017-07-21,65328
2017-07-22,64432
2017-07-23,65133
2017-07-24,65133
2017-07-25,64483
2017-07-26,63881
2017-07-27,64749
2017-07-28,65416
2017-07-29,65416
2017-07-30,64343
2017-07-31,64343
2017-08-01,63162
2017-08-02,62067
2017-08-03,62102
2017-08-04,62102
2017-08-05,62364
2017-08-06,63422
2017-08-09,67933
2017-08-10,66855
2017-08-11,66558
2017-08-12,66558
2017-08-13,65540
2017-08-14,65602
2017-08-15,65163
2017-08-16,64915
2017-08-17,64865
2017-08-18,64865
2017-08-19,65560
2017-08-20,65508
2017-08-21,64960
2017-08-22,65163
2017-08-23,64746
2017-08-24,64746
2017-08-25,64295
2017-08-26,63293
2017-08-27,62746
2017-08-28,63103
2017-08-29,63103
2017-08-30,61826
2017-08-31,61521
2017-09-01,61521
2017-09-02,60672
2017-09-03,60672
2017-09-04,59587
2017-09-05,57936
2017-09-06,57343
2017-09-07,55764
2017-09-08,53303
2017-09-09,51021
2017-09-10,49949
2017-09-11,49605
2017-09-12,49605
2017-09-13,48425
2017-09-14,47625
2017-09-15,47625
2017-09-16,47192
2017-09-17,46833
2017-09-19,46072
2017-09-20,47359
2017-09-21,49180
2017-09-22,50630
2017-09-23,50630
2017-09-24,50886
2017-09-25,51488
2017-09-26,51674
2017-09-27,51674
2017-09-28,52504
2017-09-29,52082
2017-09-30,51937
2017-10-01,51630
2017-10-02,51580
2017-10-03,51580
2017-10-04,51349
2017-10-05,51807
2017-10-06,51754
2017-10-07,53690
2017-10-08,53782
2017-10-09,54514
2017-10-10,54295
2017-10-11,54295
2017-10-12,54764
2017-10-13,55194
2017-10-14,55713
2017-10-15,55713
2017-10-16,55584
2017-10-17,55584
2017-10-18,54429
2017-10-19,54429
2017-10-20,54504
2017-10-21,52493
2017-10-22,50488
2017-10-23,50131
2017-10-24,50131
2017-10-25,49525
2017-10-26,49027
2017-10-27,47708
2017-10-28,47708
2017-10-29,46952
2017-10-30,47312
2017-10-31,48598
2017-11-01,48598
2017-11-02,48498
2017-11-03,48498
2017-11-04,48783
2017-11-05,49461
2017-11-06,49206
2017-11-07,49206
2017-11-08,48602
2017-11-09,48286
2017-11-10,48286
2017-11-11,48919
2017-11-12,48785
2017-11-13,48750
2017-11-14,49321
2017-11-15,49321
2017-11-16,48807
2017-11-17,48131
2017-11-18,48131
2017-11-19,47065
2017-11-20,45864
2017-11-21,44352
2017-11-22,44352
2017-11-23,43296
2017-11-24,42804
2017-11-25,41848
2017-11-26,42045
2017-11-27,42045
2017-11-28,42235
2017-11-29,42349
2017-11-30,42349
2017-12-01,42433
2017-12-02,42433
2017-12-03,43003
2017-12-04,43003
2017-12-05,42749
2017-12-06,43214
2017-12-07,44039
2017-12-08,44039
2017-12-09,44170
2017-12-10,45078
2017-12-11,45049
2017-12-12,46221
2017-12-13,47515
2017-12-14,48340
2017-12-15,49172
2017-12-16,49172
2017-12-17,50718
2017-12-18,50260
2017-12-19,50260
2017-12-20,50395
2017-12-21,50410
2017-12-22,51351
2017-12-23,51724
2017-12-24,52095
2017-12-25,52095
2017-12-26,52017
2017-12-27,52263
2017-12-28,52263
2017-12-29,53798
2017-12-30,55363
2017-12-31,55363
2018-01-01,56453
2018-01-02,58105
2018-01-03,59581
2018-01-04,59777
2018-01-05,60523
2018-01-06,60108
2018-01-07,59622
2018-01-08,59450
2018-01-09,58880
2018-01-10,58916
2018-01-11,59177
2018-01-12,60641
2018-01-13,62079
2018-01-14,62956
2018-01-15,63332
2018-01-16,65052
2018-01-17,65481
2018-01-18,65632
2018-01-19,65632
2018-01-20,65118
2018-01-21,65196
2018-01-22,64793
2018-01-23,64545
2018-01-24,65387
2018-01-25,65387
2018-01-26,65016
2018-01-27,65636
2018-01-28,64803
2018-01-29,65155
2018-01-30,65410
2018-02-01,66519
2018-02-02,67095
2018-02-03,67176
2018-02-04,67432
2018-02-05,67432
2018-02-06,67506
2018-02-07,67303
2018-02-08,67303
2018-02-09,67656
2018-02-10,67656
2018-02-11,67795
2018-02-12,67565
2018-02-13,67565
2018-02-14,68296
2018-02-15,68093
2018-02-16,68713
2018-02-17,68157
2018-02-18,68381
2018-02-19,68539
2018-02-20,68539
2018-02-21,68509
2018-02-22,68509
2018-02-23,69184
2018-02-24,69184
2018-02-25,70745
2018-02-26,71810
2018-02-27,72287
2018-02-28,72287
2018-03-01,72117
2018-03-02,72049
2018-03-03,70782
2018-03-04,70782
2018-03-05,70915
2018-03-06,70417
2018-03-07,69748
2018-03-08,69748
2018-03-09,70593
2018-03-10,70951
2018-03-11,70883
2018-03-12,70816
2018-03-13,71174
2018-03-14,70081
2018-03-15,70081
2018-03-16,69419
2018-03-17,70488
2018-03-18,70616
2018-03-19,70616
2018-03-20,70789
2018-03-21,70789
2018-03-23,71211
2018-03-24,71354
2018-03-26,72248
2018-03-27,71701
2018-03-28,71701
2018-03-29,72328
2018-03-30,72328
2018-03-31,72908
2018-04-01,72908
2018-04-02,73625
2018-04-03,73859
2018-04-04,73323
2018-04-05,73323
2018-04-06,73744
2018-04-08,74146
2018-04-09,74704
2018-04-10,74704
2018-04-11,73483
2018-04-12,72624
2018-04-13,72624
2018-04-14,72336
2018-04-16,71756
2018-04-17,71879
2018-04-18,71879
2018-04-19,71259
2018-04-20,71316
2018-04-21,71068
2018-04-22,71068
2018-04-23,70536
2018-04-24,70536
2018-04-25,70494
2018-04-26,70494
2018-04-27,70303
2018-04-28,70411
2018-04-29,70324
2018-04-30,70719
2018-05-02,70937
2018-05-03,70937
2018-05-04,70891
2018-05-05,70324
2018-05-06,70324
2018-05-07,70774
2018-05-08,70774
2018-05-09,70765
2018-05-10,71000
2018-05-11,71000
2018-05-12,71280
2018-05-13,71280
2018-05-14,71051
2018-05-15,71051
2018-05-16,70644
2018-05-17,70644
2018-05-18,70222
2018-05-19,71161
2018-05-20,71161
2018-05-21,72051
2018-05-22,72051
2018-05-23,71891
2018-05-24,71891
2018-05-25,71554
2018-05-26,71894
2018-05-27,71894
2018-05-28,72095
2018-05-29,71674
2018-05-30,72155
2018-05-31,73041
2018-06-01,74222
2018-06-02,73807
2018-06-03,73807
2018-06-04,73861
2018-06-05,72861
2018-06-06,73269
2018-06-07,73269
2018-06-08,73480
2018-06-09,73480
2018-06-10,73086
2018-06-11,73086
2018-06-12,72431
2018-06-13,73354
2018-06-14,73658
2018-06-15,73658
2018-06-16,72914
2018-06-17,74920
2018-06-18,74920
2018-06-19,75257
2018-06-20,75257
2018-06-21,73484
2018-06-22,73767
2018-06-23,73767
2018-06-24,72672
2018-06-25,71649
2018-06-26,71649
2018-06-27,71644
2018-06-28,71564
2018-06-29,71914
2018-06-30,71914
2018-07-01,72554
2018-07-02,72554
2018-07-03,72950
2018-07-04,72950
2018-07-05,73368
2018-07-06,72960
2018-07-07,72960
2018-07-08,73202
2018-07-09,73356
2018-07-10,74234
2018-07-11,74109
2018-07-12,74109
2018-07-13,73064
2018-07-14,72967
2018-07-15,72967
2018-07-16,72924
2018-07-17,72290
2018-07-18,72845
2018-07-19,72845
2018-07-20,72997
2018-07-21,72439
2018-07-22,73101
2018-07-23,72959
2018-07-24,72959
2018-07-25,73437
2018-07-26,74153
2018-07-27,73238
2018-07-28,73238
2018-07-29,73375
2018-07-30,72867
2018-07-31,72757
2018-08-01,72757
2018-08-02,72820
2018-08-03,72820
2018-08-04,73102
2018-08-05,72484
2018-08-06,72547
2018-08-07,71590
2018-08-08,71955
2018-08-09,71955
2018-08-10,72809
2018-08-11,73693
2018-08-12,73710
2018-08-14,73751
2018-08-16,73481
2018-08-17,74111
2018-08-18,74111
2018-08-19,73547
2018-08-20,73143
2018-08-21,74088
2018-08-22,74489
2018-08-23,73974
2018-08-24,74147
2018-08-25,73885
2018-08-26,73964
2018-08-27,73318
2018-08-28,73458
2018-08-29,74050
2018-08-30,74127
2018-08-31,74715
2018-09-01,74332
2018-09-02,74400
2018-09-03,74411
2018-09-04,74840
2018-09-05,74480
2018-09-06,74480
2018-09-07,75419
2018-09-08,76219
2018-09-09,76711
2018-09-10,76824
2018-09-11,76824
2018-09-12,76687
2018-09-13,76512
2018-09-14,76296
2018-09-15,76645
2018-09-16,76645
2018-09-17,75820
2018-09-18,76015
2018-09-19,75346
2018-09-20,75624
2018-09-21,75617
2018-09-22,75685
2018-09-23,75272
2018-09-24,75053
2018-09-25,75053
2018-09-26,75201
2018-09-27,75201
2018-09-28,75027
2018-09-29,75192
2018-09-30,75168
2018-10-02,75244
2018-10-03,75299
2018-10-04,75299
2018-10-05,74968
2018-10-06,75289
2018-10-07,75289
2018-10-08,75716
2018-10-09,75541
2018-10-10,75205
2018-10-11,75240
2018-10-12,75240
2018-10-13,75634
2018-10-14,76128
2018-10-15,75834
2018-10-16,75716
2018-10-17,76024
2018-10-18,75033
2018-10-19,75392
2018-10-20,75392
2018-10-21,75506
2018-10-22,74940
2018-10-23,74940
2018-10-24,75509
2018-10-25,75890
2018-10-26,75203
2018-10-27,75321
2018-10-28,75176
2018-10-29,75176
2018-10-30,75446
2018-10-31,75938
2018-11-01,77684
2018-11-03,81808
2018-11-04,84361
2018-11-05,87910
2018-11-06,92102
2018-11-07,96218
2018-11-08,100363
2018-11-09,104992
2018-11-10,109324
2018-11-11,114677
2018-11-12,120411
2018-11-13,126432
2018-11-14,132737
2018-11-15,138151
2018-11-16,144545
2018-11-17,150942
2018-11-18,155978
2018-11-19,161535
2018-11-20,163960
2018-11-21,160861
2018-11-22,157418
2018-11-23,152916
2018-11-24,148731
2018-11-25,148999
2018-11-26,147342
2018-11-27,144725
2018-11-28,144477
2018-11-29,141819
2018-12-01,135654
2018-12-02,132745
2018-12-03,131839
2018-12-05,126110
2018-12-07,117822
2018-12-09,112235
2018-12-10,110969
2018-12-11,110335
2018-12-12,107620
2018-12-13,104834
2018-12-14,102173
2018-12-15,98130
2018-12-16,96234
2018-12-17,94530
2018-12-18,92753
2018-12-19,91173
2018-12-20,90472
2018-12-21,89973
2018-12-22,89152
2018-12-23,88604
2018-12-24,89089
2018-12-25,89605
2018-12-26,88539
2018-12-27,89068
2018-12-28,90008
2018-12-29,90042
2018-12-30,90280
2018-12-31,90871
2019-01-01,91332
2019-01-02,91433
2019-01-03,92244
2019-01-04,91308
2019-01-05,91538
2019-01-06,92231
2019-01-08,91461
2019-01-10,90232
2019-01-11,88963
2019-01-12,87799
2019-01-13,86140
2019-01-14,86479
2019-01-15,86899
2019-01-16,88337
2019-01-17,89459
2019-01-18,90237
2019-01-19,90329
2019-01-20,89147
2019-01-21,89019
2019-01-22,89624
2019-01-23,89282
2019-01-24,88974
2019-01-25,89041
2019-01-26,88053
2019-01-27,88152
2019-01-28,87624
2019-01-29,88608
2019-01-30,89290
2019-01-31,88683
2019-02-01,88443
2019-02-02,88383
2019-02-03,87598
2019-02-04,89050
2019-02-05,87735
2019-02-06,87692
2019-02-07,89235
2019-02-08,90970
2019-02-09,89801
2019-02-10,89984
2019-02-11,89817
2019-02-12,89858
2019-02-13,89626
2019-02-14,89626
2019-02-15,89396
2019-02-16,89731
2019-02-17,89785
2019-02-18,89450
2019-02-19,89918
2019-02-20,89486
2019-02-21,89898
2019-02-22,89896
2019-02-23,89855
2019-02-24,89494
2019-02-25,89042
2019-02-26,89310
2019-02-27,89183
2019-02-28,89218
2019-03-01,88568
2019-03-02,88924
2019-03-03,89455
2019-03-04,89036
2019-03-05,89727
2019-03-06,89317
2019-03-07,89503
2019-03-08,89503
2019-03-09,89038
2019-03-10,88737
2019-03-11,89975
2019-03-12,90493
2019-03-13,90022
2019-03-14,89822
2019-03-15,90724
2019-03-16,91035
2019-03-17,91413
2019-03-18,91413
2019-03-19,91575
2019-03-20,90319
2019-03-21,89481
2019-03-22,88685
2019-03-23,87945
2019-03-24,87840
2019-03-25,85920
2019-03-26,85444
2019-03-27,85444
2019-03-28,83329
2019-03-29,81477
2019-03-30,81477
2019-03-31,79540
2019-04-01,78523
2019-04-02,77182
2019-04-03,75409
2019-04-04,73319
2019-04-05,71510
2019-04-06,70822
2019-04-07,70772
