date_obj,Rune%20platebody price
2017-10-28,38685
2017-10-29,38701
2017-10-30,38711
2017-10-31,38704
2017-11-01,38735
2017-11-02,38726
2017-11-03,38749
2017-11-04,38774
2017-11-05,38709
2017-11-06,38746
2017-11-07,38719
2017-11-08,38723
2017-11-09,38699
2017-11-10,38727
2017-11-11,38705
2017-11-12,38817
2017-11-13,38761
2017-11-14,38698
2017-11-15,38784
2017-11-16,38707
2017-11-17,38696
2017-11-18,38731
2017-11-19,38670
2017-11-20,38710
2017-11-21,38766
2017-11-22,38685
2017-11-23,38684
2017-11-24,38679
2017-11-25,38715
2017-11-26,38681
2017-11-27,38702
2017-11-28,38722
2017-11-29,38735
2017-11-30,38707
2017-12-01,38832
2017-12-02,38877
2017-12-03,38705
2017-12-04,38725
2017-12-05,38763
2017-12-06,38728
2017-12-07,38953
2017-12-08,38683
2017-12-09,38791
2017-12-10,38706
2017-12-11,38744
2017-12-12,38851
2017-12-13,38735
2017-12-14,38718
2017-12-15,38734
2017-12-16,38787
2017-12-17,38711
2017-12-18,38750
2017-12-19,38707
2017-12-20,38745
2017-12-21,38945
2017-12-22,38664
2017-12-23,38838
2017-12-24,39034
2017-12-25,38858
2017-12-26,38764
2017-12-27,38783
2017-12-28,38711
2017-12-29,38694
2017-12-30,38702
2017-12-31,38719
2018-01-01,38702
2018-01-02,38701
2018-01-03,38671
2018-01-04,38580
2018-01-05,38550
2018-01-06,38581
2018-01-07,38590
2018-01-08,38599
2018-01-09,38699
2018-01-10,38698
2018-01-11,38736
2018-01-12,38706
2018-01-13,38743
2018-01-14,38653
2018-01-15,38677
2018-01-16,38686
2018-01-17,38688
2018-01-18,38689
2018-01-19,38679
2018-01-20,38662
2018-01-21,38755
2018-01-22,38643
2018-01-23,38661
2018-01-24,38684
2018-01-25,38686
2018-01-26,38718
2018-01-27,38709
2018-01-28,38702
2018-01-29,38780
2018-01-30,38770
2018-02-01,38663
2018-02-02,38673
2018-02-03,38657
2018-02-04,38681
2018-02-05,38716
2018-02-06,38698
2018-02-07,38744
2018-02-08,38539
2018-02-09,38453
2018-02-10,38499
2018-02-11,38458
2018-02-12,38497
2018-02-13,38551
2018-02-14,38566
2018-02-15,38575
2018-02-16,38589
2018-02-17,38569
2018-02-18,38587
2018-02-19,38555
2018-02-20,38505
2018-02-21,38570
2018-02-22,38674
2018-02-23,38701
2018-02-24,38834
2018-02-25,38690
2018-02-26,38728
2018-02-27,38712
2018-02-28,38737
2018-03-01,38688
2018-03-02,38656
2018-03-03,38674
2018-03-04,38667
2018-03-05,38640
2018-03-06,38671
2018-03-07,38666
2018-03-08,38634
2018-03-09,38647
2018-03-10,38683
2018-03-11,38707
2018-03-12,38853
2018-03-13,38668
2018-03-14,38519
2018-03-15,38622
2018-03-16,38656
2018-03-17,38727
2018-03-18,38695
2018-03-19,38710
2018-03-20,38712
2018-03-21,38692
2018-03-23,38607
2018-03-24,38662
2018-03-26,38679
2018-03-27,38710
2018-03-28,38686
2018-03-29,38741
2018-03-30,38724
2018-03-31,38733
2018-04-01,38666
2018-04-02,38654
2018-04-03,38679
2018-04-04,38754
2018-04-05,38712
2018-04-06,38634
2018-04-08,38705
2018-04-09,38639
2018-04-10,38644
2018-04-11,38668
2018-04-12,38707
2018-04-13,38683
2018-04-14,38684
2018-04-15,38670
2018-04-16,38658
2018-04-17,38664
2018-04-18,38709
2018-04-19,38639
2018-04-20,38620
2018-04-21,38647
2018-04-22,38639
2018-04-23,38653
2018-04-24,38678
2018-04-25,38631
2018-04-26,38681
2018-04-27,38669
2018-04-28,38669
2018-04-29,38672
2018-04-30,38613
2018-05-01,38620
2018-05-02,38649
2018-05-03,38666
2018-05-04,38654
2018-05-05,38699
2018-05-06,38686
2018-05-07,38734
2018-05-08,38647
2018-05-09,38640
2018-05-10,38647
2018-05-11,38619
2018-05-12,38599
2018-05-13,38662
2018-05-14,38617
2018-05-15,38662
2018-05-16,38651
2018-05-17,38674
2018-05-18,38622
2018-05-19,38632
2018-05-20,38638
2018-05-21,38660
2018-05-22,38657
2018-05-23,38619
2018-05-24,38638
2018-05-25,38648
2018-05-26,38665
2018-05-27,38609
2018-05-28,38657
2018-05-29,38659
2018-05-30,38663
2018-05-31,38664
2018-06-01,38708
2018-06-02,38726
2018-06-03,38677
2018-06-04,38644
2018-06-05,38630
2018-06-06,38626
2018-06-07,38648
2018-06-08,38633
2018-06-09,38618
2018-06-10,38601
2018-06-11,38650
2018-06-12,38625
2018-06-13,38568
2018-06-14,38621
2018-06-15,38672
2018-06-16,38686
2018-06-17,38635
2018-06-18,38605
2018-06-19,38605
2018-06-20,38540
2018-06-21,38631
2018-06-22,38658
2018-06-23,38658
2018-06-24,38655
2018-06-25,38662
2018-06-26,38710
2018-06-27,38639
2018-06-28,38627
2018-06-29,38602
2018-06-30,38645
2018-07-01,38608
2018-07-02,38625
2018-07-03,38639
2018-07-04,38595
2018-07-05,38626
2018-07-06,38613
2018-07-07,38615
2018-07-08,38646
2018-07-09,38591
2018-07-10,38605
2018-07-11,38561
2018-07-12,38630
2018-07-13,38631
2018-07-14,38648
2018-07-15,38660
2018-07-16,38668
2018-07-17,38589
2018-07-18,38555
2018-07-19,38617
2018-07-20,38613
2018-07-21,38634
2018-07-22,38649
2018-07-23,38625
2018-07-24,38634
2018-07-25,38630
2018-07-26,38493
2018-07-27,38453
2018-07-28,38517
2018-07-29,38571
2018-07-30,38552
2018-07-31,38496
2018-08-01,38526
2018-08-02,38475
2018-08-03,38444
2018-08-04,38511
2018-08-05,38535
2018-08-06,38535
2018-08-07,38548
2018-08-08,38496
2018-08-09,38529
2018-08-10,38549
2018-08-11,38523
2018-08-12,38484
2018-08-14,38520
2018-08-16,38522
2018-08-17,38514
2018-08-18,38581
2018-08-19,38582
2018-08-20,38588
2018-08-21,38490
2018-08-22,38550
2018-08-23,38434
2018-08-24,38509
2018-08-25,38551
2018-08-26,38584
2018-08-27,38582
2018-08-28,38563
2018-08-29,38568
2018-08-30,38583
2018-08-31,38565
2018-09-01,38562
2018-09-02,38610
2018-09-03,38620
2018-09-04,38538
2018-09-05,38568
2018-09-06,38586
2018-09-07,38547
2018-09-08,38589
2018-09-09,38608
2018-09-10,38644
2018-09-11,38673
2018-09-12,38630
2018-09-13,38609
2018-09-14,38613
2018-09-15,38614
2018-09-16,38605
2018-09-17,38596
2018-09-18,38597
2018-09-19,38602
2018-09-20,38568
2018-09-21,38555
2018-09-22,38569
2018-09-23,38587
2018-09-24,38602
2018-09-25,38633
2018-09-26,38608
2018-09-27,38634
2018-09-28,38615
2018-09-29,38576
2018-09-30,38534
2018-10-02,38582
2018-10-03,38576
2018-10-04,38628
2018-10-05,38600
2018-10-06,38599
2018-10-07,38635
2018-10-08,38635
2018-10-09,38637
2018-10-10,38621
2018-10-11,38583
2018-10-12,38594
2018-10-13,38610
2018-10-14,38621
2018-10-15,38591
2018-10-16,38604
2018-10-17,38604
2018-10-18,38592
2018-10-19,38592
2018-10-20,38628
2018-10-21,38589
2018-10-22,38606
2018-10-23,38590
2018-10-24,38585
2018-10-25,38612
2018-10-26,38574
2018-10-27,38600
2018-10-28,38594
2018-10-29,38636
2018-10-30,38679
2018-10-31,38665
2018-11-01,38685
2018-11-03,38720
2018-11-04,38643
2018-11-05,38650
2018-11-06,38691
2018-11-07,38695
2018-11-08,38660
2018-11-09,38661
2018-11-10,38653
2018-11-11,38628
2018-11-12,38641
2018-11-13,38632
2018-11-14,38623
2018-11-15,38598
2018-11-16,38540
2018-11-17,38594
2018-11-18,38616
2018-11-19,38621
2018-11-20,38629
2018-11-21,38629
2018-11-22,38606
2018-11-23,38624
2018-11-24,38637
2018-11-25,38665
2018-11-26,38676
2018-11-27,38662
2018-11-28,38637
2018-11-29,38610
2018-12-01,38649
2018-12-02,38661
2018-12-03,38659
2018-12-04,38636
2018-12-05,38646
2018-12-07,38618
2018-12-09,38664
2018-12-10,38667
2018-12-11,38670
2018-12-13,38642
2018-12-14,38634
2018-12-15,38655
2018-12-16,38672
2018-12-17,38648
2018-12-18,38656
2018-12-19,38665
2018-12-20,38647
2018-12-21,38611
2018-12-22,38627
2018-12-23,38643
2018-12-24,38661
2018-12-25,38641
2018-12-26,38609
2018-12-27,38588
2018-12-28,38609
2018-12-29,38610
2018-12-30,38647
2018-12-31,38648
2019-01-01,38635
2019-01-02,38609
2019-01-03,38597
2019-01-04,38558
2019-01-05,38597
2019-01-06,38601
2019-01-08,38590
2019-01-10,38408
2019-01-11,38452
2019-01-12,38512
2019-01-13,38558
2019-01-14,38601
2019-01-15,38589
2019-01-16,38598
2019-01-17,38590
2019-01-18,38590
2019-01-19,38590
2019-01-20,38599
2019-01-21,38606
2019-01-22,38611
2019-01-23,38604
2019-01-24,38595
2019-01-25,38582
2019-01-26,38600
2019-01-27,38607
2019-01-28,38626
2019-01-29,38639
2019-01-30,38642
2019-01-31,38642
2019-02-01,38611
2019-02-02,38612
2019-02-03,38614
2019-02-04,38592
2019-02-05,38633
2019-02-06,38665
2019-02-07,38632
2019-02-08,38612
2019-02-09,38639
2019-02-10,38618
2019-02-11,38618
2019-02-12,38616
2019-02-13,38597
2019-02-14,38623
2019-02-15,38600
2019-02-16,38618
2019-02-17,38640
2019-02-18,38655
2019-02-19,38628
2019-02-20,38628
2019-02-21,38620
2019-02-22,38621
2019-02-23,38637
2019-02-24,38624
2019-02-25,38622
2019-02-26,38597
2019-02-27,38606
2019-02-28,38597
2019-03-01,38654
2019-03-02,38672
2019-03-03,38647
2019-03-04,38674
2019-03-05,38660
2019-03-06,38652
2019-03-07,38640
2019-03-08,38639
2019-03-09,38639
2019-03-10,38627
2019-03-11,38615
2019-03-12,38605
2019-03-13,38608
2019-03-14,38572
2019-03-15,38570
2019-03-16,38577
2019-03-17,38581
2019-03-18,38599
2019-03-19,38603
2019-03-20,38611
2019-03-21,38602
2019-03-22,38618
2019-03-23,38534
2019-03-24,38521
2019-03-25,38583
2019-03-26,38602
2019-03-27,38592
2019-03-28,38568
2019-03-29,38550
2019-03-30,38603
2019-03-31,38572
2019-04-01,38561
2019-04-02,38568
2019-04-03,38537
2019-04-04,38542
2019-04-05,38570
