date_obj,Mystic%20mud%20staff price
2015-10-25,192116
2015-10-26,192116
2015-10-27,192116
2015-10-29,190266
2015-10-30,190266
2015-10-31,187446
2015-11-01,187446
2015-11-02,187446
2015-11-03,182492
2015-11-04,182492
2015-11-05,182492
2015-11-06,174294
2015-11-07,174294
2015-11-08,166703
2015-11-09,166703
2015-11-10,166703
2015-11-11,164169
2015-11-12,164169
2015-11-13,168466
2015-11-14,168466
2015-11-15,175827
2015-11-16,175827
2015-11-17,183511
2015-11-18,183511
2015-11-19,189768
2015-11-20,189768
2015-11-21,198403
2015-11-22,206151
2015-11-23,206151
2015-11-24,206151
2015-11-25,215040
2015-11-26,215040
2015-11-27,215040
2015-11-28,220843
2015-11-29,220843
2015-11-30,218118
2015-12-01,218118
2015-12-02,220171
2015-12-03,220171
2015-12-04,229640
2015-12-05,229640
2015-12-06,240161
2015-12-07,240161
2015-12-08,240161
2015-12-09,244047
2015-12-10,244047
2015-12-11,248920
2015-12-12,248920
2015-12-13,252001
2015-12-14,252001
2015-12-15,251288
2015-12-16,251288
2015-12-17,251288
2015-12-18,249983
2015-12-19,249983
2015-12-20,244575
2015-12-21,244575
2015-12-22,238945
2015-12-23,238945
2015-12-24,233908
2015-12-25,233908
2015-12-26,233690
2015-12-27,233690
2015-12-28,236578
2015-12-29,243837
2015-12-30,252960
2015-12-31,252960
2016-01-01,260910
2016-01-02,260910
2016-01-03,269007
2016-01-04,279242
2016-01-05,279242
2016-01-06,289437
2016-01-07,289437
2016-01-08,302686
2016-01-09,302686
2016-01-10,314825
2016-01-11,314825
2016-01-12,325776
2016-01-13,325776
2016-01-14,339622
2016-01-15,339622
2016-01-16,336004
2016-01-17,336004
2016-01-18,322089
2016-01-19,322089
2016-01-20,311743
2016-01-21,311743
2016-01-22,302496
2016-01-23,302496
2016-01-24,287963
2016-01-25,287963
2016-01-26,273872
2016-01-27,273872
2016-01-28,263163
2016-01-29,253061
2016-01-30,253061
2016-01-31,242117
2016-02-01,242117
2016-02-02,230772
2016-02-03,230772
2016-02-04,221904
2016-02-05,221904
2016-02-06,215363
2016-02-07,215363
2016-02-08,212912
2016-02-09,212912
2016-02-10,220394
2016-02-11,220394
2016-02-12,220394
2016-02-13,221651
2016-02-14,221651
2016-02-15,217632
2016-02-16,217632
2016-02-17,212505
2016-02-18,212505
2016-02-19,208511
2016-02-20,208511
2016-02-21,203139
2016-02-22,203139
2016-02-23,198643
2016-02-24,198643
2016-02-25,197861
2016-02-26,197861
2016-02-27,195363
2016-02-28,195363
2016-02-29,201020
2016-03-01,201020
2016-03-02,199856
2016-03-03,199856
2016-03-04,199711
2016-03-05,199711
2016-03-06,202713
2016-03-07,202713
2016-03-08,208975
2016-03-09,208975
2016-03-10,216792
2016-03-11,216792
2016-03-12,218957
2016-03-13,218957
2016-03-14,218290
2016-03-15,218290
2016-03-16,216365
2016-03-17,216365
2016-03-18,214415
2016-03-19,214415
2016-03-20,215496
2016-03-21,215496
2016-03-22,215591
2016-03-23,215591
2016-03-24,213983
2016-03-25,213983
2016-03-26,216339
2016-03-27,216339
2016-03-28,225522
2016-03-29,233285
2016-03-30,233285
2016-03-31,237487
2016-04-01,237487
2016-04-02,239838
2016-04-03,239838
2016-04-04,241249
2016-04-05,241249
2016-04-06,246470
2016-04-07,246470
2016-04-08,253331
2016-04-09,253331
2016-04-10,253431
2016-04-11,253431
2016-04-12,243360
2016-04-13,243360
2016-04-14,234144
2016-04-15,234144
2016-04-16,229450
2016-04-17,229450
2016-04-18,219895
2016-04-19,219895
2016-04-20,214254
2016-04-21,214254
2016-04-22,214762
2016-04-23,214762
2016-04-24,216319
2016-04-25,220189
2016-04-26,220189
2016-04-27,223455
2016-04-28,223455
2016-04-29,226220
2016-04-30,226220
2016-05-01,230379
2016-05-02,230379
2016-05-03,228170
2016-05-04,228170
2016-05-05,220575
2016-05-06,220575
2016-05-07,215166
2016-05-08,215166
2016-05-09,207240
2016-05-10,207240
2016-05-11,205308
2016-05-12,205308
2016-05-13,204851
2016-05-14,204851
2016-05-15,205473
2016-05-16,205473
2016-05-17,206083
2016-05-18,209963
2016-05-19,209963
2016-05-22,226721
2016-05-23,231137
2016-05-24,231137
2016-05-25,228740
2016-05-26,228740
2016-05-27,231188
2016-05-28,231188
2016-05-29,241885
2016-05-30,241885
2016-05-31,249281
2016-06-01,249281
2016-06-02,256158
2016-06-03,256158
2016-06-04,248469
2016-06-05,248469
2016-06-06,245624
2016-06-07,245624
2016-06-08,244345
2016-06-09,244345
2016-06-10,237920
2016-06-11,237920
2016-06-12,241787
2016-06-13,241787
2016-06-14,235490
2016-06-15,235490
2016-06-16,235610
2016-06-17,227498
2016-06-18,227498
2016-06-19,230240
2016-06-20,230240
2016-06-21,231526
2016-06-22,235327
2016-06-23,235327
2016-06-24,242169
2016-06-25,250104
2016-06-26,250104
2016-06-27,256233
2016-06-28,266621
2016-06-29,266621
2016-06-30,278856
2016-07-01,290836
2016-07-02,290836
2016-07-03,293186
2016-07-04,293085
2016-07-05,293085
2016-07-06,293576
2016-07-07,293576
2016-07-08,302438
2016-07-09,307454
2016-07-10,312535
2016-07-11,324191
2016-07-12,335375
2016-07-13,335375
2016-07-14,351812
2016-07-15,351812
2016-07-16,369403
2016-07-17,369403
2016-07-18,382731
2016-07-23,373151
2016-07-24,362615
2016-07-25,362615
2016-07-26,349366
2016-07-27,349366
2016-07-28,335845
2016-07-29,324203
2016-07-30,324203
2016-07-31,319465
2016-08-01,319465
2016-08-02,308484
2016-08-03,296880
2016-08-04,296880
2016-08-05,290698
2016-08-06,290698
2016-08-07,285004
2016-08-08,285004
2016-08-09,289382
2016-08-10,289382
2016-08-11,286056
2016-08-12,286056
2016-08-13,278282
2016-08-14,278282
2016-08-15,265450
2016-08-16,265450
2016-08-17,252177
2016-08-18,252177
2016-08-19,239576
2016-08-20,239576
2016-08-21,230656
2016-08-22,230656
2016-08-23,224140
2016-08-24,224140
2016-08-25,217151
2016-08-26,217151
2016-08-28,211091
2016-08-31,192387
2016-09-01,192387
2016-09-02,183028
2016-09-03,183028
2016-09-04,181110
2016-09-05,181110
2016-09-06,180001
2016-09-07,180001
2016-09-08,174630
2016-09-09,174630
2016-09-10,169364
2016-09-11,169364
2016-09-12,168377
2016-09-13,168377
2016-09-14,172835
2016-09-15,172835
2016-09-16,179551
2016-09-17,179551
2016-09-18,181423
2016-09-19,181423
2016-09-20,185654
2016-09-21,185654
2016-09-22,189217
2016-09-23,189217
2016-09-24,189217
2016-09-25,190824
2016-09-26,190824
2016-09-27,187984
2016-09-28,187984
2016-09-29,181416
2016-09-30,175334
2016-10-01,175334
2016-10-02,173083
2016-10-03,173083
2016-10-04,171277
2016-10-05,171277
2016-10-06,169999
2016-10-07,169999
2016-10-08,173010
2016-10-09,173010
2016-10-10,173595
2016-10-11,173595
2016-10-12,171729
2016-10-13,177279
2016-10-14,184506
2016-10-15,189033
2016-10-16,189033
2016-10-17,192836
2016-10-18,192836
2016-10-19,200633
2016-10-20,200633
2016-10-21,206337
2016-10-22,206337
2016-10-23,204080
2016-10-24,204080
2016-10-25,201833
2016-10-26,198536
2016-10-27,198536
2016-10-28,198536
2016-10-29,193910
2016-10-30,193910
2016-10-31,187647
2016-11-01,187647
2016-11-02,185359
2016-11-03,185359
2016-11-04,185904
2016-11-05,185904
2016-11-06,185713
2016-11-07,185713
2016-11-08,182856
2016-11-09,182856
2016-11-10,181947
2016-11-11,181947
2016-11-12,175963
2016-11-13,175963
2016-11-14,171725
2016-12-07,184658
2016-12-08,181854
2016-12-09,181854
2016-12-10,180789
2016-12-11,180789
2016-12-12,181779
2016-12-13,181779
2016-12-14,180317
2016-12-15,180317
2016-12-16,180317
2016-12-17,183254
2016-12-18,183254
2016-12-19,183132
2016-12-20,183132
2016-12-21,174847
2016-12-22,174847
2016-12-23,167028
2016-12-24,167028
2016-12-25,163674
2016-12-26,163674
2016-12-27,158848
2016-12-28,158848
2016-12-29,151677
2016-12-30,151677
2016-12-31,144655
2017-01-01,144655
2017-01-02,141188
2017-01-03,141188
2017-01-04,137389
2017-01-05,137389
2017-01-06,135212
2017-01-07,131501
2017-01-08,131501
2017-01-09,126357
2017-01-10,126357
2017-01-11,121451
2017-01-12,117793
2017-01-13,117793
2017-01-14,116387
2017-01-15,115941
2017-01-16,119538
2017-01-17,125409
2017-01-18,131281
2017-01-19,131281
2017-01-20,137665
2017-01-21,144003
2017-01-22,144003
2017-01-27,148582
2017-01-28,145830
2017-01-29,145529
2017-01-30,145529
2017-01-31,142345
2017-02-01,135444
2017-02-02,135444
2017-02-03,133298
2017-02-04,131234
2017-02-05,131234
2017-02-06,127174
2017-02-07,127174
2017-02-08,128061
2017-02-09,128061
2017-02-10,128144
2017-02-11,126596
2017-02-12,126596
2017-02-13,124257
2017-02-14,123100
2017-02-15,123100
2017-02-16,123709
2017-02-18,125891
2017-02-19,127853
2017-02-20,127853
2017-02-21,124737
2017-02-22,124737
2017-02-23,121693
2017-02-24,121693
2017-02-25,119524
2017-02-26,119524
2017-02-27,114166
2017-02-28,109746
2017-03-01,109746
2017-03-02,105309
2017-03-03,105309
2017-03-04,105119
2017-03-05,108919
2017-03-06,109067
2017-03-07,109067
2017-03-08,104152
2017-03-09,104152
2017-03-10,107560
2017-03-11,107536
2017-03-12,107536
2017-03-13,105324
2017-03-14,101489
2017-03-15,98253
2017-03-16,98253
2017-03-17,95735
2017-03-18,95735
2017-03-19,96330
2017-03-20,94933
2017-03-21,95647
2017-03-22,95647
2017-03-23,98772
2017-03-24,103572
2017-03-25,103572
2017-03-26,107825
2017-03-27,110298
2017-03-28,110298
2017-03-29,109745
2017-03-30,113515
2017-03-31,117062
2017-04-01,117062
2017-04-02,118038
2017-04-03,122316
2017-04-04,122316
2017-04-12,109230
2017-04-13,110266
2017-04-14,113685
2017-04-15,116593
2017-04-16,118171
2017-04-17,122383
2017-04-18,127310
2017-04-19,131899
2017-04-20,131899
2017-04-21,135103
2017-04-22,135103
2017-04-23,134207
2017-04-24,136469
2017-04-25,137559
2017-04-26,137559
2017-04-27,136388
2017-04-28,136388
2017-04-29,136033
2017-04-30,136033
2017-05-01,137073
2017-05-02,135934
2017-05-03,135759
2017-05-04,133265
2017-05-05,133265
2017-05-06,128351
2017-05-07,128351
2017-05-08,122424
2017-05-09,118725
2017-05-10,118725
2017-05-11,117630
2017-05-12,116074
2017-05-13,114313
2017-05-14,114313
2017-05-15,113986
2017-05-16,114839
2017-05-17,114839
2017-05-18,115028
2017-05-19,115028
2017-05-20,115922
2017-05-21,115922
2017-05-22,117279
2017-05-23,117279
2017-05-24,119106
2017-05-25,119106
2017-05-26,116822
2017-05-27,117222
2017-05-28,117222
2017-05-29,118066
2017-05-30,118066
2017-05-31,120234
2017-06-01,120998
2017-06-02,120998
2017-06-03,116462
2017-06-06,110306
2017-06-07,106680
2017-06-08,106680
2017-06-09,103268
2017-06-10,99313
2017-06-11,96618
2017-06-12,96618
2017-06-13,94470
2017-06-14,93866
2017-06-15,93866
2017-06-16,94468
2017-06-17,94468
2017-06-18,97002
2017-06-19,97002
2017-06-20,99393
2017-06-21,102348
2017-06-22,102348
2017-06-23,102625
2017-06-24,99776
2017-06-25,99776
2017-06-26,99371
2017-06-27,97445
2017-06-28,97445
2017-06-29,99395
2017-06-30,99395
2017-07-01,98776
2017-07-02,98776
2017-07-03,100387
2017-07-04,104759
2017-07-05,104759
2017-07-06,107870
2017-07-07,107870
2017-07-08,112098
2017-07-13,125073
2017-07-14,129112
2017-07-15,129112
2017-07-16,129124
2017-07-17,128162
2017-07-18,128162
2017-07-19,124880
2017-07-20,122909
2017-07-21,123220
2017-07-22,120649
2017-07-23,119081
2017-07-24,119081
2017-07-25,117055
2017-07-26,114034
2017-07-27,111515
2017-07-28,113570
2017-07-29,113570
2017-07-30,113360
2017-07-31,113360
2017-08-01,114068
2017-08-02,116794
2017-08-03,116794
2017-08-04,119782
2017-08-05,119931
2017-08-06,119931
2017-08-09,115454
2017-08-10,113732
2017-08-11,113732
2017-08-12,112947
2017-08-13,112947
2017-08-14,112117
2017-08-15,112830
2017-08-16,112830
2017-08-17,113522
2017-08-18,113522
2017-08-19,111118
2017-08-20,106111
2017-08-22,101207
2017-08-23,101207
2017-08-24,100595
2017-08-25,100595
2017-08-26,104649
2017-08-27,109605
2017-08-28,109605
2017-08-29,107892
2017-08-30,104649
2017-08-31,104649
2017-09-01,103584
2017-09-02,100976
2017-09-03,100976
2017-09-04,102575
2017-09-05,101598
2017-09-06,101598
2017-09-07,98003
2017-09-08,98003
2017-09-09,96814
2017-09-10,95333
2017-09-11,95333
2017-09-12,94022
2017-09-13,94282
2017-09-14,95760
2017-09-15,95760
2017-09-16,98666
2017-09-17,100646
2017-09-19,102565
2017-09-20,107383
2017-09-21,107383
2017-09-22,112729
2017-09-23,112729
2017-09-24,114208
2017-09-25,114208
2017-09-26,112137
2017-09-27,112137
2017-09-28,111326
2017-09-29,111055
2017-09-30,111055
2017-10-01,108329
2017-10-02,107866
2017-10-03,107866
2017-10-04,110195
2017-10-05,108714
2017-10-06,104105
2017-10-07,107420
2017-10-08,107420
2017-10-09,111791
2017-10-10,112568
2017-10-11,112568
2017-10-12,112447
2017-10-13,110709
2017-10-14,110483
2017-10-15,110483
2017-10-16,108531
2017-10-17,108531
2017-10-18,107257
2017-10-19,107257
2017-10-20,105864
2017-10-21,105864
2017-10-22,107639
2017-10-23,107639
2017-10-24,107274
2017-10-25,106665
2017-10-26,106665
2017-10-27,106276
2017-10-28,106276
2017-10-29,104933
2017-10-30,103857
2017-10-31,101934
2017-11-01,101934
2017-11-02,101913
2017-11-03,101913
2017-11-04,100514
2017-11-05,100514
2017-11-06,97393
2017-11-07,97393
2017-11-08,95036
2017-11-09,93267
2017-11-10,93267
2017-11-11,91934
2017-11-12,90176
2017-11-13,90176
2017-11-14,85797
2017-11-15,85797
2017-11-16,81585
2017-11-17,78627
2017-11-18,78627
2017-11-19,74914
2017-11-20,73242
2017-11-21,71239
2017-11-22,71239
2017-11-23,72161
2017-11-24,74988
2017-11-25,77139
2017-11-26,79615
2017-11-27,79615
2017-11-28,82614
2017-11-29,85008
2017-11-30,85008
2017-12-01,87748
2017-12-02,87748
2017-12-03,91692
2017-12-04,91692
2017-12-05,94582
2017-12-06,96392
2017-12-07,98985
2017-12-08,98985
2017-12-09,97699
2017-12-10,95250
2017-12-11,94660
2017-12-12,94660
2017-12-14,93120
2017-12-15,90611
2017-12-17,91263
2017-12-18,92083
2017-12-19,92083
2017-12-20,96624
2017-12-21,100888
2017-12-22,103943
2017-12-23,103367
2017-12-24,103367
2017-12-25,101297
2017-12-26,104700
2017-12-27,107585
2017-12-28,107585
2017-12-29,110827
2017-12-30,109136
2017-12-31,109136
2018-01-01,106332
2018-01-02,106332
2018-01-03,105034
2018-01-04,104773
2018-01-05,104077
2018-01-06,103456
2018-01-07,103336
2018-01-08,102988
2018-01-09,101406
2018-01-10,101406
2018-01-11,102299
2018-01-12,103047
2018-01-13,100563
2018-01-14,97709
2018-01-15,95635
2018-01-16,94494
2018-01-17,95079
2018-01-18,97749
2018-01-19,97749
2018-01-20,98111
2018-01-21,99466
2018-01-22,99494
2018-01-23,100686
2018-01-25,104230
2018-01-26,106499
2018-01-27,108440
2018-01-28,107356
2018-01-29,106456
2018-01-31,106686
2018-02-01,107106
2018-02-02,108851
2018-02-03,105349
2018-02-04,100949
2018-02-05,98906
2018-02-06,99427
2018-02-07,101102
2018-02-08,101504
2018-02-09,101971
2018-02-10,102005
2018-02-11,101556
2018-02-12,102911
2018-02-13,107348
2018-02-14,112223
2018-02-15,117266
2018-02-16,123026
2018-02-17,129135
2018-02-18,134882
2018-02-19,141285
2018-02-20,148350
2018-02-21,153242
2018-02-22,152022
2018-02-23,154023
2018-02-24,151457
2018-02-25,148673
2018-02-26,142212
2018-02-27,135131
2018-03-01,122206
2018-03-02,116095
2018-03-03,114025
2018-03-04,112557
2018-03-05,111596
2018-03-06,113980
2018-03-07,115939
2018-03-08,117470
2018-03-09,117238
2018-03-10,118588
2018-03-11,117435
2018-03-12,115812
2018-03-13,112844
2018-03-14,116936
2018-03-15,119515
2018-03-16,122430
2018-03-17,126140
2018-03-18,127231
2018-03-19,128635
2018-03-20,128959
2018-03-21,128031
2018-03-23,129252
2018-03-24,129477
2018-03-26,131452
2018-03-27,130358
2018-03-28,129756
2018-03-29,127109
2018-03-30,127047
2018-03-31,131590
2018-04-01,134494
2018-04-02,137022
2018-04-03,134673
2018-04-04,136332
2018-04-05,135470
2018-04-06,135817
2018-04-07,134253
2018-04-08,136260
2018-04-09,137938
2018-04-10,137331
2018-04-11,134569
2018-04-12,131643
2018-04-13,130480
2018-04-14,127920
2018-04-15,125724
2018-04-16,124153
2018-04-17,122136
2018-04-18,119399
2018-04-19,117816
2018-04-20,116846
2018-04-21,114285
2018-04-22,112639
2018-04-23,110789
2018-04-24,111064
2018-04-25,111146
2018-04-26,111411
2018-04-27,110376
2018-04-28,110844
2018-04-29,109955
2018-04-30,111624
2018-05-01,112764
2018-05-04,116555
2018-05-05,115741
2018-05-06,115265
2018-05-07,117616
2018-05-08,119951
2018-05-09,121741
2018-05-10,124900
2018-05-11,129256
2018-05-12,132171
2018-05-13,131240
2018-05-14,133714
2018-05-15,136262
2018-05-16,139478
2018-05-17,143107
2018-05-18,142850
2018-05-19,138587
2018-05-20,137038
2018-05-21,134806
2018-05-22,131370
2018-05-23,130105
2018-05-24,133220
2018-05-25,134709
2018-05-26,134493
2018-05-27,132361
2018-05-28,133531
2018-05-29,137270
2018-05-30,139626
2018-05-31,140583
2018-06-01,143676
2018-06-02,146719
2018-06-03,147508
2018-06-04,142752
2018-06-05,137832
2018-06-06,132098
2018-06-07,128079
2018-06-08,123643
2018-06-09,120801
2018-06-10,119414
2018-06-11,117408
2018-06-12,113590
2018-06-13,112171
2018-06-14,110746
2018-06-15,110695
2018-06-16,109291
2018-06-17,109661
2018-06-18,107774
2018-06-19,109770
2018-06-20,109049
2018-06-21,111643
2018-06-22,115755
2018-06-23,117838
2018-06-24,119389
2018-06-25,123184
2018-06-26,127220
2018-06-27,123304
2018-06-28,120161
2018-06-29,116432
2018-06-30,113188
2018-07-01,111828
2018-07-02,111552
2018-07-03,110825
2018-07-04,110092
2018-07-05,109272
2018-07-06,109056
2018-07-07,110186
2018-07-08,112473
2018-07-09,114090
2018-07-10,115100
2018-07-11,118071
2018-07-12,118004
2018-07-13,122131
2018-07-14,126558
2018-07-15,126829
2018-07-16,130747
2018-07-17,135097
2018-07-18,138540
2018-07-19,140815
2018-07-20,138806
2018-07-21,137542
2018-07-22,136800
2018-07-23,137731
2018-07-24,135370
2018-07-25,136797
2018-07-26,136594
2018-07-27,135967
2018-07-28,134885
2018-07-29,134902
2018-07-30,135926
2018-07-31,135894
2018-08-01,137135
2018-08-02,138339
2018-08-03,137677
2018-08-04,135105
2018-08-05,134697
2018-08-06,132606
2018-08-07,130298
2018-08-08,132221
2018-08-09,129905
2018-08-10,130218
2018-08-11,131201
2018-08-12,133353
2018-08-14,135164
2018-08-16,140199
2018-08-17,140533
2018-08-18,141079
2018-08-19,142409
2018-08-20,143816
2018-08-21,141888
2018-08-22,143757
2018-08-23,148876
2018-08-24,153337
2018-08-25,156531
2018-08-26,157192
2018-08-27,161555
2018-08-28,167608
2018-08-29,171413
2018-08-30,169838
2018-08-31,169635
2018-09-01,168991
2018-09-02,164955
2018-09-03,159602
2018-09-04,152332
2018-09-05,145797
2018-09-06,143522
2018-09-07,140390
2018-09-08,137719
2018-09-09,131419
2018-09-10,126334
2018-09-11,126009
2018-09-12,127797
2018-09-13,127279
2018-09-14,126025
2018-09-15,123470
2018-09-16,122199
2018-09-17,122089
2018-09-18,121351
2018-09-19,119446
2018-09-20,121330
2018-09-21,125304
2018-09-22,126131
2018-09-23,128826
2018-09-24,130820
2018-09-25,133004
2018-09-26,133839
2018-09-27,133126
2018-09-28,132633
2018-09-29,134920
2018-09-30,137622
2018-10-02,142146
2018-10-03,142834
2018-10-04,145187
2018-10-05,144707
2018-10-06,142262
2018-10-07,136577
2018-10-08,135472
2018-10-09,133586
2018-10-10,130127
2018-10-11,129722
2018-10-12,130406
2018-10-13,130134
2018-10-14,127441
2018-10-15,127728
2018-10-16,127592
2018-10-17,126908
2018-10-18,127527
2018-10-19,129670
2018-10-20,131805
2018-10-21,129002
2018-10-22,123219
2018-10-23,123787
2018-10-24,122971
2018-10-25,118311
2018-10-26,116911
2018-10-27,118136
2018-10-28,117958
2018-10-29,116821
2018-10-30,115226
2018-10-31,114396
2018-11-01,113278
2018-11-03,115929
2018-11-04,118702
2018-11-05,122959
2018-11-06,127546
2018-11-07,131820
2018-11-08,135112
2018-11-09,141334
2018-11-10,143017
2018-11-11,136820
2018-11-12,133111
2018-11-13,129809
2018-11-15,130351
2018-11-16,130778
2018-11-17,131382
2018-11-18,131845
2018-11-19,132021
2018-11-20,131172
2018-11-21,130520
2018-11-22,129956
2018-11-23,129616
2018-11-24,129467
2018-11-25,129249
2018-11-26,129505
2018-11-27,127824
2018-11-28,129367
2018-11-29,129670
2018-12-01,126684
2018-12-02,130292
2018-12-03,129862
2018-12-04,132425
2018-12-05,136052
2018-12-07,145269
2018-12-09,138411
2018-12-10,134662
2018-12-11,133177
2018-12-12,130549
2018-12-13,130025
2018-12-14,130029
2018-12-15,129809
2018-12-16,130923
2018-12-17,130757
2018-12-18,132606
2018-12-19,132114
2018-12-20,133355
2018-12-21,136278
2018-12-22,137994
2018-12-23,135420
2018-12-24,136741
2018-12-25,139400
2018-12-26,140086
2018-12-27,140111
2018-12-28,138986
2018-12-29,137861
2018-12-30,136854
2018-12-31,136671
2019-01-01,135976
2019-01-02,135055
2019-01-03,135509
2019-01-04,136632
2019-01-05,134964
2019-01-06,133389
2019-01-08,134021
2019-01-10,130868
2019-01-11,129943
2019-01-12,127632
2019-01-13,124662
2019-01-14,123841
2019-01-15,122860
2019-01-16,121229
2019-01-17,120931
2019-01-18,119978
2019-01-19,116083
2019-01-20,114339
2019-01-21,111502
2019-01-22,111025
2019-01-23,112934
2019-01-24,114977
2019-01-25,117437
2019-01-26,119833
2019-01-27,121772
2019-01-28,123441
2019-01-29,127955
2019-01-30,132169
2019-01-31,135784
2019-02-01,135309
2019-02-02,140076
2019-02-03,140974
2019-02-04,138796
2019-02-05,135054
2019-02-06,131828
2019-02-07,132580
2019-02-08,132369
2019-02-09,133921
2019-02-10,132660
2019-02-11,136970
2019-02-12,136466
2019-02-13,133059
2019-02-14,133286
2019-02-15,132418
2019-02-16,130897
2019-02-17,129708
2019-02-18,130671
2019-02-19,129012
2019-02-20,131280
2019-02-21,132282
2019-02-22,135790
2019-02-23,136646
2019-02-24,139888
2019-02-25,145211
2019-02-26,145987
2019-02-27,150871
2019-02-28,155154
2019-03-01,157322
2019-03-02,157067
2019-03-03,157074
2019-03-04,155961
2019-03-05,153038
2019-03-06,146457
2019-03-07,139512
2019-03-08,135179
2019-03-09,135143
2019-03-10,131654
2019-03-11,127425
2019-03-12,124595
2019-03-13,122093
2019-03-14,119385
2019-03-15,118678
2019-03-16,119226
2019-03-17,120757
2019-03-18,119885
2019-03-19,120231
2019-03-20,120952
2019-03-21,119654
2019-03-22,121405
2019-03-23,122432
2019-03-24,123833
2019-03-25,124259
2019-03-26,124390
2019-03-27,122983
2019-03-28,121943
2019-03-29,121792
2019-03-30,123776
2019-03-31,121866
2019-04-01,122766
2019-04-02,121993
2019-04-03,122339
2019-04-04,124090
2019-04-05,123667
2019-04-06,125693
2019-04-07,124929
2019-04-08,125205
