date_obj,Black%20headband price
2019-03-27,7361
2019-03-28,7305
2019-03-29,7236
2019-03-30,7236
2019-03-31,7168
2019-04-01,7135
2019-04-02,7068
2019-04-03,7039
2019-04-04,6971
2019-04-05,6940
2019-04-06,7178
2019-04-07,7176
2019-04-08,7096
2019-04-09,6979
2019-04-10,6965
2019-04-11,6827
2019-04-12,6609
2019-04-13,6431
2019-04-14,6202
2019-04-15,6077
2019-04-16,5814
2019-04-17,5615
2019-04-18,5455
2019-04-19,5299
2019-04-20,5091
2019-04-21,4870
2019-04-22,4693
2019-04-23,4611
2019-04-24,4486
2019-04-25,4376
2019-04-26,4307
2019-04-27,4217
2019-04-28,4018
2019-04-29,3817
2019-04-30,3626
2019-05-01,3445
2019-05-02,3275
2019-05-03,3203
2019-05-04,3135
2019-05-05,3106
2019-05-06,3130
2019-05-07,3074
2019-05-08,3049
2019-05-09,3035
2019-05-10,2968
2019-05-11,2918
2019-05-12,2785
2019-05-13,2725
2019-05-14,2690
2019-05-15,2690
2019-05-16,2654
2019-05-17,2654
2019-05-18,2596
2019-05-19,2621
2019-05-20,2646
2019-05-21,2719
2019-05-22,2799
2019-05-23,2716
2019-05-24,2701
2019-05-25,2654
2019-05-26,2590
2019-05-27,2487
2019-05-28,2417
2019-05-29,2368
2019-05-30,2368
2019-05-31,2409
2019-06-01,2466
2019-06-02,2420
2019-06-03,2342
2019-06-04,2224
2019-06-05,2112
2019-06-06,2006
2019-06-07,1905
2019-06-08,1826
2019-06-09,1880
2019-06-10,1880
2019-06-11,1963
2019-06-12,2059
2019-06-13,2160
2019-06-14,2266
2019-06-15,2377
2019-06-16,2487
2019-06-17,2601
2019-06-18,2721
2019-06-19,2855
2019-06-20,2948
2019-06-21,3039
2019-06-22,3111
2019-06-23,3102
2019-06-24,3175
2019-06-25,3172
2019-06-26,3202
2019-06-27,3145
2019-06-28,3145
2019-06-29,3153
2019-06-30,3144
2019-07-01,3144
2019-07-02,3233
2019-07-03,3361
2019-07-04,3361
2019-07-05,3358
2019-07-06,3351
2019-07-07,3315
2019-07-08,3310
2019-07-09,3292
2019-07-10,3223
2019-07-11,3223
2019-07-12,3068
2019-07-13,3068
2019-07-14,3042
2019-07-15,3042
2019-07-16,3011
2019-07-17,2991
2019-07-18,2991
2019-07-19,2916
2019-07-20,2944
2019-07-21,2961
2019-07-22,2998
2019-07-23,3016
2019-07-24,3016
2019-07-25,2965
2019-07-26,2965
2019-07-27,2988
2019-07-28,2973
2019-07-29,2979
2019-07-30,3047
2019-07-31,3072
2019-08-01,3119
2019-08-02,3164
2019-08-03,3190
2019-08-04,3190
2019-08-05,3230
2019-08-06,3281
2019-08-07,3333
2019-08-08,3333
2019-08-09,3364
2019-08-10,3402
2019-08-11,3402
2019-08-12,3362
2019-08-13,3397
2019-08-14,3431
2019-08-15,3463
2019-08-16,3445
2019-08-17,3445
2019-08-18,3400
2019-08-19,3386
2019-08-20,3386
2019-08-21,3348
2019-08-22,3356
2019-08-23,3356
2019-08-24,3352
2019-08-24,3352
2019-08-25,3352
2019-08-25,3352
2019-08-26,3390
2019-08-27,3390
2019-08-27,3390
2019-08-28,3431
2019-08-29,3431
2019-08-30,3488
2019-08-31,3488
2019-09-01,3447
2019-09-02,3447
2019-09-03,3393
2019-09-04,3290
2019-09-05,3290
2019-09-06,3251
2019-09-07,3179
2019-09-08,3166
2019-09-09,3166
2019-09-10,3153
2019-09-11,3238
2019-09-12,3238
2019-09-13,3268
2019-09-14,3301
2019-09-15,3320
2019-09-16,3365
2019-09-17,3372
2019-09-18,3318
2019-09-19,3318
2019-09-20,3289
2019-09-21,3307
2019-09-22,3313
2019-09-23,3259
2019-09-24,3259
2019-09-25,3248
2019-09-26,3171
2019-09-27,3171
2019-09-28,3140
2019-09-29,3140
2019-09-30,3134
2019-10-01,3057
2019-10-02,3057
2019-10-03,2970
2019-10-04,2970
2019-10-05,2966
2019-10-06,2940
2019-10-07,2940
2019-10-08,2885
2019-10-09,2885
2019-10-10,2888
2019-10-11,2888
2019-10-12,2882
2019-10-13,2873
2019-10-14,2924
2019-10-15,2924
2019-10-16,2880
2019-10-17,2880
2019-10-18,2837
2019-10-19,2812
2019-10-20,2812
2019-10-21,2772
2019-10-22,2772
2019-10-23,2750
2019-10-24,2750
2019-10-25,2697
2019-10-26,2627
2019-10-27,2627
2019-10-28,2630
2019-10-29,2630
2019-10-30,2658
2019-10-31,2689
2019-11-01,2689
2019-11-02,2690
2019-11-03,2721
2019-11-04,2656
2019-11-05,2656
2019-11-06,2620
2019-11-07,2626
2019-11-08,2596
2019-11-09,2553
2019-11-10,2559
2019-11-11,2614
2019-11-12,2685
2019-11-13,2685
2019-11-14,2732
2019-11-15,2732
2019-11-16,2739
2019-11-17,2739
2019-11-18,2780
2019-11-19,2780
2019-11-20,2761
2019-11-21,2761
2019-11-22,2744
2019-11-23,2779
2019-11-24,2842
2019-11-25,2889
2019-11-26,2921
2019-11-27,2921
2019-11-28,2908
2019-11-29,2908
2019-11-30,2886
2019-12-01,2886
2019-12-02,2897
2019-12-03,2897
2019-12-04,2897
2019-12-05,2897
2019-12-06,2890
2019-12-07,2916
2019-12-08,2916
2019-12-09,2877
2019-12-10,2977
2019-12-11,2977
2019-12-12,3032
2019-12-13,3085
2019-12-14,3085
2019-12-15,3114
2019-12-16,3114
2019-12-17,3141
2019-12-18,3141
2019-12-19,3174
2019-12-20,3174
2019-12-21,3144
2019-12-22,3153
2019-12-23,3153
2019-12-24,3177
2019-12-25,3114
2019-12-26,3114
2019-12-27,3082
2019-12-28,3076
2019-12-29,3076
2019-12-30,2930
2019-12-31,2851
2020-01-01,2906
2020-01-02,2929
2020-01-03,2929
2020-01-04,2936
2020-01-05,3003
2020-01-06,3003
2020-01-07,3030
2020-01-08,3030
2020-01-09,3076
2020-01-10,3136
2020-01-11,3166
2020-01-12,3180
2020-01-13,3180
2020-01-14,3167
2020-01-15,3159
2020-01-16,3162
2020-01-17,3187
2020-01-18,3187
2020-01-19,3210
2020-01-20,3211
2020-01-21,3211
2020-01-22,3199
2020-01-23,3258
2020-01-24,3347
2020-01-25,3382
2020-01-26,3384
2020-01-27,3399
2020-01-28,3399
2020-01-29,3432
2020-01-30,3538
2020-01-31,3571
2020-02-01,3541
2020-02-02,3567
2020-02-03,3585
2020-02-04,3545
2020-02-05,3532
2020-02-06,3547
2020-02-07,3593
2020-02-08,3567
2020-02-09,3519
2020-02-10,3480
2020-02-11,3517
2020-02-12,3512
2020-02-13,3512
2020-02-14,3527
2020-02-15,3527
2020-02-16,3536
2020-02-17,3550
2020-02-18,3570
2020-02-19,3570
2020-02-20,3505
2020-02-21,3505
2020-02-22,3537
2020-02-23,3596
2020-02-24,3658
2020-02-25,3748
2020-02-26,3820
2020-02-27,3857
2020-02-28,3904
2020-02-29,3904
2020-03-01,3865
2020-03-02,4052
2020-03-03,4111
2020-03-04,4111
2020-03-05,4199
2020-03-06,4227
2020-03-07,4227
2020-03-08,4351
2020-03-09,4439
2020-03-10,4486
2020-03-11,4489
2020-03-12,4411
2020-03-13,4424
2020-03-14,4418
2020-03-15,4457
2020-03-16,4472
2020-03-17,4485
2020-03-18,4463
2020-03-19,4619
2020-03-20,4764
2020-03-21,4914
2020-03-22,5077
2020-03-23,5293
2020-03-24,5545
2020-03-25,5815
2020-03-26,6066
2020-03-27,6338
2020-03-28,6653
2020-03-29,6925
2020-03-30,7231
2020-03-31,7569
2020-04-01,7761
2020-04-02,7991
2020-04-03,7991
2020-04-04,8209
2020-04-05,8147
2020-04-06,8249
2020-04-07,8007
2020-04-08,8031
2020-04-09,7853
2020-04-10,7821
2020-04-11,7827
2020-04-12,7758
2020-04-13,7769
2020-04-14,7697
2020-04-15,7508
2020-04-16,7508
2020-04-17,7431
2020-04-18,7418
2020-04-19,7417
2020-04-20,7344
2020-04-21,7300
2020-04-22,7188
2020-04-23,7004
2020-04-24,6919
2020-04-25,6944
2020-04-26,6866
2020-04-27,6866
2020-04-28,6831
2020-04-29,6656
2020-04-30,6543
2020-05-01,6457
2020-05-02,6387
2020-05-03,6426
2020-05-04,6492
2020-05-05,6475
2020-05-06,6426
2020-05-07,6516
2020-05-08,6377
2020-05-09,6251
2020-05-10,6340
2020-05-11,6511
2020-05-12,6603
2020-05-13,6662
