date_obj,Blue%20wizard%20robe%20(t) price
2016-05-25,79252
2016-05-26,78643
2016-05-27,79466
2016-05-28,81103
2016-05-29,80146
2016-05-30,80146
2016-05-31,79734
2016-06-01,81664
2016-06-02,82170
2016-06-03,81946
2016-06-04,84220
2016-06-05,84758
2016-06-06,86208
2016-06-07,86208
2016-06-08,87018
2016-06-09,86627
2016-06-10,88551
2016-06-11,89279
2016-06-12,89077
2016-06-13,88428
2016-06-14,87302
2016-06-15,86737
2016-06-16,84266
2016-06-17,84123
2016-06-18,84201
2016-06-19,83893
2016-06-20,81486
2016-06-21,79173
2016-06-22,76779
2016-06-23,75938
2016-06-24,75373
2016-06-25,75103
2016-06-26,74529
2016-06-27,74119
2016-06-28,73377
2016-06-29,73189
2016-06-30,72811
2016-07-01,72485
2016-07-02,72100
2016-07-03,71595
2016-07-04,70812
2016-07-05,70881
2016-07-06,69377
2016-07-07,68122
2016-07-08,65790
2016-07-09,62740
2016-07-10,59842
2016-07-11,57399
2016-07-12,55415
2016-07-13,53284
2016-07-14,50808
2016-07-15,49934
2016-07-16,48819
2016-07-17,46973
2016-07-18,46847
2016-07-23,47140
2016-07-24,47862
2016-07-25,47331
2016-07-26,47826
2016-07-27,47147
2016-07-28,46417
2016-07-29,45997
2016-07-30,45771
2016-07-31,45907
2016-08-01,45319
2016-08-02,44950
2016-08-03,44148
2016-08-04,44000
2016-08-05,43723
2016-08-06,44445
2016-08-07,44080
2016-08-08,44080
2016-08-09,43745
2016-08-10,44287
2016-08-11,44287
2016-08-12,44627
2016-08-13,44834
2016-08-14,44437
2016-08-15,44988
2016-08-16,44995
2016-08-17,44995
2016-08-18,44969
2016-08-19,44793
2016-08-20,44062
2016-08-21,43403
2016-08-22,43644
2016-08-23,43136
2016-08-24,42919
2016-08-25,43511
2016-08-26,43511
2016-08-28,43591
2016-08-31,41765
2016-09-01,41079
2016-09-02,41079
2016-09-03,41819
2016-09-04,42793
2016-09-05,43743
2016-09-06,43904
2016-09-07,44423
2016-09-08,45580
2016-09-09,46494
2016-09-10,47290
2016-09-11,47290
2016-09-12,48324
2016-09-13,49768
2016-09-14,49768
2016-09-15,49606
2016-09-16,49606
2016-09-17,49342
2016-09-18,49542
2016-09-19,49407
2016-09-20,50013
2016-09-21,49760
2016-09-22,50046
2016-09-23,49901
2016-09-24,49901
2016-09-25,50161
2016-09-26,50161
2016-09-27,50821
2016-09-28,51237
2016-09-29,51237
2016-09-30,52281
2016-10-01,51965
2016-10-02,53093
2016-10-03,54008
2016-10-04,53355
2016-10-05,53558
2016-10-06,54016
2016-10-07,54016
2016-10-08,54800
2016-10-09,55477
2016-10-10,56193
2016-10-11,55299
2016-10-12,55392
2016-10-13,55124
2016-10-14,56149
2016-10-15,56348
2016-10-16,56485
2016-10-17,56644
2016-10-18,56973
2016-10-19,57751
2016-10-20,56957
2016-10-21,57482
2016-10-22,57482
2016-10-23,57161
2016-10-24,57418
2016-10-25,57418
2016-10-26,57947
2016-10-27,57463
2016-10-28,57463
2016-10-29,56648
2016-10-30,57204
2016-10-31,57639
2016-11-01,57639
2016-11-02,57752
2016-11-03,57752
2016-11-04,57814
2016-11-05,57814
2016-11-06,57832
2016-11-07,57636
2016-11-08,57167
2016-11-09,57343
2016-11-10,56561
2016-11-11,56561
2016-11-12,56368
2016-11-13,56368
2016-11-14,56574
2016-11-15,57145
2016-12-07,59137
2016-12-08,58614
2016-12-09,59509
2016-12-10,59509
2016-12-11,60258
2016-12-12,60985
2016-12-13,61207
2016-12-14,61172
2016-12-15,60502
2016-12-16,60847
2016-12-17,60701
2016-12-18,60701
2016-12-19,60598
2016-12-20,61064
2016-12-21,61085
2016-12-22,61733
2016-12-23,61735
2016-12-24,61028
2016-12-25,60621
2016-12-26,60621
2016-12-27,61739
2016-12-28,61191
2016-12-29,59788
2016-12-30,60385
2016-12-31,61899
2017-01-01,62454
2017-01-02,62794
2017-01-03,62706
2017-01-04,64368
2017-01-05,65316
2017-01-06,66372
2017-01-07,65509
2017-01-08,64332
2017-01-09,64870
2017-01-10,64316
2017-01-11,64257
2017-01-12,64788
2017-01-13,65269
2017-01-14,64564
2017-01-15,64545
2017-01-16,64928
2017-01-17,65301
2017-01-18,64924
2017-01-19,65605
2017-01-20,65747
2017-01-21,65052
2017-01-22,65033
2017-01-23,64246
2017-01-27,64600
2017-01-28,64654
2017-01-29,64169
2017-01-30,63657
2017-01-31,64168
2017-02-01,65092
2017-02-02,65227
2017-02-03,65084
2017-02-04,65158
2017-02-05,65342
2017-02-06,64845
2017-02-07,65047
2017-02-08,64896
2017-02-09,64896
2017-02-10,64807
2017-02-11,65529
2017-02-12,65981
2017-02-13,65457
2017-02-14,65416
2017-02-15,65080
2017-02-16,64896
2017-02-18,64861
2017-02-19,65071
2017-02-20,65018
2017-02-21,64618
2017-02-22,67240
2017-02-23,70257
2017-02-24,70257
2017-02-25,71035
2017-02-26,71702
2017-02-27,72381
2017-02-28,72449
2017-03-01,72470
2017-03-02,74186
2017-03-03,73849
2017-03-04,73652
2017-03-05,74069
2017-03-06,73844
2017-03-07,74671
2017-03-08,75211
2017-03-09,74711
2017-03-10,74023
2017-03-11,74176
2017-03-12,74283
2017-03-13,73635
2017-03-14,73336
2017-03-15,72661
2017-03-16,73735
2017-03-17,73098
2017-03-18,74240
2017-03-19,74124
2017-03-20,73285
2017-03-21,74144
2017-03-22,75784
2017-03-23,75455
2017-03-24,74657
2017-03-25,76292
2017-03-26,76525
2017-03-27,75147
2017-03-28,73800
2017-03-29,74101
2017-03-30,74551
2017-03-31,74886
2017-04-01,72677
2017-04-02,72677
2017-04-03,75399
2017-04-04,77485
2017-04-12,77243
2017-04-13,76075
2017-04-14,78205
2017-04-15,79680
2017-04-16,79216
2017-04-17,78305
2017-04-18,78579
2017-04-19,77447
2017-04-20,77415
2017-04-21,77036
2017-04-22,79036
2017-04-23,80986
2017-04-24,80501
2017-04-25,80097
2017-04-26,80097
2017-04-27,78307
2017-04-28,77357
2017-04-29,77365
2017-04-30,77838
2017-05-01,76976
2017-05-02,77265
2017-05-03,77126
2017-05-04,74090
2017-05-05,70385
2017-05-06,67530
2017-05-07,64736
2017-05-08,61927
2017-05-09,59908
2017-05-10,57492
2017-05-11,57704
2017-05-12,58669
2017-05-13,58978
2017-05-14,58799
2017-05-15,58774
2017-05-16,59395
2017-05-17,59395
2017-05-18,59074
2017-05-19,59074
2017-05-20,58226
2017-05-21,58226
2017-05-22,57445
2017-05-23,57612
2017-05-24,58250
2017-05-25,57963
2017-05-26,57141
2017-05-27,56499
2017-05-28,57044
2017-05-29,58339
2017-05-30,60009
2017-05-31,59081
2017-06-01,58131
2017-06-02,57149
2017-06-03,55018
2017-06-04,53399
2017-06-05,53351
2017-06-06,52523
2017-06-07,52486
2017-06-08,52486
2017-06-09,51711
2017-06-10,50781
2017-06-11,49678
2017-06-12,49089
2017-06-13,49076
2017-06-14,49180
2017-06-15,48853
2017-06-16,48930
2017-06-17,48818
2017-06-18,48044
2017-06-19,48044
2017-06-20,48001
2017-06-21,47601
2017-06-22,47935
2017-06-23,47935
2017-06-24,48322
2017-06-25,48855
2017-06-26,48879
2017-06-27,48054
2017-06-28,47063
2017-06-29,46423
2017-06-30,45089
2017-07-01,45089
2017-07-02,44042
2017-07-03,43447
2017-07-04,43747
2017-07-05,43747
2017-07-06,44733
2017-07-07,44733
2017-07-08,45733
2017-07-13,46445
2017-07-14,46460
2017-07-15,46460
2017-07-16,46315
2017-07-17,47764
2017-07-18,49192
2017-07-19,51329
2017-07-20,53733
2017-07-21,54812
2017-07-22,54801
2017-07-23,55289
2017-07-24,55146
2017-07-25,55790
2017-07-26,56096
2017-07-27,55688
2017-07-28,56614
2017-07-29,56155
2017-07-30,55024
2017-07-31,55024
2017-08-01,54328
2017-08-02,53507
2017-08-03,53723
2017-08-04,53215
2017-08-05,53251
2017-08-06,51975
2017-08-09,52426
2017-08-10,52660
2017-08-11,52637
2017-08-12,53456
2017-08-13,54284
2017-08-14,56086
2017-08-15,56521
2017-08-16,56424
2017-08-17,56624
2017-08-18,56624
2017-08-19,56828
2017-08-20,56373
2017-08-21,57265
2017-08-22,56137
2017-08-23,55016
2017-08-24,55509
2017-08-25,54622
2017-08-26,54112
2017-08-27,54099
2017-08-28,54892
2017-08-29,55300
2017-08-30,54870
2017-08-31,55553
2017-09-01,55553
2017-09-02,56024
2017-09-03,56024
2017-09-04,55558
2017-09-05,56702
2017-09-06,56113
2017-09-07,54480
2017-09-08,53935
2017-09-09,53289
2017-09-10,54438
2017-09-11,55287
2017-09-12,56464
2017-09-13,56392
2017-09-14,57809
2017-09-15,57809
2017-09-16,57357
2017-09-17,57467
2017-09-18,58473
2017-09-19,58426
2017-09-20,57414
2017-09-22,55443
2017-09-23,55443
2017-09-24,55044
2017-09-25,55013
2017-09-26,55613
2017-09-27,55534
2017-09-28,54533
2017-09-29,55415
2017-09-30,57118
2017-10-01,58682
2017-10-02,58997
2017-10-03,57471
2017-10-04,57471
2017-10-05,57093
2017-10-06,55832
2017-10-07,55894
2017-10-08,55338
2017-10-09,55790
2017-10-10,55102
2017-10-11,55102
2017-10-12,55539
2017-10-13,56147
2017-10-14,57756
2017-10-15,57756
2017-10-16,58475
2017-10-17,58475
2017-10-18,59034
2017-10-19,59542
2017-10-20,59542
2017-10-21,59754
2017-10-22,59184
2017-10-23,58714
2017-10-24,57108
2017-10-25,56917
2017-10-26,57381
2017-10-27,57617
2017-10-28,57617
2017-10-29,58155
2017-10-30,59084
2017-10-31,59560
2017-11-01,59560
2017-11-02,58311
2017-11-03,57711
2017-11-04,58556
2017-11-05,58556
2017-11-06,57935
2017-11-07,57935
2017-11-08,57647
2017-11-09,56584
2017-11-10,56094
2017-11-11,56094
2017-11-12,55188
2017-11-13,53754
2017-11-14,54111
2017-11-15,53958
2017-11-16,52960
2017-11-17,53773
2017-11-18,53212
2017-11-19,55353
2017-11-20,56753
2017-11-21,57566
2017-11-22,57566
2017-11-23,58469
2017-11-24,58054
2017-11-25,59290
2017-11-26,59815
2017-11-27,59815
2017-11-28,60643
2017-11-29,62208
2017-11-30,62208
2017-12-01,63896
2017-12-02,63896
2017-12-03,65459
2017-12-04,65459
2017-12-05,67399
2017-12-06,68421
2017-12-07,65879
2017-12-08,65879
2017-12-09,63728
2017-12-10,60584
2017-12-11,57849
2017-12-12,55970
2017-12-13,54216
2017-12-14,53964
2017-12-15,52704
2017-12-16,50466
2017-12-17,49932
2017-12-18,50935
2017-12-19,51526
2017-12-20,51041
2017-12-21,51756
2017-12-22,52772
2017-12-23,53020
2017-12-24,53991
2017-12-25,54618
2017-12-26,55150
2017-12-27,55400
2017-12-28,56109
2017-12-29,56083
2017-12-30,57885
2017-12-31,59683
2018-01-01,60510
2018-01-02,59599
2018-01-03,58861
2018-01-04,58861
2018-01-05,58671
2018-01-06,59308
2018-01-07,59410
2018-01-08,60217
2018-01-09,60750
2018-01-10,60708
2018-01-11,59547
2018-01-12,59866
2018-01-13,60234
2018-01-14,60224
2018-01-15,60684
2018-01-16,61400
2018-01-17,62573
2018-01-18,63163
2018-01-19,63163
2018-01-20,63726
2018-01-21,63613
2018-01-22,63161
2018-01-23,64218
2018-01-24,64967
2018-01-25,67132
2018-01-26,66146
2018-01-27,67972
2018-01-28,69869
2018-01-29,71375
2018-01-30,71091
2018-01-31,71639
2018-02-01,72692
2018-02-02,73723
2018-02-03,74687
2018-02-04,73787
2018-02-05,73144
2018-02-06,73046
2018-02-07,72804
2018-02-08,72804
2018-02-09,72649
2018-02-10,72649
2018-02-11,72963
2018-02-12,71030
2018-02-13,70226
2018-02-14,70856
2018-02-15,71846
2018-02-16,71846
2018-02-17,72506
2018-02-18,71371
2018-02-19,70148
2018-02-20,69391
2018-02-21,67655
2018-02-22,68012
2018-02-23,70302
2018-02-24,70302
2018-02-25,70229
2018-02-26,70229
2018-02-27,69564
2018-02-28,69564
2018-03-01,69014
2018-03-02,68770
2018-03-03,68363
2018-03-04,68363
2018-03-05,68105
2018-03-06,67877
2018-03-07,67491
2018-03-08,65926
2018-03-09,64806
2018-03-10,64309
2018-03-11,64980
2018-03-12,65881
2018-03-13,65881
2018-03-14,66090
2018-03-15,66090
2018-03-16,64918
2018-03-17,65475
2018-03-18,66336
2018-03-20,66146
2018-03-21,66351
2018-03-23,66451
2018-03-24,66187
2018-03-25,66046
2018-03-26,66046
2018-03-27,66788
2018-03-28,66788
2018-03-29,67419
2018-03-30,67419
2018-03-31,68128
2018-04-01,69222
2018-04-02,68153
2018-04-03,69258
2018-04-04,71200
2018-04-05,71200
2018-04-06,71952
2018-04-07,71952
2018-04-08,72999
2018-04-09,73436
2018-04-10,73025
2018-04-11,73761
2018-04-12,74413
2018-04-13,74413
2018-04-14,75222
2018-04-15,75286
2018-04-16,75286
2018-04-17,75195
2018-04-18,75195
2018-04-19,74843
2018-04-20,76721
2018-04-21,77563
2018-04-22,77413
2018-04-23,77000
2018-04-24,77000
2018-04-25,77633
2018-04-26,77633
2018-04-27,77630
2018-04-28,78692
2018-04-29,79952
2018-04-30,80428
2018-05-01,80626
2018-05-02,80626
2018-05-03,80785
2018-05-04,81811
2018-05-05,80721
2018-05-06,80721
2018-05-07,80565
2018-05-08,80635
2018-05-09,80695
2018-05-10,79666
2018-05-11,79428
2018-05-12,79015
2018-05-13,79015
2018-05-14,79093
2018-05-15,79863
2018-05-16,79589
2018-05-17,79603
2018-05-18,79139
2018-05-19,78820
2018-05-20,78304
2018-05-21,78517
2018-05-22,78517
2018-05-23,77760
2018-05-24,77665
2018-05-25,77055
2018-05-26,77198
2018-05-27,77198
2018-05-28,76773
2018-05-29,75681
2018-05-30,74471
2018-05-31,73494
2018-06-01,75632
2018-06-02,77239
2018-06-03,78415
2018-06-04,78100
2018-06-05,78162
2018-06-06,78462
2018-06-07,78462
2018-06-08,79767
2018-06-09,79767
2018-06-10,79688
2018-06-11,79688
2018-06-12,80000
2018-06-13,80105
2018-06-14,79820
2018-06-15,79820
2018-06-16,79522
2018-06-17,79599
2018-06-18,79590
2018-06-19,79185
2018-06-20,79185
2018-06-21,78134
2018-06-22,77825
2018-06-23,77825
2018-06-24,77667
2018-06-25,78631
2018-06-26,79986
2018-06-27,79986
2018-06-28,81509
2018-06-29,81709
2018-06-30,82250
2018-07-01,83284
2018-07-02,83284
2018-07-03,84523
2018-07-04,84523
2018-07-05,85730
2018-07-06,86490
2018-07-07,87605
2018-07-08,87716
2018-07-09,87332
2018-07-10,87604
2018-07-11,88363
2018-07-12,87838
2018-07-13,88282
2018-07-14,87841
2018-07-15,87841
2018-07-16,86791
2018-07-17,86410
2018-07-18,86410
2018-07-19,87353
2018-07-20,87956
2018-07-21,89296
2018-07-22,88408
2018-07-23,88392
2018-07-24,88392
2018-07-25,88078
2018-07-26,87796
2018-07-27,88108
2018-07-28,88108
2018-07-29,88799
2018-07-30,87999
2018-07-31,87838
2018-08-01,87838
2018-08-02,86898
2018-08-03,86898
2018-08-04,87185
2018-08-05,87988
2018-08-06,88679
2018-08-07,88871
2018-08-08,88663
2018-08-09,88663
2018-08-10,87784
2018-08-11,87442
2018-08-12,87023
2018-08-14,86830
2018-08-16,85812
2018-08-17,83873
2018-08-18,84162
2018-08-19,87341
2018-08-20,88389
2018-08-21,88389
2018-08-22,90836
2018-08-23,92370
2018-08-24,93197
2018-08-25,94859
2018-08-26,97585
2018-08-27,97706
2018-08-28,98568
2018-08-29,99123
2018-08-30,99698
2018-08-31,101481
2018-09-01,102072
2018-09-02,102209
2018-09-03,102175
2018-09-04,102313
2018-09-05,102029
2018-09-06,102029
2018-09-07,101967
2018-09-08,101309
2018-09-09,99525
2018-09-10,96486
2018-09-11,96486
2018-09-12,92738
2018-09-13,90074
2018-09-14,88510
2018-09-15,86560
2018-09-16,84763
2018-09-17,82894
2018-09-18,80892
2018-09-19,79889
2018-09-20,77822
2018-09-21,76587
2018-09-22,74471
2018-09-23,71662
2018-09-24,69487
2018-09-25,69044
2018-09-26,68743
2018-09-27,66544
2018-09-28,66190
2018-09-29,66382
2018-09-30,66274
2018-10-01,67419
2018-10-02,68167
2018-10-03,69025
2018-10-04,69025
2018-10-05,69612
2018-10-06,71311
2018-10-07,71311
2018-10-08,72551
2018-10-09,72457
2018-10-10,71923
2018-10-11,73829
2018-10-12,73829
2018-10-13,75159
2018-10-14,74989
2018-10-15,73624
2018-10-16,72991
2018-10-17,72282
2018-10-18,72606
2018-10-19,71435
2018-10-20,71435
2018-10-21,68203
2018-10-22,67645
2018-10-23,67645
2018-10-24,68300
2018-10-25,67671
2018-10-26,65498
2018-10-27,66355
2018-10-28,66358
2018-10-29,66475
2018-10-30,67274
2018-10-31,68989
2018-11-01,72098
2018-11-03,78227
2018-11-04,80957
2018-11-05,84547
2018-11-06,88752
2018-11-07,93037
2018-11-08,97538
2018-11-09,102343
2018-11-10,107376
2018-11-11,112745
2018-11-12,118033
2018-11-13,123182
2018-11-15,131460
2018-11-16,128266
2018-11-17,126769
2018-11-18,127033
2018-11-19,123527
2018-11-20,125655
2018-11-21,126587
2018-11-22,125082
2018-11-23,122599
2018-11-24,120594
2018-11-25,118166
2018-11-26,114655
2018-11-27,112206
2018-11-28,111912
2018-11-29,112245
2018-12-01,109688
2018-12-02,106278
2018-12-03,104616
2018-12-04,102071
2018-12-05,99008
2018-12-07,97805
2018-12-09,95098
2018-12-10,92001
2018-12-11,91525
2018-12-12,89158
2018-12-13,88559
2018-12-14,88051
2018-12-15,86002
2018-12-16,84014
2018-12-17,82874
2018-12-18,79269
2018-12-19,76355
2018-12-20,74761
2018-12-21,73870
2018-12-22,74521
2018-12-23,73997
2018-12-24,74159
2018-12-25,72324
2018-12-26,72150
2018-12-27,72402
2018-12-28,73289
2018-12-29,73272
2018-12-30,73590
2018-12-31,76259
2019-01-01,76773
2019-01-02,76323
2019-01-03,76409
2019-01-04,76604
2019-01-05,77281
2019-01-06,77634
2019-01-08,79535
2019-01-10,79878
2019-01-11,77746
2019-01-12,75375
2019-01-13,74704
2019-01-14,74750
2019-01-15,73761
2019-01-16,73296
2019-01-17,72705
2019-01-18,72501
2019-01-19,72461
2019-01-20,73216
2019-01-21,72397
2019-01-22,71806
2019-01-23,71763
2019-01-24,71230
2019-01-25,70779
2019-01-26,68841
2019-01-27,67018
2019-01-28,67271
2019-01-29,68496
2019-01-30,69791
2019-01-31,70134
2019-02-01,72976
2019-02-02,75830
2019-02-03,79622
2019-02-04,83236
2019-02-05,85649
2019-02-06,87540
2019-02-07,90645
2019-02-08,90725
2019-02-09,87724
2019-02-10,86477
2019-02-11,84160
2019-02-12,82068
2019-02-13,81047
2019-02-14,80342
2019-02-15,78226
2019-02-16,76353
2019-02-17,74036
2019-02-18,72075
2019-02-19,70739
2019-02-20,70246
2019-02-21,69657
2019-02-22,69719
2019-02-23,68737
2019-02-24,67666
2019-02-25,66482
2019-02-26,68209
2019-02-27,68690
2019-02-28,68573
2019-03-01,68946
2019-03-02,69072
2019-03-03,69039
2019-03-04,69103
2019-03-05,69037
2019-03-06,68843
2019-03-07,68134
2019-03-08,68134
2019-03-09,66318
2019-03-10,64952
2019-03-11,64695
2019-03-12,63184
2019-03-13,62437
2019-03-14,61813
2019-03-15,61998
2019-03-16,60886
2019-03-17,60799
2019-03-18,60799
2019-03-19,61583
2019-03-20,63292
2019-03-21,64081
2019-03-22,64271
2019-03-23,64574
2019-03-24,63958
2019-03-25,64755
