date_obj,Kraken%20tentacle price
2015-07-28,351271
2015-07-29,367334
2015-07-30,381756
2015-07-31,395514
2015-08-01,404583
2015-08-02,397243
2015-08-03,377589
2015-08-04,362666
2015-08-05,365642
2015-08-06,358692
2015-08-07,341831
2015-08-08,349514
2015-08-09,358326
2015-08-10,359871
2015-08-11,367860
2015-08-12,372659
2015-08-13,381314
2015-08-14,385537
2015-08-15,375444
2015-08-16,366602
2015-08-17,372300
2015-08-18,386686
2015-08-19,385893
2015-08-20,376030
2015-08-21,381023
2015-08-22,391813
2015-08-23,386986
2015-08-24,387592
2015-08-25,393417
2015-08-26,391270
2015-08-27,378947
2015-08-28,387033
2015-08-29,389942
2015-08-30,396123
2015-08-31,392971
2015-09-01,393365
2015-09-02,401798
2015-09-03,399311
2015-09-04,386374
2015-09-05,382898
2015-09-06,380547
2015-09-07,382754
2015-09-08,385019
2015-09-09,382070
2015-09-10,389014
2015-09-11,405838
2015-09-12,426130
2015-09-13,447437
2015-09-14,469809
2015-09-15,489810
2015-09-16,467046
2015-09-17,446635
2015-09-18,434402
2015-09-19,417027
2015-09-20,428182
2015-09-21,445995
2015-09-22,467349
2015-09-23,468092
2015-09-24,474257
2015-09-25,452860
2015-09-27,434840
2015-09-28,425772
2015-09-29,427116
2015-09-30,442998
2015-10-05,391175
2015-10-06,389441
2015-10-07,391465
2015-10-08,383290
2015-10-09,369370
2015-10-10,350952
2015-10-11,342881
2015-10-12,331390
2015-10-13,325043
2015-10-14,332325
2015-10-15,330865
2015-10-16,317032
2015-10-17,307414
2015-10-18,300268
2015-10-19,313208
2015-10-20,328683
2015-10-22,344679
2015-10-23,343591
2015-10-24,356989
2015-10-25,374839
2015-10-26,393581
2015-10-27,413261
2015-10-29,432740
2015-10-30,425221
2015-10-31,405621
2015-11-01,387118
2015-11-02,392453
2015-11-03,395739
2015-11-04,395340
2015-11-05,397856
2015-11-06,400877
2015-11-07,400946
2015-11-08,398152
2015-11-09,398179
2015-11-10,388828
2015-11-11,391277
2015-11-12,390334
2015-11-13,393847
2015-11-14,395761
2015-11-15,398090
2015-11-16,404448
2015-11-17,404004
2015-11-18,405299
2015-11-19,403566
2015-11-20,398072
2015-11-21,397247
2015-11-22,402029
2015-11-23,402029
2015-11-24,403542
2015-11-25,397375
2015-11-26,396961
2015-11-27,389662
2015-11-28,378824
2015-11-29,365999
2015-11-30,355155
2015-12-01,358355
2015-12-02,369876
2015-12-03,380589
2015-12-04,373144
2015-12-05,366408
2015-12-06,367852
2015-12-07,371348
2015-12-08,368498
2015-12-09,368970
2015-12-10,364384
2015-12-11,351022
2015-12-12,333470
2015-12-13,316796
2015-12-14,300956
2015-12-15,287761
2015-12-16,291922
2015-12-17,305911
2015-12-18,313937
2015-12-19,307040
2015-12-20,291748
2015-12-21,277853
2015-12-22,264841
2015-12-23,252798
2015-12-24,243508
2015-12-25,246619
2015-12-26,252523
2015-12-27,264127
2015-12-28,275485
2015-12-29,274346
2015-12-30,261619
2015-12-31,248543
2016-01-01,236115
2016-01-02,224489
2016-01-03,215163
2016-01-04,222564
2016-01-05,232033
2016-01-06,235040
2016-01-07,224538
2016-01-08,213399
2016-01-09,220316
2016-01-10,230863
2016-01-11,230454
2016-01-12,229639
2016-01-13,221827
2016-01-14,214414
2016-01-15,209586
2016-01-16,212227
2016-01-17,208497
2016-01-18,201651
2016-01-19,199248
2016-01-20,189543
2016-01-21,180618
2016-01-22,173214
2016-01-23,176175
2016-01-24,177785
2016-01-25,179041
2016-01-26,181901
2016-01-27,187104
2016-01-28,186055
2016-01-29,185361
2016-01-30,181103
2016-01-31,179558
2016-02-01,175175
2016-02-02,174581
2016-02-03,173556
2016-02-04,181608
2016-02-05,190689
2016-02-06,200224
2016-02-07,210236
2016-02-08,220748
2016-02-09,231786
2016-02-10,243376
2016-02-11,255545
2016-02-12,268277
2016-02-13,281691
2016-02-14,295776
2016-02-15,310565
2016-02-16,325800
2016-02-17,341490
2016-02-18,356432
2016-02-19,368708
2016-02-20,350283
2016-02-21,334055
2016-02-22,317352
2016-02-23,301503
2016-02-24,287181
2016-02-25,282786
2016-02-26,274353
2016-02-27,280578
2016-02-28,287862
2016-02-29,281029
2016-03-01,273075
2016-03-02,272593
2016-03-03,271653
2016-03-04,279553
2016-03-05,288182
2016-03-06,287247
2016-03-07,301610
2016-03-08,315511
2016-03-09,331036
2016-03-10,347588
2016-03-11,364968
2016-03-12,382409
2016-03-13,401530
2016-03-14,421607
2016-03-15,438488
2016-03-16,421302
2016-03-17,401623
2016-03-18,381541
2016-03-19,362463
2016-03-20,344339
2016-03-21,327122
2016-03-22,311499
2016-03-23,302924
2016-03-24,296531
2016-03-25,286410
2016-03-26,283356
2016-03-27,294835
2016-03-28,309577
2016-03-29,324979
2016-03-30,334044
2016-03-31,340555
2016-04-01,324167
2016-04-02,308854
2016-04-03,299750
2016-04-04,301550
2016-04-05,297667
2016-04-06,294800
2016-04-07,287338
2016-04-08,275393
2016-04-09,271726
2016-04-10,262422
2016-04-11,266741
2016-04-12,258726
2016-04-13,245789
2016-04-14,233805
2016-04-15,235325
2016-04-16,238220
2016-04-17,249291
2016-04-18,260763
2016-04-19,263483
2016-04-20,265932
2016-04-21,270736
2016-04-22,258279
2016-04-23,253359
2016-04-24,251811
2016-04-25,247785
2016-04-26,241061
2016-04-27,236738
2016-04-28,233299
2016-04-29,234040
2016-04-30,233011
2016-05-01,221360
2016-05-02,217588
2016-05-03,227499
2016-05-04,235527
2016-05-05,230330
2016-05-06,220768
2016-05-07,219346
2016-05-08,223417
2016-05-09,218791
2016-05-10,213676
2016-05-11,211815
2016-05-12,217167
2016-05-13,219222
2016-05-14,216454
2016-05-15,208733
2016-05-16,201558
2016-05-17,199023
2016-05-18,201007
2016-05-19,202119
2016-05-22,206479
2016-05-23,213909
2016-05-24,215481
2016-05-25,213097
2016-05-26,213531
2016-05-27,212820
2016-05-28,213986
2016-05-29,213220
2016-05-30,214187
2016-05-31,215190
2016-06-01,213863
2016-06-02,208954
2016-06-03,208728
2016-06-04,208013
2016-06-05,208330
2016-06-06,201825
2016-06-07,195000
2016-06-08,191140
2016-06-09,195191
2016-06-10,198133
2016-06-11,199154
2016-06-12,195692
2016-06-13,192666
2016-06-14,192003
2016-06-15,187646
2016-06-16,184286
2016-06-17,184498
2016-06-18,182129
2016-06-19,178129
2016-06-20,175568
2016-06-21,171868
2016-06-22,174585
2016-06-23,183315
2016-06-24,192481
2016-06-25,202106
2016-06-26,212212
2016-06-27,222823
2016-06-28,233965
2016-06-29,245664
2016-06-30,257948
2016-07-01,270846
2016-07-02,284389
2016-07-03,298609
2016-07-04,313540
2016-07-05,329217
2016-07-06,345590
2016-07-07,362870
2016-07-08,373762
2016-07-09,357868
2016-07-10,348338
2016-07-11,338847
2016-07-12,322216
2016-07-13,306517
2016-07-14,293847
2016-07-15,283314
2016-07-16,274312
2016-07-17,280047
2016-07-18,293595
2016-07-23,328730
2016-07-24,317459
2016-07-25,301668
2016-07-26,286584
2016-07-27,273164
2016-07-28,259851
2016-07-29,271897
2016-07-30,285081
2016-07-31,288832
2016-08-01,288123
2016-08-02,289653
2016-08-03,296087
2016-08-04,309808
2016-08-05,321882
2016-08-06,333164
2016-08-07,317356
2016-08-08,301488
2016-08-09,287223
2016-08-10,280451
2016-08-11,280314
2016-08-12,282738
2016-08-13,283365
2016-08-14,280955
2016-08-15,279391
2016-08-16,284012
2016-08-17,285781
2016-08-18,286497
2016-08-19,282548
2016-08-20,282227
2016-08-21,285297
2016-08-22,284389
2016-08-23,274681
2016-08-24,269685
2016-08-25,260605
2016-08-26,260222
2016-08-28,236823
2016-08-31,248073
2016-09-01,252560
2016-09-02,255869
2016-09-03,264729
2016-09-04,274094
2016-09-05,268737
2016-09-06,256165
2016-09-07,256558
2016-09-08,261663
2016-09-09,265724
2016-09-10,266478
2016-09-11,260840
2016-09-12,250072
2016-09-13,237854
2016-09-14,226085
2016-09-15,223253
2016-09-16,223161
2016-09-17,226657
2016-09-18,235632
2016-09-19,237182
2016-09-20,230408
2016-09-21,222695
2016-09-22,223588
2016-09-23,226740
2016-09-24,230909
2016-09-25,223629
2016-09-26,220382
2016-09-27,219370
2016-09-28,225371
2016-09-29,231400
2016-09-30,239095
2016-10-01,249094
2016-10-02,238001
2016-10-03,227040
2016-10-04,218464
2016-10-05,216070
2016-10-06,209271
2016-10-07,210171
2016-10-08,211082
2016-10-09,205931
2016-10-10,214810
2016-10-11,224458
2016-10-12,231592
2016-10-13,235580
2016-10-14,233711
2016-10-15,236260
2016-10-16,239250
2016-10-17,240111
2016-10-18,247888
2016-10-19,254209
2016-10-20,260090
2016-10-21,268591
2016-10-22,280720
2016-10-23,281736
2016-10-24,282240
2016-10-25,292686
2016-10-26,300964
2016-10-27,299638
2016-10-28,311629
2016-10-29,324273
2016-10-30,337862
2016-10-31,339189
2016-11-01,345019
2016-11-02,352514
2016-11-03,370140
2016-11-04,382071
2016-11-05,378923
2016-11-06,365521
2016-11-07,348120
2016-11-08,330913
2016-11-09,333252
2016-11-10,344088
2016-11-11,350005
2016-11-12,339337
2016-11-13,342228
2016-11-14,349316
2016-12-07,302721
2016-12-08,288036
2016-12-09,275382
2016-12-10,270461
2016-12-11,264740
2016-12-12,276974
2016-12-13,290354
2016-12-14,302190
2016-12-15,304200
2016-12-16,291474
2016-12-17,279701
2016-12-18,265919
2016-12-19,255930
2016-12-20,249216
2016-12-21,241899
2016-12-22,249116
2016-12-23,259608
2016-12-24,263849
2016-12-25,266323
2016-12-26,277213
2016-12-27,289544
2016-12-28,281852
2016-12-29,273613
2016-12-30,263795
2016-12-31,255771
2017-01-01,258461
2017-01-02,255728
2017-01-03,253925
2017-01-04,250484
2017-01-05,252542
2017-01-06,249413
2017-01-07,252840
2017-01-08,244862
2017-01-09,239304
2017-01-10,231297
2017-01-11,225245
2017-01-12,215630
2017-01-13,204848
2017-01-14,195213
2017-01-15,201113
2017-01-16,206875
2017-01-17,216711
2017-01-18,217278
2017-01-19,212075
2017-01-20,204437
2017-01-21,209804
2017-01-22,214392
2017-01-27,227915
2017-01-28,222475
2017-01-29,233117
2017-01-30,233575
2017-01-31,224018
2017-02-01,224988
2017-02-02,229339
2017-02-03,233087
2017-02-04,223406
2017-02-05,219370
2017-02-06,222861
2017-02-07,220770
2017-02-08,224417
2017-02-09,227708
2017-02-10,222339
2017-02-11,216464
2017-02-12,214792
2017-02-13,210359
2017-02-14,209237
2017-02-15,206770
2017-02-16,205357
2017-02-18,207669
2017-02-19,208443
2017-02-20,204450
2017-02-21,201451
2017-02-22,200410
2017-02-23,198481
2017-02-24,200572
2017-02-25,200091
2017-02-26,203369
2017-02-27,204986
2017-02-28,210063
2017-03-01,209543
2017-03-02,211912
2017-03-03,215322
2017-03-04,221557
2017-03-05,218769
2017-03-06,210247
2017-03-07,208749
2017-03-08,205716
2017-03-09,204872
2017-03-10,207947
2017-03-11,213164
2017-03-12,214297
2017-03-13,210950
2017-03-14,209143
2017-03-15,208995
2017-03-16,211341
2017-03-17,212582
2017-03-18,211986
2017-03-19,215141
2017-03-20,213768
2017-03-21,209738
2017-03-22,207941
2017-03-23,207575
2017-03-24,212041
2017-03-25,210699
2017-03-26,208127
2017-03-27,207133
2017-03-28,206878
2017-03-29,206256
2017-03-30,208497
2017-03-31,207771
2017-04-01,208887
2017-04-02,209260
2017-04-03,207311
2017-04-04,197409
2017-04-12,206763
2017-04-13,205612
2017-04-14,207356
2017-04-15,209882
2017-04-16,208767
2017-04-17,207827
2017-04-18,205489
2017-04-19,206930
2017-04-20,210948
2017-04-21,211022
2017-04-22,207364
2017-04-23,204157
2017-04-24,197424
2017-04-25,195720
2017-04-26,195528
2017-04-27,195999
2017-04-28,197750
2017-04-29,199199
2017-04-30,199475
2017-05-01,191593
2017-05-02,192064
2017-05-03,185965
2017-05-04,181663
2017-05-05,172579
2017-05-06,174675
2017-05-07,176898
2017-05-08,176268
2017-05-09,170858
2017-05-10,165069
2017-05-11,170726
2017-05-12,172046
2017-05-13,170896
2017-05-14,162592
2017-05-15,159476
2017-05-16,160120
2017-05-17,164863
2017-05-18,166640
2017-05-19,167841
2017-05-20,170152
2017-05-21,176659
2017-05-22,179298
2017-05-23,187805
2017-05-24,184648
2017-05-25,180274
2017-05-26,175706
2017-05-27,172646
2017-05-28,164924
2017-05-29,160458
2017-05-30,157385
2017-05-31,157831
2017-06-01,159798
2017-06-02,162311
2017-06-03,164927
2017-06-04,164281
2017-06-06,157285
2017-06-07,154258
2017-06-08,153058
2017-06-09,151834
2017-06-10,155388
2017-06-11,155030
2017-06-12,151755
2017-06-13,145402
2017-06-14,141847
2017-06-15,140922
2017-06-16,140844
2017-06-17,137374
2017-06-18,135756
2017-06-19,134296
2017-06-20,135733
2017-06-21,134508
2017-06-22,132214
2017-06-23,127796
2017-06-24,121593
2017-06-25,117483
2017-06-26,118854
2017-06-27,124413
2017-06-28,130491
2017-06-29,136881
2017-06-30,138481
2017-07-01,134044
2017-07-02,127494
2017-07-03,121218
2017-07-04,115560
2017-07-05,110504
2017-07-06,107604
2017-07-07,109669
2017-07-08,109735
2017-07-13,123840
2017-07-14,128906
2017-07-15,132062
2017-07-16,129938
2017-07-17,123810
2017-07-18,119014
2017-07-19,113472
2017-07-20,107798
2017-07-21,102408
2017-07-22,97287
2017-07-23,92422
2017-07-24,87800
2017-07-25,86445
2017-07-26,90350
2017-07-27,94614
2017-07-28,99211
2017-07-29,104168
2017-07-30,108732
2017-07-31,110130
2017-08-01,107742
2017-08-02,103598
2017-08-03,106914
2017-08-04,107503
2017-08-05,109036
2017-08-06,106026
2017-08-09,97104
2017-08-10,97243
2017-08-11,97125
2017-08-12,94818
2017-08-13,90077
2017-08-14,88570
2017-08-15,89264
2017-08-17,98274
2017-08-18,103188
2017-08-19,105796
2017-08-20,105348
2017-08-21,107364
2017-08-22,103096
2017-08-23,104978
2017-08-24,108184
2017-08-25,113585
2017-08-26,118050
2017-08-27,120445
2017-08-28,118357
2017-08-29,112483
2017-08-30,107739
2017-08-31,103934
2017-09-01,100033
2017-09-02,98166
2017-09-03,98939
2017-09-04,99150
2017-09-05,100304
2017-09-06,99943
2017-09-07,98156
2017-09-08,95413
2017-09-09,91471
2017-09-10,88632
2017-09-11,89933
2017-09-12,91551
2017-09-13,91714
2017-09-14,91613
2017-09-15,93206
2017-09-16,91992
2017-09-17,91381
2017-09-19,95959
2017-09-20,98495
2017-09-21,99277
2017-09-22,97892
2017-09-23,94658
2017-09-24,96905
2017-09-25,96860
2017-09-26,92241
2017-09-27,87628
2017-09-28,84814
2017-09-29,86448
2017-09-30,88122
2017-10-01,89059
2017-10-02,90674
2017-10-03,91044
2017-10-04,90576
2017-10-05,93108
2017-10-06,92562
2017-10-07,94489
2017-10-08,94541
2017-10-09,93494
2017-10-10,94615
2017-10-11,94709
2017-10-12,94376
2017-10-13,96381
2017-10-14,97250
2017-10-15,96618
2017-10-16,93132
2017-10-17,90035
2017-10-18,91924
2017-10-19,90845
2017-10-20,89368
2017-10-21,90623
2017-10-22,89659
2017-10-23,87812
2017-10-24,87476
2017-10-25,90822
2017-10-26,89992
2017-10-27,90315
2017-10-28,93613
2017-10-29,92497
2017-10-30,91520
2017-10-31,89109
2017-11-01,89863
2017-11-02,90403
2017-11-03,90308
2017-11-04,91551
2017-11-05,91111
2017-11-06,90964
2017-11-07,91257
2017-11-08,88904
2017-11-09,89898
2017-11-10,90704
2017-11-11,91458
2017-11-12,91986
2017-11-13,90952
2017-11-14,90685
2017-11-15,90628
2017-11-16,93276
2017-11-17,97940
2017-11-18,102837
2017-11-19,107915
2017-11-20,109848
2017-11-21,111380
2017-11-22,110521
2017-11-23,113168
2017-11-24,110627
2017-11-25,112748
2017-11-26,117112
2017-11-27,114766
2017-11-28,114129
2017-11-29,117133
2017-11-30,122990
2017-12-01,127678
2017-12-02,133915
2017-12-03,130583
2017-12-04,126772
2017-12-05,132184
2017-12-06,135598
2017-12-07,140712
2017-12-08,139674
2017-12-09,135978
2017-12-10,134352
2017-12-11,127709
2017-12-12,121984
2017-12-14,126287
2017-12-15,125301
2017-12-16,123550
2017-12-17,122996
2017-12-18,126002
2017-12-19,126144
2017-12-20,123110
2017-12-21,121340
2017-12-22,116313
2017-12-23,115675
2017-12-24,115012
2017-12-25,113074
2017-12-26,108399
2017-12-27,104510
2017-12-28,103266
2017-12-29,103426
2017-12-30,102025
2017-12-31,98910
2018-01-01,97952
2018-01-02,98533
2018-01-03,99399
2018-01-04,99511
2018-01-05,100165
2018-01-06,100656
2018-01-07,103769
2018-01-08,108128
2018-01-09,108838
2018-01-10,113977
2018-01-11,112421
2018-01-12,110020
2018-01-13,106224
2018-01-14,105300
2018-01-15,104342
2018-01-16,104951
2018-01-17,106452
2018-01-18,108372
2018-01-19,106656
2018-01-20,108437
2018-01-21,109968
2018-01-22,113337
2018-01-23,109626
2018-01-25,105113
2018-01-26,105677
2018-01-27,106698
2018-01-28,109607
2018-01-29,108429
2018-01-31,119396
2018-02-01,125366
2018-02-02,131635
2018-02-03,138217
2018-02-04,145128
2018-02-05,152385
2018-02-06,160005
2018-02-07,168006
2018-02-08,176407
2018-02-09,185228
2018-02-10,194490
2018-02-11,204215
2018-02-12,214426
2018-02-13,225148
2018-02-14,236406
2018-02-15,248227
2018-02-16,260639
2018-02-17,273671
2018-02-18,287355
2018-02-19,301708
2018-02-20,316794
2018-02-21,332634
2018-02-22,349266
2018-02-23,366512
2018-02-24,384838
2018-02-25,404080
2018-02-26,424284
2018-02-27,445499
2018-02-28,467774
2018-03-01,491163
2018-03-02,515722
2018-03-03,541509
2018-03-04,568585
2018-03-05,597015
2018-03-06,626866
2018-03-07,658189
2018-03-08,691099
2018-03-09,725654
2018-03-10,761937
2018-03-11,800034
2018-03-12,840036
2018-03-13,882038
2018-03-14,926140
2018-03-15,961832
2018-03-16,971870
2018-03-17,962723
2018-03-18,930494
2018-03-19,931151
2018-03-20,938044
2018-03-21,977031
2018-03-23,1018825
2018-03-24,1048049
2018-03-25,1060349
2018-03-26,1020783
2018-03-27,1004955
2018-03-28,974282
2018-03-29,971123
2018-03-30,988496
2018-03-31,977658
2018-04-01,967107
2018-04-02,956260
2018-04-03,953269
2018-04-04,943674
2018-04-05,954451
2018-04-06,971377
2018-04-07,970915
2018-04-08,979515
2018-04-09,983410
2018-04-10,992900
2018-04-11,983079
2018-04-12,1009472
2018-04-13,1047685
2018-04-14,1100070
2018-04-15,1126203
2018-04-16,1071588
2018-04-17,1055947
2018-04-18,1028154
2018-04-19,1018130
2018-04-20,1025920
2018-04-21,1035012
2018-04-22,1029345
2018-04-23,1036863
2018-04-24,1081255
2018-04-25,1111869
2018-04-26,1078228
2018-04-27,1073634
2018-04-28,1078152
2018-04-29,1116987
2018-04-30,1128263
2018-05-01,1148981
2018-05-04,1085039
2018-05-05,1100040
2018-05-06,1098335
2018-05-08,1104391
2018-05-09,1062546
2018-05-10,1010328
2018-05-11,982461
2018-05-12,969832
2018-05-13,960327
2018-05-14,987158
2018-05-15,1028520
2018-05-16,1020921
2018-05-17,1016792
2018-05-18,1019494
2018-05-19,1042857
2018-05-20,1081776
2018-05-21,1090937
2018-05-22,1079470
2018-05-23,1107707
2018-05-24,1159562
2018-05-25,1147025
2018-05-26,1136037
2018-05-27,1117932
2018-05-28,1157153
2018-05-29,1166641
2018-05-30,1146474
2018-05-31,1128031
2018-06-01,1106850
2018-06-02,1075649
2018-06-03,1054276
2018-06-04,1025670
2018-06-05,1009154
2018-06-06,995999
2018-06-07,986055
2018-06-08,974954
2018-06-09,996544
2018-06-10,1034628
2018-06-11,1031412
2018-06-12,1059131
2018-06-13,1040235
2018-06-14,1018621
2018-06-15,1023229
2018-06-16,1022315
2018-06-17,1019167
2018-06-18,1021927
2018-06-19,1059969
2018-06-20,1074178
2018-06-21,1066455
2018-06-22,1045632
2018-06-23,1035879
2018-06-24,1018635
2018-06-25,1002773
2018-06-26,997945
2018-06-27,987987
2018-06-28,960709
2018-06-29,922486
2018-06-30,942332
2018-07-01,958176
2018-07-02,947965
2018-07-03,938858
2018-07-04,928200
2018-07-05,921583
2018-07-06,932297
2018-07-07,951748
2018-07-08,985549
2018-07-09,973837
2018-07-10,960516
2018-07-11,921350
2018-07-12,907589
2018-07-13,912656
2018-07-14,916496
2018-07-15,909680
2018-07-16,903417
2018-07-17,899201
2018-07-18,908061
2018-07-19,909998
2018-07-20,908139
2018-07-21,902385
2018-07-22,893341
2018-07-23,889222
2018-07-24,885649
2018-07-25,881906
2018-07-26,885969
2018-07-27,867288
2018-07-28,861154
2018-07-29,861388
2018-07-30,864221
2018-07-31,842600
2018-08-01,825905
2018-08-02,850691
2018-08-03,837025
2018-08-04,829257
2018-08-05,809096
2018-08-06,834536
2018-08-07,815905
2018-08-08,796055
2018-08-09,787372
2018-08-10,768221
2018-08-11,740169
2018-08-12,716763
2018-08-14,697927
2018-08-16,701233
2018-08-17,686956
2018-08-18,658043
2018-08-19,628887
2018-08-20,597524
2018-08-21,588142
2018-08-22,581450
2018-08-23,580375
2018-08-24,597603
2018-08-25,621334
2018-08-26,650961
2018-08-27,682891
2018-08-28,714121
2018-08-29,708184
2018-08-30,705465
2018-08-31,703906
2018-09-01,693242
2018-09-02,686502
2018-09-03,676125
2018-09-04,653019
2018-09-05,656433
2018-09-06,654755
2018-09-07,638472
2018-09-08,609619
2018-09-09,580516
2018-09-10,568019
2018-09-11,564989
2018-09-12,573141
2018-09-13,568096
2018-09-14,577081
2018-09-15,596595
2018-09-16,581209
2018-09-17,572478
2018-09-18,563086
2018-09-19,553450
2018-09-20,535671
2018-09-21,530040
2018-09-22,539581
2018-09-23,549326
2018-09-24,541722
2018-09-25,558516
2018-09-26,561535
2018-09-27,572807
2018-09-28,584036
2018-09-29,572402
2018-09-30,578422
2018-10-02,563091
2018-10-03,555339
2018-10-04,554508
2018-10-05,561648
2018-10-06,578691
2018-10-07,599282
2018-10-08,604649
2018-10-09,597317
2018-10-10,592983
2018-10-11,601725
2018-10-12,612686
2018-10-13,606063
2018-10-14,605761
2018-10-15,593820
2018-10-16,592974
2018-10-17,589979
2018-10-18,575307
2018-10-19,568315
2018-10-20,583554
2018-10-21,598558
2018-10-22,578507
2018-10-23,575519
2018-10-24,568656
2018-10-25,565812
2018-10-26,559947
2018-10-27,574383
2018-10-28,595753
2018-10-29,605869
2018-10-30,589925
2018-10-31,592729
2018-11-01,593045
2018-11-03,574627
2018-11-04,564867
2018-11-05,559540
2018-11-06,563451
2018-11-07,575408
2018-11-08,581255
2018-11-09,580840
2018-11-10,564364
2018-11-11,548519
2018-11-12,542812
2018-11-13,527123
2018-11-14,517478
2018-11-15,534235
2018-11-16,533649
2018-11-17,526054
2018-11-18,521533
2018-11-19,514381
2018-11-20,498030
2018-11-21,495336
2018-11-22,480480
2018-11-23,457404
2018-11-24,440843
2018-11-25,437780
2018-11-26,433937
2018-11-27,428941
2018-11-28,426067
2018-11-29,428011
2018-12-01,408338
2018-12-02,407785
2018-12-03,409295
2018-12-04,423276
2018-12-05,438840
2018-12-07,460375
2018-12-09,494548
2018-12-11,527686
2018-12-12,516519
2018-12-13,505052
2018-12-14,497788
2018-12-15,514106
2018-12-16,511847
2018-12-17,506641
2018-12-18,492410
2018-12-19,492192
2018-12-20,507752
2018-12-21,524262
2018-12-22,519663
2018-12-23,538178
2018-12-24,558731
2018-12-25,577981
2018-12-26,581464
2018-12-27,594408
2018-12-28,567474
2018-12-29,553565
2018-12-30,528101
2018-12-31,511964
2019-01-01,520158
2019-01-02,520700
2019-01-03,506183
2019-01-04,508964
2019-01-05,515913
2019-01-06,516978
2019-01-08,517761
2019-01-10,488622
2019-01-11,464190
2019-01-12,442870
2019-01-13,426334
2019-01-14,412173
2019-01-15,403686
2019-01-16,391650
2019-01-17,389954
2019-01-18,397501
2019-01-19,412991
2019-01-20,409856
2019-01-21,410051
2019-01-22,419592
2019-01-23,410685
2019-01-24,421314
2019-01-25,425452
2019-01-26,445787
2019-01-27,452509
2019-01-28,449118
2019-01-29,446702
2019-01-30,441977
2019-01-31,423945
2019-02-01,428206
2019-02-02,427699
2019-02-03,433514
2019-02-04,431656
2019-02-05,443198
2019-02-06,441484
2019-02-07,438445
2019-02-08,436373
2019-02-09,454941
2019-02-10,470748
2019-02-11,459548
2019-02-12,455008
2019-02-13,452798
2019-02-14,451373
2019-02-15,452185
2019-02-16,465147
2019-02-17,470758
2019-02-18,486163
2019-02-19,484435
2019-02-20,474505
2019-02-21,472470
2019-02-22,481440
2019-02-23,481531
2019-02-24,477820
2019-02-25,495027
2019-02-26,513095
2019-02-27,515048
2019-02-28,502182
2019-03-01,511797
2019-03-02,517763
2019-03-03,537190
2019-03-04,534570
2019-03-05,533890
2019-03-06,553495
2019-03-07,545639
2019-03-08,534218
2019-03-09,538215
2019-03-10,554260
2019-03-11,578114
2019-03-12,568303
2019-03-13,573370
2019-03-14,566738
2019-03-15,555772
2019-03-16,560488
2019-03-17,550941
2019-03-18,539664
2019-03-19,527576
2019-03-20,515411
2019-03-21,504731
2019-03-22,506462
2019-03-23,518652
2019-03-24,523186
2019-03-25,534885
2019-03-26,536449
2019-03-27,524583
2019-03-28,523971
2019-03-29,548009
