date_obj,Limestone%20brick price
2019-09-05,182
2019-09-06,172
2019-09-07,164
2019-09-08,155
2019-09-09,147
2019-09-10,139
2019-09-11,132
2019-09-12,125
2019-09-13,119
2019-09-14,118
2019-09-15,116
2019-09-16,116
2019-09-17,116
2019-09-18,118
2019-09-19,122
2019-09-20,129
2019-09-21,136
2019-09-22,142
2019-09-23,141
2019-09-24,149
2019-09-25,155
2019-09-26,159
2019-09-27,166
2019-09-28,174
2019-09-29,181
2019-09-30,185
2019-10-01,189
2019-10-02,196
2019-10-03,201
2019-10-04,206
2019-10-05,216
2019-10-06,211
2019-10-07,205
2019-10-08,195
2019-10-09,190
2019-10-10,181
2019-10-11,179
2019-10-12,177
2019-10-13,175
2019-10-14,172
2019-10-15,173
2019-10-16,175
2019-10-17,181
2019-10-18,182
2019-10-19,184
2019-10-20,190
2019-10-21,190
2019-10-22,186
2019-10-23,186
2019-10-24,184
2019-10-25,187
2019-10-26,186
2019-10-27,190
2019-10-28,194
2019-10-29,193
2019-10-30,189
2019-10-31,199
2019-11-01,208
2019-11-02,219
2019-11-03,230
2019-11-04,241
2019-11-05,253
2019-11-06,259
2019-11-07,251
2019-11-08,242
2019-11-09,241
2019-11-10,238
2019-11-11,236
2019-11-12,234
2019-11-13,229
2019-11-14,228
2019-11-15,225
2019-11-16,224
2019-11-17,224
2019-11-18,222
2019-11-19,217
2019-11-20,217
2019-11-21,224
2019-11-22,225
2019-11-23,227
2019-11-24,230
2019-11-25,228
2019-11-26,226
2019-11-27,228
2019-11-28,230
2019-11-29,218
2019-11-30,211
2019-12-01,207
2019-12-02,213
2019-12-03,215
2019-12-04,217
2019-12-05,220
2019-12-06,219
2019-12-07,227
2019-12-08,237
2019-12-09,244
2019-12-10,245
2019-12-11,246
2019-12-12,251
2019-12-13,250
2019-12-14,253
2019-12-15,257
2019-12-16,260
2019-12-17,269
2019-12-18,282
2019-12-19,297
2019-12-20,297
2019-12-21,282
2019-12-22,275
2019-12-23,271
2019-12-24,265
2019-12-25,265
2019-12-26,278
2019-12-27,283
2019-12-28,275
2019-12-29,282
2019-12-30,281
2019-12-31,283
2020-01-01,296
2020-01-02,305
2020-01-03,304
2020-01-04,304
2020-01-05,299
2020-01-06,284
2020-01-07,275
2020-01-08,276
2020-01-09,273
2020-01-10,269
2020-01-11,267
2020-01-12,265
2020-01-13,263
2020-01-14,258
2020-01-15,253
2020-01-16,253
2020-01-17,250
2020-01-18,246
2020-01-19,237
2020-01-20,234
2020-01-21,224
2020-01-22,224
2020-01-23,222
2020-01-24,225
2020-01-25,227
2020-01-26,233
2020-01-27,233
2020-01-28,237
2020-01-29,243
2020-01-30,249
2020-01-31,260
2020-02-01,265
2020-02-02,268
2020-02-03,271
2020-02-04,273
2020-02-05,271
2020-02-06,270
2020-02-07,271
2020-02-08,261
2020-02-09,249
2020-02-10,244
2020-02-11,236
2020-02-12,227
2020-02-13,215
2020-02-14,205
2020-02-15,201
2020-02-16,197
2020-02-17,200
2020-02-18,201
2020-02-19,194
2020-02-20,196
2020-02-21,206
2020-02-22,217
2020-02-23,228
2020-02-24,238
2020-02-25,242
2020-02-26,241
2020-02-27,242
2020-02-28,247
2020-02-29,255
2020-03-01,266
2020-03-02,278
2020-03-03,292
2020-03-04,300
2020-03-05,292
2020-03-06,287
2020-03-07,294
2020-03-08,293
2020-03-09,286
2020-03-10,283
2020-03-11,276
2020-03-12,268
2020-03-13,259
2020-03-14,257
2020-03-15,252
2020-03-16,247
2020-03-17,240
2020-03-18,241
2020-03-19,238
2020-03-20,239
2020-03-21,243
2020-03-22,249
2020-03-23,260
2020-03-24,253
2020-03-25,249
2020-03-26,245
2020-03-27,244
2020-03-28,240
2020-03-29,236
2020-03-30,233
2020-03-31,231
2020-04-01,231
2020-04-02,237
2020-04-03,243
2020-04-04,251
2020-04-05,253
2020-04-06,249
2020-04-07,255
2020-04-08,257
2020-04-09,257
2020-04-10,260
2020-04-11,265
2020-04-12,251
2020-04-13,242
2020-04-14,234
2020-04-15,230
2020-04-16,233
2020-04-17,225
2020-04-18,221
2020-04-19,232
2020-04-20,232
2020-04-21,237
2020-04-22,235
2020-04-23,225
2020-04-24,219
2020-04-25,219
2020-04-26,212
2020-04-27,206
2020-04-28,197
2020-04-29,189
2020-04-30,185
2020-05-01,186
2020-05-02,188
2020-05-03,187
2020-05-04,178
2020-05-05,176
2020-05-06,172
2020-05-07,171
2020-05-08,177
2020-05-09,173
2020-05-10,174
2020-05-11,175
2020-05-12,177
2020-05-13,170
