date_obj,Gold%20ring price
2015-12-20,172
2015-12-21,164
2015-12-22,160
2015-12-23,160
2015-12-24,160
2015-12-25,157
2015-12-26,157
2015-12-27,154
2015-12-28,154
2015-12-29,153
2015-12-30,154
2015-12-31,154
2016-01-01,159
2016-01-02,159
2016-01-03,165
2016-01-04,158
2016-01-05,154
2016-01-06,156
2016-01-07,156
2016-01-08,158
2016-01-09,158
2016-01-10,159
2016-01-11,161
2016-01-12,160
2016-01-13,160
2016-01-14,159
2016-01-15,167
2016-01-16,176
2016-01-17,185
2016-01-18,195
2016-01-19,195
2016-01-20,195
2016-01-21,189
2016-01-22,183
2016-01-23,181
2016-01-24,175
2016-01-25,166
2016-01-26,168
2016-01-27,175
2016-01-28,175
2016-01-29,175
2016-01-30,175
2016-01-31,170
2016-02-01,169
2016-02-02,169
2016-02-03,171
2016-02-04,171
2016-02-05,172
2016-02-06,178
2016-02-07,178
2016-02-08,178
2016-02-09,173
2016-02-10,178
2016-02-11,178
2016-02-12,184
2016-02-13,181
2016-02-14,181
2016-02-15,171
2016-02-16,165
2016-02-17,167
2016-02-18,167
2016-02-19,176
2016-02-20,185
2016-02-21,184
2016-02-22,184
2016-02-23,180
2016-02-24,183
2016-02-25,178
2016-02-26,178
2016-02-27,180
2016-02-28,172
2016-02-29,165
2016-03-01,158
2016-03-02,159
2016-03-03,161
2016-03-04,164
2016-03-05,159
2016-03-06,157
2016-03-07,157
2016-03-08,163
2016-03-09,157
2016-03-10,154
2016-03-11,154
2016-03-12,150
2016-03-13,150
2016-03-14,149
2016-03-15,144
2016-03-16,145
2016-03-17,139
2016-03-18,143
2016-03-19,146
2016-03-20,144
2016-03-21,144
2016-03-22,138
2016-03-23,137
2016-03-24,133
2016-03-25,133
2016-03-26,136
2016-03-27,138
2016-03-28,141
2016-03-29,146
2016-03-30,146
2016-03-31,143
2016-04-01,149
2016-04-02,145
2016-04-03,143
2016-04-04,143
2016-04-05,138
2016-04-06,134
2016-04-07,136
2016-04-08,141
2016-04-09,135
2016-04-10,138
2016-04-11,138
2016-04-12,142
2016-04-13,142
2016-04-14,147
2016-04-15,148
2016-04-16,149
2016-04-17,154
2016-04-18,155
2016-04-19,158
2016-04-20,155
2016-04-21,161
2016-04-22,161
2016-04-23,168
2016-04-24,171
2016-04-25,171
2016-04-26,174
2016-04-27,174
2016-04-28,175
2016-04-29,175
2016-04-30,176
2016-05-01,172
2016-05-02,173
2016-05-03,172
2016-05-04,175
2016-05-05,181
2016-05-06,181
2016-05-07,188
2016-05-08,188
2016-05-09,184
2016-05-10,182
2016-05-11,182
2016-05-12,172
2016-05-13,171
2016-05-14,166
2016-05-15,157
2016-05-16,151
2016-05-17,146
2016-05-18,142
2016-05-19,142
2016-05-22,134
2016-05-23,128
2016-05-24,124
2016-05-25,126
2016-05-26,128
2016-05-27,125
2016-05-28,125
2016-05-29,127
2016-05-30,127
2016-05-31,131
2016-06-01,138
2016-06-02,142
2016-06-03,149
2016-06-04,155
2016-06-05,163
2016-06-06,167
2016-06-07,167
2016-06-08,169
2016-06-09,175
2016-06-10,184
2016-06-11,194
2016-06-12,186
2016-06-13,177
2016-06-14,168
2016-06-15,169
2016-06-16,176
2016-06-17,174
2016-06-18,174
2016-06-19,172
2016-06-20,165
2016-06-21,166
2016-06-22,168
2016-06-23,176
2016-06-24,168
2016-06-25,166
2016-06-26,165
2016-06-27,171
2016-06-28,170
2016-06-29,174
2016-06-30,175
2016-07-01,174
2016-07-02,169
2016-07-03,166
2016-07-04,166
2016-07-05,167
2016-07-06,168
2016-07-07,171
2016-07-08,171
2016-07-09,170
2016-07-10,171
2016-07-11,166
2016-07-12,162
2016-07-13,153
2016-07-14,152
2016-07-15,146
2016-07-16,144
2016-07-17,144
2016-07-18,146
2016-07-23,157
2016-07-24,154
2016-07-25,155
2016-07-26,155
2016-07-27,155
2016-07-28,149
2016-07-29,146
2016-07-30,142
2016-07-31,142
2016-08-01,148
2016-08-02,152
2016-08-03,153
2016-08-04,150
2016-08-05,150
2016-08-06,155
2016-08-07,158
2016-08-08,158
2016-08-09,156
2016-08-10,157
2016-08-11,157
2016-08-12,157
2016-08-13,152
2016-08-14,148
2016-08-15,148
2016-08-16,150
2016-08-17,150
2016-08-18,153
2016-08-19,153
2016-08-20,149
2016-08-21,150
2016-08-22,153
2016-08-23,161
2016-08-24,170
2016-08-25,179
2016-08-26,179
2016-08-28,188
2016-08-31,185
2016-09-01,183
2016-09-02,183
2016-09-03,179
2016-09-04,177
2016-09-05,176
2016-09-06,175
2016-09-07,175
2016-09-08,167
2016-09-09,167
2016-09-10,170
2016-09-11,170
2016-09-12,171
2016-09-13,173
2016-09-14,173
2016-09-15,170
2016-09-16,170
2016-09-17,173
2016-09-18,172
2016-09-19,168
2016-09-20,168
2016-09-21,161
2016-09-22,155
2016-09-23,148
2016-09-24,148
2016-09-25,148
2016-09-26,148
2016-09-27,147
2016-09-28,145
2016-09-29,145
2016-09-30,141
2016-10-01,141
2016-10-02,141
2016-10-03,143
2016-10-04,148
2016-10-05,148
2016-10-06,146
2016-10-07,146
2016-10-08,141
2016-10-09,141
2016-10-10,135
2016-10-11,132
2016-10-12,132
2016-10-13,136
2016-10-14,141
2016-10-15,141
2016-10-16,141
2016-10-17,135
2016-10-18,135
2016-10-19,135
2016-10-20,135
2016-10-21,139
2016-10-22,139
2016-10-23,143
2016-10-24,148
2016-10-25,148
2016-10-26,152
2016-10-27,152
2016-10-28,150
2016-10-29,147
2016-10-30,147
2016-10-31,141
2016-11-01,141
2016-11-02,143
2016-11-03,143
2016-11-04,139
2016-11-05,139
2016-11-06,140
2016-11-07,140
2016-11-08,137
2016-11-09,138
2016-11-10,139
2016-11-11,139
2016-11-12,135
2016-11-13,135
2016-11-14,135
2016-11-15,137
2016-12-07,120
2016-12-08,124
2016-12-09,123
2016-12-10,123
2016-12-11,125
2016-12-12,131
2016-12-13,136
2016-12-14,133
2016-12-15,133
2016-12-16,128
2016-12-17,127
2016-12-18,127
2016-12-19,131
2016-12-20,125
2016-12-21,123
2016-12-22,123
2016-12-23,128
2016-12-24,128
2016-12-25,127
2016-12-26,125
2016-12-27,125
2016-12-28,119
2016-12-29,116
2016-12-30,111
2016-12-31,106
2017-01-01,104
2017-01-02,107
2017-01-03,110
2017-01-04,110
2017-01-05,112
2017-01-06,114
2017-01-07,110
2017-01-08,112
2017-01-09,106
2017-01-10,100
2017-01-11,95
2017-01-12,91
2017-01-13,94
2017-01-14,99
2017-01-15,101
2017-01-16,106
2017-01-17,104
2017-01-18,110
2017-01-19,114
2017-01-20,116
2017-01-21,119
2017-01-22,120
2017-01-23,119
2017-01-27,118
2017-01-28,122
2017-01-29,127
2017-01-30,127
2017-01-31,128
2017-02-01,130
2017-02-02,125
2017-02-03,118
2017-02-04,120
2017-02-05,115
2017-02-06,114
2017-02-07,111
2017-02-08,116
2017-02-09,116
2017-02-10,121
2017-02-11,127
2017-02-12,134
2017-02-13,131
2017-02-14,131
2017-02-15,124
2017-02-16,118
2017-02-18,119
2017-02-19,123
2017-02-20,124
2017-02-21,126
2017-02-22,129
2017-02-23,134
2017-02-24,138
2017-02-25,143
2017-02-26,140
2017-02-27,140
2017-02-28,144
2017-03-01,147
2017-03-02,145
2017-03-03,148
2017-03-04,149
2017-03-05,147
2017-03-06,148
2017-03-07,153
2017-03-08,153
2017-03-09,148
2017-03-10,147
2017-03-11,149
2017-03-12,149
2017-03-13,150
2017-03-14,151
2017-03-15,146
2017-03-16,144
2017-03-17,141
2017-03-18,145
2017-03-19,146
2017-03-20,146
2017-03-21,148
2017-03-22,149
2017-03-23,146
2017-03-24,147
2017-03-25,147
2017-03-26,149
2017-03-27,153
2017-03-28,153
2017-03-29,159
2017-03-30,156
2017-03-31,156
2017-04-01,157
2017-04-02,151
2017-04-03,153
2017-04-04,149
2017-04-12,138
2017-04-13,134
2017-04-14,135
2017-04-15,137
2017-04-16,135
2017-04-17,137
2017-04-18,137
2017-04-19,141
2017-04-20,142
2017-04-21,145
2017-04-22,142
2017-04-23,144
2017-04-24,147
2017-04-25,149
2017-04-26,149
2017-04-27,152
2017-04-28,151
2017-04-29,149
2017-04-30,151
2017-05-01,152
2017-05-02,153
2017-05-03,151
2017-05-04,156
2017-05-05,158
2017-05-06,160
2017-05-07,160
2017-05-08,162
2017-05-09,162
2017-05-10,162
2017-05-11,163
2017-05-12,164
2017-05-13,165
2017-05-14,166
2017-05-15,163
2017-05-16,158
2017-05-17,157
2017-05-18,158
2017-05-19,158
2017-05-20,150
2017-05-21,150
2017-05-22,143
2017-05-23,136
2017-05-24,135
2017-05-25,132
2017-05-26,129
2017-05-27,134
2017-05-28,140
2017-05-29,140
2017-05-30,134
2017-05-31,130
2017-06-01,135
2017-06-02,139
2017-06-03,143
2017-06-04,147
2017-06-05,143
2017-06-06,145
2017-06-07,151
2017-06-08,151
2017-06-09,153
2017-06-10,150
2017-06-11,146
2017-06-12,146
2017-06-13,147
2017-06-14,144
2017-06-15,136
2017-06-16,132
2017-06-17,127
2017-06-18,121
2017-06-19,121
2017-06-20,120
2017-06-21,119
2017-06-22,117
2017-06-23,113
2017-06-24,115
2017-06-25,117
2017-06-26,116
2017-06-27,118
2017-06-28,117
2017-06-29,119
2017-06-30,120
2017-07-01,120
2017-07-02,121
2017-07-03,116
2017-07-04,111
2017-07-05,111
2017-07-06,113
2017-07-07,113
2017-07-08,111
2017-07-13,107
2017-07-14,112
2017-07-15,112
2017-07-16,118
2017-07-17,120
2017-07-18,118
2017-07-19,123
2017-07-20,123
2017-07-21,124
2017-07-22,125
2017-07-23,125
2017-07-24,128
2017-07-25,128
2017-07-26,131
2017-07-27,129
2017-07-28,127
2017-07-29,124
2017-07-30,120
2017-07-31,120
2017-08-01,118
2017-08-02,117
2017-08-03,117
2017-08-04,113
2017-08-05,112
2017-08-06,112
2017-08-09,124
2017-08-10,125
2017-08-11,127
2017-08-12,129
2017-08-13,129
2017-08-14,126
2017-08-15,122
2017-08-16,117
2017-08-17,113
2017-08-18,113
2017-08-19,111
2017-08-20,112
2017-08-21,114
2017-08-22,120
2017-08-23,126
2017-08-24,131
2017-08-25,138
2017-08-26,132
2017-08-27,129
2017-08-28,133
2017-08-29,127
2017-08-30,121
2017-08-31,119
2017-09-01,122
2017-09-02,120
2017-09-03,120
2017-09-04,121
2017-09-05,128
2017-09-06,132
2017-09-07,128
2017-09-08,123
2017-09-09,123
2017-09-10,129
2017-09-11,129
2017-09-12,131
2017-09-13,127
2017-09-14,130
2017-09-15,130
2017-09-16,127
2017-09-17,126
2017-09-18,122
2017-09-19,120
2017-09-20,125
2017-09-21,127
2017-09-22,134
2017-09-23,134
2017-09-24,139
2017-09-25,141
2017-09-26,139
2017-09-27,136
2017-09-28,129
2017-09-29,129
2017-09-30,130
2017-10-01,132
2017-10-02,136
2017-10-03,139
2017-10-04,143
2017-10-05,140
2017-10-06,138
2017-10-07,138
2017-10-08,134
2017-10-09,132
2017-10-10,131
2017-10-11,131
2017-10-12,133
2017-10-13,137
2017-10-14,137
2017-10-15,137
2017-10-16,136
2017-10-17,136
2017-10-18,137
2017-10-19,139
2017-10-20,139
2017-10-21,140
2017-10-22,137
2017-10-23,133
2017-10-24,130
2017-10-25,135
2017-10-26,134
2017-10-27,138
2017-10-28,138
2017-10-29,141
2017-10-30,141
2017-10-31,136
2017-11-01,136
2017-11-02,131
2017-11-03,129
2017-11-04,132
2017-11-05,134
2017-11-06,134
2017-11-07,135
2017-11-08,135
2017-11-09,129
2017-11-10,123
2017-11-11,118
2017-11-12,119
2017-11-13,121
2017-11-14,125
2017-11-15,128
2017-11-16,135
2017-11-17,139
2017-11-18,139
2017-11-19,136
2017-11-20,136
2017-11-21,135
2017-11-22,133
2017-11-23,133
2017-11-24,133
2017-11-25,132
2017-11-26,131
2017-11-27,131
2017-11-28,136
2017-11-29,137
2017-11-30,135
2017-12-01,132
2017-12-02,132
2017-12-03,131
2017-12-04,138
2017-12-05,135
2017-12-06,136
2017-12-07,135
2017-12-08,135
2017-12-09,136
2017-12-10,137
2017-12-11,135
2017-12-12,131
2017-12-13,125
2017-12-14,119
2017-12-15,115
2017-12-16,112
2017-12-17,110
2017-12-18,112
2017-12-19,111
2017-12-20,115
2017-12-21,120
2017-12-22,123
2017-12-23,126
2017-12-24,124
2017-12-25,122
2017-12-26,125
2017-12-27,126
2017-12-28,127
2017-12-29,124
2017-12-30,125
2017-12-31,131
2018-01-01,133
2018-01-02,132
2018-01-03,131
2018-01-04,129
2018-01-05,126
2018-01-06,120
2018-01-07,117
2018-01-08,115
2018-01-09,110
2018-01-10,111
2018-01-11,108
2018-01-12,111
2018-01-13,115
2018-01-14,118
2018-01-15,113
2018-01-16,108
2018-01-17,108
2018-01-18,109
2018-01-19,109
2018-01-20,114
2018-01-21,120
2018-01-22,124
2018-01-23,124
2018-01-24,123
2018-01-25,120
2018-01-26,121
2018-01-27,118
2018-01-28,117
2018-01-29,116
2018-01-30,117
2018-01-31,118
2018-02-01,122
2018-02-02,125
2018-02-03,128
2018-02-04,124
2018-02-05,120
2018-02-06,119
2018-02-07,125
2018-02-08,130
2018-02-09,135
2018-02-10,130
2018-02-11,128
2018-02-12,128
2018-02-13,126
2018-02-14,129
2018-02-15,130
2018-02-16,131
2018-02-17,131
2018-02-18,127
2018-02-19,126
2018-02-20,128
2018-02-21,131
2018-02-22,130
2018-02-23,128
2018-02-24,125
2018-02-25,123
2018-02-26,125
2018-02-27,128
2018-02-28,126
2018-03-01,121
2018-03-02,119
2018-03-03,119
2018-03-04,116
2018-03-05,119
2018-03-06,125
2018-03-07,129
2018-03-08,129
2018-03-09,134
2018-03-10,129
2018-03-11,128
2018-03-12,129
2018-03-13,127
2018-03-14,127
2018-03-15,128
2018-03-16,126
2018-03-17,125
2018-03-18,122
2018-03-19,122
2018-03-20,122
2018-03-21,124
2018-03-23,126
2018-03-24,127
2018-03-25,130
2018-03-26,133
2018-03-27,133
2018-03-28,134
2018-03-29,138
2018-03-30,138
2018-03-31,135
2018-04-01,131
2018-04-02,132
2018-04-03,136
2018-04-04,141
2018-04-05,139
2018-04-06,140
2018-04-07,137
2018-04-08,136
2018-04-09,133
2018-04-10,133
2018-04-11,135
2018-04-12,139
2018-04-13,144
2018-04-14,143
2018-04-15,137
2018-04-16,138
2018-04-17,139
2018-04-18,139
2018-04-19,139
2018-04-20,136
2018-04-21,132
2018-04-22,128
2018-04-23,132
2018-04-24,133
2018-04-25,132
2018-04-26,133
2018-04-27,133
2018-04-28,133
2018-04-29,134
2018-04-30,135
2018-05-01,139
2018-05-03,143
2018-05-04,144
2018-05-05,139
2018-05-06,136
2018-05-07,134
2018-05-08,133
2018-05-09,131
2018-05-10,134
2018-05-11,135
2018-05-12,134
2018-05-13,132
2018-05-14,135
2018-05-15,134
2018-05-16,132
2018-05-17,135
2018-05-18,136
2018-05-19,135
2018-05-20,133
2018-05-21,131
2018-05-22,131
2018-05-23,129
2018-05-24,129
2018-05-25,131
2018-05-26,131
2018-05-27,132
2018-05-28,128
2018-05-29,125
2018-05-30,124
2018-05-31,130
2018-06-01,132
2018-06-02,130
2018-06-03,123
2018-06-04,117
2018-06-05,115
2018-06-06,118
2018-06-07,121
2018-06-08,125
2018-06-09,123
2018-06-10,123
2018-06-11,126
2018-06-12,129
2018-06-13,128
2018-06-14,126
2018-06-15,125
2018-06-16,130
2018-06-17,127
2018-06-18,129
2018-06-19,130
2018-06-20,134
2018-06-21,130
2018-06-22,124
2018-06-23,123
2018-06-24,126
2018-06-25,130
2018-06-26,132
2018-06-27,135
2018-06-28,135
2018-06-29,130
2018-06-30,125
2018-07-01,124
2018-07-02,123
2018-07-03,125
2018-07-04,123
2018-07-05,122
2018-07-06,121
2018-07-07,120
2018-07-08,120
2018-07-09,126
2018-07-10,130
2018-07-11,125
2018-07-12,127
2018-07-13,131
2018-07-14,132
2018-07-15,132
2018-07-16,129
2018-07-17,131
2018-07-18,131
2018-07-19,130
2018-07-20,131
2018-07-21,131
2018-07-22,129
2018-07-23,133
2018-07-24,135
2018-07-25,139
2018-07-26,135
2018-07-27,137
2018-07-28,136
2018-07-29,139
2018-07-30,140
2018-07-31,144
2018-08-01,139
2018-08-02,143
2018-08-03,144
2018-08-04,144
2018-08-05,144
2018-08-06,147
2018-08-07,146
2018-08-08,140
2018-08-09,136
2018-08-10,138
2018-08-11,137
2018-08-12,140
2018-08-14,144
2018-08-16,143
2018-08-17,146
2018-08-18,142
2018-08-19,142
2018-08-20,143
2018-08-21,137
2018-08-22,140
2018-08-23,145
2018-08-24,150
2018-08-25,145
2018-08-26,145
2018-08-27,145
2018-08-28,143
2018-08-29,145
2018-08-30,148
2018-08-31,148
2018-09-01,143
2018-09-02,142
2018-09-03,139
2018-09-04,135
2018-09-05,133
2018-09-06,131
2018-09-07,133
2018-09-08,135
2018-09-09,133
2018-09-10,134
2018-09-11,132
2018-09-12,132
2018-09-13,133
2018-09-14,134
2018-09-15,133
2018-09-16,136
2018-09-17,136
2018-09-18,134
2018-09-19,130
2018-09-20,128
2018-09-21,130
2018-09-22,133
2018-09-23,134
2018-09-24,141
2018-09-25,139
2018-09-26,137
2018-09-27,135
2018-09-28,133
2018-09-29,137
2018-09-30,135
2018-10-01,136
2018-10-02,137
2018-10-03,138
2018-10-04,136
2018-10-05,132
2018-10-06,128
2018-10-07,123
2018-10-08,126
2018-10-09,130
2018-10-10,135
2018-10-11,136
2018-10-12,130
2018-10-13,125
2018-10-14,125
2018-10-15,127
2018-10-16,129
2018-10-17,133
2018-10-18,129
2018-10-19,128
2018-10-20,127
2018-10-21,128
2018-10-22,124
2018-10-23,126
2018-10-24,124
2018-10-25,125
2018-10-26,129
2018-10-27,129
2018-10-28,124
2018-10-29,123
2018-10-30,121
2018-10-31,120
2018-11-01,122
2018-11-03,123
2018-11-04,122
2018-11-05,119
2018-11-06,114
2018-11-07,112
2018-11-08,113
2018-11-09,115
2018-11-10,112
2018-11-11,109
2018-11-12,112
2018-11-13,110
2018-11-14,107
2018-11-15,105
2018-11-16,102
2018-11-17,103
2018-11-18,100
2018-11-19,97
2018-11-20,100
2018-11-21,105
2018-11-22,105
2018-11-23,105
2018-11-24,109
2018-11-25,108
2018-11-26,108
2018-11-27,106
2018-11-28,105
2018-11-29,106
2018-12-01,109
2018-12-02,109
2018-12-03,112
2018-12-04,112
2018-12-05,110
2018-12-07,110
2018-12-09,107
2018-12-10,108
2018-12-11,108
2018-12-12,108
2018-12-13,109
2018-12-14,111
2018-12-15,112
2018-12-16,116
2018-12-17,117
2018-12-18,115
2018-12-19,116
2018-12-20,117
2018-12-21,120
2018-12-22,118
2018-12-23,116
2018-12-24,116
2018-12-25,117
2018-12-26,117
2018-12-27,115
2018-12-28,110
2018-12-29,107
2018-12-30,106
2018-12-31,104
2019-01-01,106
2019-01-02,109
2019-01-03,106
2019-01-04,103
2019-01-05,102
2019-01-06,102
2019-01-08,106
2019-01-10,103
2019-01-11,100
2019-01-12,97
2019-01-13,92
2019-01-14,95
2019-01-15,99
2019-01-16,103
2019-01-17,107
2019-01-18,110
2019-01-19,107
2019-01-20,102
2019-01-21,100
2019-01-22,100
2019-01-23,105
2019-01-24,109
2019-01-25,112
2019-01-26,110
2019-01-27,108
2019-01-28,106
2019-01-29,105
2019-01-30,104
2019-01-31,103
2019-02-01,103
2019-02-02,102
2019-02-03,105
2019-02-04,104
2019-02-05,106
2019-02-06,107
2019-02-07,109
2019-02-08,109
2019-02-09,108
2019-02-10,110
2019-02-11,112
2019-02-12,112
2019-02-13,112
2019-02-14,112
2019-02-15,112
2019-02-16,114
2019-02-17,115
2019-02-18,114
2019-02-19,113
2019-02-20,114
2019-02-21,118
2019-02-22,122
2019-02-23,123
2019-02-24,119
2019-02-25,118
2019-02-26,124
2019-02-27,128
2019-02-28,128
2019-03-01,123
2019-03-02,118
2019-03-03,117
2019-03-04,121
2019-03-05,126
2019-03-06,131
2019-03-07,134
2019-03-08,139
2019-03-09,142
2019-03-10,140
2019-03-11,137
2019-03-12,134
2019-03-13,130
2019-03-14,131
2019-03-15,134
2019-03-16,136
2019-03-17,134
2019-03-18,130
2019-03-19,132
2019-03-20,127
2019-03-21,124
2019-03-22,121
2019-03-23,122
2019-03-24,125
2019-03-25,130
2019-03-26,135
2019-03-27,139
2019-03-28,141
2019-03-29,137
2019-03-30,131
2019-03-31,128
2019-04-01,125
2019-04-02,124
2019-04-03,128
2019-04-04,127
2019-04-05,129
2019-04-06,127
2019-04-07,125
2019-04-08,123
2019-04-09,123
2019-04-10,122
2019-04-11,120
2019-04-12,121
2019-04-13,121
2019-04-14,120
2019-04-15,119
2019-04-16,119
2019-04-17,119
2019-04-18,118
2019-04-19,120
2019-04-20,120
2019-04-21,117
2019-04-22,115
2019-04-23,119
2019-04-24,119
2019-04-25,117
2019-04-26,115
2019-04-27,116
2019-04-28,119
2019-04-29,121
2019-04-30,120
2019-05-01,116
2019-05-02,117
2019-05-03,117
2019-05-04,119
2019-05-05,117
2019-05-06,116
2019-05-07,117
2019-05-08,117
2019-05-09,115
2019-05-10,115
2019-05-11,112
2019-05-12,112
2019-05-13,115
2019-05-14,119
2019-05-15,120
2019-05-16,120
2019-05-17,118
2019-05-18,119
2019-05-19,120
2019-05-20,119
2019-05-21,119
2019-05-22,119
2019-05-23,119
2019-05-24,116
2019-05-25,113
2019-05-26,110
2019-05-27,109
2019-05-28,108
2019-05-29,108
2019-05-30,108
2019-05-31,111
2019-06-01,113
2019-06-02,116
2019-06-03,116
2019-06-04,112
2019-06-05,112
2019-06-06,108
2019-06-07,106
2019-06-08,108
2019-06-09,112
2019-06-10,118
2019-06-11,123
2019-06-12,123
2019-06-13,126
2019-06-14,125
2019-06-15,120
2019-06-16,116
2019-06-17,117
2019-06-18,120
2019-06-19,119
2019-06-20,124
2019-06-21,127
2019-06-22,127
2019-06-23,123
2019-06-24,118
2019-06-25,120
2019-06-26,121
2019-06-27,120
2019-06-28,120
2019-06-29,123
2019-06-30,125
2019-07-01,128
2019-07-02,127
2019-07-03,130
2019-07-04,133
2019-07-05,136
2019-07-06,131
2019-07-07,128
2019-07-08,128
2019-07-09,129
2019-07-10,134
2019-07-11,139
2019-07-12,138
2019-07-13,134
2019-07-14,130
2019-07-15,132
2019-07-16,136
2019-07-17,137
2019-07-18,139
2019-07-19,141
2019-07-20,139
2019-07-21,137
2019-07-22,138
2019-07-23,139
2019-07-24,145
2019-07-25,151
2019-07-26,148
2019-07-27,141
2019-07-28,138
2019-07-29,138
2019-07-30,134
2019-07-31,134
2019-08-01,132
2019-08-02,132
2019-08-03,127
2019-08-04,122
2019-08-05,118
2019-08-06,122
2019-08-07,126
2019-08-08,130
2019-08-09,126
2019-08-10,122
2019-08-11,118
2019-08-12,121
2019-08-13,123
2019-08-14,125
2019-08-15,127
2019-08-16,131
2019-08-17,129
2019-08-18,131
2019-08-19,133
2019-08-20,135
2019-08-21,137
2019-08-22,139
2019-08-23,138
2019-08-24,134
2019-08-24,134
2019-08-25,131
2019-08-25,131
