date_obj,Green%20halloween%20mask price
2019-03-18,7272
2019-03-19,7272
2019-03-20,7217
2019-03-21,7217
2019-03-22,7217
2019-03-23,7073
2019-03-24,7073
2019-03-25,7073
2019-03-26,7087
2019-03-27,7087
2019-03-28,7087
2019-03-29,7077
2019-03-30,7077
2019-03-31,7077
2019-04-01,7077
2019-04-02,7241
2019-04-03,7241
2019-04-04,7241
2019-04-05,7343
2019-04-06,7343
2019-04-07,7343
2019-04-08,7246
2019-04-09,7246
2019-04-10,7246
2019-04-11,7246
2019-04-12,7226
2019-04-13,7226
2019-04-14,7226
2019-04-15,7183
2019-04-16,7183
2019-04-17,7183
2019-04-18,7166
2019-04-19,7166
2019-04-20,7166
2019-04-21,7166
2019-04-22,7186
2019-04-23,7186
2019-04-24,7186
2019-04-25,7372
2019-04-26,7372
2019-04-27,7372
2019-04-28,7466
2019-04-29,7466
2019-04-30,7466
2019-05-01,7515
2019-05-02,7515
2019-05-03,7515
2019-05-04,7572
2019-05-05,7572
2019-05-06,7572
2019-05-07,7572
2019-05-08,7603
2019-05-09,7603
2019-05-10,7603
2019-05-11,7603
2019-05-12,7760
2019-05-13,7760
2019-05-14,7760
2019-05-15,7821
2019-05-16,7821
2019-05-17,7821
2019-05-18,7996
2019-05-19,7996
2019-05-20,7996
2019-05-21,8185
2019-05-22,8185
2019-05-23,8185
2019-05-24,8442
2019-05-25,8442
2019-05-26,8442
2019-05-27,8447
2019-05-28,8447
2019-05-29,8447
2019-05-30,8615
2019-05-31,8615
2019-06-01,8615
2019-06-02,8615
2019-06-03,8818
2019-06-04,8818
2019-06-05,8818
2019-06-06,8998
2019-06-07,8998
2019-06-08,8998
2019-06-09,9276
2019-06-10,9276
2019-06-11,9276
2019-06-12,9276
2019-06-13,9235
2019-06-14,9235
2019-06-15,9235
2019-06-16,9235
2019-06-17,9415
2019-06-18,9415
2019-06-19,9415
2019-06-20,9415
2019-06-21,9663
2019-06-22,9663
2019-06-23,9663
2019-06-24,9663
2019-06-25,9941
2019-06-26,9941
2019-06-27,9941
2019-06-28,9941
2019-06-29,9965
2019-06-30,9965
2019-07-01,9965
2019-07-02,9965
2019-07-03,9939
2019-07-04,9939
2019-07-05,9939
2019-07-06,9939
2019-07-07,9787
2019-07-08,9787
2019-07-09,9787
2019-07-10,9787
2019-07-11,9837
2019-07-12,9837
2019-07-13,9837
2019-07-14,9926
2019-07-15,9926
2019-07-16,9926
2019-07-17,9926
2019-07-18,9917
2019-07-19,9917
2019-07-20,9917
2019-07-21,9917
2019-07-22,9955
2019-07-23,9955
2019-07-24,9955
2019-07-25,9955
2019-07-26,9947
2019-07-27,9947
2019-07-28,9947
2019-07-29,9947
2019-07-30,9829
2019-07-31,9829
2019-08-01,9829
2019-08-02,9829
2019-08-03,9806
2019-08-04,9806
2019-08-05,9806
2019-08-06,9806
2019-08-07,10053
2019-08-08,10053
2019-08-09,10053
2019-08-10,10053
2019-08-11,10051
2019-08-12,10051
2019-08-13,10051
2019-08-14,10051
2019-08-15,10119
2019-08-16,10119
2019-08-17,10119
2019-08-18,10034
2019-08-19,10034
2019-08-20,10034
2019-08-21,10034
2019-08-22,9623
2019-08-23,9623
2019-08-24,9623
2019-08-24,9623
2019-08-25,9623
2019-08-25,9623
2019-08-26,9681
2019-08-26,9681
2019-08-27,9681
2019-08-27,9681
2019-08-28,9681
2019-08-29,9681
2019-08-30,9614
2019-08-31,9614
2019-09-01,9614
2019-09-02,9614
2019-09-03,9819
2019-09-04,9819
2019-09-05,9819
2019-09-06,9819
2019-09-07,10045
2019-09-08,10045
2019-09-09,10045
2019-09-10,10045
2019-09-11,10044
2019-09-12,10044
2019-09-13,10044
2019-09-14,10044
2019-09-15,10167
2019-09-16,10167
2019-09-17,10167
2019-09-18,10008
2019-09-19,10008
2019-09-20,10008
2019-09-21,10008
2019-09-22,9795
2019-09-23,9795
2019-09-24,9795
2019-09-25,9795
2019-09-26,9630
2019-09-27,9630
2019-09-28,9630
2019-09-29,9630
2019-09-30,9167
2019-10-01,9167
2019-10-02,9167
2019-10-03,8877
2019-10-04,8877
2019-10-05,8877
2019-10-06,8457
2019-10-07,8457
2019-10-08,8457
2019-10-09,8457
2019-10-10,8157
2019-10-11,8157
2019-10-12,8157
2019-10-13,8157
2019-10-14,8018
2019-10-15,8018
2019-10-16,8018
2019-10-17,8018
2019-10-18,7914
2019-10-19,7914
2019-10-20,7914
2019-10-21,7914
2019-10-22,7777
2019-10-23,7777
2019-10-24,7399
2019-10-25,7029
2019-10-26,6677
2019-10-27,6343
2019-10-28,6025
2019-10-29,5748
2019-10-30,5509
2019-10-31,5286
2019-11-01,5188
2019-11-02,5095
2019-11-03,4959
2019-11-04,5012
2019-11-05,5015
2019-11-06,5003
2019-11-07,5039
2019-11-08,5084
2019-11-09,5092
2019-11-10,5115
2019-11-11,5147
2019-11-12,5147
2019-11-13,5144
2019-11-14,5144
2019-11-15,5073
2019-11-16,5057
2019-11-17,5057
2019-11-18,5081
2019-11-19,5081
2019-11-20,4880
2019-11-21,4880
2019-11-22,4922
2019-11-23,4922
2019-11-24,4872
2019-11-25,4872
2019-11-26,4666
2019-11-27,4666
2019-11-28,4449
2019-11-29,4449
2019-11-30,4322
2019-12-01,4322
2019-12-02,4322
2019-12-03,4350
2019-12-04,4350
2019-12-05,4350
2019-12-06,4406
2019-12-07,4406
2019-12-08,4406
2019-12-09,4547
2019-12-10,4547
2019-12-11,4526
2019-12-12,4526
2019-12-13,4526
2019-12-14,4585
2019-12-15,4585
2019-12-16,4644
2019-12-17,4644
2019-12-18,4644
2019-12-19,4857
2019-12-20,4857
2019-12-21,4992
2019-12-22,4992
2019-12-23,4992
2019-12-24,5085
2019-12-25,5085
2019-12-26,5085
2019-12-27,5156
2019-12-28,5156
2019-12-29,5156
2019-12-30,5219
2019-12-31,5219
2020-01-01,5219
2020-01-02,5380
2020-01-03,5380
2020-01-04,5380
2020-01-05,5362
2020-01-06,5362
2020-01-07,5455
2020-01-08,5455
2020-01-09,5455
2020-01-10,5306
2020-01-11,5306
2020-01-12,5178
2020-01-13,5178
2020-01-14,5178
2020-01-15,5271
2020-01-16,5271
2020-01-17,5271
2020-01-18,5223
2020-01-19,5223
2020-01-20,5223
2020-01-21,5295
2020-01-22,5295
2020-01-23,5295
2020-01-24,5324
2020-01-25,5324
2020-01-26,5324
2020-01-27,5372
2020-01-28,5372
2020-01-29,5372
2020-01-30,5366
2020-01-31,5366
2020-02-01,5366
2020-02-02,5286
2020-02-03,5286
2020-02-04,5286
2020-02-05,5173
2020-02-06,5173
2020-02-07,5173
2020-02-08,5245
2020-02-09,5245
2020-02-10,5245
2020-02-11,5303
2020-02-12,5303
2020-02-13,5303
2020-02-14,5351
2020-02-15,5351
2020-02-16,5351
2020-02-17,5419
2020-02-18,5419
2020-02-19,5419
2020-02-20,5428
2020-02-21,5428
2020-02-22,5428
2020-02-23,5284
2020-02-24,5284
2020-02-25,5284
2020-02-26,5371
2020-02-27,5371
2020-02-28,5371
2020-02-29,5303
2020-03-01,5303
2020-03-02,5303
2020-03-03,5346
2020-03-04,5346
2020-03-05,5346
2020-03-06,5346
2020-03-07,5391
2020-03-08,5391
2020-03-09,5391
2020-03-10,5412
2020-03-11,5412
2020-03-12,5412
2020-03-13,5412
2020-03-14,5334
2020-03-15,5334
2020-03-16,5334
2020-03-17,5260
2020-03-18,5260
2020-03-19,5260
2020-03-20,5097
2020-03-21,5097
2020-03-22,5097
2020-03-23,4937
2020-03-24,4937
2020-03-25,4860
2020-03-26,4860
2020-03-27,4884
2020-03-28,4884
2020-03-29,4902
2020-03-30,4902
2020-03-31,4902
2020-04-01,4901
2020-04-02,4901
2020-04-03,4901
2020-04-04,4757
2020-04-05,4757
2020-04-06,4620
2020-04-07,4620
2020-04-08,4471
2020-04-09,4471
2020-04-10,4471
2020-04-11,4318
2020-04-12,4318
2020-04-13,4318
2020-04-14,4248
2020-04-15,4248
2020-04-16,4248
2020-04-17,4357
2020-04-18,4357
2020-04-19,4367
2020-04-20,4367
2020-04-21,4367
2020-04-22,4376
2020-04-23,4376
2020-04-24,4376
2020-04-25,4363
2020-04-26,4363
2020-04-27,4348
2020-04-28,4348
2020-04-29,4348
2020-04-30,4363
2020-05-01,4363
2020-05-02,4363
2020-05-03,4258
2020-05-04,4258
2020-05-05,4258
2020-05-06,4150
2020-05-07,4150
2020-05-08,4150
2020-05-09,4025
2020-05-10,4025
2020-05-11,4025
2020-05-12,3946
2020-05-13,3946
