date_obj,Bandos%20robe%20top price
2016-01-26,36468
2016-01-27,35454
2016-01-28,35454
2016-01-29,35562
2016-01-30,35562
2016-01-31,35903
2016-02-01,35903
2016-02-02,37084
2016-02-03,38121
2016-02-04,38121
2016-02-05,38897
2016-02-06,39016
2016-02-07,39016
2016-02-08,38824
2016-02-09,38824
2016-02-10,38668
2016-02-11,38668
2016-02-12,38668
2016-02-13,38385
2016-02-14,38385
2016-02-15,37870
2016-02-16,37870
2016-02-17,37451
2016-02-18,37451
2016-02-19,37745
2016-02-20,37745
2016-02-21,37822
2016-02-22,37822
2016-02-23,37556
2016-02-24,37556
2016-02-25,37557
2016-02-26,37557
2016-02-27,37494
2016-02-28,37494
2016-02-29,36441
2016-03-01,36456
2016-03-02,36456
2016-03-03,38192
2016-03-04,38192
2016-03-05,39360
2016-03-06,38971
2016-03-07,38971
2016-03-08,38449
2016-03-09,38449
2016-03-10,36739
2016-03-11,36739
2016-03-12,36829
2016-03-13,36829
2016-03-14,34988
2016-03-15,34988
2016-03-16,33727
2016-03-17,33727
2016-03-18,32337
2016-03-19,32337
2016-03-20,30720
2016-03-21,30720
2016-03-22,29403
2016-03-23,29737
2016-03-24,29737
2016-03-25,30033
2016-03-26,30033
2016-03-27,29389
2016-03-28,28023
2016-03-29,28023
2016-03-30,26676
2016-03-31,26676
2016-04-01,25645
2016-04-02,25645
2016-04-03,24874
2016-04-04,24966
2016-04-05,24966
2016-04-06,24099
2016-04-07,24099
2016-04-08,23763
2016-04-09,23763
2016-04-10,23508
2016-04-11,23508
2016-04-12,24554
2016-04-13,24554
2016-04-14,25574
2016-04-15,26749
2016-04-16,26749
2016-04-17,28029
2016-04-18,28894
2016-04-19,28894
2016-04-20,30171
2016-04-21,30171
2016-04-22,31400
2016-04-23,32802
2016-04-24,32802
2016-04-25,34029
2016-04-26,34029
2016-04-27,35324
2016-04-28,35324
2016-04-29,36741
2016-04-30,35171
2016-05-01,35171
2016-05-02,34085
2016-05-03,32615
2016-05-04,32615
2016-05-05,31724
2016-05-06,31724
2016-05-07,30985
2016-05-08,30985
2016-05-09,30233
2016-05-10,29472
2016-05-11,29472
2016-05-12,28043
2016-05-13,26640
2016-05-14,26640
2016-05-15,25970
2016-05-16,25970
2016-05-17,25570
2016-05-18,25501
2016-05-19,25501
2016-05-22,27364
2016-05-23,28134
2016-05-24,28134
2016-05-25,28849
2016-05-26,28849
2016-05-27,28268
2016-05-28,28268
2016-05-29,29522
2016-05-30,29522
2016-05-31,30366
2016-06-01,30885
2016-06-02,30885
2016-06-03,31806
2016-06-04,31806
2016-06-05,33334
2016-06-06,33334
2016-06-07,34515
2016-06-08,34515
2016-06-09,33677
2016-06-10,33677
2016-06-11,32251
2016-06-12,32251
2016-06-13,31132
2016-06-14,30536
2016-06-15,30536
2016-06-16,30536
2016-06-17,29623
2016-06-18,29623
2016-06-19,28272
2016-06-20,28272
2016-06-21,27733
2016-06-22,28457
2016-06-23,28457
2016-06-24,29456
2016-06-25,30314
2016-06-26,30314
2016-06-27,30742
2016-06-28,30742
2016-06-29,30253
2016-06-30,30253
2016-07-01,29940
2016-07-02,29940
2016-07-03,29941
2016-07-04,31208
2016-07-05,31208
2016-07-06,31245
2016-07-07,31245
2016-07-08,30382
2016-07-09,30382
2016-07-10,29022
2016-07-11,27680
2016-07-12,27680
2016-07-13,26628
2016-07-14,26628
2016-07-15,26935
2016-07-16,26935
2016-07-17,26016
2016-07-18,26016
2016-07-23,25993
2016-07-24,25993
2016-07-25,26281
2016-07-26,26281
2016-07-27,25989
2016-07-28,25989
2016-07-29,26805
2016-07-30,26805
2016-07-31,27344
2016-08-01,27344
2016-08-02,27566
2016-08-03,27566
2016-08-04,28135
2016-08-05,28135
2016-08-06,28544
2016-08-07,28544
2016-08-08,28544
2016-08-09,28181
2016-08-10,28181
2016-08-11,28181
2016-08-12,27602
2016-08-13,27602
2016-08-14,27458
2016-08-15,27458
2016-08-16,27509
2016-08-17,27509
2016-08-18,27509
2016-08-19,27833
2016-08-20,27833
2016-08-21,27976
2016-08-22,27976
2016-08-23,26768
2016-08-24,26768
2016-08-25,25750
2016-08-26,25750
2016-08-28,25278
2016-08-31,24759
2016-09-01,24759
2016-09-02,24674
2016-09-03,24674
2016-09-04,24602
2016-09-05,24602
2016-09-06,24705
2016-09-07,24705
2016-09-08,24705
2016-09-09,24801
2016-09-10,24801
2016-09-11,24901
2016-09-12,24901
2016-09-13,24545
2016-09-14,24545
2016-09-15,23773
2016-09-16,23773
2016-09-17,23161
2016-09-18,23161
2016-09-19,22288
2016-09-20,22288
2016-09-21,22288
2016-09-22,21242
2016-09-23,21242
2016-09-24,20763
2016-09-25,20763
2016-09-26,19867
2016-09-27,19867
2016-09-28,19393
2016-09-29,19393
2016-09-30,18996
2016-10-01,18996
2016-10-02,18779
2016-10-03,18779
2016-10-04,19584
2016-10-05,19584
2016-10-06,20166
2016-10-07,20166
2016-10-08,21009
2016-10-09,21009
2016-10-10,21009
2016-10-11,22029
2016-10-12,22029
2016-10-13,22922
2016-10-14,22922
2016-10-15,24023
2016-10-16,24023
2016-10-17,25120
2016-10-18,25120
2016-10-19,25775
2016-10-20,25775
2016-10-21,26012
2016-10-22,26012
2016-10-23,26192
2016-10-24,26192
2016-10-25,26148
2016-10-26,26148
2016-10-27,25443
2016-10-28,25443
2016-10-29,24965
2016-10-30,24965
2016-10-31,24958
2016-11-01,24958
2016-11-02,24971
2016-11-03,24971
2016-11-04,24598
2016-11-05,24598
2016-11-06,24197
2016-11-07,24197
2016-11-08,24215
2016-11-09,24215
2016-11-10,24071
2016-11-11,24071
2016-11-12,23972
2016-11-13,23972
2016-11-14,23996
2016-11-15,23996
2016-12-07,26365
2016-12-08,26782
2016-12-09,26782
2016-12-10,26782
2016-12-11,26260
2016-12-12,26260
2016-12-13,26595
2016-12-14,26595
2016-12-15,27583
2016-12-16,27583
2016-12-17,28046
2016-12-18,28046
2016-12-19,28046
2016-12-20,28433
2016-12-21,28433
2016-12-22,29324
2016-12-23,29324
2016-12-24,30281
2016-12-25,30281
2016-12-26,31288
2016-12-27,31288
2016-12-28,32853
2016-12-29,32853
2016-12-30,34014
2016-12-31,34014
2017-01-01,35285
2017-01-02,36951
2017-01-03,36951
2017-01-04,36999
2017-01-05,36999
2017-01-06,36842
2017-01-07,37470
2017-01-08,37470
2017-01-09,37101
2017-01-10,37101
2017-01-11,36660
2017-01-12,37138
2017-01-13,37138
2017-01-14,36839
2017-01-15,36651
2017-01-16,36651
2017-01-17,36402
2017-01-18,36269
2017-01-19,36269
2017-01-20,35549
2017-01-21,35230
2017-01-22,35230
2017-01-23,34704
2017-01-27,34085
2017-01-28,33564
2017-01-29,33635
2017-01-30,33635
2017-01-31,33029
2017-02-01,32230
2017-02-02,32230
2017-02-03,31721
2017-02-04,30680
2017-02-05,30680
2017-02-06,30607
2017-02-07,30607
2017-02-08,30170
2017-02-09,30170
2017-02-10,30197
2017-02-11,29645
2017-02-12,29645
2017-02-13,29810
2017-02-14,29765
2017-02-15,29765
2017-02-16,29347
2017-02-18,29343
2017-02-19,29002
2017-02-20,29002
2017-02-21,28795
2017-02-22,28795
2017-02-23,28723
2017-02-24,28723
2017-02-25,27863
2017-02-26,27863
2017-02-27,27626
2017-02-28,28467
2017-03-01,28467
2017-03-02,28662
2017-03-03,28662
2017-03-04,28854
2017-03-05,28854
2017-03-06,28843
2017-03-07,28843
2017-03-08,29217
2017-03-09,29217
2017-03-10,29150
2017-03-11,29592
2017-03-12,29592
2017-03-13,29170
2017-03-14,29990
2017-03-15,30004
2017-03-16,30004
2017-03-17,29713
2017-03-18,29713
2017-03-19,29775
2017-03-20,29323
2017-03-21,29079
2017-03-22,29079
2017-03-23,28419
2017-03-24,28419
2017-03-25,27816
2017-03-26,27486
2017-03-27,27486
2017-03-28,27035
2017-03-29,26874
2017-03-30,26287
2017-03-31,25899
2017-04-01,25899
2017-04-02,25618
2017-04-03,25593
2017-04-04,25593
2017-04-12,27652
2017-04-13,27753
2017-04-14,28234
2017-04-15,27868
2017-04-16,28538
2017-04-17,29553
2017-04-18,29553
2017-04-19,30659
2017-04-20,30659
2017-04-21,32192
2017-04-22,32192
2017-04-23,33248
2017-04-24,33248
2017-04-25,34458
2017-04-26,34458
2017-04-27,34030
2017-04-28,34030
2017-04-29,34268
2017-04-30,34268
2017-05-01,34317
2017-05-02,34167
2017-05-03,34167
2017-05-04,34549
2017-05-05,35307
2017-05-06,35307
2017-05-07,35950
2017-05-08,35950
2017-05-09,35728
2017-05-10,35728
2017-05-11,36382
2017-05-12,36776
2017-05-13,36678
2017-05-14,36678
2017-05-15,36856
2017-05-16,36240
2017-05-17,36240
2017-05-18,35558
2017-05-19,35558
2017-05-20,34955
2017-05-21,34955
2017-05-22,34826
2017-05-23,34826
2017-05-24,34697
2017-05-25,34697
2017-05-26,35064
2017-05-27,35119
2017-05-28,35119
2017-05-29,34770
2017-05-30,34770
2017-05-31,34564
2017-06-01,33905
2017-06-02,33905
2017-06-03,33317
2017-06-04,32920
2017-06-05,32920
2017-06-06,32130
2017-06-07,30591
2017-06-08,30591
2017-06-09,30095
2017-06-10,29136
2017-06-11,28489
2017-06-12,28489
2017-06-13,28068
2017-06-14,28627
2017-06-15,28627
2017-06-16,29028
2017-06-17,29028
2017-06-18,29865
2017-06-19,29865
2017-06-20,30643
2017-06-21,30643
2017-06-22,30750
2017-06-23,30750
2017-06-24,32042
2017-06-25,32042
2017-06-26,33312
2017-06-27,32886
2017-06-28,32886
2017-06-29,32813
2017-06-30,32365
2017-07-01,32365
2017-07-02,32690
2017-07-03,32559
2017-07-04,33126
2017-07-05,33126
2017-07-06,33423
2017-07-07,33423
2017-07-08,34477
2017-07-09,35777
2017-07-13,37181
2017-07-14,37583
2017-07-15,37583
2017-07-16,37406
2017-07-17,37406
2017-07-18,37897
2017-07-19,37897
2017-07-20,37457
2017-07-21,37242
2017-07-22,37242
2017-07-23,36766
2017-07-24,36766
2017-07-25,36519
2017-07-26,36325
2017-07-27,36904
2017-07-28,38596
2017-07-29,38596
2017-07-30,40134
2017-07-31,40134
2017-08-01,41707
2017-08-02,41012
2017-08-03,41012
2017-08-04,40670
2017-08-05,40848
2017-08-06,40848
2017-08-07,40292
2017-08-08,40292
2017-08-09,40427
2017-08-10,40583
2017-08-11,40583
2017-08-12,41212
2017-08-13,41212
2017-08-14,42282
2017-08-15,42282
2017-08-16,43136
2017-08-17,43051
2017-08-18,43051
2017-08-19,43486
2017-08-20,43062
2017-08-21,43062
2017-08-22,44441
2017-08-23,44441
2017-08-24,44770
2017-08-25,44770
2017-08-26,44031
2017-08-27,44511
2017-08-28,44688
2017-08-29,44688
2017-08-30,44389
2017-08-31,44389
2017-09-01,43466
2017-09-02,43252
2017-09-03,43252
2017-09-04,42772
2017-09-05,42106
2017-09-06,42106
2017-09-07,41784
2017-09-08,41784
2017-09-09,41365
2017-09-10,41027
2017-09-11,41027
2017-09-12,41162
2017-09-13,42294
2017-09-14,42294
2017-09-15,42055
2017-09-16,42055
2017-09-17,41974
2017-09-18,41974
2017-09-19,41916
2017-09-20,42313
2017-09-22,42438
2017-09-23,42438
2017-09-24,41639
2017-09-25,41639
2017-09-26,41438
2017-09-27,41438
2017-09-28,41050
2017-09-29,41050
2017-09-30,41380
2017-10-01,41380
2017-10-02,42015
2017-10-03,42015
2017-10-04,42290
2017-10-05,42290
2017-10-06,42329
2017-10-07,42329
2017-10-08,41957
2017-10-09,41957
2017-10-10,41039
2017-10-11,41039
2017-10-12,41218
2017-10-13,40716
2017-10-14,41016
2017-10-15,41016
2017-10-16,40868
2017-10-17,40868
2017-10-18,42682
2017-10-19,42682
2017-10-20,43062
2017-10-21,42211
2017-10-22,41558
2017-10-23,41558
2017-10-24,41596
2017-10-25,41742
2017-10-26,41888
2017-10-27,42715
2017-10-28,42715
2017-10-29,42739
2017-10-30,42574
2017-10-31,42614
2017-11-01,42614
2017-11-02,43346
2017-11-03,43176
2017-11-04,43147
2017-11-05,43147
2017-11-06,42883
2017-11-07,42883
2017-11-08,43466
2017-11-09,43113
2017-11-10,43113
2017-11-11,42850
2017-11-12,43370
2017-11-13,43370
2017-11-14,43812
2017-11-15,43812
2017-11-16,44211
2017-11-17,45031
2017-11-18,45031
2017-11-19,44867
2017-11-20,46960
2017-11-21,48428
2017-11-22,48428
2017-11-23,48375
2017-11-24,48375
2017-11-25,48715
2017-11-26,48715
2017-11-27,49302
2017-11-28,48979
2017-11-29,48979
2017-11-30,47647
2017-12-01,46761
2017-12-02,46761
2017-12-03,46284
2017-12-04,46284
2017-12-05,46120
2017-12-06,46120
2017-12-07,45463
2017-12-08,45463
2017-12-09,44943
2017-12-10,44228
2017-12-11,43550
2017-12-12,43550
2017-12-13,41905
2017-12-14,41905
2017-12-15,41016
2017-12-16,41016
2017-12-17,40405
2017-12-18,40087
2017-12-19,40087
2017-12-20,40435
2017-12-21,40685
2017-12-22,40685
2017-12-23,41147
2017-12-24,41967
2017-12-25,41967
2017-12-26,42984
2017-12-27,44713
2017-12-28,45178
2017-12-29,45901
2017-12-30,46663
2017-12-31,48121
2018-01-01,48029
2018-01-02,47903
2018-01-03,48334
2018-01-04,48349
2018-01-05,48082
2018-01-06,48127
2018-01-07,48071
2018-01-08,47313
2018-01-09,48102
2018-01-10,48102
2018-01-11,48285
2018-01-12,48285
2018-01-13,49068
2018-01-14,50315
2018-01-15,51366
2018-01-16,52112
2018-01-17,52475
2018-01-18,53013
2018-01-19,53013
2018-01-20,52990
2018-01-21,53044
2018-01-22,52756
2018-01-23,52191
2018-01-24,52996
2018-01-25,52996
2018-01-26,52526
2018-01-27,53003
2018-01-28,52568
2018-01-29,52384
2018-01-30,51247
2018-01-31,51247
2018-02-01,51786
2018-02-02,51786
2018-02-03,51166
2018-02-04,51232
2018-02-05,51505
2018-02-06,52271
2018-02-07,53182
2018-02-08,53182
2018-02-09,53079
2018-02-10,53079
2018-02-11,53105
2018-02-12,52894
2018-02-13,52894
2018-02-14,53310
2018-02-15,53310
2018-02-16,53272
2018-02-17,53669
2018-02-18,54826
2018-02-19,54635
2018-02-20,54635
2018-02-21,55045
2018-02-22,55045
2018-02-23,56754
2018-02-24,56754
2018-02-25,57679
2018-02-26,57679
2018-02-27,59376
2018-02-28,59376
2018-03-01,60244
2018-03-02,59209
2018-03-03,58217
2018-03-04,58217
2018-03-05,56762
2018-03-06,58354
2018-03-07,59375
2018-03-08,59375
2018-03-09,59847
2018-03-10,59847
2018-03-11,58491
2018-03-12,57265
2018-03-13,57265
2018-03-14,57172
2018-03-15,57172
2018-03-16,56865
2018-03-17,56209
2018-03-18,56209
2018-03-20,57958
2018-03-21,57958
2018-03-22,57259
2018-03-23,57259
2018-03-24,57556
2018-03-25,58002
2018-03-26,58002
2018-03-27,57233
2018-03-28,57233
2018-03-29,58558
2018-03-30,60680
2018-03-31,62145
2018-04-01,62145
2018-04-02,62315
2018-04-03,62586
2018-04-04,62527
2018-04-05,62527
2018-04-06,62331
2018-04-07,62331
2018-04-08,62187
2018-04-09,63625
2018-04-10,64743
2018-04-11,65509
2018-04-12,64948
2018-04-13,64948
2018-04-14,64509
2018-04-15,63457
2018-04-16,63457
2018-04-17,64183
2018-04-18,64183
2018-04-19,65825
2018-04-20,65698
2018-04-21,64336
2018-04-22,64336
2018-04-23,63988
2018-04-24,63988
2018-04-25,64803
2018-04-26,64803
2018-04-27,66738
2018-04-28,68077
2018-04-29,70343
2018-04-30,69839
2018-05-01,68814
2018-05-02,68814
2018-05-03,67990
2018-05-04,67990
2018-05-05,68757
2018-05-06,68757
2018-05-07,67041
2018-05-08,67041
2018-05-09,65387
2018-05-10,65387
2018-05-11,62678
2018-05-12,62951
2018-05-13,62951
2018-05-14,61042
2018-05-15,61042
2018-05-16,60197
2018-05-17,60197
2018-05-18,58742
2018-05-19,57425
2018-05-20,57425
2018-05-21,55887
2018-05-22,55887
2018-05-23,54516
2018-05-24,54516
2018-05-25,54238
2018-05-26,54894
2018-05-27,54894
2018-05-28,55060
2018-05-29,55303
2018-05-30,55303
2018-05-31,55929
2018-06-01,55790
2018-06-02,55527
2018-06-03,55527
2018-06-04,55728
2018-06-05,55187
2018-06-06,52758
2018-06-07,52758
2018-06-08,50748
2018-06-09,50748
2018-06-10,50449
2018-06-11,50449
2018-06-12,50165
2018-06-13,48813
2018-06-14,49839
2018-06-15,49839
2018-06-16,51252
2018-06-17,53612
2018-06-18,54663
2018-06-19,57009
2018-06-20,57009
2018-06-21,59810
2018-06-22,62091
2018-06-23,62091
2018-06-24,64501
2018-06-25,65855
2018-06-26,67944
2018-06-27,68933
2018-06-28,71361
2018-06-29,74826
2018-06-30,78120
2018-07-01,81576
2018-07-02,81576
2018-07-03,84252
2018-07-04,84252
2018-07-05,86226
2018-07-06,89853
2018-07-07,92703
2018-07-08,93622
2018-07-09,95251
2018-07-10,94657
2018-07-11,93401
2018-07-12,93220
2018-07-13,97002
2018-07-14,97467
2018-07-15,97467
2018-07-16,96815
2018-07-17,101556
2018-07-18,105003
2018-07-19,105003
2018-07-20,102755
2018-07-21,101227
2018-07-22,102090
2018-07-23,97879
2018-07-24,94997
2018-07-25,93697
2018-07-26,91303
2018-07-27,88988
2018-07-28,88988
2018-07-29,85741
2018-07-30,82938
2018-07-31,81402
2018-08-01,81402
2018-08-02,80607
2018-08-03,80607
2018-08-04,80362
2018-08-05,80089
2018-08-06,80089
2018-08-07,79034
2018-08-08,77954
2018-08-09,77954
2018-08-10,76082
2018-08-11,78422
2018-08-12,78726
2018-08-14,80032
2018-08-16,80357
2018-08-17,84250
2018-08-18,86213
2018-08-19,86809
2018-08-20,86913
2018-08-21,86913
2018-08-22,89462
2018-08-23,91274
2018-08-24,93867
2018-08-25,90568
2018-08-26,90568
2018-08-27,88324
2018-08-28,84319
2018-08-29,84319
2018-08-30,81513
2018-08-31,80777
2018-09-01,80228
2018-09-02,80228
2018-09-03,78197
2018-09-04,77429
2018-09-05,75487
2018-09-06,75487
2018-09-07,73794
2018-09-08,72499
2018-09-09,72499
2018-09-10,71680
2018-09-11,71680
2018-09-12,71002
2018-09-13,70598
2018-09-14,70917
2018-09-15,72642
2018-09-16,72642
2018-09-17,72062
2018-09-18,72364
2018-09-19,73550
2018-09-20,73753
2018-09-21,72574
2018-09-22,72325
2018-09-23,73518
2018-09-24,75888
2018-09-25,75888
2018-09-26,76276
2018-09-27,76276
2018-09-28,76681
2018-09-29,76681
2018-09-30,77392
2018-10-01,79412
2018-10-02,79412
2018-10-03,81614
2018-10-04,81614
2018-10-05,83372
2018-10-06,83708
2018-10-07,83708
2018-10-08,86152
2018-10-09,88813
2018-10-10,90559
2018-10-11,92404
2018-10-12,92404
2018-10-13,93425
2018-10-14,95860
2018-10-15,97504
2018-10-16,97175
2018-10-17,95078
2018-10-18,93451
2018-10-19,92755
2018-10-20,92755
2018-10-21,90504
2018-10-22,89230
2018-10-23,89230
2018-10-24,86171
2018-10-25,84376
2018-10-26,81453
2018-10-27,78382
2018-10-28,78159
2018-10-29,78159
2018-10-30,77674
2018-10-31,78049
2018-11-01,74914
2018-11-03,71887
2018-11-04,71819
2018-11-05,72770
2018-11-06,71944
2018-11-07,71944
2018-11-08,71471
2018-11-09,71442
2018-11-10,73054
2018-11-11,75741
2018-11-12,79144
2018-11-13,81941
2018-11-14,85075
2018-11-15,85771
2018-11-16,85950
2018-11-17,88857
2018-11-18,89604
2018-11-19,89545
2018-11-20,88589
2018-11-21,86904
2018-11-22,83212
2018-11-23,80938
2018-11-24,79953
2018-11-25,79162
2018-11-26,76404
2018-11-27,76042
2018-11-28,75566
2018-11-29,74726
2018-12-01,73079
2018-12-02,71175
2018-12-03,71175
2018-12-04,69683
2018-12-05,70269
2018-12-07,68013
2018-12-09,67285
2018-12-10,67042
2018-12-11,67229
2018-12-12,66983
2018-12-13,70087
2018-12-14,68421
2018-12-15,67634
2018-12-16,67625
2018-12-17,67449
2018-12-18,68018
2018-12-19,69742
2018-12-20,70683
2018-12-21,71677
2018-12-22,73267
2018-12-23,74505
2018-12-24,74667
2018-12-25,73919
2018-12-26,75181
2018-12-27,76455
2018-12-28,78321
2018-12-29,79646
2018-12-30,81337
2018-12-31,81247
2019-01-01,80713
2019-01-02,78761
2019-01-03,80114
2019-01-04,81031
2019-01-05,79466
2019-01-06,77782
2019-01-08,78783
2019-01-10,81611
2019-01-11,82040
2019-01-12,82443
2019-01-13,81278
2019-01-14,81073
2019-01-15,81801
2019-01-16,83109
2019-01-17,82916
2019-01-18,82505
2019-01-19,81891
2019-01-20,80989
2019-01-21,79765
2019-01-22,79169
2019-01-23,77369
2019-01-24,75680
2019-01-25,75541
2019-01-26,75741
2019-01-27,76588
2019-01-28,76591
2019-01-29,77209
2019-01-30,78461
2019-01-31,80118
2019-02-01,81971
2019-02-02,82608
2019-02-03,84981
2019-02-04,87737
2019-02-05,90020
2019-02-06,92435
2019-02-07,94224
2019-02-08,95118
2019-02-09,95487
2019-02-10,96036
2019-02-11,97202
2019-02-12,99040
2019-02-13,99614
2019-02-14,99614
2019-02-15,101254
2019-02-16,102091
2019-02-17,103246
2019-02-18,103410
2019-02-19,102266
2019-02-20,101951
2019-02-21,103016
2019-02-22,103020
2019-02-23,100688
2019-02-24,99880
2019-02-25,98963
2019-02-26,98082
2019-02-27,98435
2019-02-28,96851
2019-03-01,95726
2019-03-02,92004
2019-03-03,91750
2019-03-04,93922
2019-03-05,92975
2019-03-06,92169
2019-03-07,92448
2019-03-08,92448
2019-03-09,93747
2019-03-10,94233
2019-03-11,95155
2019-03-12,93485
2019-03-13,93485
2019-03-14,92116
2019-03-15,92478
2019-03-16,91796
2019-03-17,90468
2019-03-18,90468
2019-03-19,89982
2019-03-20,89399
