date_obj,Black%20dragonhide price
2019-03-22,3105
2019-03-23,3071
2019-03-24,3080
2019-03-25,3149
2019-03-26,3100
2019-03-27,3020
2019-03-28,3042
2019-03-29,3063
2019-03-30,3126
2019-03-31,3114
2019-04-01,3154
2019-04-02,3165
2019-04-03,3085
2019-04-04,3054
2019-04-05,3011
2019-04-06,3033
2019-04-07,3059
2019-04-08,3069
2019-04-09,3063
2019-04-10,3085
2019-04-11,3088
2019-04-12,3094
2019-04-13,3057
2019-04-14,3061
2019-04-15,3046
2019-04-16,3024
2019-04-17,3004
2019-04-18,3019
2019-04-19,3040
2019-04-20,3035
2019-04-21,3031
2019-04-22,3006
2019-04-23,3027
2019-04-24,3049
2019-04-25,3045
2019-04-26,3056
2019-04-27,3053
2019-04-28,3094
2019-04-29,3075
2019-04-30,3050
2019-05-01,3026
2019-05-02,3010
2019-05-03,2994
2019-05-04,3016
2019-05-05,3006
2019-05-06,3013
2019-05-07,2986
2019-05-08,2980
2019-05-09,3029
2019-05-10,3014
2019-05-11,2995
2019-05-12,3016
2019-05-13,3026
2019-05-14,3008
2019-05-15,2999
2019-05-16,2993
2019-05-17,2964
2019-05-18,2992
2019-05-19,3029
2019-05-20,3048
2019-05-21,3068
2019-05-22,3068
2019-05-23,3028
2019-05-24,3012
2019-05-25,3029
2019-05-26,3056
2019-05-27,3026
2019-05-28,3031
2019-05-29,3021
2019-05-30,3010
2019-05-31,3027
2019-06-01,2997
2019-06-02,3008
2019-06-03,3053
2019-06-04,3031
2019-06-05,3027
2019-06-06,3086
2019-06-07,3122
2019-06-08,3118
2019-06-09,3104
2019-06-10,3172
2019-06-11,3160
2019-06-12,3125
2019-06-13,3073
2019-06-14,3041
2019-06-15,3020
2019-06-16,3015
2019-06-17,2995
2019-06-18,2970
2019-06-19,2970
2019-06-20,3000
2019-06-21,2948
2019-06-22,2940
2019-06-23,2920
2019-06-24,2901
2019-06-25,2855
2019-06-26,2843
2019-06-27,2852
2019-06-28,2861
2019-06-29,2825
2019-06-30,2811
2019-07-01,2853
2019-07-02,2870
2019-07-03,2910
2019-07-04,2955
2019-07-05,2917
2019-07-06,2950
2019-07-07,2965
2019-07-08,2947
2019-07-09,2904
2019-07-10,2873
2019-07-11,2889
2019-07-12,2864
2019-07-13,2903
2019-07-14,2896
2019-07-15,2981
2019-07-16,2965
2019-07-17,2948
2019-07-18,2968
2019-07-19,2956
2019-07-20,2999
2019-07-21,3001
2019-07-22,2960
2019-07-23,2936
2019-07-24,2916
2019-07-25,2887
2019-07-26,2874
2019-07-27,2862
2019-07-28,2870
2019-07-29,2854
2019-07-30,2855
2019-07-31,2884
2019-08-01,2928
2019-08-02,2905
2019-08-03,2936
2019-08-04,2987
2019-08-05,2944
2019-08-06,2935
2019-08-07,2933
2019-08-08,2979
2019-08-09,3074
2019-08-10,3158
2019-08-11,3216
2019-08-12,3172
2019-08-13,3146
2019-08-14,3088
2019-08-15,3091
2019-08-16,3062
2019-08-17,3031
2019-08-18,2997
2019-08-19,3003
2019-08-20,2977
2019-08-21,2972
2019-08-22,2983
2019-08-23,2970
2019-08-24,3005
2019-08-24,3005
2019-08-25,3074
2019-08-25,3074
2019-08-26,3125
2019-08-27,3144
2019-08-27,3144
2019-08-28,3081
2019-08-29,3037
2019-08-30,2986
2019-08-31,2987
2019-09-01,2953
2019-09-02,2945
2019-09-03,2971
2019-09-04,2958
2019-09-05,2957
2019-09-06,2927
2019-09-07,2885
2019-09-08,2894
2019-09-09,2916
2019-09-10,2935
2019-09-11,2937
2019-09-12,2941
2019-09-13,2963
2019-09-14,2976
2019-09-15,3040
2019-09-16,3069
2019-09-17,3084
2019-09-18,3082
2019-09-19,3071
2019-09-20,3078
2019-09-21,3083
2019-09-22,3081
2019-09-23,3016
2019-09-24,2988
2019-09-25,2988
2019-09-26,2997
2019-09-27,3018
2019-09-28,3062
2019-09-29,3096
2019-09-30,3144
2019-10-01,3107
2019-10-02,3047
2019-10-03,3038
2019-10-04,3024
2019-10-05,2999
2019-10-06,2991
2019-10-07,3008
2019-10-08,2986
2019-10-09,2941
2019-10-10,2904
2019-10-11,2879
2019-10-12,2894
2019-10-13,2908
2019-10-14,2926
2019-10-15,2919
2019-10-16,2907
2019-10-17,2904
2019-10-18,2909
2019-10-19,2918
2019-10-20,2921
2019-10-21,2920
2019-10-22,2941
2019-10-23,2966
2019-10-24,2976
2019-10-25,2970
2019-10-26,2974
2019-10-27,2995
2019-10-28,2975
2019-10-29,2949
2019-10-30,2932
2019-10-31,2931
2019-11-01,2939
2019-11-02,2938
2019-11-03,2942
2019-11-04,2934
2019-11-05,2920
2019-11-06,2928
2019-11-07,2953
2019-11-08,2992
2019-11-09,2963
2019-11-10,2954
2019-11-11,3004
2019-11-12,3064
2019-11-13,3076
2019-11-14,3066
2019-11-15,3065
2019-11-16,3082
2019-11-17,3115
2019-11-18,3162
2019-11-19,3244
2019-11-20,3313
2019-11-21,3348
2019-11-22,3349
2019-11-23,3311
2019-11-24,3288
2019-11-25,3251
2019-11-26,3234
2019-11-27,3241
2019-11-28,3215
2019-11-29,3160
2019-11-30,3074
2019-12-01,3085
2019-12-02,3096
2019-12-03,3135
2019-12-04,3151
2019-12-05,3134
2019-12-06,3129
2019-12-07,3139
2019-12-08,3152
2019-12-09,3156
2019-12-10,3155
2019-12-11,3140
2019-12-12,3085
2019-12-13,3023
2019-12-14,2992
2019-12-15,2989
2019-12-16,2983
2019-12-17,2983
2019-12-18,2962
2019-12-19,2956
2019-12-20,2942
2019-12-21,2917
2019-12-22,2900
2019-12-23,2906
2019-12-24,2930
2019-12-25,2972
2019-12-26,2992
2019-12-27,3013
2019-12-28,3026
2019-12-29,3049
2019-12-30,3046
2019-12-31,3071
2020-01-01,3151
2020-01-02,3132
2020-01-03,3133
2020-01-04,3122
2020-01-05,3131
2020-01-06,3115
2020-01-07,3100
2020-01-08,3070
2020-01-09,3050
2020-01-10,3061
2020-01-11,3132
2020-01-12,3153
2020-01-13,3108
2020-01-14,3072
2020-01-15,3055
2020-01-16,3083
2020-01-17,3101
2020-01-18,3087
2020-01-19,3089
2020-01-20,3113
2020-01-21,3132
2020-01-22,3150
2020-01-23,3106
2020-01-24,3042
2020-01-25,3001
2020-01-26,2957
2020-01-27,2938
2020-01-28,2932
2020-01-29,2933
2020-01-30,2929
2020-01-31,2925
2020-02-01,2940
2020-02-02,2948
2020-02-03,2943
2020-02-04,2947
2020-02-05,2948
2020-02-06,2906
2020-02-07,2836
2020-02-08,2773
2020-02-09,2788
2020-02-10,2819
2020-02-11,2831
2020-02-12,2841
2020-02-13,2841
2020-02-14,2847
2020-02-15,2847
2020-02-16,2856
2020-02-17,2874
2020-02-18,2886
2020-02-19,2894
2020-02-20,2878
2020-02-21,2864
2020-02-22,2835
2020-02-23,2832
2020-02-24,2842
2020-02-25,2856
2020-02-26,2879
2020-02-27,2890
2020-02-28,2908
2020-02-29,2900
2020-03-01,2906
2020-03-02,2911
2020-03-03,2918
2020-03-04,2921
2020-03-05,2919
2020-03-06,2900
2020-03-07,2910
2020-03-08,2917
2020-03-09,2914
2020-03-10,2926
2020-03-11,2935
2020-03-12,2940
2020-03-13,2941
2020-03-14,2945
2020-03-15,2945
2020-03-16,2950
2020-03-17,2953
2020-03-18,2957
2020-03-19,2973
2020-03-20,3000
2020-03-21,3016
2020-03-22,3042
2020-03-23,3051
2020-03-24,3067
2020-03-25,3053
2020-03-26,3061
2020-03-27,3077
2020-03-28,3084
2020-03-29,3067
2020-03-30,3086
2020-03-31,3103
2020-04-01,3118
2020-04-02,3131
2020-04-03,3131
2020-04-04,3157
2020-04-05,3177
2020-04-06,3177
2020-04-07,3199
2020-04-08,3238
2020-04-09,3278
2020-04-10,3289
2020-04-11,3298
2020-04-12,3326
2020-04-13,3308
2020-04-14,3283
2020-04-15,3228
2020-04-16,3183
2020-04-17,3107
2020-04-18,3015
2020-04-19,3042
2020-04-20,3099
2020-04-21,3139
2020-04-22,3145
2020-04-23,3131
2020-04-24,3059
2020-04-25,3066
2020-04-26,3088
2020-04-27,3093
2020-04-28,3082
2020-04-29,3082
2020-04-30,3112
2020-05-01,3145
2020-05-02,3132
2020-05-03,3093
2020-05-04,3058
2020-05-05,3063
2020-05-06,3071
2020-05-07,3080
2020-05-08,3079
2020-05-09,3058
2020-05-10,3020
2020-05-11,3014
2020-05-12,3015
2020-05-13,3024
