date_obj,Battlestaff price
2019-03-24,8498
2019-03-25,8517
2019-03-26,8458
2019-03-27,8369
2019-03-28,8290
2019-03-29,8248
2019-03-30,8237
2019-03-31,8218
2019-04-01,8186
2019-04-02,8178
2019-04-03,8180
2019-04-04,8182
2019-04-05,8167
2019-04-06,8192
2019-04-07,8230
2019-04-08,8260
2019-04-09,8282
2019-04-10,8248
2019-04-11,8216
2019-04-12,8176
2019-04-13,8172
2019-04-14,8184
2019-04-15,8176
2019-04-16,8165
2019-04-17,8192
2019-04-18,8213
2019-04-19,8262
2019-04-20,8264
2019-04-21,8378
2019-04-22,8397
2019-04-23,8408
2019-04-24,8377
2019-04-25,8359
2019-04-26,8349
2019-04-27,8349
2019-04-28,8411
2019-04-29,8431
2019-04-30,8440
2019-05-01,8480
2019-05-02,8447
2019-05-03,8399
2019-05-04,8347
2019-05-05,8330
2019-05-06,8307
2019-05-07,8270
2019-05-08,8235
2019-05-09,8207
2019-05-10,8184
2019-05-11,8189
2019-05-12,8227
2019-05-13,8291
2019-05-14,8266
2019-05-15,8254
2019-05-16,8262
2019-05-17,8274
2019-05-18,8272
2019-05-19,8318
2019-05-20,8361
2019-05-21,8352
2019-05-22,8316
2019-05-23,8278
2019-05-24,8230
2019-05-25,8202
2019-05-26,8230
2019-05-27,8264
2019-05-28,8293
2019-05-29,8325
2019-05-30,8340
2019-05-31,8375
2019-06-01,8375
2019-06-02,8400
2019-06-03,8375
2019-06-04,8357
2019-06-05,8392
2019-06-06,8379
2019-06-07,8373
2019-06-08,8376
2019-06-09,8405
2019-06-10,8449
2019-06-11,8461
2019-06-12,8460
2019-06-13,8434
2019-06-14,8382
2019-06-15,8369
2019-06-16,8347
2019-06-17,8341
2019-06-18,8319
2019-06-19,8280
2019-06-20,8243
2019-06-21,8225
2019-06-22,8217
2019-06-23,8208
2019-06-24,8195
2019-06-25,8202
2019-06-26,8219
2019-06-27,8238
2019-06-28,8254
2019-06-29,8280
2019-06-30,8312
2019-07-01,8341
2019-07-02,8369
2019-07-03,8362
2019-07-04,8324
2019-07-05,8280
2019-07-06,8247
2019-07-07,8262
2019-07-08,8280
2019-07-09,8296
2019-07-10,8277
2019-07-11,8278
2019-07-12,8269
2019-07-13,8280
2019-07-14,8286
2019-07-15,8325
2019-07-16,8326
2019-07-17,8302
2019-07-18,8285
2019-07-19,8276
2019-07-20,8287
2019-07-21,8309
2019-07-22,8365
2019-07-23,8380
2019-07-24,8369
2019-07-25,8321
2019-07-26,8294
2019-07-27,8301
2019-07-28,8366
2019-07-29,8456
2019-07-30,8423
2019-07-31,8407
2019-08-01,8377
2019-08-02,8360
2019-08-03,8363
2019-08-04,8377
2019-08-05,8357
2019-08-06,8341
2019-08-07,8316
2019-08-08,8265
2019-08-09,8245
2019-08-10,8233
2019-08-11,8246
2019-08-12,8237
2019-08-13,8240
2019-08-14,8226
2019-08-15,8213
2019-08-16,8187
2019-08-17,8192
2019-08-18,8210
2019-08-19,8221
2019-08-20,8235
2019-08-21,8221
2019-08-22,8210
2019-08-23,8201
2019-08-23,8201
2019-08-24,8184
2019-08-24,8184
2019-08-25,8199
2019-08-25,8199
2019-08-26,8194
2019-08-27,8195
2019-08-27,8195
2019-08-28,8194
2019-08-29,8186
2019-08-30,8183
2019-08-31,8188
2019-09-01,8211
2019-09-02,8225
2019-09-03,8233
2019-09-04,8242
2019-09-05,8234
2019-09-06,8222
2019-09-07,8217
2019-09-08,8231
2019-09-09,8230
2019-09-10,8239
2019-09-11,8236
2019-09-12,8236
2019-09-13,8223
2019-09-14,8215
2019-09-15,8214
2019-09-16,8224
2019-09-17,8239
2019-09-18,8271
2019-09-19,8258
2019-09-20,8247
2019-09-21,8255
2019-09-22,8275
2019-09-23,8268
2019-09-24,8301
2019-09-25,8299
2019-09-26,8272
2019-09-27,8245
2019-09-28,8229
2019-09-29,8212
2019-09-30,8188
2019-10-01,8148
2019-10-02,8135
2019-10-03,8121
2019-10-04,8108
2019-10-05,8099
2019-10-06,8096
2019-10-07,8078
2019-10-08,8066
2019-10-09,8062
2019-10-10,8040
2019-10-11,8012
2019-10-12,8007
2019-10-13,8023
2019-10-14,8030
2019-10-15,8035
2019-10-16,8032
2019-10-17,8026
2019-10-18,8004
2019-10-19,8016
2019-10-20,8032
2019-10-21,8039
2019-10-22,8033
2019-10-23,8030
2019-10-24,8022
2019-10-25,8015
2019-10-26,8039
2019-10-27,8097
2019-10-28,8088
2019-10-29,8073
2019-10-30,8066
2019-10-31,8054
2019-11-01,8020
2019-11-02,7999
2019-11-03,7983
2019-11-04,7970
2019-11-05,7961
2019-11-06,7947
2019-11-07,7921
2019-11-08,7860
2019-11-09,7835
2019-11-10,7820
2019-11-11,7793
2019-11-12,7771
2019-11-13,7765
2019-11-14,7757
2019-11-15,7758
2019-11-16,7766
2019-11-17,7784
2019-11-18,7808
2019-11-19,7859
2019-11-20,7925
2019-11-21,7948
2019-11-22,7955
2019-11-23,7963
2019-11-24,7978
2019-11-25,7987
2019-11-26,7996
2019-11-27,8008
2019-11-28,8022
2019-11-29,8029
2019-11-30,8030
2019-12-01,8049
2019-12-02,8031
2019-12-03,7996
2019-12-04,7952
2019-12-05,7937
2019-12-06,7933
2019-12-07,7955
2019-12-08,7965
2019-12-09,7978
2019-12-10,7997
2019-12-11,8004
2019-12-12,8010
2019-12-13,8007
2019-12-14,8010
2019-12-15,8048
2019-12-16,8093
2019-12-17,8079
2019-12-18,8114
2019-12-19,8132
2019-12-20,8188
2019-12-21,8196
2019-12-22,8219
2019-12-23,8235
2019-12-24,8244
2019-12-25,8225
2019-12-26,8222
2019-12-27,8235
2019-12-28,8252
2019-12-29,8305
2019-12-30,8311
2019-12-31,8281
2020-01-01,8266
2020-01-02,8258
2020-01-03,8235
2020-01-04,8215
2020-01-05,8202
2020-01-06,8191
2020-01-07,8180
2020-01-08,8138
2020-01-09,8140
2020-01-10,8113
2020-01-11,8087
2020-01-12,8068
2020-01-13,8046
2020-01-14,8027
2020-01-15,8002
2020-01-16,7972
2020-01-17,7921
2020-01-18,7939
2020-01-19,7953
2020-01-20,7967
2020-01-21,7973
2020-01-22,7957
2020-01-23,7938
2020-01-24,7913
2020-01-25,7883
2020-01-26,7895
2020-01-27,7912
2020-01-28,7915
2020-01-29,7897
2020-01-30,7883
2020-01-31,7886
2020-02-01,7886
2020-02-02,7892
2020-02-03,7871
2020-02-04,7856
2020-02-05,7850
2020-02-06,7789
2020-02-07,7809
2020-02-08,7827
2020-02-09,7837
2020-02-10,7869
2020-02-11,7885
2020-02-12,7899
2020-02-13,7875
2020-02-14,7857
2020-02-15,7855
2020-02-16,7861
2020-02-17,7886
2020-02-18,7894
2020-02-19,7908
2020-02-20,7905
2020-02-21,7887
2020-02-22,7872
2020-02-23,7896
2020-02-24,7893
2020-02-25,7896
2020-02-26,7896
2020-02-27,7907
2020-02-28,7908
2020-02-29,7919
2020-03-01,7938
2020-03-02,7956
2020-03-03,7970
2020-03-04,8013
2020-03-05,8018
2020-03-06,7995
2020-03-07,7970
2020-03-08,7964
2020-03-09,7958
2020-03-10,7961
2020-03-11,7978
2020-03-12,7976
2020-03-13,7954
2020-03-14,7949
2020-03-15,7950
2020-03-16,7964
2020-03-17,7995
2020-03-18,8018
2020-03-19,8100
2020-03-20,8117
2020-03-21,8143
2020-03-22,8160
2020-03-23,8183
2020-03-24,8175
2020-03-25,8156
2020-03-26,8143
2020-03-27,8149
2020-03-28,8154
2020-03-29,8183
2020-03-30,8240
2020-03-31,8265
2020-04-01,8272
2020-04-02,8264
2020-04-03,8255
2020-04-04,8231
2020-04-05,8227
2020-04-06,8268
2020-04-07,8324
2020-04-08,8312
2020-04-09,8285
2020-04-10,8271
2020-04-11,8240
2020-04-12,8244
2020-04-13,8293
2020-04-14,8285
2020-04-15,8265
2020-04-16,8272
2020-04-17,8266
2020-04-18,8255
2020-04-19,8242
2020-04-20,8269
2020-04-21,8328
2020-04-22,8357
2020-04-23,8330
2020-04-24,8295
2020-04-25,8263
2020-04-26,8238
2020-04-27,8254
2020-04-28,8265
2020-04-29,8298
2020-04-30,8264
2020-05-01,8233
2020-05-02,8213
2020-05-03,8210
2020-05-04,8242
2020-05-05,8280
2020-05-06,8273
2020-05-07,8242
2020-05-08,8222
2020-05-09,8200
2020-05-10,8221
2020-05-11,8240
2020-05-12,8306
2020-05-13,8300
