date_obj,Red%20topaz%20machete price
2016-03-14,18934
2016-03-15,18810
2016-03-16,19267
2016-03-17,19267
2016-03-18,20061
2016-03-19,20061
2016-03-20,20798
2016-03-21,20798
2016-03-22,21298
2016-03-23,22184
2016-03-24,22184
2016-03-25,23141
2016-03-26,23419
2016-03-27,23419
2016-03-28,24408
2016-03-29,24408
2016-03-30,24458
2016-03-31,24458
2016-04-01,24641
2016-04-02,24641
2016-04-03,24691
2016-04-04,24691
2016-04-05,24457
2016-04-06,24795
2016-04-07,24795
2016-04-08,24974
2016-04-09,24974
2016-04-10,25022
2016-04-11,25022
2016-04-12,24866
2016-04-13,24866
2016-04-14,24857
2016-04-15,24857
2016-04-16,25010
2016-04-17,25010
2016-04-18,24480
2016-04-19,24480
2016-04-20,24176
2016-04-21,24176
2016-04-22,23986
2016-04-23,23986
2016-04-24,24277
2016-04-25,24277
2016-04-26,24248
2016-04-27,24248
2016-04-28,24721
2016-04-29,24721
2016-04-30,25958
2016-05-01,25958
2016-05-02,27256
2016-05-03,27256
2016-05-04,28619
2016-05-05,29846
2016-05-06,29846
2016-05-07,30532
2016-05-08,30532
2016-05-09,31538
2016-05-10,31538
2016-05-11,32670
2016-05-12,32670
2016-05-13,34304
2016-05-14,34304
2016-05-15,36019
2016-05-16,36019
2016-05-17,35525
2016-05-18,35525
2016-05-19,33868
2016-05-22,31959
2016-05-23,31881
2016-05-24,32027
2016-05-25,32027
2016-05-26,32239
2016-05-27,33003
2016-05-28,33003
2016-05-29,32648
2016-05-30,32648
2016-05-31,31770
2016-06-01,31681
2016-06-02,31681
2016-06-03,30771
2016-06-04,30771
2016-06-05,29543
2016-06-06,28910
2016-06-07,28910
2016-06-08,28582
2016-06-09,28582
2016-06-10,28241
2016-06-11,28241
2016-06-12,27966
2016-06-13,27966
2016-06-14,27123
2016-06-15,27123
2016-06-16,26233
2016-06-17,25932
2016-06-18,25932
2016-06-19,26116
2016-06-20,26116
2016-06-21,26346
2016-06-22,26346
2016-06-23,26993
2016-06-24,26993
2016-06-25,28343
2016-06-26,28343
2016-06-27,29735
2016-06-28,29735
2016-06-29,30831
2016-06-30,30831
2016-07-01,30703
2016-07-02,30703
2016-07-03,30572
2016-07-04,30902
2016-07-05,30902
2016-07-06,31716
2016-07-07,31716
2016-07-08,30865
2016-07-09,30865
2016-07-10,29343
2016-07-11,29343
2016-07-12,28712
2016-07-13,28712
2016-07-14,28857
2016-07-15,28857
2016-07-16,28852
2016-07-17,28852
2016-07-18,29488
2016-07-23,32375
2016-07-24,32375
2016-07-25,33575
2016-07-26,33575
2016-07-27,34621
2016-07-28,34621
2016-07-29,34910
2016-07-30,34910
2016-07-31,35846
2016-08-01,35846
2016-08-02,35305
2016-08-03,35305
2016-08-04,35403
2016-08-05,35403
2016-08-06,36984
2016-08-07,36984
2016-08-08,37378
2016-08-09,37378
2016-08-10,37224
2016-08-11,37224
2016-08-12,37224
2016-08-13,37093
2016-08-14,37093
2016-08-15,37687
2016-08-16,37687
2016-08-17,38523
2016-08-18,38523
2016-08-19,38114
2016-08-20,38114
2016-08-21,36208
2016-08-22,36208
2016-08-23,34397
2016-08-24,34397
2016-08-25,32677
2016-08-26,32677
2016-08-28,31043
2016-08-31,28242
2016-09-01,27518
2016-09-02,27518
2016-09-03,27518
2016-09-04,26913
2016-09-05,26913
2016-09-06,25906
2016-09-07,25906
2016-09-08,25906
2016-09-09,24610
2016-09-10,24610
2016-09-11,24041
2016-09-12,24041
2016-09-13,23515
2016-09-14,23515
2016-09-15,23466
2016-09-16,23466
2016-09-17,23682
2016-09-18,23682
2016-09-19,23892
2016-09-20,23892
2016-09-21,23892
2016-09-22,24147
2016-09-23,24147
2016-09-24,24147
2016-09-25,24371
2016-09-26,24371
2016-09-27,24680
2016-09-28,24680
2016-09-29,24680
2016-09-30,24774
2016-10-01,24774
2016-10-02,24895
2016-10-03,24895
2016-10-04,23663
2016-10-05,23663
2016-10-06,22538
2016-10-07,22538
2016-10-08,21411
2016-10-09,21411
2016-10-10,21411
2016-10-11,20594
2016-10-12,20594
2016-10-13,19755
2016-10-14,19755
2016-10-15,19195
2016-10-16,19195
2016-10-17,19053
2016-10-18,19053
2016-10-19,18954
2016-10-20,18954
2016-10-21,18454
2016-10-22,18454
2016-10-23,18410
2016-10-24,18410
2016-10-25,18229
2016-10-26,18229
2016-10-27,18200
2016-10-28,18200
2016-10-29,18040
2016-10-30,18040
2016-10-31,17658
2016-11-01,17658
2016-11-02,17783
2016-11-03,17783
2016-11-04,17862
2016-11-05,17862
2016-11-06,17970
2016-11-07,17970
2016-11-08,18211
2016-11-09,18211
2016-11-10,18592
2016-11-11,18592
2016-11-12,19522
2016-11-13,19522
2016-11-14,20481
2016-12-08,18449
2016-12-09,18688
2016-12-10,18688
2016-12-11,19431
2016-12-12,19431
2016-12-13,19766
2016-12-14,19766
2016-12-15,19279
2016-12-16,19279
2016-12-17,19149
2016-12-18,19149
2016-12-19,19149
2016-12-20,19846
2016-12-21,19846
2016-12-22,20551
2016-12-23,20551
2016-12-24,21152
2016-12-25,21152
2016-12-26,21342
2016-12-27,21342
2016-12-28,21626
2016-12-29,21626
2016-12-30,21879
2016-12-31,21879
2017-01-01,21850
2017-01-02,22031
2017-01-03,22031
2017-01-04,21727
2017-01-05,21727
2017-01-06,21727
2017-01-07,21821
2017-01-08,21821
2017-01-09,21740
2017-01-10,21740
2017-01-11,21794
2017-01-12,21549
2017-01-13,21549
2017-01-14,21625
2017-01-15,22160
2017-01-16,22160
2017-01-17,22510
2017-01-18,22510
2017-01-19,22641
2017-01-20,22641
2017-01-21,22272
2017-01-22,22272
2017-01-27,24222
2017-01-28,24703
2017-01-29,24703
2017-01-30,24770
2017-01-31,24770
2017-02-01,23856
2017-02-02,23856
2017-02-03,22663
2017-02-04,21547
2017-02-05,21547
2017-02-06,21482
2017-02-07,21482
2017-02-08,20631
2017-02-09,20631
2017-02-10,19599
2017-02-11,18625
2017-02-12,18625
2017-02-13,17693
2017-02-14,17693
2017-02-15,16955
2017-02-16,16942
2017-02-18,16539
2017-02-19,16850
2017-02-20,16850
2017-02-21,16985
2017-02-22,16985
2017-02-23,17216
2017-02-24,17216
2017-02-25,17787
2017-02-26,17787
2017-02-27,18677
2017-02-28,19104
2017-03-01,19104
2017-03-02,18380
2017-03-03,18380
2017-03-04,17767
2017-03-05,17767
2017-03-06,16977
2017-03-07,16977
2017-03-08,17007
2017-03-09,17007
2017-03-10,16652
2017-03-11,16652
2017-03-12,16163
2017-03-13,16055
2017-03-14,16055
2017-03-15,15482
2017-03-16,15482
2017-03-17,14931
2017-03-18,14931
2017-03-19,14415
2017-03-20,14415
2017-03-21,14084
2017-03-22,14084
2017-03-23,14053
2017-03-24,14053
2017-03-25,14272
2017-03-26,14272
2017-03-27,14401
2017-03-28,14401
2017-03-29,14690
2017-03-30,14690
2017-03-31,14530
2017-04-01,14530
2017-04-02,15113
2017-04-03,15594
2017-04-04,15594
2017-04-12,15696
2017-04-13,15772
2017-04-14,15772
2017-04-15,16378
2017-04-16,17040
2017-04-17,17040
2017-04-18,17238
2017-04-19,17238
2017-04-20,17140
2017-04-21,17140
2017-04-22,17098
2017-04-23,17098
2017-04-24,16613
2017-04-25,16149
2017-04-26,16149
2017-04-27,16305
2017-04-28,16305
2017-04-29,16486
2017-04-30,16486
2017-05-01,16687
2017-05-02,16687
2017-05-03,16060
2017-05-04,16060
2017-05-05,15928
2017-05-06,15928
2017-05-07,16136
2017-05-08,16136
2017-05-09,16167
2017-05-10,16167
2017-05-11,16366
2017-05-12,16366
2017-05-13,16480
2017-05-14,16480
2017-05-15,16480
2017-05-16,16704
2017-05-17,16704
2017-05-18,16944
2017-05-19,16944
2017-05-20,16687
2017-05-21,16687
2017-05-22,16647
2017-05-23,16647
2017-05-24,17231
2017-05-25,17231
2017-05-26,17595
2017-05-27,17595
2017-05-28,17727
2017-05-29,17727
2017-05-30,17630
2017-05-31,17630
2017-06-01,17665
2017-06-02,17665
2017-06-03,17946
2017-06-06,18208
2017-06-07,18384
2017-06-08,18384
2017-06-09,18346
2017-06-10,17705
2017-06-11,16836
2017-06-12,16836
2017-06-13,16087
2017-06-14,16087
2017-06-15,15393
2017-06-16,15393
2017-06-17,15108
2017-06-18,15108
2017-06-19,14497
2017-06-20,14457
2017-06-21,14457
2017-06-22,14522
2017-06-23,14522
2017-06-24,15234
2017-06-25,15234
2017-06-26,15953
2017-06-27,15953
2017-06-28,16168
2017-06-29,16168
2017-06-30,15590
2017-07-01,15590
2017-07-02,15590
2017-07-03,15322
2017-07-04,15322
2017-07-05,15322
2017-07-06,14953
2017-07-07,14953
2017-07-08,14953
2017-07-13,14854
2017-07-14,15067
2017-07-15,15067
2017-07-16,15751
2017-07-17,15751
2017-07-18,16288
2017-07-19,16288
2017-07-20,16470
2017-07-21,16470
2017-07-22,16956
2017-07-23,16956
2017-07-24,17715
2017-07-25,17715
2017-07-26,18165
2017-07-27,18165
2017-07-28,17769
2017-07-29,17769
2017-07-30,17301
2017-07-31,17301
2017-08-01,17301
2017-08-02,16888
2017-08-03,16888
2017-08-04,16259
2017-08-05,16345
2017-08-06,16345
2017-08-09,15879
2017-08-10,15879
2017-08-11,15430
2017-08-12,15430
2017-08-13,15290
2017-08-14,15290
2017-08-15,15596
2017-08-17,16211
2017-08-18,16211
2017-08-19,16211
2017-08-20,16818
2017-08-22,17608
2017-08-23,17608
2017-08-24,18247
2017-08-25,18247
2017-08-26,18261
2017-08-27,18261
2017-08-28,18537
2017-08-29,18537
2017-08-30,19051
2017-08-31,19051
2017-09-01,19999
2017-09-02,20606
2017-09-03,20606
2017-09-04,20832
2017-09-05,20832
2017-09-06,20940
2017-09-07,20940
2017-09-08,21572
2017-09-09,21572
2017-09-10,21799
2017-09-11,22889
2017-09-12,24032
2017-09-13,25087
2017-09-14,25198
2017-09-15,25198
2017-09-16,24888
2017-09-17,25076
2017-09-19,24910
2017-09-20,24496
2017-09-21,24496
2017-09-22,24538
2017-09-23,24538
2017-09-24,24233
2017-09-25,24233
2017-09-26,23188
2017-09-27,23188
2017-09-28,22442
2017-09-29,22442
2017-09-30,21760
2017-10-01,21760
2017-10-02,20847
2017-10-03,20847
2017-10-04,20847
2017-10-05,19857
2017-10-06,19857
2017-10-07,18988
2017-10-08,18988
2017-10-09,18584
2017-10-10,18584
2017-10-11,17770
2017-10-12,17770
2017-10-13,17037
2017-10-14,17037
2017-10-15,16672
2017-10-16,16672
2017-10-17,16587
2017-10-18,16587
2017-10-19,16846
2017-10-20,16846
2017-10-21,17361
2017-10-22,17834
2017-10-23,17834
2017-10-24,18258
2017-10-25,18970
2017-10-26,18970
2017-10-27,19483
2017-10-28,19483
2017-10-29,19932
2017-10-30,19932
2017-10-31,20681
2017-11-01,20681
2017-11-02,20679
2017-11-03,20679
2017-11-04,20695
2017-11-05,20695
2017-11-06,21284
2017-11-07,21284
2017-11-08,21965
2017-11-09,21965
2017-11-10,21568
2017-11-11,21568
2017-11-12,21642
2017-11-13,21642
2017-11-14,22378
2017-11-15,22378
2017-11-16,23206
2017-11-17,23206
2017-11-18,23631
2017-11-19,23631
2017-11-20,23333
2017-11-21,22186
2017-11-22,22186
2017-11-23,21076
2017-11-24,21076
2017-11-25,20107
2017-11-26,20107
2017-11-27,19101
2017-11-28,19101
2017-11-29,18147
2017-11-30,18147
2017-12-01,17777
2017-12-02,17777
2017-12-03,17509
2017-12-04,17509
2017-12-05,17105
2017-12-06,17105
2017-12-07,16867
2017-12-08,16867
2017-12-09,16869
2017-12-10,16934
2017-12-11,16934
2017-12-12,17015
2017-12-14,17386
2017-12-15,17386
2017-12-16,17908
2017-12-17,17908
2017-12-18,17920
2017-12-19,17920
2017-12-20,17900
2017-12-21,17900
2017-12-22,17212
2017-12-23,17212
2017-12-24,16398
2017-12-25,16398
2017-12-26,15863
2017-12-27,15863
2017-12-28,15541
2017-12-29,15541
2017-12-30,15615
2017-12-31,15615
2018-01-01,15520
2018-01-02,15520
2018-01-03,15906
2018-01-04,16301
2018-01-05,16637
2018-01-06,17346
2018-01-07,17346
2018-01-08,17921
2018-01-09,18339
2018-01-10,18339
2018-01-11,18897
2018-01-12,18897
2018-01-13,19048
2018-01-14,19048
2018-01-15,18985
2018-01-16,18985
2018-01-17,18222
2018-01-18,18222
2018-01-19,17448
2018-01-20,16773
2018-01-21,16773
2018-01-22,16465
2018-01-23,16465
2018-01-24,15641
2018-01-25,14866
2018-01-26,14516
2018-01-27,14117
2018-01-28,13415
2018-01-29,12956
2018-01-31,12791
2018-02-01,12735
2018-02-02,12916
2018-02-03,12828
2018-02-04,12822
2018-02-05,12822
2018-02-06,13139
2018-02-07,13796
2018-02-08,13796
2018-02-09,14309
2018-02-10,14309
2018-02-11,14922
2018-02-12,15406
2018-02-13,15761
2018-02-14,16397
2018-02-15,16400
2018-02-16,17179
2018-02-17,17079
2018-02-18,17232
2018-02-19,17634
2018-02-20,16805
2018-02-21,16282
2018-02-22,15644
2018-02-23,15610
2018-02-24,15861
2018-02-25,15923
2018-02-26,15836
2018-02-27,15583
2018-02-28,15583
2018-03-01,15590
2018-03-02,16183
2018-03-03,16993
2018-03-04,16993
2018-03-05,17790
2018-03-06,18290
2018-03-07,18833
2018-03-08,19054
2018-03-09,18189
2018-03-10,17302
2018-03-11,16436
2018-03-12,16467
2018-03-13,16742
2018-03-14,16620
2018-03-15,16951
2018-03-16,16967
2018-03-17,17018
2018-03-18,16663
2018-03-19,16663
2018-03-20,16819
2018-03-21,16819
2018-03-23,17349
2018-03-24,17163
2018-03-26,16636
2018-03-27,17110
2018-03-29,16874
2018-03-30,17086
2018-03-31,17060
2018-04-01,17662
2018-04-02,18257
2018-04-03,18832
2018-04-04,18892
2018-04-05,18892
2018-04-06,18770
2018-04-08,18136
2018-04-09,17562
2018-04-10,17117
2018-04-11,17282
2018-04-12,17044
2018-04-13,17044
2018-04-14,17036
2018-04-15,17225
2018-04-16,17225
2018-04-17,17526
2018-04-18,17526
2018-04-19,17239
2018-04-20,17021
2018-04-21,17032
2018-04-22,17032
2018-04-23,16736
2018-04-24,16619
2018-04-25,16430
2018-04-26,16430
2018-04-27,16148
2018-04-28,16210
2018-04-29,15653
2018-04-30,14900
2018-05-01,14257
2018-05-02,14257
2018-05-03,13856
2018-05-04,13856
2018-05-05,14427
2018-05-06,14427
2018-05-07,15149
2018-05-08,15618
2018-05-09,15684
2018-05-10,15333
2018-05-11,15333
2018-05-12,15139
2018-05-13,15139
2018-05-14,15439
2018-05-15,15619
2018-05-16,15463
2018-05-17,15665
2018-05-18,15568
2018-05-19,15326
2018-05-20,15722
2018-05-21,15881
2018-05-22,15881
2018-05-23,15732
2018-05-24,15572
2018-05-25,15572
2018-05-26,15560
2018-05-27,15560
2018-05-28,15338
2018-05-29,14605
2018-05-30,13934
2018-05-31,13237
2018-06-01,12713
2018-06-02,13039
2018-06-03,13302
2018-06-04,13544
2018-06-05,13799
2018-06-06,14112
2018-06-07,14112
2018-06-08,14252
2018-06-09,14252
2018-06-10,14337
2018-06-11,13865
2018-06-12,13662
2018-06-13,13817
2018-06-14,13726
2018-06-15,13726
2018-06-16,13756
2018-06-17,13922
2018-06-18,14187
2018-06-19,14188
2018-06-20,14188
2018-06-21,14073
2018-06-22,14107
2018-06-23,14107
2018-06-24,14102
2018-06-25,14238
2018-06-26,14238
2018-06-27,14585
2018-06-28,14889
2018-06-29,14875
2018-06-30,15000
2018-07-01,14491
2018-07-02,14491
2018-07-03,14125
2018-07-04,14083
2018-07-05,14083
2018-07-06,14377
2018-07-07,14049
2018-07-08,13647
2018-07-09,14095
2018-07-10,14488
2018-07-11,15149
2018-07-12,15608
2018-07-13,15945
2018-07-14,15797
2018-07-15,15797
2018-07-16,15963
2018-07-17,16660
2018-07-18,17366
2018-07-19,17366
2018-07-20,18178
2018-07-21,18039
2018-07-22,17157
2018-07-23,16299
2018-07-24,15484
2018-07-25,15013
2018-07-26,14743
2018-07-27,14112
2018-07-28,13443
2018-07-29,13147
2018-07-30,13289
2018-07-31,13679
2018-08-01,13679
2018-08-02,14173
2018-08-03,14610
2018-08-04,14849
2018-08-05,15058
2018-08-06,14793
2018-08-07,14603
2018-08-08,13927
2018-08-09,13927
2018-08-10,13548
2018-08-11,13565
2018-08-12,13725
2018-08-14,13469
2018-08-16,13268
2018-08-17,13322
2018-08-18,13326
2018-08-19,13274
2018-08-20,13539
2018-08-21,13832
2018-08-22,14133
2018-08-23,13844
2018-08-24,13768
2018-08-25,13717
2018-08-26,13570
2018-08-27,13335
2018-08-28,13282
2018-08-29,13419
2018-08-30,13666
2018-08-31,14145
2018-09-01,14781
2018-09-02,15420
2018-09-03,16097
2018-09-04,16870
2018-09-05,17702
2018-09-06,17702
2018-09-07,18588
2018-09-08,19517
2018-09-09,20353
2018-09-10,21369
2018-09-11,21369
2018-09-12,22399
2018-09-13,21341
2018-09-14,20329
2018-09-15,19879
2018-09-16,19879
2018-09-17,20036
2018-09-18,20041
2018-09-19,20041
2018-09-20,19971
2018-09-21,20686
2018-09-22,21042
2018-09-23,20901
2018-09-24,21172
2018-09-25,21172
2018-09-26,20471
2018-09-27,20471
2018-09-28,20371
2018-09-29,20741
2018-09-30,21194
2018-10-02,22106
2018-10-03,22977
2018-10-04,22977
2018-10-05,24126
2018-10-06,24639
2018-10-07,24639
2018-10-08,23957
2018-10-09,23648
2018-10-10,22582
2018-10-11,22283
2018-10-12,21729
2018-10-13,21502
2018-10-14,21090
2018-10-15,21186
2018-10-16,21154
2018-10-17,21211
2018-10-18,20729
2018-10-19,20819
2018-10-20,20819
2018-10-21,21029
2018-10-22,20913
2018-10-23,20913
2018-10-24,20407
2018-10-25,20026
2018-10-26,19763
2018-10-27,19942
2018-10-28,20000
2018-10-29,20000
2018-10-30,20383
2018-10-31,20314
2018-11-01,20369
2018-11-03,20218
2018-11-04,20317
2018-11-05,20241
2018-11-06,20941
2018-11-07,21570
2018-11-08,21978
2018-11-09,22492
2018-11-10,23472
2018-11-11,24600
2018-11-12,25707
2018-11-13,26645
2018-11-14,26266
2018-11-15,26370
2018-11-16,25873
2018-11-17,25483
2018-11-18,25561
2018-11-19,25573
2018-11-20,25528
2018-11-21,25401
2018-11-22,24616
2018-11-23,23793
2018-11-24,23684
2018-11-25,23610
2018-11-26,23681
2018-11-27,23292
2018-11-28,22855
2018-11-29,22645
2018-12-01,22288
2018-12-02,22482
2018-12-03,22633
2018-12-04,22361
2018-12-05,21967
2018-12-07,22190
2018-12-09,22627
2018-12-10,22413
2018-12-11,22752
2018-12-12,23059
2018-12-13,23063
2018-12-14,23203
2018-12-15,24142
2018-12-16,25318
2018-12-17,25531
2018-12-18,25938
2018-12-19,25916
2018-12-20,25406
2018-12-21,24724
2018-12-22,23827
2018-12-23,22837
2018-12-24,22028
2018-12-25,21878
2018-12-26,21806
2018-12-27,22093
2018-12-28,22246
2018-12-29,22771
2018-12-30,22737
2018-12-31,23074
2019-01-01,23523
2019-01-02,23950
2019-01-03,24887
2019-01-04,26079
2019-01-05,26805
2019-01-06,26896
2019-01-08,28635
2019-01-10,28527
2019-01-11,27970
2019-01-12,27232
2019-01-13,26435
2019-01-14,25720
2019-01-15,24737
2019-01-16,23901
2019-01-17,23302
2019-01-18,22757
2019-01-19,23211
2019-01-20,23891
2019-01-21,24764
2019-01-22,25290
2019-01-23,26112
2019-01-24,26540
2019-01-25,26108
2019-01-26,25721
2019-01-27,25749
2019-01-28,25794
2019-01-29,26551
2019-01-30,27212
2019-01-31,27802
2019-02-01,27548
2019-02-02,27920
2019-02-03,27947
2019-02-04,26594
2019-02-05,25967
2019-02-06,25509
2019-02-07,24233
2019-02-08,23704
2019-02-09,23320
2019-02-10,23157
2019-02-11,23463
2019-02-12,23892
2019-02-13,23523
2019-02-14,23523
2019-02-15,23553
2019-02-16,23548
2019-02-17,23407
2019-02-18,23574
2019-02-19,23484
2019-02-20,23632
2019-02-21,23436
2019-02-22,23268
2019-02-23,22662
2019-02-24,21668
2019-02-25,20756
2019-02-26,19771
2019-02-27,18863
2019-02-28,18312
2019-03-01,17592
2019-03-02,17547
2019-03-03,17717
2019-03-04,17955
2019-03-05,17841
2019-03-06,17343
2019-03-07,16819
2019-03-08,16998
2019-03-09,16767
2019-03-10,17053
2019-03-11,16614
2019-03-12,16072
2019-03-13,15883
2019-03-14,15701
2019-03-15,15984
2019-03-16,16213
2019-03-17,16797
2019-03-18,16797
2019-03-19,16871
2019-03-20,16873
2019-03-21,17311
2019-03-22,17735
2019-03-23,17992
2019-03-24,18116
2019-03-25,17878
2019-03-26,18065
2019-03-27,18065
2019-03-28,18086
2019-03-29,18271
2019-03-30,18271
2019-03-31,18025
2019-04-01,18456
2019-04-02,18855
2019-04-03,18831
2019-04-04,18435
2019-04-05,18629
2019-04-06,18742
