date_obj,Mahogany%20sapling price
2018-01-11,8610
2018-01-12,8610
2018-01-13,8610
2018-01-14,8179
2018-01-15,8179
2018-01-16,7770
2018-01-17,7770
2018-01-18,7381
2018-01-19,7381
2018-01-20,7381
2018-01-21,7019
2018-01-22,7019
2018-01-23,6668
2018-01-25,6334
2018-01-26,6334
2018-01-27,6426
2018-01-28,6648
2018-01-29,6648
2018-01-31,6808
2018-02-01,6925
2018-02-02,6925
2018-02-03,6919
2018-02-04,6919
2018-02-05,7265
2018-02-06,7265
2018-02-07,7622
2018-02-08,7622
2018-02-09,7963
2018-02-10,7963
2018-02-11,8362
2018-02-12,8362
2018-02-13,8760
2018-02-14,9198
2018-02-15,9391
2018-02-16,8925
2018-02-17,8548
2018-02-18,8548
2018-02-19,8124
2018-02-20,8124
2018-02-21,7717
2018-02-22,7717
2018-02-23,7331
2018-02-24,7331
2018-02-25,7035
2018-02-26,6690
2018-02-27,6473
2018-02-28,6473
2018-03-01,6670
2018-03-02,6671
2018-03-03,6560
2018-03-04,6560
2018-03-05,6782
2018-03-06,6908
2018-03-07,7105
2018-03-08,7105
2018-03-09,7056
2018-03-10,7056
2018-03-11,7400
2018-03-12,7762
2018-03-13,7762
2018-03-14,7716
2018-03-15,7716
2018-03-16,7621
2018-03-17,7986
2018-03-18,8356
2018-03-19,8356
2018-03-20,8774
2018-03-21,9213
2018-03-23,9674
2018-03-24,10158
2018-03-26,11200
2018-03-27,11760
2018-03-28,11760
2018-03-29,12348
2018-03-30,12966
2018-03-31,13615
2018-04-01,14296
2018-04-02,15011
2018-04-03,15762
2018-04-04,16551
2018-04-05,16551
2018-04-06,17379
2018-04-07,17379
2018-04-08,18248
2018-04-09,19159
2018-04-10,20117
2018-04-11,21123
2018-04-12,22180
2018-04-13,23273
2018-04-14,24403
2018-04-15,25578
2018-04-16,25578
2018-04-17,25931
2018-04-18,25931
2018-04-19,25166
2018-04-20,25019
2018-04-21,25242
2018-04-22,25242
2018-04-23,24264
2018-04-24,23409
2018-04-25,22541
2018-04-26,22541
2018-04-27,21588
2018-04-28,21114
2018-04-29,20219
2018-04-30,19674
2018-05-01,18942
2018-05-04,17132
2018-05-05,16800
2018-05-06,16800
2018-05-07,17356
2018-05-08,17834
2018-05-09,18155
2018-05-10,19038
2018-05-11,19778
2018-05-12,19954
2018-05-13,19954
2018-05-14,19888
2018-05-15,19888
2018-05-16,19992
2018-05-17,20747
2018-05-18,21122
2018-05-19,20914
2018-05-20,21118
2018-05-21,20778
2018-05-22,20778
2018-05-23,20671
2018-05-24,20174
2018-05-25,20174
2018-05-26,20200
2018-05-27,20200
2018-05-28,20896
2018-05-29,21882
2018-05-30,21751
2018-05-31,21470
2018-06-01,21747
2018-06-02,21583
2018-06-03,21145
2018-06-04,21381
2018-06-05,21812
2018-06-06,22063
2018-06-07,22063
2018-06-08,21934
2018-06-09,21934
2018-06-10,21239
2018-06-11,21101
2018-06-12,20966
2018-06-13,20977
2018-06-14,20349
2018-06-15,20188
2018-06-16,19603
2018-06-17,18664
2018-06-18,17893
2018-06-19,17511
2018-06-20,17511
2018-06-21,16740
2018-06-22,16032
2018-06-23,16032
2018-06-24,15250
2018-06-25,14487
2018-06-26,13762
2018-06-27,13575
2018-06-28,13204
2018-06-29,12585
2018-06-30,12224
2018-07-01,12103
2018-07-02,11873
2018-07-03,11443
2018-07-04,11397
2018-07-05,11424
2018-07-06,11319
2018-07-07,11045
2018-07-08,10675
2018-07-09,10315
2018-07-10,10246
2018-07-11,9792
2018-07-12,9326
2018-07-13,8914
2018-07-14,8598
2018-07-15,8598
2018-07-16,8341
2018-07-17,8615
2018-07-18,8978
2018-07-19,9426
2018-07-20,9815
2018-07-21,9425
2018-07-22,9247
2018-07-23,9127
2018-07-24,9050
2018-07-25,8688
2018-07-26,8376
2018-07-27,8127
2018-07-28,7808
2018-07-29,7984
2018-07-30,7780
2018-07-31,7787
2018-08-01,7787
2018-08-02,7813
2018-08-03,7662
2018-08-04,7536
2018-08-05,7404
2018-08-06,7357
2018-08-07,7254
2018-08-08,7411
2018-08-09,7565
2018-08-10,7822
2018-08-11,7666
2018-08-12,7679
2018-08-14,7142
2018-08-16,7379
2018-08-17,7254
2018-08-18,6977
2018-08-19,7146
2018-08-20,7259
2018-08-21,7477
2018-08-22,7392
2018-08-23,7291
2018-08-24,7136
2018-08-25,7059
2018-08-26,7137
2018-08-27,7166
2018-08-28,7346
2018-08-29,7348
2018-08-30,7599
2018-08-31,7581
2018-09-01,7718
2018-09-02,7467
2018-09-03,7332
2018-09-04,7105
2018-09-05,7050
2018-09-06,7050
2018-09-07,6972
2018-09-08,7017
2018-09-09,6974
2018-09-10,6834
2018-09-11,6492
2018-09-12,6323
2018-09-13,6289
2018-09-14,6396
2018-09-15,6578
2018-09-16,6899
2018-09-17,7016
2018-09-18,7051
2018-09-19,7026
2018-09-20,7134
2018-09-21,7148
2018-09-22,6998
2018-09-23,7226
2018-09-24,7438
2018-09-25,7677
2018-09-26,7689
2018-09-27,7602
2018-09-28,7290
2018-09-29,6972
2018-09-30,6858
2018-10-02,6604
2018-10-03,6571
2018-10-04,6469
2018-10-05,6444
2018-10-06,6308
2018-10-07,6359
2018-10-08,6387
2018-10-09,6285
2018-10-10,6329
2018-10-11,6635
2018-10-12,6846
2018-10-13,7037
2018-10-14,7087
2018-10-15,7065
2018-10-16,6932
2018-10-17,6848
2018-10-18,6734
2018-10-19,6634
2018-10-20,6383
2018-10-21,6444
2018-10-22,6362
2018-10-23,6264
2018-10-24,6174
2018-10-25,6138
2018-10-26,6159
2018-10-27,6212
2018-10-28,6358
2018-10-29,6471
2018-10-30,6606
2018-10-31,6733
2018-11-01,6892
2018-11-03,7181
2018-11-04,7425
2018-11-05,7705
2018-11-06,8024
2018-11-07,8022
2018-11-08,7900
2018-11-09,7809
2018-11-10,7622
2018-11-11,7486
2018-11-12,7438
2018-11-13,7591
2018-11-14,7906
2018-11-15,7990
2018-11-16,7826
2018-11-17,7589
2018-11-18,7392
2018-11-19,7159
2018-11-20,6946
2018-11-21,6661
2018-11-22,6668
2018-11-23,6461
2018-11-24,6443
2018-11-25,6356
2018-11-26,6319
2018-11-27,6309
2018-11-28,6524
2018-11-29,6821
2018-12-01,6843
2018-12-02,6870
2018-12-03,7130
2018-12-04,7059
2018-12-05,7289
2018-12-07,7206
2018-12-09,7251
2018-12-10,7194
2018-12-11,6968
2018-12-12,6949
2018-12-13,6952
2018-12-14,6836
2018-12-15,6786
2018-12-16,6851
2018-12-17,6733
2018-12-18,6708
2018-12-19,6591
2018-12-20,6526
2018-12-21,6793
2018-12-22,6863
2018-12-23,7172
2018-12-24,7422
2018-12-25,7694
2018-12-26,7847
2018-12-27,8192
2018-12-28,8381
2018-12-29,8680
2018-12-30,8609
2018-12-31,8512
2019-01-01,8813
2019-01-02,9172
2019-01-03,9573
2019-01-04,10052
2019-01-05,10345
2019-01-06,10627
2019-01-08,11386
2019-01-10,11668
2019-01-11,11084
2019-01-12,10529
2019-01-13,10023
2019-01-14,9604
2019-01-15,9150
2019-01-16,8692
2019-01-17,8257
2019-01-18,7857
2019-01-19,7592
2019-01-20,7246
2019-01-21,6982
2019-01-22,6751
2019-01-23,6733
2019-01-24,6535
2019-01-25,6700
2019-01-26,6976
2019-01-27,6865
2019-01-28,6791
2019-01-29,6812
2019-01-30,6864
2019-01-31,7052
2019-02-01,7052
2019-02-02,6802
2019-02-03,6584
2019-02-04,6451
2019-02-05,6418
2019-02-06,6259
2019-02-07,6082
2019-02-08,5877
2019-02-09,5794
2019-02-10,5638
2019-02-11,5541
2019-02-12,5547
2019-02-13,5535
2019-02-14,5532
2019-02-15,5612
2019-02-16,5633
2019-02-17,5759
2019-02-18,5623
2019-02-19,5655
2019-02-20,5795
2019-02-21,6016
2019-02-22,6202
2019-02-23,6471
2019-02-24,6556
2019-02-25,6505
2019-02-26,6500
2019-02-27,6516
2019-02-28,6422
2019-03-01,6382
2019-03-02,6401
2019-03-03,6336
2019-03-04,6251
2019-03-05,6120
2019-03-06,6117
2019-03-07,6119
2019-03-08,6113
2019-03-09,6113
2019-03-10,6090
2019-03-11,6099
2019-03-12,6123
2019-03-13,5952
2019-03-14,5826
2019-03-15,5547
2019-03-16,5320
2019-03-17,5087
2019-03-18,4832
2019-03-19,4591
2019-03-20,4446
2019-03-21,4291
2019-03-22,4077
2019-03-23,3977
2019-03-24,3914
2019-03-25,4039
2019-03-26,4193
2019-03-27,4356
2019-03-28,4459
2019-03-29,4640
2019-03-30,4782
2019-03-31,4929
2019-04-01,5057
2019-04-02,5120
2019-04-03,5362
2019-04-04,5551
2019-04-05,5489
2019-04-06,5374
2019-04-07,5232
2019-04-08,5082
2019-04-09,5021
2019-04-10,5104
2019-04-11,5278
2019-04-12,5293
2019-04-13,5150
2019-04-14,5092
2019-04-15,5243
2019-04-16,5369
2019-04-17,5336
2019-04-18,5535
2019-04-19,5577
2019-04-20,5753
2019-04-21,5970
2019-04-22,6181
2019-04-23,6391
2019-04-24,6537
2019-04-25,6768
2019-04-26,7019
2019-04-27,7177
2019-04-28,7058
2019-04-29,6730
2019-04-30,6448
2019-05-01,6139
2019-05-02,5909
2019-05-03,5796
2019-05-04,5734
2019-05-05,5462
2019-05-06,5360
2019-05-07,5271
2019-05-08,5140
2019-05-09,4898
2019-05-10,4729
2019-05-11,4602
2019-05-12,4424
2019-05-13,4304
2019-05-14,4421
2019-05-15,4618
2019-05-16,4813
2019-05-17,4970
2019-05-18,5064
2019-05-19,5147
2019-05-20,5286
2019-05-21,5286
2019-05-22,5180
2019-05-23,5094
2019-05-24,4897
2019-05-25,4793
2019-05-26,4758
2019-05-27,4844
2019-05-28,4861
2019-05-29,4994
2019-05-30,5194
2019-05-31,5404
2019-06-01,5642
2019-06-02,5789
2019-06-03,5852
2019-06-04,5672
2019-06-05,5551
2019-06-06,5424
2019-06-07,5368
2019-06-08,5359
2019-06-09,5288
2019-06-10,5202
2019-06-11,5147
2019-06-12,5119
2019-06-13,5070
2019-06-14,4871
2019-06-15,4723
2019-06-16,4543
2019-06-17,4329
2019-06-18,4112
2019-06-19,3956
2019-06-20,4025
2019-06-21,3863
2019-06-22,3795
2019-06-23,3792
2019-06-24,3658
2019-06-25,3636
2019-06-26,3638
2019-06-27,3743
2019-06-28,3916
2019-06-29,3937
2019-06-30,3846
2019-07-01,3804
2019-07-02,3695
2019-07-03,3604
2019-07-04,3548
2019-07-05,3533
2019-07-06,3640
2019-07-07,3739
2019-07-08,3621
2019-07-09,3725
2019-07-10,3575
2019-07-11,3507
2019-07-12,3516
2019-07-13,3662
2019-07-14,3750
2019-07-15,3829
2019-07-16,3985
2019-07-17,4117
2019-07-18,4173
2019-07-19,4146
2019-07-20,4040
2019-07-21,3980
2019-07-22,3952
2019-07-23,3836
2019-07-24,3770
2019-07-25,3616
2019-07-26,3632
2019-07-27,3597
2019-07-28,3582
2019-07-29,3601
2019-07-30,3644
2019-07-31,3708
2019-08-01,3673
2019-08-02,3748
2019-08-03,3779
2019-08-04,3894
2019-08-05,3965
2019-08-06,4069
2019-08-07,4025
2019-08-08,4030
2019-08-09,3982
2019-08-10,3908
2019-08-11,3869
2019-08-12,3761
2019-08-13,3698
2019-08-14,3621
2019-08-15,3573
2019-08-16,3601
2019-08-17,3552
2019-08-18,3538
2019-08-19,3489
2019-08-20,3551
2019-08-21,3646
2019-08-22,3675
2019-08-23,3673
2019-08-24,3633
2019-08-24,3633
2019-08-25,3729
2019-08-25,3729
2019-08-26,3749
2019-08-26,3749
2019-08-27,3647
2019-08-27,3647
2019-08-28,3614
2019-08-29,3600
2019-08-30,3514
2019-08-31,3521
2019-09-01,3631
2019-09-02,3795
2019-09-03,3875
2019-09-04,3977
2019-09-05,4041
2019-09-06,4210
2019-09-07,4297
2019-09-08,4386
2019-09-09,4263
2019-09-10,4205
2019-09-11,4144
2019-09-12,4080
2019-09-13,3991
2019-09-14,3906
2019-09-15,3999
2019-09-16,4159
2019-09-17,4352
2019-09-18,4314
2019-09-19,4281
2019-09-20,4161
2019-09-21,4095
2019-09-22,4015
2019-09-23,3857
2019-09-24,3774
2019-09-25,3757
2019-09-26,3839
2019-09-27,3837
2019-09-28,3868
2019-09-29,3935
2019-09-30,4024
2019-10-01,3981
2019-10-02,3971
2019-10-03,4052
2019-10-04,4172
2019-10-05,4301
2019-10-06,4439
2019-10-07,4504
2019-10-08,4394
2019-10-09,4448
2019-10-10,4364
2019-10-11,4262
2019-10-12,4201
2019-10-13,4245
2019-10-14,4428
2019-10-15,4589
2019-10-16,4658
2019-10-17,4852
2019-10-18,4901
2019-10-19,4908
2019-10-20,5010
2019-10-21,5177
2019-10-22,5331
2019-10-23,5266
2019-10-24,5181
2019-10-25,5151
2019-10-26,5141
2019-10-27,5091
2019-10-28,5258
2019-10-29,5480
2019-10-30,5658
2019-10-31,5849
2019-11-01,5880
2019-11-02,5770
2019-11-03,5788
2019-11-04,5834
2019-11-05,6043
2019-11-06,6236
2019-11-07,6203
2019-11-08,6389
2019-11-09,6414
2019-11-10,6290
2019-11-11,6291
2019-11-12,6174
2019-11-13,6141
2019-11-14,6066
2019-11-15,5982
2019-11-16,6005
2019-11-17,5875
2019-11-18,5877
2019-11-19,5902
2019-11-20,5794
2019-11-21,5672
2019-11-22,5541
2019-11-23,5456
2019-11-24,5476
2019-11-25,5387
2019-11-26,5307
2019-11-27,5185
2019-11-28,5070
2019-11-29,4986
2019-11-30,4910
2019-12-01,4854
2019-12-02,4872
2019-12-03,4988
2019-12-04,5054
2019-12-05,5232
2019-12-06,5200
2019-12-07,5100
2019-12-08,4981
2019-12-09,4931
2019-12-10,4922
2019-12-11,4852
2019-12-12,4735
2019-12-13,4688
2019-12-14,4608
2019-12-15,4580
2019-12-16,4573
2019-12-17,4531
2019-12-18,4367
2019-12-19,4325
2019-12-20,4296
2019-12-21,4235
2019-12-22,4232
2019-12-23,4115
2019-12-24,4061
2019-12-25,4043
2019-12-26,3986
2019-12-27,4030
2019-12-28,4126
2019-12-29,4125
2019-12-30,4233
2019-12-31,4349
2020-01-01,4490
2020-01-02,4711
2020-01-03,4844
2020-01-04,5044
2020-01-05,5074
2020-01-06,5151
2020-01-07,5222
2020-01-08,5373
2020-01-09,5454
2020-01-10,5403
2020-01-11,5196
2020-01-12,5062
2020-01-13,5007
2020-01-14,4933
2020-01-15,4871
2020-01-16,4734
2020-01-17,4629
2020-01-18,4550
2020-01-19,4476
2020-01-20,4407
2020-01-21,4374
2020-01-22,4324
2020-01-23,4269
2020-01-24,4209
2020-01-25,4172
2020-01-26,4069
2020-01-27,3992
2020-01-28,3965
2020-01-29,3923
2020-01-30,3872
2020-01-31,3815
2020-02-01,3758
2020-02-02,3698
2020-02-03,3625
2020-02-04,3560
2020-02-05,3508
2020-02-06,3419
2020-02-07,3374
2020-02-08,3268
2020-02-09,3156
2020-02-10,3085
2020-02-11,3022
2020-02-12,3005
2020-02-13,2948
2020-02-14,2871
2020-02-15,2836
2020-02-16,2744
2020-02-17,2790
2020-02-18,2831
2020-02-19,2732
2020-02-20,2723
2020-02-21,2719
2020-02-22,2840
2020-02-23,2949
2020-02-24,3011
2020-02-25,3086
2020-02-26,3038
2020-02-27,3103
2020-02-28,3059
2020-02-29,3004
2020-03-01,2925
2020-03-02,2858
2020-03-03,2901
2020-03-04,3031
2020-03-05,3147
2020-03-06,3131
2020-03-07,3062
2020-03-08,3022
2020-03-09,3018
2020-03-10,3155
2020-03-11,3200
2020-03-12,3220
2020-03-13,3252
2020-03-14,3278
2020-03-15,3290
2020-03-16,3297
2020-03-17,3245
2020-03-18,3278
2020-03-19,3257
2020-03-20,3249
2020-03-21,3196
2020-03-22,3225
2020-03-23,3153
2020-03-24,3182
2020-03-25,3171
2020-03-26,3155
2020-03-27,3221
2020-03-28,3313
2020-03-29,3391
2020-03-30,3508
2020-03-31,3652
2020-04-01,3817
2020-04-02,3980
2020-04-03,3901
2020-04-04,4017
2020-04-05,3998
2020-04-06,4090
2020-04-07,4188
2020-04-08,4239
2020-04-09,4234
2020-04-10,4373
2020-04-11,4319
2020-04-12,4252
2020-04-13,4195
2020-04-14,4166
2020-04-15,4243
2020-04-16,4390
2020-04-17,4403
2020-04-18,4359
2020-04-19,4338
2020-04-20,4312
2020-04-21,4345
2020-04-22,4503
2020-04-23,4682
2020-04-24,4829
2020-04-25,4935
2020-04-26,5089
2020-04-27,5041
2020-04-28,5152
2020-04-29,5068
2020-04-30,4951
2020-05-01,4812
2020-05-02,4649
2020-05-03,4424
2020-05-04,4217
2020-05-05,4034
2020-05-06,3865
2020-05-07,3723
2020-05-08,3536
2020-05-09,3417
2020-05-10,3365
2020-05-11,3456
2020-05-12,3548
2020-05-13,3705
