date_obj,Brown%20headband price
2019-04-16,746
2019-04-17,746
2019-04-18,774
2019-04-19,774
2019-04-20,786
2019-04-21,786
2019-04-22,794
2019-04-23,782
2019-04-24,782
2019-04-25,766
2019-04-26,755
2019-04-27,755
2019-04-28,736
2019-04-29,736
2019-04-30,731
2019-05-01,731
2019-05-02,722
2019-05-03,705
2019-05-04,699
2019-05-05,699
2019-05-06,710
2019-05-07,710
2019-05-08,712
2019-05-09,712
2019-05-10,728
2019-05-11,728
2019-05-12,729
2019-05-13,729
2019-05-14,728
2019-05-15,728
2019-05-16,716
2019-05-17,716
2019-05-18,713
2019-05-19,713
2019-05-20,716
2019-05-21,716
2019-05-22,728
2019-05-23,728
2019-05-24,736
2019-05-25,712
2019-05-26,712
2019-05-27,700
2019-05-28,700
2019-05-29,690
2019-05-30,690
2019-05-31,682
2019-06-01,682
2019-06-02,689
2019-06-03,689
2019-06-04,700
2019-06-05,700
2019-06-06,721
2019-06-07,721
2019-06-08,755
2019-06-09,790
2019-06-10,790
2019-06-11,818
2019-06-12,818
2019-06-13,859
2019-06-14,890
2019-06-15,890
2019-06-16,935
2019-06-17,935
2019-06-18,975
2019-06-19,975
2019-06-20,995
2019-06-21,995
2019-06-22,992
2019-06-23,992
2019-06-24,1018
2019-06-25,1018
2019-06-26,1026
2019-06-27,1026
2019-06-28,1011
2019-06-29,1011
2019-06-30,998
2019-07-01,998
2019-07-02,1015
2019-07-03,1015
2019-07-04,1021
2019-07-05,1021
2019-07-06,999
2019-07-07,999
2019-07-08,982
2019-07-09,982
2019-07-10,977
2019-07-11,977
2019-07-12,933
2019-07-13,933
2019-07-14,912
2019-07-15,912
2019-07-16,912
2019-07-17,937
2019-07-18,937
2019-07-19,937
2019-07-20,979
2019-07-21,979
2019-07-22,1026
2019-07-23,1026
2019-07-24,1038
2019-07-25,1038
2019-07-26,1081
2019-07-27,1081
2019-07-28,1117
2019-07-29,1117
2019-07-30,1173
2019-07-31,1173
2019-08-01,1203
2019-08-02,1203
2019-08-03,1230
2019-08-04,1230
2019-08-05,1201
2019-08-06,1201
2019-08-07,1244
2019-08-08,1244
2019-08-09,1288
2019-08-10,1322
2019-08-11,1322
2019-08-12,1360
2019-08-13,1360
2019-08-14,1349
2019-08-15,1349
2019-08-16,1379
2019-08-17,1379
2019-08-18,1379
2019-08-19,1419
2019-08-20,1419
2019-08-21,1445
2019-08-22,1445
2019-08-23,1460
2019-08-24,1460
2019-08-24,1460
2019-08-25,1442
2019-08-25,1442
2019-08-26,1442
2019-08-26,1442
2019-08-27,1443
2019-08-27,1443
2019-08-28,1443
2019-08-29,1411
2019-08-30,1411
2019-08-31,1420
2019-09-01,1420
2019-09-02,1394
2019-09-03,1394
2019-09-04,1373
2019-09-05,1373
2019-09-06,1373
2019-09-07,1365
2019-09-08,1365
2019-09-09,1386
2019-09-10,1386
2019-09-11,1442
2019-09-12,1442
2019-09-13,1442
2019-09-14,1466
2019-09-15,1466
2019-09-16,1473
2019-09-17,1473
2019-09-18,1491
2019-09-19,1491
2019-09-20,1491
2019-09-21,1481
2019-09-22,1481
2019-09-23,1447
2019-09-24,1447
2019-09-25,1447
2019-09-26,1436
2019-09-27,1436
2019-09-28,1411
2019-09-29,1411
2019-09-30,1411
2019-10-01,1436
2019-10-02,1436
2019-10-03,1436
2019-10-04,1414
2019-10-05,1414
2019-10-06,1402
2019-10-07,1402
2019-10-08,1402
2019-10-09,1366
2019-10-10,1366
2019-10-11,1366
2019-10-12,1354
2019-10-13,1354
2019-10-14,1321
2019-10-15,1321
2019-10-16,1335
2019-10-17,1335
2019-10-18,1335
2019-10-19,1353
2019-10-20,1353
2019-10-21,1353
2019-10-22,1353
2019-10-23,1353
2019-10-24,1353
2019-10-25,1310
2019-10-26,1310
2019-10-27,1313
2019-10-28,1313
2019-10-29,1331
2019-10-30,1331
2019-10-31,1357
2019-11-01,1357
2019-11-02,1407
2019-11-03,1407
2019-11-04,1465
2019-11-05,1465
2019-11-06,1465
2019-11-07,1500
2019-11-08,1500
2019-11-09,1488
2019-11-10,1488
2019-11-11,1509
2019-11-12,1509
2019-11-13,1509
2019-11-14,1538
2019-11-15,1538
2019-11-16,1468
2019-11-17,1468
2019-11-18,1444
2019-11-19,1444
2019-11-20,1444
2019-11-21,1444
2019-11-22,1473
2019-11-23,1473
2019-11-24,1473
2019-11-25,1513
2019-11-26,1513
2019-11-27,1513
2019-11-28,1571
2019-11-29,1571
2019-11-30,1571
2019-12-01,1582
2019-12-02,1582
2019-12-03,1611
2019-12-04,1611
2019-12-05,1611
2019-12-06,1625
2019-12-07,1625
2019-12-08,1625
2019-12-09,1634
2019-12-10,1634
2019-12-11,1631
2019-12-12,1631
2019-12-13,1631
2019-12-14,1645
2019-12-15,1645
2019-12-16,1668
2019-12-17,1668
2019-12-18,1668
2019-12-19,1675
2019-12-20,1675
2019-12-21,1675
2019-12-22,1681
2019-12-23,1681
2019-12-24,1681
2019-12-25,1702
2019-12-26,1702
2019-12-27,1702
2019-12-28,1679
2019-12-29,1679
2019-12-30,1679
2019-12-31,1679
2020-01-01,1662
2020-01-02,1662
2020-01-03,1662
2020-01-04,1599
2020-01-05,1599
2020-01-06,1539
2020-01-07,1539
2020-01-08,1470
2020-01-09,1470
2020-01-10,1415
2020-01-11,1415
2020-01-12,1421
2020-01-13,1421
2020-01-14,1421
2020-01-15,1419
2020-01-16,1419
2020-01-17,1416
2020-01-18,1416
2020-01-19,1473
2020-01-20,1473
2020-01-21,1473
2020-01-22,1517
2020-01-23,1517
2020-01-24,1561
2020-01-25,1561
2020-01-26,1577
2020-01-27,1577
2020-01-28,1577
2020-01-29,1608
2020-01-30,1608
2020-01-31,1617
2020-02-01,1617
2020-02-02,1624
2020-02-03,1624
2020-02-04,1674
2020-02-05,1674
2020-02-06,1704
2020-02-07,1704
2020-02-08,1684
2020-02-09,1684
2020-02-10,1714
2020-02-11,1714
2020-02-12,1714
2020-02-13,1726
2020-02-14,1726
2020-02-15,1726
2020-02-16,1693
2020-02-17,1693
2020-02-18,1667
2020-02-19,1667
2020-02-20,1665
2020-02-21,1665
2020-02-22,1649
2020-02-23,1649
2020-02-24,1625
2020-02-25,1625
2020-02-26,1614
2020-02-27,1614
2020-02-28,1595
2020-02-29,1595
2020-03-01,1579
2020-03-02,1579
2020-03-03,1654
2020-03-04,1654
2020-03-05,1618
2020-03-06,1618
2020-03-07,1577
2020-03-08,1577
2020-03-09,1550
2020-03-10,1550
2020-03-11,1507
2020-03-12,1507
2020-03-13,1454
2020-03-14,1454
2020-03-15,1419
2020-03-16,1419
2020-03-17,1377
2020-03-18,1377
2020-03-19,1397
2020-03-20,1466
2020-03-21,1466
2020-03-22,1540
2020-03-23,1617
2020-03-24,1692
2020-03-25,1742
2020-03-26,1772
2020-03-27,1822
2020-03-28,1822
2020-03-29,1838
2020-03-30,1848
2020-03-31,1848
2020-04-01,1835
2020-04-02,1847
2020-04-03,1847
2020-04-04,1829
2020-04-05,1776
2020-04-06,1733
2020-04-07,1733
2020-04-08,1713
2020-04-09,1713
2020-04-10,1677
2020-04-11,1678
2020-04-12,1640
2020-04-13,1640
2020-04-14,1601
2020-04-15,1520
2020-04-16,1520
2020-04-17,1496
2020-04-18,1482
2020-04-19,1485
2020-04-20,1485
2020-04-21,1452
2020-04-22,1425
2020-04-23,1425
2020-04-24,1400
2020-04-25,1376
2020-04-26,1353
2020-04-27,1378
2020-04-28,1400
2020-04-29,1400
2020-04-30,1368
2020-05-01,1368
2020-05-02,1366
2020-05-03,1404
2020-05-04,1404
2020-05-05,1434
2020-05-06,1443
2020-05-07,1443
2020-05-08,1465
2020-05-09,1445
2020-05-10,1445
2020-05-11,1433
2020-05-12,1433
2020-05-13,1454
