date_obj,Dragon%20platelegs price
2017-09-19,161685
2017-09-20,161593
2017-09-21,161556
2017-09-22,161431
2017-09-23,161696
2017-09-24,161623
2017-09-25,161563
2017-09-26,161613
2017-09-27,161670
2017-09-28,161669
2017-09-29,161662
2017-09-30,161614
2017-10-01,161610
2017-10-02,161644
2017-10-03,161666
2017-10-04,161629
2017-10-05,161596
2017-10-06,161479
2017-10-07,161462
2017-10-08,161211
2017-10-09,161398
2017-10-10,161252
2017-10-11,161497
2017-10-12,161588
2017-10-13,161689
2017-10-14,161476
2017-10-15,161572
2017-10-16,161521
2017-10-17,161608
2017-10-18,161509
2017-10-19,161427
2017-10-20,161486
2017-10-21,161525
2017-10-22,161339
2017-10-23,161373
2017-10-24,161503
2017-10-25,161543
2017-10-26,161583
2017-10-27,161575
2017-10-28,161586
2017-10-29,161587
2017-10-30,161521
2017-10-31,161546
2017-11-01,161206
2017-11-02,162353
2017-11-03,161709
2017-11-04,161512
2017-11-05,161633
2017-11-06,161571
2017-11-07,161573
2017-11-08,161229
2017-11-09,161642
2017-11-10,162835
2017-11-11,161245
2017-11-12,161748
2017-11-13,162518
2017-11-14,161584
2017-11-15,161537
2017-11-16,162457
2017-11-17,162720
2017-11-18,161328
2017-11-19,161400
2017-11-20,161520
2017-11-21,161562
2017-11-22,161628
2017-11-23,161217
2017-11-24,161320
2017-11-25,161496
2017-11-26,161601
2017-11-27,161742
2017-11-28,161481
2017-11-29,161533
2017-11-30,161580
2017-12-01,161424
2017-12-02,161404
2017-12-03,161461
2017-12-04,161518
2017-12-05,161472
2017-12-06,161582
2017-12-07,161637
2017-12-08,162680
2017-12-09,161684
2017-12-10,161408
2017-12-11,161480
2017-12-12,161555
2017-12-13,161501
2017-12-14,161861
2017-12-15,161675
2017-12-16,162191
2017-12-17,162631
2017-12-18,161895
2017-12-19,162317
2017-12-20,161933
2017-12-21,161606
2017-12-22,161584
2017-12-23,161532
2017-12-24,161097
2017-12-25,162273
2017-12-26,162408
2017-12-27,161759
2017-12-28,161826
2017-12-29,161847
2017-12-30,161548
2017-12-31,162614
2018-01-01,162536
2018-01-02,161596
2018-01-03,162828
2018-01-04,161557
2018-01-05,161187
2018-01-06,161264
2018-01-07,161206
2018-01-08,160927
2018-01-09,161125
2018-01-10,161194
2018-01-11,161324
2018-01-12,161330
2018-01-13,161331
2018-01-14,161300
2018-01-15,161374
2018-01-16,161413
2018-01-17,161384
2018-01-18,161708
2018-01-19,161527
2018-01-20,161402
2018-01-21,161382
2018-01-22,161378
2018-01-23,161419
2018-01-25,161458
2018-01-26,161921
2018-01-27,161522
2018-01-28,161426
2018-01-29,161456
2018-01-30,161626
2018-01-31,161421
2018-02-01,161420
2018-02-02,161421
2018-02-03,161421
2018-02-04,161446
2018-02-05,161492
2018-02-06,161420
2018-02-07,161449
2018-02-08,161040
2018-02-09,161116
2018-02-10,161188
2018-02-11,161217
2018-02-12,161298
2018-02-13,161316
2018-02-14,161334
2018-02-15,161300
2018-02-16,161307
2018-02-17,161298
2018-02-18,161312
2018-02-19,161352
2018-02-20,161342
2018-02-21,161379
2018-02-22,161461
2018-02-23,161600
2018-02-24,161444
2018-02-25,161513
2018-02-26,161545
2018-02-27,161411
2018-02-28,161441
2018-03-01,161417
2018-03-02,161582
2018-03-03,161597
2018-03-04,161414
2018-03-05,161395
2018-03-06,161394
2018-03-07,161423
2018-03-08,161460
2018-03-09,161449
2018-03-10,161370
2018-03-11,161374
2018-03-12,161466
2018-03-13,161384
2018-03-14,161391
2018-03-15,161510
2018-03-16,161449
2018-03-17,161391
2018-03-18,161416
2018-03-20,161543
2018-03-21,161528
2018-03-23,161417
2018-03-24,161397
2018-03-25,160415
2018-03-26,160986
2018-03-27,161250
2018-03-28,161467
2018-03-29,161354
2018-03-30,161567
2018-03-31,161298
2018-04-01,161314
2018-04-02,161280
2018-04-03,161292
2018-04-04,161348
2018-04-05,161362
2018-04-06,161373
2018-04-07,161356
2018-04-08,161315
2018-04-09,161290
2018-04-10,161290
2018-04-11,161340
2018-04-12,161336
2018-04-13,161325
2018-04-14,161274
2018-04-15,161359
2018-04-16,161368
2018-04-17,161362
2018-04-18,161485
2018-04-19,161398
2018-04-20,161350
2018-04-21,161458
2018-04-22,161327
2018-04-23,161332
2018-04-24,161340
2018-04-25,161333
2018-04-26,161385
2018-04-27,161394
2018-04-28,161374
2018-04-29,161362
2018-04-30,161364
2018-05-01,161379
2018-05-03,161405
2018-05-04,161642
2018-05-05,161395
2018-05-07,161409
2018-05-08,161377
2018-05-09,161362
2018-05-10,161328
2018-05-11,161320
2018-05-12,161222
2018-05-13,161274
2018-05-14,161319
2018-05-15,161375
2018-05-16,161368
2018-05-17,161382
2018-05-18,161360
2018-05-19,161374
2018-05-20,161404
2018-05-21,161396
2018-05-22,161415
2018-05-23,161398
2018-05-24,161395
2018-05-25,161670
2018-05-26,161416
2018-05-27,161096
2018-05-28,161295
2018-05-29,161354
2018-05-30,161372
2018-05-31,161360
2018-06-01,161326
2018-06-02,161333
2018-06-03,161339
2018-06-04,161349
2018-06-05,161381
2018-06-06,161297
2018-06-07,161331
2018-06-08,161288
2018-06-09,161145
2018-06-10,161233
2018-06-11,161288
2018-06-12,161320
2018-06-13,161250
2018-06-14,161296
2018-06-15,161305
2018-06-16,161336
2018-06-17,161331
2018-06-18,161305
2018-06-19,161309
2018-06-20,161304
2018-06-21,161357
2018-06-22,161446
2018-06-23,161452
2018-06-24,161635
2018-06-25,161549
2018-06-26,161452
2018-06-27,161418
2018-06-28,161379
2018-06-29,161403
2018-06-30,161345
2018-07-01,161353
2018-07-02,161405
2018-07-03,161399
2018-07-04,161339
2018-07-05,161367
2018-07-06,161348
2018-07-07,161359
2018-07-08,161333
2018-07-09,161362
2018-07-10,161400
2018-07-11,161531
2018-07-12,161431
2018-07-13,161408
2018-07-14,161399
2018-07-15,161341
2018-07-16,161297
2018-07-17,161311
2018-07-18,161290
2018-07-19,161321
2018-07-20,161337
2018-07-21,161337
2018-07-22,161365
2018-07-23,161359
2018-07-24,161382
2018-07-25,161559
2018-07-26,161350
2018-07-27,161298
2018-07-28,161314
2018-07-29,161299
2018-07-30,161323
2018-07-31,161336
2018-08-01,161373
2018-08-02,161344
2018-08-03,161345
2018-08-04,161421
2018-08-05,161352
2018-08-06,161316
2018-08-07,161308
2018-08-08,161268
2018-08-09,161337
2018-08-10,161338
2018-08-11,161340
2018-08-12,161459
2018-08-14,161299
2018-08-16,161336
2018-08-17,161342
2018-08-18,161385
2018-08-19,161435
2018-08-20,161433
2018-08-21,161439
2018-08-22,161407
2018-08-23,161425
2018-08-24,161405
2018-08-25,161440
2018-08-26,161714
2018-08-27,161631
2018-08-28,161368
2018-08-29,161411
2018-08-30,161411
2018-08-31,161471
2018-09-01,161436
2018-09-02,161590
2018-09-03,161412
2018-09-04,161458
2018-09-05,161562
2018-09-06,161600
2018-09-07,161457
2018-09-08,161442
2018-09-09,161655
2018-09-10,161444
2018-09-11,161397
2018-09-12,161403
2018-09-13,161455
2018-09-14,161503
2018-09-15,161433
2018-09-16,161432
2018-09-17,161411
2018-09-18,161360
2018-09-19,161336
2018-09-20,161347
2018-09-21,161384
2018-09-22,161368
2018-09-23,161435
2018-09-24,161415
2018-09-25,161431
2018-09-26,161424
2018-09-27,161368
2018-09-28,161382
2018-09-29,161225
2018-09-30,161283
2018-10-01,161351
2018-10-02,161370
2018-10-03,161352
2018-10-04,161372
2018-10-05,161324
2018-10-06,161358
2018-10-07,161411
2018-10-08,161392
2018-10-09,161383
2018-10-10,161339
2018-10-11,161350
2018-10-12,161382
2018-10-13,161386
2018-10-14,161364
2018-10-15,161370
2018-10-16,161404
2018-10-17,161423
2018-10-18,161397
2018-10-19,161367
2018-10-20,161518
2018-10-21,161585
2018-10-22,161370
2018-10-23,161292
2018-10-24,161361
2018-10-25,161415
2018-10-26,161384
2018-10-27,160470
2018-10-28,161369
2018-10-29,161458
2018-10-30,161415
2018-10-31,161466
2018-11-01,161425
2018-11-03,161472
2018-11-04,161399
2018-11-05,161400
2018-11-06,161438
2018-11-07,161521
2018-11-08,161575
2018-11-09,161363
2018-11-10,161447
2018-11-11,161416
2018-11-12,161382
2018-11-13,161414
2018-11-14,161433
2018-11-15,161429
2018-11-16,161401
2018-11-17,161887
2018-11-18,161904
2018-11-19,161194
2018-11-20,161522
2018-11-21,161480
2018-11-22,161463
2018-11-23,161433
2018-11-24,161563
2018-11-25,161741
2018-11-26,161550
2018-11-27,161535
2018-11-28,161728
2018-11-29,161389
2018-12-01,161640
2018-12-02,161526
2018-12-03,161528
2018-12-04,161631
2018-12-05,161526
2018-12-07,161431
2018-12-09,161412
2018-12-10,161684
2018-12-11,161631
2018-12-12,161585
2018-12-13,161664
2018-12-14,161520
2018-12-15,161688
2018-12-16,161493
2018-12-17,161397
2018-12-18,161504
2018-12-19,161778
2018-12-20,161450
2018-12-21,161480
2018-12-22,161776
2018-12-23,161555
2018-12-24,161667
2018-12-25,161479
2018-12-26,161492
2018-12-27,161557
2018-12-28,161468
2018-12-29,161499
2018-12-30,161467
2018-12-31,161521
2019-01-01,161697
2019-01-02,161418
2019-01-03,161465
2019-01-04,161574
2019-01-05,161663
2019-01-06,161408
2019-01-08,161477
2019-01-10,161348
2019-01-11,161294
2019-01-12,161421
2019-01-13,161446
2019-01-14,161445
2019-01-15,161393
2019-01-16,161418
2019-01-17,161418
2019-01-18,161448
2019-01-19,161430
2019-01-20,161449
2019-01-21,161460
2019-01-22,161506
2019-01-23,161499
2019-01-24,161474
2019-01-25,161458
2019-01-26,161488
2019-01-27,161521
2019-01-28,161476
2019-01-29,161443
2019-01-30,161435
2019-01-31,161478
2019-02-01,161445
2019-02-02,161450
2019-02-03,161433
2019-02-04,161436
2019-02-05,161459
2019-02-06,161477
2019-02-07,161478
2019-02-08,161451
2019-02-09,161490
2019-02-10,161653
2019-02-11,161471
2019-02-12,161438
2019-02-13,161409
2019-02-14,161452
2019-02-15,161314
2019-02-16,161452
2019-02-17,161472
2019-02-18,161453
2019-02-19,161471
2019-02-20,161432
2019-02-21,161471
2019-02-22,161464
2019-02-23,161476
2019-02-24,161469
2019-02-25,161478
2019-02-26,161626
2019-02-27,161491
2019-02-28,161443
2019-03-01,161432
2019-03-02,161473
2019-03-03,161493
2019-03-04,161481
2019-03-05,161832
2019-03-06,161531
2019-03-07,161542
2019-03-08,161621
2019-03-09,161744
2019-03-10,161676
2019-03-11,161491
2019-03-12,161429
2019-03-13,161413
2019-03-14,161412
2019-03-15,161339
2019-03-16,161237
2019-03-17,161330
2019-03-18,161421
2019-03-19,161407
2019-03-20,161420
2019-03-21,161413
2019-03-22,161417
2019-03-23,161420
2019-03-24,161442
2019-03-25,161485
2019-03-26,161470
2019-03-27,161461
2019-03-28,161381
