date_obj,Ranarr%20weed price
2015-10-22,8090
2015-10-23,8191
2015-10-24,8130
2015-10-25,8037
2015-10-26,7973
2015-10-27,8006
2015-10-29,8106
2015-10-30,8154
2015-10-31,8109
2015-11-01,8098
2015-11-02,8044
2015-11-03,7920
2015-11-04,7878
2015-11-05,7793
2015-11-06,7731
2015-11-07,7664
2015-11-08,7563
2015-11-09,7507
2015-11-10,7531
2015-11-11,7548
2015-11-12,7600
2015-11-13,7631
2015-11-14,7696
2015-11-15,7647
2015-11-16,7720
2015-11-17,7655
2015-11-18,7698
2015-11-19,7791
2015-11-20,7793
2015-11-21,7793
2015-11-22,7752
2015-11-23,7752
2015-11-24,7879
2015-11-25,7939
2015-11-26,7934
2015-11-27,8088
2015-11-28,8288
2015-11-29,8298
2015-11-30,8337
2015-12-01,8422
2015-12-02,8517
2015-12-03,8746
2015-12-04,8912
2015-12-05,9015
2015-12-06,9012
2015-12-07,9090
2015-12-08,9150
2015-12-09,9115
2015-12-10,9060
2015-12-11,9087
2015-12-12,9093
2015-12-13,9070
2015-12-14,9022
2015-12-15,9095
2015-12-16,9132
2015-12-17,9267
2015-12-18,9404
2015-12-19,9346
2015-12-20,9319
2015-12-21,9268
2015-12-22,9257
2015-12-23,9317
2015-12-24,9303
2015-12-25,9292
2015-12-26,9229
2015-12-27,9161
2015-12-28,9008
2015-12-29,8890
2015-12-30,8764
2015-12-31,8564
2016-01-01,8580
2016-01-02,8619
2016-01-03,8561
2016-01-04,8568
2016-01-05,8667
2016-01-06,8810
2016-01-07,8817
2016-01-08,8837
2016-01-09,8863
2016-01-10,8978
2016-01-11,8898
2016-01-12,8916
2016-01-13,8976
2016-01-14,9004
2016-01-15,9107
2016-01-16,9167
2016-01-17,9174
2016-01-18,9178
2016-01-19,9257
2016-01-20,9304
2016-01-21,9398
2016-01-22,9553
2016-01-23,9784
2016-01-24,9849
2016-01-25,9773
2016-01-26,9857
2016-01-27,9891
2016-01-28,10121
2016-01-29,10097
2016-01-30,10121
2016-01-31,10042
2016-02-01,9900
2016-02-02,9791
2016-02-03,9758
2016-02-04,9851
2016-02-05,9988
2016-02-06,10004
2016-02-07,9910
2016-02-08,9879
2016-02-09,9942
2016-02-10,9997
2016-02-11,10030
2016-02-12,10201
2016-02-13,10311
2016-02-14,10240
2016-02-15,10177
2016-02-16,10194
2016-02-17,10145
2016-02-18,10175
2016-02-19,10159
2016-02-20,10080
2016-02-21,9968
2016-02-22,9911
2016-02-23,9908
2016-02-24,9940
2016-02-25,9913
2016-02-26,9794
2016-02-27,9614
2016-02-28,9498
2016-02-29,9466
2016-03-01,9479
2016-03-02,9440
2016-03-03,9443
2016-03-04,9460
2016-03-05,9424
2016-03-06,9275
2016-03-07,9232
2016-03-08,9147
2016-03-09,9111
2016-03-10,8969
2016-03-11,9015
2016-03-12,9074
2016-03-13,9056
2016-03-14,9014
2016-03-15,8967
2016-03-16,8991
2016-03-17,8939
2016-03-18,8885
2016-03-19,8953
2016-03-20,8927
2016-03-21,8943
2016-03-22,8958
2016-03-23,8970
2016-03-24,8958
2016-03-25,8958
2016-03-26,8933
2016-03-27,8877
2016-03-28,8906
2016-03-29,8945
2016-03-30,8964
2016-03-31,8944
2016-04-01,8851
2016-04-02,8781
2016-04-03,8700
2016-04-04,8604
2016-04-05,8626
2016-04-06,8672
2016-04-07,8671
2016-04-08,8663
2016-04-09,8691
2016-04-10,8656
2016-04-11,8602
2016-04-12,8607
2016-04-13,8659
2016-04-14,8671
2016-04-15,8727
2016-04-16,8723
2016-04-17,8683
2016-04-18,8584
2016-04-19,8531
2016-04-20,8505
2016-04-21,8483
2016-04-22,8493
2016-04-23,8495
2016-04-24,8342
2016-04-25,8295
2016-04-26,8297
2016-04-27,8368
2016-04-28,8404
2016-04-29,8443
2016-04-30,8407
2016-05-01,8441
2016-05-02,8503
2016-05-03,8639
2016-05-04,8743
2016-05-05,8746
2016-05-06,8706
2016-05-07,8750
2016-05-08,8813
2016-05-09,8732
2016-05-10,8758
2016-05-11,8793
2016-05-12,8850
2016-05-13,8976
2016-05-14,9007
2016-05-15,8993
2016-05-16,8957
2016-05-17,8990
2016-05-18,9074
2016-05-19,9089
2016-05-22,8953
2016-05-23,8902
2016-05-24,8992
2016-05-25,9083
2016-05-26,9132
2016-05-27,9054
2016-05-28,8985
2016-05-29,8940
2016-05-30,8915
2016-05-31,8868
2016-06-01,8846
2016-06-02,8881
2016-06-03,8941
2016-06-04,8900
2016-06-05,8866
2016-06-06,8806
2016-06-07,8915
2016-06-08,8915
2016-06-09,8912
2016-06-10,9016
2016-06-11,9109
2016-06-12,9147
2016-06-13,9142
2016-06-14,9160
2016-06-15,9254
2016-06-16,9285
2016-06-17,9422
2016-06-18,9419
2016-06-19,9434
2016-06-20,9405
2016-06-21,9348
2016-06-22,9434
2016-06-23,9463
2016-06-24,9480
2016-06-25,9466
2016-06-26,9255
2016-06-27,9249
2016-06-28,9232
2016-06-29,9205
2016-06-30,9182
2016-07-01,9143
2016-07-02,9102
2016-07-03,9066
2016-07-04,9107
2016-07-05,9143
2016-07-06,9231
2016-07-07,9286
2016-07-08,9296
2016-07-09,9307
2016-07-10,9387
2016-07-11,9432
2016-07-12,9379
2016-07-13,9353
2016-07-14,9301
2016-07-15,9303
2016-07-16,9242
2016-07-17,9285
2016-07-18,9273
2016-07-23,9215
2016-07-24,9173
2016-07-25,9173
2016-07-26,9174
2016-07-27,9137
2016-07-28,9101
2016-07-29,9093
2016-07-30,9093
2016-07-31,9132
2016-08-01,9109
2016-08-02,9093
2016-08-03,9068
2016-08-04,9062
2016-08-05,9063
2016-08-06,9039
2016-08-07,8842
2016-08-08,8758
2016-08-09,8712
2016-08-10,8677
2016-08-11,8612
2016-08-12,8544
2016-08-13,8549
2016-08-14,8539
2016-08-15,8519
2016-08-16,8495
2016-08-17,8345
2016-08-18,8305
2016-08-19,8201
2016-08-20,8005
2016-08-21,7930
2016-08-22,7798
2016-08-23,7833
2016-08-24,7840
2016-08-25,7792
2016-08-26,7833
2016-08-28,7726
2016-08-31,7846
2016-09-01,7789
2016-09-02,7789
2016-09-03,7814
2016-09-04,7791
2016-09-05,7736
2016-09-06,7713
2016-09-07,7599
2016-09-08,7400
2016-09-09,7288
2016-09-10,7030
2016-09-11,7031
2016-09-12,7085
2016-09-13,7092
2016-09-14,7203
2016-09-15,7304
2016-09-16,7307
2016-09-17,7347
2016-09-18,7333
2016-09-19,7338
2016-09-20,7265
2016-09-21,7213
2016-09-22,7065
2016-09-23,6987
2016-09-24,6934
2016-09-25,6819
2016-09-26,6670
2016-09-27,6484
2016-09-28,6391
2016-09-29,6337
2016-09-30,6445
2016-10-01,6469
2016-10-02,6520
2016-10-03,6545
2016-10-04,6766
2016-10-05,7105
2016-10-06,7204
2016-10-07,7200
2016-10-08,7115
2016-10-09,7100
2016-10-10,6934
2016-10-11,6853
2016-10-12,6875
2016-10-13,6990
2016-10-14,6867
2016-10-15,6837
2016-10-16,6842
2016-10-17,6790
2016-10-18,6844
2016-10-19,6872
2016-10-20,6877
2016-10-21,6921
2016-10-22,6984
2016-10-24,7006
2016-10-25,6993
2016-10-26,6956
2016-10-27,6923
2016-10-28,6987
2016-10-29,7002
2016-10-30,7012
2016-10-31,6976
2016-11-01,6965
2016-11-02,6995
2016-11-03,7070
2016-11-04,7175
2016-11-05,7200
2016-11-06,7253
2016-11-07,7318
2016-11-08,7274
2016-11-09,7204
2016-11-10,7100
2016-11-11,7080
2016-11-12,7113
2016-11-13,7104
2016-11-14,7142
2016-12-08,6767
2016-12-09,6869
2016-12-10,6894
2016-12-11,6833
2016-12-12,6844
2016-12-13,6905
2016-12-14,6883
2016-12-15,6915
2016-12-16,6912
2016-12-17,6934
2016-12-18,6880
2016-12-19,6847
2016-12-20,6853
2016-12-21,6917
2016-12-22,6983
2016-12-23,6975
2016-12-24,6944
2016-12-25,6889
2016-12-26,6865
2016-12-27,6831
2016-12-28,6822
2016-12-29,6785
2016-12-30,6754
2016-12-31,6710
2017-01-01,6714
2017-01-02,6763
2017-01-03,6820
2017-01-04,6906
2017-01-05,6638
2017-01-06,6620
2017-01-07,6781
2017-01-08,6790
2017-01-09,6809
2017-01-10,6841
2017-01-11,6951
2017-01-12,6958
2017-01-13,6914
2017-01-14,6806
2017-01-15,6827
2017-01-16,6830
2017-01-17,6803
2017-01-18,6735
2017-01-19,6655
2017-01-20,6667
2017-01-21,6702
2017-01-22,6700
2017-01-27,6666
2017-01-28,6719
2017-01-29,6732
2017-01-30,6779
2017-01-31,6777
2017-02-01,6739
2017-02-02,6777
2017-02-03,6844
2017-02-04,6909
2017-02-05,6919
2017-02-06,6903
2017-02-07,7002
2017-02-08,6947
2017-02-09,6916
2017-02-10,6965
2017-02-11,7039
2017-02-12,7061
2017-02-13,7065
2017-02-14,7087
2017-02-15,7071
2017-02-16,7092
2017-02-18,7119
2017-02-19,7116
2017-02-20,7062
2017-02-21,6976
2017-02-22,6942
2017-02-23,6732
2017-02-24,6698
2017-02-25,6683
2017-02-26,6780
2017-02-27,6924
2017-02-28,7083
2017-03-01,7137
2017-03-02,7215
2017-03-03,7363
2017-03-04,7350
2017-03-05,7437
2017-03-06,7356
2017-03-07,7306
2017-03-08,7297
2017-03-09,7237
2017-03-10,7224
2017-03-11,7139
2017-03-12,7128
2017-03-13,7112
2017-03-14,7249
2017-03-15,7300
2017-03-16,7191
2017-03-17,7242
2017-03-18,7334
2017-03-19,7350
2017-03-20,7188
2017-03-21,7159
2017-03-22,7202
2017-03-23,7154
2017-03-24,7126
2017-03-25,7163
2017-03-26,7127
2017-03-27,7096
2017-03-28,7066
2017-03-29,7167
2017-03-30,7272
2017-03-31,7197
2017-04-01,7124
2017-04-02,7133
2017-04-03,7130
2017-04-04,7164
2017-04-12,7341
2017-04-13,7423
2017-04-14,7447
2017-04-15,7424
2017-04-16,7408
2017-04-17,7435
2017-04-18,7430
2017-04-19,7373
2017-04-20,7309
2017-04-21,7369
2017-04-22,7436
2017-04-23,7462
2017-04-24,7443
2017-04-25,7482
2017-04-26,7605
2017-04-27,7858
2017-04-28,7929
2017-04-29,7911
2017-04-30,8045
2017-05-01,8116
2017-05-02,8030
2017-05-03,8005
2017-05-04,8052
2017-05-05,8402
2017-05-06,8690
2017-05-07,8672
2017-05-08,8835
2017-05-09,9076
2017-05-10,9138
2017-05-11,9015
2017-05-12,8725
2017-05-13,8713
2017-05-14,8762
2017-05-15,8756
2017-05-16,8795
2017-05-17,8771
2017-05-18,8716
2017-05-19,8687
2017-05-20,8711
2017-05-21,8831
2017-05-22,8718
2017-05-23,8781
2017-05-24,8628
2017-05-25,8545
2017-05-26,8470
2017-05-27,8367
2017-05-28,8328
2017-05-29,8311
2017-05-30,8335
2017-05-31,8404
2017-06-01,8394
2017-06-02,8174
2017-06-03,8028
2017-06-06,7987
2017-06-07,7927
2017-06-08,7887
2017-06-09,7782
2017-06-10,7749
2017-06-11,7665
2017-06-12,7456
2017-06-13,7196
2017-06-14,7377
2017-06-15,7565
2017-06-16,7517
2017-06-17,7476
2017-06-18,7623
2017-06-19,7731
2017-06-20,7806
2017-06-21,7830
2017-06-22,7879
2017-06-23,7958
2017-06-24,7856
2017-06-25,7822
2017-06-26,7795
2017-06-27,7827
2017-06-28,7838
2017-06-29,7830
2017-06-30,7816
2017-07-01,7801
2017-07-02,7645
2017-07-03,7583
2017-07-04,7584
2017-07-05,7543
2017-07-06,7563
2017-07-07,7551
2017-07-08,7547
2017-07-13,7484
2017-07-14,7431
2017-07-15,7315
2017-07-16,7255
2017-07-17,7341
2017-07-18,7544
2017-07-19,7556
2017-07-20,7684
2017-07-21,7662
2017-07-22,7799
2017-07-23,8012
2017-07-24,8116
2017-07-25,8175
2017-07-26,8180
2017-07-27,8237
2017-07-28,8247
2017-07-29,8229
2017-07-30,8312
2017-07-31,8391
2017-08-01,8422
2017-08-02,8602
2017-08-03,8762
2017-08-04,8801
2017-08-05,8853
2017-08-06,8834
2017-08-09,8593
2017-08-10,8597
2017-08-11,8543
2017-08-12,8401
2017-08-13,8456
2017-08-14,8476
2017-08-15,8442
2017-08-16,8629
2017-08-17,8820
2017-08-18,8908
2017-08-19,8926
2017-08-20,8870
2017-08-22,8799
2017-08-23,8779
2017-08-24,8722
2017-08-25,8637
2017-08-26,8459
2017-08-27,8473
2017-08-28,8532
2017-08-29,8518
2017-08-30,8495
2017-08-31,8528
2017-09-01,8510
2017-09-02,8438
2017-09-03,8447
2017-09-04,8462
2017-09-05,8566
2017-09-06,8566
2017-09-07,8551
2017-09-08,8588
2017-09-09,8535
2017-09-10,8431
2017-09-11,8304
2017-09-12,8271
2017-09-13,8141
2017-09-14,7942
2017-09-15,7722
2017-09-16,7654
2017-09-17,7476
2017-09-19,7394
2017-09-20,7318
2017-09-21,7266
2017-09-22,7274
2017-09-23,7343
2017-09-24,7391
2017-09-25,7299
2017-09-26,7234
2017-09-27,7230
2017-09-28,7201
2017-09-29,7141
2017-09-30,7135
2017-10-01,7137
2017-10-02,7131
2017-10-03,7197
2017-10-04,7131
2017-10-05,7119
2017-10-06,7167
2017-10-07,7180
2017-10-08,7093
2017-10-09,6952
2017-10-10,6935
2017-10-11,6938
2017-10-12,7030
2017-10-13,6995
2017-10-14,6925
2017-10-15,6848
2017-10-16,6823
2017-10-17,6860
2017-10-18,6912
2017-10-19,6916
2017-10-20,6875
2017-10-21,6875
2017-10-22,6827
2017-10-23,6777
2017-10-24,6765
2017-10-25,6783
2017-10-26,6775
2017-10-27,6698
2017-10-28,6654
2017-10-29,6636
2017-10-30,6603
2017-10-31,6622
2017-11-01,6693
2017-11-02,6687
2017-11-03,6658
2017-11-04,6685
2017-11-05,6617
2017-11-06,6583
2017-11-07,6609
2017-11-08,6600
2017-11-09,6585
2017-11-10,6499
2017-11-11,6376
2017-11-12,6315
2017-11-13,6295
2017-11-14,6349
2017-11-15,6358
2017-11-16,6325
2017-11-17,6236
2017-11-18,6244
2017-11-19,6300
2017-11-20,6411
2017-11-21,6398
2017-11-22,6440
2017-11-23,6381
2017-11-24,6316
2017-11-25,6320
2017-11-26,6314
2017-11-27,6409
2017-11-28,6447
2017-11-29,6485
2017-11-30,6522
2017-12-01,6540
2017-12-02,6573
2017-12-03,6651
2017-12-04,6732
2017-12-05,6822
2017-12-06,6832
2017-12-07,6970
2017-12-08,6951
2017-12-09,6836
2017-12-10,6723
2017-12-11,6730
2017-12-12,6782
2017-12-14,6787
2017-12-15,6751
2017-12-16,6710
2017-12-17,6699
2017-12-18,6674
2017-12-19,6651
2017-12-20,6707
2017-12-21,6724
2017-12-22,6762
2017-12-23,6754
2017-12-24,6705
2017-12-25,6674
2017-12-26,6649
2017-12-27,6612
2017-12-28,6589
2017-12-29,6603
2017-12-30,6553
2017-12-31,6486
2018-01-01,6513
2018-01-02,6538
2018-01-03,6540
2018-01-04,6509
2018-01-05,6522
2018-01-06,6660
2018-01-07,6740
2018-01-08,6884
2018-01-09,7057
2018-01-10,7098
2018-01-11,7065
2018-01-12,6983
2018-01-13,6973
2018-01-14,7085
2018-01-15,7129
2018-01-16,7102
2018-01-17,7099
2018-01-18,6982
2018-01-19,6967
2018-01-20,6999
2018-01-21,7047
2018-01-22,7065
2018-01-23,7095
2018-01-24,7142
2018-01-25,7155
2018-01-26,7172
2018-01-27,7109
2018-01-28,7100
2018-01-29,7168
2018-01-31,7195
2018-02-01,7197
2018-02-02,7220
2018-02-03,7275
2018-02-04,7239
2018-02-05,7225
2018-02-06,7199
2018-02-07,7190
2018-02-08,7208
2018-02-09,7378
2018-02-10,7496
2018-02-11,7706
2018-02-12,7873
2018-02-13,8029
2018-02-14,7985
2018-02-15,7884
2018-02-16,7929
2018-02-17,7982
2018-02-18,8187
2018-02-19,8175
2018-02-20,8199
2018-02-21,8205
2018-02-22,8232
2018-02-23,8308
2018-02-24,8315
2018-02-25,8152
2018-02-26,7993
2018-02-27,8000
2018-02-28,8033
2018-03-01,8004
2018-03-02,7960
2018-03-03,7933
2018-03-04,7940
2018-03-05,7891
2018-03-06,7870
2018-03-07,8065
2018-03-08,8077
2018-03-09,8024
2018-03-10,7977
2018-03-11,7935
2018-03-12,7960
2018-03-13,7966
2018-03-14,7880
2018-03-15,7744
2018-03-16,7704
2018-03-17,7771
2018-03-18,7780
2018-03-19,7698
2018-03-20,7537
2018-03-21,7441
2018-03-23,7544
2018-03-24,7495
2018-03-26,7169
2018-03-27,7196
2018-03-28,7370
2018-03-29,7350
2018-03-30,7313
2018-03-31,7214
2018-04-01,7166
2018-04-02,7167
2018-04-03,7264
2018-04-04,7302
2018-04-05,7294
2018-04-06,7254
2018-04-08,7177
2018-04-09,7187
2018-04-10,7210
2018-04-11,7177
2018-04-12,7170
2018-04-13,7177
2018-04-14,7198
2018-04-15,7242
2018-04-16,7257
2018-04-17,7287
2018-04-18,7295
2018-04-19,7375
2018-04-20,7400
2018-04-21,7389
2018-04-22,7419
2018-04-23,7306
2018-04-24,7214
2018-04-25,7182
2018-04-26,7246
2018-04-27,7256
2018-04-28,7226
2018-04-29,7188
2018-04-30,7230
2018-05-01,7294
2018-05-02,7330
2018-05-03,7328
2018-05-04,7330
2018-05-05,7353
2018-05-06,7436
2018-05-07,7440
2018-05-08,7408
2018-05-09,7500
2018-05-10,7606
2018-05-11,7638
2018-05-12,7559
2018-05-13,7500
2018-05-14,7465
2018-05-15,7488
2018-05-16,7566
2018-05-17,7545
2018-05-18,7539
2018-05-19,7505
2018-05-20,7505
2018-05-21,7542
2018-05-22,7599
2018-05-23,7733
2018-05-24,7815
2018-05-25,7831
2018-05-26,7771
2018-05-27,7763
2018-05-28,7739
2018-05-29,7857
2018-05-30,7906
2018-05-31,7873
2018-06-01,7777
2018-06-02,7670
2018-06-03,7666
2018-06-04,7704
2018-06-05,7740
2018-06-06,7714
2018-06-07,7513
2018-06-08,7440
2018-06-09,7360
2018-06-10,7404
2018-06-11,7436
2018-06-12,7385
2018-06-13,7343
2018-06-14,7230
2018-06-15,7253
2018-06-16,7253
2018-06-17,7269
2018-06-18,7240
2018-06-19,7200
2018-06-20,7166
2018-06-21,7092
2018-06-22,7071
2018-06-23,7067
2018-06-24,7035
2018-06-25,7041
2018-06-26,7077
2018-06-27,7081
2018-06-28,7105
2018-06-29,7147
2018-06-30,7177
2018-07-01,7212
2018-07-02,7199
2018-07-03,7191
2018-07-04,7145
2018-07-05,7091
2018-07-06,7091
2018-07-07,7119
2018-07-08,7102
2018-07-09,7107
2018-07-10,7100
2018-07-11,7135
2018-07-12,7175
2018-07-13,7208
2018-07-14,7248
2018-07-15,7252
2018-07-16,7261
2018-07-17,7261
2018-07-18,7237
2018-07-19,7286
2018-07-20,7274
2018-07-21,7266
2018-07-22,7242
2018-07-23,7251
2018-07-24,7248
2018-07-25,7252
2018-07-26,7243
2018-07-27,7267
2018-07-28,7315
2018-07-29,7433
2018-07-30,7420
2018-07-31,7412
2018-08-01,7420
2018-08-02,7418
2018-08-03,7440
2018-08-04,7494
2018-08-05,7493
2018-08-06,7482
2018-08-07,7530
2018-08-08,7556
2018-08-09,7587
2018-08-10,7590
2018-08-11,7653
2018-08-12,7708
2018-08-14,7684
2018-08-16,7630
2018-08-17,7614
2018-08-18,7627
2018-08-19,7645
2018-08-20,7650
2018-08-21,7642
2018-08-22,7656
2018-08-23,7701
2018-08-24,7770
2018-08-25,7804
2018-08-26,7819
2018-08-27,7855
2018-08-28,7880
2018-08-29,7910
2018-08-30,7921
2018-08-31,7908
2018-09-01,8004
2018-09-02,8012
2018-09-03,8023
2018-09-04,8033
2018-09-05,7993
2018-09-06,7997
2018-09-07,7949
2018-09-08,7881
2018-09-09,7840
2018-09-10,7764
2018-09-11,7736
2018-09-12,7699
2018-09-13,7655
2018-09-14,7719
2018-09-15,7765
2018-09-16,7828
2018-09-17,7863
2018-09-18,7963
2018-09-19,7950
2018-09-20,7988
2018-09-21,8023
2018-09-22,7984
2018-09-23,7901
2018-09-24,7825
2018-09-25,7879
2018-09-26,7890
2018-09-27,7953
2018-09-28,7962
2018-09-29,7900
2018-09-30,7867
2018-10-02,7777
2018-10-03,7764
2018-10-04,7772
2018-10-05,7817
2018-10-06,7807
2018-10-07,7795
2018-10-08,7765
2018-10-09,7764
2018-10-10,7796
2018-10-11,7926
2018-10-12,7973
2018-10-13,8088
2018-10-14,8097
2018-10-15,8156
2018-10-16,8199
2018-10-17,8183
2018-10-18,8162
2018-10-19,8152
2018-10-20,8202
2018-10-21,8199
2018-10-22,8253
2018-10-23,8268
2018-10-24,8414
2018-10-25,8568
2018-10-26,8665
2018-10-27,8761
2018-10-28,8894
2018-10-29,8952
2018-10-30,9141
2018-10-31,9219
2018-11-01,9162
2018-11-03,8977
2018-11-04,8919
2018-11-05,8897
2018-11-06,8882
2018-11-07,8828
2018-11-08,8745
2018-11-09,8672
2018-11-10,8524
2018-11-11,8417
2018-11-12,8237
2018-11-13,8179
2018-11-14,8181
2018-11-15,8193
2018-11-16,8240
2018-11-17,8258
2018-11-18,8249
2018-11-19,8221
2018-11-20,8217
2018-11-21,8228
2018-11-22,8131
2018-11-23,7992
2018-11-24,7923
2018-11-25,7907
2018-11-26,7838
2018-11-27,7827
2018-11-28,7775
2018-11-29,7745
2018-12-01,7709
2018-12-02,7726
2018-12-03,7835
2018-12-04,7907
2018-12-05,7938
2018-12-07,7943
2018-12-09,8014
2018-12-10,8049
2018-12-11,8106
2018-12-12,8145
2018-12-13,8204
2018-12-14,8222
2018-12-15,8245
2018-12-16,8286
2018-12-17,8272
2018-12-18,8239
2018-12-19,8238
2018-12-20,8237
2018-12-21,8221
2018-12-22,8219
2018-12-23,8170
2018-12-24,8104
2018-12-25,8076
2018-12-26,8063
2018-12-27,8133
2018-12-28,8211
2018-12-29,8195
2018-12-30,8147
2018-12-31,8100
2019-01-01,8074
2019-01-02,8039
2019-01-03,7987
2019-01-04,7959
2019-01-05,7941
2019-01-06,7965
2019-01-08,7999
2019-01-10,7682
2019-01-11,7771
2019-01-12,7871
2019-01-13,7913
2019-01-14,7986
2019-01-15,8045
2019-01-16,8094
2019-01-17,8056
2019-01-18,7974
2019-01-19,7890
2019-01-20,7862
2019-01-21,7855
2019-01-22,7822
2019-01-23,7818
2019-01-24,7795
2019-01-25,7785
2019-01-26,7750
2019-01-27,7729
2019-01-28,7674
2019-01-29,7670
2019-01-30,7708
2019-01-31,7783
2019-02-01,7814
2019-02-02,7829
2019-02-03,7796
2019-02-04,7740
2019-02-05,7717
2019-02-06,7723
2019-02-07,7718
2019-02-08,7738
2019-02-09,7732
2019-02-10,7715
2019-02-11,7702
2019-02-12,7713
2019-02-13,7672
2019-02-14,7613
2019-02-15,7580
2019-02-16,7579
2019-02-17,7511
2019-02-18,7414
2019-02-19,7317
2019-02-20,7257
2019-02-21,7232
2019-02-22,7176
2019-02-23,7101
2019-02-24,7015
2019-02-25,6963
2019-02-26,6905
2019-02-27,6924
2019-02-28,6970
2019-03-01,6978
2019-03-02,7000
2019-03-03,6938
2019-03-04,6875
2019-03-05,6882
2019-03-06,6891
2019-03-07,6818
2019-03-08,6785
2019-03-09,6736
2019-03-10,6663
2019-03-11,6653
2019-03-12,6661
2019-03-13,6684
2019-03-14,6762
2019-03-15,6855
2019-03-16,6922
2019-03-17,6942
2019-03-18,6913
2019-03-19,6891
2019-03-20,6870
2019-03-21,6866
2019-03-22,6835
2019-03-23,6836
2019-03-24,6812
2019-03-25,6804
2019-03-26,6815
2019-03-27,6791
2019-03-28,6776
2019-03-29,6782
2019-03-30,6796
2019-03-31,6796
2019-04-01,6781
2019-04-02,6784
2019-04-03,6762
2019-04-04,6753
2019-04-05,6754
