date_obj,Ring%20of%20suffering price
2016-12-10,14700787
2016-12-11,14621832
2016-12-12,14570560
2016-12-13,14461904
2016-12-14,14303664
2016-12-15,14303664
2016-12-16,14463203
2016-12-17,14617275
2016-12-18,14617275
2016-12-19,15055212
2016-12-20,15227355
2016-12-21,15244405
2016-12-22,15244405
2016-12-23,15670499
2016-12-24,15670499
2016-12-25,15933139
2016-12-26,15933139
2016-12-27,16282490
2016-12-28,15937329
2016-12-29,15521361
2016-12-30,15521361
2016-12-31,15352468
2017-01-01,15352140
2017-01-02,15823836
2017-01-03,16100425
2017-01-04,16626457
2017-01-05,15964118
2017-01-06,15981802
2017-01-07,15812233
2017-01-08,15642260
2017-01-09,15163994
2017-01-10,15367271
2017-01-11,15661439
2017-01-12,15935733
2017-01-13,15818711
2017-01-14,15901354
2017-01-15,16259720
2017-01-16,15923817
2017-01-17,16021323
2017-01-18,16113625
2017-01-19,16033039
2017-01-20,16137768
2017-01-21,16485087
2017-01-22,16433714
2017-01-27,15975737
2017-01-28,15908493
2017-01-29,15917052
2017-01-30,15917052
2017-01-31,15763321
2017-02-01,15611099
2017-02-02,15437236
2017-02-03,15221097
2017-02-04,15349347
2017-02-05,15557809
2017-02-06,15661109
2017-02-07,15656567
2017-02-08,15765403
2017-02-09,15765403
2017-02-10,15853553
2017-02-11,16074922
2017-02-12,16074922
2017-02-13,16048920
2017-02-14,16090095
2017-02-15,16085663
2017-02-16,16068084
2017-02-18,16194936
2017-02-19,16123035
2017-02-20,16050873
2017-02-21,15915998
2017-02-22,15745329
2017-02-23,15184706
2017-02-24,14973725
2017-02-25,15022091
2017-02-26,15176196
2017-02-27,15323072
2017-02-28,15326983
2017-03-01,15321074
2017-03-02,15345179
2017-03-03,15498881
2017-03-04,15536515
2017-03-05,15719656
2017-03-06,15746141
2017-03-07,15740178
2017-03-08,15713367
2017-03-09,15695869
2017-03-10,15729202
2017-03-11,15625234
2017-03-12,15563481
2017-03-13,15539209
2017-03-14,15344721
2017-03-15,15319611
2017-03-16,15073345
2017-03-17,14548083
2017-03-18,14115985
2017-03-19,13838940
2017-03-20,13280976
2017-03-21,13718124
2017-03-22,14371572
2017-03-23,14512758
2017-03-24,14429996
2017-03-25,14429996
2017-03-26,14316789
2017-03-27,14378520
2017-03-28,14294706
2017-03-29,14226375
2017-03-30,14147014
2017-03-31,14172496
2017-04-01,14353607
2017-04-02,14284419
2017-04-03,14263533
2017-04-04,14204384
2017-04-12,14592429
2017-04-13,14789008
2017-04-14,14963742
2017-04-15,15116940
2017-04-16,14997026
2017-04-17,14934556
2017-04-18,14772178
2017-04-19,14957309
2017-04-20,15131241
2017-04-21,15298948
2017-04-22,15369425
2017-04-23,15276208
2017-04-24,15271306
2017-04-25,15217875
2017-04-26,15217875
2017-04-27,15094903
2017-04-28,15156028
2017-04-29,15195779
2017-04-30,15371929
2017-05-01,15317378
2017-05-02,15328607
2017-05-03,15364415
2017-05-04,15447611
2017-05-05,15467873
2017-05-06,15677581
2017-05-07,15884676
2017-05-08,15983271
2017-05-09,16004428
2017-05-10,15912243
2017-05-11,15864210
2017-05-12,15733762
2017-05-13,15759993
2017-05-14,15719535
2017-05-15,15696525
2017-05-16,15585567
2017-05-17,15513469
2017-05-18,15480524
2017-05-19,15458360
2017-05-20,15396057
2017-05-21,15396057
2017-05-22,15236714
2017-05-23,15096834
2017-05-24,14878093
2017-05-25,14134188
2017-05-26,13427478
2017-05-27,12756104
2017-05-28,12123118
2017-05-29,11606221
2017-05-30,11216126
2017-05-31,11337963
2017-06-01,11031281
2017-06-02,10479743
2017-06-03,9955755
2017-06-06,8565019
2017-06-07,8264521
2017-06-08,8264521
2017-06-09,8035327
2017-06-10,7633599
2017-06-11,7700962
2017-06-12,7474270
2017-06-13,7666309
2017-06-14,8049625
2017-06-15,8355928
2017-06-16,8491994
2017-06-17,8504795
2017-06-18,8758211
2017-06-19,8758211
2017-06-20,8714827
2017-06-21,8671371
2017-06-22,8671371
2017-06-23,8457581
2017-06-24,8267146
2017-06-25,8122131
2017-06-26,7980638
2017-06-27,8333385
2017-06-28,8333385
2017-06-29,8471730
2017-06-30,8466629
2017-07-01,8466629
2017-07-02,8421820
2017-07-03,8436214
2017-07-04,8708011
2017-07-05,8708011
2017-07-06,8814752
2017-07-07,8814752
2017-07-08,8932724
2017-07-13,9215360
2017-07-14,8885624
2017-07-15,8885624
2017-07-16,8887812
2017-07-17,9320072
2017-07-18,9754639
2017-07-19,10040315
2017-07-20,10070735
2017-07-21,10058805
2017-07-22,10115769
2017-07-23,10297295
2017-07-24,10297295
2017-07-25,10803122
2017-07-26,10876008
2017-07-27,10971698
2017-07-28,11003834
2017-07-29,11003834
2017-07-30,10729808
2017-07-31,10729808
2017-08-01,10193436
2017-08-02,10437388
2017-08-03,10863190
2017-08-04,10863190
2017-08-05,11031379
2017-08-06,11031379
2017-08-09,11057902
2017-08-10,11058608
2017-08-11,11011547
2017-08-12,10978391
2017-08-13,10941385
2017-08-14,10748219
2017-08-15,10715322
2017-08-17,10985633
2017-08-18,10985633
2017-08-19,11022378
2017-08-20,10994325
2017-08-22,11435255
2017-08-23,11321348
2017-08-24,11321348
2017-08-25,11400302
2017-08-26,11472014
2017-08-27,11575396
2017-08-28,11436126
2017-08-29,11436126
2017-08-30,11258185
2017-08-31,11193811
2017-09-01,11193811
2017-09-02,11468621
2017-09-03,11468621
2017-09-04,12005048
2017-09-05,12102559
2017-09-06,11877839
2017-09-07,11611280
2017-09-08,11611280
2017-09-09,11690702
2017-09-10,11860172
2017-09-11,11719469
2017-09-12,11719469
2017-09-13,11585088
2017-09-14,11259230
2017-09-15,11259230
2017-09-16,11240924
2017-09-17,11187854
2017-09-19,11218136
2017-09-20,11019923
2017-09-21,10977070
2017-09-22,10939625
2017-09-23,10939625
2017-09-24,10983341
2017-09-25,10961387
2017-09-26,11135735
2017-09-27,11135735
2017-09-28,10934407
2017-09-29,10980876
2017-09-30,11042704
2017-10-01,11092459
2017-10-02,11171777
2017-10-03,11171777
2017-10-04,11044344
2017-10-05,10957311
2017-10-06,11007420
2017-10-07,11051531
2017-10-08,11249804
2017-10-09,11183435
2017-10-10,11190628
2017-10-11,11190628
2017-10-12,11205974
2017-10-13,11302517
2017-10-14,11467328
2017-10-15,11467328
2017-10-16,11517938
2017-10-17,11517938
2017-10-18,11388153
2017-10-19,11349610
2017-10-20,11377640
2017-10-21,11439913
2017-10-22,11358320
2017-10-23,11476068
2017-10-24,11482311
2017-10-25,11490762
2017-10-26,11672709
2017-10-27,11846536
2017-10-28,11846536
2017-10-29,11935223
2017-10-30,11989872
2017-10-31,12358549
2017-11-01,12358549
2017-11-02,12307219
2017-11-03,12417946
2017-11-04,12509689
2017-11-05,12342165
2017-11-06,12374386
2017-11-07,12374386
2017-11-08,12313190
2017-11-09,11973168
2017-11-10,11967800
2017-11-11,11991208
2017-11-12,12039263
2017-11-13,12080801
2017-11-14,12006579
2017-11-15,12085007
2017-11-16,12148770
2017-11-17,12086109
2017-11-18,12098497
2017-11-19,12125327
2017-11-20,12067190
2017-11-21,12101376
2017-11-22,11973321
2017-11-23,11846649
2017-11-24,11933803
2017-11-25,11940855
2017-11-26,12008718
2017-11-27,12008718
2017-11-28,11910955
2017-11-29,11934169
2017-11-30,11928175
2017-12-01,11887862
2017-12-02,11925801
2017-12-03,11989782
2017-12-04,11878963
2017-12-05,11884523
2017-12-06,11874372
2017-12-07,11875070
2017-12-08,11875070
2017-12-09,12028703
2017-12-10,12038956
2017-12-11,11928312
2017-12-12,11898677
2017-12-14,11876031
2017-12-15,12039075
2017-12-16,12050858
2017-12-17,12030234
2017-12-18,12006014
2017-12-19,12014764
2017-12-20,11992404
2017-12-21,12020604
2017-12-22,12187691
2017-12-23,12435197
2017-12-24,12393032
2017-12-25,12526904
2017-12-26,12588765
2017-12-27,12724350
2017-12-28,12796008
2017-12-29,12689487
2017-12-30,12881429
2017-12-31,12718453
2018-01-01,12810053
2018-01-02,12871246
2018-01-03,12994885
2018-01-04,12893548
2018-01-05,12798350
2018-01-06,12766223
2018-01-07,12746150
2018-01-08,12550575
2018-01-09,12256940
2018-01-10,12116861
2018-01-11,11946981
2018-01-12,12087828
2018-01-13,12254638
2018-01-14,12212486
2018-01-15,12109369
2018-01-16,12044290
2018-01-17,11896594
2018-01-18,11708839
2018-01-19,11708839
2018-01-20,11884350
2018-01-21,12105782
2018-01-22,12088919
2018-01-23,12183593
2018-01-24,12161387
2018-01-25,12148188
2018-01-26,12272436
2018-01-27,12296793
2018-01-28,12505356
2018-01-29,12455235
2018-01-31,12462080
2018-02-01,12513901
2018-02-02,12607523
2018-02-03,12698832
2018-02-04,12702383
2018-02-05,12634936
2018-02-06,12694179
2018-02-07,12752581
2018-02-08,12619735
2018-02-09,12618416
2018-02-10,12555909
2018-02-11,12351834
2018-02-12,12325436
2018-02-13,12193131
2018-02-14,12103642
2018-02-15,12263257
2018-02-16,12300768
2018-02-17,12536104
2018-02-18,12649314
2018-02-19,12739559
2018-02-20,12999521
2018-02-21,13054136
2018-02-22,13186905
2018-02-23,13659595
2018-02-24,13852464
2018-02-25,14006986
2018-02-26,13947192
2018-02-27,13851658
2018-02-28,13926432
2018-03-01,13945697
2018-03-02,13967897
2018-03-03,13921870
2018-03-04,13845312
2018-03-05,13855807
2018-03-06,13738979
2018-03-07,13644341
2018-03-08,13655715
2018-03-09,13729049
2018-03-10,13843146
2018-03-11,13724704
2018-03-12,13804753
2018-03-13,13787319
2018-03-14,13898530
2018-03-15,13932082
2018-03-16,13948863
2018-03-17,14119523
2018-03-18,14184395
2018-03-19,14233113
2018-03-20,14246830
2018-03-21,14249883
2018-03-23,14649628
2018-03-24,14711936
2018-03-26,14724020
2018-03-27,14675476
2018-03-29,14313661
2018-03-30,14302187
2018-03-31,14375069
2018-04-01,14380767
2018-04-02,14402552
2018-04-03,14439365
2018-04-04,14404153
2018-04-05,14494741
2018-04-06,14425656
2018-04-08,14546772
2018-04-09,14579646
2018-04-10,14645956
2018-04-11,14618644
2018-04-12,14708844
2018-04-13,14828469
2018-04-14,14920354
2018-04-15,15022841
2018-04-16,15161625
2018-04-17,15016289
2018-04-18,14986627
2018-04-19,15032232
2018-04-20,15133610
2018-04-21,15256470
2018-04-22,15229711
2018-04-23,15359358
2018-04-24,15373587
2018-04-25,15357239
2018-04-26,15365606
2018-04-27,15398111
2018-04-28,15701586
2018-04-29,16060365
2018-04-30,16072684
2018-05-01,16058623
2018-05-02,16118782
2018-05-03,16110949
2018-05-04,16063090
2018-05-05,15993321
2018-05-06,15889422
2018-05-07,15749520
2018-05-08,15591869
2018-05-09,15005221
2018-05-10,14257907
2018-05-11,14170758
2018-05-12,14780921
2018-05-13,14699803
2018-05-14,14920137
2018-05-15,15115983
2018-05-16,14930465
2018-05-17,14944211
2018-05-18,15055986
2018-05-19,15119927
2018-05-20,15244226
2018-05-21,15221916
2018-05-22,15202584
2018-05-23,15122604
2018-05-24,15169629
2018-05-25,15164465
2018-05-26,15171493
2018-05-27,15199743
2018-05-28,15165392
2018-05-29,15187122
2018-05-30,15218268
2018-05-31,15212823
2018-06-01,15208473
2018-06-02,15129507
2018-06-03,15099600
2018-06-04,15054778
2018-06-05,14986798
2018-06-06,14718795
2018-06-07,14088781
2018-06-08,13674176
2018-06-09,13546574
2018-06-10,13752359
2018-06-11,13798205
2018-06-12,13660371
2018-06-13,13360424
2018-06-14,13718667
2018-06-15,13952211
2018-06-16,14401361
2018-06-17,14573703
2018-06-18,14400228
2018-06-19,14320107
2018-06-20,14134584
2018-06-21,14285689
2018-06-22,14408478
2018-06-23,14252615
2018-06-24,14373080
2018-06-25,14326121
2018-06-26,14292218
2018-06-27,14294905
2018-06-28,14154906
2018-06-29,14124762
2018-06-30,14281123
2018-07-01,14418791
2018-07-02,14419403
2018-07-03,14498579
2018-07-04,14478688
2018-07-05,14700384
2018-07-06,14914270
2018-07-07,15338762
2018-07-08,15512437
2018-07-09,15433694
2018-07-10,15429032
2018-07-11,15670317
2018-07-12,15797551
2018-07-13,16127354
2018-07-14,16482496
2018-07-15,16363239
2018-07-16,16665767
2018-07-17,16724390
2018-07-18,16612493
2018-07-19,16676215
2018-07-20,16671172
2018-07-21,16956161
2018-07-22,17330414
2018-07-23,17240900
2018-07-24,17169699
2018-07-25,16856517
2018-07-26,16588316
2018-07-27,15811146
2018-07-28,15674256
2018-07-29,15952886
2018-07-30,15838468
2018-07-31,15812462
2018-08-01,15918310
2018-08-02,15906800
2018-08-03,15928954
2018-08-04,15898380
2018-08-05,15855017
2018-08-06,15776810
2018-08-07,15563728
2018-08-08,15098063
2018-08-09,15018723
2018-08-10,14870884
2018-08-11,14770006
2018-08-12,14749970
2018-08-14,14777388
2018-08-16,14396488
2018-08-17,14424447
2018-08-18,14717019
2018-08-19,15044394
2018-08-20,15510844
2018-08-21,15625494
2018-08-22,15657234
2018-08-23,15856556
2018-08-24,15911297
2018-08-25,15981206
2018-08-26,15919363
2018-08-27,15948562
2018-08-28,15820004
2018-08-29,15874738
2018-08-30,15869688
2018-08-31,15865694
2018-09-01,15996618
2018-09-02,15995852
2018-09-03,16070842
2018-09-04,16007869
2018-09-05,16060770
2018-09-06,15978291
2018-09-07,16021135
2018-09-08,16038437
2018-09-09,15982517
2018-09-10,15798520
2018-09-11,15666535
2018-09-12,15580893
2018-09-13,15411029
2018-09-14,15401791
2018-09-15,15631992
2018-09-16,15694623
2018-09-17,15722561
2018-09-18,15633314
2018-09-19,15578976
2018-09-20,15534485
2018-09-21,15492990
2018-09-22,15568128
2018-09-23,15709416
2018-09-24,15712955
2018-09-25,15641951
2018-09-26,15653706
2018-09-27,15636870
2018-09-28,15837753
2018-09-29,15904193
2018-09-30,15926743
2018-10-02,15865772
2018-10-03,15835137
2018-10-04,15818086
2018-10-05,15891325
2018-10-06,15876173
2018-10-07,15826210
2018-10-08,15822807
2018-10-09,15847189
2018-10-10,15858035
2018-10-11,15849720
2018-10-12,15846816
2018-10-13,15869458
2018-10-14,15849825
2018-10-15,15890710
2018-10-16,15875815
2018-10-17,15885674
2018-10-18,15811546
2018-10-19,15776684
2018-10-20,15777250
2018-10-21,15809463
2018-10-22,15792905
2018-10-23,15767796
2018-10-24,15706838
2018-10-25,15586881
2018-10-26,15538332
2018-10-27,15525192
2018-10-28,15528781
2018-10-29,15486118
2018-10-30,15454077
2018-10-31,15380936
2018-11-01,15361959
2018-11-03,15214108
2018-11-04,15219426
2018-11-05,15243707
2018-11-06,15173325
2018-11-07,15121913
2018-11-08,14993488
2018-11-09,14848246
2018-11-10,14796317
2018-11-11,14707491
2018-11-12,14747229
2018-11-13,14545157
2018-11-14,14336013
2018-11-15,14024118
2018-11-16,13896343
2018-11-17,13837021
2018-11-18,13927524
2018-11-19,14011301
2018-11-20,13819853
2018-11-21,13643666
2018-11-22,13395180
2018-11-23,12839909
2018-11-24,12874782
2018-11-25,13205208
2018-11-26,13280191
2018-11-27,13555460
2018-11-28,13852764
2018-11-29,14218008
2018-12-01,14378820
2018-12-02,14282310
2018-12-03,14198681
2018-12-04,13970707
2018-12-05,13972881
2018-12-07,13856554
2018-12-09,13852499
2018-12-10,13980745
2018-12-11,14049187
2018-12-12,14067099
2018-12-13,14121557
2018-12-14,14236362
2018-12-15,14261655
2018-12-16,14223489
2018-12-17,14213979
2018-12-18,14212080
2018-12-19,14176120
2018-12-20,14197190
2018-12-21,14232272
2018-12-22,14119095
2018-12-23,14201823
2018-12-24,14182871
2018-12-25,14323532
2018-12-26,14375432
2018-12-27,14459983
2018-12-28,14599524
2018-12-29,14635955
2018-12-30,14635127
2018-12-31,14531396
2019-01-01,14341469
2019-01-02,14274713
2019-01-03,14273292
2019-01-04,14300177
2019-01-05,14469409
2019-01-06,14598097
2019-01-08,14738254
2019-01-10,14206790
2019-01-11,13672188
2019-01-12,13786382
2019-01-13,14114195
2019-01-14,14451278
2019-01-15,14854838
2019-01-16,14873567
2019-01-17,15274687
2019-01-18,15306592
2019-01-19,15452474
2019-01-20,15609813
2019-01-21,15878512
2019-01-22,16010511
2019-01-23,16182281
2019-01-24,16376261
2019-01-25,16392059
2019-01-26,16573945
2019-01-27,16831716
2019-01-28,16699078
2019-01-29,16702905
2019-01-30,16756945
2019-01-31,16695153
2019-02-01,16951027
2019-02-02,17256316
2019-02-03,17432607
2019-02-04,17432377
2019-02-05,17265421
2019-02-06,17248422
2019-02-07,17086158
2019-02-08,16981256
2019-02-09,17016449
2019-02-10,16949911
2019-02-11,16795622
2019-02-12,16654299
2019-02-13,16211103
2019-02-14,15696755
2019-02-15,15698807
2019-02-16,16004344
2019-02-17,16260570
2019-02-18,16323788
2019-02-19,16616927
2019-02-20,16568144
2019-02-21,16785178
2019-02-22,16674832
2019-02-23,16732778
2019-02-24,16908212
2019-02-25,16874923
2019-02-26,16807812
2019-02-27,16931565
2019-02-28,16743887
2019-03-01,16779697
2019-03-02,16869210
2019-03-03,16837253
2019-03-04,16829936
2019-03-05,16761534
2019-03-06,16866202
2019-03-07,16856835
2019-03-08,16897899
2019-03-09,16896771
2019-03-10,16924004
2019-03-11,16936872
2019-03-12,16941891
2019-03-13,16811579
2019-03-14,16870437
2019-03-15,16870464
2019-03-16,16859946
2019-03-17,16772360
2019-03-18,16601069
2019-03-19,16551438
2019-03-20,16252320
2019-03-21,16153874
2019-03-22,16321586
2019-03-23,16204613
2019-03-24,16365896
2019-03-25,16420035
2019-03-26,16477043
2019-03-27,16431248
2019-03-28,16299023
2019-03-29,16374976
2019-03-30,16416531
2019-03-31,16449705
2019-04-01,16467872
2019-04-02,16542145
2019-04-03,16672473
2019-04-04,16584894
2019-04-05,16638165
2019-04-06,16639275
2019-04-07,16622764
2019-04-08,16595096
2019-04-09,16636497
2019-04-10,16768175
2019-04-11,16611163
2019-04-12,16704961
2019-04-13,16871380
2019-04-14,16762744
2019-04-15,16824037
2019-04-16,16773103
2019-04-17,16603447
2019-04-18,16420396
2019-04-19,16363169
2019-04-20,16374848
2019-04-21,16440493
2019-04-22,16415224
2019-04-23,16360337
2019-04-24,16309126
2019-04-25,16307757
2019-04-26,16353190
2019-04-27,16330113
2019-04-28,16292952
2019-04-29,16270691
2019-04-30,16222483
2019-05-01,16222344
2019-05-02,16128884
2019-05-03,16100498
2019-05-04,16109667
2019-05-05,16047076
2019-05-06,16016118
2019-05-07,16016811
2019-05-08,15967098
2019-05-09,15561362
2019-05-10,15267634
2019-05-11,15397618
2019-05-12,15322797
2019-05-13,15212452
2019-05-14,15190567
2019-05-15,15187771
2019-05-16,15031699
2019-05-17,14921022
2019-05-18,14738623
2019-05-19,14616858
2019-05-20,14642458
2019-05-21,14595548
2019-05-22,14614680
2019-05-23,14608301
2019-05-24,14631474
2019-05-25,14701600
2019-05-26,14697837
2019-05-27,14616606
2019-05-28,14512642
2019-05-29,14620954
2019-05-30,14578988
2019-05-31,14567742
2019-06-01,14600452
2019-06-02,14588595
2019-06-03,14527905
2019-06-04,14437643
2019-06-05,14272690
2019-06-06,14150908
2019-06-07,14118226
2019-06-08,14086305
2019-06-09,14012302
2019-06-10,13942979
2019-06-11,13872798
2019-06-12,13774041
2019-06-13,13695490
2019-06-14,13692781
2019-06-15,13788799
2019-06-16,13844678
2019-06-17,13842260
2019-06-18,13824460
2019-06-19,13696610
2019-06-20,13317414
2019-06-21,12886118
2019-06-22,12873380
2019-06-23,12595151
2019-06-24,12230475
2019-06-25,12675823
2019-06-26,13214121
2019-06-27,13741597
2019-06-28,13886343
2019-06-29,14381198
2019-06-30,14523267
2019-07-01,14381437
2019-07-02,14063601
2019-07-03,13891801
2019-07-04,13724888
2019-07-05,13849106
2019-07-06,13988912
2019-07-07,14209343
2019-07-08,14002502
2019-07-09,14078893
2019-07-10,14003946
2019-07-11,14016835
2019-07-12,13941893
2019-07-13,13943296
2019-07-14,13834705
2019-07-15,13881945
2019-07-16,13904388
2019-07-17,13893475
2019-07-18,13842885
2019-07-19,13856600
2019-07-20,13920077
2019-07-21,13930329
2019-07-22,14081530
2019-07-23,14015871
2019-07-24,13925526
2019-07-25,13889366
2019-07-26,13784894
2019-07-27,13767160
2019-07-28,13815414
2019-07-29,13749003
2019-07-30,13655618
2019-07-31,13678267
2019-08-01,13753043
2019-08-02,13842478
2019-08-03,13871800
2019-08-04,13794192
2019-08-05,13773442
2019-08-06,13818161
2019-08-07,14086273
2019-08-08,13847745
2019-08-09,13858536
2019-08-10,13966029
2019-08-11,14111540
2019-08-12,14017191
2019-08-13,14019218
2019-08-14,13967145
2019-08-15,13910013
2019-08-16,13895814
2019-08-17,13887257
2019-08-18,13821638
2019-08-19,13769553
2019-08-20,13715519
2019-08-21,13761550
2019-08-22,13671075
2019-08-23,13683531
2019-08-24,13691452
2019-08-24,13691452
2019-08-25,13667647
2019-08-25,13667647
2019-08-26,13620820
2019-08-26,13620820
2019-08-27,13638965
2019-08-27,13638965
2019-08-28,13624464
2019-08-29,13562060
2019-08-30,13590362
2019-08-31,13525938
2019-09-01,13570783
2019-09-02,13730514
2019-09-03,13740325
2019-09-04,13580906
2019-09-05,13531683
2019-09-06,13553664
2019-09-07,13574588
2019-09-08,13592810
2019-09-09,13533661
2019-09-10,13489100
2019-09-11,13401610
2019-09-12,13327278
2019-09-13,13319909
2019-09-14,13316319
2019-09-15,13255587
2019-09-16,13284964
2019-09-17,13344422
2019-09-18,13290526
2019-09-19,13270110
2019-09-20,13235733
2019-09-21,13228911
2019-09-22,13166863
2019-09-23,13181423
2019-09-24,13133857
2019-09-25,13146220
2019-09-26,13379443
2019-09-27,13168183
2019-09-28,13277789
2019-09-29,13776603
2019-09-30,13912892
2019-10-01,14215121
2019-10-02,14054649
2019-10-03,14145782
2019-10-04,14321892
2019-10-05,14465898
2019-10-06,14977138
2019-10-07,15106393
2019-10-08,15219137
2019-10-09,15209455
2019-10-10,15207831
2019-10-11,15169099
2019-10-12,15318402
2019-10-13,15228282
2019-10-14,15199504
2019-10-15,15345590
2019-10-16,15191638
2019-10-17,15254744
2019-10-18,15185734
2019-10-19,15337741
2019-10-20,15483513
2019-10-21,15556580
2019-10-22,15446639
2019-10-23,15389060
2019-10-24,15289444
2019-10-25,15252037
2019-10-26,15302230
2019-10-27,15291221
2019-10-28,15208983
2019-10-29,15215592
2019-10-30,15202875
2019-10-31,15056533
2019-11-01,15007363
2019-11-02,15015509
2019-11-03,15069484
2019-11-04,15013024
2019-11-05,14919399
2019-11-06,15006723
2019-11-07,14988034
2019-11-08,14959688
2019-11-09,15134471
2019-11-10,15407575
2019-11-11,15266261
2019-11-12,15431267
2019-11-13,15315383
2019-11-14,15185986
2019-11-15,15193900
2019-11-16,15603062
2019-11-17,15534222
2019-11-18,15559700
2019-11-19,15385272
2019-11-20,15217540
2019-11-21,15600732
2019-11-22,15500160
2019-11-23,15289956
2019-11-24,15340738
2019-11-25,15440455
2019-11-26,15478666
2019-11-27,15827765
2019-11-28,15770500
2019-11-29,15724503
2019-11-30,15699394
2019-12-01,15778797
2019-12-02,15771726
2019-12-03,15652520
2019-12-04,15356404
2019-12-05,15500159
2019-12-06,15377813
2019-12-07,15388538
2019-12-08,15575669
2019-12-09,15513958
2019-12-10,15481335
2019-12-11,15344844
2019-12-12,15256986
2019-12-13,15225482
2019-12-14,15718726
2019-12-15,15477623
2019-12-16,15479202
2019-12-17,15541485
2019-12-18,15547066
2019-12-19,15316933
2019-12-20,15357375
2019-12-21,15428221
2019-12-22,15375648
2019-12-23,15324301
2019-12-24,15444516
2019-12-25,15443958
2019-12-26,15264608
2019-12-27,15293000
2019-12-28,15473190
2019-12-29,15514680
2019-12-30,15584981
