date_obj,Nature%20rune price
2019-09-07,208
2019-09-08,207
2019-09-09,207
2019-09-10,207
2019-09-11,206
2019-09-12,206
2019-09-13,207
2019-09-14,210
2019-09-15,213
2019-09-16,217
2019-09-17,218
2019-09-18,217
2019-09-19,215
2019-09-20,213
2019-09-21,212
2019-09-22,214
2019-09-23,219
2019-09-24,225
2019-09-25,225
2019-09-26,225
2019-09-27,224
2019-09-28,223
2019-09-29,224
2019-09-30,224
2019-10-01,227
2019-10-02,231
2019-10-03,237
2019-10-04,239
2019-10-05,241
2019-10-06,244
2019-10-07,252
2019-10-08,250
2019-10-09,247
2019-10-10,243
2019-10-11,242
2019-10-12,239
2019-10-13,238
2019-10-14,241
2019-10-15,241
2019-10-16,241
2019-10-17,240
2019-10-18,238
2019-10-19,237
2019-10-20,237
2019-10-21,236
2019-10-22,234
2019-10-23,233
2019-10-24,230
2019-10-25,226
2019-10-26,222
2019-10-27,224
2019-10-28,226
2019-10-29,226
2019-10-30,227
2019-10-31,228
2019-11-01,226
2019-11-02,227
2019-11-03,229
2019-11-04,232
2019-11-05,232
2019-11-06,231
2019-11-07,230
2019-11-08,228
2019-11-09,227
2019-11-10,229
2019-11-11,231
2019-11-12,235
2019-11-13,234
2019-11-14,233
2019-11-15,230
2019-11-16,225
2019-11-17,225
2019-11-18,224
2019-11-19,224
2019-11-20,223
2019-11-21,222
2019-11-22,220
2019-11-23,218
2019-11-24,216
2019-11-25,217
2019-11-26,218
2019-11-27,219
2019-11-28,223
2019-11-29,232
2019-11-30,239
2019-12-01,249
2019-12-02,255
2019-12-03,254
2019-12-04,246
2019-12-05,236
2019-12-06,229
2019-12-07,221
2019-12-08,222
2019-12-09,228
2019-12-10,229
2019-12-11,227
2019-12-12,223
2019-12-13,221
2019-12-14,219
2019-12-15,219
2019-12-16,218
2019-12-17,216
2019-12-18,216
2019-12-19,216
2019-12-20,216
2019-12-21,215
2019-12-22,217
2019-12-23,218
2019-12-24,219
2019-12-25,224
2019-12-26,224
2019-12-27,225
2019-12-28,224
2019-12-29,225
2019-12-30,226
2019-12-31,232
2020-01-01,242
2020-01-02,250
2020-01-03,258
2020-01-04,264
2020-01-05,269
2020-01-06,266
2020-01-07,262
2020-01-08,260
2020-01-09,258
2020-01-10,255
2020-01-11,252
2020-01-12,252
2020-01-13,252
2020-01-14,253
2020-01-15,254
2020-01-16,254
2020-01-17,253
2020-01-18,254
2020-01-19,257
2020-01-20,263
2020-01-21,262
2020-01-22,264
2020-01-23,263
2020-01-24,261
2020-01-25,260
2020-01-26,258
2020-01-27,257
2020-01-28,256
2020-01-29,252
2020-01-30,249
2020-01-31,241
2020-02-01,235
2020-02-02,235
2020-02-03,238
2020-02-04,241
2020-02-05,240
2020-02-06,234
2020-02-07,234
2020-02-08,235
2020-02-09,243
2020-02-10,252
2020-02-11,257
2020-02-12,259
2020-02-13,260
2020-02-14,261
2020-02-15,262
2020-02-16,264
2020-02-17,269
2020-02-18,270
2020-02-19,270
2020-02-20,271
2020-02-21,271
2020-02-22,270
2020-02-23,272
2020-02-24,273
2020-02-25,274
2020-02-26,277
2020-02-27,280
2020-02-28,274
2020-02-29,271
2020-03-01,271
2020-03-02,270
2020-03-03,268
2020-03-04,264
2020-03-05,260
2020-03-06,256
2020-03-07,251
2020-03-08,251
2020-03-09,251
2020-03-10,250
2020-03-11,249
2020-03-12,248
2020-03-13,246
2020-03-14,246
2020-03-15,249
2020-03-16,252
2020-03-17,256
2020-03-18,265
2020-03-19,269
2020-03-20,269
2020-03-21,268
2020-03-22,271
2020-03-23,273
2020-03-24,278
2020-03-25,283
2020-03-26,289
2020-03-27,290
2020-03-28,286
2020-03-29,281
2020-03-30,280
2020-03-31,282
2020-04-01,284
2020-04-02,285
2020-04-03,286
2020-04-04,286
2020-04-05,288
2020-04-06,293
2020-04-07,297
2020-04-08,298
2020-04-09,299
2020-04-10,297
2020-04-11,296
2020-04-12,295
2020-04-13,293
2020-04-14,288
2020-04-15,280
2020-04-16,275
2020-04-17,268
2020-04-18,264
2020-04-19,267
2020-04-20,272
2020-04-21,273
2020-04-22,273
2020-04-23,271
2020-04-24,269
2020-04-25,266
2020-04-26,266
2020-04-27,267
2020-04-28,266
2020-04-29,260
2020-04-30,259
2020-05-01,256
2020-05-02,255
2020-05-03,255
2020-05-04,256
2020-05-05,256
2020-05-06,256
2020-05-07,255
2020-05-08,252
2020-05-09,248
2020-05-10,248
2020-05-11,246
2020-05-12,245
2020-05-13,243
