date_obj,3rd%20age%20range%20coif price
2015-10-13,6667983
2015-10-14,6667983
2015-10-15,6667983
2015-10-16,6667983
2015-10-17,6667983
2015-10-18,6945835
2015-10-19,6945835
2015-10-20,6945835
2015-10-22,6945835
2015-10-23,7219760
2015-10-24,7219760
2015-10-25,7219760
2015-10-26,7219760
2015-10-27,7219760
2015-10-28,7219760
2015-10-29,7219760
2015-10-30,7219760
2015-10-31,7219760
2015-11-01,7219760
2015-11-02,7525619
2015-11-03,7525619
2015-11-04,7525619
2015-11-05,7525619
2015-11-06,7525619
2015-11-07,7525619
2015-11-08,7525619
2015-11-09,7525619
2015-11-10,7525619
2015-11-11,7525619
2015-11-12,7525619
2015-11-13,7525619
2015-11-14,7863427
2015-11-15,7863427
2015-11-16,7863427
2015-11-17,7863427
2015-11-18,7863427
2015-11-19,7863427
2015-11-20,7863427
2015-11-21,7863427
2015-11-22,8135441
2015-11-23,8135441
2015-11-24,8135441
2015-11-25,8135441
2015-11-26,8135441
2015-11-27,8135441
2015-11-28,8135441
2015-11-29,8135441
2015-11-30,8135441
2015-12-01,8135441
2015-12-02,8364284
2015-12-03,8364284
2015-12-04,8364284
2015-12-05,8364284
2015-12-06,8364284
2015-12-07,8364284
2015-12-08,8364284
2015-12-09,8364284
2015-12-10,8657650
2015-12-11,8657650
2015-12-12,8657650
2015-12-13,8657650
2015-12-14,8657650
2015-12-15,8657650
2015-12-16,8657650
2015-12-17,8657650
2015-12-18,8657650
2015-12-19,8849016
2015-12-20,8849016
2015-12-21,8849016
2015-12-22,8849016
2015-12-23,8849016
2015-12-24,8849016
2015-12-25,8849016
2015-12-26,8849016
2015-12-27,8849016
2015-12-28,8572014
2015-12-29,8572014
2015-12-30,8572014
2015-12-31,8572014
2016-01-01,8572014
2016-01-02,8572014
2016-01-03,8572014
2016-01-04,8268823
2016-01-05,8268823
2016-01-06,8268823
2016-01-07,8268823
2016-01-08,8268823
2016-01-09,8268823
2016-01-10,8268823
2016-01-11,7912671
2016-01-12,7912671
2016-01-13,7912671
2016-01-14,7912671
2016-01-15,7912671
2016-01-16,7912671
2016-01-17,7912671
2016-01-18,7533952
2016-01-19,7533952
2016-01-20,7533952
2016-01-21,7533952
2016-01-22,7533952
2016-01-23,7533952
2016-01-24,7533952
2016-01-25,7303211
2016-01-26,7303211
2016-01-27,7303211
2016-01-28,7303211
2016-01-29,7303211
2016-01-30,7303211
2016-01-31,7300480
2016-02-01,7300480
2016-02-02,7300480
2016-02-03,7300480
2016-02-04,7300480
2016-02-05,7300480
2016-02-06,7300480
2016-02-07,7552541
2016-02-08,7552541
2016-02-09,7552541
2016-02-10,7552541
2016-02-11,7552541
2016-02-12,7552541
2016-02-13,7698202
2016-02-14,7698202
2016-02-15,7698202
2016-02-16,7698202
2016-02-17,7698202
2016-02-18,7698202
2016-02-19,7698202
2016-02-20,7698202
2016-02-21,7698202
2016-02-22,7698202
2016-02-23,7694550
2016-02-24,7694550
2016-02-25,7694550
2016-02-26,7694550
2016-02-27,7694550
2016-02-28,7694550
2016-02-29,7694550
2016-03-01,7832753
2016-03-02,7832753
2016-03-03,7832753
2016-03-04,7832753
2016-03-05,7832753
2016-03-06,7832753
2016-03-07,7979307
2016-03-08,7979307
2016-03-09,7979307
2016-03-10,7979307
2016-03-11,7979307
2016-03-12,7979307
2016-03-13,7979307
2016-03-14,8017145
2016-03-15,8017145
2016-03-16,8017145
2016-03-17,8017145
2016-03-18,8017145
2016-03-19,8333687
2016-03-20,8333687
2016-03-21,8333687
2016-03-22,8333687
2016-03-23,8333687
2016-03-24,8333687
2016-03-25,8703262
2016-03-26,8703262
2016-03-27,8703262
2016-03-28,8703262
2016-03-29,9063675
2016-03-30,9063675
2016-03-31,9063675
2016-04-01,9063675
2016-04-02,9063675
2016-04-03,9430537
2016-04-04,9430537
2016-04-05,9430537
2016-04-06,9430537
2016-04-07,9430537
2016-04-08,9825999
2016-04-09,9825999
2016-04-10,9825999
2016-04-11,9825999
2016-04-12,9825999
2016-04-13,9825999
2016-04-14,10184055
2016-04-15,10184055
2016-04-16,10184055
2016-04-17,10184055
2016-04-18,10184055
2016-04-19,10184055
2016-04-20,10184055
2016-04-21,10422322
2016-04-22,10422322
2016-04-23,10422322
2016-04-24,10422322
2016-04-25,10422322
2016-04-26,10422322
2016-04-27,10441706
2016-04-28,10441706
2016-04-29,10441706
2016-04-30,10441706
2016-05-01,10441706
2016-05-02,9964409
2016-05-03,9964409
2016-05-04,9964409
2016-05-05,9964409
2016-05-06,9964409
2016-05-07,9964409
2016-05-08,9575603
2016-05-09,9575603
2016-05-10,9575603
2016-05-11,9575603
2016-05-12,9575603
2016-05-13,9254910
2016-05-14,9254910
2016-05-15,9254910
2016-05-16,9254910
2016-05-17,8800683
2016-05-18,8800683
2016-05-19,8800683
2016-05-21,8366830
2016-05-22,8366830
2016-05-23,8366830
2016-05-24,7956809
2016-05-25,7956809
2016-05-26,7956809
2016-05-27,7956809
2016-05-28,7956809
2016-05-29,7558968
2016-05-30,7558968
2016-05-31,7558968
2016-06-01,7558968
2016-06-02,7558968
2016-06-03,7215049
2016-06-04,7215049
2016-06-05,7215049
2016-06-06,7215049
2016-06-07,7215049
2016-06-08,6915431
2016-06-09,6915431
2016-06-10,6915431
2016-06-11,6915431
2016-06-12,6879375
2016-06-13,6879375
2016-06-14,6879375
2016-06-15,6879375
2016-06-16,6879375
2016-06-17,7025778
2016-06-18,7025778
2016-06-19,7025778
2016-06-20,7025778
2016-06-21,7025778
2016-06-22,7025778
2016-06-23,7025778
2016-06-24,6820179
2016-06-25,6820179
2016-06-26,6820179
2016-06-27,6820179
2016-06-28,6820179
2016-06-29,6820179
2016-06-30,6638380
2016-07-01,6638380
2016-07-02,6638380
2016-07-03,6638380
2016-07-04,6838109
2016-07-05,6838109
2016-07-06,6838109
2016-07-07,6838109
2016-07-08,6838109
2016-07-09,6622982
2016-07-10,6622982
2016-07-11,6622982
2016-07-12,6622982
2016-07-13,6622982
2016-07-14,6334620
2016-07-15,6334620
2016-07-16,6334620
2016-07-17,6334620
2016-07-18,6334620
2016-07-23,6041067
2016-07-24,6041067
2016-07-25,5831289
2016-07-26,5831289
2016-07-27,5831289
2016-07-28,5831289
2016-07-29,5543983
2016-07-30,5543983
2016-07-31,5543983
2016-08-01,5543983
2016-08-02,5276372
2016-08-03,5276372
2016-08-04,5276372
2016-08-05,5276372
2016-08-06,5047292
2016-08-07,5047292
2016-08-08,5047292
2016-08-09,5047292
2016-08-10,5090763
2016-08-11,5090763
2016-08-12,5090763
2016-08-13,5090763
2016-08-14,5090763
2016-08-15,5241152
2016-08-16,5241152
2016-08-17,5241152
2016-08-18,5241152
2016-08-19,5241152
2016-08-20,5241152
2016-08-21,5406051
2016-08-22,5406051
2016-08-23,5406051
2016-08-24,5406051
2016-08-25,5593250
2016-08-26,5593250
2016-08-28,5593250
2016-08-31,5738842
2016-09-01,5738842
2016-09-02,5738842
2016-09-03,5738842
2016-09-04,5738842
2016-09-05,5738842
2016-09-06,5661249
2016-09-07,5661249
2016-09-08,5661249
2016-09-09,5661249
2016-09-10,5661249
2016-09-11,5661249
2016-09-12,5661249
2016-09-13,5661249
2016-09-14,5544992
2016-09-15,5544992
2016-09-16,5544992
2016-09-17,5544992
2016-09-18,5544992
2016-09-19,5544992
2016-09-20,5544992
2016-09-21,5413029
2016-09-22,5413029
2016-09-23,5413029
2016-09-24,5413029
2016-09-25,5413029
2016-09-26,5308971
2016-09-27,5308971
2016-09-28,5308971
2016-09-29,5308971
2016-09-30,5308971
2016-10-01,5404448
2016-10-02,5404448
2016-10-03,5404448
2016-10-04,5404448
2016-10-05,5613147
2016-10-06,5613147
2016-10-07,5613147
2016-10-08,5613147
2016-10-09,5613147
2016-10-10,5613147
2016-10-11,5859916
2016-10-12,5859916
2016-10-13,5859916
2016-10-14,5859916
2016-10-15,6103874
2016-10-16,6103874
2016-10-17,6103874
2016-10-18,6103874
2016-10-19,6368510
2016-10-20,6368510
2016-10-21,6368510
2016-10-22,6368510
2016-10-23,6636299
2016-10-24,6636299
2016-10-25,6636299
2016-10-26,6636299
2016-10-27,6636299
2016-10-28,6920742
2016-10-29,6920742
2016-10-30,6920742
2016-10-31,7177094
2016-11-01,7177094
2016-11-02,7177094
2016-11-03,7177094
2016-11-04,7458042
2016-11-05,7458042
2016-11-06,7458042
2016-11-07,7458042
2016-11-08,7458042
2016-11-09,7774268
2016-11-10,7774268
2016-11-11,7774268
2016-11-12,7774268
2016-11-13,7774268
2016-11-14,7774268
2016-11-15,7774268
2016-12-07,9128160
2016-12-08,9128160
2016-12-09,9128160
2016-12-10,9128160
2016-12-11,9128160
2016-12-12,9495539
2016-12-13,9495539
2016-12-14,9495539
2016-12-15,9495539
2016-12-16,9495539
2016-12-17,9876704
2016-12-18,9876704
2016-12-19,9876704
2016-12-20,9876704
2016-12-21,9876704
2016-12-22,9876704
2016-12-23,10273322
2016-12-24,10273322
2016-12-25,10273322
2016-12-26,10273322
2016-12-27,10273322
2016-12-28,10273322
2016-12-29,10705954
2016-12-30,10705954
2016-12-31,10705954
2017-01-01,10705954
2017-01-02,10705954
2017-01-03,11166515
2017-01-04,11166515
2017-01-05,11166515
2017-01-06,11166515
2017-01-07,11657665
2017-01-08,11657665
2017-01-09,11657665
2017-01-10,11657665
2017-01-11,11657665
2017-01-12,12164435
2017-01-13,12164435
2017-01-14,12164435
2017-01-15,12164435
2017-01-16,12164435
2017-01-17,12716766
2017-01-18,12716766
2017-01-19,12716766
2017-01-20,12716766
2017-01-21,12716766
2017-01-22,12716766
2017-01-23,13262587
2017-01-27,13262587
2017-01-28,13262587
2017-01-29,13836088
2017-01-30,13836088
2017-01-31,13836088
2017-02-01,13836088
2017-02-02,13836088
2017-02-03,13836088
2017-02-04,13836088
2017-02-05,13836088
2017-02-06,14419964
2017-02-07,14419964
2017-02-08,14419964
2017-02-09,14419964
2017-02-10,14419964
2017-02-11,14419964
2017-02-12,14419964
2017-02-13,15084729
2017-02-14,15084729
2017-02-15,15084729
2017-02-16,15084729
2017-02-17,15084729
2017-02-18,15084729
2017-02-19,15084729
2017-02-20,15084729
2017-02-21,15084729
2017-02-22,15084729
2017-02-23,15718220
2017-02-24,15718220
2017-02-25,15718220
2017-02-26,15718220
2017-02-27,15718220
2017-02-28,15718220
2017-03-01,15718220
2017-03-02,15718220
2017-03-03,16405587
2017-03-04,16405587
2017-03-05,16405587
2017-03-06,16405587
2017-03-07,16405587
2017-03-08,16405587
2017-03-09,16405587
2017-03-10,16405587
2017-03-11,16973963
2017-03-12,16973963
2017-03-13,16973963
2017-03-14,16973963
2017-03-15,16973963
2017-03-16,16973963
2017-03-17,17580631
2017-03-18,17580631
2017-03-19,17580631
2017-03-20,17580631
2017-03-21,17580631
2017-03-22,17580631
2017-03-23,17580631
2017-03-24,17580631
2017-03-25,18040464
2017-03-26,18040464
2017-03-27,18040464
2017-03-28,18040464
2017-03-29,18040464
2017-03-30,18040464
2017-03-31,18040464
2017-04-01,18040464
2017-04-02,18040464
2017-04-03,18040464
2017-04-04,18718106
2017-04-05,18718106
2017-04-12,19486656
2017-04-13,19486656
2017-04-14,19486656
2017-04-15,19486656
2017-04-16,19486656
2017-04-17,19486656
2017-04-18,20087097
2017-04-19,20087097
2017-04-20,20087097
2017-04-21,20087097
2017-04-22,20087097
2017-04-23,20087097
2017-04-24,20087097
2017-04-25,20820300
2017-04-26,20820300
2017-04-27,20820300
2017-04-28,20820300
2017-04-29,20820300
2017-04-30,20820300
2017-05-01,20820300
2017-05-02,20820300
2017-05-03,20820300
2017-05-04,20874585
2017-05-05,20874585
2017-05-06,20874585
2017-05-07,20874585
2017-05-08,20874585
2017-05-09,20874585
2017-05-10,20874585
2017-05-11,20874585
2017-05-12,20874585
2017-05-13,20874585
2017-05-14,20161057
2017-05-15,20161057
2017-05-16,20161057
2017-05-17,20161057
2017-05-18,20161057
2017-05-19,20161057
2017-05-20,20161057
2017-05-21,20161057
2017-05-22,20161057
2017-05-23,19158727
2017-05-24,19158727
2017-05-25,19158727
2017-05-26,19158727
2017-05-27,19158727
2017-05-28,19158727
2017-05-29,18255479
2017-05-30,18255479
2017-05-31,18255479
2017-06-01,18255479
2017-06-02,18255479
2017-06-03,18255479
2017-06-04,18255479
2017-06-05,18255479
2017-06-06,17395807
2017-06-07,17395807
2017-06-08,17395807
2017-06-09,17395807
2017-06-10,17395807
2017-06-11,17395807
2017-06-12,17395807
2017-06-13,17395807
2017-06-14,17395807
2017-06-15,17395807
2017-06-16,16526016
2017-06-17,16526016
2017-06-18,16526016
2017-06-19,16526016
2017-06-20,16526016
2017-06-21,16526016
2017-06-22,16526016
2017-06-23,16526016
2017-06-24,16526016
2017-06-25,16033810
2017-06-26,16033810
2017-06-27,16033810
2017-06-28,16033810
2017-06-29,16033810
2017-06-30,16033810
2017-07-01,16033810
2017-07-02,16033810
2017-07-03,16033810
2017-07-04,15814450
2017-07-05,15814450
2017-07-06,15814450
2017-07-07,15814450
2017-07-08,15814450
2017-07-09,15814450
2017-07-13,15277821
2017-07-14,15277821
2017-07-15,15277821
2017-07-16,15277821
2017-07-17,15277821
2017-07-18,15277821
2017-07-19,15277821
2017-07-20,15277821
2017-07-21,14925614
2017-07-22,14925614
2017-07-23,14925614
2017-07-24,14925614
2017-07-25,14925614
2017-07-26,14925614
2017-07-27,14925614
2017-07-28,14650145
2017-07-29,14650145
2017-07-30,14650145
2017-07-31,14650145
2017-08-01,14650145
2017-08-02,14650145
2017-08-03,14650145
2017-08-04,14000074
2017-08-05,14000074
2017-08-06,14000074
2017-08-07,14000074
2017-08-08,14000074
2017-08-09,14000074
2017-08-10,13946713
2017-08-11,13946713
2017-08-12,13946713
2017-08-13,13946713
2017-08-14,13946713
2017-08-15,13946713
2017-08-16,14034983
2017-08-17,14034983
2017-08-18,14034983
2017-08-19,14034983
2017-08-20,14034983
2017-08-21,14371406
2017-08-22,14371406
2017-08-23,14371406
2017-08-24,14371406
2017-08-25,14371406
2017-08-26,14413700
2017-08-27,14413700
2017-08-28,14413700
2017-08-29,14413700
2017-08-30,14413700
2017-08-31,14413700
2017-09-01,14413700
2017-09-02,13998335
2017-09-03,13998335
2017-09-04,13998335
2017-09-05,13998335
2017-09-06,13998335
2017-09-07,13998335
2017-09-08,13998335
2017-09-09,13998335
2017-09-10,13687637
2017-09-11,13687637
2017-09-12,13687637
2017-09-13,13687637
2017-09-14,13687637
2017-09-15,13687637
2017-09-16,13687637
2017-09-17,13771218
2017-09-18,13771218
2017-09-19,13771218
2017-09-20,13771218
2017-09-21,13771218
2017-09-22,13771218
2017-09-23,14072038
2017-09-24,14072038
2017-09-25,14072038
2017-09-26,14072038
2017-09-27,14072038
2017-09-28,14072038
2017-09-29,14072038
2017-09-30,13552049
2017-10-01,13552049
2017-10-02,13552049
2017-10-03,13552049
2017-10-04,13552049
2017-10-05,13552049
2017-10-06,12875603
2017-10-07,12875603
2017-10-08,12875603
2017-10-09,12875603
2017-10-10,12875603
2017-10-11,12875603
2017-10-12,12875603
2017-10-13,12314610
2017-10-14,12314610
2017-10-15,12314610
2017-10-16,12314610
2017-10-17,12314610
2017-10-18,12314610
2017-10-19,12314610
2017-10-20,11960398
2017-10-21,11960398
2017-10-22,11960398
2017-10-23,11960398
2017-10-24,11960398
2017-10-25,11851567
2017-10-26,11851567
2017-10-27,11851567
2017-10-28,11851567
2017-10-29,11851567
2017-10-30,11851567
2017-10-31,11851567
2017-11-01,11851567
2017-11-02,11717943
2017-11-03,11717943
2017-11-04,11717943
2017-11-05,11717943
2017-11-06,11717943
2017-11-07,11717943
2017-11-08,11717943
2017-11-09,11575428
2017-11-10,11575428
2017-11-11,11575428
2017-11-12,11575428
2017-11-13,11575428
2017-11-14,11575428
2017-11-15,11575428
2017-11-16,11354726
2017-11-17,11354726
2017-11-18,11354726
2017-11-19,11354726
2017-11-20,11354726
2017-11-21,10919465
2017-11-22,10919465
2017-11-23,10919465
2017-11-24,10919465
2017-11-25,10919465
2017-11-26,10727857
2017-11-27,10727857
2017-11-28,10727857
2017-11-29,10727857
2017-11-30,10727857
2017-12-01,10727857
2017-12-02,10604478
2017-12-03,10604478
2017-12-04,10604478
2017-12-05,10604478
2017-12-06,10355805
2017-12-07,10355805
2017-12-08,10355805
2017-12-09,10355805
2017-12-10,10355805
2017-12-11,10096988
2017-12-12,10096988
2017-12-13,10096988
2017-12-14,10096988
2017-12-15,10096988
2017-12-16,9830241
2017-12-17,9830241
2017-12-18,9830241
2017-12-19,9830241
2017-12-20,9830241
2017-12-21,9830241
2017-12-22,9602693
2017-12-23,9602693
2017-12-24,9602693
2017-12-25,9602693
2017-12-26,9602693
2017-12-27,9310533
2017-12-28,9310533
2017-12-29,9310533
2017-12-30,9310533
2017-12-31,9310533
2018-01-01,9459579
2018-01-02,9459579
2018-01-03,9874669
2018-01-04,9874669
2018-01-05,9874669
2018-01-06,9874669
2018-01-07,10109745
2018-01-08,10109745
2018-01-09,10109745
2018-01-10,10109745
2018-01-11,10109745
2018-01-12,10109745
2018-01-13,9681297
2018-01-14,9681297
2018-01-15,9681297
2018-01-16,10023418
2018-01-17,10023418
2018-01-18,10023418
2018-01-19,10023418
2018-01-20,10442700
2018-01-21,10442700
2018-01-22,10442700
2018-01-23,10850007
2018-01-24,10850007
2018-01-25,10850007
2018-01-26,10850007
2018-01-27,10850007
2018-01-28,10993198
2018-01-29,10993198
2018-01-30,10993198
2018-01-31,10993198
2018-02-01,11248760
2018-02-02,11248760
2018-02-03,11248760
2018-02-04,11248760
2018-02-05,11424852
2018-02-06,11424852
2018-02-07,11424852
2018-02-08,11424852
2018-02-09,11264963
2018-02-10,11264963
2018-02-11,11264963
2018-02-12,11264963
2018-02-13,11264963
2018-02-14,10975921
2018-02-15,10975921
2018-02-16,10975921
2018-02-17,10975921
2018-02-18,10588308
2018-02-19,10588308
2018-02-20,10588308
2018-02-21,10588308
2018-02-22,10521378
2018-02-23,10521378
2018-02-24,10521378
2018-02-25,10506007
2018-02-26,10506007
2018-02-27,10506007
2018-02-28,10506007
2018-03-01,10506007
2018-03-02,10403265
2018-03-03,10403265
2018-03-04,10403265
2018-03-05,10403265
2018-03-06,10403265
2018-03-07,10349432
2018-03-08,10349432
2018-03-09,10349432
2018-03-10,10349432
2018-03-11,10349432
2018-03-12,10315786
2018-03-13,10315786
2018-03-14,10315786
2018-03-15,10315786
2018-03-16,10315786
2018-03-17,10301789
2018-03-18,10301789
2018-03-19,10301789
2018-03-20,10301789
2018-03-21,10301789
2018-03-22,10301789
2018-03-23,10301789
2018-03-24,10188688
2018-03-25,10188688
2018-03-26,10188688
2018-03-27,10188688
2018-03-28,10188688
2018-03-29,10047016
2018-03-30,10047016
2018-03-31,10047016
2018-04-01,10047016
2018-04-02,9579413
2018-04-03,9579413
2018-04-04,9103512
2018-04-05,9103512
2018-04-06,9103512
2018-04-07,8670569
2018-04-08,8670569
2018-04-09,8245176
2018-04-10,8245176
2018-04-11,8245176
2018-04-12,7847753
2018-04-13,7847753
2018-04-14,7847753
2018-04-15,7847753
2018-04-16,7831967
2018-04-17,7831967
2018-04-18,7831967
2018-04-19,7831967
2018-04-20,8150863
2018-04-21,8150863
2018-04-22,8150863
2018-04-23,8248348
2018-04-24,8248348
2018-04-25,8248348
2018-04-26,8248348
2018-04-27,8248348
2018-04-28,7870427
2018-04-29,7870427
2018-04-30,7870427
2018-05-01,7529623
2018-05-02,7529623
2018-05-03,7529623
2018-05-04,7529623
2018-05-05,7468977
2018-05-06,7468977
2018-05-07,7468977
2018-05-08,7572138
2018-05-09,7572138
2018-05-10,7572138
2018-05-11,7606834
2018-05-12,7606834
2018-05-13,7606834
2018-05-14,7627159
2018-05-15,7627159
2018-05-16,7627159
2018-05-17,7627159
2018-05-18,7283215
2018-05-19,7283215
2018-05-20,7283215
2018-05-21,7311971
2018-05-22,7311971
2018-05-23,7311971
2018-05-24,7311971
2018-05-25,7434501
2018-05-26,7434501
2018-05-27,7434501
2018-05-28,7345288
2018-05-29,7345288
2018-05-30,7345288
2018-05-31,7345288
2018-06-01,7251193
2018-06-02,7251193
2018-06-03,7251193
2018-06-04,7251193
2018-06-05,7227479
2018-06-06,7227479
2018-06-07,7227479
2018-06-08,7227479
2018-06-09,6932595
2018-06-10,6932595
2018-06-11,6932595
2018-06-12,6932595
2018-06-13,6717884
2018-06-14,6717884
2018-06-15,6717884
2018-06-16,6717884
2018-06-17,6383463
2018-06-18,6383463
2018-06-19,6383463
2018-06-20,6383463
2018-06-21,6288965
2018-06-22,6288965
2018-06-23,6288965
2018-06-24,6288965
2018-06-25,6288965
2018-06-26,6226032
2018-06-27,6226032
2018-06-28,6226032
2018-06-29,6226032
2018-06-30,6274845
2018-07-01,6274845
2018-07-02,6274845
2018-07-03,6515133
2018-07-04,6515133
2018-07-05,6515133
2018-07-06,6515133
2018-07-07,6515133
2018-07-08,6582770
2018-07-09,6582770
2018-07-10,6582770
2018-07-11,6582770
2018-07-12,6582770
2018-07-13,6582770
2018-07-14,6614574
2018-07-15,6614574
2018-07-16,6614574
2018-07-17,6692370
2018-07-18,6692370
2018-07-19,6692370
2018-07-20,6692370
2018-07-21,6673075
2018-07-22,6673075
2018-07-23,6673075
2018-07-24,6846297
2018-07-25,6846297
2018-07-26,6846297
2018-07-27,6846297
2018-07-28,6727708
2018-07-29,6727708
2018-07-30,6727708
2018-07-31,6727708
2018-08-01,6793795
2018-08-02,6793795
2018-08-03,6793795
2018-08-04,6939274
2018-08-05,6939274
2018-08-06,6939274
2018-08-07,7192353
2018-08-08,7192353
2018-08-09,7192353
2018-08-10,7192353
2018-08-11,7220867
2018-08-12,7220867
2018-08-14,7220867
2018-08-16,7207574
2018-08-17,7207574
2018-08-18,7207574
2018-08-19,7171670
2018-08-20,7171670
2018-08-21,7171670
2018-08-22,6995903
2018-08-23,6995903
2018-08-24,6995903
2018-08-25,7028091
2018-08-26,7028091
2018-08-27,7028091
2018-08-28,7028091
2018-08-29,6964784
2018-08-30,6964784
2018-08-31,6964784
2018-09-01,6826352
2018-09-02,6826352
2018-09-03,6826352
2018-09-04,6770924
2018-09-05,6770924
2018-09-06,6770924
2018-09-07,6770924
2018-09-08,6738348
2018-09-09,6738348
2018-09-10,6738348
2018-09-11,6738348
2018-09-12,6738348
2018-09-13,6655619
2018-09-14,6655619
2018-09-15,6788622
2018-09-16,6788622
2018-09-17,6788622
2018-09-18,6788622
2018-09-19,6828923
2018-09-20,6828923
2018-09-21,6828923
2018-09-22,6725738
2018-09-23,6725738
2018-09-24,6725738
2018-09-25,6725738
2018-09-26,6699044
2018-09-27,6699044
2018-09-28,6699044
2018-09-29,6699044
2018-09-30,6589895
2018-10-01,6589895
2018-10-02,6589895
2018-10-03,6483639
2018-10-04,6483639
2018-10-05,6483639
2018-10-06,6650120
2018-10-07,6650120
2018-10-08,6650120
2018-10-09,6704293
2018-10-10,6704293
2018-10-11,6704293
2018-10-12,6908635
2018-10-13,6908635
2018-10-14,6908635
2018-10-15,7064405
2018-10-16,7064405
2018-10-17,7064405
2018-10-18,7204020
2018-10-19,7204020
2018-10-20,7204020
2018-10-21,7307667
2018-10-22,7307667
2018-10-23,7307667
2018-10-24,7307667
2018-10-25,7318377
2018-10-26,7318377
2018-10-27,7318377
2018-10-28,7189769
2018-10-29,7189769
2018-10-30,7189769
2018-10-31,7127636
2018-11-01,7127636
2018-11-03,7059817
