date_obj,Goblin%20mail price
2019-08-26,120
2019-08-27,120
2019-08-27,120
2019-08-28,120
2019-08-29,120
2019-08-30,122
2019-08-31,121
2019-09-01,122
2019-09-02,121
2019-09-03,123
2019-09-04,122
2019-09-05,122
2019-09-06,119
2019-09-07,121
2019-09-08,121
2019-09-09,123
2019-09-10,124
2019-09-11,125
2019-09-12,127
2019-09-13,127
2019-09-14,127
2019-09-15,127
2019-09-16,126
2019-09-17,126
2019-09-18,129
2019-09-19,130
2019-09-20,129
2019-09-21,129
2019-09-22,130
2019-09-23,132
2019-09-24,131
2019-09-25,132
2019-09-26,133
2019-09-27,133
2019-09-28,133
2019-09-29,134
2019-09-30,136
2019-10-01,137
2019-10-02,136
2019-10-03,136
2019-10-04,136
2019-10-05,136
2019-10-06,137
2019-10-07,136
2019-10-08,136
2019-10-09,133
2019-10-10,135
2019-10-11,135
2019-10-12,136
2019-10-13,136
2019-10-14,137
2019-10-15,138
2019-10-16,140
2019-10-17,139
2019-10-18,136
2019-10-19,135
2019-10-20,137
2019-10-21,137
2019-10-22,139
2019-10-23,139
2019-10-24,140
2019-10-25,141
2019-10-26,142
2019-10-27,140
2019-10-28,141
2019-10-29,142
2019-10-30,143
2019-10-31,145
2019-11-01,146
2019-11-02,147
2019-11-03,148
2019-11-04,142
2019-11-05,139
2019-11-06,136
2019-11-07,134
2019-11-08,136
2019-11-09,139
2019-11-10,138
2019-11-11,136
2019-11-12,130
2019-11-13,123
2019-11-14,116
2019-11-15,110
2019-11-16,104
2019-11-17,98
2019-11-18,94
2019-11-19,93
2019-11-20,94
2019-11-21,97
2019-11-22,100
2019-11-23,102
2019-11-24,104
2019-11-25,106
2019-11-26,107
2019-11-27,108
2019-11-28,109
2019-11-29,112
2019-11-30,114
2019-12-01,114
2019-12-02,115
2019-12-03,116
2019-12-04,119
2019-12-05,122
2019-12-06,125
2019-12-07,130
2019-12-08,132
2019-12-09,133
2019-12-10,134
2019-12-11,135
2019-12-12,139
2019-12-13,143
2019-12-14,146
2019-12-15,148
2019-12-16,150
2019-12-17,153
2019-12-18,156
2019-12-19,160
2019-12-20,162
2019-12-21,165
2019-12-22,168
2019-12-23,168
2019-12-24,169
2019-12-25,172
2019-12-26,175
2019-12-27,177
2019-12-28,179
2019-12-29,179
2019-12-30,181
2019-12-31,190
2020-01-01,195
2020-01-02,198
2020-01-03,201
2020-01-04,200
2020-01-05,205
2020-01-06,209
2020-01-07,213
2020-01-08,216
2020-01-09,219
2020-01-10,223
2020-01-11,224
2020-01-12,226
2020-01-13,226
2020-01-14,233
2020-01-15,231
2020-01-16,229
2020-01-17,227
2020-01-18,221
2020-01-19,216
2020-01-20,205
2020-01-21,194
2020-01-22,184
2020-01-23,179
2020-01-24,178
2020-01-25,179
2020-01-26,179
2020-01-27,178
2020-01-28,176
2020-01-29,179
2020-01-30,180
2020-01-31,181
2020-02-01,180
2020-02-02,181
2020-02-03,179
2020-02-04,177
2020-02-05,177
2020-02-06,179
2020-02-07,177
2020-02-08,179
2020-02-09,186
2020-02-10,195
2020-02-11,203
2020-02-12,207
2020-02-13,201
2020-02-14,212
2020-02-15,221
2020-02-16,229
2020-02-17,238
2020-02-18,243
2020-02-19,252
2020-02-20,262
2020-02-21,267
2020-02-22,276
2020-02-23,285
2020-02-24,299
2020-02-25,314
2020-02-26,329
2020-02-27,343
2020-02-28,358
2020-02-29,371
2020-03-01,385
2020-03-02,402
2020-03-03,421
2020-03-04,430
2020-03-05,449
2020-03-06,469
2020-03-07,487
2020-03-08,510
2020-03-09,529
2020-03-10,553
2020-03-11,577
2020-03-12,596
2020-03-13,600
2020-03-14,597
2020-03-15,571
2020-03-16,547
2020-03-17,521
2020-03-18,498
2020-03-19,476
2020-03-20,457
2020-03-21,436
2020-03-22,415
2020-03-23,394
2020-03-24,376
2020-03-25,360
2020-03-26,344
2020-03-27,326
2020-03-28,311
2020-03-29,296
2020-03-30,282
2020-03-31,267
2020-04-01,257
2020-04-02,253
2020-04-03,249
2020-04-04,244
2020-04-05,244
2020-04-06,244
2020-04-07,243
2020-04-08,242
2020-04-09,238
2020-04-10,235
2020-04-11,235
2020-04-12,235
2020-04-13,232
2020-04-14,233
2020-04-15,236
2020-04-16,236
2020-04-17,237
2020-04-18,235
2020-04-19,231
2020-04-20,227
2020-04-21,222
2020-04-22,221
2020-04-23,224
2020-04-24,223
2020-04-25,222
2020-04-26,220
2020-04-27,220
2020-04-28,221
2020-04-29,221
2020-04-30,222
2020-05-01,222
2020-05-02,223
2020-05-03,228
2020-05-04,232
2020-05-05,238
2020-05-06,244
2020-05-07,248
2020-05-08,252
2020-05-09,257
2020-05-10,265
2020-05-11,271
2020-05-12,272
2020-05-13,279
