date_obj,Opal%20dragon%20bolts%20(e) price
2018-05-29,2215
2018-05-30,2191
2018-05-31,2257
2018-06-01,2251
2018-06-02,2193
2018-06-03,2207
2018-06-04,2169
2018-06-05,2152
2018-06-06,2114
2018-06-07,2139
2018-06-08,2074
2018-06-09,1993
2018-06-10,1906
2018-06-11,1819
2018-06-12,1770
2018-06-13,1811
2018-06-14,1802
2018-06-15,1751
2018-06-16,1756
2018-06-17,1691
2018-06-18,1665
2018-06-19,1649
2018-06-20,1698
2018-06-21,1718
2018-06-22,1693
2018-06-23,1685
2018-06-24,1716
2018-06-25,1666
2018-06-26,1661
2018-06-27,1649
2018-06-28,1640
2018-06-29,1621
2018-06-30,1624
2018-07-01,1646
2018-07-02,1645
2018-07-03,1684
2018-07-04,1751
2018-07-05,1816
2018-07-06,1819
2018-07-07,1750
2018-07-08,1674
2018-07-09,1638
2018-07-10,1623
2018-07-11,1634
2018-07-12,1626
2018-07-13,1570
2018-07-14,1509
2018-07-15,1517
2018-07-16,1508
2018-07-17,1551
2018-07-18,1594
2018-07-19,1664
2018-07-20,1740
2018-07-21,1710
2018-07-22,1704
2018-07-23,1705
2018-07-24,1760
2018-07-25,1790
2018-07-26,1776
2018-07-27,1724
2018-07-28,1779
2018-07-29,1762
2018-07-30,1716
2018-07-31,1697
2018-08-01,1670
2018-08-02,1655
2018-08-03,1663
2018-08-04,1678
2018-08-05,1641
2018-08-06,1627
2018-08-07,1624
2018-08-08,1617
2018-08-09,1623
2018-08-10,1653
2018-08-11,1657
2018-08-12,1605
2018-08-14,1535
2018-08-16,1589
2018-08-17,1574
2018-08-18,1609
2018-08-19,1671
2018-08-20,1716
2018-08-21,1716
2018-08-22,1690
2018-08-23,1651
2018-08-24,1660
2018-08-25,1642
2018-08-26,1627
2018-08-27,1638
2018-08-28,1594
2018-08-29,1563
2018-08-30,1539
2018-08-31,1585
2018-09-01,1573
2018-09-02,1528
2018-09-03,1500
2018-09-04,1546
2018-09-05,1584
2018-09-06,1628
2018-09-07,1624
2018-09-08,1682
2018-09-09,1717
2018-09-10,1648
2018-09-11,1593
2018-09-12,1606
2018-09-13,1606
2018-09-14,1641
2018-09-15,1677
2018-09-16,1647
2018-09-17,1617
2018-09-18,1651
2018-09-19,1715
2018-09-20,1715
2018-09-21,1681
2018-09-22,1724
2018-09-23,1763
2018-09-24,1774
2018-09-25,1732
2018-09-26,1669
2018-09-27,1692
2018-09-28,1680
2018-09-29,1666
2018-09-30,1652
2018-10-02,1738
2018-10-03,1766
2018-10-04,1762
2018-10-05,1734
2018-10-06,1728
2018-10-07,1666
2018-10-08,1674
2018-10-09,1703
2018-10-10,1685
2018-10-11,1663
2018-10-12,1685
2018-10-13,1714
2018-10-14,1692
2018-10-15,1708
2018-10-16,1707
2018-10-17,1679
2018-10-18,1670
2018-10-19,1673
2018-10-20,1671
2018-10-21,1702
2018-10-22,1652
2018-10-23,1668
2018-10-24,1662
2018-10-25,1716
2018-10-26,1760
2018-10-27,1752
2018-10-28,1773
2018-10-29,1724
2018-10-30,1688
2018-10-31,1725
2018-11-01,1776
2018-11-03,1862
2018-11-04,1811
2018-11-05,1764
2018-11-06,1684
2018-11-07,1679
2018-11-08,1715
2018-11-09,1712
2018-11-10,1711
2018-11-11,1695
2018-11-12,1674
2018-11-13,1654
2018-11-15,1557
2018-11-16,1547
2018-11-17,1548
2018-11-18,1566
2018-11-19,1530
2018-11-20,1563
2018-11-21,1579
2018-11-22,1609
2018-11-23,1595
2018-11-24,1564
2018-11-25,1505
2018-11-26,1443
2018-11-27,1474
2018-11-28,1525
2018-11-29,1577
2018-12-01,1591
2018-12-02,1540
2018-12-03,1502
2018-12-04,1514
2018-12-05,1519
2018-12-07,1602
2018-12-09,1560
2018-12-10,1507
2018-12-11,1439
2018-12-12,1412
2018-12-13,1445
2018-12-14,1517
2018-12-15,1563
2018-12-16,1607
2018-12-17,1638
2018-12-18,1630
2018-12-19,1627
2018-12-20,1586
2018-12-21,1559
2018-12-22,1516
2018-12-23,1536
2018-12-24,1525
2018-12-25,1507
2018-12-26,1505
2018-12-27,1492
2018-12-28,1478
2018-12-29,1489
2018-12-30,1503
2018-12-31,1535
2019-01-01,1544
2019-01-02,1555
2019-01-03,1538
2019-01-04,1476
2019-01-05,1504
2019-01-06,1507
2019-01-08,1493
2019-01-10,1406
2019-01-11,1354
2019-01-12,1322
2019-01-13,1312
2019-01-14,1297
2019-01-15,1323
2019-01-16,1292
2019-01-17,1243
2019-01-18,1225
2019-01-19,1204
2019-01-20,1235
2019-01-21,1251
2019-01-22,1272
2019-01-23,1266
2019-01-24,1236
2019-01-25,1272
2019-01-26,1306
2019-01-27,1268
2019-01-28,1216
2019-01-29,1248
2019-01-30,1242
2019-01-31,1294
2019-02-01,1320
2019-02-02,1290
2019-02-03,1262
2019-02-04,1247
2019-02-05,1229
2019-02-06,1220
2019-02-07,1210
2019-02-08,1226
2019-02-09,1240
2019-02-10,1243
2019-02-11,1268
2019-02-12,1318
2019-02-13,1382
2019-02-14,1430
2019-02-15,1402
2019-02-16,1419
2019-02-17,1490
2019-02-18,1468
2019-02-19,1535
2019-02-20,1611
2019-02-21,1652
2019-02-22,1590
2019-02-23,1542
2019-02-24,1616
2019-02-25,1626
2019-02-26,1581
2019-02-27,1583
2019-02-28,1587
2019-03-01,1583
2019-03-02,1603
2019-03-03,1630
2019-03-04,1571
2019-03-05,1513
2019-03-06,1481
2019-03-07,1486
2019-03-08,1542
2019-03-09,1569
2019-03-10,1638
2019-03-11,1641
2019-03-12,1657
2019-03-13,1667
2019-03-14,1644
2019-03-15,1663
2019-03-16,1653
2019-03-17,1699
2019-03-18,1730
2019-03-19,1726
2019-03-20,1679
2019-03-21,1666
2019-03-22,1667
2019-03-23,1671
2019-03-24,1701
2019-03-25,1757
2019-03-26,1789
2019-03-27,1803
2019-03-28,1807
2019-03-29,1858
2019-03-30,1915
2019-03-31,1939
2019-04-01,1878
2019-04-02,1836
2019-04-03,1775
2019-04-04,1712
2019-04-05,1773
2019-04-06,1759
2019-04-07,1744
2019-04-08,1735
2019-04-09,1793
2019-04-10,1763
2019-04-11,1724
2019-04-12,1682
2019-04-13,1749
2019-04-14,1736
2019-04-15,1698
2019-04-16,1688
2019-04-17,1656
2019-04-18,1607
2019-04-19,1557
2019-04-20,1540
2019-04-21,1538
2019-04-22,1529
2019-04-23,1538
2019-04-24,1541
2019-04-25,1553
2019-04-26,1551
2019-04-27,1579
2019-04-28,1591
2019-04-29,1528
2019-04-30,1469
2019-05-01,1461
2019-05-02,1482
2019-05-03,1461
2019-05-04,1421
2019-05-05,1413
2019-05-06,1437
2019-05-07,1507
2019-05-08,1535
2019-05-09,1480
2019-05-10,1505
2019-05-11,1498
2019-05-12,1534
2019-05-13,1533
2019-05-14,1508
2019-05-15,1497
2019-05-16,1471
2019-05-17,1484
2019-05-18,1537
2019-05-19,1525
2019-05-20,1514
2019-05-21,1520
2019-05-22,1530
2019-05-23,1511
2019-05-24,1499
2019-05-25,1482
2019-05-26,1461
2019-05-27,1455
2019-05-28,1457
2019-05-29,1433
2019-05-30,1459
2019-05-31,1469
2019-06-01,1433
2019-06-02,1424
2019-06-03,1403
2019-06-04,1405
2019-06-05,1393
2019-06-06,1437
2019-06-07,1425
2019-06-08,1401
2019-06-09,1406
2019-06-10,1424
2019-06-11,1397
2019-06-12,1390
2019-06-13,1367
2019-06-14,1376
2019-06-15,1383
2019-06-16,1383
2019-06-17,1381
2019-06-18,1374
2019-06-19,1342
2019-06-20,1338
2019-06-21,1331
2019-06-22,1325
2019-06-23,1316
2019-06-24,1342
2019-06-25,1337
2019-06-26,1318
2019-06-27,1281
2019-06-28,1258
2019-06-29,1244
2019-06-30,1265
2019-07-01,1202
2019-07-02,1212
2019-07-03,1215
2019-07-04,1208
2019-07-05,1199
2019-07-06,1174
2019-07-07,1181
2019-07-08,1158
2019-07-09,1181
2019-07-10,1181
2019-07-11,1211
2019-07-12,1211
2019-07-13,1210
2019-07-14,1209
2019-07-15,1193
2019-07-16,1182
2019-07-17,1151
2019-07-18,1101
2019-07-19,1090
2019-07-20,1083
2019-07-21,1091
2019-07-22,1142
2019-07-23,1169
2019-07-24,1135
2019-07-25,1170
2019-07-26,1167
2019-07-27,1170
2019-07-28,1202
2019-07-29,1184
2019-07-30,1190
2019-07-31,1192
2019-08-01,1197
2019-08-02,1195
2019-08-03,1180
2019-08-04,1208
2019-08-05,1179
2019-08-06,1170
2019-08-07,1161
2019-08-08,1147
2019-08-09,1142
2019-08-10,1153
2019-08-11,1153
2019-08-12,1168
2019-08-13,1168
2019-08-14,1170
2019-08-15,1145
2019-08-16,1130
2019-08-17,1139
2019-08-18,1151
2019-08-19,1138
2019-08-20,1146
2019-08-21,1151
2019-08-22,1173
2019-08-23,1200
2019-08-24,1165
2019-08-24,1165
2019-08-25,1140
2019-08-25,1140
2019-08-26,1142
2019-08-26,1142
2019-08-27,1147
2019-08-27,1147
2019-08-28,1142
2019-08-29,1134
2019-08-30,1152
2019-08-31,1133
2019-09-01,1131
2019-09-02,1127
2019-09-03,1130
2019-09-04,1137
2019-09-05,1150
2019-09-06,1162
2019-09-07,1162
2019-09-08,1143
2019-09-09,1122
2019-09-10,1103
2019-09-11,1079
2019-09-12,1108
2019-09-13,1119
2019-09-14,1100
2019-09-15,1101
2019-09-16,1088
2019-09-17,1092
2019-09-18,1096
2019-09-19,1096
2019-09-20,1084
2019-09-21,1102
2019-09-22,1102
2019-09-23,1118
2019-09-24,1120
2019-09-25,1100
2019-09-26,1083
2019-09-27,1070
2019-09-28,1053
2019-09-29,1057
2019-09-30,1057
2019-10-01,1085
2019-10-02,1091
2019-10-03,1093
2019-10-04,1087
2019-10-05,1078
2019-10-06,1073
2019-10-07,1083
2019-10-08,1090
2019-10-09,1087
2019-10-10,1072
2019-10-11,1080
2019-10-12,1077
2019-10-13,1065
2019-10-14,1066
2019-10-15,1076
2019-10-16,1101
2019-10-17,1147
2019-10-18,1122
2019-10-19,1092
2019-10-20,1074
2019-10-21,1079
2019-10-22,1076
2019-10-23,1090
2019-10-24,1125
2019-10-25,1117
2019-10-26,1084
2019-10-27,1080
2019-10-28,1079
2019-10-29,1077
2019-10-30,1056
2019-10-31,1047
2019-11-01,1027
2019-11-02,1038
2019-11-03,1044
2019-11-04,1022
2019-11-05,1008
2019-11-06,1013
2019-11-07,1018
2019-11-08,998
2019-11-09,988
2019-11-10,1017
2019-11-11,1006
2019-11-12,1012
2019-11-13,1021
2019-11-14,1057
2019-11-15,1072
2019-11-16,1065
2019-11-17,1041
2019-11-18,1056
2019-11-19,1034
2019-11-20,1042
2019-11-21,1047
2019-11-22,1032
2019-11-23,1027
2019-11-24,1037
2019-11-25,1061
2019-11-26,1051
2019-11-27,1049
2019-11-28,1020
2019-11-29,1023
2019-11-30,1031
2019-12-01,1023
2019-12-02,1061
2019-12-03,1074
2019-12-04,1104
2019-12-05,1136
2019-12-06,1152
2019-12-07,1136
2019-12-08,1133
2019-12-09,1172
2019-12-10,1206
2019-12-11,1227
2019-12-12,1245
2019-12-13,1218
2019-12-14,1157
2019-12-15,1153
2019-12-16,1184
2019-12-17,1197
2019-12-18,1218
2019-12-19,1193
2019-12-20,1192
2019-12-21,1212
2019-12-22,1236
2019-12-23,1191
2019-12-24,1164
2019-12-25,1164
2019-12-26,1171
2019-12-27,1178
2019-12-28,1161
2019-12-29,1141
2019-12-30,1184
2019-12-31,1231
2020-01-01,1284
2020-01-02,1302
2020-01-03,1351
2020-01-04,1385
2020-01-05,1405
2020-01-06,1418
2020-01-07,1405
2020-01-08,1361
2020-01-09,1395
2020-01-10,1411
2020-01-11,1418
2020-01-12,1401
2020-01-13,1368
2020-01-14,1376
2020-01-15,1421
2020-01-16,1376
2020-01-17,1323
2020-01-18,1355
2020-01-19,1394
2020-01-20,1435
2020-01-21,1467
2020-01-22,1474
2020-01-23,1458
2020-01-24,1427
2020-01-25,1383
2020-01-26,1343
2020-01-27,1329
2020-01-28,1361
2020-01-29,1403
2020-01-30,1417
2020-01-31,1441
2020-02-01,1387
2020-02-02,1374
2020-02-03,1396
2020-02-04,1426
2020-02-05,1403
2020-02-06,1378
2020-02-07,1340
2020-02-08,1288
2020-02-09,1224
2020-02-10,1238
2020-02-11,1226
2020-02-12,1178
2020-02-13,1184
2020-02-14,1224
2020-02-15,1225
2020-02-16,1231
2020-02-17,1219
2020-02-18,1176
2020-02-19,1170
2020-02-20,1146
2020-02-21,1126
2020-02-22,1114
2020-02-23,1143
2020-02-24,1169
2020-02-25,1176
2020-02-26,1160
2020-02-27,1141
2020-02-28,1167
2020-02-29,1184
2020-03-01,1184
2020-03-02,1195
2020-03-03,1208
2020-03-04,1245
2020-03-05,1198
2020-03-06,1152
2020-03-07,1153
2020-03-08,1178
2020-03-09,1202
2020-03-10,1188
2020-03-11,1208
2020-03-12,1196
2020-03-13,1239
2020-03-14,1219
2020-03-15,1254
2020-03-16,1251
2020-03-17,1247
2020-03-18,1228
2020-03-19,1195
2020-03-20,1167
2020-03-21,1165
2020-03-22,1137
2020-03-23,1150
2020-03-24,1179
2020-03-25,1199
2020-03-26,1223
2020-03-27,1198
2020-03-28,1177
2020-03-29,1191
2020-03-30,1190
2020-03-31,1180
2020-04-01,1160
2020-04-02,1147
2020-04-03,1118
2020-04-04,1147
2020-04-05,1179
2020-04-06,1170
2020-04-07,1198
2020-04-08,1157
2020-04-09,1186
2020-04-10,1193
2020-04-11,1204
2020-04-12,1249
2020-04-13,1218
2020-04-14,1191
2020-04-15,1212
2020-04-16,1264
2020-04-17,1249
2020-04-18,1218
2020-04-19,1185
2020-04-20,1214
2020-04-21,1199
2020-04-22,1178
2020-04-23,1164
2020-04-24,1177
2020-04-25,1165
2020-04-26,1165
2020-04-27,1175
2020-04-28,1199
2020-04-29,1202
2020-04-30,1212
2020-05-01,1209
2020-05-02,1194
2020-05-03,1187
2020-05-04,1176
2020-05-05,1162
2020-05-06,1164
2020-05-07,1188
2020-05-08,1188
2020-05-09,1189
2020-05-10,1185
2020-05-11,1180
2020-05-12,1197
2020-05-13,1200
