date_obj,Beanie price
2019-03-24,7367
2019-03-25,7470
2019-03-26,7470
2019-03-27,7470
2019-03-28,7470
2019-03-29,7765
2019-03-30,7765
2019-03-31,7765
2019-04-01,7765
2019-04-02,7765
2019-04-03,7387
2019-04-04,7387
2019-04-05,7387
2019-04-06,7387
2019-04-07,7387
2019-04-08,7092
2019-04-09,7092
2019-04-10,7092
2019-04-11,7122
2019-04-12,7122
2019-04-13,6896
2019-04-14,6896
2019-04-15,6896
2019-04-16,6867
2019-04-17,6867
2019-04-18,6736
2019-04-19,6736
2019-04-20,6421
2019-04-21,6421
2019-04-22,6146
2019-04-23,6146
2019-04-24,5854
2019-04-25,5854
2019-04-26,5588
2019-04-27,5588
2019-04-28,5332
2019-04-29,5332
2019-04-30,5332
2019-05-01,5083
2019-05-02,5083
2019-05-03,4944
2019-05-04,4944
2019-05-05,4944
2019-05-06,4791
2019-05-07,4791
2019-05-08,4791
2019-05-09,4624
2019-05-10,4624
2019-05-11,4624
2019-05-12,4694
2019-05-13,4694
2019-05-14,4694
2019-05-15,4694
2019-05-16,4719
2019-05-17,4719
2019-05-18,4719
2019-05-19,4731
2019-05-20,4731
2019-05-21,4731
2019-05-22,4731
2019-05-23,4508
2019-05-24,4508
2019-05-25,4508
2019-05-26,4508
2019-05-27,4338
2019-05-28,4338
2019-05-29,4338
2019-05-30,4338
2019-05-31,4220
2019-06-01,4220
2019-06-02,4220
2019-06-03,4220
2019-06-04,4220
2019-06-05,4161
2019-06-06,4161
2019-06-07,4161
2019-06-08,4161
2019-06-09,4084
2019-06-10,4084
2019-06-11,4084
2019-06-12,4084
2019-06-13,4084
2019-06-14,3940
2019-06-15,3940
2019-06-16,3940
2019-06-17,3940
2019-06-18,3940
2019-06-19,4054
2019-06-20,4054
2019-06-21,4054
2019-06-22,4054
2019-06-23,4218
2019-06-24,4218
2019-06-25,4218
2019-06-26,4218
2019-06-27,4176
2019-06-28,4176
2019-06-29,4176
2019-06-30,4176
2019-07-01,4128
2019-07-02,4128
2019-07-03,4128
2019-07-04,4128
2019-07-05,4128
2019-07-06,4255
2019-07-07,4255
2019-07-08,4255
2019-07-09,4255
2019-07-10,4333
2019-07-11,4333
2019-07-12,4333
2019-07-13,4333
2019-07-14,4256
2019-07-15,4256
2019-07-16,4256
2019-07-17,4256
2019-07-18,4256
2019-07-19,4256
2019-07-20,4274
2019-07-21,4274
2019-07-22,4274
2019-07-23,4274
2019-07-24,4274
2019-07-25,4274
2019-07-26,4083
2019-07-27,4083
2019-07-28,4083
2019-07-29,4083
2019-07-30,4083
2019-07-31,3973
2019-08-01,3973
2019-08-02,3973
2019-08-03,3973
2019-08-04,3973
2019-08-05,3790
2019-08-06,3790
2019-08-07,3790
2019-08-08,3790
2019-08-09,3657
2019-08-10,3657
2019-08-11,3657
2019-08-12,3657
2019-08-13,3657
2019-08-14,3821
2019-08-15,3821
2019-08-16,3821
2019-08-17,3821
2019-08-18,3821
2019-08-19,3924
2019-08-20,3924
2019-08-21,3924
2019-08-22,3924
2019-08-23,3924
2019-08-24,3780
2019-08-24,3780
2019-08-25,3780
2019-08-25,3780
2019-08-26,3780
2019-08-27,3780
2019-08-27,3780
2019-08-28,3780
2019-08-29,3631
2019-08-30,3631
2019-08-31,3631
2019-09-01,3631
2019-09-02,3631
2019-09-03,3524
2019-09-04,3524
2019-09-05,3524
2019-09-06,3524
2019-09-07,3541
2019-09-08,3541
2019-09-09,3541
2019-09-10,3541
2019-09-11,3541
2019-09-12,3541
2019-09-13,3695
2019-09-14,3695
2019-09-15,3695
2019-09-16,3695
2019-09-17,3695
2019-09-18,3749
2019-09-19,3749
2019-09-20,3749
2019-09-21,3749
2019-09-22,3749
2019-09-23,3749
2019-09-24,3883
2019-09-25,3883
2019-09-26,3883
2019-09-27,3883
2019-09-28,3883
2019-09-29,4058
2019-09-30,4058
2019-10-01,4058
2019-10-02,4058
2019-10-03,4058
2019-10-04,4058
2019-10-05,4254
2019-10-06,4254
2019-10-07,4254
2019-10-08,4254
2019-10-09,4254
2019-10-10,4426
2019-10-11,4426
2019-10-12,4426
2019-10-13,4426
2019-10-14,4426
2019-10-15,4365
2019-10-16,4365
2019-10-17,4365
2019-10-18,4365
2019-10-19,4487
2019-10-20,4487
2019-10-21,4487
2019-10-22,4487
2019-10-23,4487
2019-10-24,4622
2019-10-25,4622
2019-10-26,4622
2019-10-27,4622
2019-10-28,4412
2019-10-29,4412
2019-10-30,4412
2019-10-31,4412
2019-11-01,4412
2019-11-02,4529
2019-11-03,4529
2019-11-04,4529
2019-11-05,4529
2019-11-06,4529
2019-11-07,4529
2019-11-08,4644
2019-11-09,4644
2019-11-10,4644
2019-11-11,4644
2019-11-12,4877
2019-11-13,4877
2019-11-14,4877
2019-11-15,4877
2019-11-16,4877
2019-11-17,5023
2019-11-18,5023
2019-11-19,5023
2019-11-20,5023
2019-11-21,5023
2019-11-22,5023
2019-11-23,5104
2019-11-24,5104
2019-11-25,5104
2019-11-26,5104
2019-11-27,5104
2019-11-28,5104
2019-11-29,4936
2019-11-30,4936
2019-12-01,4936
2019-12-02,4936
2019-12-03,4716
2019-12-04,4716
2019-12-05,4716
2019-12-06,4716
2019-12-07,4716
2019-12-08,4741
2019-12-09,4741
2019-12-10,4741
2019-12-11,4741
2019-12-12,4741
2019-12-13,4741
2019-12-14,4741
2019-12-15,4765
2019-12-16,4765
2019-12-17,4765
2019-12-18,4765
2019-12-19,4765
2019-12-20,4765
2019-12-21,4550
2019-12-22,4550
2019-12-23,4550
2019-12-24,4550
2019-12-25,4550
2019-12-26,4550
2019-12-27,4620
2019-12-28,4620
2019-12-29,4620
2019-12-30,4620
2019-12-31,4620
2020-01-01,4537
2020-01-02,4537
2020-01-03,4537
2020-01-04,4537
2020-01-05,4537
2020-01-06,4537
2020-01-07,4544
2020-01-08,4544
2020-01-09,4544
2020-01-10,4544
2020-01-11,4544
2020-01-12,4505
2020-01-13,4505
2020-01-14,4505
2020-01-15,4505
2020-01-16,4505
2020-01-17,4459
2020-01-18,4459
2020-01-19,4459
2020-01-20,4459
2020-01-21,4459
2020-01-22,4247
2020-01-23,4247
2020-01-24,4247
2020-01-25,4247
2020-01-26,4141
2020-01-27,4141
2020-01-28,4141
2020-01-29,4141
2020-01-30,4141
2020-01-31,3967
2020-02-01,3967
2020-02-02,3967
2020-02-03,3967
2020-02-04,3967
2020-02-05,3904
2020-02-06,3904
2020-02-07,3904
2020-02-08,3904
2020-02-09,3904
2020-02-10,3945
2020-02-11,3945
2020-02-12,3945
2020-02-13,3945
2020-02-14,3945
2020-02-15,3945
2020-02-16,3908
2020-02-17,3908
2020-02-18,3908
2020-02-19,3908
2020-02-20,3809
2020-02-21,3809
2020-02-22,3809
2020-02-23,3809
2020-02-24,3809
2020-02-25,3857
2020-02-26,3857
2020-02-27,3857
2020-02-28,3857
2020-02-29,3857
2020-03-01,3692
2020-03-02,3692
2020-03-03,3692
2020-03-04,3692
2020-03-05,3692
2020-03-06,3529
2020-03-07,3529
2020-03-08,3529
2020-03-09,3529
2020-03-10,3363
2020-03-11,3363
2020-03-12,3363
2020-03-13,3363
2020-03-14,3213
2020-03-15,3213
2020-03-16,3213
2020-03-17,3213
2020-03-18,3061
2020-03-19,3061
2020-03-20,3061
2020-03-21,3061
2020-03-22,2944
2020-03-23,2944
2020-03-24,2944
2020-03-25,2944
2020-03-26,2821
2020-03-27,2821
2020-03-28,2821
2020-03-29,2737
2020-03-30,2737
2020-03-31,2737
2020-04-01,2775
2020-04-02,2775
2020-04-03,2775
2020-04-04,2775
2020-04-05,2801
2020-04-06,2801
2020-04-07,2801
2020-04-08,2877
2020-04-09,2877
2020-04-10,2877
2020-04-11,2877
2020-04-12,2970
2020-04-13,2970
2020-04-14,2970
2020-04-15,3003
2020-04-16,3003
2020-04-17,3003
2020-04-18,3003
2020-04-19,3088
2020-04-20,3088
2020-04-21,3088
2020-04-22,3155
2020-04-23,3155
2020-04-24,3155
2020-04-25,3155
2020-04-26,3197
2020-04-27,3197
2020-04-28,3197
2020-04-29,3197
2020-04-30,3117
2020-05-01,3117
2020-05-02,3117
2020-05-03,3117
2020-05-04,2978
2020-05-05,2978
2020-05-06,2978
2020-05-07,2872
2020-05-08,2872
2020-05-09,2872
2020-05-10,2872
2020-05-11,2751
2020-05-12,2751
2020-05-13,2751
