date_obj,Maple%20shortbow price
2019-09-07,204
2019-09-08,204
2019-09-09,205
2019-09-10,206
2019-09-11,212
2019-09-12,219
2019-09-13,222
2019-09-14,227
2019-09-15,222
2019-09-16,223
2019-09-17,219
2019-09-18,222
2019-09-19,231
2019-09-20,232
2019-09-21,233
2019-09-22,244
2019-09-23,257
2019-09-24,270
2019-09-25,279
2019-09-26,277
2019-09-27,273
2019-09-28,264
2019-09-29,250
2019-09-30,237
2019-10-01,225
2019-10-02,213
2019-10-03,208
2019-10-04,210
2019-10-05,219
2019-10-06,217
2019-10-07,209
2019-10-08,208
2019-10-09,209
2019-10-10,212
2019-10-11,206
2019-10-12,209
2019-10-13,200
2019-10-14,198
2019-10-15,193
2019-10-16,193
2019-10-17,188
2019-10-18,192
2019-10-19,199
2019-10-20,207
2019-10-21,203
2019-10-22,201
2019-10-23,210
2019-10-24,221
2019-10-25,233
2019-10-26,234
2019-10-27,235
2019-10-28,233
2019-10-29,236
2019-10-30,237
2019-10-31,234
2019-11-01,228
2019-11-02,225
2019-11-03,219
2019-11-04,213
2019-11-05,212
2019-11-06,205
2019-11-07,200
2019-11-08,201
2019-11-09,202
2019-11-10,196
2019-11-11,197
2019-11-12,190
2019-11-13,191
2019-11-14,188
2019-11-15,194
2019-11-16,191
2019-11-17,193
2019-11-18,195
2019-11-19,199
2019-11-20,200
2019-11-21,206
2019-11-22,205
2019-11-23,212
2019-11-24,211
2019-11-25,207
2019-11-26,203
2019-11-27,201
2019-11-28,199
2019-11-29,194
2019-11-30,195
2019-12-01,201
2019-12-02,201
2019-12-03,202
2019-12-04,205
2019-12-05,203
2019-12-06,201
2019-12-07,202
2019-12-08,205
2019-12-09,207
2019-12-10,211
2019-12-11,207
2019-12-12,209
2019-12-13,212
2019-12-14,214
2019-12-15,210
2019-12-16,218
2019-12-17,219
2019-12-18,217
2019-12-19,220
2019-12-20,220
2019-12-21,220
2019-12-22,220
2019-12-23,219
2019-12-24,221
2019-12-25,220
2019-12-26,220
2019-12-27,219
2019-12-28,218
2019-12-29,222
2019-12-30,218
2019-12-31,218
2020-01-01,217
2020-01-02,218
2020-01-03,216
2020-01-04,218
2020-01-05,218
2020-01-06,217
2020-01-07,215
2020-01-08,214
2020-01-09,215
2020-01-10,215
2020-01-11,214
2020-01-12,215
2020-01-13,215
2020-01-14,215
2020-01-15,216
2020-01-16,221
2020-01-17,224
2020-01-18,215
2020-01-19,219
2020-01-20,226
2020-01-21,223
2020-01-22,218
2020-01-23,218
2020-01-24,219
2020-01-25,219
2020-01-26,219
2020-01-27,222
2020-01-28,222
2020-01-29,222
2020-01-30,221
2020-01-31,221
2020-02-01,219
2020-02-02,218
2020-02-03,217
2020-02-04,219
2020-02-05,219
2020-02-06,219
2020-02-07,220
2020-02-08,219
2020-02-09,218
2020-02-10,220
2020-02-11,219
2020-02-12,218
2020-02-13,218
2020-02-14,220
2020-02-15,221
2020-02-16,222
2020-02-17,219
2020-02-18,217
2020-02-19,218
2020-02-20,219
2020-02-21,219
2020-02-22,217
2020-02-23,218
2020-02-24,213
2020-02-25,207
2020-02-26,211
2020-02-27,212
2020-02-28,201
2020-02-29,199
2020-03-01,200
2020-03-02,205
2020-03-03,206
2020-03-04,210
2020-03-05,212
2020-03-06,211
2020-03-07,208
2020-03-08,212
2020-03-09,211
2020-03-10,213
2020-03-11,213
2020-03-12,216
2020-03-13,214
2020-03-14,214
2020-03-15,214
2020-03-16,217
2020-03-17,220
2020-03-18,219
2020-03-19,218
2020-03-20,216
2020-03-21,220
2020-03-22,221
2020-03-23,219
2020-03-24,219
2020-03-25,217
2020-03-26,217
2020-03-27,213
2020-03-28,211
2020-03-29,205
2020-03-30,196
2020-03-31,188
2020-04-01,183
2020-04-02,185
2020-04-03,179
2020-04-04,180
2020-04-05,187
2020-04-06,187
2020-04-07,184
2020-04-08,190
2020-04-09,193
2020-04-10,201
2020-04-11,199
2020-04-12,200
2020-04-13,203
2020-04-14,204
2020-04-15,203
2020-04-16,205
2020-04-17,203
2020-04-18,203
2020-04-19,200
2020-04-20,192
2020-04-21,186
2020-04-22,193
2020-04-23,194
2020-04-24,194
2020-04-25,199
2020-04-26,200
2020-04-27,208
2020-04-28,211
2020-04-29,208
2020-04-30,219
2020-05-01,214
2020-05-02,210
2020-05-03,208
2020-05-04,210
2020-05-05,218
2020-05-06,221
2020-05-07,216
2020-05-08,212
2020-05-09,213
2020-05-10,211
2020-05-11,213
2020-05-12,216
2020-05-13,216
