date_obj,Saradomin%20sword price
2015-11-03,1683383
2015-11-04,1663044
2015-11-05,1669681
2015-11-06,1686905
2015-11-07,1709729
2015-11-08,1690701
2015-11-09,1672213
2015-11-10,1652925
2015-11-11,1665686
2015-11-12,1676251
2015-11-13,1689320
2015-11-14,1708720
2015-11-15,1737581
2015-11-16,1752378
2015-11-17,1795229
2015-11-18,1838140
2015-11-19,1865338
2015-11-20,1871591
2015-11-21,1904611
2015-11-22,1916713
2015-11-23,1933727
2015-11-24,1953396
2015-11-25,1982404
2015-11-26,1974536
2015-11-27,1962688
2015-11-28,1946927
2015-11-29,1941698
2015-11-30,1949949
2015-12-01,1982828
2015-12-02,1966884
2015-12-03,1943497
2015-12-04,1921997
2015-12-05,1907573
2015-12-06,1882161
2015-12-07,1861724
2015-12-08,1840920
2015-12-09,1841265
2015-12-10,1858193
2015-12-11,1880546
2015-12-12,1902540
2015-12-13,1897195
2015-12-14,1894278
2015-12-15,1883496
2015-12-16,1881978
2015-12-17,1881463
2015-12-18,1869722
2015-12-19,1870083
2015-12-20,1861266
2015-12-21,1884595
2015-12-22,1893721
2015-12-23,1884602
2015-12-24,1886307
2015-12-25,1902551
2015-12-26,1905879
2015-12-27,1930322
2015-12-28,1921821
2015-12-29,1904150
2015-12-30,1890287
2015-12-31,1880887
2016-01-01,1880727
2016-01-02,1876327
2016-01-03,1849237
2016-01-04,1843819
2016-01-05,1829955
2016-01-06,1819612
2016-01-07,1824829
2016-01-08,1876274
2016-01-09,1863010
2016-01-10,1870406
2016-01-11,1913420
2016-01-12,1916450
2016-01-13,1924211
2016-01-14,1914059
2016-01-15,1881814
2016-01-16,1872541
2016-01-17,1855808
2016-01-18,1838387
2016-01-19,1823335
2016-01-20,1814419
2016-01-21,1785706
2016-01-22,1752231
2016-01-23,1727839
2016-01-24,1702109
2016-01-25,1675477
2016-01-26,1653401
2016-01-27,1637621
2016-01-28,1625672
2016-01-29,1612876
2016-01-30,1600546
2016-01-31,1603371
2016-02-01,1624855
2016-02-02,1633202
2016-02-03,1643880
2016-02-04,1670695
2016-02-05,1672465
2016-02-06,1653473
2016-02-07,1636418
2016-02-08,1623547
2016-02-09,1615343
2016-02-10,1610435
2016-02-11,1613220
2016-02-12,1621905
2016-02-13,1620975
2016-02-14,1615418
2016-02-15,1607046
2016-02-16,1598859
2016-02-17,1597160
2016-02-18,1576713
2016-02-19,1571757
2016-02-20,1567314
2016-02-21,1554300
2016-02-22,1536884
2016-02-23,1509702
2016-02-24,1488097
2016-02-25,1487410
2016-02-26,1486209
2016-02-27,1474223
2016-02-28,1466325
2016-02-29,1463839
2016-03-01,1467539
2016-03-02,1473963
2016-03-03,1474045
2016-03-04,1501958
2016-03-05,1522927
2016-03-06,1538275
2016-03-07,1578520
2016-03-08,1577773
2016-03-09,1591367
2016-03-10,1616763
2016-03-11,1614056
2016-03-12,1610722
2016-03-13,1597067
2016-03-14,1550607
2016-03-15,1527378
2016-03-16,1518027
2016-03-17,1506342
2016-03-18,1509013
2016-03-19,1501707
2016-03-20,1490295
2016-03-21,1495083
2016-03-22,1498876
2016-03-23,1517448
2016-03-24,1565460
2016-03-25,1575741
2016-03-26,1604310
2016-03-27,1607217
2016-03-28,1597907
2016-03-29,1577574
2016-03-30,1566989
2016-03-31,1539150
2016-04-01,1517527
2016-04-02,1511908
2016-04-03,1499892
2016-04-04,1512681
2016-04-05,1526218
2016-04-06,1532098
2016-04-07,1556482
2016-04-08,1555036
2016-04-09,1539551
2016-04-10,1498637
2016-04-11,1486286
2016-04-12,1467436
2016-04-13,1455027
2016-04-14,1461199
2016-04-15,1493098
2016-04-16,1490531
2016-04-17,1479461
2016-04-18,1481983
2016-04-19,1473961
2016-04-20,1462565
2016-04-21,1461904
2016-04-22,1469013
2016-04-23,1470661
2016-04-24,1475704
2016-04-25,1473613
2016-04-26,1478018
2016-04-27,1472061
2016-04-28,1452401
2016-04-29,1455676
2016-04-30,1463726
2016-05-01,1466125
2016-05-02,1460462
2016-05-03,1441323
2016-05-04,1420453
2016-05-05,1378577
2016-05-06,1378951
2016-05-07,1405853
2016-05-08,1414672
2016-05-09,1419039
2016-05-10,1393944
2016-05-11,1395627
2016-05-12,1401418
2016-05-13,1400533
2016-05-14,1416910
2016-05-15,1422199
2016-05-16,1440408
2016-05-17,1431289
2016-05-18,1425316
2016-05-19,1431242
2016-05-22,1549995
2016-05-23,1607051
2016-05-24,1656335
2016-05-25,1667750
2016-05-26,1669857
2016-05-27,1660778
2016-05-28,1659252
2016-05-29,1664791
2016-05-30,1652309
2016-05-31,1646175
2016-06-01,1641620
2016-06-02,1642083
2016-06-03,1644199
2016-06-04,1644988
2016-06-05,1668155
2016-06-06,1670420
2016-06-07,1679018
2016-06-08,1702208
2016-06-09,1694885
2016-06-10,1721323
2016-06-11,1719344
2016-06-12,1711632
2016-06-13,1698134
2016-06-14,1670001
2016-06-15,1655196
2016-06-16,1662919
2016-06-17,1664094
2016-06-18,1658938
2016-06-19,1660415
2016-06-20,1667455
2016-06-21,1640340
2016-06-22,1649554
2016-06-23,1652589
2016-06-24,1679257
2016-06-25,1729607
2016-06-26,1719746
2016-06-27,1744309
2016-06-28,1743944
2016-06-29,1763855
2016-06-30,1762743
2016-07-01,1774446
2016-07-02,1772333
2016-07-03,1757862
2016-07-04,1750440
2016-07-05,1751162
2016-07-06,1723249
2016-07-07,1718378
2016-07-08,1678102
2016-07-09,1662767
2016-07-10,1605391
2016-07-11,1580431
2016-07-12,1545990
2016-07-13,1546635
2016-07-14,1545193
2016-07-15,1553248
2016-07-16,1564303
2016-07-17,1590657
2016-07-18,1601650
2016-07-23,1595414
2016-07-24,1580335
2016-07-25,1577578
2016-07-26,1576001
2016-07-27,1569994
2016-07-28,1564779
2016-07-29,1564805
2016-07-30,1557768
2016-07-31,1544518
2016-08-01,1539299
2016-08-02,1536929
2016-08-03,1537163
2016-08-04,1537907
2016-08-05,1533749
2016-08-06,1519924
2016-08-07,1502054
2016-08-08,1494184
2016-08-09,1468097
2016-08-10,1441049
2016-08-11,1432470
2016-08-12,1426268
2016-08-13,1421604
2016-08-14,1412739
2016-08-15,1398318
2016-08-16,1384722
2016-08-17,1347527
2016-08-18,1316449
2016-08-19,1287773
2016-08-20,1233925
2016-08-21,1206718
2016-08-22,1184049
2016-08-23,1134705
2016-08-24,1113063
2016-08-25,1087497
2016-08-26,1101652
2016-08-28,1188077
2016-08-31,1324944
2016-09-01,1323920
2016-09-02,1324222
2016-09-03,1289888
2016-09-04,1248530
2016-09-05,1228365
2016-09-06,1230436
2016-09-07,1206693
2016-09-08,1169156
2016-09-09,1174210
2016-09-10,1171617
2016-09-11,1166604
2016-09-12,1165202
2016-09-13,1197211
2016-09-14,1209060
2016-09-15,1182678
2016-09-16,1162459
2016-09-17,1176045
2016-09-18,1197254
2016-09-19,1255920
2016-09-20,1282469
2016-09-21,1346164
2016-09-22,1413290
2016-09-23,1425924
2016-09-24,1468606
2016-09-25,1448377
2016-09-26,1444975
2016-09-27,1420298
2016-09-28,1368171
2016-09-29,1341238
2016-09-30,1335376
2016-10-01,1324029
2016-10-02,1339901
2016-10-03,1361994
2016-10-04,1341105
2016-10-05,1332139
2016-10-06,1323322
2016-10-07,1307719
2016-10-08,1315226
2016-10-09,1311982
2016-10-11,1280684
2016-10-12,1256606
2016-10-13,1217828
2016-10-14,1213968
2016-10-15,1231016
2016-10-16,1255254
2016-10-17,1262547
2016-10-18,1259259
2016-10-19,1262019
2016-10-20,1289104
2016-10-21,1273908
2016-10-22,1270872
2016-10-23,1253409
2016-10-24,1235880
2016-10-25,1223982
2016-10-26,1216674
2016-10-27,1209804
2016-10-28,1206971
2016-10-29,1204114
2016-10-30,1195764
2016-10-31,1185370
2016-11-01,1149795
2016-11-02,1137981
2016-11-03,1134811
2016-11-04,1125152
2016-11-05,1120194
2016-11-06,1104479
2016-11-07,1099726
2016-11-08,1071651
2016-11-09,1048261
2016-11-10,1041422
2016-11-11,1031629
2016-11-12,1036191
2016-11-13,1034830
2016-11-14,1076472
2016-12-08,1050361
2016-12-09,1037368
2016-12-10,1030478
2016-12-11,1046597
2016-12-12,1038632
2016-12-13,1024938
2016-12-14,1029097
2016-12-15,1056101
2016-12-16,1061113
2016-12-17,1055179
2016-12-18,1042571
2016-12-19,1028399
2016-12-20,1029832
2016-12-21,1033629
2016-12-22,1061587
2016-12-23,1085504
2016-12-24,1083510
2016-12-25,1083237
2016-12-26,1111885
2016-12-27,1125093
2016-12-28,1128147
2016-12-29,1113433
2016-12-30,1119371
2016-12-31,1104577
2017-01-01,1115232
2017-01-02,1148357
2017-01-03,1124387
2017-01-04,1103957
2017-01-05,1055072
2017-01-06,1013059
2017-01-07,983426
2017-01-08,977806
2017-01-09,975800
2017-01-10,994086
2017-01-11,996295
2017-01-12,1003080
2017-01-13,1012927
2017-01-14,1018162
2017-01-15,1010249
2017-01-16,1000727
2017-01-17,993211
2017-01-18,989267
2017-01-19,979988
2017-01-20,955510
2017-01-21,956272
2017-01-22,955222
2017-01-27,878765
2017-01-28,862240
2017-01-29,847870
2017-01-30,857201
2017-01-31,882860
2017-02-01,899622
2017-02-02,913370
2017-02-03,920898
2017-02-04,937518
2017-02-05,939122
2017-02-06,948481
2017-02-07,944222
2017-02-08,946657
2017-02-09,945413
2017-02-10,941364
2017-02-11,934209
2017-02-12,930455
2017-02-13,930177
2017-02-14,928393
2017-02-15,923392
2017-02-16,918087
2017-02-18,917422
2017-02-19,912029
2017-02-20,905412
2017-02-21,904674
2017-02-22,909551
2017-02-23,911056
2017-02-24,897476
2017-02-25,897873
2017-02-26,885665
2017-02-27,893140
2017-02-28,896798
2017-03-01,908404
2017-03-02,921532
2017-03-03,942606
2017-03-04,952755
2017-03-05,947060
2017-03-06,945456
2017-03-07,948243
2017-03-08,960130
2017-03-09,967924
2017-03-10,964418
2017-03-11,963798
2017-03-12,983360
2017-03-13,961972
2017-03-14,954980
2017-03-15,948132
2017-03-16,941250
2017-03-17,946352
2017-03-18,966010
2017-03-19,959416
2017-03-20,951174
2017-03-21,952507
2017-03-22,970560
2017-03-23,972104
2017-03-24,991422
2017-03-25,1000643
2017-03-26,994597
2017-03-27,994940
2017-03-28,986427
2017-03-29,990922
2017-03-30,989430
2017-03-31,1007431
2017-04-01,1048796
2017-04-02,1023723
2017-04-03,1011424
2017-04-04,1000987
2017-04-12,983379
2017-04-13,1018373
2017-04-14,1009283
2017-04-15,1059213
2017-04-16,1055299
2017-04-17,1043017
2017-04-18,1071210
2017-04-19,1073334
2017-04-20,1067503
2017-04-21,1069161
2017-04-22,1074281
2017-04-23,1070316
2017-04-24,1064392
2017-04-25,1040718
2017-04-26,1027239
2017-04-27,1024998
2017-04-28,1045199
2017-04-29,1058196
2017-04-30,1108641
2017-05-01,1090085
2017-05-02,1092093
2017-05-03,1139925
2017-05-04,1118430
2017-05-05,1100181
2017-05-06,1083613
2017-05-07,1036074
2017-05-08,1006741
2017-05-09,985593
2017-05-10,993022
2017-05-11,993111
2017-05-12,990412
2017-05-13,995346
2017-05-14,981679
2017-05-15,974987
2017-05-16,965241
2017-05-17,942868
2017-05-18,946921
2017-05-19,968021
2017-05-20,956683
2017-05-21,957281
2017-05-22,953354
2017-05-23,946943
2017-05-24,937403
2017-05-25,900919
2017-05-26,888659
2017-05-27,909662
2017-05-28,900522
2017-05-29,902740
2017-05-30,902775
2017-05-31,899611
2017-06-01,867587
2017-06-02,853029
2017-06-03,857136
2017-06-06,844405
2017-06-07,832286
2017-06-08,835392
2017-06-09,822880
2017-06-10,826754
2017-06-11,816321
2017-06-12,795286
2017-06-13,761773
2017-06-14,762633
2017-06-15,800765
2017-06-16,828294
2017-06-17,845391
2017-06-18,847541
2017-06-19,848127
2017-06-20,839073
2017-06-21,825955
2017-06-22,815173
2017-06-23,810805
2017-06-24,819208
2017-06-25,817959
2017-06-26,820844
2017-06-27,812001
2017-06-28,799357
2017-06-29,797650
2017-06-30,791670
2017-07-01,752631
2017-07-02,759560
2017-07-03,752548
2017-07-04,749400
2017-07-05,773482
2017-07-06,803034
2017-07-07,819808
2017-07-08,824706
2017-07-13,757230
2017-07-14,760458
2017-07-15,774888
2017-07-16,779914
2017-07-17,792513
2017-07-18,802057
2017-07-19,836901
2017-07-20,842554
2017-07-21,841032
2017-07-22,833555
2017-07-23,823340
2017-07-24,816821
2017-07-25,809248
2017-07-26,797377
2017-07-27,797369
2017-07-28,816387
2017-07-29,804326
2017-07-30,802807
2017-07-31,817055
2017-08-01,835656
2017-08-02,837944
2017-08-03,820779
2017-08-04,812063
2017-08-05,819143
2017-08-06,814721
2017-08-09,850274
2017-08-10,857716
2017-08-11,871145
2017-08-12,876076
2017-08-13,852837
2017-08-14,833600
2017-08-15,827054
2017-08-17,819569
2017-08-18,828223
2017-08-19,826921
2017-08-20,831032
2017-08-21,833433
2017-08-22,827706
2017-08-23,818272
2017-08-24,808029
2017-08-25,796702
2017-08-26,787747
2017-08-27,766841
2017-08-28,735508
2017-08-29,716947
2017-08-30,713250
2017-08-31,716440
2017-09-01,717987
2017-09-02,727977
2017-09-03,716758
2017-09-04,702019
2017-09-05,705127
2017-09-06,698437
2017-09-07,688244
2017-09-08,682007
2017-09-09,684120
2017-09-10,691655
2017-09-11,686447
2017-09-12,688453
2017-09-13,692203
2017-09-14,689129
2017-09-15,687072
2017-09-16,688024
2017-09-17,689337
2017-09-19,685698
2017-09-20,685701
2017-09-21,688413
2017-09-22,686998
2017-09-23,686188
2017-09-24,686618
2017-09-25,687395
2017-09-26,682573
2017-09-27,682680
2017-09-28,701509
2017-09-29,711071
2017-09-30,701952
2017-10-01,691470
2017-10-02,676856
2017-10-03,672386
2017-10-04,675978
2017-10-05,676040
2017-10-06,692297
2017-10-07,697469
2017-10-08,707984
2017-10-09,718594
2017-10-10,727382
2017-10-11,734908
2017-10-12,765343
2017-10-13,780205
2017-10-14,781444
2017-10-15,775340
2017-10-16,757420
2017-10-17,748777
2017-10-18,748990
2017-10-19,748825
2017-10-20,745629
2017-10-21,737107
2017-10-22,717444
2017-10-23,711130
2017-10-24,711278
2017-10-25,733605
2017-10-26,756802
2017-10-27,768517
2017-10-28,778846
2017-10-29,783999
2017-10-30,754087
2017-10-31,729003
2017-11-01,724027
2017-11-02,721256
2017-11-03,716723
2017-11-04,710942
2017-11-05,705334
2017-11-06,694786
2017-11-07,700095
2017-11-08,714032
2017-11-09,715656
2017-11-10,709236
2017-11-11,702878
2017-11-12,677746
2017-11-13,655106
2017-11-14,642895
2017-11-15,628341
2017-11-16,618903
2017-11-17,603674
2017-11-18,577152
2017-11-19,550724
2017-11-20,524320
2017-11-21,514323
2017-11-22,520415
2017-11-23,545584
2017-11-24,571453
2017-11-25,575126
2017-11-26,596304
2017-11-27,591692
2017-11-28,605252
2017-11-29,607021
2017-11-30,619000
2017-12-01,642141
2017-12-02,639604
2017-12-03,624978
2017-12-04,613766
2017-12-05,601562
2017-12-06,583960
2017-12-07,581287
2017-12-08,579202
2017-12-09,585258
2017-12-10,596330
2017-12-11,587082
2017-12-12,586235
2017-12-13,587088
2017-12-14,591189
2017-12-15,598013
2017-12-16,595265
2017-12-17,596359
2017-12-18,607844
2017-12-19,592711
2017-12-20,583547
2017-12-21,580513
2017-12-22,579367
2017-12-23,596653
2017-12-24,608366
2017-12-25,627797
2017-12-26,636497
2017-12-27,640818
2017-12-28,662430
2017-12-29,685145
2017-12-30,699491
2017-12-31,695454
2018-01-01,674304
2018-01-02,663379
2018-01-03,664302
2018-01-04,666004
2018-01-05,670485
2018-01-06,674969
2018-01-07,661287
2018-01-08,650556
2018-01-09,638283
2018-01-10,625258
2018-01-11,599925
2018-01-12,594798
2018-01-13,606624
2018-01-14,598342
2018-01-15,605045
2018-01-16,611893
2018-01-17,618691
2018-01-18,620154
2018-01-19,621663
2018-01-20,629474
2018-01-21,627707
2018-01-22,623988
2018-01-23,622036
2018-01-24,644820
2018-01-25,644118
2018-01-26,654390
2018-01-27,661627
2018-01-28,688922
2018-01-29,688316
2018-01-30,679377
2018-02-01,675874
2018-02-02,666196
2018-02-03,655150
2018-02-04,651114
2018-02-05,648523
2018-02-06,643669
2018-02-07,645436
2018-02-08,663147
2018-02-09,683144
2018-02-10,716421
2018-02-11,752241
2018-02-12,782181
2018-02-13,792439
2018-02-14,801851
2018-02-15,836463
2018-02-16,840503
2018-02-17,843837
2018-02-18,848860
2018-02-19,855935
2018-02-20,854887
2018-02-21,844138
2018-02-22,834107
2018-02-23,823298
2018-02-24,815814
2018-02-25,805268
2018-02-26,795928
2018-02-27,803505
2018-02-28,768201
2018-03-01,741067
2018-03-02,728356
2018-03-03,718803
2018-03-04,701959
2018-03-05,694492
2018-03-06,702010
2018-03-07,700830
2018-03-08,693748
2018-03-09,690464
2018-03-10,698000
2018-03-11,697038
2018-03-12,705169
2018-03-13,720656
2018-03-14,734820
2018-03-15,733476
2018-03-16,733903
2018-03-17,739199
2018-03-18,733642
2018-03-19,726128
2018-03-20,722489
2018-03-21,724841
2018-03-23,766133
2018-03-24,768283
2018-03-26,805886
2018-03-27,804316
2018-03-28,789569
2018-03-29,776915
2018-03-30,777509
2018-03-31,773491
2018-04-01,776108
2018-04-02,774087
2018-04-03,779711
2018-04-04,812337
2018-04-05,844363
2018-04-06,844244
2018-04-08,855633
2018-04-09,844954
2018-04-10,843761
2018-04-11,850676
2018-04-12,835225
2018-04-13,833340
2018-04-14,825528
2018-04-15,823123
2018-04-16,820749
2018-04-17,820234
2018-04-18,818863
2018-04-19,807772
2018-04-20,794322
2018-04-21,783339
2018-04-22,774490
2018-04-23,769635
2018-04-24,761725
2018-04-25,757007
2018-04-26,755212
2018-04-27,769121
2018-04-28,768995
2018-04-29,772413
2018-04-30,764612
2018-05-01,757225
2018-05-02,742538
2018-05-03,736975
2018-05-04,728223
2018-05-05,729263
2018-05-06,734043
2018-05-07,738181
2018-05-08,732108
2018-05-09,736157
2018-05-10,742599
2018-05-11,737855
2018-05-12,736550
2018-05-13,734614
2018-05-14,733548
2018-05-15,732303
2018-05-16,731154
2018-05-17,730798
2018-05-18,727653
2018-05-19,724221
2018-05-20,719668
2018-05-21,714780
2018-05-22,712030
2018-05-23,705572
2018-05-24,722389
2018-05-25,725844
2018-05-26,720510
2018-05-27,712929
2018-05-28,715127
2018-05-29,720739
2018-05-30,713760
2018-05-31,712673
2018-06-01,714625
2018-06-02,698768
2018-06-03,698695
2018-06-04,698490
2018-06-05,697359
2018-06-06,680297
2018-06-07,665512
2018-06-08,641221
2018-06-09,633262
2018-06-10,623563
2018-06-11,614229
2018-06-12,616861
2018-06-13,619778
2018-06-14,629859
2018-06-15,650092
2018-06-16,661947
2018-06-17,667222
2018-06-18,663018
2018-06-19,662552
2018-06-20,666458
2018-06-21,677591
2018-06-22,695017
2018-06-23,697894
2018-06-24,714127
2018-06-25,737775
2018-06-26,758525
2018-06-27,777218
2018-06-28,793612
2018-06-29,818543
2018-06-30,840992
2018-07-01,863942
2018-07-02,876898
2018-07-03,893691
2018-07-04,891585
2018-07-05,886436
2018-07-06,869192
2018-07-07,845710
2018-07-08,836263
2018-07-09,833143
2018-07-10,839867
2018-07-11,859161
2018-07-12,876355
2018-07-13,869235
2018-07-14,861114
2018-07-15,873443
2018-07-16,869343
2018-07-17,871756
2018-07-18,874541
2018-07-19,861451
2018-07-20,844355
2018-07-21,837612
2018-07-22,828056
2018-07-23,821675
2018-07-24,827339
2018-07-25,840669
2018-07-26,843000
2018-07-27,855524
2018-07-28,869507
2018-07-29,887596
2018-07-30,884335
2018-07-31,875203
2018-08-01,870179
2018-08-02,869900
2018-08-03,888222
2018-08-04,922713
2018-08-05,957178
2018-08-06,990941
2018-08-07,1007934
2018-08-08,1016790
2018-08-09,1034272
2018-08-10,1041755
2018-08-11,1055931
2018-08-12,1061168
2018-08-14,1013731
2018-08-16,930731
2018-08-17,899974
2018-08-18,888417
2018-08-19,894528
2018-08-20,908699
2018-08-21,908517
2018-08-22,912683
2018-08-23,918149
2018-08-24,918346
2018-08-25,923016
2018-08-26,921527
2018-08-27,930924
2018-08-28,953217
2018-08-29,959588
2018-08-30,968973
2018-08-31,983243
2018-09-01,986609
2018-09-02,986009
2018-09-03,990742
2018-09-04,987311
2018-09-05,978161
2018-09-06,970496
2018-09-07,962874
2018-09-08,937470
2018-09-09,919980
2018-09-10,927553
2018-09-11,918866
2018-09-12,916475
2018-09-13,914615
2018-09-14,911389
2018-09-15,916673
2018-09-16,917030
2018-09-17,919233
2018-09-18,941399
2018-09-19,940300
2018-09-20,931375
2018-09-21,921914
2018-09-22,909529
2018-09-23,907838
2018-09-24,916195
2018-09-25,923825
2018-09-26,945928
2018-09-27,957661
2018-09-28,976812
2018-09-29,984403
2018-09-30,965981
2018-10-02,959592
2018-10-03,977856
2018-10-04,978638
2018-10-05,972953
2018-10-06,1018221
2018-10-07,1035594
2018-10-08,1087307
2018-10-09,1141673
2018-10-10,1187856
2018-10-11,1215559
2018-10-12,1251915
2018-10-13,1282755
2018-10-14,1295380
2018-10-15,1317284
2018-10-16,1316686
2018-10-17,1297169
2018-10-18,1284684
2018-10-19,1272336
2018-10-20,1265717
2018-10-21,1254646
2018-10-22,1266880
2018-10-23,1296119
2018-10-24,1281184
2018-10-25,1271529
2018-10-26,1275576
2018-10-27,1264724
2018-10-28,1250111
2018-10-29,1240568
2018-10-30,1244842
2018-10-31,1235839
2018-11-01,1236861
2018-11-03,1263683
2018-11-04,1272112
2018-11-05,1297607
2018-11-06,1308774
2018-11-07,1348610
2018-11-08,1395008
2018-11-09,1444582
2018-11-10,1476488
2018-11-11,1550313
2018-11-12,1627401
2018-11-13,1694276
2018-11-14,1731880
2018-11-15,1804059
2018-11-16,1883858
2018-11-17,1850566
2018-11-18,1768315
2018-11-19,1692979
2018-11-20,1613710
2018-11-21,1540142
2018-11-22,1472511
2018-11-23,1448042
2018-11-24,1436418
2018-11-25,1425551
2018-11-26,1420911
2018-11-27,1423055
2018-11-28,1466474
2018-11-29,1511127
2018-12-01,1552763
2018-12-02,1585726
2018-12-03,1596952
2018-12-04,1589038
2018-12-05,1579824
2018-12-07,1576724
2018-12-09,1686243
2018-12-10,1718608
2018-12-11,1736006
2018-12-12,1725783
2018-12-13,1749271
2018-12-14,1755964
2018-12-15,1811107
2018-12-16,1828576
2018-12-17,1835984
2018-12-18,1884719
2018-12-19,1890720
2018-12-20,1918685
2018-12-21,1941758
2018-12-22,1933568
2018-12-23,1925739
2018-12-24,1910311
2018-12-25,1904248
2018-12-26,1895211
2018-12-27,1884816
2018-12-28,1862285
2018-12-29,1849243
2018-12-30,1823046
2018-12-31,1788633
2019-01-01,1752729
2019-01-02,1724529
2019-01-03,1664162
2019-01-04,1605150
2019-01-05,1571019
2019-01-06,1554624
2019-01-08,1571802
2019-01-10,1609723
2019-01-11,1607932
2019-01-12,1625075
2019-01-13,1615402
2019-01-14,1606954
2019-01-15,1629335
2019-01-16,1630185
2019-01-17,1629361
2019-01-18,1623996
2019-01-19,1637436
