date_obj,Purple%20boots price
2015-11-06,1291
2015-11-07,1291
2015-11-08,1291
2015-11-09,1291
2015-11-10,1291
2015-11-11,1291
2015-11-12,1287
2015-11-13,1287
2015-11-14,1287
2015-11-15,1287
2015-11-16,1287
2015-11-17,1287
2015-11-18,1287
2015-11-19,1266
2015-11-20,1266
2015-11-21,1266
2015-11-22,1266
2015-11-23,1266
2015-11-24,1266
2015-11-25,1266
2015-11-26,1241
2015-11-27,1241
2015-11-28,1241
2015-11-29,1241
2015-11-30,1241
2015-12-01,1241
2015-12-02,1241
2015-12-03,1230
2015-12-04,1230
2015-12-05,1230
2015-12-06,1230
2015-12-07,1230
2015-12-08,1230
2015-12-09,1230
2015-12-10,1184
2015-12-11,1184
2015-12-12,1184
2015-12-13,1184
2015-12-14,1184
2015-12-15,1184
2015-12-16,1184
2015-12-17,1178
2015-12-18,1178
2015-12-19,1178
2015-12-20,1178
2015-12-21,1178
2015-12-22,1178
2015-12-23,1182
2015-12-24,1182
2015-12-25,1182
2015-12-26,1182
2015-12-27,1182
2015-12-28,1182
2015-12-29,1182
2015-12-30,1178
2015-12-31,1178
2016-01-01,1178
2016-01-02,1178
2016-01-03,1178
2016-01-04,1178
2016-01-05,1178
2016-01-06,1155
2016-01-07,1155
2016-01-08,1155
2016-01-09,1155
2016-01-10,1155
2016-01-11,1155
2016-01-12,1136
2016-01-13,1136
2016-01-14,1136
2016-01-15,1136
2016-01-16,1136
2016-01-17,1136
2016-01-18,1134
2016-01-19,1134
2016-01-20,1134
2016-01-21,1134
2016-01-22,1134
2016-01-23,1134
2016-01-24,1146
2016-01-25,1146
2016-01-26,1146
2016-01-27,1146
2016-01-28,1146
2016-01-29,1146
2016-01-30,1143
2016-01-31,1143
2016-02-01,1143
2016-02-02,1143
2016-02-03,1143
2016-02-04,1191
2016-02-05,1191
2016-02-06,1191
2016-02-07,1191
2016-02-08,1191
2016-02-09,1191
2016-02-10,1197
2016-02-11,1197
2016-02-12,1197
2016-02-13,1197
2016-02-14,1197
2016-02-15,1197
2016-02-16,1182
2016-02-17,1182
2016-02-18,1182
2016-02-19,1182
2016-02-20,1182
2016-02-21,1182
2016-02-22,1182
2016-02-23,1188
2016-02-24,1188
2016-02-25,1188
2016-02-26,1188
2016-02-27,1188
2016-02-28,1188
2016-02-29,1198
2016-03-01,1198
2016-03-02,1198
2016-03-03,1198
2016-03-04,1198
2016-03-05,1196
2016-03-06,1196
2016-03-07,1196
2016-03-08,1196
2016-03-09,1196
2016-03-10,1181
2016-03-11,1181
2016-03-12,1181
2016-03-13,1181
2016-03-14,1181
2016-03-15,1181
2016-03-16,1167
2016-03-17,1167
2016-03-18,1167
2016-03-19,1167
2016-03-20,1167
2016-03-21,1167
2016-03-22,1156
2016-03-23,1156
2016-03-24,1156
2016-03-25,1156
2016-03-26,1156
2016-03-27,1169
2016-03-28,1169
2016-03-29,1169
2016-03-30,1169
2016-03-31,1169
2016-04-01,1169
2016-04-02,1141
2016-04-03,1141
2016-04-04,1141
2016-04-05,1141
2016-04-06,1141
2016-04-07,1141
2016-04-08,1142
2016-04-09,1142
2016-04-10,1142
2016-04-11,1142
2016-04-12,1142
2016-04-13,1142
2016-04-14,1118
2016-04-15,1118
2016-04-16,1118
2016-04-17,1118
2016-04-18,1118
2016-04-19,1093
2016-04-20,1093
2016-04-21,1093
2016-04-22,1093
2016-04-23,1093
2016-04-24,1046
2016-04-25,1046
2016-04-26,1046
2016-04-27,1046
2016-04-28,1046
2016-04-29,1058
2016-04-30,1058
2016-05-01,1058
2016-05-02,1058
2016-05-03,1058
2016-05-04,1058
2016-05-05,1046
2016-05-06,1046
2016-05-07,1046
2016-05-08,1046
2016-05-09,1046
2016-05-10,1046
2016-05-11,1043
2016-05-12,1043
2016-05-13,1043
2016-05-14,1043
2016-05-15,1043
2016-05-16,1051
2016-05-17,1051
2016-05-18,1051
2016-05-19,1051
2016-05-22,1058
2016-05-23,1058
2016-05-24,1058
2016-05-25,1058
2016-05-26,1058
2016-05-27,1034
2016-05-28,1034
2016-05-29,1034
2016-05-30,1034
2016-05-31,1034
2016-06-01,1030
2016-06-02,1030
2016-06-03,1030
2016-06-04,1030
2016-06-05,1030
2016-06-06,1001
2016-06-07,1001
2016-06-08,1001
2016-06-09,1001
2016-06-10,1001
2016-06-11,1016
2016-06-12,1016
2016-06-13,1016
2016-06-14,1016
2016-06-15,1016
2016-06-16,1014
2016-06-17,1014
2016-06-18,1014
2016-06-19,1014
2016-06-20,1014
2016-06-21,1029
2016-06-22,1029
2016-06-23,1029
2016-06-24,1029
2016-06-25,1029
2016-06-26,1029
2016-06-27,1027
2016-06-28,1027
2016-06-29,1027
2016-06-30,1027
2016-07-01,1027
2016-07-02,1056
2016-07-03,1056
2016-07-04,1056
2016-07-05,1056
2016-07-06,1056
2016-07-07,1056
2016-07-08,1068
2016-07-09,1068
2016-07-10,1068
2016-07-11,1068
2016-07-12,1068
2016-07-13,1085
2016-07-14,1085
2016-07-15,1085
2016-07-16,1085
2016-07-17,1085
2016-07-18,1085
2016-07-23,1111
2016-07-24,1111
2016-07-25,1103
2016-07-26,1103
2016-07-27,1103
2016-07-28,1103
2016-07-29,1103
2016-07-30,1103
2016-07-31,1103
2016-08-01,1089
2016-08-02,1089
2016-08-03,1089
2016-08-04,1089
2016-08-05,1089
2016-08-06,1089
2016-08-07,1089
2016-08-08,1089
2016-08-09,1089
2016-08-10,1089
2016-08-11,1089
2016-08-12,1089
2016-08-13,1089
2016-08-14,1089
2016-08-15,1069
2016-08-16,1069
2016-08-17,1069
2016-08-18,1069
2016-08-19,1069
2016-08-20,1069
2016-08-21,1069
2016-08-22,1072
2016-08-23,1072
2016-08-24,1072
2016-08-25,1072
2016-08-26,1072
2016-08-28,1072
2016-08-31,1099
2016-09-01,1099
2016-09-02,1099
2016-09-03,1099
2016-09-04,1099
2016-09-05,1100
2016-09-06,1100
2016-09-07,1100
2016-09-08,1100
2016-09-09,1100
2016-09-10,1100
2016-09-11,1100
2016-09-12,1100
2016-09-13,1088
2016-09-14,1088
2016-09-15,1088
2016-09-16,1088
2016-09-17,1088
2016-09-18,1088
2016-09-19,1088
2016-09-20,1088
2016-09-21,1051
2016-09-22,1051
2016-09-23,1051
2016-09-24,1051
2016-09-25,1051
2016-09-26,1051
2016-09-27,1051
2016-09-28,1051
2016-09-29,1064
2016-09-30,1064
2016-10-01,1064
2016-10-02,1064
2016-10-03,1064
2016-10-04,1064
2016-10-05,1064
2016-10-06,1085
2016-10-07,1085
2016-10-08,1085
2016-10-09,1085
2016-10-10,1085
2016-10-11,1085
2016-10-12,1085
2016-10-13,1085
2016-10-14,1082
2016-10-15,1082
2016-10-16,1082
2016-10-17,1082
2016-10-18,1082
2016-10-19,1082
2016-10-20,1082
2016-10-21,1108
2016-10-22,1108
2016-10-23,1108
2016-10-24,1108
2016-10-25,1108
2016-10-26,1108
2016-10-27,1108
2016-10-28,1127
2016-10-29,1127
2016-10-30,1127
2016-10-31,1127
2016-11-01,1127
2016-11-02,1127
2016-11-03,1127
2016-11-04,1156
2016-11-05,1156
2016-11-06,1156
2016-11-07,1156
2016-11-08,1156
2016-11-09,1156
2016-11-10,1156
2016-11-11,1156
2016-11-12,1161
2016-11-13,1161
2016-11-14,1161
2016-12-08,1121
2016-12-09,1121
2016-12-10,1121
2016-12-11,1084
2016-12-12,1084
2016-12-13,1084
2016-12-14,1084
2016-12-15,1084
2016-12-16,1084
2016-12-17,1084
2016-12-18,1029
2016-12-19,1029
2016-12-20,1029
2016-12-21,1029
2016-12-22,1040
2016-12-23,1040
2016-12-24,1040
2016-12-25,1046
2016-12-26,1046
2016-12-27,1046
2016-12-28,1072
2016-12-29,1072
2016-12-30,1072
2016-12-31,1072
2017-01-01,1072
2017-01-02,1109
2017-01-03,1109
2017-01-04,1138
2017-01-05,1138
2017-01-06,1138
2017-01-07,1145
2017-01-08,1145
2017-01-09,1145
2017-01-10,1145
2017-01-11,1156
2017-01-12,1156
2017-01-13,1156
2017-01-14,1156
2017-01-15,1152
2017-01-16,1152
2017-01-17,1152
2017-01-18,1152
2017-01-19,1149
2017-01-20,1149
2017-01-21,1149
2017-01-22,1149
2017-01-27,1144
2017-01-28,1144
2017-01-29,1144
2017-01-30,1144
2017-01-31,1144
2017-02-01,1135
2017-02-02,1135
2017-02-03,1135
2017-02-04,1135
2017-02-05,1135
2017-02-06,1119
2017-02-07,1119
2017-02-08,1119
2017-02-09,1119
2017-02-10,1119
2017-02-11,1117
2017-02-12,1117
2017-02-13,1117
2017-02-14,1117
2017-02-15,1117
2017-02-16,1087
2017-02-18,1087
2017-02-19,1087
2017-02-20,1087
2017-02-21,1108
2017-02-22,1108
2017-02-23,1108
2017-02-24,1108
2017-02-25,1108
2017-02-26,1108
2017-02-27,1147
2017-02-28,1147
2017-03-01,1147
2017-03-02,1147
2017-03-03,1147
2017-03-04,1176
2017-03-05,1176
2017-03-06,1176
2017-03-07,1176
2017-03-08,1176
2017-03-09,1176
2017-03-10,1142
2017-03-11,1142
2017-03-12,1142
2017-03-13,1142
2017-03-14,1101
2017-03-15,1101
2017-03-16,1101
2017-03-17,1101
2017-03-18,1101
2017-03-19,1079
2017-03-20,1079
2017-03-21,1079
2017-03-22,1079
2017-03-23,1079
2017-03-24,1081
2017-03-25,1081
2017-03-26,1081
2017-03-27,1081
2017-03-28,1081
2017-03-29,1081
2017-03-30,1075
2017-03-31,1075
2017-04-01,1075
2017-04-02,1075
2017-04-03,1075
2017-04-04,1079
2017-04-12,1026
2017-04-13,1026
2017-04-14,1026
2017-04-15,1026
2017-04-16,1025
2017-04-17,1025
2017-04-18,1025
2017-04-19,1025
2017-04-20,1025
2017-04-21,1025
2017-04-22,1008
2017-04-23,1008
2017-04-24,1008
2017-04-25,1008
2017-04-26,1008
2017-04-27,1049
2017-04-28,1049
2017-04-29,1049
2017-04-30,1049
2017-05-01,1049
2017-05-02,1048
2017-05-03,1048
2017-05-04,1048
2017-05-05,1048
2017-05-06,1048
2017-05-07,1022
2017-05-08,1022
2017-05-09,1022
2017-05-10,1022
2017-05-11,1022
2017-05-12,1034
2017-05-13,1034
2017-05-14,1034
2017-05-15,1034
2017-05-16,1034
2017-05-17,1034
2017-05-18,1017
2017-05-19,1017
2017-05-20,1017
2017-05-21,1017
2017-05-22,1017
2017-05-23,1017
2017-05-24,1001
2017-05-25,1001
2017-05-26,1001
2017-05-27,1001
2017-05-28,1001
2017-05-29,1001
2017-05-30,1001
2017-05-31,991
2017-06-01,991
2017-06-02,991
2017-06-03,991
2017-06-06,994
2017-06-07,994
2017-06-08,994
2017-06-09,994
2017-06-10,958
2017-06-11,958
2017-06-12,958
2017-06-13,958
2017-06-14,958
2017-06-15,957
2017-06-16,957
2017-06-17,957
2017-06-18,957
2017-06-19,957
2017-06-20,957
2017-06-21,961
2017-06-22,961
2017-06-23,961
2017-06-24,961
2017-06-25,961
2017-06-26,961
2017-06-27,980
2017-06-28,980
2017-06-29,980
2017-06-30,980
2017-07-01,980
2017-07-02,980
2017-07-03,989
2017-07-04,989
2017-07-05,989
2017-07-06,989
2017-07-07,989
2017-07-08,989
2017-07-13,989
2017-07-14,989
2017-07-15,1006
2017-07-16,1006
2017-07-17,1006
2017-07-18,1006
2017-07-19,1006
2017-07-20,1006
2017-07-21,1000
2017-07-22,1000
2017-07-23,1000
2017-07-24,1000
2017-07-25,1000
2017-07-26,991
2017-07-27,991
2017-07-28,991
2017-07-29,991
2017-07-30,991
2017-07-31,1020
2017-08-01,1020
2017-08-02,1020
2017-08-03,1020
2017-08-04,1020
2017-08-05,1037
2017-08-06,1037
2017-08-09,1037
2017-08-10,1037
2017-08-11,1052
2017-08-12,1052
2017-08-13,1052
2017-08-14,1052
2017-08-15,1052
2017-08-16,1052
2017-08-17,1056
2017-08-18,1056
2017-08-19,1056
2017-08-20,1056
2017-08-22,1056
2017-08-23,1064
2017-08-24,1064
2017-08-25,1064
2017-08-26,1064
2017-08-27,1064
2017-08-28,1064
2017-08-29,1079
2017-08-30,1079
2017-08-31,1079
2017-09-01,1079
2017-09-02,1079
2017-09-03,1079
2017-09-04,1086
2017-09-05,1086
2017-09-06,1086
2017-09-07,1086
2017-09-08,1086
2017-09-09,1086
2017-09-10,1049
2017-09-11,1049
2017-09-12,1049
2017-09-13,1049
2017-09-14,1049
2017-09-15,1049
2017-09-16,1065
2017-09-17,1065
2017-09-19,1065
2017-09-20,1065
2017-09-21,1065
2017-09-22,1088
2017-09-23,1088
2017-09-24,1088
2017-09-25,1088
2017-09-26,1088
2017-09-27,1088
2017-09-28,1088
2017-09-29,1110
2017-09-30,1110
2017-10-01,1110
2017-10-02,1110
2017-10-03,1110
2017-10-04,1110
2017-10-05,1110
2017-10-06,1132
2017-10-07,1132
2017-10-08,1132
2017-10-09,1132
2017-10-10,1132
2017-10-11,1132
2017-10-12,1132
2017-10-13,1158
2017-10-14,1158
2017-10-15,1158
2017-10-16,1158
2017-10-17,1158
2017-10-18,1158
2017-10-19,1158
2017-10-20,1158
2017-10-21,1184
2017-10-22,1184
2017-10-23,1184
2017-10-24,1184
2017-10-25,1184
2017-10-26,1184
2017-10-27,1184
2017-10-28,1155
2017-10-29,1155
2017-10-30,1155
2017-10-31,1155
2017-11-01,1155
2017-11-02,1155
2017-11-03,1155
2017-11-04,1127
2017-11-05,1127
2017-11-06,1127
2017-11-07,1127
2017-11-08,1127
2017-11-09,1127
2017-11-10,1127
2017-11-11,1113
2017-11-12,1113
2017-11-13,1113
2017-11-14,1113
2017-11-15,1113
2017-11-16,1113
2017-11-17,1113
2017-11-18,1106
2017-11-19,1106
2017-11-20,1106
2017-11-21,1106
2017-11-22,1106
2017-11-23,1106
2017-11-24,1106
2017-11-25,1085
2017-11-26,1085
2017-11-27,1085
2017-11-28,1085
2017-11-29,1085
2017-11-30,1085
2017-12-01,1080
2017-12-02,1080
2017-12-03,1080
2017-12-04,1080
2017-12-05,1080
2017-12-06,1080
2017-12-07,1088
2017-12-08,1088
2017-12-09,1088
2017-12-10,1088
2017-12-11,1088
2017-12-12,1088
2017-12-14,1037
2017-12-15,1037
2017-12-16,1037
2017-12-17,1037
2017-12-18,1037
2017-12-19,1037
2017-12-20,1037
2017-12-21,1009
2017-12-22,1009
2017-12-23,1009
2017-12-24,1009
2017-12-25,1009
2017-12-26,1009
2017-12-27,1013
2017-12-28,1013
2017-12-29,1013
2017-12-30,1013
2017-12-31,1013
2018-01-01,1013
2018-01-02,1007
2018-01-03,1007
2018-01-04,1007
2018-01-05,1007
2018-01-06,1007
2018-01-07,1033
2018-01-08,1033
2018-01-09,1033
2018-01-10,1033
2018-01-11,1033
2018-01-12,1033
2018-01-13,1024
2018-01-14,1024
2018-01-15,1024
2018-01-16,1024
2018-01-17,1024
2018-01-18,1042
2018-01-19,1042
2018-01-20,1042
2018-01-21,1042
2018-01-22,1042
2018-01-23,1036
2018-01-24,1036
2018-01-25,1036
2018-01-26,997
2018-01-27,997
2018-01-28,997
2018-01-29,979
2018-01-31,979
2018-02-01,979
2018-02-02,958
2018-02-03,958
2018-02-04,958
2018-02-05,945
2018-02-06,945
2018-02-07,945
2018-02-08,945
2018-02-09,947
2018-02-10,947
2018-02-11,947
2018-02-13,955
2018-02-14,955
2018-02-15,985
2018-02-16,985
2018-02-17,1008
2018-02-18,1008
2018-02-19,970
2018-02-20,970
2018-02-21,1016
2018-02-22,1016
2018-02-23,1016
2018-02-24,1016
2018-02-25,1000
2018-02-26,1000
2018-02-27,1000
2018-02-28,1000
2018-03-01,950
2018-03-02,950
2018-03-03,902
2018-03-04,902
2018-03-05,902
2018-03-06,861
2018-03-07,861
2018-03-08,861
2018-03-09,820
2018-03-10,820
2018-03-11,820
2018-03-12,780
2018-03-13,780
2018-03-14,780
2018-03-15,746
2018-03-16,746
2018-03-17,746
2018-03-18,710
2018-03-19,710
2018-03-20,710
2018-03-21,676
2018-03-23,676
2018-03-24,676
2018-03-26,642
2018-03-27,642
2018-03-28,616
2018-03-29,616
2018-03-30,616
2018-03-31,616
2018-04-01,616
2018-04-02,616
2018-04-03,625
2018-04-04,625
2018-04-05,625
2018-04-06,625
2018-04-08,625
2018-04-09,625
2018-04-10,612
2018-04-11,612
2018-04-12,612
2018-04-13,612
2018-04-14,628
2018-04-15,628
2018-04-16,628
2018-04-17,628
2018-04-18,608
2018-04-19,608
2018-04-20,608
2018-04-21,631
2018-04-22,631
2018-04-23,631
2018-04-24,631
2018-04-25,648
2018-04-26,648
2018-04-27,648
2018-04-28,648
2018-04-29,669
2018-04-30,669
2018-05-01,669
2018-05-02,669
2018-05-03,699
2018-05-04,699
2018-05-05,699
2018-05-06,699
2018-05-07,734
2018-05-08,734
2018-05-09,734
2018-05-10,734
2018-05-11,765
2018-05-12,765
2018-05-13,765
2018-05-14,765
2018-05-15,802
2018-05-16,802
2018-05-17,802
2018-05-18,829
2018-05-19,829
2018-05-20,829
2018-05-21,849
2018-05-22,849
2018-05-23,849
2018-05-24,849
2018-05-25,892
2018-05-26,892
2018-05-27,892
2018-05-28,920
2018-05-29,920
2018-05-30,920
2018-05-31,920
2018-06-01,940
2018-06-02,940
2018-06-03,940
2018-06-04,940
2018-06-05,962
2018-06-06,962
2018-06-07,962
2018-06-08,962
2018-06-09,962
2018-06-10,1007
2018-06-11,1007
2018-06-12,1007
2018-06-13,1007
2018-06-14,967
2018-06-15,967
2018-06-16,967
2018-06-17,967
2018-06-18,918
2018-06-19,918
2018-06-20,918
2018-06-21,918
2018-06-22,893
2018-06-23,893
2018-06-24,893
2018-06-25,893
2018-06-26,907
2018-06-27,907
2018-06-28,907
2018-06-29,907
2018-06-30,925
2018-07-01,925
2018-07-02,925
2018-07-03,925
2018-07-04,938
2018-07-05,938
2018-07-06,938
2018-07-07,954
2018-07-08,954
2018-07-09,954
2018-07-10,936
2018-07-11,936
2018-07-12,936
2018-07-13,936
2018-07-14,966
2018-07-15,966
2018-07-16,966
2018-07-17,941
2018-07-18,941
2018-07-19,941
2018-07-20,941
2018-07-21,950
2018-07-22,950
2018-07-23,950
2018-07-24,967
2018-07-25,967
2018-07-26,993
2018-07-27,993
2018-07-28,1033
2018-07-29,1033
2018-07-30,1061
2018-07-31,1061
2018-08-01,1085
2018-08-02,1085
2018-08-03,1092
2018-08-04,1092
2018-08-05,1111
2018-08-06,1111
2018-08-07,1111
2018-08-08,1106
2018-08-09,1106
2018-08-10,1106
2018-08-11,1066
2018-08-12,1066
2018-08-14,1032
2018-08-16,989
2018-08-17,969
2018-08-18,969
2018-08-19,969
2018-08-20,973
2018-08-21,973
2018-08-22,973
2018-08-23,1000
2018-08-24,1000
2018-08-25,1041
2018-08-26,1041
2018-08-27,1041
2018-08-28,1067
2018-08-29,1067
2018-08-30,1067
2018-08-31,1094
2018-09-01,1094
2018-09-02,1094
2018-09-03,1059
2018-09-04,1059
2018-09-05,1086
2018-09-06,1086
2018-09-07,1086
2018-09-08,1101
2018-09-09,1101
2018-09-10,1101
2018-09-11,1097
2018-09-12,1097
2018-09-13,1097
2018-09-14,1067
2018-09-15,1067
2018-09-16,1067
2018-09-17,1051
2018-09-18,1051
2018-09-19,1051
2018-09-20,1034
2018-09-21,1034
2018-09-22,1034
2018-09-23,1034
2018-09-24,1034
2018-09-25,1034
2018-09-26,1026
2018-09-27,1026
2018-09-28,1026
2018-09-29,1056
2018-09-30,1056
2018-10-02,1053
2018-10-03,1053
2018-10-04,1053
2018-10-05,1038
2018-10-06,1038
2018-10-07,1038
2018-10-08,1011
2018-10-09,1011
2018-10-10,1011
2018-10-11,990
2018-10-12,990
2018-10-13,990
2018-10-14,977
2018-10-15,977
2018-10-16,977
2018-10-17,937
2018-10-18,937
2018-10-19,937
2018-10-20,919
2018-10-21,919
2018-10-22,923
2018-10-23,923
2018-10-24,923
2018-10-25,952
2018-10-26,952
2018-10-27,952
2018-10-28,955
2018-10-29,955
2018-10-30,955
2018-10-31,965
2018-11-01,965
2018-11-03,954
2018-11-04,959
2018-11-05,945
2018-11-06,945
2018-11-07,962
2018-11-08,962
2018-11-09,953
2018-11-10,961
2018-11-11,961
2018-11-12,973
2018-11-13,973
2018-11-14,993
2018-11-15,993
2018-11-16,1002
2018-11-17,1002
2018-11-18,989
2018-11-19,989
2018-11-20,983
2018-11-21,983
2018-11-22,935
2018-11-23,935
2018-11-24,925
2018-11-25,967
2018-11-26,967
2018-11-27,1016
2018-11-28,1016
2018-11-29,1025
2018-12-01,1009
2018-12-02,1009
2018-12-03,988
2018-12-04,988
2018-12-05,1015
2018-12-07,973
2018-12-09,941
2018-12-10,893
2018-12-11,893
2018-12-12,849
2018-12-13,849
2018-12-14,816
2018-12-15,816
2018-12-16,823
2018-12-17,823
2018-12-18,800
2018-12-19,800
2018-12-20,822
2018-12-21,822
2018-12-22,788
2018-12-23,750
2018-12-24,750
2018-12-25,746
2018-12-26,746
2018-12-27,755
2018-12-28,755
2018-12-29,764
2018-12-30,764
2018-12-31,775
2019-01-01,775
2019-01-02,806
2019-01-03,806
2019-01-04,804
2019-01-05,804
2019-01-06,784
2019-01-08,784
2019-01-10,799
2019-01-11,827
2019-01-12,827
2019-01-13,844
2019-01-14,844
2019-01-15,832
2019-01-16,832
2019-01-17,827
2019-01-18,827
2019-01-19,823
2019-01-20,823
2019-01-22,828
2019-01-23,854
2019-01-25,834
2019-01-26,834
2019-01-27,859
2019-01-28,859
2019-01-29,865
2019-01-30,865
2019-01-31,865
2019-02-01,847
2019-02-02,847
2019-02-03,859
2019-02-04,859
2019-02-05,867
2019-02-06,867
2019-02-07,909
2019-02-08,909
2019-02-09,947
2019-02-10,947
2019-02-11,956
2019-02-12,956
2019-02-13,921
2019-02-14,921
2019-02-15,898
2019-02-16,898
2019-02-17,879
2019-02-18,879
2019-02-19,851
2019-02-20,851
2019-02-21,856
2019-02-22,856
2019-02-23,846
2019-02-24,846
2019-02-25,853
2019-02-26,853
2019-02-27,853
2019-02-28,853
2019-03-01,853
2019-03-02,837
2019-03-03,837
2019-03-04,867
2019-03-05,867
2019-03-06,884
2019-03-07,884
2019-03-08,884
2019-03-09,906
2019-03-10,906
2019-03-11,920
2019-03-12,920
2019-03-13,920
2019-03-14,874
2019-03-15,874
2019-03-16,874
2019-03-17,855
2019-03-18,855
2019-03-19,855
2019-03-20,874
2019-03-21,874
2019-03-22,874
2019-03-23,894
2019-03-24,894
2019-03-25,894
2019-03-26,897
2019-03-27,897
2019-03-28,897
2019-03-29,891
2019-03-30,891
2019-03-31,891
2019-04-01,897
2019-04-02,897
2019-04-03,897
2019-04-04,915
2019-04-05,915
2019-04-06,915
2019-04-07,938
2019-04-08,938
2019-04-09,938
2019-04-10,959
2019-04-11,959
2019-04-12,953
2019-04-13,953
2019-04-14,908
2019-04-15,908
2019-04-16,908
2019-04-17,874
2019-04-18,874
2019-04-19,874
2019-04-20,845
2019-04-21,845
2019-04-22,845
2019-04-23,806
2019-04-24,806
2019-04-25,806
2019-04-26,792
2019-04-27,792
2019-04-28,792
2019-04-29,800
2019-04-30,800
2019-05-01,800
2019-05-02,807
2019-05-03,807
2019-05-04,835
2019-05-05,835
2019-05-06,835
2019-05-07,846
2019-05-08,846
2019-05-09,846
2019-05-10,850
2019-05-11,850
2019-05-12,850
