date_obj,Green%20d'hide%20chaps price
2019-03-27,2162
2019-03-28,2172
2019-03-29,2159
2019-03-30,2173
2019-03-31,2142
2019-04-01,2141
2019-04-02,2131
2019-04-03,2145
2019-04-04,2143
2019-04-05,2155
2019-04-06,2128
2019-04-07,2146
2019-04-08,2127
2019-04-09,2110
2019-04-10,2113
2019-04-11,2113
2019-04-12,2119
2019-04-13,2114
2019-04-14,2116
2019-04-15,2113
2019-04-16,2123
2019-04-17,2127
2019-04-18,2120
2019-04-19,2127
2019-04-20,2141
2019-04-21,2142
2019-04-22,2128
2019-04-23,2137
2019-04-24,2146
2019-04-25,2138
2019-04-26,2145
2019-04-27,2163
2019-04-28,2142
2019-04-29,2132
2019-04-30,2128
2019-05-01,2145
2019-05-02,2114
2019-05-03,2126
2019-05-04,2117
2019-05-05,2121
2019-05-06,2136
2019-05-07,2135
2019-05-08,2126
2019-05-09,2108
2019-05-10,2101
2019-05-11,2108
2019-05-12,2129
2019-05-13,2140
2019-05-14,2163
2019-05-15,2182
2019-05-16,2175
2019-05-17,2160
2019-05-18,2175
2019-05-19,2172
2019-05-20,2190
2019-05-21,2177
2019-05-22,2188
2019-05-23,2211
2019-05-24,2170
2019-05-25,2167
2019-05-26,2164
2019-05-27,2161
2019-05-28,2157
2019-05-29,2138
2019-05-30,2146
2019-05-31,2152
2019-06-01,2166
2019-06-02,2170
2019-06-03,2156
2019-06-04,2147
2019-06-05,2150
2019-06-06,2165
2019-06-07,2184
2019-06-08,2215
2019-06-09,2195
2019-06-10,2164
2019-06-11,2163
2019-06-12,2161
2019-06-13,2166
2019-06-14,2145
2019-06-15,2164
2019-06-16,2160
2019-06-17,2157
2019-06-18,2152
2019-06-19,2138
2019-06-20,2153
2019-06-21,2131
2019-06-22,2110
2019-06-23,2112
2019-06-24,2107
2019-06-25,2111
2019-06-26,2115
2019-06-27,2125
2019-06-28,2141
2019-06-29,2130
2019-06-30,2132
2019-07-01,2121
2019-07-02,2120
2019-07-03,2139
2019-07-04,2152
2019-07-05,2141
2019-07-06,2125
2019-07-07,2119
2019-07-08,2117
2019-07-09,2137
2019-07-10,2141
2019-07-11,2137
2019-07-12,2155
2019-07-13,2160
2019-07-14,2165
2019-07-15,2152
2019-07-16,2138
2019-07-17,2154
2019-07-18,2141
2019-07-19,2134
2019-07-20,2129
2019-07-21,2115
2019-07-22,2127
2019-07-23,2132
2019-07-24,2132
2019-07-25,2137
2019-07-26,2116
2019-07-27,2126
2019-07-28,2124
2019-07-29,2131
2019-07-30,2136
2019-07-31,2131
2019-08-01,2136
2019-08-02,2142
2019-08-03,2142
2019-08-04,2148
2019-08-05,2108
2019-08-06,2116
2019-08-07,2136
2019-08-08,2109
2019-08-09,2110
2019-08-10,2128
2019-08-11,2126
2019-08-12,2123
2019-08-13,2138
2019-08-14,2122
2019-08-15,2129
2019-08-16,2132
2019-08-17,2128
2019-08-18,2131
2019-08-19,2132
2019-08-20,2136
2019-08-21,2130
2019-08-22,2141
2019-08-23,2145
2019-08-24,2135
2019-08-24,2135
2019-08-25,2098
2019-08-25,2098
2019-08-26,2126
2019-08-26,2126
2019-08-27,2126
2019-08-27,2126
2019-08-28,2118
2019-08-29,2123
2019-08-30,2120
2019-08-31,2064
2019-09-01,2070
2019-09-02,2055
2019-09-03,2078
2019-09-04,2085
2019-09-05,2114
2019-09-06,2111
2019-09-07,2122
2019-09-08,2114
2019-09-09,2107
2019-09-10,2107
2019-09-11,2121
2019-09-12,2119
2019-09-13,2111
2019-09-14,2114
2019-09-15,2112
2019-09-16,2126
2019-09-17,2127
2019-09-18,2121
2019-09-19,2115
2019-09-20,2111
2019-09-21,2134
2019-09-22,2137
2019-09-23,2129
2019-09-24,2113
2019-09-25,2122
2019-09-26,2095
2019-09-27,2106
2019-09-28,2112
2019-09-29,2070
2019-09-30,2088
2019-10-01,2107
2019-10-02,2116
2019-10-03,2111
2019-10-04,2100
2019-10-05,2136
2019-10-06,2135
2019-10-07,2119
2019-10-08,2119
2019-10-09,2119
2019-10-10,2135
2019-10-11,2126
2019-10-12,2129
2019-10-13,2119
2019-10-14,2107
2019-10-15,2124
2019-10-16,2110
2019-10-17,2129
2019-10-18,2126
2019-10-19,2132
2019-10-20,2118
2019-10-21,2136
2019-10-22,2140
2019-10-23,2133
2019-10-24,2119
2019-10-25,2120
2019-10-26,2108
2019-10-27,2090
2019-10-28,2116
2019-10-29,2121
2019-10-30,2103
2019-10-31,2124
2019-11-01,2114
2019-11-02,2110
2019-11-03,2111
2019-11-04,2103
2019-11-05,2121
2019-11-06,2101
2019-11-07,2117
2019-11-08,2119
2019-11-09,2118
2019-11-10,2112
2019-11-11,2089
2019-11-12,2108
2019-11-13,2089
2019-11-14,2100
2019-11-15,2084
2019-11-16,2098
2019-11-17,2078
2019-11-18,2080
2019-11-19,2101
2019-11-20,2102
2019-11-21,2093
2019-11-22,2092
2019-11-23,2064
2019-11-24,2088
2019-11-25,2074
2019-11-26,2082
2019-11-27,2101
2019-11-28,2091
2019-11-29,2098
2019-11-30,2093
2019-12-01,2109
2019-12-02,2108
2019-12-03,2104
2019-12-04,2102
2019-12-05,2104
2019-12-06,2101
2019-12-07,2100
2019-12-08,2101
2019-12-09,2095
2019-12-10,2080
2019-12-11,2085
2019-12-12,2078
2019-12-13,2091
2019-12-14,2087
2019-12-15,2087
2019-12-16,2082
2019-12-17,2092
2019-12-18,2094
2019-12-19,2085
2019-12-20,2091
2019-12-21,2096
2019-12-22,2083
2019-12-23,2105
2019-12-24,2103
2019-12-25,2109
2019-12-26,2101
2019-12-27,2142
2019-12-28,2149
2019-12-29,2178
2019-12-30,2137
2019-12-31,2131
2020-01-01,2115
2020-01-02,2112
2020-01-03,2129
2020-01-04,2107
2020-01-05,2097
2020-01-06,2089
2020-01-07,2084
2020-01-08,2077
2020-01-09,2082
2020-01-10,2084
2020-01-11,2092
2020-01-12,2057
2020-01-13,2031
2020-01-14,2036
2020-01-15,2042
2020-01-16,2044
2020-01-17,2053
2020-01-18,2074
2020-01-19,2060
2020-01-20,2052
2020-01-21,2073
2020-01-22,2078
2020-01-23,2080
2020-01-24,2068
2020-01-25,2084
2020-01-26,2073
2020-01-27,2079
2020-01-28,2077
2020-01-29,2081
2020-01-30,2071
2020-01-31,2060
2020-02-01,2062
2020-02-02,2103
2020-02-03,2089
2020-02-04,2096
2020-02-05,2095
2020-02-06,2080
2020-02-07,2069
2020-02-08,2086
2020-02-09,2106
2020-02-10,2113
2020-02-11,2082
2020-02-12,2091
2020-02-13,2096
2020-02-14,2086
2020-02-15,2036
2020-02-16,2012
2020-02-17,2044
2020-02-18,2072
2020-02-19,2058
2020-02-20,2066
2020-02-21,2069
2020-02-22,2060
2020-02-23,2066
2020-02-24,2066
2020-02-25,2040
2020-02-26,2049
2020-02-27,2077
2020-02-28,2100
2020-02-29,2114
2020-03-01,2090
2020-03-02,2058
2020-03-03,2079
2020-03-04,2050
2020-03-05,2047
2020-03-06,2061
2020-03-07,2088
2020-03-08,2073
2020-03-09,2077
2020-03-10,2081
2020-03-11,2083
2020-03-12,2123
2020-03-13,2146
2020-03-14,2148
2020-03-15,2108
2020-03-16,2071
2020-03-17,2047
2020-03-18,2045
2020-03-19,2041
2020-03-20,2062
2020-03-21,2055
2020-03-22,2071
2020-03-23,2092
2020-03-24,2093
2020-03-25,2074
2020-03-26,2053
2020-03-27,2037
2020-03-28,2034
2020-03-29,2050
2020-03-30,2058
2020-03-31,2053
2020-04-01,2031
2020-04-02,2072
2020-04-03,2052
2020-04-04,2052
2020-04-05,2045
2020-04-06,2059
2020-04-07,2044
2020-04-08,2042
2020-04-09,2056
2020-04-10,2048
2020-04-11,2061
2020-04-12,2050
2020-04-13,2026
2020-04-14,2028
2020-04-15,2056
2020-04-16,2051
2020-04-17,2062
2020-04-18,2067
2020-04-19,2087
2020-04-20,2095
2020-04-21,2079
2020-04-22,2089
2020-04-23,2078
2020-04-24,2075
2020-04-25,2105
2020-04-26,2121
2020-04-27,2102
2020-04-28,2084
2020-04-29,2063
2020-04-30,2066
2020-05-01,2060
2020-05-02,2089
2020-05-03,2089
2020-05-04,2068
2020-05-05,2086
2020-05-06,2072
2020-05-07,2081
2020-05-08,2101
2020-05-09,2127
2020-05-10,2116
2020-05-11,2092
2020-05-12,2095
2020-05-13,2089
