date_obj,Obsidian%20helmet price
2018-03-28,821193
2018-03-29,820135
2018-03-30,820135
2018-03-31,794718
2018-04-01,794718
2018-04-02,806125
2018-04-03,817673
2018-04-04,836634
2018-04-05,836634
2018-04-06,848578
2018-04-08,839690
2018-04-09,812239
2018-04-10,812239
2018-04-11,792559
2018-04-12,790926
2018-04-13,790926
2018-04-14,810207
2018-04-15,839315
2018-04-16,839315
2018-04-17,832307
2018-04-18,832307
2018-04-19,826127
2018-04-20,809400
2018-04-21,813680
2018-04-22,813680
2018-04-23,807723
2018-04-24,808425
2018-04-25,824965
2018-04-26,824965
2018-04-27,817969
2018-04-28,827010
2018-04-29,840005
2018-04-30,831668
2018-05-01,845774
2018-05-02,845774
2018-05-04,857435
2018-05-05,845947
2018-05-06,845947
2018-05-07,840872
2018-05-08,840872
2018-05-09,827371
2018-05-10,823778
2018-05-11,802524
2018-05-12,785989
2018-05-13,785989
2018-05-14,803063
2018-05-15,803063
2018-05-16,820514
2018-05-17,820514
2018-05-18,825685
2018-05-19,845950
2018-05-20,845950
2018-05-21,853760
2018-05-22,853760
2018-05-23,891486
2018-05-24,867291
2018-05-25,867291
2018-05-26,835449
2018-05-27,835449
2018-05-28,813046
2018-05-29,803425
2018-05-30,773695
2018-05-31,752602
2018-06-01,753960
2018-06-02,766965
2018-06-03,766965
2018-06-04,777576
2018-06-05,767628
2018-06-06,781549
2018-06-07,781549
2018-06-08,749332
2018-06-09,749332
2018-06-10,754420
2018-06-11,754420
2018-06-12,775602
2018-06-13,788277
2018-06-14,810484
2018-06-15,810484
2018-06-16,805147
2018-06-17,798107
2018-06-18,807744
2018-06-19,805290
2018-06-20,805290
2018-06-21,809651
2018-06-22,809260
2018-06-23,809260
2018-06-24,788706
2018-06-25,776219
2018-06-26,776219
2018-06-27,773658
2018-06-28,775558
2018-06-29,765084
2018-06-30,765084
2018-07-01,772178
2018-07-02,772178
2018-07-03,760666
2018-07-04,756113
2018-07-05,756113
2018-07-06,743016
2018-07-07,735533
2018-07-08,757254
2018-07-09,778975
2018-07-10,796029
2018-07-11,814743
2018-07-12,837626
2018-07-13,868077
2018-07-14,892349
2018-07-15,892349
2018-07-16,916017
2018-07-17,959226
2018-07-18,959226
2018-07-19,963699
2018-07-20,921205
2018-07-21,894518
2018-07-22,858665
2018-07-23,846767
2018-07-24,833001
2018-07-25,826564
2018-07-26,816221
2018-07-27,847676
2018-07-28,847676
2018-07-29,863658
2018-07-30,862282
2018-07-31,844518
2018-08-01,844518
2018-08-02,838053
2018-08-03,847925
2018-08-04,880051
2018-08-05,905166
2018-08-06,912995
2018-08-07,891140
2018-08-08,887737
2018-08-09,887737
2018-08-10,905595
2018-08-11,892470
2018-08-12,879158
2018-08-14,827598
2018-08-16,819168
2018-08-17,788369
2018-08-18,788369
2018-08-19,778408
2018-08-20,769977
2018-08-21,769977
2018-08-22,796723
2018-08-23,812101
2018-08-24,821897
2018-08-25,833333
2018-08-26,842428
2018-08-27,842385
2018-08-28,859714
2018-08-29,883726
2018-08-30,896874
2018-08-31,877557
2018-09-01,864109
2018-09-02,864109
2018-09-03,847603
2018-09-04,833475
2018-09-05,818128
2018-09-06,818128
2018-09-07,816299
2018-09-08,830780
2018-09-09,831988
2018-09-10,840851
2018-09-11,840851
2018-09-12,856371
2018-09-13,873459
2018-09-14,842073
2018-09-15,827559
2018-09-16,827559
2018-09-17,823222
2018-09-18,820987
2018-09-19,838152
2018-09-20,832381
2018-09-21,861975
2018-09-22,845165
2018-09-23,836334
2018-09-24,838853
2018-09-25,838853
2018-09-26,832671
2018-09-27,838920
2018-09-28,843554
2018-09-29,840455
2018-09-30,833309
2018-10-02,860861
2018-10-03,843395
2018-10-04,843395
2018-10-05,857193
2018-10-06,889525
2018-10-07,889525
2018-10-08,884667
2018-10-09,914596
2018-10-10,915486
2018-10-11,910682
2018-10-12,910682
2018-10-13,888257
2018-10-14,894093
2018-10-15,888020
2018-10-16,876252
2018-10-17,861014
2018-10-18,850345
2018-10-19,844274
2018-10-20,844274
2018-10-21,838682
2018-10-22,835929
2018-10-23,835929
2018-10-24,826154
2018-10-25,807534
2018-10-26,803357
2018-10-27,811615
2018-10-28,814326
2018-10-29,814326
2018-10-30,802204
2018-10-31,822593
2018-11-01,839955
2018-11-03,882860
2018-11-04,923033
2018-11-05,957806
2018-11-06,945285
2018-11-07,943957
2018-11-08,945749
2018-11-09,926504
2018-11-10,930287
2018-11-11,918483
2018-11-12,917075
2018-11-13,942281
2018-11-15,903490
2018-11-16,883441
2018-11-17,874471
2018-11-18,883643
2018-11-19,867680
2018-11-20,898382
2018-11-21,917034
2018-11-22,909234
2018-11-23,891961
2018-11-24,874373
2018-11-25,852656
2018-11-26,854965
2018-11-27,850863
2018-11-28,871114
2018-11-29,889800
2018-12-01,867125
2018-12-02,863504
2018-12-03,879859
2018-12-04,872862
2018-12-05,867695
2018-12-07,856503
2018-12-09,847613
2018-12-10,836292
2018-12-11,829271
2018-12-12,835611
2018-12-13,841424
2018-12-14,853773
2018-12-15,849440
2018-12-16,867081
2018-12-17,875169
2018-12-18,898893
2018-12-19,873326
2018-12-20,865662
2018-12-21,851391
2018-12-22,848119
2018-12-23,837483
2018-12-24,832322
2018-12-25,836769
2018-12-26,842013
2018-12-27,830639
2018-12-28,831308
2018-12-29,845354
2018-12-30,848635
2018-12-31,863026
2019-01-01,867131
2019-01-02,858116
2019-01-03,850397
2019-01-04,842233
2019-01-05,830653
2019-01-06,812536
2019-01-08,816614
2019-01-10,815669
2019-01-11,800677
2019-01-12,798652
2019-01-13,798377
2019-01-14,802886
2019-01-15,830461
2019-01-16,838588
2019-01-17,838984
2019-01-18,828489
2019-01-19,818533
2019-01-20,828437
2019-01-21,852754
2019-01-22,872838
2019-01-23,898399
2019-01-24,912283
2019-01-25,901327
2019-01-26,944373
2019-01-27,919948
2019-01-28,877297
2019-01-29,886733
2019-01-30,865326
2019-01-31,862662
2019-02-01,872391
2019-02-02,871647
2019-02-03,837642
2019-02-04,830760
2019-02-05,835636
2019-02-06,854953
2019-02-07,851668
2019-02-08,838650
2019-02-09,812665
2019-02-10,803892
2019-02-11,816773
2019-02-12,841839
2019-02-13,832733
2019-02-14,859432
2019-02-15,844781
2019-02-16,818960
2019-02-17,813423
2019-02-18,822768
2019-02-19,832022
2019-02-20,824530
2019-02-21,845833
2019-02-22,868427
2019-02-23,852385
2019-02-24,843507
2019-02-25,831123
2019-02-26,821718
2019-02-27,815554
2019-02-28,810202
2019-03-01,809365
2019-03-02,833502
2019-03-03,833659
2019-03-04,822399
2019-03-05,842804
2019-03-06,839078
2019-03-07,842114
2019-03-08,841427
2019-03-09,834164
2019-03-10,839060
2019-03-11,842201
2019-03-12,837760
2019-03-13,849211
2019-03-14,848434
2019-03-15,842372
2019-03-16,857999
2019-03-17,838740
2019-03-18,846198
2019-03-19,834646
2019-03-20,832965
2019-03-21,832855
2019-03-22,822087
2019-03-23,819641
2019-03-24,819842
2019-03-25,819070
2019-03-26,816263
2019-03-27,825008
2019-03-28,841883
2019-03-29,826057
2019-03-30,801131
2019-03-31,801903
2019-04-01,805931
2019-04-02,809817
2019-04-03,814213
2019-04-04,801288
2019-04-05,800602
2019-04-06,794026
2019-04-07,786592
2019-04-08,797587
2019-04-09,782798
2019-04-10,799434
2019-04-11,837576
2019-04-12,853037
2019-04-13,817787
2019-04-14,811377
2019-04-15,802547
2019-04-16,825026
2019-04-17,850886
2019-04-18,829233
2019-04-19,828890
2019-04-20,829551
2019-04-21,834628
2019-04-22,809991
2019-04-23,814946
2019-04-24,813211
2019-04-25,815912
2019-04-26,814028
2019-04-27,794588
2019-04-28,762523
2019-04-29,768334
2019-04-30,779821
2019-05-01,767260
2019-05-02,761501
2019-05-03,778763
2019-05-04,796846
2019-05-05,830158
2019-05-06,867452
2019-05-07,869771
2019-05-08,834803
2019-05-09,843770
2019-05-10,824223
2019-05-11,832326
2019-05-12,824567
2019-05-13,847285
2019-05-14,844738
2019-05-15,855947
2019-05-16,848674
2019-05-17,836746
2019-05-18,830286
2019-05-19,840313
2019-05-20,849829
2019-05-21,857169
2019-05-22,864767
2019-05-23,867883
2019-05-24,845960
2019-05-25,835968
2019-05-26,829957
2019-05-27,814022
2019-05-28,815235
2019-05-29,827065
2019-05-30,849269
2019-05-31,818880
2019-06-01,813963
2019-06-02,827700
2019-06-03,827046
2019-06-04,852224
2019-06-05,862976
2019-06-06,835002
2019-06-07,822908
2019-06-08,826453
2019-06-09,832264
2019-06-10,812487
2019-06-11,819303
2019-06-12,822091
2019-06-13,832931
2019-06-14,828949
2019-06-15,842277
2019-06-16,845246
2019-06-17,844490
2019-06-18,827797
2019-06-19,818613
2019-06-20,814307
2019-06-21,808698
2019-06-22,804606
2019-06-23,793252
2019-06-24,768567
2019-06-25,780412
2019-06-26,774987
2019-06-27,788889
2019-06-28,822049
2019-06-29,832224
2019-06-30,813164
2019-07-01,813899
2019-07-02,803131
2019-07-03,812216
2019-07-04,835051
2019-07-05,836856
2019-07-06,833690
2019-07-07,823657
2019-07-08,849929
2019-07-09,838626
2019-07-10,808505
2019-07-11,806867
2019-07-12,794816
2019-07-13,782435
2019-07-14,776802
2019-07-15,770249
2019-07-16,760869
2019-07-17,763007
2019-07-18,756964
2019-07-19,760303
2019-07-20,741270
2019-07-21,739629
2019-07-22,757422
2019-07-23,746083
2019-07-24,736945
2019-07-25,731439
2019-07-26,718954
2019-07-27,697790
2019-07-28,706350
2019-07-29,703923
2019-07-30,713603
2019-07-31,716965
2019-08-01,701371
2019-08-02,693219
2019-08-03,677234
2019-08-04,679953
2019-08-05,684036
2019-08-06,689981
2019-08-07,672906
2019-08-08,675229
2019-08-09,676057
2019-08-10,664976
2019-08-11,665338
2019-08-12,659583
2019-08-13,646812
2019-08-14,649472
2019-08-15,634467
2019-08-16,615186
2019-08-17,607875
2019-08-18,600623
2019-08-19,603963
2019-08-20,596313
2019-08-21,603638
2019-08-22,627053
2019-08-23,639858
2019-08-24,653387
2019-08-24,653387
2019-08-25,651846
2019-08-25,651846
2019-08-26,647031
2019-08-26,647031
2019-08-27,644018
2019-08-27,644018
2019-08-28,651849
2019-08-29,674160
2019-08-30,677339
2019-08-31,693073
2019-09-01,713334
2019-09-02,696100
2019-09-03,677325
2019-09-04,666497
2019-09-05,657504
2019-09-06,647179
2019-09-07,641672
2019-09-08,649363
2019-09-09,666752
2019-09-10,658165
2019-09-11,639056
2019-09-12,640879
2019-09-13,640267
2019-09-14,664089
2019-09-15,663036
2019-09-16,647994
2019-09-17,641622
2019-09-18,630290
2019-09-19,639051
2019-09-20,650365
2019-09-21,676905
2019-09-22,694943
2019-09-23,672259
2019-09-24,645396
2019-09-25,630487
2019-09-26,610977
2019-09-27,624651
2019-09-28,635898
2019-09-29,631575
2019-09-30,663154
2019-10-01,693855
2019-10-02,697406
2019-10-03,688685
2019-10-04,711580
2019-10-05,736342
2019-10-06,699537
2019-10-07,693755
2019-10-08,694280
2019-10-09,696375
2019-10-10,686855
2019-10-11,690674
2019-10-12,684527
2019-10-13,667112
2019-10-14,661991
2019-10-15,662740
2019-10-16,666778
2019-10-17,680560
2019-10-18,671259
2019-10-19,658517
2019-10-20,634957
2019-10-21,629515
2019-10-22,630219
2019-10-23,623678
2019-10-24,632012
2019-10-25,632321
2019-10-26,628324
2019-10-27,616176
2019-10-28,611137
2019-10-29,603148
2019-10-30,612241
2019-10-31,600036
2019-11-01,597184
2019-11-02,577831
2019-11-03,572747
2019-11-04,580401
2019-11-05,594283
2019-11-06,596886
2019-11-07,590062
2019-11-08,571267
2019-11-09,564825
2019-11-10,553360
2019-11-11,555152
2019-11-12,569722
2019-11-13,595558
2019-11-14,585180
2019-11-15,573244
2019-11-16,566305
2019-11-17,578074
2019-11-18,584568
2019-11-19,590298
2019-11-20,594146
2019-11-21,587319
2019-11-22,585200
2019-11-23,583257
2019-11-24,582994
2019-11-25,590004
2019-11-26,591807
2019-11-27,592424
2019-11-28,596946
2019-11-29,590295
2019-11-30,570839
2019-12-01,562252
2019-12-02,552336
2019-12-03,553280
2019-12-04,543085
2019-12-05,555608
2019-12-06,564150
2019-12-07,583789
2019-12-08,597717
2019-12-09,617342
2019-12-10,629641
2019-12-11,634850
2019-12-12,607903
2019-12-13,598640
2019-12-14,578114
2019-12-15,554464
2019-12-16,537627
2019-12-17,523996
2019-12-18,538964
2019-12-19,558380
2019-12-20,572935
2019-12-21,581512
2019-12-22,554468
2019-12-23,535781
2019-12-24,523220
2019-12-25,509143
2019-12-26,514275
2019-12-27,518335
2019-12-28,532799
2019-12-29,518262
2019-12-30,523544
2019-12-31,517209
2020-01-01,506209
2020-01-02,510912
2020-01-03,519555
2020-01-04,530841
2020-01-05,552615
2020-01-06,564638
2020-01-07,559095
2020-01-08,575812
2020-01-09,576771
2020-01-10,592718
2020-01-11,583569
2020-01-12,608075
2020-01-13,638358
2020-01-14,655456
2020-01-15,628975
2020-01-16,599884
2020-01-17,571207
2020-01-18,544656
2020-01-19,519572
2020-01-20,514975
2020-01-21,516152
2020-01-22,525413
2020-01-23,551084
2020-01-24,571525
2020-01-25,562990
2020-01-26,555768
2020-01-27,559393
2020-01-28,571750
2020-01-29,594195
2020-01-30,622322
2020-01-31,626367
2020-02-01,634687
2020-02-02,653408
2020-02-03,624374
2020-02-04,621986
2020-02-05,622861
2020-02-06,610741
2020-02-07,598823
2020-02-08,570745
2020-02-09,547983
2020-02-10,551326
2020-02-11,554643
2020-02-12,566905
2020-02-13,577552
2020-02-14,598655
2020-02-15,626224
2020-02-16,636507
2020-02-17,666533
2020-02-18,693853
2020-02-19,671930
2020-02-20,638499
2020-02-21,608230
2020-02-22,611308
2020-02-23,626406
2020-02-24,620521
2020-02-25,631750
2020-02-26,643674
2020-02-27,640031
2020-02-28,631966
2020-02-29,629794
2020-03-01,628381
2020-03-02,620302
2020-03-03,645587
2020-03-04,671310
2020-03-05,653709
2020-03-06,621541
2020-03-07,634764
2020-03-08,624808
2020-03-09,618067
2020-03-10,623310
2020-03-11,630381
2020-03-12,644686
2020-03-13,666269
2020-03-14,670247
2020-03-15,689051
2020-03-16,717610
2020-03-17,693281
2020-03-18,680107
2020-03-19,673567
2020-03-20,672002
2020-03-21,657224
2020-03-22,666485
2020-03-23,661743
2020-03-24,647698
2020-03-25,649958
2020-03-26,656104
2020-03-27,665449
2020-03-28,688994
2020-03-29,691344
2020-03-30,696696
2020-03-31,689835
2020-04-01,682558
2020-04-02,707679
2020-04-03,743063
2020-04-04,778966
2020-04-05,817421
2020-04-06,848635
2020-04-07,814026
2020-04-08,775143
2020-04-09,743406
2020-04-10,724340
2020-04-11,698918
2020-04-12,704083
2020-04-13,698498
2020-04-14,714835
2020-04-15,740780
2020-04-16,760660
2020-04-17,759297
2020-04-18,763059
2020-04-19,757963
2020-04-20,751668
2020-04-21,764473
2020-04-22,796171
2020-04-23,796138
2020-04-24,785946
2020-04-25,782001
2020-04-26,767857
2020-04-27,788270
2020-04-28,780582
2020-04-29,764265
2020-04-30,784303
2020-05-01,772765
2020-05-02,774201
2020-05-03,770956
2020-05-04,782000
2020-05-05,792737
2020-05-06,818038
2020-05-07,807194
2020-05-08,798386
2020-05-09,773705
2020-05-10,761501
2020-05-11,761946
2020-05-12,775742
2020-05-13,781772
