date_obj,Mithril%20dragon%20mask price
2019-04-10,5839
2019-04-11,6027
2019-04-12,6027
2019-04-13,5949
2019-04-14,5949
2019-04-15,5949
2019-04-16,5914
2019-04-17,5914
2019-04-18,5914
2019-04-19,5874
2019-04-20,5874
2019-04-21,5874
2019-04-22,5655
2019-04-23,5655
2019-04-24,5655
2019-04-25,5716
2019-04-26,5716
2019-04-27,5716
2019-04-28,5768
2019-04-29,5768
2019-04-30,5768
2019-05-01,5658
2019-05-02,5658
2019-05-03,5658
2019-05-04,5605
2019-05-05,5605
2019-05-06,5605
2019-05-07,5541
2019-05-08,5541
2019-05-09,5541
2019-05-10,5510
2019-05-11,5510
2019-05-12,5510
2019-05-13,5594
2019-05-14,5594
2019-05-15,5594
2019-05-16,5658
2019-05-17,5658
2019-05-18,5658
2019-05-19,5658
2019-05-20,5760
2019-05-21,5760
2019-05-22,5760
2019-05-23,5904
2019-05-24,5904
2019-05-25,5904
2019-05-26,5891
2019-05-27,5891
2019-05-28,5891
2019-05-29,5856
2019-05-30,5856
2019-05-31,5856
2019-06-01,5856
2019-06-02,5863
2019-06-03,5863
2019-06-04,5863
2019-06-05,5863
2019-06-06,5688
2019-06-07,5688
2019-06-08,5688
2019-06-09,5741
2019-06-10,5741
2019-06-11,5741
2019-06-12,5565
2019-06-13,5565
2019-06-14,5565
2019-06-15,5565
2019-06-16,5707
2019-06-17,5707
2019-06-18,5707
2019-06-19,5707
2019-06-20,5736
2019-06-21,5736
2019-06-22,5736
2019-06-23,5736
2019-06-24,5949
2019-06-25,5949
2019-06-26,5949
2019-06-27,5936
2019-06-28,5936
2019-06-29,5936
2019-06-30,5918
2019-07-01,5918
2019-07-02,5918
2019-07-03,5705
2019-07-04,5705
2019-07-05,5705
2019-07-06,5573
2019-07-07,5573
2019-07-08,5573
2019-07-09,5712
2019-07-10,5712
2019-07-11,5712
2019-07-12,5712
2019-07-13,5759
2019-07-14,5759
2019-07-15,5759
2019-07-16,5759
2019-07-17,5897
2019-07-18,5897
2019-07-19,5897
2019-07-20,5897
2019-07-21,5982
2019-07-22,5982
2019-07-23,5982
2019-07-24,5982
2019-07-25,6160
2019-07-26,6160
2019-07-27,6160
2019-07-28,6160
2019-07-29,6160
2019-07-30,5951
2019-07-31,5951
2019-08-01,5951
2019-08-02,5951
2019-08-03,5958
2019-08-04,5958
2019-08-05,5958
2019-08-06,5958
2019-08-07,6060
2019-08-08,6060
2019-08-09,6060
2019-08-10,6060
2019-08-11,6245
2019-08-12,6245
2019-08-13,6245
2019-08-14,6245
2019-08-15,6332
2019-08-16,6332
2019-08-17,6332
2019-08-18,6468
2019-08-19,6468
2019-08-20,6468
2019-08-21,6468
2019-08-22,6772
2019-08-23,6772
2019-08-24,6772
2019-08-24,6772
2019-08-25,6772
2019-08-25,6772
2019-08-26,6906
2019-08-26,6906
2019-08-27,6906
2019-08-27,6906
2019-08-28,6906
2019-08-29,6906
2019-08-30,6862
2019-08-31,6862
2019-09-01,6862
2019-09-02,6862
2019-09-03,6993
2019-09-04,6993
2019-09-05,6993
2019-09-06,6993
2019-09-07,6993
2019-09-08,7075
2019-09-09,7075
2019-09-10,7075
2019-09-11,7075
2019-09-12,6955
2019-09-13,6955
2019-09-14,6955
2019-09-15,6955
2019-09-16,7073
2019-09-17,7073
2019-09-18,7073
2019-09-19,7073
2019-09-20,7073
2019-09-21,6876
2019-09-22,6876
2019-09-23,6876
2019-09-24,6564
2019-09-25,6564
2019-09-26,6564
2019-09-27,6564
2019-09-28,6734
2019-09-29,6734
2019-09-30,6734
2019-10-01,6734
2019-10-02,6650
2019-10-03,6650
2019-10-04,6650
2019-10-05,6650
2019-10-06,6801
2019-10-07,6801
2019-10-08,6801
2019-10-09,6801
2019-10-10,6555
2019-10-11,6555
2019-10-12,6555
2019-10-13,6755
2019-10-14,6755
2019-10-15,6755
2019-10-16,6755
2019-10-17,6904
2019-10-18,6904
2019-10-19,6904
2019-10-20,6918
2019-10-21,6918
2019-10-22,6918
2019-10-23,6918
2019-10-24,7217
2019-10-25,7217
2019-10-26,7217
2019-10-27,7479
2019-10-28,7479
2019-10-29,7479
2019-10-30,7479
2019-10-31,7479
2019-11-01,7817
2019-11-02,7817
2019-11-03,7817
2019-11-04,7817
2019-11-05,7817
2019-11-06,8129
2019-11-07,8129
2019-11-08,8129
2019-11-09,8129
2019-11-10,8039
2019-11-11,8039
2019-11-12,8039
2019-11-13,8039
2019-11-14,8039
2019-11-15,7742
2019-11-16,7742
2019-11-17,7742
2019-11-18,7742
2019-11-19,7742
2019-11-20,7678
2019-11-21,7678
2019-11-22,7678
2019-11-23,7678
2019-11-24,7678
2019-11-25,7861
2019-11-26,7861
2019-11-27,7861
2019-11-28,7861
2019-11-29,7861
2019-11-30,7761
2019-12-01,7761
2019-12-02,7761
2019-12-03,7761
2019-12-04,7761
2019-12-05,7761
2019-12-06,7403
2019-12-07,7403
2019-12-08,7403
2019-12-09,7403
2019-12-10,7403
2019-12-11,7032
2019-12-12,7032
2019-12-13,7032
2019-12-14,7032
2019-12-15,7032
2019-12-16,7059
2019-12-17,7059
2019-12-18,7059
2019-12-19,7059
2019-12-20,7059
2019-12-21,7059
2019-12-22,7012
2019-12-23,7012
2019-12-24,7012
2019-12-25,7012
2019-12-26,7012
2019-12-27,6866
2019-12-28,6866
2019-12-29,6866
2019-12-30,6866
2019-12-31,6866
2020-01-01,6717
2020-01-02,6717
2020-01-03,6717
2020-01-04,6717
2020-01-05,6428
2020-01-06,6428
2020-01-07,6428
2020-01-08,6428
2020-01-09,6428
2020-01-10,6211
2020-01-11,6211
2020-01-12,6211
2020-01-13,6211
2020-01-14,6211
2020-01-15,6139
2020-01-16,6139
2020-01-17,6139
2020-01-18,6139
2020-01-19,5881
2020-01-20,5881
2020-01-21,5881
2020-01-22,5881
2020-01-23,5764
2020-01-24,5764
2020-01-25,5764
2020-01-26,5764
2020-01-27,5859
2020-01-28,5859
2020-01-29,5859
2020-01-30,5859
2020-01-31,5781
2020-02-01,5781
2020-02-02,5781
2020-02-03,5781
2020-02-04,5594
2020-02-05,5594
2020-02-06,5594
2020-02-07,5594
2020-02-08,5679
2020-02-09,5679
2020-02-10,5679
2020-02-11,5679
2020-02-12,5705
2020-02-13,5705
2020-02-14,5705
2020-02-15,5705
2020-02-16,5708
2020-02-17,5708
2020-02-18,5708
2020-02-19,5708
2020-02-20,5673
2020-02-21,5673
2020-02-22,5673
2020-02-23,5673
2020-02-24,5641
2020-02-25,5641
2020-02-26,5641
2020-02-27,5641
2020-02-28,5638
2020-02-29,5638
2020-03-01,5638
2020-03-02,5638
2020-03-03,5638
2020-03-04,5639
2020-03-05,5639
2020-03-06,5639
2020-03-07,5639
2020-03-08,5630
2020-03-09,5630
2020-03-10,5630
2020-03-11,5663
2020-03-12,5663
2020-03-13,5663
2020-03-14,5663
2020-03-15,5622
2020-03-16,5622
2020-03-17,5622
2020-03-18,5622
2020-03-19,5597
2020-03-20,5597
2020-03-21,5587
2020-03-22,5587
2020-03-23,5587
2020-03-24,5593
2020-03-25,5593
2020-03-26,5593
2020-03-27,5628
2020-03-28,5628
2020-03-29,5598
2020-03-30,5598
2020-03-31,5598
2020-04-01,5571
2020-04-02,5571
2020-04-03,5571
2020-04-04,5474
2020-04-05,5474
2020-04-06,5516
2020-04-07,5516
2020-04-08,5475
2020-04-09,5475
2020-04-10,5475
2020-04-11,5485
2020-04-12,5485
2020-04-13,5537
2020-04-14,5537
2020-04-15,5548
2020-04-16,5548
2020-04-17,5548
2020-04-18,5542
2020-04-19,5542
2020-04-20,5527
2020-04-21,5527
2020-04-22,5564
2020-04-23,5564
2020-04-24,5564
2020-04-25,5637
2020-04-26,5637
2020-04-27,5716
2020-04-28,5716
2020-04-29,5592
2020-04-30,5592
2020-05-01,5592
2020-05-02,5589
2020-05-03,5589
2020-05-04,5589
2020-05-05,5557
2020-05-06,5557
2020-05-07,5580
2020-05-08,5580
2020-05-09,5580
2020-05-10,5542
2020-05-11,5542
2020-05-12,5542
2020-05-13,5549
