date_obj,Steel%20bar price
2016-08-24,528
2016-08-25,519
2016-08-26,513
2016-08-28,510
2016-08-31,533
2016-09-01,527
2016-09-02,517
2016-09-03,510
2016-09-04,498
2016-09-05,504
2016-09-06,505
2016-09-07,504
2016-09-08,492
2016-09-09,486
2016-09-10,474
2016-09-11,494
2016-09-12,509
2016-09-13,510
2016-09-14,536
2016-09-15,553
2016-09-16,526
2016-09-17,500
2016-09-18,479
2016-09-19,496
2016-09-20,493
2016-09-21,502
2016-09-22,506
2016-09-23,498
2016-09-24,511
2016-09-25,524
2016-09-26,537
2016-09-27,527
2016-09-28,522
2016-09-29,537
2016-09-30,532
2016-10-01,519
2016-10-02,520
2016-10-03,531
2016-10-04,544
2016-10-05,541
2016-10-06,533
2016-10-07,518
2016-10-08,515
2016-10-09,513
2016-10-10,519
2016-10-11,530
2016-10-12,530
2016-10-13,531
2016-10-14,521
2016-10-15,518
2016-10-16,517
2016-10-17,523
2016-10-18,527
2016-10-19,539
2016-10-20,551
2016-10-21,538
2016-10-22,522
2016-10-23,512
2016-10-24,513
2016-10-25,520
2016-10-26,523
2016-10-27,521
2016-10-28,516
2016-10-29,513
2016-10-30,514
2016-10-31,517
2016-11-01,527
2016-11-02,526
2016-11-03,527
2016-11-04,525
2016-11-05,526
2016-11-06,522
2016-11-07,522
2016-11-08,525
2016-11-09,525
2016-11-10,527
2016-11-11,530
2016-11-12,537
2016-11-13,536
2016-11-14,539
2016-12-08,518
2016-12-09,522
2016-12-10,532
2016-12-11,540
2016-12-12,541
2016-12-13,540
2016-12-14,543
2016-12-15,539
2016-12-16,539
2016-12-17,545
2016-12-18,544
2016-12-19,543
2016-12-20,536
2016-12-21,528
2016-12-22,516
2016-12-23,510
2016-12-24,498
2016-12-25,485
2016-12-26,462
2016-12-27,462
2016-12-28,472
2016-12-29,469
2016-12-30,477
2016-12-31,475
2017-01-01,476
2017-01-02,480
2017-01-03,481
2017-01-04,496
2017-01-05,482
2017-01-06,498
2017-01-07,519
2017-01-08,525
2017-01-09,509
2017-01-10,502
2017-01-11,496
2017-01-12,492
2017-01-13,489
2017-01-14,494
2017-01-15,493
2017-01-16,494
2017-01-17,499
2017-01-18,498
2017-01-19,499
2017-01-20,500
2017-01-21,499
2017-01-22,502
2017-01-27,516
2017-01-28,518
2017-01-29,521
2017-01-30,521
2017-01-31,520
2017-02-01,521
2017-02-02,519
2017-02-03,525
2017-02-04,541
2017-02-05,561
2017-02-06,563
2017-02-07,552
2017-02-08,544
2017-02-09,540
2017-02-10,562
2017-02-11,589
2017-02-12,589
2017-02-13,590
2017-02-14,582
2017-02-15,578
2017-02-16,574
2017-02-18,565
2017-02-19,557
2017-02-20,532
2017-02-21,516
2017-02-22,507
2017-02-23,507
2017-02-24,512
2017-02-25,535
2017-02-26,554
2017-02-27,566
2017-02-28,564
2017-03-01,563
2017-03-02,574
2017-03-03,579
2017-03-04,586
2017-03-05,588
2017-03-06,599
2017-03-07,587
2017-03-08,572
2017-03-09,559
2017-03-10,548
2017-03-11,533
2017-03-12,528
2017-03-13,523
2017-03-14,513
2017-03-15,519
2017-03-16,519
2017-03-17,511
2017-03-18,510
2017-03-19,509
2017-03-20,510
2017-03-21,509
2017-03-22,511
2017-03-23,517
2017-03-24,525
2017-03-25,531
2017-03-26,539
2017-03-27,538
2017-03-28,528
2017-03-29,525
2017-03-30,532
2017-03-31,540
2017-04-01,544
2017-04-02,551
2017-04-03,538
2017-04-04,529
2017-04-12,531
2017-04-13,528
2017-04-14,529
2017-04-15,529
2017-04-16,534
2017-04-17,535
2017-04-18,539
2017-04-19,547
2017-04-20,548
2017-04-21,551
2017-04-22,550
2017-04-23,557
2017-04-24,550
2017-04-25,540
2017-04-26,535
2017-04-27,540
2017-04-28,546
2017-04-29,559
2017-04-30,573
2017-05-01,571
2017-05-02,573
2017-05-03,567
2017-05-04,549
2017-05-05,536
2017-05-06,539
2017-05-07,545
2017-05-08,537
2017-05-09,535
2017-05-10,535
2017-05-11,533
2017-05-12,534
2017-05-13,537
2017-05-14,540
2017-05-15,537
2017-05-16,532
2017-05-17,523
2017-05-18,519
2017-05-19,518
2017-05-20,530
2017-05-21,537
2017-05-22,531
2017-05-23,525
2017-05-24,525
2017-05-25,518
2017-05-26,513
2017-05-27,516
2017-05-28,519
2017-05-29,517
2017-05-30,513
2017-05-31,509
2017-06-01,505
2017-06-02,508
2017-06-03,514
2017-06-06,509
2017-06-07,509
2017-06-08,514
2017-06-09,519
2017-06-10,514
2017-06-11,510
2017-06-12,500
2017-06-13,495
2017-06-14,491
2017-06-15,489
2017-06-16,489
2017-06-17,499
2017-06-18,507
2017-06-19,502
2017-06-20,499
2017-06-21,496
2017-06-22,490
2017-06-23,490
2017-06-24,499
2017-06-25,510
2017-06-26,495
2017-06-27,477
2017-06-28,460
2017-06-29,454
2017-06-30,466
2017-07-01,484
2017-07-02,486
2017-07-03,465
2017-07-04,448
2017-07-05,445
2017-07-06,445
2017-07-07,448
2017-07-08,455
2017-07-13,441
2017-07-14,440
2017-07-15,437
2017-07-16,437
2017-07-17,438
2017-07-18,440
2017-07-19,446
2017-07-20,443
2017-07-21,454
2017-07-22,463
2017-07-23,471
2017-07-24,466
2017-07-25,460
2017-07-26,458
2017-07-27,448
2017-07-28,453
2017-07-29,465
2017-07-30,480
2017-07-31,465
2017-08-01,453
2017-08-02,448
2017-08-03,443
2017-08-04,444
2017-08-05,464
2017-08-06,471
2017-08-09,449
2017-08-10,452
2017-08-11,461
2017-08-12,477
2017-08-13,484
2017-08-14,465
2017-08-15,448
2017-08-17,445
2017-08-18,451
2017-08-19,456
2017-08-20,457
2017-08-21,454
2017-08-22,453
2017-08-23,453
2017-08-24,452
2017-08-25,450
2017-08-26,453
2017-08-27,454
2017-08-28,454
2017-08-29,447
2017-08-30,445
2017-08-31,444
2017-09-01,448
2017-09-02,460
2017-09-03,469
2017-09-04,459
2017-09-05,453
2017-09-06,452
2017-09-07,452
2017-09-08,451
2017-09-09,459
2017-09-10,467
2017-09-11,458
2017-09-12,456
2017-09-13,455
2017-09-14,459
2017-09-15,461
2017-09-16,467
2017-09-17,476
2017-09-19,465
2017-09-20,459
2017-09-21,458
2017-09-22,461
2017-09-23,464
2017-09-24,471
2017-09-25,465
2017-09-26,468
2017-09-27,492
2017-09-28,515
2017-09-29,539
2017-09-30,537
2017-10-01,545
2017-10-02,548
2017-10-03,537
2017-10-04,525
2017-10-05,508
2017-10-06,503
2017-10-07,500
2017-10-08,500
2017-10-09,487
2017-10-10,467
2017-10-11,460
2017-10-12,458
2017-10-13,460
2017-10-14,461
2017-10-15,454
2017-10-16,452
2017-10-17,456
2017-10-18,460
2017-10-19,458
2017-10-20,452
2017-10-21,449
2017-10-22,448
2017-10-23,444
2017-10-24,445
2017-10-25,447
2017-10-26,443
2017-10-27,438
2017-10-28,427
2017-10-29,426
2017-10-30,424
2017-10-31,427
2017-11-01,429
2017-11-02,430
2017-11-03,429
2017-11-04,432
2017-11-05,437
2017-11-06,436
2017-11-07,435
2017-11-08,434
2017-11-09,429
2017-11-10,419
2017-11-11,413
2017-11-12,413
2017-11-13,413
2017-11-14,414
2017-11-15,415
2017-11-16,415
2017-11-17,411
2017-11-18,414
2017-11-19,415
2017-11-20,409
2017-11-21,405
2017-11-22,403
2017-11-23,402
2017-11-24,397
2017-11-25,400
2017-11-26,398
2017-11-27,397
2017-11-28,396
2017-11-29,392
2017-11-30,390
2017-12-01,390
2017-12-02,396
2017-12-03,402
2017-12-04,398
2017-12-05,391
2017-12-06,390
2017-12-07,383
2017-12-08,381
2017-12-09,383
2017-12-10,391
2017-12-11,387
2017-12-12,383
2017-12-13,381
2017-12-14,380
2017-12-15,388
2017-12-16,397
2017-12-17,411
2017-12-18,423
2017-12-19,423
2017-12-20,423
2017-12-21,422
2017-12-22,420
2017-12-23,418
2017-12-24,421
2017-12-25,430
2017-12-26,429
2017-12-27,420
2017-12-28,417
2017-12-29,414
2017-12-30,412
2017-12-31,427
2018-01-01,448
2018-01-02,431
2018-01-03,421
2018-01-04,411
2018-01-05,405
2018-01-06,405
2018-01-07,406
2018-01-08,425
2018-01-09,447
2018-01-10,466
2018-01-11,470
2018-01-12,468
2018-01-13,463
2018-01-14,458
2018-01-15,440
2018-01-16,423
2018-01-17,414
2018-01-18,405
2018-01-19,402
2018-01-20,404
2018-01-21,420
2018-01-22,439
2018-01-23,432
2018-01-24,420
2018-01-25,409
2018-01-26,409
2018-01-27,411
2018-01-28,423
2018-01-29,429
2018-01-30,432
2018-02-01,420
2018-02-02,417
2018-02-04,429
2018-02-05,428
2018-02-06,430
2018-02-07,443
2018-02-08,443
2018-02-09,442
2018-02-10,431
2018-02-11,428
2018-02-12,427
2018-02-13,423
2018-02-14,420
2018-02-15,420
2018-02-16,416
2018-02-17,417
2018-02-18,420
2018-02-19,422
2018-02-20,421
2018-02-21,424
2018-02-22,430
2018-02-23,430
2018-02-24,435
2018-02-25,441
2018-02-26,437
2018-02-27,437
2018-02-28,445
2018-03-01,452
2018-03-02,451
2018-03-03,447
2018-03-04,448
2018-03-05,452
2018-03-06,439
2018-03-07,427
2018-03-08,423
2018-03-09,425
2018-03-10,431
2018-03-11,437
2018-03-12,444
2018-03-13,449
2018-03-14,454
2018-03-15,452
2018-03-16,448
2018-03-17,449
2018-03-18,451
2018-03-19,449
2018-03-20,449
2018-03-21,449
2018-03-23,449
2018-03-24,450
2018-03-26,453
2018-03-27,447
2018-03-28,443
2018-03-29,449
2018-03-30,453
2018-03-31,458
2018-04-01,465
2018-04-02,464
2018-04-03,458
2018-04-04,446
2018-04-05,432
2018-04-06,432
2018-04-08,451
2018-04-09,467
2018-04-10,484
2018-04-11,470
2018-04-12,449
2018-04-13,440
2018-04-14,436
2018-04-16,431
2018-04-17,435
2018-04-18,434
2018-04-19,434
2018-04-20,431
2018-04-21,433
2018-04-22,443
2018-04-23,444
2018-04-24,439
2018-04-25,435
2018-04-26,428
2018-04-27,431
2018-04-28,442
2018-04-29,448
2018-04-30,440
2018-05-01,434
2018-05-02,431
2018-05-03,433
2018-05-04,433
2018-05-05,445
2018-05-06,460
2018-05-07,476
2018-05-08,471
2018-05-09,459
2018-05-10,463
2018-05-11,467
2018-05-12,471
2018-05-13,477
2018-05-14,480
2018-05-15,469
2018-05-16,455
2018-05-17,447
2018-05-18,450
2018-05-19,466
2018-05-20,479
2018-05-21,475
2018-05-22,473
2018-05-23,470
2018-05-24,471
2018-05-25,468
2018-05-26,474
2018-05-27,480
2018-05-28,488
2018-05-29,495
2018-05-30,494
2018-05-31,492
2018-06-01,496
2018-06-02,506
2018-06-03,511
2018-06-04,515
2018-06-05,515
2018-06-06,539
2018-06-07,551
2018-06-08,548
2018-06-09,543
2018-06-10,534
2018-06-11,530
2018-06-12,528
2018-06-13,524
2018-06-14,511
2018-06-15,495
2018-06-16,492
2018-06-17,513
2018-06-18,525
2018-06-19,533
2018-06-20,531
2018-06-21,529
2018-06-22,527
2018-06-23,530
2018-06-24,522
2018-06-25,509
2018-06-26,503
2018-06-27,501
2018-06-28,498
2018-06-29,503
2018-06-30,508
2018-07-01,512
2018-07-02,513
2018-07-03,513
2018-07-04,509
2018-07-05,506
2018-07-06,508
2018-07-07,520
2018-07-08,527
2018-07-09,527
2018-07-10,533
2018-07-11,533
2018-07-12,527
2018-07-13,523
2018-07-14,521
2018-07-15,523
2018-07-16,542
2018-07-17,555
2018-07-18,552
2018-07-19,548
2018-07-20,544
2018-07-21,548
2018-07-22,557
2018-07-23,569
2018-07-24,581
2018-07-25,583
2018-07-26,585
2018-07-27,583
2018-07-28,583
2018-07-29,599
2018-07-30,603
2018-07-31,596
2018-08-01,584
2018-08-02,577
2018-08-03,565
2018-08-04,567
2018-08-05,578
2018-08-06,586
2018-08-07,593
2018-08-08,583
2018-08-09,572
2018-08-10,569
2018-08-11,570
2018-08-12,583
2018-08-14,599
2018-08-16,561
2018-08-17,545
2018-08-18,549
2018-08-19,571
2018-08-20,574
2018-08-21,553
2018-08-22,543
2018-08-23,545
2018-08-24,546
2018-08-25,543
2018-08-26,552
2018-08-27,558
2018-08-28,560
2018-08-29,574
2018-08-30,584
2018-08-31,584
2018-09-01,572
2018-09-02,554
2018-09-03,555
2018-09-04,560
2018-09-05,567
2018-09-06,568
2018-09-07,569
2018-09-08,565
2018-09-09,557
2018-09-10,558
2018-09-11,554
2018-09-12,563
2018-09-13,565
2018-09-14,555
2018-09-15,550
2018-09-16,543
2018-09-17,534
2018-09-18,536
2018-09-19,538
2018-09-20,547
2018-09-21,553
2018-09-22,553
2018-09-23,555
2018-09-24,557
2018-09-25,556
2018-09-26,555
2018-09-27,551
2018-09-28,543
2018-09-29,519
2018-09-30,516
2018-10-02,532
2018-10-03,521
2018-10-04,515
2018-10-05,510
2018-10-06,521
2018-10-07,536
2018-10-08,552
2018-10-09,561
2018-10-10,553
2018-10-11,546
2018-10-12,530
2018-10-13,533
2018-10-14,540
2018-10-15,553
2018-10-16,560
2018-10-17,543
2018-10-18,536
2018-10-19,525
2018-10-20,518
2018-10-21,521
2018-10-22,517
2018-10-23,515
2018-10-24,521
2018-10-25,522
2018-10-26,520
2018-10-27,519
2018-10-28,525
2018-10-29,524
2018-10-30,526
2018-10-31,526
2018-11-01,532
2018-11-03,539
2018-11-04,550
2018-11-05,567
2018-11-06,566
2018-11-07,558
2018-11-08,557
2018-11-09,554
2018-11-10,539
2018-11-11,541
2018-11-12,540
2018-11-13,537
2018-11-14,535
2018-11-15,537
2018-11-16,535
2018-11-17,535
2018-11-18,547
2018-11-19,562
2018-11-20,555
2018-11-21,535
2018-11-22,533
2018-11-23,532
2018-11-24,526
2018-11-25,528
2018-11-26,529
2018-11-27,534
2018-11-28,536
2018-11-29,543
2018-12-01,558
2018-12-02,576
2018-12-03,568
2018-12-04,571
2018-12-05,570
2018-12-07,554
2018-12-09,539
2018-12-10,547
2018-12-11,554
2018-12-12,561
2018-12-13,564
2018-12-14,550
2018-12-15,544
2018-12-16,545
2018-12-17,543
2018-12-18,549
2018-12-19,552
2018-12-20,550
2018-12-21,540
2018-12-22,533
2018-12-23,521
2018-12-24,526
2018-12-25,535
2018-12-26,536
2018-12-27,525
2018-12-28,509
2018-12-29,505
2018-12-30,497
2018-12-31,498
2019-01-01,523
2019-01-02,548
2019-01-03,573
2019-01-04,599
2019-01-05,606
2019-01-06,602
2019-01-08,632
2019-01-10,627
2019-01-11,602
2019-01-12,573
2019-01-13,549
2019-01-14,531
2019-01-15,514
2019-01-16,491
2019-01-17,501
2019-01-18,508
2019-01-19,513
2019-01-20,517
2019-01-21,525
2019-01-22,529
2019-01-23,516
2019-01-24,498
2019-01-25,481
2019-01-26,484
2019-01-27,486
2019-01-28,480
2019-01-29,465
2019-01-30,466
2019-01-31,470
2019-02-01,476
2019-02-02,470
2019-02-03,465
2019-02-04,451
2019-02-05,433
2019-02-06,412
2019-02-07,410
2019-02-08,397
2019-02-09,395
2019-02-10,403
2019-02-11,412
2019-02-12,414
2019-02-13,408
2019-02-14,391
2019-02-15,386
2019-02-16,392
2019-02-17,400
2019-02-18,415
2019-02-19,423
2019-02-20,414
2019-02-21,411
2019-02-22,406
2019-02-23,397
2019-02-24,393
2019-02-25,394
2019-02-26,396
2019-02-27,394
2019-02-28,389
2019-03-01,376
2019-03-02,375
2019-03-03,374
2019-03-04,389
2019-03-05,404
2019-03-06,404
2019-03-07,395
2019-03-08,386
2019-03-09,380
2019-03-10,380
2019-03-11,381
2019-03-12,385
2019-03-13,384
2019-03-14,382
2019-03-15,375
2019-03-16,372
2019-03-17,365
2019-03-18,366
2019-03-19,372
2019-03-20,383
2019-03-21,375
2019-03-22,363
2019-03-23,351
2019-03-24,353
2019-03-25,357
2019-03-26,370
2019-03-27,374
2019-03-28,389
2019-03-29,399
2019-03-30,390
2019-03-31,394
2019-04-01,388
2019-04-02,369
2019-04-03,351
2019-04-04,354
2019-04-05,354
2019-04-06,350
2019-04-07,350
2019-04-08,362
2019-04-09,375
2019-04-10,380
2019-04-11,384
2019-04-12,373
2019-04-13,358
2019-04-14,356
2019-04-15,371
2019-04-16,385
2019-04-17,385
2019-04-18,389
2019-04-19,373
2019-04-20,355
2019-04-21,345
2019-04-22,338
2019-04-23,344
2019-04-24,348
2019-04-25,348
2019-04-26,335
2019-04-27,330
2019-04-28,335
2019-04-29,351
2019-04-30,369
2019-05-01,379
2019-05-02,390
2019-05-03,393
2019-05-04,389
2019-05-05,396
2019-05-06,402
2019-05-07,393
2019-05-08,373
2019-05-09,355
2019-05-10,340
2019-05-11,334
2019-05-12,337
2019-05-13,352
2019-05-14,365
2019-05-15,366
2019-05-16,369
2019-05-17,358
2019-05-18,344
2019-05-19,334
2019-05-20,344
2019-05-21,358
2019-05-22,366
2019-05-23,374
2019-05-24,383
2019-05-25,374
2019-05-26,358
2019-05-27,345
2019-05-28,345
2019-05-29,344
2019-05-30,345
2019-05-31,331
2019-06-01,323
2019-06-02,337
2019-06-03,345
2019-06-04,343
2019-06-05,339
2019-06-06,346
2019-06-07,339
2019-06-08,333
2019-06-09,329
2019-06-10,341
2019-06-11,354
2019-06-12,367
2019-06-13,364
2019-06-14,366
2019-06-15,351
2019-06-16,351
2019-06-17,363
2019-06-18,365
2019-06-19,363
2019-06-20,349
2019-06-21,340
2019-06-22,337
2019-06-23,339
2019-06-24,347
2019-06-25,344
2019-06-26,343
2019-06-27,341
2019-06-28,336
2019-06-29,329
2019-06-30,327
2019-07-01,335
2019-07-02,344
2019-07-03,355
2019-07-04,359
2019-07-05,361
2019-07-06,368
2019-07-07,371
2019-07-08,374
2019-07-09,376
2019-07-10,365
2019-07-11,350
2019-07-12,340
2019-07-13,333
2019-07-14,339
2019-07-15,345
2019-07-16,353
2019-07-17,358
2019-07-18,359
2019-07-19,358
2019-07-20,349
2019-07-21,342
2019-07-22,344
2019-07-23,352
2019-07-24,351
2019-07-25,362
2019-07-26,360
2019-07-27,344
2019-07-28,331
2019-07-29,333
2019-07-30,350
2019-07-31,363
2019-08-01,350
2019-08-02,339
2019-08-03,347
2019-08-04,349
2019-08-05,353
2019-08-06,352
2019-08-07,359
2019-08-08,349
2019-08-09,337
2019-08-10,346
2019-08-11,346
2019-08-12,353
2019-08-13,370
2019-08-14,388
2019-08-15,404
2019-08-16,388
2019-08-17,369
2019-08-18,358
2019-08-19,362
2019-08-20,379
2019-08-21,384
2019-08-22,368
2019-08-23,349
2019-08-24,336
2019-08-24,336
2019-08-25,342
2019-08-25,342
2019-08-26,354
2019-08-26,354
2019-08-27,365
2019-08-27,365
2019-08-28,376
2019-08-29,372
2019-08-30,361
2019-08-31,353
2019-09-01,357
2019-09-02,362
2019-09-03,366
2019-09-04,381
2019-09-05,373
