date_obj,Light%20ballista price
2020-04-05,563357
2020-04-06,561488
2020-04-07,557431
2020-04-08,561900
2020-04-09,564698
2020-04-10,563868
2020-04-11,560319
2020-04-12,565405
2020-04-13,566985
2020-04-14,562896
2020-04-15,567375
2020-04-16,563610
2020-04-17,578769
2020-04-18,578063
2020-04-19,573586
2020-04-20,574841
2020-04-21,572327
2020-04-22,574501
2020-04-23,601383
2020-04-24,628265
2020-04-25,611522
2020-04-26,586283
2020-04-27,578251
2020-04-28,573380
2020-04-29,574681
2020-04-30,578530
2020-05-01,582178
2020-05-02,596021
2020-05-03,598117
2020-05-04,612618
2020-05-05,625038
2020-05-06,608819
2020-05-07,597491
2020-05-08,580636
2020-05-09,574409
2020-05-10,566631
2020-05-11,564600
2020-05-12,555758
2020-05-13,559401
