date_obj,Mystic%20dust%20staff price
2017-06-11,84398
2017-06-12,84398
2017-06-13,80210
2017-06-14,80210
2017-06-15,80210
2017-06-16,78208
2017-06-17,78208
2017-06-18,78690
2017-06-19,78690
2017-06-20,78690
2017-06-21,75039
2017-06-22,75039
2017-06-23,75039
2017-06-24,73690
2017-06-25,73690
2017-06-26,73690
2017-06-27,72057
2017-06-28,72057
2017-06-29,72057
2017-06-30,70927
2017-07-01,70927
2017-07-02,70927
2017-07-03,72375
2017-07-04,72375
2017-07-05,72375
2017-07-06,70659
2017-07-07,70659
2017-07-08,70659
2017-07-13,71616
2017-07-14,71616
2017-07-15,70600
2017-07-16,70600
2017-07-17,70600
2017-07-18,71438
2017-07-19,71438
2017-07-20,71438
2017-07-21,72800
2017-07-22,72800
2017-07-23,72233
2017-07-24,72233
2017-07-25,72233
2017-07-26,68985
2017-07-27,68985
2017-07-28,68985
2017-07-29,66530
2017-07-30,66530
2017-07-31,66530
2017-08-01,63216
2017-08-02,63216
2017-08-03,60876
2017-08-04,60876
2017-08-05,59060
2017-08-06,59060
2017-08-09,60420
2017-08-10,60883
2017-08-11,60883
2017-08-12,60883
2017-08-13,61935
2017-08-14,61935
2017-08-15,61935
2017-08-16,63604
2017-08-17,63604
2017-08-18,63604
2017-08-19,65358
2017-08-20,65358
2017-08-22,62305
2017-08-23,59225
2017-08-24,59225
2017-08-25,59225
2017-08-26,59879
2017-08-27,59879
2017-08-28,59879
2017-08-29,61890
2017-08-30,61890
2017-08-31,61890
2017-09-01,63817
2017-09-02,63817
2017-09-03,62194
2017-09-04,62194
2017-09-05,61735
2017-09-06,61735
2017-09-07,61735
2017-09-08,58957
2017-09-09,58957
2017-09-10,59076
2017-09-11,59076
2017-09-12,59076
2017-09-13,61160
2017-09-14,61160
2017-09-15,61160
2017-09-16,63981
2017-09-17,63981
2017-09-19,66870
2017-09-20,66870
2017-09-21,70198
2017-09-22,70198
2017-09-23,70198
2017-09-24,73433
2017-09-25,73433
2017-09-26,73433
2017-09-27,76545
2017-09-28,76545
2017-09-29,79742
2017-09-30,79742
2017-10-01,79742
2017-10-02,83699
2017-10-03,83699
2017-10-04,83699
2017-10-05,85958
2017-10-06,85958
2017-10-07,85958
2017-10-08,85559
2017-10-09,85559
2017-10-10,85559
2017-10-11,81626
2017-10-12,81626
2017-10-13,77665
2017-10-14,77665
2017-10-15,77665
2017-10-16,73781
2017-10-17,73781
2017-10-18,73781
2017-10-19,70494
2017-10-20,70494
2017-10-21,70494
2017-10-22,68542
2017-10-23,68542
2017-10-24,68542
2017-10-25,66845
2017-10-26,66845
2017-10-27,66845
2017-10-28,65517
2017-10-29,65517
2017-10-30,65019
2017-10-31,65019
2017-11-01,65019
2017-11-02,64482
2017-11-03,64482
2017-11-04,64482
2017-11-05,61412
2017-11-06,61412
2017-11-07,61412
2017-11-08,58520
2017-11-09,58520
2017-11-10,58520
2017-11-11,56309
2017-11-12,56309
2017-11-13,55188
2017-11-14,55188
2017-11-15,55188
2017-11-16,53296
2017-11-17,53296
2017-11-18,53296
2017-11-19,51026
2017-11-20,51026
2017-11-21,49265
2017-11-22,49265
2017-11-23,49265
2017-11-24,48343
2017-11-25,48343
2017-11-26,50111
2017-11-27,50111
2017-11-28,50111
2017-11-29,52399
2017-11-30,52399
2017-12-01,52399
2017-12-02,53310
2017-12-03,53310
2017-12-04,53310
2017-12-05,53947
2017-12-06,53947
2017-12-07,53947
2017-12-08,55062
2017-12-09,55062
2017-12-10,55524
2017-12-11,55524
2017-12-12,55524
2017-12-14,56410
2017-12-15,56410
2017-12-17,57146
2017-12-18,55423
2017-12-19,55423
2017-12-20,55423
2017-12-21,54753
2017-12-22,54753
2017-12-23,54753
2017-12-24,53357
2017-12-25,53357
2017-12-26,53357
2017-12-27,52392
2017-12-28,52392
2017-12-29,52392
2017-12-30,53148
2017-12-31,53148
2018-01-01,55507
2018-01-02,55507
2018-01-03,58061
2018-01-04,58061
2018-01-05,60878
2018-01-06,60878
2018-01-07,62324
2018-01-08,62324
2018-01-09,63623
2018-01-10,63623
2018-01-11,65040
2018-01-12,65040
2018-01-13,66765
2018-01-14,66765
2018-01-15,68648
2018-01-16,68648
2018-01-17,71053
2018-01-18,71053
2018-01-19,71053
2018-01-20,73750
2018-01-21,73750
2018-01-22,75972
2018-01-23,75972
2018-01-25,77070
2018-01-26,76314
2018-01-27,79092
2018-01-28,80757
2018-01-29,83236
2018-01-31,84112
2018-02-01,84112
2018-02-02,80855
2018-02-03,78918
2018-02-04,78085
2018-02-05,78085
2018-02-06,78320
2018-02-07,79548
2018-02-08,79548
2018-02-09,80165
2018-02-10,80165
2018-02-11,78452
2018-02-12,77698
2018-02-13,77698
2018-02-14,75973
2018-02-15,73839
2018-02-16,73839
2018-02-17,70431
2018-02-18,68546
2018-02-19,68625
2018-02-20,68625
2018-02-21,69615
2018-02-22,69615
2018-02-23,69728
2018-02-24,69728
2018-02-25,68764
2018-02-26,68255
2018-02-27,67124
2018-03-01,67213
2018-03-02,68025
2018-03-03,67994
2018-03-04,67994
2018-03-05,66098
2018-03-06,64604
2018-03-07,64379
2018-03-08,64379
2018-03-09,63700
2018-03-10,60800
2018-03-11,59486
2018-03-12,59269
2018-03-13,58809
2018-03-14,58809
2018-03-15,58652
2018-03-16,58652
2018-03-17,57407
2018-03-18,56100
2018-03-19,56100
2018-03-20,57020
2018-03-21,57575
2018-03-23,57798
2018-03-24,57968
2018-03-26,58030
2018-03-27,58048
2018-03-28,58048
2018-03-29,57804
2018-03-30,57804
2018-03-31,58224
2018-04-01,58224
2018-04-02,57376
2018-04-03,57236
2018-04-04,56381
2018-04-05,56381
2018-04-06,56795
2018-04-07,56795
2018-04-08,57604
2018-04-09,57925
2018-04-10,57925
2018-04-11,57765
2018-04-12,58264
2018-04-13,58264
2018-04-14,57887
2018-04-15,57911
2018-04-16,57911
2018-04-17,57969
2018-04-18,57969
2018-04-19,57937
2018-04-20,57833
2018-04-21,58155
2018-04-22,58155
2018-04-23,58520
2018-04-24,58001
2018-04-25,57494
2018-04-26,57494
2018-04-27,56750
2018-04-28,56971
2018-04-29,56901
2018-04-30,57236
2018-05-01,58457
2018-05-04,58077
2018-05-05,57882
2018-05-06,57882
2018-05-07,56756
2018-05-08,56756
2018-05-09,56800
2018-05-10,57498
2018-05-11,57498
2018-05-12,57188
2018-05-13,57188
2018-05-14,58178
2018-05-15,58178
2018-05-16,57934
2018-05-17,57792
2018-05-18,57551
2018-05-19,57228
2018-05-20,57228
2018-05-21,57273
2018-05-22,57273
2018-05-23,57342
2018-05-24,57342
2018-05-25,57341
2018-05-26,57574
2018-05-27,57574
2018-05-28,57746
2018-05-29,56582
2018-05-30,56582
2018-05-31,55671
2018-06-01,55760
2018-06-02,55994
2018-06-03,55994
2018-06-04,56396
2018-06-05,56856
2018-06-06,57134
2018-06-07,57134
2018-06-08,56343
2018-06-09,56343
2018-06-10,56097
2018-06-11,56097
2018-06-12,55738
2018-06-13,53898
2018-06-14,51936
2018-06-15,51936
2018-06-16,52369
2018-06-17,51723
2018-06-18,49768
2018-06-19,49875
2018-06-20,49875
2018-06-21,50474
2018-06-22,50800
2018-06-23,50800
2018-06-24,51530
2018-06-25,51739
2018-06-26,51739
2018-06-27,52044
2018-06-28,53899
2018-06-29,55486
2018-06-30,57430
2018-07-01,58047
2018-07-02,58047
2018-07-03,57816
2018-07-04,57816
2018-07-05,58264
2018-07-06,56928
2018-07-07,57596
2018-07-08,57136
2018-07-09,56801
2018-07-10,56779
2018-07-11,57160
2018-07-12,57618
2018-07-13,58200
2018-07-14,58213
2018-07-15,57612
2018-07-16,57315
2018-07-17,57667
2018-07-18,57132
2018-07-19,57132
2018-07-20,55721
2018-07-21,58081
2018-07-22,60410
2018-07-23,63416
2018-07-24,66240
2018-07-25,69386
2018-07-26,70985
2018-07-27,73740
2018-07-28,73740
2018-07-29,77427
2018-07-30,80718
2018-07-31,82373
2018-08-01,82373
2018-08-02,83869
2018-08-03,82059
2018-08-04,80390
2018-08-05,79120
2018-08-06,78104
2018-08-07,76557
2018-08-08,76927
2018-08-09,76927
2018-08-10,76095
2018-08-11,74773
2018-08-12,73097
2018-08-14,71809
2018-08-16,70243
2018-08-17,69078
2018-08-18,69078
2018-08-19,68336
2018-08-20,68402
2018-08-21,68402
2018-08-22,67629
2018-08-23,68036
2018-08-24,67578
2018-08-25,67695
2018-08-26,68623
2018-08-27,68678
2018-08-28,68801
2018-08-29,69350
2018-08-30,68543
2018-08-31,68213
2018-09-01,68519
2018-09-02,66781
2018-09-03,65102
2018-09-04,62703
2018-09-05,62110
2018-09-06,62110
2018-09-07,60798
2018-09-08,60497
2018-09-09,59347
2018-09-10,58870
2018-09-11,58870
2018-09-12,59312
2018-09-13,60183
2018-09-14,60104
2018-09-15,59974
2018-09-16,60774
2018-09-17,63046
2018-09-18,65098
2018-09-19,67715
2018-09-20,70905
2018-09-21,73854
2018-09-22,74954
2018-09-23,76644
2018-09-24,74209
2018-09-25,74209
2018-09-26,72142
2018-09-27,72142
2018-09-28,70723
2018-09-29,72520
2018-09-30,73759
2018-10-02,75558
2018-10-03,74703
2018-10-04,74703
2018-10-05,75652
2018-10-06,75392
2018-10-07,77023
2018-10-08,77054
2018-10-09,75559
2018-10-10,74594
2018-10-11,72796
2018-10-12,71995
2018-10-13,71127
2018-10-14,70318
2018-10-15,70036
2018-10-16,70255
2018-10-17,69158
2018-10-18,69798
2018-10-19,71088
2018-10-20,71088
2018-10-21,70881
2018-10-22,70065
2018-10-23,70065
2018-10-24,69569
2018-10-25,71246
2018-10-26,74256
2018-10-27,77915
2018-10-28,76619
2018-10-29,76619
2018-10-30,75070
2018-10-31,71557
2018-11-01,69359
2018-11-03,68568
2018-11-04,67958
2018-11-05,67179
2018-11-06,67245
2018-11-07,66891
2018-11-08,66421
2018-11-09,66357
2018-11-10,66398
2018-11-11,66491
2018-11-12,66357
2018-11-13,67599
2018-11-15,73374
2018-11-16,76309
2018-11-17,80115
2018-11-18,82240
2018-11-19,82325
2018-11-20,81382
2018-11-21,79640
2018-11-22,78884
2018-11-23,79085
2018-11-24,80437
2018-11-25,82805
2018-11-26,86361
2018-11-27,90680
2018-11-28,95214
2018-11-29,99975
2018-12-01,106279
2018-12-02,108921
2018-12-03,112985
2018-12-04,118108
2018-12-05,122428
2018-12-07,124778
2018-12-09,118333
2018-12-10,112615
2018-12-11,109692
2018-12-12,105263
2018-12-13,99999
2018-12-14,95769
2018-12-15,93692
2018-12-16,92321
2018-12-17,91157
2018-12-18,91624
2018-12-19,91993
2018-12-20,91350
2018-12-21,90348
2018-12-22,92303
2018-12-23,94209
2018-12-24,92817
2018-12-25,94764
2018-12-26,94810
2018-12-27,93834
2018-12-28,93925
2018-12-29,91264
2018-12-30,89905
2018-12-31,92897
2019-01-01,96503
2019-01-02,98151
2019-01-03,98310
2019-01-04,99662
2019-01-05,97339
2019-01-06,94750
2019-01-08,90682
2019-01-10,87652
2019-01-11,85570
2019-01-12,83884
2019-01-13,81497
2019-01-14,80621
2019-01-15,78581
2019-01-16,78681
2019-01-17,76548
2019-01-18,75460
2019-01-19,75845
2019-01-20,74425
2019-01-21,72869
2019-01-22,73265
2019-01-23,72815
2019-01-24,73603
2019-01-25,74462
2019-01-26,74827
2019-01-27,75473
2019-01-28,73533
2019-01-29,73088
2019-01-30,74296
2019-01-31,75273
2019-02-01,72587
2019-02-02,71135
2019-02-03,70741
2019-02-04,69008
2019-02-05,67820
2019-02-06,67317
2019-02-07,67304
2019-02-08,67005
2019-02-09,67218
2019-02-10,67210
2019-02-11,65356
2019-02-12,65405
2019-02-13,63182
2019-02-14,63037
2019-02-15,63454
2019-02-16,64215
2019-02-17,63881
2019-02-18,60845
2019-02-19,59833
2019-02-20,58651
2019-02-21,57575
2019-02-22,55678
2019-02-23,54889
2019-02-24,53862
2019-02-25,53204
2019-02-26,53778
2019-02-27,55673
2019-02-28,56630
2019-03-01,55765
2019-03-02,54766
2019-03-03,54622
2019-03-04,54233
2019-03-05,53132
2019-03-06,53911
2019-03-07,56121
2019-03-08,58087
2019-03-09,59816
2019-03-10,62807
2019-03-11,65948
2019-03-12,69246
2019-03-13,72284
2019-03-14,71221
2019-03-15,68803
2019-03-16,66957
2019-03-17,65362
2019-03-18,65362
2019-03-19,62093
2019-03-20,58988
2019-03-21,56477
2019-03-22,55866
2019-03-23,55609
2019-03-24,56052
2019-03-25,54485
2019-03-26,53500
2019-03-27,53500
2019-03-28,53996
2019-03-29,55521
2019-03-30,55521
2019-03-31,56537
2019-04-01,56407
2019-04-02,56395
2019-04-03,55268
2019-04-04,54570
2019-04-05,54378
2019-04-06,54376
2019-04-07,54464
2019-04-08,54479
2019-04-09,54578
2019-04-10,54525
2019-04-11,56036
2019-04-12,58415
2019-04-13,59449
2019-04-14,58133
2019-04-15,57968
2019-04-16,57872
2019-04-17,58384
2019-04-18,58801
2019-04-19,58911
2019-04-20,59494
2019-04-21,59163
2019-04-22,58531
2019-04-23,58800
2019-04-24,58496
2019-04-25,57990
2019-04-26,58827
2019-04-27,60152
2019-04-28,60283
2019-04-29,60868
2019-04-30,60831
2019-05-01,60831
2019-05-02,60954
2019-05-03,61315
2019-05-04,60757
2019-05-05,59221
2019-05-06,58566
2019-05-07,58192
2019-05-08,56990
2019-05-09,56041
2019-05-10,55264
2019-05-11,54530
2019-05-12,54029
2019-05-13,52456
2019-05-14,50528
2019-05-15,49456
2019-05-16,49244
2019-05-17,49392
2019-05-18,50101
2019-05-19,51174
2019-05-20,51715
2019-05-21,53605
2019-05-22,55279
2019-05-23,56854
2019-05-24,58306
2019-05-25,58901
2019-05-26,58557
2019-05-27,58519
2019-05-28,57954
2019-05-29,57360
2019-05-30,56413
2019-05-31,56413
2019-06-01,55858
2019-06-02,54548
2019-06-03,53730
2019-06-04,52106
2019-06-05,50760
2019-06-06,50358
2019-06-07,50311
2019-06-08,50041
2019-06-09,49439
2019-06-10,49439
2019-06-11,49299
2019-06-12,49539
2019-06-13,50059
2019-06-14,50685
2019-06-15,51080
2019-06-16,51603
2019-06-17,52945
2019-06-18,53969
2019-06-19,54837
2019-06-20,55632
2019-06-21,58021
2019-06-22,60564
2019-06-23,63434
2019-06-24,66478
2019-06-25,68092
2019-06-26,66785
2019-06-27,63445
2019-06-28,63445
2019-06-29,60695
2019-06-30,59635
2019-07-01,59635
2019-07-02,59379
2019-07-03,58155
2019-07-04,57669
2019-07-05,57083
2019-07-06,56514
2019-07-07,55707
2019-07-08,54576
2019-07-09,54135
2019-07-10,54546
2019-07-11,54638
2019-07-12,54318
2019-07-13,54318
2019-07-14,53765
2019-07-15,53765
2019-07-16,52441
2019-07-17,51505
2019-07-18,51572
2019-07-19,50170
2019-07-20,49142
2019-07-21,47907
2019-07-22,46764
2019-07-23,46707
2019-07-24,46685
2019-07-25,47328
2019-07-26,47146
2019-07-27,47155
2019-07-28,46666
2019-07-29,46188
2019-07-30,46678
2019-07-31,47119
2019-08-01,48531
2019-08-02,49634
2019-08-03,50378
2019-08-04,50343
2019-08-05,47825
2019-08-06,46525
2019-08-07,45521
2019-08-08,45008
2019-08-09,45036
2019-08-10,45416
2019-08-11,46248
2019-08-12,47039
2019-08-13,47765
2019-08-14,48771
2019-08-15,49669
2019-08-16,50638
2019-08-17,50638
2019-08-18,51954
2019-08-19,53889
2019-08-20,54489
2019-08-21,55059
2019-08-22,55516
2019-08-23,56582
2019-08-24,56939
2019-08-24,56939
2019-08-25,56939
2019-08-25,56939
2019-08-26,56978
2019-08-26,56978
2019-08-27,56984
2019-08-27,56984
2019-08-28,54675
2019-08-29,53808
2019-08-30,53560
2019-08-31,53560
2019-09-01,53945
2019-09-02,53945
2019-09-03,53670
2019-09-04,53067
2019-09-05,51947
2019-09-06,51947
2019-09-07,52351
2019-09-08,52024
2019-09-09,53083
2019-09-10,53083
2019-09-11,53487
2019-09-12,54618
2019-09-13,54618
2019-09-14,54691
2019-09-15,54567
2019-09-16,54503
2019-09-17,55780
2019-09-18,55691
2019-09-19,55953
2019-09-20,55953
2019-09-21,56416
2019-09-22,57529
2019-09-23,59073
2019-09-24,59073
2019-09-25,60533
2019-09-26,60899
2019-09-27,60899
2019-09-28,61755
2019-09-29,61755
2019-09-30,59840
2019-10-01,59335
2019-10-02,59335
2019-10-03,58982
2019-10-04,56245
2019-10-05,53813
2019-10-06,52370
2019-10-07,51453
2019-10-08,50225
2019-10-09,50225
2019-10-10,49085
2019-10-11,49085
2019-10-12,48219
2019-10-13,46285
2019-10-14,44763
2019-10-15,44163
2019-10-16,42214
2019-10-17,42214
2019-10-18,42061
2019-10-19,42480
2019-10-20,42261
2019-10-21,42495
2019-10-22,42261
2019-10-23,40709
2019-10-24,38902
2019-10-25,36956
2019-10-26,35108
2019-10-27,34357
2019-10-28,34371
2019-10-29,34371
2019-10-30,35201
2019-10-31,35774
2019-11-01,36189
2019-11-02,36529
2019-11-03,37474
2019-11-04,39229
2019-11-05,39229
2019-11-06,40035
2019-11-07,40788
2019-11-08,41197
2019-11-09,41562
2019-11-10,42018
2019-11-11,42606
2019-11-12,42842
2019-11-13,42985
2019-11-14,43643
2019-11-15,44285
2019-11-16,44352
2019-11-17,44352
2019-11-18,45255
2019-11-19,46311
2019-11-20,46325
2019-11-21,46325
2019-11-22,46959
2019-11-23,47387
2019-11-24,47734
2019-11-25,48426
2019-11-26,48878
2019-11-27,48878
2019-11-28,49196
2019-11-29,49715
2019-11-30,49725
2019-12-01,50135
2019-12-02,49977
2019-12-03,50466
2019-12-04,51474
2019-12-05,51474
2019-12-06,51860
2019-12-07,52279
2019-12-08,52679
2019-12-09,50234
2019-12-10,49094
2019-12-11,48507
2019-12-12,48507
2019-12-13,47760
2019-12-14,48270
2019-12-15,48310
2019-12-16,49426
2019-12-17,49924
2019-12-18,49924
2019-12-19,50823
2019-12-20,52841
2019-12-21,54755
2019-12-22,55816
2019-12-23,55816
2019-12-24,56345
2019-12-25,55428
2019-12-26,52805
2019-12-27,51773
2019-12-28,51150
2019-12-29,51954
2019-12-30,52371
2019-12-31,52680
2020-01-01,52550
2020-01-02,52553
2020-01-03,53196
2020-01-04,52808
2020-01-05,51869
2020-01-06,52251
2020-01-07,51628
2020-01-08,51628
2020-01-09,52077
2020-01-10,52247
2020-01-11,53486
2020-01-12,54188
2020-01-13,54188
2020-01-14,55097
2020-01-15,55998
2020-01-16,56332
2020-01-17,56114
2020-01-18,55844
2020-01-19,55062
2020-01-20,55124
2020-01-21,55124
2020-01-22,54297
2020-01-23,54459
2020-01-24,53173
2020-01-25,53217
2020-01-26,52842
2020-01-27,51908
2020-01-28,51863
2020-01-29,52164
2020-01-30,52820
2020-01-31,52018
2020-02-01,51149
2020-02-02,50665
2020-02-03,51662
2020-02-04,51193
2020-02-05,51500
2020-02-06,51397
2020-02-07,51729
2020-02-08,51973
2020-02-09,51821
2020-02-10,50801
2020-02-11,48960
2020-02-12,48281
2020-02-13,48296
2020-02-14,48293
2020-02-15,48384
2020-02-16,48763
2020-02-17,48864
2020-02-18,48842
2020-02-19,48780
2020-02-20,48756
2020-02-21,48756
2020-02-22,48968
2020-02-23,49819
2020-02-24,50317
2020-02-25,51119
2020-02-26,51726
2020-02-27,52562
2020-02-28,54565
2020-02-29,54565
2020-03-01,56992
2020-03-02,59372
2020-03-03,61481
2020-03-04,64017
2020-03-05,65738
2020-03-06,67455
2020-03-07,69566
2020-03-08,72187
2020-03-09,73033
2020-03-10,73996
2020-03-11,73681
2020-03-12,72519
2020-03-13,71588
2020-03-14,70957
2020-03-15,70923
2020-03-16,70625
2020-03-17,70913
2020-03-18,71377
2020-03-19,70598
2020-03-20,71828
2020-03-21,73216
2020-03-22,73778
2020-03-23,74219
2020-03-24,74607
2020-03-25,75893
2020-03-26,76321
2020-03-27,77775
2020-03-28,80300
2020-03-29,82805
2020-03-30,85234
2020-03-31,86294
2020-04-01,88308
2020-04-02,89458
2020-04-03,89458
2020-04-04,91958
2020-04-05,94359
2020-04-06,97490
2020-04-07,98973
2020-04-08,99330
2020-04-09,98935
2020-04-10,97492
2020-04-11,94669
2020-04-12,89955
2020-04-13,86644
2020-04-14,82822
2020-04-15,78680
2020-04-16,74746
2020-04-17,71008
2020-04-18,68932
2020-04-19,69960
2020-04-20,70490
2020-04-21,71666
2020-04-22,71459
2020-04-23,70024
2020-04-24,67611
2020-04-25,67958
2020-04-26,68543
2020-04-27,67764
2020-04-28,66461
2020-04-29,65066
2020-04-30,65169
2020-05-01,63227
2020-05-02,63485
2020-05-03,64516
2020-05-04,66495
2020-05-05,69820
2020-05-06,72242
2020-05-07,75471
2020-05-08,78874
2020-05-09,81774
2020-05-10,85774
2020-05-11,88067
2020-05-12,89347
2020-05-13,91254
